"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Pressure_Coefficient"	"Mach"
61	3.113999962810000e-01	-5.997565198183213e-02	9.584477985847744e-01	3.433720547969562e+02	2.210380197705029e+00	2.411437794527991e+05	7.185330193887159e+04	-6.492478688874292e-01	1.105865552988614e+00	
62	2.968699932100000e-01	-6.000550062925582e-02	9.583581622863596e-01	3.431954949296577e+02	-2.671579890225700e-01	2.411057271732950e+05	7.186208197697489e+04	-6.490544487113845e-01	1.105258519844671e+00	
63	2.825500071050000e-01	-5.994005483718394e-02	9.623704687061131e-01	3.432896157224631e+02	-2.698318263688703e+00	2.419791071330138e+05	7.229898747428844e+04	-6.394296228039097e-01	1.099949667240341e+00	
64	2.684499919410000e-01	-5.977765596976551e-02	9.667525720116833e-01	3.434928250831849e+02	-5.157165992910160e+00	2.429454616158865e+05	7.276368177120120e+04	-6.291926225018241e-01	1.094681035284603e+00	
65	2.545700073240000e-01	-5.951657836311273e-02	9.708587878847389e-01	3.436735583080933e+02	-7.706990441105687e+00	2.438526289750750e+05	7.319746756803829e+04	-6.196365221520590e-01	1.089846203120052e+00	
66	2.409400045870000e-01	-5.915585896897953e-02	9.752089638153831e-01	3.438346663778242e+02	-1.040398655027160e+01	2.448131750949842e+05	7.365754381112744e+04	-6.095012554384882e-01	1.084743137721638e+00	
67	2.275699973110000e-01	-5.869456802648413e-02	9.800926286094341e-01	3.439676199244454e+02	-1.324443158891864e+01	2.458890945696966e+05	7.417646637696895e+04	-5.980696314685561e-01	1.078968141290918e+00	
68	2.144699990750000e-01	-5.813197420944613e-02	9.854816414314571e-01	3.440790296553149e+02	-1.623032804574877e+01	2.470755718871417e+05	7.474986090048128e+04	-5.854380154805683e-01	1.072623600646338e+00	
69	2.016600072380000e-01	-5.746811193675738e-02	9.912264277871660e-01	3.441446513335633e+02	-1.936336389384436e+01	2.483385059610840e+05	7.536298244643412e+04	-5.719312315737434e-01	1.065854404550389e+00	
70	1.891400069000000e-01	-5.670228146432130e-02	9.973602490827470e-01	3.441655473589809e+02	-2.265668629977903e+01	2.496858661706613e+05	7.601872368153288e+04	-5.574855556392777e-01	1.058658958548173e+00	
71	1.769299954180000e-01	-5.583513598033686e-02	1.004114354434049e+00	3.441276969370822e+02	-2.613257548819327e+01	2.511671458123301e+05	7.674310957561775e+04	-5.415276696358572e-01	1.050734388301698e+00	
72	1.650400012730000e-01	-5.486709202536137e-02	1.011754970404803e+00	3.440246553752099e+02	-2.980839359403039e+01	2.528404624748430e+05	7.756496323710900e+04	-5.234226138242175e-01	1.041787724170741e+00	
73	1.534900069240000e-01	-5.379977779145956e-02	1.020280868751385e+00	3.438292324242036e+02	-3.369059050218172e+01	2.547042309926003e+05	7.848546874661194e+04	-5.031443034566120e-01	1.031808825482733e+00	
74	1.422899961470000e-01	-5.263443049277360e-02	1.029500090771130e+00	3.435262483988004e+02	-3.778694662689236e+01	2.567168021104517e+05	7.948358803340553e+04	-4.811561974946792e-01	1.021070115209270e+00	
75	1.314399987460000e-01	-5.137133628795417e-02	1.039202576878671e+00	3.430678674681830e+02	-4.211480958137046e+01	2.588295555889717e+05	8.053934289935041e+04	-4.578984063975889e-01	1.009740662513286e+00	
76	1.209499984980000e-01	-5.001187382363489e-02	1.049468312674042e+00	3.424578936012998e+02	-4.670865999518234e+01	2.610621349786057e+05	8.165921040492879e+04	-4.332282435204789e-01	9.978341481156529e-01	
77	1.108499988910000e-01	-4.856066993422563e-02	1.060524118445742e+00	3.416681514228428e+02	-5.158874817818016e+01	2.634633519926296e+05	8.286845078793453e+04	-4.065892375151005e-01	9.851005863939849e-01	
78	1.011300012470000e-01	-4.701715290498424e-02	1.072412067482327e+00	3.406150596504779e+02	-5.677519643019187e+01	2.660372227659364e+05	8.417678765152484e+04	-3.777671819039504e-01	9.713453463530963e-01	
79	9.181000292300000e-02	-4.538527151431038e-02	1.085152026173693e+00	3.392486325821771e+02	-6.230794407308527e+01	2.687869217567660e+05	8.558753422607858e+04	-3.466890877551332e-01	9.565499589622166e-01	
80	8.290000259900000e-02	-4.366791468532204e-02	1.098856688228254e+00	3.375437621658760e+02	-6.822394443608394e+01	2.717387485872910e+05	8.711119290214716e+04	-3.131235922652718e-01	9.407041367826153e-01	
81	7.440000027400000e-02	-4.186607976498817e-02	1.113567101564538e+00	3.354040682309229e+02	-7.455802022644683e+01	2.748977618741771e+05	8.875610994135143e+04	-2.768868311534791e-01	9.236776986545634e-01	
82	6.633000075800000e-02	-3.998513962421356e-02	1.129435844455567e+00	3.327475130030076e+02	-8.136120356499023e+01	2.782962051119678e+05	9.053986882275088e+04	-2.375914485136477e-01	9.053350479632598e-01	
83	5.869000032500000e-02	-3.802635805630503e-02	1.146572202810318e+00	3.294426973125988e+02	-8.867820032344648e+01	2.819539944848394e+05	9.247824249892482e+04	-1.948899735001228e-01	8.854929499279461e-01	
84	5.149000138000000e-02	-3.599337852580232e-02	1.165173249644148e+00	3.253295042396777e+02	-9.655082200075324e+01	2.859099765922389e+05	9.459674184483364e+04	-1.482204133438714e-01	8.638851512945876e-01	
85	4.473999887700000e-02	-3.389028465845557e-02	1.185532991321945e+00	3.201804141579723e+02	-1.050241905498852e+02	2.902219471245868e+05	9.693358383760335e+04	-9.674086572549104e-02	8.400925595202102e-01	
86	3.844000026600000e-02	-3.171811260404538e-02	1.207882039561306e+00	3.137089673032982e+02	-1.141344648388282e+02	2.949329402398562e+05	9.952104441741834e+04	-3.974030661991259e-02	8.137421169130551e-01	
87	3.260000050100000e-02	-2.948109446637338e-02	1.232613167949330e+00	3.055903375026309e+02	-1.238877729145690e+02	3.001236639325494e+05	1.024066823414238e+05	2.382896138274660e-02	7.844050574814867e-01	
88	2.723000012300000e-02	-2.718419978786347e-02	1.260262551206798e+00	2.953428030744847e+02	-1.341949484705012e+02	3.059002178062839e+05	1.056594947860796e+05	9.548691414824168e-02	7.513333332343054e-01	
89	2.232000045500000e-02	-2.482329437156798e-02	1.291184460121519e+00	2.823043545862843e+02	-1.448837295198665e+02	3.123241792192228e+05	1.093335974151582e+05	1.764256947049415e-01	7.137593538017342e-01	
90	1.789999939500000e-02	-2.241364555514381e-02	1.326043146763114e+00	2.657072378548629e+02	-1.555869837972889e+02	3.195291367329580e+05	1.135123242367007e+05	2.684811126833003e-01	6.707448203209653e-01	
91	1.394999958600000e-02	-1.994492353858276e-02	1.365496820360555e+00	2.446031439364352e+02	-1.654651684542110e+02	3.276421447616865e+05	1.182835700149025e+05	3.735894490611560e-01	6.210264860210701e-01	
92	1.049000024800000e-02	-1.742916196961543e-02	1.409652681543979e+00	2.177884196260356e+02	-1.731475504314651e+02	3.366633276475451e+05	1.236822185580246e+05	4.925191779903907e-01	5.631577524242404e-01	
93	7.519999985000000e-03	-1.486756313872443e-02	1.458515937981189e+00	1.844623662432033e+02	-1.762624388158339e+02	3.465920190780172e+05	1.297106368294741e+05	6.253224425794416e-01	4.957534953783343e-01	
94	5.040000193000000e-03	-1.226032473458219e-02	1.510800754862785e+00	1.442553564029218e+02	-1.710278423815501e+02	3.571457855180633e+05	1.362313476056407e+05	7.689706832161524e-01	4.168116498017317e-01	
95	3.049999941000000e-03	-9.605565346412577e-03	1.564095420822055e+00	9.897527578311460e+01	-1.527161596980040e+02	3.678687254585573e+05	1.429126679074465e+05	9.161570773731644e-01	3.253143458424844e-01	
96	1.560000004000000e-03	-6.917517506923035e-03	1.610166016900994e+00	5.414209294778080e+01	-1.173526600771448e+02	3.770722913322744e+05	1.487542220131365e+05	1.044843810870619e+00	2.231841833715433e-01	
97	5.600000150000000e-04	-4.173159738460802e-03	1.647961549245213e+00	1.716423680345639e+01	-6.330155807812308e+01	3.847795260498092e+05	1.533897474771161e+05	1.146962291537047e+00	1.102514352089434e-01	
98	5.999999800000000e-05	-1.375329724321098e-03	1.654969967862525e+00	3.647425948839217e-01	1.285292294330159e+00	3.860415749960709e+05	1.544164142829196e+05	1.169579286131077e+00	2.233649046732500e-03	
99	0.000000000000000e+00	0.000000000000000e+00	1.642647148879792e+00	2.269684389613144e+00	4.984296277452157e+01	3.833834804120735e+05	1.530502872153497e+05	1.139484139071360e+00	8.410085750033122e-02	
100	5.999999800000000e-05	1.375329724321098e-03	1.634425802366992e+00	1.301462164665174e+01	9.786874106846093e+01	3.821012461392064e+05	1.516477039169749e+05	1.108585878118829e+00	1.676045814290339e-01	
101	5.600000150000000e-04	4.173159738460802e-03	1.596695135444202e+00	4.231005035476876e+01	1.585245956832566e+02	3.748566865613412e+05	1.465706861716407e+05	9.967415268152499e-01	2.866424209648632e-01	
102	1.560000004000000e-03	6.917517506923035e-03	1.517933809290773e+00	9.136971574455507e+01	2.014366756689681e+02	3.586805959593400e+05	1.370259547631524e+05	7.864755111547090e-01	4.098965572523392e-01	
103	3.049999941000000e-03	9.605565346412577e-03	1.445363900179807e+00	1.423219005106359e+02	2.212799262892100e+02	3.439899251914343e+05	1.280177138139250e+05	5.880281320257711e-01	5.169269525819593e-01	
104	5.040000193000000e-03	1.226032473458219e-02	1.373613241973618e+00	1.882660455570661e+02	2.240955947347067e+02	3.293206503820499e+05	1.192556169266792e+05	3.950031926676711e-01	6.111682891215664e-01	
105	7.519999985000000e-03	1.486756313872443e-02	1.307774996582660e+00	2.257265172823456e+02	2.161250906232513e+02	3.157224057201224e+05	1.113532867083006e+05	2.209185151276957e-01	6.921207983369886e-01	
106	1.049000024800000e-02	1.742916196961543e-02	1.250521790181089e+00	2.546378930959927e+02	2.025826699797061e+02	3.037946195666385e+05	1.045840853592073e+05	7.179614216998202e-02	7.604399327975149e-01	
107	1.394999958600000e-02	1.994492353858276e-02	1.201763553046657e+00	2.765167479299949e+02	1.869889202319913e+02	2.935712142174035e+05	9.888467681660195e+04	-5.375919035718809e-02	8.183817882389161e-01	
108	1.789999939500000e-02	2.241364555514381e-02	1.160087067641138e+00	2.927391361484007e+02	1.712596878134549e+02	2.847688112731315e+05	9.407692977005563e+04	-1.596716327840128e-01	8.676554242637082e-01	
109	2.232000045500000e-02	2.482329437156798e-02	1.124578015148240e+00	3.047962596451663e+02	1.562240979345948e+02	2.772228742044471e+05	9.002679472035832e+04	-2.488942335404480e-01	9.097388795121980e-01	
110	2.723000012300000e-02	2.718419978786347e-02	1.094019388382422e+00	3.137085225693458e+02	1.423447634282058e+02	2.706896294585190e+05	8.658061126604487e+04	-3.248120601572717e-01	9.460038308571574e-01	
111	3.260000050100000e-02	2.948109446637338e-02	1.067206820758001e+00	3.202575568649178e+02	1.296450354198462e+02	2.649180073363507e+05	8.359614315189894e+04	-3.905585115104565e-01	9.776223980582758e-01	
112	3.844000026600000e-02	3.171811260404538e-02	1.043621838655086e+00	3.251110204270641e+02	1.181060521782177e+02	2.598150845255117e+05	8.099699749980346e+04	-4.478164873505635e-01	1.005493865362267e+00	
113	4.473999887700000e-02	3.389028465845557e-02	1.022594847704507e+00	3.286900125241486e+02	1.076506854573415e+02	2.552442044776680e+05	7.870116367226517e+04	-4.983926440673316e-01	1.030400409344262e+00	
114	5.149000138000000e-02	3.599337852580232e-02	1.003730044877344e+00	3.312825585389326e+02	9.816383182516756e+01	2.511234830849995e+05	7.666126970815875e+04	-5.433305640407733e-01	1.052720482165657e+00	
115	5.869000032500000e-02	3.802635805630503e-02	9.867921430697062e-01	3.331433593080289e+02	8.953202055059798e+01	2.474086077516078e+05	7.484479128715678e+04	-5.833467429955592e-01	1.072794917843829e+00	
116	6.633000075800000e-02	3.998513962421356e-02	9.713219041571713e-01	3.344333369898451e+02	8.165714518763241e+01	2.440027587830211e+05	7.319857624740087e+04	-6.196120984587945e-01	1.091156566955546e+00	
117	7.440000027400000e-02	4.186607976498817e-02	9.568730941904906e-01	3.352551719114550e+02	7.442847162733869e+01	2.408093204239556e+05	7.167351522113816e+04	-6.532084870744297e-01	1.108286312262766e+00	
118	8.290000259900000e-02	4.366791468532204e-02	9.432651344463396e-01	3.357304275821682e+02	6.777445364321049e+01	2.377941035953460e+05	7.024482630117337e+04	-6.846818427889974e-01	1.124543562811177e+00	
119	9.181000292300000e-02	4.538527151431038e-02	9.304091890071874e-01	3.359167096344789e+02	6.161938968165543e+01	2.349377128917098e+05	6.890289404454445e+04	-7.142439893609573e-01	1.139983058831335e+00	
120	1.011300012470000e-01	4.701715290498424e-02	9.184326392736379e-01	3.358819085964766e+02	5.590412423914515e+01	2.322694611533419e+05	6.766000412960708e+04	-7.416242789819030e-01	1.154427266484400e+00	
121	1.108499988910000e-01	4.856066993422563e-02	9.074685619380382e-01	3.356991109121331e+02	5.060424786168887e+01	2.298216602876221e+05	6.652730305352625e+04	-7.665771594778503e-01	1.167749040733083e+00	
122	1.209499984980000e-01	5.001187382363489e-02	8.973696220224899e-01	3.353855221917293e+02	4.568201637328395e+01	2.275612005618199e+05	6.548978586823087e+04	-7.894331829105674e-01	1.180047613817068e+00	
123	1.314399987460000e-01	5.137133628795417e-02	8.876607005628321e-01	3.348930429473002e+02	4.107254537604823e+01	2.253784894348574e+05	6.450188709884039e+04	-8.111961356041293e-01	1.191720195511860e+00	
124	1.422899961470000e-01	5.263443049277360e-02	8.780288802615691e-01	3.342841138639135e+02	3.674385536081878e+01	2.232116286351263e+05	6.352331666632308e+04	-8.327535893534973e-01	1.203479182893006e+00	
125	1.534900069240000e-01	5.379977779145956e-02	8.685991615923513e-01	3.335694848875257e+02	3.264209223846700e+01	2.210864958347376e+05	6.256901789103611e+04	-8.537763497269193e-01	1.215073165223246e+00	
126	1.650400012730000e-01	5.486709202536137e-02	8.598590052326121e-01	3.328436713820811e+02	2.879773699977681e+01	2.191159440092402e+05	6.168532618568671e+04	-8.732436690263228e-01	1.226002032605317e+00	
127	1.769299954180000e-01	5.583513598033686e-02	8.518184453107505e-01	3.320676836909700e+02	2.517859456586800e+01	2.172961334176894e+05	6.087935811462670e+04	-8.909987726325582e-01	1.235944294675665e+00	
128	1.891400069000000e-01	5.670228146432130e-02	8.441691704531864e-01	3.312592739910585e+02	2.179141570976633e+01	2.155627131959735e+05	6.011478031556903e+04	-9.078420677018559e-01	1.245478756262107e+00	
129	2.016600072380000e-01	5.746811193675738e-02	8.365997665254062e-01	3.303623697480509e+02	1.857045563017961e+01	2.138422737163779e+05	5.936330496295117e+04	-9.243967219398512e-01	1.254855494281010e+00	
130	2.144699990750000e-01	5.813197420944613e-02	8.292476553681325e-01	3.294529003448588e+02	1.551427051343707e+01	2.121717365363716e+05	5.863288787309639e+04	-9.404874723948664e-01	1.264146927019927e+00	
131	2.275699973110000e-01	5.869456802648413e-02	8.223691836284656e-01	3.285414171126838e+02	1.260422346520933e+01	2.106055959059272e+05	5.795274907712822e+04	-9.554706153041790e-01	1.272843584375597e+00	
