"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Pressure_Coefficient"	"Mach"
989	8.489366943325225e-01	7.085215783529621e-02	1.243520208621801e+00	3.129714869249748e+02	-3.363852485393193e+01	3.014486130840250e+05	1.046436041760381e+05	7.310731415966358e-02	7.374832049749354e-01	
990	8.252123058221752e-01	7.653798748830684e-02	1.236628193291113e+00	3.145894462275375e+02	-3.320706835987705e+01	3.000183720699905e+05	1.038231425144581e+05	5.503292346185523e-02	7.461387623142512e-01	
991	8.128052928952193e-01	7.934834613053229e-02	1.233159607608503e+00	3.154639453082682e+02	-3.304477648362532e+01	2.993043827724701e+05	1.034044074188506e+05	4.580838309476646e-02	7.507169409698633e-01	
992	8.000741931637015e-01	8.209781221823126e-02	1.229934300845691e+00	3.161757684510333e+02	-3.285152701819696e+01	2.986333494765294e+05	1.030221630499435e+05	3.738771654910663e-02	7.547271718852921e-01	
993	7.738053592182562e-01	8.743047795316088e-02	1.224562646258754e+00	3.174604692062188e+02	-3.235724456977553e+01	2.975230352379369e+05	1.023782738822125e+05	2.320313617365686e-02	7.616851419716930e-01	
994	7.602247769267583e-01	9.004035923151718e-02	1.222352810213879e+00	3.178814972863188e+02	-3.196772637452135e+01	2.970573746777335e+05	1.021222754023713e+05	1.756360813795915e-02	7.642364516540383e-01	
995	7.463532111538442e-01	9.258136342990975e-02	1.220094394164615e+00	3.185293563632047e+02	-3.190054449443096e+01	2.966004263327342e+05	1.018417004976068e+05	1.138267283508749e-02	7.675258789832194e-01	
996	7.322651597001059e-01	9.504330175162297e-02	1.218273766247524e+00	3.186657545293139e+02	-3.185117814484848e+01	2.962034970209199e+05	1.016440731594934e+05	7.029034037693590e-03	7.691596800070345e-01	
997	7.179431515222605e-01	9.745042256204842e-02	1.217362657237597e+00	3.189088495411364e+02	-3.199825411467727e+01	2.960192613646457e+05	1.015307711240391e+05	4.533042632422551e-03	7.704933780727750e-01	
998	7.033605714996854e-01	9.979117364338892e-02	1.217388063586971e+00	3.183968888239747e+02	-3.236169222631889e+01	2.959893932188092e+05	1.015689358326211e+05	5.373793499989475e-03	7.692040752861873e-01	
999	6.885775813435486e-01	1.020439674013848e-01	1.217230998098096e+00	3.188268972935514e+02	-3.042538258642702e+01	2.959721971286511e+05	1.015348397243535e+05	4.622672014414568e-03	7.699551699262553e-01	
1000	5.325067534761901e-01	1.194048517386702e-01	7.726790281785292e-01	3.195034287480608e+02	-2.091759449061026e+01	1.991910250476612e+05	5.314016844855990e+04	-1.061489539305984e+00	1.335454903299264e+00	
1001	5.484821344864388e-01	1.181851298546024e-01	7.692481564577553e-01	3.183104221049329e+02	-2.239029428289417e+01	1.983458057138382e+05	5.286497964729732e+04	-1.067551821241379e+00	1.337338476911990e+00	
1002	6.431234719447111e-01	1.083079982529148e-01	1.144685639263477e+00	3.244010632656665e+02	-3.246060574384929e+01	2.802765248077958e+05	9.353961765636070e+04	-1.715083699825372e-01	8.420555520613519e-01	
1003	6.276716291592260e-01	1.102107473292032e-01	8.722566039572522e-01	3.245266926232999e+02	-4.004212662785207e+01	2.209756046602270e+05	6.387430340175756e+04	-8.250215140073146e-01	1.170798499528861e+00	
1004	6.120833050244991e-01	1.120287683523179e-01	7.687778491384633e-01	3.214299240402915e+02	-3.095653012165030e+01	1.987034300358151e+05	5.235376865203420e+04	-1.078813562880357e+00	1.360356459052978e+00	
1005	5.963584682864602e-01	1.137537737282620e-01	7.428046770217274e-01	3.136382435147062e+02	-2.125451321230804e+01	1.922733429175935e+05	5.030188431062739e+04	-1.124015625316622e+00	1.374454944514585e+00	
1006	2.235982115657797e-01	1.160069129305441e-01	8.717582175529303e-01	3.343953313131618e+02	1.792518859880034e+01	2.217248747209877e+05	6.296227729928456e+04	-8.451130269622906e-01	1.208039182004596e+00	
1007	2.100017613343211e-01	1.141840399706168e-01	8.803412322868928e-01	3.352672686920515e+02	2.115827463367562e+01	2.236630544953336e+05	6.382702381244027e+04	-8.260630614791453e-01	1.197739674880277e+00	
1008	1.966954504635287e-01	1.122095454533884e-01	8.887150264285405e-01	3.359216226345781e+02	2.432424981650204e+01	2.255375354904747e+05	6.468714478715280e+04	-8.071149944672200e-01	1.187187397989440e+00	
1009	1.836707660651919e-01	1.100791917239679e-01	8.985504735329902e-01	3.368009701501877e+02	2.774665745323103e+01	2.277545627266645e+05	6.568204648993892e+04	-7.851977703918852e-01	1.175664834722113e+00	
1010	1.709435571031146e-01	1.077777705868168e-01	9.087956557671381e-01	3.375034561325406e+02	3.101910588170195e+01	2.300443738479251e+05	6.673797028359145e+04	-7.619362578955744e-01	1.163110900496834e+00	
1011	1.585396389079866e-01	1.053050432431249e-01	9.200143620731441e-01	3.383723293751295e+02	3.473534883017000e+01	2.325702125549906e+05	6.787578685908862e+04	-7.368706853149205e-01	1.150409294986038e+00	
1012	3.316533043570460e-02	6.095749840147359e-02	1.142188840329360e+00	3.256089156231047e+02	1.065893014209079e+02	2.811105153883670e+05	9.189025903802019e+04	-2.078429770271539e-01	8.937866505722428e-01	
1013	2.673434492391042e-02	5.667366697585904e-02	1.169288578615093e+00	3.206385094924022e+02	1.137685972771668e+02	2.868924356488868e+05	9.495820950414747e+04	-1.402574480951617e-01	8.629264351534114e-01	
1014	8.128052799745139e-01	-7.934835408594831e-02	1.224883430271877e+00	3.317356507375089e+02	3.453254856450713e+01	2.986925774341854e+05	1.013135002847322e+05	-2.533334053210683e-04	8.001795726335078e-01	
1015	8.252122991765330e-01	-7.653802431163591e-02	1.230041888139903e+00	3.308557287131454e+02	3.487837778682145e+01	2.997765147425098e+05	1.019141432518622e+05	1.297855318507868e-02	7.941404726716523e-01	
1016	8.372359804161593e-01	-7.370525267981065e-02	1.234744903077879e+00	3.299763933997367e+02	3.522871493954479e+01	3.007601974224087e+05	1.024663082224916e+05	2.514249194801814e-02	7.884982408116257e-01	
1017	5.002980758809933e-01	-1.216105516140211e-01	1.118960611729266e+00	3.440494249108533e+02	2.036718895881359e+01	2.761760710691611e+05	8.923914862702867e+04	-2.662457124566311e-01	9.217886621576579e-01	
1018	5.164264723889266e-01	-1.205668580802698e-01	1.123564639761451e+00	3.436832630211583e+02	2.148643575049853e+01	2.771618106565042e+05	8.975693072660943e+04	-2.548392124306196e-01	9.164492210884150e-01	
1019	5.325067574584579e-01	-1.194048572477790e-01	1.129709032377832e+00	3.432975653629266e+02	2.242452169532351e+01	2.784847635986208e+05	9.044053175379071e+04	-2.397797981699907e-01	9.096334240478844e-01	
1020	2.075339851569875e-02	5.256993050763469e-02	1.200097264121151e+00	3.144275142006257e+02	1.207767874332303e+02	2.934420125047813e+05	9.846972180775845e+04	-6.290045716227717e-02	8.280983063810559e-01	
1021	1.509217909439555e-02	4.800787811079760e-02	1.233023747278734e+00	3.063954894419782e+02	1.279101826863003e+02	3.003896734174070e+05	1.022747521494674e+05	2.092260031077950e-02	7.901946619708468e-01	
1022	1.016281389941946e-02	4.342962396124273e-02	1.267341132871419e+00	2.968777500133523e+02	1.343599840731220e+02	3.075922149480641e+05	1.062791242339681e+05	1.091370641228742e-01	7.504210476754642e-01	
1023	9.188701028023388e-02	8.771786938723986e-02	9.988448287344625e-01	3.395775973018205e+02	6.194475421622909e+01	2.500335570133593e+05	7.615584378275424e+04	-5.544648632680766e-01	1.057748827665305e+00	
1024	8.217048387484410e-02	8.421886234091830e-02	1.014505002287568e+00	3.389459370014267e+02	6.733615094319825e+01	2.534612230876817e+05	7.784226811948467e+04	-5.173137156012154e-01	1.039290507723210e+00	
1025	7.289130819276757e-02	8.059281082130502e-02	1.032142413923947e+00	3.380541803272330e+02	7.301233890747125e+01	2.573147092878663e+05	7.974857235658620e+04	-4.753187154888310e-01	1.018804966164203e+00	
1026	6.405078691140523e-02	7.683559932857628e-02	1.050849677965378e+00	3.366475521509163e+02	7.910194209642725e+01	2.613805932191540e+05	8.179185697443274e+04	-4.303061009826773e-01	9.969094376445315e-01	
1027	3.880077679436603e-01	1.251686603643986e-01	8.027526218360238e-01	3.251754835574735e+02	-7.657859304422733e+00	2.060792613935055e+05	5.607296463227142e+04	-9.968813966666794e-01	1.295706232302836e+00	
1028	3.722576974883866e-01	1.251081767373440e-01	8.079741937124982e-01	3.260832239279236e+02	-5.892345546955897e+00	2.072758753956922e+05	5.658154176538877e+04	-9.856776777918302e-01	1.289137368926920e+00	
1029	3.565852839117404e-01	1.248998725629181e-01	8.128259602217676e-01	3.268367675840373e+02	-4.126398600840625e+00	2.083787146500477e+05	5.706312770250018e+04	-9.750685624735604e-01	1.282699512691556e+00	
1030	3.410450717695551e-01	1.245186756031196e-01	8.176815704878468e-01	3.276389496940848e+02	-2.012328299945729e+00	2.094892951864303e+05	5.753822745807660e+04	-9.646023347327243e-01	1.276642665336370e+00	
1031	9.289423875835977e-01	4.716598515616242e-02	1.278272448713620e+00	3.030505596558779e+02	-3.376412807045072e+01	3.085634618390327e+05	1.088776788618507e+05	1.663820199730950e-01	6.907944082421648e-01	
1032	9.447509537614800e-01	4.120119128398680e-02	1.288212274055472e+00	2.997074327749874e+02	-3.335428826441100e+01	3.105753501105488e+05	1.101118063444611e+05	1.935692772651010e-01	6.766993542832679e-01	
1033	9.370816449869278e-01	4.417396290694222e-02	1.283220467584788e+00	3.014368251891233e+02	-3.359903654660788e+01	3.095677426811350e+05	1.094892561229400e+05	1.798547839990653e-01	6.838756033833379e-01	
1034	6.120832751394664e-01	-1.120287796843302e-01	1.156320712786167e+00	3.409264018705967e+02	2.679628852747079e+01	2.841739541593523e+05	9.344182801752460e+04	-1.736626304693921e-01	8.792738336823701e-01	
1035	6.276716519374598e-01	-1.102107511621693e-01	1.161898084968981e+00	3.403956820936625e+02	2.748039904581429e+01	2.853656943209301e+05	9.407147181751789e+04	-1.597918689524980e-01	8.730069324503087e-01	
1036	6.431234648120459e-01	-1.083080165224166e-01	1.166539422491182e+00	3.398383308181633e+02	2.827745121940186e+01	2.863503031539749e+05	9.460256868537255e+04	-1.480920507434407e-01	8.675718315039477e-01	
1037	6.584486210718395e-01	-1.063140358746432e-01	1.171955825350208e+00	3.392770797466275e+02	2.888571137371778e+01	2.875057028812011e+05	9.521598568723648e+04	-1.345787580796307e-01	8.614861416317412e-01	
1038	2.517812701326453e-01	-1.191023175136116e-01	1.009249213134264e+00	3.456197529957013e+02	-9.127715415118756e+00	2.523395025184077e+05	7.724763215989196e+04	-5.304132705955914e-01	1.046511828184221e+00	
1039	2.660958095272862e-01	-1.203007264826244e-01	1.004048996951733e+00	3.455477474354233e+02	-6.469924363399431e+00	2.512011443625918e+05	7.668777311677742e+04	-5.427467062145893e-01	1.052639456880808e+00	
1040	2.806503214400461e-01	-1.214492922379199e-01	9.992828582422709e-01	3.454535132909999e+02	-3.815792350721792e+00	2.501572318630374e+05	7.617522387710301e+04	-5.540379287586134e-01	1.058281001873985e+00	
1041	3.110118148668752e-03	-4.613238470419122e-02	1.403441571161202e+00	2.721670498911811e+02	-8.970509635094676e+01	3.357286711530563e+05	1.225885363199359e+05	4.684258644376267e-01	5.839066184190019e-01	
1042	9.997584414672644e-01	9.438397949312184e-03	1.361189528069975e+00	2.695399613834360e+02	-1.863552063020671e+01	3.251749087806898e+05	1.193441869901412e+05	3.969543501758215e-01	5.665454045291446e-01	
1043	9.772033766529468e-01	-3.472318953182337e-02	1.320994452566840e+00	3.109404586807524e+02	3.263566857500147e+01	3.187086021545643e+05	1.126841272813641e+05	2.502363170439035e-01	6.848735560721871e-01	
1044	1.000460793182634e+00	7.920669245474165e-04	1.411880611248004e+00	2.389706239889272e+02	-9.605450869831941e+00	3.351254798586983e+05	1.259476337865952e+05	5.424252270495229e-01	4.793326988187855e-01	
1045	-1.094262927975188e-03	-4.071651433079240e-02	1.431422965123830e+00	2.603396326085713e+02	-8.756064210538152e+01	3.414257564337380e+05	1.260292406804235e+05	5.442229891531727e-01	5.465469891420185e-01	
1046	7.356051714196509e-01	-1.148567562166828e-01	1.198287939433827e+00	3.362569619679716e+02	3.113632021879415e+01	2.931102891854515e+05	9.821059106696832e+04	-6.860898745707937e-02	8.319580549217372e-01	
1047	9.264508973260231e-02	-1.025195807004601e-01	1.146578823759859e+00	3.385252351021285e+02	-5.206726488494426e+01	2.820693410677981e+05	9.236506391955163e+04	-1.973832452250620e-01	8.895047951336932e-01	
1048	-4.653137239124734e-03	-3.556920456272025e-02	1.458548899079520e+00	2.475402419168141e+02	-8.343059509944720e+01	3.469073096698720e+05	1.294061123671556e+05	6.186139096074238e-01	5.081682526352628e-01	
1049	9.867047675302468e-01	2.741424275120372e-02	1.325321522771652e+00	2.871835550417144e+02	-2.650717089445287e+01	3.181126976765351e+05	1.146931023666854e+05	2.944931084268569e-01	6.251847797278414e-01	
1050	-1.019660401049249e-02	-2.516070576639856e-02	1.511019653800793e+00	2.204961676976775e+02	-6.627464146797134e+01	3.574751366574601e+05	1.359734830468931e+05	7.632900463257628e-01	4.292955179500680e-01	
1051	1.888311335388601e-02	-6.170611173648156e-02	1.323406732652408e+00	3.007654917701450e+02	-8.664377450993184e+01	3.192755556880154e+05	1.129049440060354e+05	2.551008072951991e-01	6.843413650099854e-01	
1052	1.614698602766751e-01	-1.229528254575722e-01	1.073862232310254e+00	3.452631908678785e+02	-2.967750834372103e+01	2.664665077255866e+05	8.422108508306707e+04	-3.767913299877721e-01	9.738678946528030e-01	
1053	1.370656098662785e-01	1.166177412626590e-01	9.594107549363317e-01	3.407392795391079e+02	4.288572675623494e+01	2.413556994864852e+05	7.195584659621540e+04	-6.469888575434554e-01	1.104678001024999e+00	
1054	-1.094261023048551e-03	4.071651173234456e-02	1.345827432365855e+00	2.781608644318717e+02	1.291770298067630e+02	3.239145640923147e+05	1.155877822014709e+05	3.142024911324707e-01	6.571858616647684e-01	
1055	-1.019659850129127e-02	2.516071392329718e-02	1.452043335113266e+00	2.368171922705741e+02	1.204046011891508e+02	3.456502448690332e+05	1.285386731339480e+05	5.995046247477178e-01	5.197195322388416e-01	
1056	-1.440830979703562e-02	8.364872045282672e-03	1.547731412807688e+00	1.910581633085263e+02	7.468131067522404e+01	3.649108260927947e+05	1.405266272823230e+05	8.635937066529868e-01	3.717486676083172e-01	
1057	-7.268278824244769e-03	7.498444879911127e-04	1.604731924364563e+00	1.257847119221221e+02	4.539034433977891e+01	3.759147058825080e+05	1.481372138955353e+05	1.031251407589072e+00	2.317990391512238e-01	
1058	-7.268286632501106e-03	-7.498424613320569e-04	1.605259701022542e+00	1.243218976634841e+02	3.555563110389692e+01	3.759338880059370e+05	1.482903860888419e+05	1.034625720120058e+00	2.239890306465329e-01	
1059	-1.052410025761282e-02	1.150196015368464e-03	1.593234901192778e+00	1.528432743682229e+02	4.799436731064120e+01	3.739421878808335e+05	1.463551875287525e+05	9.919941914444447e-01	2.803874935785928e-01	
1060	-1.219481903834000e-02	-1.999391128089347e-02	1.531751445730176e+00	2.073776968451462e+02	-5.283658141018115e+01	3.615704640973750e+05	1.386484669826923e+05	8.222187044581676e-01	3.924676129194301e-01	
1061	9.997584379546289e-01	-9.438402900033236e-03	1.375184589598974e+00	2.944123771688640e+02	2.404745368752642e+01	3.298425934904858e+05	1.192468242394979e+05	3.948094938382922e-01	6.164985108685728e-01	
1062	3.171928355853282e-01	1.443638574244970e-01	8.396860951757542e-01	3.314100467165389e+02	2.500656383581608e+00	2.145538244092008e+05	5.965964070107364e+04	-9.178685827721607e-01	1.251454941343881e+00	
1063	9.821866538286648e-01	-3.110054903419137e-02	1.327558597775107e+00	3.091311653575382e+02	3.185148978794914e+01	3.200613313090607e+05	1.134750286510454e+05	2.676595081915818e-01	6.766980515812309e-01	
1064	9.967496439749175e-01	-1.674099451231721e-02	1.356519625530404e+00	3.005858315891840e+02	2.691299294384218e+01	3.260156993107522e+05	1.169783646942112e+05	3.448363798908036e-01	6.402837850735239e-01	
1065	9.448909562619392e-01	-5.294034986134164e-02	1.290751859030004e+00	3.187855871121208e+02	3.484775823436564e+01	3.124651377851687e+05	1.090513708314256e+05	1.702083736787925e-01	7.223990251878785e-01	
1066	8.037827560467476e-01	-9.995257998363598e-02	1.221659055827704e+00	3.326687131385613e+02	3.333916505991709e+01	2.980377191194344e+05	1.009153874008132e+05	-9.023575992800171e-03	8.047560984016920e-01	
1067	4.121781177559206e-01	-1.469296116354801e-01	1.098443246962732e+00	3.457111244769117e+02	1.280562587997553e+01	2.717898600361864e+05	8.692507480531107e+04	-3.172236878037636e-01	9.462060591793711e-01	
1068	9.988757159524508e-01	1.335810469309285e-02	1.351241810892978e+00	2.748490148669119e+02	-1.980653437335308e+01	3.232212051420692e+05	1.180492976021943e+05	3.684285362296517e-01	5.831183120257888e-01	
1069	9.286979581014593e-01	6.023446345993329e-02	1.277151993281652e+00	3.049133494216090e+02	-3.228261951087758e+01	3.084269508814203e+05	1.086482855089563e+05	1.613285905712768e-01	6.956651556539156e-01	
1070	9.522727375977149e-01	4.931233011882549e-02	1.291923631056998e+00	3.002316051208824e+02	-3.121738723813825e+01	3.114316130767974e+05	1.104675480269636e+05	2.014061018946202e-01	6.752920996016978e-01	
1071	5.502659555894568e-01	1.404225307864788e-01	7.777821363752840e-01	3.207747455878703e+02	-2.171655392931581e+01	2.004127879243702e+05	5.358490940589335e+04	-1.051692101840494e+00	1.331002598143832e+00	
1072	5.179411697501676e-01	1.428363034250666e-01	7.825440067810651e-01	3.217080657398306e+02	-1.928947896085679e+01	2.014993184228246e+05	5.405344686334761e+04	-1.041370438490280e+00	1.324375467408466e+00	
1073	6.612576938508686e-01	1.275501028733754e-01	1.221810194630168e+00	3.157797457115321e+02	-2.444329489161792e+01	2.967307529697955e+05	1.022716946309132e+05	2.085524459203916e-02	7.572475134191433e-01	
1074	7.773881143823134e-01	1.061284163133396e-01	1.225125813255353e+00	3.164221209417483e+02	-3.148678590337758e+01	2.975657094781684e+05	1.025195095132652e+05	2.631449176238922e-02	7.583135752588898e-01	
1075	4.934979436989143e-01	1.443790610136836e-01	7.867855561602035e-01	3.224725754228944e+02	-1.689252762625266e+01	2.024601616666910e+05	5.447775209572067e+04	-1.032023190588086e+00	1.318214402396438e+00	
1076	5.502659611594943e-01	-1.404225389301241e-01	1.138465853302026e+00	3.428012561539192e+02	2.292727266086639e+01	2.803724096438743e+05	9.141257361624204e+04	-2.183661657977768e-01	9.000872190467212e-01	
1077	3.326487657722149e-01	1.452299255465695e-01	8.315944340156977e-01	3.303496613738370e+02	1.234418437208716e-01	2.127265609611759e+05	5.884443765118170e+04	-9.358271286881477e-01	1.262122134012758e+00	
1078	9.967496487057587e-01	1.674098901958046e-02	1.344582990578555e+00	2.780831369172906e+02	-2.190732226243927e+01	3.219070189697111e+05	1.171889348925307e+05	3.494751439086280e-01	5.939050681049353e-01	
1079	8.254521411922498e-02	-9.842121592519933e-02	1.162021840075208e+00	3.365782560230032e+02	-5.586997116428760e+01	2.853662308087397e+05	9.411134804464986e+04	-1.589134141233597e-01	8.719593206032655e-01	
1080	1.000329714247954e+00	1.841488472768840e-03	1.400395301579172e+00	2.494216688674692e+02	-1.474024498685982e+01	3.330273043449976e+05	1.242950900935329e+05	5.060204542828267e-01	5.061449722711407e-01	
1081	9.906228848898565e-01	2.379922418214689e-02	1.331522762765581e+00	2.843684426668973e+02	-2.520320155475940e+01	3.193375955173085e+05	1.154933229569146e+05	3.121215976903035e-01	6.152670853949485e-01	
1082	-1.052413418347226e-02	-1.150182920976663e-03	1.599222613691752e+00	1.496829269323666e+02	2.731544607312123e+01	3.751057560644965e+05	1.471470066725988e+05	1.009437600732235e+00	2.650890172055291e-01	
1083	1.000460792440077e+00	-7.920682666039405e-04	1.431597717638590e+00	2.740037417976542e+02	1.453506883546055e+01	3.414502036617146e+05	1.260618586682208e+05	5.449415483288574e-01	5.458839358330506e-01	
1084	1.000329713069194e+00	-1.841490009258142e-03	1.418583753691884e+00	2.785819835902776e+02	2.078197362952239e+01	3.387604515989501e+05	1.245016844096701e+05	5.105716314561992e-01	5.617964427706723e-01	
1085	9.370270405848155e-01	-5.659001648261464e-02	1.285148506561913e+00	3.200358820010406e+02	3.516430501756716e+01	3.112989641729960e+05	1.083876766195793e+05	1.555874973471887e-01	7.290778652389885e-01	
1086	2.489990451237415e-02	-6.639625850808126e-02	1.299705556309058e+00	3.077877514415667e+02	-8.404301643385281e+01	3.143607418954587e+05	1.100797444209847e+05	1.928629679290624e-01	7.128961545703933e-01	
1087	-1.369769231896967e-02	-1.473420219872997e-02	1.553959111978186e+00	1.943360238112232e+02	-3.438756974849555e+01	3.660600616705953e+05	1.414111520895791e+05	8.830793788018367e-01	3.558135533289049e-01	
1088	3.110106510495196e-03	4.613237094881002e-02	1.310587731860447e+00	2.895496785860939e+02	1.270844792056467e+02	3.166092565268383e+05	1.113849787888145e+05	2.216166769944339e-01	6.994662712274604e-01	
1089	-7.645398395405544e-03	-3.038315211736499e-02	1.485378009369845e+00	2.342620044191532e+02	-7.647867586373094e+01	3.523226030306692e+05	1.327523112225579e+05	6.923291217827596e-01	4.690182774048197e-01	
1090	9.657055580280945e-01	4.202054004756625e-02	1.302318799709022e+00	2.964681239022488e+02	-3.015870779529053e+01	3.135225253915423e+05	1.117713515179115e+05	2.301282894044867e-01	6.601241798182568e-01	
1091	-1.219481328557417e-02	1.999389873890389e-02	1.483365086241878e+00	2.219007965012651e+02	1.107031075617210e+02	3.519348997931679e+05	1.324826576502688e+05	6.863887783799644e-01	4.727731920789918e-01	
1092	1.000768949910398e+00	1.491178621343724e-04	1.414378462081154e+00	2.480514714147822e+02	2.641055675795599e+00	3.361359928576479e+05	1.257528353905456e+05	5.381339085365694e-01	4.971193804044552e-01	
1093	1.000768949750100e+00	-1.491190485268876e-04	1.423798258161435e+00	2.656617658212597e+02	5.860362357438042e+00	3.392025941767204e+05	1.257624249372507e+05	5.383451618124733e-01	5.307267769981977e-01	
1094	7.617471881614967e-03	-5.111343694966008e-02	1.376356584029953e+00	2.824777673498272e+02	-9.000667342436147e+01	3.301744747568596e+05	1.192976796331060e+05	3.959298146237806e-01	6.183527772793435e-01	
1095	3.171928382022878e-01	-1.443638708494514e-01	1.010542827839994e+00	3.466984583475618e+02	3.694023045829932e+00	2.527153201219724e+05	7.729426816615698e+04	-5.293859009605543e-01	1.048483345332647e+00	
1096	3.018420025174482e-01	-1.433128956231549e-01	1.009359031895259e+00	3.464615199611771e+02	4.243844060429187e-01	2.524339662800422e+05	7.718903391519832e+04	-5.317041628071287e-01	1.049036682688739e+00	
1097	9.939666768984089e-01	2.021023215458238e-02	1.337880317933881e+00	2.813626182490532e+02	-2.364346954021127e+01	3.205893083404386e+05	1.163177758888311e+05	3.302839142264792e-01	6.049210156103073e-01	
1098	5.746169092657256e-01	1.383037068199681e-01	7.621423936338050e-01	3.172666087304102e+02	-2.208824799838435e+01	1.967377310952933e+05	5.215254801077450e+04	-1.083246360483097e+00	1.348200534656815e+00	
1099	9.592191205979674e-01	4.567322437870765e-02	1.297043474924690e+00	2.984082862138068e+02	-3.073099335916556e+01	3.124625697785646e+05	1.111085617830830e+05	2.155273382829965e-01	6.678618886566754e-01	
1100	9.939666720809024e-01	-2.021023798723295e-02	1.348823561892917e+00	3.029569500135698e+02	2.844608444586281e+01	3.244357843780961e+05	1.160450023872104e+05	3.242748402244012e-01	6.500281142336815e-01	
1101	7.065123133097457e-01	-1.202363573553532e-01	1.189031169091254e+00	3.375134443167369e+02	3.007593198232718e+01	2.911507941481989e+05	9.714713399111609e+04	-9.203645467387274e-02	8.426222510372204e-01	
1102	-1.369767642768980e-02	1.473420009150918e-02	1.517562237971667e+00	2.066078237487877e+02	9.587053376819178e+01	3.588730130617729e+05	1.367121937623593e+05	7.795635015147354e-01	4.226204539576178e-01	
1103	3.018419863759891e-01	1.433128964876232e-01	8.444616553589381e-01	3.320722842424092e+02	4.656673618019554e+00	2.156390432086057e+05	6.013396075321748e+04	-9.074195315371004e-01	1.245550776361796e+00	
1104	2.866836517780191e-01	1.420642776566644e-01	8.535471156879421e-01	3.332087687594769e+02	7.237186851853377e+00	2.176914102301714e+05	6.104860186008171e+04	-8.872704112456004e-01	1.233966038742140e+00	
1105	2.718120492296550e-01	1.406536522322192e-01	8.588770657935391e-01	3.338699697938914e+02	9.595407175499282e+00	2.188992778061493e+05	6.158131840196875e+04	-8.755349123671893e-01	1.227446669897822e+00	
1106	6.765412373406732e-01	-1.252184938237016e-01	1.179442420832171e+00	3.387156072177003e+02	2.892246673540778e+01	2.891164801980392e+05	9.605008281115357e+04	-1.162039844569814e-01	8.536138857212457e-01	
1107	-4.653127520655337e-03	3.556920194142978e-02	1.380935639213223e+00	2.653702187829618e+02	1.292845636398891e+02	3.311338170511023e+05	1.198336987939706e+05	4.077380686698260e-01	6.132791788925025e-01	
1108	-7.645387202420502e-03	3.038315868532690e-02	1.416789641963534e+00	2.516158751111982e+02	1.265094593967062e+02	3.384805031424417e+05	1.241957343185400e+05	5.038316925412402e-01	5.674245808649276e-01	
1109	-1.440831281009455e-02	-8.364855907853784e-03	1.568922631498895e+00	1.810565784420714e+02	-9.328234425203849e+00	3.689626750333459e+05	1.433951246464033e+05	9.267853760530840e-01	3.230412421353851e-01	
1110	1.287520399094461e-02	-5.655289601336164e-02	1.350368211353644e+00	2.923556386375279e+02	-8.862463769929471e+01	3.248625319329477e+05	1.161226871192101e+05	3.259861989181325e-01	6.520081226986369e-01	
1111	8.586333474677873e-01	-8.507875719546353e-02	1.244388328425496e+00	3.288390687705018e+02	3.452996843239760e+01	3.028192884610656e+05	1.035564397026423e+05	4.915758394668622e-02	7.784560086975090e-01	
1112	8.698297637012710e-01	-8.162290278480792e-02	1.248679916590734e+00	3.279294103919049e+02	3.493823368589833e+01	3.037121101574335e+05	1.040651071186946e+05	6.036329171280955e-02	7.731953130218193e-01	
1113	8.806248141219351e-01	-7.815166918264037e-02	1.253945083007521e+00	3.269643069829273e+02	3.495684866135491e+01	3.048161698578608e+05	1.046804751521649e+05	7.391956469997724e-02	7.670651321168942e-01	
1114	8.910866472266986e-01	-7.462307493616076e-02	1.258876382517295e+00	3.259528441993492e+02	3.519286718110003e+01	3.058451358047418e+05	1.052619067295265e+05	8.672823326474527e-02	7.611676423877317e-01	
1115	7.292985348121192e-02	-9.418146833174358e-02	1.178167527317008e+00	3.342223338029309e+02	-6.013941460217258e+01	2.888047204018450e+05	9.594550111432426e+04	-1.185078708380860e-01	8.536403752454015e-01	
1116	6.376305729039160e-02	-8.979223608276692e-02	1.195898758198029e+00	3.315058932368647e+02	-6.421253916802645e+01	2.925778960893428e+05	9.796275374753748e+04	-7.406872890589235e-02	8.337727021663687e-01	
1117	9.011217470173449e-01	-7.105702418520447e-02	1.264225765963760e+00	3.249088940254500e+02	3.508015604170286e+01	3.069636576006407e+05	1.058903150943770e+05	1.005717787171974e-01	7.548729506377045e-01	
1118	9.107248512229296e-01	-6.747749518237156e-02	1.269197462335996e+00	3.237618588251675e+02	3.524897066753761e+01	3.079936804858028e+05	1.064838820224917e+05	1.136477834428579e-01	7.487104951049551e-01	
1119	9.199324379077621e-01	-6.386305663640088e-02	1.274468585641944e+00	3.226316100408109e+02	3.519043691034689e+01	3.090915019583683e+05	1.071074334371921e+05	1.273843325312848e-01	7.423977830332332e-01	
1120	9.286979716594318e-01	-6.023445304401708e-02	1.280333170210948e+00	3.213273490820490e+02	3.504464042444759e+01	3.103105499026194e+05	1.078035630380748e+05	1.427197454723757e-01	7.353146938312255e-01	
1121	9.657055470775711e-01	-4.202053397998839e-02	1.308444752840028e+00	3.142892814570586e+02	3.382568029766076e+01	3.161198613136477e+05	1.111745554321084e+05	2.169811478293949e-01	7.004642767436868e-01	
