"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature"
1070, 9.522727375977149e-01, 4.931233011882549e-02, 1.292069738292805e+00, 3.002642394351826e+02, -3.116684587520093e+01, 3.114650257747998e+05, 1.104799627701321e+05, 2.978707847519728e+02
1071, 5.502659555894568e-01, 1.404225307864788e-01, 7.778537556264405e-01, 3.208065079891023e+02, -2.172969363824045e+01, 2.004313357487098e+05, 5.358938948442546e+04, 2.399999779326393e+02
1072, 5.179411697501676e-01, 1.428363034250666e-01, 7.825572473220396e-01, 3.217090983474098e+02, -1.929173456257666e+01, 2.015022066544627e+05, 5.405485926544381e+04, 2.406295552981915e+02
1073, 6.612576938508686e-01, 1.275501028733754e-01, 1.222086253474388e+00, 3.157640432132740e+02, -2.442400700007478e+01, 2.967928280046629e+05, 1.023020111038898e+05, 2.916168790096674e+02
1074, 7.773881143823134e-01, 1.061284163133396e-01, 1.225263051665964e+00, 3.164165598353735e+02, -3.148242431985576e+01, 2.975984339554849e+05, 1.025350674674164e+05, 2.915234060461806e+02
1075, 4.934979436989143e-01, 1.443790610136836e-01, 7.868056155647257e-01, 3.224797179965653e+02, -1.689440805179748e+01, 2.024652170991118e+05, 5.447926292285822e+04, 2.412093384560915e+02
1076, 5.502659611594943e-01, -1.404225389301241e-01, 1.138499659337388e+00, 3.427987489422860e+02, 2.292974919783460e+01, 2.803795921045226e+05, 9.141634435279590e+04, 2.797185643757458e+02
1077, 3.326487657722149e-01, 1.452299255465695e-01, 8.315982214175189e-01, 3.303528197663866e+02, 1.206281795205257e-01, 2.127282166453189e+05, 5.884471775788737e+04, 2.465041740854118e+02
1078, 9.967496487057587e-01, 1.674098901958046e-02, 1.343769455583386e+00, 2.782553579264824e+02, -2.149662072219500e+01, 3.217088660839359e+05, 1.170910595536795e+05, 3.035493561656148e+02
1079, 8.254521411922498e-02, -9.842121592519933e-02, 1.162037212511319e+00, 3.365773624295674e+02, -5.586895756009850e+01, 2.853693980692943e+05, 9.411300301413173e+04, 2.821369328522525e+02
1080, 1.000329714247954e+00, 1.841488472768840e-03, 1.404151217907460e+00, 2.558590506411104e+02, -1.064181990098818e+01, 3.344344923101105e+05, 1.244333353997502e+05, 3.087117834682808e+02
1081, 9.906228848898565e-01, 2.379922418214689e-02, 1.331037909673511e+00, 2.844148134298547e+02, -2.505137063927346e+01, 3.192073425207515e+05, 1.154339459500006e+05, 3.021158163697495e+02
1082, -1.052413418347226e-02, -1.150182920976663e-03, 1.599170355042105e+00, 1.496225596977928e+02, 2.726843386143132e+01, 3.750928769064437e+05, 1.471443410274738e+05, 3.205377464795603e+02
1083, 1.000460792440077e+00, -7.920682666039405e-04, 1.408236096954739e+00, 2.890715870887329e+02, -2.222250019025343e+00, 3.371568741428108e+05, 1.229943816983911e+05, 3.042566972507079e+02
1084, 1.000329713069194e+00, -1.841490009258142e-03, 1.423621286091741e+00, 2.844581753521910e+02, 1.612935616442605e+01, 3.404742121255373e+05, 1.247854426619247e+05, 3.053513161629714e+02
1085, 9.370270405848155e-01, -5.659001648261464e-02, 1.285785094853035e+00, 3.199615980709626e+02, 3.510617037649141e+01, 3.114456474044016e+05, 1.084623671454116e+05, 2.938603806342268e+02
1086, 2.489990451237415e-02, -6.639625850808126e-02, 1.299729714135023e+00, 3.077909603106080e+02, -8.404077956078119e+01, 3.143655282799661e+05, 1.100817040269687e+05, 2.950478410854491e+02
1087, -1.369769231896967e-02, -1.473420219872997e-02, 1.553939160368844e+00, 1.943470181314244e+02, -3.439765401281846e+01, 3.660573986732867e+05, 1.414093832558269e+05, 3.170111678700043e+02
1088, 3.110106510495196e-03, 4.613237094881002e-02, 1.310601179992718e+00, 2.895582606190008e+02, 1.270799181506669e+02, 3.166115957569396e+05, 1.113854895371022e+05, 2.960659129994261e+02
1089, -7.645398395405544e-03, -3.038315211736499e-02, 1.485308044111756e+00, 2.342447329854977e+02, -7.648687461689643e+01, 3.523062716638935e+05, 1.327463142174326e+05, 3.113409768249738e+02
1090, 9.657055580280945e-01, 4.202054004756625e-02, 1.302365285873401e+00, 2.965043526008481e+02, -3.009295018470217e+01, 3.135315728886528e+05, 1.117727667104940e+05, 2.989740776472988e+02
1091, -1.219481328557417e-02, 1.999389873890389e-02, 1.483195666149696e+00, 2.218612729258592e+02, 1.107193137470105e+02, 3.518954014332260e+05, 1.324677923819521e+05, 3.111302201021773e+02
1092, 1.000768949910398e+00, 1.491178621343724e-04, 1.397354519773822e+00, 1.652258232955045e+02, -1.845209589038439e+01, 3.280613984218370e+05, 1.272685049623127e+05, 3.172814515425794e+02
1093, 1.000768949750100e+00, -1.491190485268876e-04, 1.408293017575783e+00, 1.858514432825840e+02, 2.294949264766827e+01, 3.314615987540827e+05, 1.276045057162125e+05, 3.156482085710945e+02
1094, 7.617471881614967e-03, -5.111343694966008e-02, 1.376352348858463e+00, 2.824756453912310e+02, -9.000773637701748e+01, 3.301730500457562e+05, 1.192972168434169e+05, 3.019472153852680e+02
1095, 3.171928382022878e-01, -1.443638708494514e-01, 1.010515769070975e+00, 3.466894009640632e+02, 3.684543399272773e+00, 2.527082677675925e+05, 7.729206697401156e+04, 2.664539555349585e+02
1096, 3.018420025174482e-01, -1.433128956231549e-01, 1.009402111520993e+00, 3.464616502393262e+02, 4.159537563764659e-01, 2.524439660281371e+05, 7.719403241745319e+04, 2.664095962612687e+02
1097, 9.939666768984089e-01, 2.021023215458238e-02, 1.337280836673003e+00, 2.814466449252525e+02, -2.340158051516661e+01, 3.204316712543261e+05, 1.162440076366391e+05, 3.028156374443831e+02
1098, 5.746169092657256e-01, 1.383037068199681e-01, 7.621048134518924e-01, 3.172237664464297e+02, -2.206578623250637e+01, 1.967253575207557e+05, 5.215368368257969e+04, 2.383969140255837e+02
1099, 9.592191205979674e-01, 4.567322437870765e-02, 1.297161992353434e+00, 2.984395707756616e+02, -3.067322696289686e+01, 3.124887572854479e+05, 1.111179726153181e+05, 2.984148555369511e+02
1100, 9.939666720809024e-01, -2.021023798723295e-02, 1.349523511462180e+00, 3.028686214279001e+02, 2.793774353920704e+01, 3.245894957612547e+05, 1.161257860558873e+05, 2.997633660383956e+02
1101, 7.065123133097457e-01, -1.202363573553532e-01, 1.189108360774801e+00, 3.375058298855658e+02, 3.007822035824023e+01, 2.911684391615081e+05, 9.715628706509959e+04, 2.846294424067729e+02
1102, -1.369767642768980e-02, 1.473420009150918e-02, 1.517446509493173e+00, 2.065790862076306e+02, 9.588068021184442e+01, 3.588459036316765e+05, 1.367021371282178e+05, 3.138284114311604e+02
1103, 3.018419863759891e-01, 1.433128964876232e-01, 8.444631102134537e-01, 3.320754395594907e+02, 4.654982968309235e+00, 2.156402483760589e+05, 6.013399523691528e+04, 2.480674153471405e+02
1104, 2.866836517780191e-01, 1.420642776566644e-01, 8.535516614895235e-01, 3.332116360734107e+02, 7.237533624813721e+00, 2.176932110992794e+05, 6.104901191222565e+04, 2.491604878027056e+02
1105, 2.718120492296550e-01, 1.406536522322192e-01, 8.588863958189277e-01, 3.338735099647157e+02, 9.596706853603413e+00, 2.189022630837021e+05, 6.158223844316106e+04, 2.497756468779339e+02
1106, 6.765412373406732e-01, -1.252184938237016e-01, 1.179508042587535e+00, 3.387089794303209e+02, 2.892443931540027e+01, 2.891313503869404e+05, 9.605786309213734e+04, 2.837019754624595e+02
1107, -4.653127520655337e-03, 3.556920194142978e-02, 1.380875169217291e+00, 2.653672792554699e+02, 1.292857894040647e+02, 3.311198153269375e+05, 1.198277255241303e+05, 3.022965849868741e+02
1108, -7.645387202420502e-03, 3.038315868532690e-02, 1.416681619595721e+00, 2.515966381568646e+02, 1.265154520148116e+02, 3.384553478831446e+05, 1.241859710328610e+05, 3.053729914701053e+02
1109, -1.440831281009455e-02, -8.364855907853784e-03, 1.568954797965311e+00, 1.810811765851275e+02, -9.345368982004729e+00, 3.689727484956019e+05, 1.433980636236599e+05, 3.183927723858183e+02
1110, 1.287520399094461e-02, -5.655289601336164e-02, 1.350379428551469e+00, 2.923563944544814e+02, -8.862470365370974e+01, 3.248644686707837e+05, 1.161235094473513e+05, 2.995674926317666e+02
1111, 8.586333474677873e-01, -8.507875719546353e-02, 1.244671710157480e+00, 3.288118440314257e+02, 3.452445844633361e+01, 3.028849210071201e+05, 1.035896313789867e+05, 2.899291045791933e+02
1112, 8.698297637012710e-01, -8.162290278480792e-02, 1.248992064546358e+00, 3.278990985172038e+02, 3.493158866207637e+01, 3.037846346502909e+05, 1.041017280698143e+05, 2.903545292425790e+02
1113, 8.806248141219351e-01, -7.815166918264037e-02, 1.254294397724059e+00, 3.269295861025222e+02, 3.494657900344881e+01, 3.048972329322213e+05, 1.047214379391941e+05, 2.908482531286436e+02
1114, 8.910866472266986e-01, -7.462307493616076e-02, 1.259272350517851e+00, 3.259136105458849e+02, 3.517808107073283e+01, 3.059371950385513e+05, 1.053083270214780e+05, 2.913220725104313e+02
