"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
16, 9.296900033950000e-01, -9.774221272349531e-03, 2.096582234014091e+02, -1.298553329382273e+00, -2.877187193909924e-01, 6.932876193505624e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.759480855242020e-02
17, 9.214000105860000e-01, -1.087086069705918e-02, 2.040863073465187e+02, -1.263126952279516e+00, -2.798354356564903e-01, 6.745593719776929e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.141123577442805e-02
18, 9.126999974250000e-01, -1.200973104171110e-02, 1.992902176518363e+02, -1.231928501102127e+00, -2.724840937864866e-01, 6.583681599762523e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.616642561489119e-02
19, 9.035800099370001e-01, -1.319055953446835e-02, 1.951537532824987e+02, -1.204326372802542e+00, -2.655899479699053e-01, 6.443187751002271e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.167580154656975e-02
20, 8.940600156780000e-01, -1.440916392228702e-02, 1.915937079099140e+02, -1.179885967756408e+00, -2.590928015131936e-01, 6.321523892275191e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.777709818513746e-02
21, 8.841500282290000e-01, -1.566269158090452e-02, 1.885341269886950e+02, -1.158208230627045e+00, -2.529371009194271e-01, 6.216288598665894e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.439261945181473e-02
22, 8.738499879840000e-01, -1.694956337677533e-02, 1.859163204595641e+02, -1.138956266673931e+00, -2.470772726276370e-01, 6.125473399013874e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.144075564057560e-02
23, 8.631799817090000e-01, -1.826569132102762e-02, 1.836939941508471e+02, -1.121894230288312e+00, -2.414750297137561e-01, 6.047577299332297e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.886272269210928e-02
24, 8.521599769590000e-01, -1.960709133914372e-02, 1.818249458331627e+02, -1.106799832012250e+00, -2.360987059165813e-01, 5.981221859674855e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.662576421889322e-02
25, 8.407700061800000e-01, -2.097463226217677e-02, 1.802655765570809e+02, -1.093410276762520e+00, -2.309150235200957e-01, 5.925016185147093e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.464495090126430e-02
26, 8.290500044819999e-01, -2.236196298315981e-02, 1.789979532672348e+02, -1.081640006694924e+00, -2.259017933145893e-01, 5.878310804431077e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.283557446854521e-02
27, 8.170099854470000e-01, -2.376642068849115e-02, 1.780009330374417e+02, -1.071357335895515e+00, -2.210455189416062e-01, 5.840522032416581e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.115722227044253e-02
28, 8.046399950980000e-01, -2.518763605296113e-02, 1.772526763683097e+02, -1.062423516216358e+00, -2.163236140885212e-01, 5.811148713722932e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.957487267033711e-02
29, 7.919700145720000e-01, -2.662062628442961e-02, 1.767558248863130e+02, -1.054819260254800e+00, -2.117151170206455e-01, 5.789674812993249e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.809034196481700e-02
30, 7.790099978450000e-01, -2.806276676215449e-02, 1.764856617544871e+02, -1.048428803837956e+00, -2.072036771864549e-01, 5.775729834495901e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.685877435135636e-02
31, 7.657799720760000e-01, -2.951033727360171e-02, 1.764357593551558e+02, -1.043235863872670e+00, -2.027622404889411e-01, 5.768517838852116e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.584447494189524e-02
32, 7.522799968720000e-01, -3.096181144522562e-02, 1.765657323874308e+02, -1.039016370689383e+00, -1.983803840324138e-01, 5.767511547146959e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.505440189856728e-02
33, 7.385200262070000e-01, -3.241453277608040e-02, 1.768714289789953e+02, -1.035766514248446e+00, -1.940256492354636e-01, 5.772407753116401e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.422252828387191e-02
34, 7.245299816130000e-01, -3.386376679305321e-02, 1.773609251361237e+02, -1.033458969079247e+00, -1.897100626717275e-01, 5.783606430784466e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.328512774518884e-02
35, 7.103199958800001e-01, -3.530689307158652e-02, 1.780224553804044e+02, -1.032000685257903e+00, -1.854156993941784e-01, 5.800868518108980e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.243502582264609e-02
36, 6.958900094030001e-01, -3.674225211597043e-02, 1.788735542047450e+02, -1.031468573766484e+00, -1.810981804598943e-01, 5.823904378216274e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.166367773755207e-02
37, 6.812700033190000e-01, -3.816515293304169e-02, 1.798930765885376e+02, -1.031762321082538e+00, -1.767553275306177e-01, 5.852670263491190e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.104773806434139e-02
38, 6.664699912070000e-01, -3.957289370556494e-02, 1.810885928499341e+02, -1.032917945434358e+00, -1.723539445057324e-01, 5.886808214040828e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.047039782266009e-02
39, 6.514999866490000e-01, -4.096270419333766e-02, 1.824499059678256e+02, -1.034855875012634e+00, -1.678934272165519e-01, 5.926603163445252e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.961923039939629e-03
40, 6.363800168040000e-01, -4.233084266562091e-02, 1.839903483592433e+02, -1.037636392529752e+00, -1.633394716523910e-01, 5.971877655695176e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.454062901000685e-03
41, 6.211299896240000e-01, -4.367359094194759e-02, 1.857010569087224e+02, -1.041192482890789e+00, -1.586865491698440e-01, 6.022936813656292e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.044334227242325e-03
42, 6.057599782940000e-01, -4.498807223669178e-02, 1.875927672543788e+02, -1.045571686980186e+00, -1.538991898332360e-01, 6.079505462574909e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.620140923879350e-03
43, 5.902799963950000e-01, -4.627132533375768e-02, 1.896626198095877e+02, -1.050723819130267e+00, -1.489648619291896e-01, 6.142050048018948e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.243813036345160e-03
44, 5.747100114820000e-01, -4.751950934859488e-02, 1.919202844108362e+02, -1.056699671183782e+00, -1.438473223768529e-01, 6.210314857230569e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.819483689033893e-03
45, 5.590599775310000e-01, -4.872955796694115e-02, 1.943597558501990e+02, -1.063438862205214e+00, -1.385325683990446e-01, 6.284615865270325e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.426475264825810e-03
46, 5.433599948880000e-01, -4.989683951066199e-02, 1.969868384150975e+02, -1.070980498333141e+00, -1.329817000012352e-01, 6.364657383118087e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.022466137920316e-03
47, 5.276100039480000e-01, -5.101897737545535e-02, 1.997909016913592e+02, -1.079253560004733e+00, -1.271734637499656e-01, 6.450550639549639e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.609882735772967e-03
48, 5.118399858470000e-01, -5.209138375948307e-02, 2.027747243895482e+02, -1.088283898119828e+00, -1.210685869801064e-01, 6.541965689126902e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.047702808142457e-03
49, 4.960500001910000e-01, -5.311153541819326e-02, 2.059187557348599e+02, -1.097955005109595e+00, -1.146464622638457e-01, 6.638679355787824e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.518691464536537e-03
50, 4.802699983120000e-01, -5.407492053959814e-02, 2.092428284225533e+02, -1.108357181858862e+00, -1.078618197068096e-01, 6.741027432794166e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.867646008444047e-03
51, 4.645099937920000e-01, -5.497835513414191e-02, 2.127716395428741e+02, -1.119557323793707e+00, -1.006975932994608e-01, 6.849917594859712e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.944083884710304e-03
52, 4.487800002100000e-01, -5.581859897363720e-02, 2.165078605473643e+02, -1.131528367950906e+00, -9.311435132330591e-02, 6.965375204341716e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.052624989256750e-03
53, 4.331099987030000e-01, -5.659141825851464e-02, 2.203835136742716e+02, -1.144011303545923e+00, -8.506908230904119e-02, 7.085411699126404e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.526401375557706e-03
54, 4.174999892710000e-01, -5.729416860686566e-02, 2.242129736049193e+02, -1.156354424668183e+00, -7.648740623396029e-02, 7.204328198343739e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.442852289884460e-02
55, 4.019699990750000e-01, -5.792324246601335e-02, 2.277726410151897e+02, -1.167787164006437e+00, -6.731768833231250e-02, 7.315337505951188e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.984227951366196e-02
56, 3.865399956700000e-01, -5.847520956655861e-02, 2.310654282899363e+02, -1.178343592610715e+00, -5.753336690531363e-02, 7.418098822829785e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.537000381534325e-02
57, 3.712300062180000e-01, -5.894684318665333e-02, 2.345377223833781e+02, -1.189588532039716e+00, -4.713506767339057e-02, 7.525858499340623e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.029584917352542e-02
58, 3.560400009160000e-01, -5.933561549045978e-02, 2.388030727804304e+02, -1.203541416328634e+00, -3.618183908819052e-02, 7.657335258743924e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.370333570999028e-01
59, 3.409900069240000e-01, -5.963847719943702e-02, 2.442084676796542e+02, -1.221123025470665e+00, -2.473940547542686e-02, 7.823557036478284e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.530173132679724e-01
60, 3.261100053790000e-01, -5.985254444802346e-02, 2.505274838272131e+02, -1.241445363774900e+00, -1.262996635017856e-02, 8.019117119632970e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.203564343769732e-02
61, 3.113999962810000e-01, -5.997565198183213e-02, 2.570458117407229e+02, -1.262268076105886e+00, 4.253650060619122e-04, 8.222648999988977e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.513348361928931e-02
62, 2.968699932100000e-01, -6.000550062925582e-02, 2.632848862637414e+02, -1.282132514638634e+00, 1.447138504051047e-02, 8.418458195980680e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.693432980208801e-02
63, 2.825500071050000e-01, -5.994005483718394e-02, 2.696671289506791e+02, -1.302500026141292e+00, 2.948199121601547e-02, 8.618302712186322e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.937974043202356e-02
64, 2.684499919410000e-01, -5.977765596976551e-02, 2.771830709272803e+02, -1.326686984202692e+00, 4.555343416596890e-02, 8.852592943959034e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.702691839902971e-02
65, 2.545700073240000e-01, -5.951657836311273e-02, 2.866317814589825e+02, -1.357390575439741e+00, 6.291245164735743e-02, 9.146179724898085e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.919437293563527e-02
66, 2.409400045870000e-01, -5.915585896897953e-02, 2.980923853809375e+02, -1.394885716827182e+00, 8.176806882138173e-02, 9.501930576687153e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.014943345603047e-01
67, 2.275699973110000e-01, -5.869456802648413e-02, 3.105356886670518e+02, -1.435725422798195e+00, 1.023084013654632e-01, 9.888468546043565e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.022615830715050e-01
68, 2.144699990750000e-01, -5.813197420944613e-02, 3.209997074347636e+02, -1.469864472532595e+00, 1.243223011356975e-01, 1.021554973506281e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.613774972200979e-02
69, 2.016600072380000e-01, -5.746811193675738e-02, 3.239951162424287e+02, -1.478588116086488e+00, 1.467508120728831e-01, 1.031642522122399e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.341929114431439e-02
70, 1.891400069000000e-01, -5.670228146432130e-02, 3.135995725255488e+02, -1.441491266936840e+00, 1.674839457818570e-01, 1.001023207965740e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.965500642100736e-02
71, 1.769299954180000e-01, -5.583513598033686e-02, 2.894747795841287e+02, -1.357006198336633e+00, 1.849171654428685e-01, 9.283730174182372e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.240801674625876e-01
72, 1.650400012730000e-01, -5.486709202536137e-02, 2.610774165915771e+02, -1.257107177760915e+00, 2.005571942784493e-01, 8.421637971171044e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.066666883078972e-01
73, 1.534900069240000e-01, -5.379977779145956e-02, 2.415174061442385e+02, -1.186841466221614e+00, 2.188140572481954e-01, 7.824969063181419e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.478844869328232e-02
74, 1.422899961470000e-01, -5.263443049277360e-02, 2.347911696230481e+02, -1.160460802046519e+00, 2.422142916439574e-01, 7.622741065071308e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.277491978148220e-02
75, 1.314399987460000e-01, -5.137133628795417e-02, 2.327157028977953e+02, -1.149985439134472e+00, 2.681651311723213e-01, 7.569303890078920e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.631245175277058e-02
76, 1.209499984980000e-01, -5.001187382363489e-02, 2.268896555127612e+02, -1.126006650220860e+00, 2.931214552812802e-01, 7.404326255869021e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.376173499963690e-03
77, 1.108499988910000e-01, -4.856066993422563e-02, 2.171506823123369e+02, -1.087542543870844e+00, 3.171270958412838e-01, 7.118880027266325e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.564295290519516e-03
78, 1.011300012470000e-01, -4.701715290498424e-02, 2.066178670309947e+02, -1.045361158677053e+00, 3.418527813656741e-01, 6.808795454656745e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.479181485362803e-03
79, 9.181000292300000e-02, -4.538527151431038e-02, 1.962232528839621e+02, -1.002698652709012e+00, 3.677043598091704e-01, 6.504586385230679e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.749686167094480e-03
80, 8.290000259900000e-02, -4.366791468532204e-02, 1.853922598264476e+02, -9.573666856972121e-01, 3.942987940446053e-01, 6.188958432750186e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.890142610896141e-03
81, 7.440000027400000e-02, -4.186607976498817e-02, 1.738249324099104e+02, -9.080661085643367e-01, 4.214312882006720e-01, 5.852335522595108e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.630930171679110e-03
82, 6.633000075800000e-02, -3.998513962421356e-02, 1.615752636517331e+02, -8.547138095863346e-01, 4.492413872386550e-01, 5.496863326185018e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.030878028893832e-02
83, 5.869000032500000e-02, -3.802635805630503e-02, 1.485574010779335e+02, -7.966829248103207e-01, 4.776209644682654e-01, 5.119823017701081e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.242944504226949e-02
84, 5.149000138000000e-02, -3.599337852580232e-02, 1.346870602113943e+02, -7.332842962844894e-01, 5.063836932998653e-01, 4.719696471413846e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.480164778672283e-02
85, 4.473999887700000e-02, -3.389028465845557e-02, 1.197980445411741e+02, -6.633798574082921e-01, 5.353057761847618e-01, 4.291514784742365e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.773628229980624e-02
86, 3.844000026600000e-02, -3.171811260404538e-02, 1.037537603438495e+02, -5.858167928875468e-01, 5.639662701051599e-01, 3.831555779046446e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.126992625777291e-02
87, 3.260000050100000e-02, -2.948109446637338e-02, 8.644750312738691e+01, -4.993907541542383e-01, 5.917539364098612e-01, 3.336415463357934e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.539628465563893e-02
88, 2.723000012300000e-02, -2.718419978786347e-02, 6.772245130552000e+01, -4.025136241850287e-01, 6.175922039880819e-01, 2.802953069443113e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.035928949014335e-02
89, 2.232000045500000e-02, -2.482329437156798e-02, 4.737946508128064e+01, -2.931708751044120e-01, 6.397203156322407e-01, 2.223569257279321e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.603900154892022e-02
90, 1.789999939500000e-02, -2.241364555514381e-02, 2.550337759828506e+01, -1.700386734393875e-01, 6.563811588228856e-01, 1.602742905621918e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.220432799366115e-02
91, 1.394999958600000e-02, -1.994492353858276e-02, 1.890403510500338e+00, -3.077325547154301e-02, 6.629491437055419e-01, 9.303255544952645e-05, 0.000000000000000e+00, 0.000000000000000e+00, 4.866617407109963e-02
92, 1.049000024800000e-02, -1.742916196961543e-02, -2.298816324327433e+01, 1.247494457228619e-01, 6.552971797132058e-01, 2.211090747605375e-05, 0.000000000000000e+00, 0.000000000000000e+00, 5.398572381817921e-02
93, 7.519999985000000e-03, -1.486756313872443e-02, -4.861731383699609e+01, 2.955981133241336e-01, 6.258331307405380e-01, -5.164809803335690e-05, 0.000000000000000e+00, 0.000000000000000e+00, 5.669485863485097e-02
94, 5.040000193000000e-03, -1.226032473458219e-02, -7.379742858852590e+01, 4.769187369277381e-01, 5.663175910259755e-01, -1.252376375672053e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.215037937667226e-02
95, 3.049999941000000e-03, -9.605565346412577e-03, -9.648340127165419e+01, 6.574375657693046e-01, 4.691197653297186e-01, -1.940259362046801e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.125140309764840e-02
96, 1.560000004000000e-03, -6.917517506923035e-03, -1.141583028236287e+02, 8.151267783988617e-01, 3.280587146917998e-01, -2.512730249863771e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.256381094105058e-02
97, 5.600000150000000e-04, -4.173159738460802e-03, -1.242660310408723e+02, 9.323612176913727e-01, 1.496566707556876e-01, -2.923055919353072e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.101191613835054e-03
98, 5.999999800000000e-05, -1.375329724321098e-03, -1.181320589593560e+02, 9.976946432030066e-01, 1.710569332198432e-02, -3.444579688819301e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.923178065295702e-04
99, 0.000000000000000e+00, 0.000000000000000e+00, -1.126654669275762e+02, 1.009820758760740e+00, 9.711618912979565e-03, -3.611537952470920e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.446279304463895e-03
100, 5.999999800000000e-05, 1.375329724321098e-03, -1.120620145649501e+02, 9.924154679366152e-01, 7.253376403478991e-04, -3.577587734327493e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.382741058845970e-02
101, 5.600000150000000e-04, 4.173159738460802e-03, -1.095955021650892e+02, 9.779945053938656e-01, -3.036894433412611e-02, -3.480871196766085e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.531619154362160e-02
102, 1.560000004000000e-03, 6.917517506923035e-03, -1.056363043418697e+02, 9.525551748552972e-01, -5.907979871130995e-02, -3.352129064378379e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.148140465055902e-02
103, 3.049999941000000e-03, 9.605565346412577e-03, -1.005706136892304e+02, 9.209889123053170e-01, -8.023107592832761e-02, -3.195812031713681e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.076872588662642e-01
104, 5.040000193000000e-03, 1.226032473458219e-02, -9.477214524038686e+01, 8.865999537298145e-01, -9.473365559078196e-02, -3.023083857158979e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.129998207874823e-01
105, 7.519999985000000e-03, 1.486756313872443e-02, -8.870830320219139e+01, 8.524314431206947e-01, -1.031025029633024e-01, -2.846006601732492e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.072347489351000e-01
106, 1.049000024800000e-02, 1.742916196961543e-02, -8.267745440579088e+01, 8.201079508861705e-01, -1.067557527129420e-01, -2.671352112720917e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.522324815155959e-02
107, 1.394999958600000e-02, 1.994492353858276e-02, -7.682768066262079e+01, 7.902283663105163e-01, -1.071066849525817e-01, -2.502346309726215e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.129494391408840e-02
108, 1.789999939500000e-02, 2.241364555514381e-02, -7.132583025229343e+01, 7.633272539872898e-01, -1.051482810881521e-01, -2.343925085130670e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.624209694439782e-02
109, 2.232000045500000e-02, 2.482329437156798e-02, -6.668763465368281e+01, 7.406437361084063e-01, -1.003579526042644e-01, -2.211949117283144e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.045724552133123e-02
110, 2.723000012300000e-02, 2.718419978786347e-02, -5.968829520996076e+01, 7.108341501627147e-01, -9.881953839324432e-02, -1.998269069864631e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.756447321999360e-02
111, 3.260000050100000e-02, 2.948109446637338e-02, -4.751848574032990e+01, 6.658278045475461e-01, -1.061516648849624e-01, -1.631337383512907e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.027663262278955e-02
112, 3.844000026600000e-02, 3.171811260404538e-02, -5.608934134831458e+01, 6.931330657965150e-01, -8.771700769217691e-02, -1.940355817078049e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.826502346249764e-01
113, 4.473999887700000e-02, 3.389028465845557e-02, -1.100507226075669e+02, 8.697112269396103e-01, -1.579424614599267e-02, -3.613755211149305e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.368240206965363e-01
114, 5.149000138000000e-02, 3.599337852580232e-02, -1.298203857476973e+02, 9.289635777290205e-01, 1.375931452377777e-02, -4.134240655287935e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.684290850602407e-01
115, 5.869000032500000e-02, 3.802635805630503e-02, -2.215521216102274e+01, 5.684826034063842e-01, -7.959514510086003e-02, -7.498216801157543e-05, 0.000000000000000e+00, 0.000000000000000e+00, 8.696697801217409e-01
116, 6.633000075800000e-02, 3.998513962421356e-02, 1.502937002255462e+02, -1.198606693434783e-03, -2.096672831052533e-01, 4.505021156249355e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.386167898456480e-01
117, 7.440000027400000e-02, 4.186607976498817e-02, 2.549186110653438e+02, -3.468296164176070e-01, -2.627552255711241e-01, 7.631097155083698e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.921547995775611e-01
118, 8.290000259900000e-02, 4.366791468532204e-02, 2.569138166063349e+02, -3.571215647612376e-01, -2.362388150996390e-01, 7.648489766608138e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.864083643794472e-01
119, 9.181000292300000e-02, 4.538527151431038e-02, 2.049098611591268e+02, -1.913527315881587e-01, -1.824405165732057e-01, 6.043546674566822e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.710741892295767e-01
120, 1.011300012470000e-01, 4.701715290498424e-02, 1.421358919869953e+02, 9.715147160865096e-03, -1.319230013560263e-01, 4.114446516865053e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.800802965879522e-01
121, 1.108499988910000e-01, 4.856066993422563e-02, 8.353136975080594e+01, 1.973903174940919e-01, -9.088888613904197e-02, 2.312915033802057e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.376376762860545e-01
122, 1.209499984980000e-01, 5.001187382363489e-02, 3.222556721400681e+01, 3.615060950881043e-01, -5.902078362289794e-02, 7.362943592426001e-05, 0.000000000000000e+00, 0.000000000000000e+00, -2.870154420944002e-01
123, 1.314399987460000e-01, 5.137133628795417e-02, -1.133240872552702e+01, 5.006545219193067e-01, -3.488957930199486e-02, -6.018433747101518e-05, 0.000000000000000e+00, 0.000000000000000e+00, -2.388688397568137e-01
124, 1.422899961470000e-01, 5.263443049277360e-02, -4.778738167694200e+01, 6.169898417121583e-01, -1.701207617904684e-02, -1.721851278406978e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.978713618600147e-01
