"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
1671, 8.063813668294991e-01, -2.015312213728558e-01, 7.748025221080707e+01, -3.402491599067419e-01, -1.260082190403916e-01, 2.367658007946585e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1672, 4.466967123310704e-01, -2.617750978149864e-01, 9.804435031858456e+01, -4.196216543452385e-01, -3.842829157836671e-02, 2.997913473043823e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1673, 9.871978897379800e-01, -8.249493129678283e-02, 9.177958391806391e+01, -4.132898802864907e-01, -3.235924946831044e-01, 2.800878402588628e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1674, 1.370963677393971e-01, -2.058890085009909e-01, 9.136627488789385e+01, -3.944419360181916e-01, 1.418439103351228e-01, 2.822156756853404e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1675, 4.169375715841649e-01, -2.614020728862412e-01, 1.006608381525853e+02, -4.300808338225143e-01, -2.890216557495391e-02, 3.081071818553027e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1676, 9.975008528984785e-01, 6.626987978394547e-02, -1.881251371020282e+02, 8.583008716781712e-01, -2.613771784002247e-01, -5.762638472701379e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1677, 9.494615588747437e-01, 1.213902177539965e-01, -1.637747255303722e+02, 7.396875517103301e-01, -7.780676652038247e-02, -5.025133655150227e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1678, 5.574228335073937e-01, 2.580875082447837e-01, -1.120958920033673e+02, 5.058919249755944e-01, 5.296894252152334e-02, -3.432601422176729e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1679, 2.426649052693137e-01, 2.400104611224767e-01, -5.027216331401836e+01, 3.114595353380606e-01, 1.017734136992348e-01, -1.564442297506137e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1680, 9.473456509015894e-01, -1.233051250787673e-01, 8.525808544244596e+01, -3.800553923475249e-01, -2.197649073992320e-01, 2.606433899460355e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1681, -2.518726488771371e-02, 6.393365763327825e-02, -7.689286529157795e+01, 6.685691236878184e-01, -5.434066503521427e-02, -2.293615392170284e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1682, 2.103631402224564e-01, 2.321121877984589e-01, -3.058622465589126e+01, 2.469223823318691e-01, 1.045200696803945e-01, -9.682003333860018e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1683, 5.868235452125586e-01, 2.552517498644813e-01, -1.163702375826961e+02, 5.196096305857333e-01, 5.846479243307435e-02, -3.561104120438921e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1684, 1.000891725333501e+00, 3.955992502470237e-03, -4.592423827610681e+02, 2.413448269601181e+00, -1.997313840904667e+00, -1.401432023069596e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1685, 1.002892845408473e+00, 1.003457858752250e-02, -3.125427737444381e+02, 1.555917156202819e+00, -1.112662391909591e+00, -9.567356405754372e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1686, 1.001848804067947e+00, -6.200439530980681e-03, 2.509190424377777e+02, -1.240789316415370e+00, -1.657667213739880e+00, 7.672479503895221e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1687, 1.003818949244484e+00, -1.405320660754437e-02, 1.624299580116214e+02, -7.807981678838759e-01, -1.022389957630602e+00, 4.971518301157224e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1688, 1.004336877733278e+00, -2.313701599815800e-02, 1.344952726427932e+02, -6.353670503758966e-01, -7.575629713962826e-01, 4.089836427033454e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1689, 1.001014675347323e+00, 2.614543132890917e-03, -4.621724832594522e+02, 2.455732042936952e+00, -2.586149647646030e+00, -1.410563984258696e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1690, 1.002481994643399e+00, 1.186338257753101e-02, -3.108345684960562e+02, 1.538986960700115e+00, -9.891621644683878e-01, -9.522459377096755e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1691, 1.001202800463024e+00, 1.209143842796353e-03, -3.406444514822353e+02, 1.808217996243060e+00, -3.517963732363500e+00, -1.031540215029472e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1692, 1.003177802679871e+00, -7.656758989670734e-03, 1.884355661999567e+02, -9.217646945724430e-01, -1.452847530220294e+00, 5.749138960621133e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1693, 1.001264873218954e+00, -1.719947915863753e-03, 2.499065111106634e+02, -1.253994090136423e+00, -3.187651919621399e+00, 7.641128918186460e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1694, -2.169191923964918e-02, -7.260927815923518e-02, -4.869918773764069e+00, -5.758526247549564e-02, 2.061293374004453e-01, -2.466025663009416e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1695, 1.001474896210663e+00, 5.482581486967330e-04, -1.808995106467841e+02, 9.665158122716647e-01, -3.576016031060957e+00, -5.436873717641558e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1696, 1.001474895735681e+00, -5.482597514311651e-04, 1.046037889450819e+01, -4.472660227969297e-02, -3.593496266853428e+00, 1.571901347177316e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1697, 1.001872947051383e+00, -7.889147604398584e-10, -9.083153937204052e+01, 4.749677504025177e-01, -3.231808319410888e+00, -2.841866839049422e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1698, 1.001202799492447e+00, -1.209146104675066e-03, 1.982095180330921e+02, -9.826273153994314e-01, -3.590385639471071e+00, 5.951142426048524e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1699, 9.312121880663737e-01, 1.353517081397391e-01, -1.574069744660481e+02, 7.093814955022626e-01, -4.980449685009151e-02, -4.831160506755447e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1700, 3.359345154176785e-01, 2.556406719714780e-01, -8.879304969520754e+01, 4.349678058966111e-01, 7.943621538231103e-02, -2.736340625691175e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1701, -2.794601396415919e-02, 5.553549033499300e-02, -8.270019568889336e+01, 7.087101303669878e-01, -4.259466772422794e-02, -2.502610218789627e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1702, -3.039277698020702e-02, 4.817191581433736e-02, -8.715801436846751e+01, 7.414463696396809e-01, -3.162715833885665e-02, -2.674900134658547e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1703, 5.285601044927983e-01, -2.600617360695899e-01, 9.075149700426371e+01, -3.904312551535749e-01, -6.022195709176310e-02, 2.770796011495789e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1704, 1.005448979107185e+00, 2.628295622386171e-02, -2.312003621053507e+02, 1.094025301150618e+00, -5.830163171974860e-01, -7.079782197464545e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1705, 1.004336885096781e+00, 2.313700499750355e-02, -2.455919077420638e+02, 1.171714807911963e+00, -6.306569877777940e-01, -7.515476831066824e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1706, 1.002481989935000e+00, -1.186338871257467e-02, 1.957468946980322e+02, -9.492546957364186e-01, -1.124641112527800e+00, 5.985929134710131e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1707, 1.003177806343860e+00, 7.656755100114266e-03, -3.123822393034085e+02, 1.567300433415954e+00, -1.325855070895597e+00, -9.561310168800771e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1708, -2.518723544260200e-02, -6.393374271434828e-02, -1.045414303870753e+01, -4.443946256362145e-02, 1.976627075719363e-01, -3.832915326455581e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1709, 1.001358016599624e+00, -5.820474297750788e-02, 9.458556819759623e+01, -4.304765655342604e-01, -4.279777612871468e-01, 2.882260631299299e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1710, 1.004461901416745e+00, -5.003415682030775e-02, 9.552819666611505e+01, -4.371368216613801e-01, -4.757802115325643e-01, 2.915084603637562e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1711, -1.226951638324442e-02, -9.063797166124830e-02, 5.883292478672612e+00, -8.286816440162983e-02, 2.151369921104641e-01, 4.498008752691979e-06, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1712, -3.590618963647263e-03, -1.033485673448662e-01, 1.325566459411887e+01, -1.022250303708934e-01, 2.169203571026658e-01, 2.670224603555936e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1713, 1.912215848545090e-02, -1.300634689279345e-01, 2.894322853940902e+01, -1.519559516799984e-01, 2.105860357703078e-01, 7.826432306090761e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1714, 3.060946260629643e-01, 2.515328772535252e-01, -7.859965722277529e+01, 4.027841956506218e-01, 8.939031448874019e-02, -2.429112356675800e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1715, 2.744188258911018e-01, 2.461157914855443e-01, -6.510637346226494e+01, 3.595598363830148e-01, 9.666284877527098e-02, -2.016616630092056e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1716, 6.968353584558744e-01, -2.351762570280810e-01, 8.002075803519737e+01, -3.484260276826652e-01, -9.730362021556550e-02, 2.443099434935526e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1717, 1.005582915574897e+00, -4.224166255718072e-02, 9.969954116095441e+01, -4.593136558279227e-01, -5.293553646949790e-01, 3.033571235213181e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1718, 3.299814064310362e-02, -1.423463693640870e-01, 3.743332323838932e+01, -1.832726536046078e-01, 2.051080235848180e-01, 1.069498082250595e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1719, 4.831283511060724e-02, -1.551320719178463e-01, 4.607981702988190e+01, -2.164779257879043e-01, 1.965881107272372e-01, 1.362606791156491e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1720, 6.186573899171596e-02, -1.657407979950255e-01, 5.331068353734530e+01, -2.448137332300960e-01, 1.881806952324252e-01, 1.607324300237316e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1721, -2.932148934667216e-02, -1.365456450694864e-02, -5.542556219172511e+01, 1.151902020255165e-01, 3.873125432509512e-02, -1.261767290131166e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1722, 1.006913900516668e+00, -3.368518968876344e-02, 1.033561099497088e+02, -4.802441187850386e-01, -6.097162751713164e-01, 3.157872914657896e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1723, 1.005448971093757e+00, -2.628296899833063e-02, 1.205427661027745e+02, -5.659337447310754e-01, -7.065126074276432e-01, 3.673237486758775e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1724, 7.282989187800262e-01, -2.270871042997949e-01, 7.885710542703301e+01, -3.441728507276374e-01, -1.045682003988136e-01, 2.408062534743916e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1725, 7.568944818854808e-01, -2.187413243607793e-01, 7.807224323139168e+01, -3.414886932805239e-01, -1.116800682520729e-01, 2.384629249222405e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1726, 7.824116342016885e-01, -2.103619000432956e-01, 7.762868418269730e+01, -3.402275135623979e-01, -1.186609407061877e-01, 2.371637511330508e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1727, -2.423521342343480e-02, -4.592587461434618e-03, -8.873357927939594e+01, 5.929639624625668e-01, 3.377157661085521e-02, -2.614851152394597e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1728, -3.467029596167192e-02, -2.492336256641018e-02, -3.538962381595821e+01, 2.479193813329332e-02, 8.541405016605465e-02, -9.964625064671869e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1729, -3.384319337900870e-02, -3.274197590718281e-02, -3.272628448548510e+01, 2.058021954884645e-02, 1.229211953516702e-01, -8.823712952758365e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1730, -3.238963378194018e-02, -4.055926465418380e-02, -2.695060546115906e+01, 6.995532118582532e-04, 1.487529118431033e-01, -7.610587786976736e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1731, 9.928795528887935e-01, 7.433292723351584e-02, -1.845906253750857e+02, 8.402586759877180e-01, -2.245654497565958e-01, -5.655581627162961e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1732, -3.238961372894678e-02, 4.055929796497230e-02, -9.101850384517829e+01, 7.724747474814363e-01, -2.062822201817216e-02, -2.839208269217350e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1733, -3.384319073957422e-02, 3.274196365709005e-02, -9.428419888202779e+01, 8.011716612074147e-01, -1.013803221573287e-02, -2.990980290641204e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1734, 9.305786544705028e-01, -1.358793128590525e-01, 8.326480179187622e+01, -3.703264361102055e-01, -1.980750628183938e-01, 2.546152448040087e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1735, 9.610597831991589e-01, -1.115081893134614e-01, 8.720818078719999e+01, -3.896706630291055e-01, -2.437057378548051e-01, 2.664953634647399e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1736, 9.722582828921160e-01, -1.003867840182938e-01, 8.907879465032980e+01, -3.990506267728762e-01, -2.700990581671596e-01, 2.720528065795518e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1737, 9.808832980295779e-01, -9.059262185382630e-02, 9.064808727576801e+01, -4.071522804019772e-01, -2.974177385187155e-01, 2.767256838064049e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1738, 9.928795299259611e-01, -7.433296009330219e-02, 9.269886817828649e+01, -4.186698948882462e-01, -3.538915306606338e-01, 2.828594366831806e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1739, 9.975008340023035e-01, -6.626991712574072e-02, 9.367365764159105e+01, -4.245563620407783e-01, -3.879586668607841e-01, 2.856181949510677e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1740, 7.775716347750208e-02, -1.763572462220957e-01, 6.160498382313162e+01, -2.777825289213293e-01, 1.784497524701473e-01, 1.880509640139190e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1741, 9.532328183872814e-02, -1.859685681613210e-01, 7.043760638694143e+01, -3.129512657941074e-01, 1.677061716322256e-01, 2.164048756743645e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1742, 1.139151273289268e-01, -1.950124188748794e-01, 7.911110923364619e+01, -3.470573748325110e-01, 1.560221387860601e-01, 2.437144994030826e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1743, 7.830252756307578e-03, -1.179314086208890e-01, 2.158744686307919e+01, -1.270258001766246e-01, 2.147483501576573e-01, 5.357556137508506e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1744, 3.576381359089688e-01, -2.577614645577332e-01, 1.039875817795135e+02, -4.440982396623402e-01, -7.845082935993591e-03, 3.190293010120880e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1745, 3.881100016047652e-01, -2.601364982346479e-01, 1.026752202132685e+02, -4.383380043167987e-01, -1.881589010296965e-02, 3.146079756566319e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1746, 1.005582926415723e+00, 4.224163542005832e-02, -2.034145821412380e+02, 9.413423439396293e-01, -4.083817670543844e-01, -6.227432275514390e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1747, 1.004461914379588e+00, 5.003412219401868e-02, -1.961081454860251e+02, 9.015965675724852e-01, -3.543473099785328e-01, -6.012152964953966e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1748, 5.269683015848428e-01, 2.601756592940053e-01, -9.895513962763752e+01, 4.644653447850370e-01, 3.836937568088525e-02, -3.040877089315501e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1749, 4.949175942765026e-01, 2.614044087118568e-01, -8.086875258477507e+01, 4.073225277030945e-01, 1.720736955101147e-02, -2.489994410852430e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1750, 9.114408094856147e-01, 1.487917945037682e-01, -1.514235345095173e+02, 6.809312462844207e-01, -2.773156499378421e-02, -4.648188691744425e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1751, 8.916738256967287e-01, 1.610577074315296e-01, -1.462042394782295e+02, 6.561203218454740e-01, -1.108456637481690e-02, -4.488279565899433e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1752, 8.717018285731178e-01, 1.722941889061387e-01, -1.416497022203507e+02, 6.345187507720121e-01, 1.990811881167743e-03, -4.348270358995691e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1753, 8.513393711091203e-01, 1.824321252509096e-01, -1.376995008660454e+02, 6.159006376528221e-01, 1.265171750414760e-02, -4.226490880253220e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1754, 8.291171196166490e-01, 1.922819962093978e-01, -1.340158024210156e+02, 5.986626198008690e-01, 2.210117230674555e-02, -4.112775087101978e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1755, 8.034206029300761e-01, 2.025375694722349e-01, -1.304022923844666e+02, 5.818447728465226e-01, 3.096109334135373e-02, -4.001142406081542e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1756, 7.747972895725548e-01, 2.127964201352942e-01, -1.270704990749119e+02, 5.664203453182773e-01, 3.894692568537136e-02, -3.898178833240048e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1757, 7.444411317065290e-01, 2.224246543020940e-01, -1.242348880040873e+02, 5.533880896900327e-01, 4.581539169455193e-02, -3.810414570918094e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1758, 7.129534914972271e-01, 2.311619367562638e-01, -1.220134331023920e+02, 5.432298039903218e-01, 5.201969398172470e-02, -3.741132631109068e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1759, 6.804920323092661e-01, 2.389463860467926e-01, -1.203767903549277e+02, 5.358655814311837e-01, 5.846084159245047e-02, -3.689614802246932e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1760, 6.478663129252668e-01, 2.456435046294360e-01, -1.190643116896245e+02, 5.301695764776696e-01, 6.275681212620909e-02, -3.648090641843913e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1761, 6.166200390164119e-01, 2.510949372122174e-01, -1.178434334207156e+02, 5.250947772171531e-01, 6.152208305218160e-02, -3.608782025346972e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1762, 1.293187519725165e-01, 2.017742245512287e-01, 6.301332332365220e+01, -6.656230986352189e-02, 7.225079907441953e-02, 1.886855898512091e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1763, 1.803425310381151e-01, 2.228867969410328e-01, -4.283479017000898e+00, 1.594469189956242e-01, 1.035964713213852e-01, -1.702644747369633e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1764, 1.527207932117569e-01, 2.123077859827903e-01, 2.886680727837411e+01, 4.812815460955326e-02, 9.424761412463592e-02, 8.404672879213660e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1765, 1.091020296192752e-01, 1.921832032960971e-01, 9.133022474403408e+01, -1.602636791738531e-01, 3.744158141693872e-02, 2.762434455747459e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1766, 7.830235789908107e-03, 1.179313958304337e-01, -1.893520680557292e+01, 3.567266803211154e-01, -1.225883020763554e-01, -5.236136377668363e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1767, 8.736108457815723e-01, -1.704699962768892e-01, 7.898791833218347e+01, -3.490889632447627e-01, -1.540824612875534e-01, 2.414888470058223e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1768, 8.919069398667061e-01, -1.604070056843550e-01, 7.997651215332041e+01, -3.541348252865606e-01, -1.650639007663822e-01, 2.445529760608488e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1769, 9.113419284137525e-01, -1.487310910072536e-01, 8.140525924039400e+01, -3.612290475384350e-01, -1.795196839502002e-01, 2.489450530026492e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1770, 4.745886465636901e-01, -2.616456436444937e-01, 9.553550506449207e+01, -4.095973594712468e-01, -4.650650085823228e-02, 2.918977870873280e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1771, 4.999522011071077e-01, -2.612658126537374e-01, 9.320938768484471e+01, -4.002683670288170e-01, -5.315245998997320e-02, 2.846977731939406e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1772, -8.051370557631649e-04, 1.073475140965850e-01, -3.367913586818391e+01, 4.271194140006073e-01, -1.108184025281275e-01, -9.544047705276972e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1773, -6.375977629584068e-03, 9.934961410334145e-02, -4.345345806275417e+01, 4.763192011269027e-01, -1.014820958460671e-01, -1.243453170754294e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1774, -1.226950586239182e-02, 9.063807417802908e-02, -5.320860887895351e+01, 5.274814145940926e-01, -9.017666237535922e-02, -1.536620739796593e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1775, -1.745974106706155e-02, 8.133576518749100e-02, -6.234669117858365e+01, 5.787596836607468e-01, -7.812763640960375e-02, -1.817855275550735e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1776, -2.169196033837244e-02, 7.260923034562360e-02, -7.006236326494987e+01, 6.248164472300072e-01, -6.633842880917636e-02, -2.063963010189696e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1777, 9.034646617566368e-02, 1.835438511750232e-01, 1.064008082556553e+02, -2.050948286375144e-01, -8.017391384627906e-03, 3.234046032940159e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1778, 7.429625871446591e-02, 1.742736235041862e-01, 1.066187372168928e+02, -1.938393770704481e-01, -5.589048803094650e-02, 3.248586557068277e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1779, 5.653278206922649e-02, 1.603237120979132e-01, 9.112697370615263e+01, -1.166495619109651e-01, -1.143729937501336e-01, 2.803137558835196e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1780, 4.129085900941466e-02, 1.485218296586639e-01, 5.808865652387041e+01, 2.530627718645875e-02, -1.424371988470770e-01, 1.800810538760989e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1781, 3.040561908497687e-02, 1.403710472145847e-01, 2.965291251192954e+01, 1.441892701087478e-01, -1.443988543187163e-01, 9.289222464502177e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1782, 1.912212283410893e-02, 1.300634519943300e-01, 3.054990495121398e+00, 2.581829084562224e-01, -1.364112633541999e-01, 1.256593275100764e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1783, 4.628117351958751e-01, 2.617654886641845e-01, -7.123735460961261e+01, 3.768602894731717e-01, 6.495328018907694e-03, -2.184269375674897e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1784, 4.290073876852573e-01, 2.615195584346381e-01, -7.586030826099579e+01, 3.918061823844937e-01, 1.760436846855775e-02, -2.315541279189382e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1785, 3.949984644460618e-01, 2.604169103109106e-01, -8.633024200603018e+01, 4.257502034359285e-01, 4.241333149260434e-02, -2.640705170771116e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1786, 9.863403732366482e-01, 8.355152723188100e-02, -1.807653677593817e+02, 8.213262884722226e-01, -1.868831648605964e-01, -5.538465878128401e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1787, 9.773078842512815e-01, 9.456054357670596e-02, -1.759557465311300e+02, 7.980198521668027e-01, -1.485852621271040e-01, -5.393621660283609e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1788, 5.609510127553644e-01, -2.576600684573191e-01, 8.814565746819689e+01, -3.800532534901243e-01, -6.774367091962002e-02, 2.690543769484065e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1789, 5.955626673734636e-01, -2.539391318708494e-01, 8.561934771939281e+01, -3.700451372586577e-01, -7.538093943811357e-02, 2.613192758651851e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1790, 6.302656455094499e-01, -2.487436180756566e-01, 8.340277785927260e+01, -3.613696145553973e-01, -8.284751463846646e-02, 2.545625802253596e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1791, 6.639539892579720e-01, -2.424625879326814e-01, 8.154352725500596e+01, -3.541896057724253e-01, -9.007996764247883e-02, 2.489164799058516e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1792, 1.645081130900281e-01, -2.171047580475891e-01, 1.078214142637393e+02, -4.574568396545017e-01, 1.211744926249031e-01, 3.335611455982240e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1793, 1.946502446621356e-01, -2.274738572595616e-01, 1.200468741899897e+02, -5.040708723665093e-01, 8.987732146345365e-02, 3.708422912720695e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1794, 2.264655436145465e-01, -2.363031453354291e-01, 1.211314056645608e+02, -5.087317172471754e-01, 5.584841639025174e-02, 3.733357450124871e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1795, 2.585076891313368e-01, -2.431328504184681e-01, 1.143260332274255e+02, -4.839987485963285e-01, 3.034953099936373e-02, 3.518660512029966e-04, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
