"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Conservative_6","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity","Skin_Friction_Coefficient","Heat_Flux","Y_Plus","Eddy_Viscosity"
976,1.832911497925050e+00,9.832702039041391e-04,1.000242466917338e+00,1.718766685091599e-01,2.227100407656619e-02,2.515991173637653e+00,9.677649012232340e-08,1.845998585849915e-01,1.000390369667791e+00,1.000147866897622e+00,2.478537573274371e-02,1.464303517984009e-01,2.958376239668733e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.241026978571351e-07,
977,2.283886067978970e+00,9.600492614664285e-04,1.000132385687148e+00,1.731555088525508e-01,2.390661348061372e-02,2.515857863254381e+00,3.396410600982535e-08,1.059805041729986e-01,1.000233069322846e+00,1.000100670308390e+00,1.479805224416596e-02,1.477043217006527e-01,2.958268885721432e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.203670532984074e-07,
978,2.973711733595400e+00,9.448685361793863e-04,1.000056508831812e+00,1.737582831105587e-01,2.550732919790441e-02,2.515732322375436e+00,1.472428984375688e-08,6.323511813423149e-02,1.000124758659422e+00,1.000068245971110e+00,7.921184725189975e-03,1.484129731378781e-01,2.958195131492727e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.327838938272665e-07,
979,4.028891933952000e+00,9.349441141041200e-04,1.000009090172875e+00,1.738276313150041e-01,2.687979399145972e-02,2.515609927574207e+00,8.216898633919045e-09,3.953706184237922e-02,1.000056310243638e+00,1.000047219641529e+00,3.575253564328197e-03,1.486523880323647e-01,2.958147303193942e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.077911146806561e-07,
980,5.642930528562790e+00,9.284560080554964e-04,9.999822616849098e-01,1.737476297398162e-01,2.798969798644123e-02,2.515527910059398e+00,5.730523439939676e-09,2.718525272006889e-02,1.000016719446066e+00,1.000034458372390e+00,1.061552131179134e-03,1.487368087761089e-01,2.958118275074261e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.107755547912367e-07,
981,8.111817434641710e+00,9.242143988111668e-04,9.999691801098862e-01,1.738721173419701e-01,2.885015025082202e-02,2.515528789257839e+00,4.623196359916815e-09,2.125183117523379e-02,9.999985534995012e-01,1.000029374294928e+00,-9.184130151270543e-05,1.489603176006667e-01,2.958106710248825e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.175314359646310e-07,
982,1.188830863650000e+01,9.214414402775680e-04,9.999600668117911e-01,1.742230760184709e-01,2.950110480938904e-02,2.515583092794293e+00,4.019815890473816e-09,1.835393127913245e-02,9.999881870447033e-01,1.000028121355888e+00,-7.500289077289238e-04,1.493452643864933e-01,2.958103860165654e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.190065152197867e-07,
983,1.766495468726130e+01,9.196286143911856e-04,9.999550210622915e-01,1.745956046192554e-01,2.996475054684166e-02,2.515650105783684e+00,3.598196185869433e-09,1.658100996944127e-02,9.999834562746127e-01,1.000028436491365e+00,-1.050395262684811e-03,1.497222242241704e-01,2.958104577010205e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.169970541089870e-07,
984,2.650110385612450e+01,9.184434766921978e-04,9.999517478328210e-01,1.748380855589543e-01,3.027745779008768e-02,2.515692787936326e+00,3.225759261371799e-09,1.505700944187349e-02,9.999797939025219e-01,1.000028047423050e+00,-1.282926824006589e-03,1.499696067851185e-01,2.958103691989231e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.142260374267421e-07,
985,4.001717034998530e+01,9.176686911066718e-04,9.999498186705482e-01,1.749315002473217e-01,3.047834509758749e-02,2.515708473659361e+00,2.845006403088739e-09,1.344873934176947e-02,9.999770800071298e-01,1.000027262704660e+00,-1.455237642551435e-03,1.500768001310767e-01,2.958101906975120e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.115338680602621e-07,
986,6.069179342104800e+01,9.171621738436563e-04,9.999482033375711e-01,1.749314794955023e-01,3.060599223496424e-02,2.515706404338201e+00,2.440788937189265e-09,1.168592711226725e-02,9.999746841762268e-01,1.000026482210346e+00,-1.607353890361051e-03,1.500956394617770e-01,2.958100131568917e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.088548559219823e-07,
987,9.231638178219050e+01,9.168310374072863e-04,9.999469497875786e-01,1.749000612443240e-01,3.068896398995674e-02,2.515699054744423e+00,2.024910826827595e-09,9.828833924132517e-03,9.999729177290857e-01,1.000025969319185e+00,-1.719509264400166e-03,1.500818129654218e-01,2.958098964884654e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.060064763286692e-07,
988,1.406903998029250e+02,9.166145564549090e-04,9.999460552521223e-01,1.748738924543343e-01,3.074548450824156e-02,2.515693181674150e+00,1.622543639283524e-09,7.994702340346844e-03,9.999716992521887e-01,1.000025645383500e+00,-1.796872876911081e-03,1.500684513571312e-01,2.958098228021218e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.029414046478679e-07,
989,2.146849003082790e+02,9.164730317007730e-04,9.999457630785993e-01,1.748621632714746e-01,3.078649024176104e-02,2.515691422145575e+00,1.261225504861734e-09,6.309989284541967e-03,9.999713095508638e-01,1.000025547857902e+00,-1.821615818173087e-03,1.500647444652822e-01,2.958098006177630e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.998667584454850e-07,
990,3.278693395808240e+02,9.163805096760256e-04,9.999437880010120e-01,1.748533673571237e-01,3.081990330962980e-02,2.515684043277135e+00,9.690848658541624e-10,4.899624304944904e-03,9.999685491995530e-01,1.000024762590496e+00,-1.996876218855551e-03,1.500626777306283e-01,2.958096219912487e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.977764688082862e-07,
991,5.010000078023450e+02,9.163202740619013e-04,9.999515312637715e-01,1.748506229934833e-01,3.084252138932028e-02,2.515711249991108e+00,8.494914975537406e-10,4.304396738041629e-03,9.999793937587761e-01,1.000027863845530e+00,-1.308332776121163e-03,1.500623183059176e-01,2.958103274401953e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.973448021791161e-07,
992,5.010000078023450e+02,-1.595375775651636e-03,9.999515341267183e-01,1.748506456198060e-01,3.084252074100431e-02,2.515711263932598e+00,8.495006431369661e-10,4.304433176897402e-03,9.999793977788517e-01,1.000027865002635e+00,-1.308077533225561e-03,1.500623365269267e-01,2.958103277034042e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.973452567141076e-07,
993,3.278693395287310e+02,-1.595496879621103e-03,9.999437911140565e-01,1.748534875963592e-01,3.081990288791938e-02,2.515684075139202e+00,9.690925045940813e-10,4.899656069758210e-03,9.999685535590355e-01,1.000024763836927e+00,-1.996599426319569e-03,1.500627771904247e-01,2.958096222747771e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.977767457507861e-07,
994,2.146849002742240e+02,-1.595682892790689e-03,9.999457676439236e-01,1.748622890691338e-01,3.078648974814767e-02,2.515691460045638e+00,1.261231186912282e-09,6.310015306795395e-03,9.999713159463720e-01,1.000025549688068e+00,-1.821209754158222e-03,1.500648482827972e-01,2.958098010340749e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.998668352294464e-07,
995,1.406903997806630e+02,-1.595967424697161e-03,9.999460625457662e-01,1.748739714593266e-01,3.074548322942509e-02,2.515693221092657e+00,1.622547385817769e-09,7.994724885175471e-03,9.999717095546473e-01,1.000025648392290e+00,-1.796218752551464e-03,1.500685156150620e-01,2.958098234865378e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.029413022806901e-07,
996,9.231638176764230e+01,-1.596402654127315e-03,9.999469604859442e-01,1.749001145019298e-01,3.068896094120861e-02,2.515699101714142e+00,2.024906945192110e-09,9.828840380389116e-03,9.999729328957753e-01,1.000025973787468e+00,-1.718546299982965e-03,1.500818549144466e-01,2.958098975048752e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.060059480149461e-07,
997,6.069179341154950e+01,-1.597068395482041e-03,9.999482193845151e-01,1.749316808911616e-01,3.060598783002110e-02,2.515706494314931e+00,2.440758645381334e-09,1.168586808654171e-02,9.999747062291742e-01,1.000026488216236e+00,-1.605953703227264e-03,1.500958036307649e-01,2.958100145230638e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.088533214066901e-07,
998,4.001717034380460e+01,-1.598086735513076e-03,9.999498448790426e-01,1.749322372324972e-01,3.047834661813215e-02,2.515708687606459e+00,2.844898307236952e-09,1.344843670180657e-02,9.999771141612971e-01,1.000027270650018e+00,-1.453069123994474e-03,1.500774094666181e-01,2.958101925048579e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.115305951890663e-07,
999,2.650110385215180e+01,-1.599644422160542e-03,9.999517903241106e-01,1.748399131391997e-01,3.027748982023124e-02,2.515693246870975e+00,3.225481695131893e-09,1.505587756169890e-02,9.999798495370684e-01,1.000028060565749e+00,-1.279394471846256e-03,1.499711260333445e-01,2.958103721885176e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.142237215121722e-07,
1000,1.766495468482330e+01,-1.602027111260810e-03,9.999550839751685e-01,1.745990460890028e-01,2.996486053049804e-02,2.515650937060069e+00,3.597778825105978e-09,1.657723272742981e-02,9.999835475025531e-01,1.000028464805911e+00,-1.044603012499151e-03,1.497250951576213e-01,2.958104641417826e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.170213893427286e-07,
1001,1.188830863527990e+01,-1.605671751446471e-03,9.999601584300412e-01,1.742279078504824e-01,2.950132162988844e-02,2.515584314471758e+00,4.020340814357869e-09,1.834187590561521e-02,9.999883369842317e-01,1.000028179676913e+00,-7.405089376679795e-04,1.493493033761441e-01,2.958103992829587e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.191793744038324e-07,
1002,8.111817434722401e+00,-1.611246713828799e-03,9.999693274127550e-01,1.738757572660805e-01,2.885036740012949e-02,2.515530035418297e+00,4.630259422872906e-09,2.121398738035259e-02,9.999987972071229e-01,1.000029470698311e+00,-7.636780171906379e-05,1.489633533720557e-01,2.958106929539278e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.182535444336974e-07,
1003,5.642930530685330e+00,-1.619774361030154e-03,9.999825276214139e-01,1.737462140426666e-01,2.798964904116498e-02,2.515528681617829e+00,5.764431267207708e-09,2.707086024424251e-02,1.000017128642118e+00,1.000034601625277e+00,1.087532832860871e-03,1.487355707354500e-01,2.958118600933285e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.129222393192242e-07,
1004,4.028891940234760e+00,-1.632818532898051e-03,1.000009551303037e+00,1.738224212740581e-01,2.687953363783444e-02,2.515610714679326e+00,8.336542949875866e-09,3.921699296543205e-02,1.000056992940974e+00,1.000047441184812e+00,3.618599426902943e-03,1.486479179713453e-01,2.958147807137912e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.125468082677241e-07,
1005,2.973711749343460e+00,-1.652771331118326e-03,1.000057328878139e+00,1.737587469295997e-01,2.550796260773130e-02,2.515735268453557e+00,1.504178446678861e-08,6.238545204935430e-02,1.000125903323525e+00,1.000068570514316e+00,7.993861811140765e-03,1.484132929097060e-01,2.958195869722800e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.410641607450483e-07,
1006,2.283886106180770e+00,-1.683291795558357e-03,1.000133871077536e+00,1.731746151580042e-01,2.391061357552129e-02,2.515865757213883e+00,3.432411874104127e-08,1.036340583780579e-01,1.000234874345027e+00,1.000100989747885e+00,1.491265682709017e-02,1.477205341195849e-01,2.958269612330758e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.311394650455666e-07,
1007,1.832911590591810e+00,-1.729976923166740e-03,1.000244885972568e+00,1.719198703086141e-01,2.228221580090295e-02,2.516005269564322e+00,9.322890241833092e-08,1.771531802100264e-01,1.000392954297789e+00,1.000148032074243e+00,2.494947922468186e-02,1.464674008193760e-01,2.958376615377193e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.262012450570083e-07,
1008,1.538086447373850e+00,-1.801388105281035e-03,1.000423857620062e+00,1.700056981453511e-01,2.091085112681422e-02,2.516282034897649e+00,2.806054905146225e-07,3.172829988348967e-01,1.000647347567822e+00,1.000223395259977e+00,4.110143287758231e-02,1.446863563255960e-01,2.958548032288468e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,8.844708998374541e-07,
1009,1.345344408387570e+00,-1.910621328382819e-03,1.000616754403941e+00,1.675753725575497e-01,2.013494202559923e-02,2.516558158439375e+00,8.795954505800353e-07,6.049026042541663e-01,1.000929038894199e+00,1.000312092006139e+00,5.898659645706088e-02,1.425355549064258e-01,2.958749768921756e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.454555012562326e-06,
1010,1.219339929156930e+00,-2.077709721849093e-03,1.000773871445908e+00,1.646454677608643e-01,2.005581435589969e-02,2.516747116854960e+00,2.680225290532983e-06,1.199872043231276e+00,1.001199955635972e+00,1.000425754710651e+00,7.618765942678488e-02,1.400411841513910e-01,2.959008276741287e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.234872627124451e-06,
1011,1.136966846646230e+00,-2.333302860909736e-03,1.000757989469320e+00,1.610124573359925e-01,2.091429364789487e-02,2.516521665156024e+00,7.360980792054823e-06,2.326305201022931e+00,1.001337229957419e+00,1.000578801762458e+00,8.490348935992427e-02,1.370799373714361e-01,2.959356335436855e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.165855220161739e-06,
1012,1.083122610294800e+00,-2.724322148409456e-03,1.000401053358160e+00,1.567860440503134e-01,2.208649562848707e-02,2.515466495244675e+00,1.717887918647722e-05,4.179580873914532e+00,1.001167800320811e+00,1.000766439579484e+00,7.414605211499031e-02,1.337118333956117e-01,2.959783024883180e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.110916362418830e-06,
1013,1.047943806102950e+00,-3.322798572004860e-03,9.998099077013787e-01,1.526552414863143e-01,2.221879979211010e-02,2.513931248834600e+00,3.244988942581083e-05,6.697527354194460e+00,1.000799160859593e+00,1.000989441243375e+00,5.074037203763504e-02,1.303369700453427e-01,2.960290081270524e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.843134125061587e-06,
1014,1.025015150259660e+00,-4.240776716095514e-03,9.992364820171912e-01,1.500849631486765e-01,2.070666549877634e-02,2.512454340250398e+00,4.768062563382120e-05,9.124003842880695e+00,1.000368322728822e+00,1.001132705552690e+00,2.338557008392463e-02,1.280718091585671e-01,2.960615803562127e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.220850622697605e-06,
1015,1.010268030457140e+00,-5.666186834981392e-03,9.994150616159228e-01,1.497337166775922e-01,1.776974335705086e-02,2.513080645183451e+00,5.292646008936225e-05,9.986495356471019e+00,1.000661253752452e+00,1.001246921508782e+00,4.198436523503116e-02,1.274312798330665e-01,2.960875465958104e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.295702396377055e-06,
1016,1.000655414520400e+00,-7.420608080179534e-03,1.000117493120609e+00,1.494464737693942e-01,1.661566422651702e-02,2.515095558350192e+00,5.279927912661774e-05,1.003965401959728e+01,1.001495571826627e+00,1.001377916810272e+00,9.495694137314054e-02,1.269811900229083e-01,2.961173257327427e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.258704092272015e-06,
1017,9.913870354442820e-01,-7.536561719612523e-03,9.995054175415057e-01,1.448030483426501e-01,1.918395394665721e-02,2.512835319825304e+00,5.266964669147466e-05,1.017171843986135e+01,1.000843774806089e+00,1.001339019520149e+00,5.357300356117772e-02,1.234287187213967e-01,2.961084834171842e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.217598293387535e-06,
1018,9.794420037802311e-01,-8.048505051037066e-03,9.992455399031597e-01,1.410817362722825e-01,1.912562182675083e-02,2.512229420416943e+00,6.344856537220292e-05,1.204588975847977e+01,1.000809383878290e+00,1.001565024723835e+00,5.138945258983382e-02,1.203232101490874e-01,2.961598576497697e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.332739686756839e-06,
1019,9.636487426930830e-01,-9.369528773802810e-03,9.989145998682825e-01,1.379700083977414e-01,1.862339557157034e-02,2.511455096474760e+00,7.899992810862757e-05,1.480365853708645e+01,1.000669756965375e+00,1.001757064214823e+00,4.252425176986041e-02,1.176879280066775e-01,2.962035065515984e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.579018666813061e-06,
1020,9.430817673730650e-01,-1.150441249583774e-02,9.986613888028989e-01,1.351564604358591e-01,1.785364673965861e-02,2.510882176861703e+00,9.419454271095576e-05,1.773700865292718e+01,1.000593064237739e+00,1.001934264663177e+00,3.765487223738095e-02,1.152633734632827e-01,2.962437790540311e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.725571489758571e-06,
1021,9.166448371568370e-01,-1.449024096755854e-02,9.984747581687274e-01,1.325360795779394e-01,1.695720022732082e-02,2.510424348964375e+00,1.070486703755809e-04,2.060873237531208e+01,1.000550867211231e+00,1.002079280448022e+00,3.497569595116679e-02,1.129816258315555e-01,2.962767343388662e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.737491671770038e-06,
1022,8.831791194639270e-01,-1.836080975282853e-02,9.983467142817082e-01,1.303159808831257e-01,1.600651292064024e-02,2.510084401786377e+00,1.166345239011154e-04,2.325594827840159e+01,1.000533789948692e+00,1.002190697515900e+00,3.389142531375796e-02,1.110270192085160e-01,2.963020526338378e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.655534316290409e-06,
1023,8.416193228287280e-01,-2.311467231591137e-02,9.982757034044892e-01,1.287477030001746e-01,1.504386741337928e-02,2.509898183822802e+00,1.229485480506381e-04,2.561664037695385e+01,1.000543924509616e+00,1.002272138946577e+00,3.453488949943850e-02,1.096167386895979e-01,2.963205584299606e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.511254668299268e-06,
1024,7.912208474770870e-01,-2.868056350524827e-02,9.982624274963714e-01,1.279639518347983e-01,1.406837600693443e-02,2.509898555111620e+00,1.267512653215227e-04,2.775956857104052e+01,1.000588509492496e+00,1.002330130767276e+00,3.736568206323833e-02,1.088635257459609e-01,2.963337353651609e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.316649299058669e-06,
1025,7.318417975999451e-01,-3.488338911230028e-02,9.983094466702798e-01,1.280313422179472e-01,1.304389817535129e-02,2.510099881077412e+00,1.285250062886960e-04,2.976997868959734e+01,1.000670593656989e+00,1.002365145391126e+00,4.257737504692519e-02,1.088219275272792e-01,2.963416912285653e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.070435502632429e-06,
1026,6.642165121509800e-01,-4.141800400016726e-02,9.984266087728455e-01,1.290629276673381e-01,1.191240746231590e-02,2.510531636039131e+00,1.278694731685953e-04,3.159804951545717e+01,1.000796470232891e+00,1.002373596055256e+00,5.056953859623145e-02,1.095843692926897e-01,2.963436113297156e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.779437686287785e-06,
1027,5.901132437589340e-01,-4.784246222606240e-02,9.986434726209076e-01,1.311952412404187e-01,1.057356748643124e-02,2.511276191069750e+00,1.239508116356757e-04,3.304777110192028e+01,1.000991464820427e+00,1.002351181641790e+00,6.295014732871265e-02,1.112601251277033e-01,2.963385184652468e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.461804622272052e-06,
1028,5.122638859030600e-01,-5.360762701981574e-02,9.990104429562316e-01,1.343841299740666e-01,8.859105163496221e-03,2.512432501795217e+00,1.140265665318175e-04,3.375826852751369e+01,1.001296332140934e+00,1.002288153443060e+00,8.230680259901577e-02,1.138044655628375e-01,2.963241972902694e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.087253675926150e-06,
1029,4.340192729343050e-01,-5.813814786260977e-02,9.995771359468660e-01,1.380844277651991e-01,6.555409537437665e-03,2.513981912706094e+00,9.369899447916899e-05,3.342721254355138e+01,1.001731633753247e+00,1.002155409251474e+00,1.099450002061819e-01,1.167577414818306e-01,2.962940339148220e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.563406128238307e-06,
1030,3.588039731892150e-01,-6.095761160493579e-02,1.000390299168635e+00,1.412344347521830e-01,3.471582947538761e-03,2.515724987059973e+00,5.991306887943287e-05,3.210175991121436e+01,1.002275739306192e+00,1.001884704538943e+00,1.444913845201456e-01,1.192420385495451e-01,2.962325158302195e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.828341097314658e-06,
1031,2.895473713794650e-01,-6.181305172216135e-02,1.001432650194038e+00,1.423876957077780e-01,-4.397246266381759e-04,2.517673089154396e+00,2.593200967873487e-05,2.802678625388551e+01,1.003009761812844e+00,1.001574855401909e+00,1.910959881170910e-01,1.200734700295532e-01,2.961620921761420e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.263834247083519e-07,
1032,2.282788824452610e-01,-6.073661798651368e-02,1.002458875909215e+00,1.402301925353196e-01,-4.968832420734965e-03,2.519775911994577e+00,8.177454632237430e-06,1.927602422422780e+01,1.003978906542477e+00,1.001516302234228e+00,2.526289868239586e-01,1.182100493026519e-01,2.961487828045998e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.251625782593239e-07,
1033,1.759880060967980e-01,-5.801314536722297e-02,1.003379598523454e+00,1.331251187957093e-01,-9.586192797288780e-03,2.522096359640485e+00,2.383996294989022e-06,9.963933949047901e+00,1.005286749050135e+00,1.001900726833083e+00,3.356666063577877e-01,1.123159509646869e-01,2.962361571478823e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.400703641153773e-07,
1034,1.327296043887430e-01,-5.407819148310193e-02,1.004415869054922e+00,1.205284050465979e-01,-1.347901514795548e-02,2.524387199680520e+00,1.571612729479842e-06,5.503091015110916e+00,1.006825425617387e+00,1.002398963055743e+00,4.333603566594623e-01,1.019272817340790e-01,2.963493749958494e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.868895201421161e-07,
1035,9.787467432245164e-02,-4.940244110225152e-02,1.005649230894971e+00,1.052526611497218e-01,-1.620615449335711e-02,2.527015584165322e+00,1.668104892271349e-06,5.135748214973746e+00,1.008550151476458e+00,1.002884624670678e+00,5.428667604100527e-01,8.936862793081349e-02,2.964597090477785e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.266828566690785e-07,
1036,7.039443521006815e-02,-4.440712421887862e-02,1.006960847579175e+00,8.740475595931789e-02,-1.703210594716698e-02,2.529902336384679e+00,1.785168150811876e-06,5.567035443032389e+00,1.010385241770534e+00,1.003400722281896e+00,6.593804298751972e-01,7.461293659120501e-02,2.965769291188511e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.064190653773060e-07,
1037,4.910043066488446e-02,-3.942407449130300e-02,1.008292504876316e+00,6.698448205132351e-02,-1.457942537576432e-02,2.532962707778428e+00,1.864093312078553e-06,6.031134258259057e+00,1.012252165088991e+00,1.003927094760226e+00,7.779152437454514e-01,5.734866077447169e-02,2.966964526442397e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.384379347796486e-07,
1038,3.280991417323741e-02,-3.469049752861710e-02,1.009514342114769e+00,4.515774757562795e-02,-7.140060704939125e-03,2.535887948334246e+00,1.997826249440394e-06,6.569727512810605e+00,1.013940271870377e+00,1.004384216816907e+00,8.850966266906142e-01,3.819159043598714e-02,2.968002266880916e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.118897264735463e-07,
1039,2.044066021424555e-02,-3.036153237368712e-02,1.010321845687704e+00,2.477082827727793e-02,6.938720712675158e-03,2.537884715142464e+00,2.186915556444051e-06,7.090935770330355e+00,1.015022006333903e+00,1.004652141954824e+00,9.537781799303530e-01,2.146900920504927e-02,2.968610392964036e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.209884005898599e-07,
1040,1.105761634912419e-02,-2.653172523564324e-02,1.010338128800778e+00,9.622638423262749e-03,2.775011917447781e-02,2.537889074421554e+00,2.472696406623603e-06,7.484311393781159e+00,1.014983862963689e+00,1.004598197405878e+00,9.513563786469444e-01,2.451285808326714e-02,2.968487958075150e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.631092227005247e-07,
1041,3.943298106205891e-03,-2.339138991541703e-02,1.009536686807663e+00,3.546434620514548e-03,5.593126820484739e-02,2.535805197539442e+00,2.785668924640951e-06,7.338888272811859e+00,1.013698711450144e+00,1.004122707670627e+00,8.697594571519800e-01,4.682161913386338e-02,2.967408627323649e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.132250914752092e-07,
1042,-1.147445209324905e-03,-2.179587876098816e-02,1.007832490998423e+00,8.326086025549821e-03,8.235234314035884e-02,2.531470629701736e+00,2.173120246059892e-06,6.276806736440109e+00,1.011227778412173e+00,1.003368900530669e+00,7.128748198204968e-01,6.929496026793006e-02,2.965697023670218e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.489299876600325e-07,
1043,-5.536251073624696e-03,-2.000140315867087e-02,1.006217053645995e+00,1.768271823611011e-02,1.057438040681651e-01,2.528109403810161e+00,9.903395225903086e-07,5.039936107523627e+00,1.008958680767960e+00,1.002724687593030e+00,5.688051281244183e-01,8.992846623740551e-02,2.964233769408698e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.977293397844755e-07,
1044,-9.525584134285649e-03,-1.733019063761674e-02,1.004574925951993e+00,2.928413958278570e-02,1.258656379714908e-01,2.525008251464760e+00,4.818746466599258e-07,4.280047729933258e+00,1.006678373417407e+00,1.002093868173567e+00,4.240237090416978e-01,1.086060543332223e-01,2.962800493159635e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.131088314388395e-07,
1045,-1.291172425636596e-02,-1.382757691260163e-02,1.002801990133657e+00,4.289743739394709e-02,1.438087437706789e-01,2.521740347727308e+00,2.682222920373218e-07,3.863373917137663e+00,1.004204388047974e+00,1.001398479388867e+00,2.669452728872147e-01,1.263899563308236e-01,2.961220000475787e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,6.962680963110884e-08,
1046,-1.549365839477717e-02,-9.633937274846616e-03,1.000655092794975e+00,5.799271992325924e-02,1.597082831500821e-01,2.517445505771005e+00,1.707676457207973e-07,3.659539859066420e+00,1.001207935710913e+00,1.000552480989622e+00,7.669433085160074e-02,1.434677243388836e-01,2.959296478737004e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,4.669808506244557e-08,
1047,-1.711141231193123e-02,-4.945830352324082e-03,9.981941763870606e-01,7.474250656038528e-02,1.739212983209704e-01,2.512397955618543e+00,1.232770443634844e-07,3.596787150543415e+00,9.977791551877523e-01,9.995842279897783e-01,-1.410060198252517e-01,1.603117380617952e-01,2.957094018471527e-08,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.421520727014023e-08,
