"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Conservative_6","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity","Skin_Friction_Coefficient","Heat_Flux","Y_Plus","Eddy_Viscosity"
31,8.413159970120960e-01,-2.048015683562499e-02,9.960348461502460e-01,0.000000000000000e+00,0.000000000000000e+00,2.501511363917961e+00,1.000000000000000e-10,3.093497949853044e+05,1.000604545527343e+00,1.004587891071040e+00,3.838384300589866e-02,0.000000000000000e+00,2.968464566005860e-08,2.400287815691512e-03,-2.434405387348020e-07,1.814743611038145e+00,3.219769016795632e-16,
32,7.909517772165610e-01,-2.621660130830753e-02,9.960284364941533e-01,0.000000000000000e+00,0.000000000000000e+00,2.501573812724633e+00,1.000000000000000e-10,3.139813113645569e+05,1.000629525050012e+00,1.004619434935064e+00,3.996984444518613e-02,0.000000000000000e+00,2.968536160075271e-08,2.439295909090753e-03,-2.499338340207635e-07,1.815870912649831e+00,3.172253959350748e-16,
33,7.316031585245610e-01,-3.253806414443636e-02,9.960612888245067e-01,0.000000000000000e+00,0.000000000000000e+00,2.501759791793605e+00,1.000000000000000e-10,3.172743642935267e+05,1.000703916677599e+00,1.004660986131257e+00,4.469312238725597e-02,0.000000000000000e+00,2.968630465784896e-08,2.486129514429861e-03,-2.582290043041905e-07,1.823656660947538e+00,3.139432009435767e-16,
34,6.640065698311099e-01,-3.915032464739417e-02,9.961221093101224e-01,0.000000000000000e+00,0.000000000000000e+00,2.502064466354166e+00,1.000000000000000e-10,3.194736277063450e+05,1.000825786501821e+00,1.004721988547124e+00,5.243088900452713e-02,0.000000000000000e+00,2.968768915060610e-08,2.547821410427086e-03,-2.705851633820316e-07,1.839738049266427e+00,3.118010416710360e-16,
35,5.899327756923080e-01,-4.561861289428874e-02,9.962279916795669e-01,0.000000000000000e+00,0.000000000000000e+00,2.502529631323526e+00,1.000000000000000e-10,3.207408462518796e+05,1.001011852489561e+00,1.004801973895483e+00,6.424460251181199e-02,0.000000000000000e+00,2.968950441229995e-08,2.622989395457897e-03,-2.908607006450505e-07,1.862930609480754e+00,3.106021459228624e-16,
36,5.121166001065770e-01,-5.139794887290158e-02,9.964095183522772e-01,0.000000000000000e+00,0.000000000000000e+00,2.503243544270666e+00,1.000000000000000e-10,3.211676433720420e+05,1.001297417668410e+00,1.004905512468624e+00,8.237572497839621e-02,0.000000000000000e+00,2.969185410813914e-08,2.698878654948273e-03,-3.186529499196916e-07,1.888354041461539e+00,3.102458948640717e-16,
37,4.339120676130220e-01,-5.591460064650605e-02,9.966937126528862e-01,0.000000000000000e+00,0.000000000000000e+00,2.504273111260212e+00,1.000000000000000e-10,3.207825798828388e+05,1.001709244464217e+00,1.005032169610041e+00,1.085234580455131e-01,0.000000000000000e+00,2.969472829440392e-08,2.732717740334861e-03,-3.450718706445074e-07,1.901199862436602e+00,3.107068852189569e-16,
38,3.587469844042950e-01,-5.869148183384367e-02,9.970927002820280e-01,0.000000000000000e+00,0.000000000000000e+00,2.505655235125407e+00,1.000000000000000e-10,3.195569522604188e+05,1.002262094010279e+00,1.005184466526321e+00,1.436250165256293e-01,0.000000000000000e+00,2.969818408135363e-08,2.761171107393013e-03,-3.794748751467503e-07,1.914616653894505e+00,3.120233995137345e-16,
39,2.895540445181870e-01,-5.947265120547269e-02,9.976552334964449e-01,0.000000000000000e+00,0.000000000000000e+00,2.507530080579549e+00,1.000000000000000e-10,3.173935290093020e+05,1.003012032191913e+00,1.005369388658139e+00,1.912401391691031e-01,0.000000000000000e+00,2.970237982777267e-08,2.799306170238851e-03,-4.299481547718692e-07,1.934221495515930e+00,3.143274089841226e-16,
40,2.283665749856950e-01,-5.828472232042683e-02,9.984343351650641e-01,0.000000000000000e+00,0.000000000000000e+00,2.510018858965558e+00,1.000000000000000e-10,3.141123495918228e+05,1.004007543546286e+00,1.005581947840666e+00,2.544472092879767e-01,0.000000000000000e+00,2.970720217372040e-08,2.790429552819957e-03,-4.972278127349174e-07,1.941045531327941e+00,3.178587994875141e-16,
41,1.761797307773510e-01,-5.540399685008031e-02,9.994739366287578e-01,0.000000000000000e+00,0.000000000000000e+00,2.513229976579972e+00,1.000000000000000e-10,3.094831389488773e+05,1.005291990592010e+00,1.005821116239285e+00,3.359994026672820e-01,0.000000000000000e+00,2.971262761082751e-08,2.720268223385648e-03,-5.636448185337867e-07,1.930583299403411e+00,3.229491264605618e-16,
42,1.330574640378200e-01,-5.125402533974487e-02,1.000731028946553e+00,0.000000000000000e+00,0.000000000000000e+00,2.517018927249373e+00,1.000000000000000e-10,3.032233821295984e+05,1.006807570859720e+00,1.006072103030086e+00,4.322267212520322e-01,0.000000000000000e+00,2.971832046701175e-08,2.584627290235841e-03,-6.002253860419825e-07,1.900973446311635e+00,3.300306112768078e-16,
43,9.838551560343448e-02,-4.628967359474944e-02,1.002146093010450e+00,0.000000000000000e+00,0.000000000000000e+00,2.521283484294502e+00,1.000000000000000e-10,2.949934558777090e+05,1.008513393677715e+00,1.006353665110979e+00,5.405329319184045e-01,0.000000000000000e+00,2.972470600467177e-08,2.335947956754300e-03,-5.919129993332006e-07,1.832050024224404e+00,3.397176823044832e-16,
44,7.115831019240228e-02,-4.091264364521334e-02,1.003666766796399e+00,0.000000000000000e+00,0.000000000000000e+00,2.525903066322935e+00,1.000000000000000e-10,2.843885496276678e+05,1.010361226489027e+00,1.006670002349482e+00,6.578556500969626e-01,0.000000000000000e+00,2.973187916794475e-08,2.046383521479024e-03,-5.867778388151220e-07,1.746212664227114e+00,3.529204887255050e-16,
45,5.022241269090757e-02,-3.543266689255811e-02,1.005543955607635e+00,0.000000000000000e+00,0.000000000000000e+00,2.531177372477695e+00,1.000000000000000e-10,2.708727953285667e+05,1.012470948950856e+00,1.006888802130022e+00,7.918062825940385e-01,0.000000000000000e+00,2.973683995957778e-08,1.716832562876821e-03,-5.776363673222169e-07,1.638720519838256e+00,3.712231283556558e-16,
46,3.444508613221498e-02,-3.006547322461565e-02,1.007655626791987e+00,0.000000000000000e+00,0.000000000000000e+00,2.535738920183623e+00,1.000000000000000e-10,2.540097772727381e+05,1.014295568033143e+00,1.006589494530284e+00,9.076551132154096e-01,0.000000000000000e+00,2.973005370235952e-08,2.411032176335041e-03,-7.669751763765483e-07,2.005596716554378e+00,3.966988451263572e-16,
47,2.280943840223927e-02,-2.495170224279449e-02,1.008929289541570e+00,0.000000000000000e+00,0.000000000000000e+00,2.538988324032656e+00,1.000000000000000e-10,2.340108292355082e+05,1.015595329572705e+00,1.006607043823819e+00,9.901796554098375e-01,0.000000000000000e+00,2.973045162793062e-08,1.114747865659262e-03,-6.560039480345920e-07,1.420841134537332e+00,4.311455480243981e-16,
48,1.445220176924677e-02,-2.018402699144572e-02,1.008690393425126e+00,0.000000000000000e+00,0.000000000000000e+00,2.539844763708336e+00,1.000000000000000e-10,2.109757952461821e+05,1.015937905442986e+00,1.007185070924737e+00,1.011930504316601e+00,0.000000000000000e+00,2.974355634860100e-08,2.174774244720060e-03,-7.874634154294739e-07,2.089582408610493e+00,4.781062287043839e-16,
49,8.660977828664375e-03,-1.583432528077909e-02,1.005552011188464e+00,0.000000000000000e+00,0.000000000000000e+00,2.535064636292005e+00,1.000000000000000e-10,1.854851143801051e+05,1.014025854476580e+00,1.008427056177930e+00,8.905304429574399e-01,0.000000000000000e+00,2.977170156947357e-08,4.526754435500726e-03,-1.427582928968790e-06,3.213462279735952e+00,5.421190995497204e-16,
50,4.844550253733529e-03,-1.197282395717829e-02,1.000495305656615e+00,0.000000000000000e+00,0.000000000000000e+00,2.522193780904311e+00,1.000000000000000e-10,1.577613437528575e+05,1.008877512321704e+00,1.008378056966082e+00,5.636515759812192e-01,0.000000000000000e+00,2.977059149546296e-08,8.289071491181849e-03,-3.997459112607789e-06,4.713722964763891e+00,6.341818176552821e-16,
51,2.493434235242850e-03,-8.666019672232862e-03,9.896164446765180e-01,0.000000000000000e+00,0.000000000000000e+00,2.501703466646222e+00,1.000000000000000e-10,1.302618115932613e+05,1.000681386618904e+00,1.011181040899137e+00,4.326264247009109e-02,0.000000000000000e+00,2.983405065663142e-08,8.140005450801601e-03,-4.569779820699271e-06,5.135147392805084e+00,7.597116025444187e-16,
52,1.159193085740397e-03,-5.950300022223502e-03,9.817330352288209e-01,0.000000000000000e+00,0.000000000000000e+00,2.476015510677208e+00,1.000000000000000e-10,1.021748841956047e+05,9.904062042316139e-01,1.008834549405554e+00,-6.091298900562638e-01,0.000000000000000e+00,2.978093228316513e-08,1.413597591298650e-02,-1.440694410202726e-05,7.638677031210139e+00,9.608336796833049e-16,
53,4.691284473891598e-04,-3.805771251873249e-03,9.730524730879596e-01,0.000000000000000e+00,0.000000000000000e+00,2.452626370143897e+00,1.000000000000000e-10,7.682190495940729e+04,9.810505480186366e-01,1.008219572070245e+00,-1.203139808340537e+00,0.000000000000000e+00,2.976700085005097e-08,1.709194931472414e-02,-2.558275493333661e-05,9.677220259219412e+00,1.266630671357801e-15,
54,1.500786146402364e-04,-2.161299885350869e-03,9.658242313798375e-01,0.000000000000000e+00,0.000000000000000e+00,2.432730975503635e+00,1.000000000000000e-10,5.526772942542641e+04,9.730923901628207e-01,1.007525343169947e+00,-1.708419672201863e+00,0.000000000000000e+00,2.975126910341639e-08,1.320502575130338e-02,-1.817341691423408e-05,1.002970841232396e+01,1.747532218948624e-15,
55,2.721275945542452e-05,-9.231024271926752e-04,9.602921913225438e-01,0.000000000000000e+00,0.000000000000000e+00,2.416033686862824e+00,1.000000000000000e-10,3.803041908231843e+04,9.664134747067177e-01,1.006374396709135e+00,-2.132477796398879e+00,0.000000000000000e+00,2.972517614150599e-08,9.019428471049076e-03,-1.041658613158109e-05,9.999603418108759e+00,2.525055475320676e-15,
56,0.000000000000000e+00,0.000000000000000e+00,9.575711024378734e-01,0.000000000000000e+00,0.000000000000000e+00,2.408495326347789e+00,1.000000000000000e-10,2.548190431376413e+04,9.633981305008126e-01,1.006085217116624e+00,-2.323928222170632e+00,0.000000000000000e+00,2.971861790031720e-08,6.786366127461727e-03,-7.380222924907803e-06,1.060398230643873e+01,3.757834659673056e-15,
57,2.721275945665566e-05,9.231024272135111e-04,9.527734517320464e-01,0.000000000000000e+00,0.000000000000000e+00,2.395473343726416e+00,1.000000000000000e-10,3.843828495071982e+04,9.581893374524553e-01,1.005684337352771e+00,-2.654645241113953e+00,0.000000000000000e+00,2.970952491484308e-08,8.010438933101030e-03,-8.334193050040753e-06,9.391679829057955e+00,2.478700388151991e-15,
58,1.500786146456709e-04,2.161299885389794e-03,9.464381835912540e-01,0.000000000000000e+00,0.000000000000000e+00,2.380335556352108e+00,1.000000000000000e-10,5.645981688452407e+04,9.521342225029855e-01,1.006018395084313e+00,-3.039096983937430e+00,0.000000000000000e+00,2.971710232723071e-08,1.153196888120725e-02,-1.434749765248082e-05,9.288947889099497e+00,1.676297570434699e-15,
59,4.691284474090552e-04,3.805771251953191e-03,9.396916071270780e-01,0.000000000000000e+00,0.000000000000000e+00,2.363484705851210e+00,1.000000000000000e-10,7.953143026338005e+04,9.453938823028960e-01,1.006068241040539e+00,-3.467055091879621e+00,0.000000000000000e+00,2.971823287501374e-08,1.295571403867704e-02,-1.497001021882748e-05,8.293200143309329e+00,1.181530091423799e-15,
60,1.159193085789885e-03,5.950300022348630e-03,9.323044553283688e-01,0.000000000000000e+00,0.000000000000000e+00,2.348818864807260e+00,1.000000000000000e-10,1.074817204976315e+05,9.395275458856116e-01,1.007747566276189e+00,-3.839520896151647e+00,0.000000000000000e+00,2.975630542063344e-08,1.503353136053182e-02,-1.705425804622198e-05,7.682935946574561e+00,8.674033912036980e-16,
61,2.493434235350970e-03,8.666019672416576e-03,9.307367393040481e-01,0.000000000000000e+00,0.000000000000000e+00,2.341322945957085e+00,1.000000000000000e-10,1.377505739221482e+05,9.365291783456045e-01,1.006223498865950e+00,-4.029893438374323e+00,0.000000000000000e+00,2.972175407674155e-08,1.551661132896728e-02,-1.598470953092247e-05,6.901711000809534e+00,6.756652817831097e-16,
62,4.844550253940727e-03,1.197282395742617e-02,9.290602238379265e-01,0.000000000000000e+00,0.000000000000000e+00,2.341425539536106e+00,1.000000000000000e-10,1.696468969268066e+05,9.365702157772798e-01,1.008083428551413e+00,-4.027287887156839e+00,0.000000000000000e+00,2.976391615263006e-08,1.549383171078111e-02,-1.404603054784928e-05,6.211583476335280e+00,5.476410332527828e-16,
63,8.660977829023099e-03,1.583432528109248e-02,9.327851016389020e-01,0.000000000000000e+00,0.000000000000000e+00,2.351102495435118e+00,1.000000000000000e-10,1.996931963310271e+05,9.404409981367355e-01,1.008207567299673e+00,-3.781523927826318e+00,0.000000000000000e+00,2.976672885787039e-08,1.361765841041710e-02,-1.000325207649137e-05,5.368983051191914e+00,4.671072429366781e-16,
64,1.445220176983436e-02,2.018402699183120e-02,9.382182490523269e-01,0.000000000000000e+00,0.000000000000000e+00,2.364111348699486e+00,1.000000000000000e-10,2.267780215356329e+05,9.456445394422653e-01,1.007915312239386e+00,-3.451140352872044e+00,0.000000000000000e+00,2.976010674517585e-08,1.122161748696270e-02,-6.459740164037029e-06,4.575215437266486e+00,4.137150749883344e-16,
65,2.280943840314228e-02,2.495170224324787e-02,9.438287820931498e-01,0.000000000000000e+00,0.000000000000000e+00,2.377996049237999e+00,1.000000000000000e-10,2.502715199260332e+05,9.511984196574461e-01,1.007808235671678e+00,-3.098513037622471e+00,0.000000000000000e+00,2.975768029746577e-08,8.739630269313386e-03,-3.767161501741287e-06,3.844345427602963e+00,3.771208443348616e-16,
66,3.444508613354828e-02,3.006547322513315e-02,9.502057841472910e-01,0.000000000000000e+00,0.000000000000000e+00,2.394072184524004e+00,1.000000000000000e-10,2.695779676944088e+05,9.576288737715932e-01,1.007812086337660e+00,-2.690230236724242e+00,0.000000000000000e+00,2.975776755906997e-08,6.621921198105340e-03,-1.901511235191914e-06,3.224647338293742e+00,3.524785276294301e-16,
67,5.022241269281980e-02,3.543266689313175e-02,9.567672986846510e-01,0.000000000000000e+00,0.000000000000000e+00,2.409457159363314e+00,1.000000000000000e-10,2.847788162447890e+05,9.637828637070546e-01,1.007332571913828e+00,-2.299500717012410e+00,0.000000000000000e+00,2.974689982451748e-08,5.195869598206440e-03,-5.600326034044362e-07,2.779878270214055e+00,3.359688998465228e-16,
68,7.115831019507564e-02,4.091264364582575e-02,9.627731772607641e-01,0.000000000000000e+00,0.000000000000000e+00,2.422312589733284e+00,1.000000000000000e-10,2.964435354050170e+05,9.689250358548023e-01,1.006389727860451e+00,-1.973013596520492e+00,0.000000000000000e+00,2.972552380770710e-08,4.216289553644589e-03,3.921727000423593e-07,2.455437559766533e+00,3.247756258298959e-16,
69,9.838551560707631e-02,4.628967359536866e-02,9.681341509606146e-01,0.000000000000000e+00,0.000000000000000e+00,2.433264309890765e+00,1.000000000000000e-10,3.051789305761521e+05,9.733057239175805e-01,1.005341793750210e+00,-1.694874671899651e+00,0.000000000000000e+00,2.970175374360009e-08,3.445232226015860e-03,9.534310648894360e-07,2.188531102696865e+00,3.172363846108168e-16,
70,1.330574640426540e-01,5.125402534032247e-02,9.729084601896512e-01,0.000000000000000e+00,0.000000000000000e+00,2.442835888695898e+00,1.000000000000000e-10,3.115491964884994e+05,9.771343554394427e-01,1.004343569228464e+00,-1.451786956225861e+00,0.000000000000000e+00,2.967909999655246e-08,2.836645796452776e-03,1.182736891707127e-06,1.966212642959006e+00,3.122824024664869e-16,
