"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Conservative_5","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity","Skin_Friction_Coefficient","Heat_Flux","Y_Plus","Eddy_Viscosity"
30,8.828360320456839e-01,-1.548809659764239e-02,9.963018772009105e-01,0.000000000000000e+00,0.000000000000000e+00,2.502278953117778e+00,1.000000000000000e-10,1.000911581247111e+00,1.004626814574667e+00,5.787817441974562e-02,0.000000000000000e+00,2.968552909242121e-08,2.955006144963984e-03,-3.108216510268398e-07,2.034457802083776e+00,1.052336387703997e-20,
31,8.413159970120960e-01,-2.048015683562499e-02,9.962284796376396e-01,0.000000000000000e+00,0.000000000000000e+00,2.502141571253810e+00,1.000000000000000e-10,1.000856628501524e+00,1.004645670103276e+00,5.438911120785286e-02,0.000000000000000e+00,2.968595704338095e-08,2.972453418859574e-03,-3.080722647708396e-07,2.019594453848412e+00,1.051980822675714e-20,
32,7.909517772165610e-01,-2.621660130830753e-02,9.962137813787761e-01,0.000000000000000e+00,0.000000000000000e+00,2.502162389744914e+00,1.000000000000000e-10,1.000864955897965e+00,1.004668851812863e+00,5.491783479144149e-02,0.000000000000000e+00,2.968648317732911e-08,2.994017227566135e-03,-3.067321516130711e-07,2.011888329151343e+00,1.051862806912027e-20,
33,7.316031585245610e-01,-3.253806414443636e-02,9.962366647415167e-01,0.000000000000000e+00,0.000000000000000e+00,2.502310746893985e+00,1.000000000000000e-10,1.000924298757594e+00,1.004705341794757e+00,5.868563540278875e-02,0.000000000000000e+00,2.968731134491098e-08,3.018280202536321e-03,-3.057995089985194e-07,2.009483676666493e+00,1.051871423001866e-20,
34,6.640065698311099e-01,-3.915032464739417e-02,9.962874714265144e-01,0.000000000000000e+00,0.000000000000000e+00,2.502583099033350e+00,1.000000000000000e-10,1.001033239613340e+00,1.004763452640863e+00,6.560251513269198e-02,0.000000000000000e+00,2.968863018400532e-08,3.051073664501475e-03,-3.075369353639482e-07,2.013353919360072e+00,1.051945823521458e-20,
35,5.899327756923080e-01,-4.561861289428874e-02,9.963791077458151e-01,0.000000000000000e+00,0.000000000000000e+00,2.503025075431806e+00,1.000000000000000e-10,1.001210030172722e+00,1.004848478244227e+00,7.682731255379396e-02,0.000000000000000e+00,2.969055979275264e-08,3.091991441023727e-03,-3.158875379155333e-07,2.022716658535038e+00,1.052127735730885e-20,
36,5.121166001065770e-01,-5.139794887290158e-02,9.965428575569101e-01,0.000000000000000e+00,0.000000000000000e+00,2.503735800497707e+00,1.000000000000000e-10,1.001494320199083e+00,1.004968639938187e+00,9.487747295763106e-02,0.000000000000000e+00,2.969328665982315e-08,3.132363408584127e-03,-3.344927432652528e-07,2.034397986853707e+00,1.052529467946204e-20,
37,4.339120676130220e-01,-5.591460064650605e-02,9.967984346096986e-01,0.000000000000000e+00,0.000000000000000e+00,2.504746288558248e+00,1.000000000000000e-10,1.001898515423299e+00,1.005116461499659e+00,1.205406617967547e-01,0.000000000000000e+00,2.969664100296417e-08,3.129539233012468e-03,-3.531437465040769e-07,2.034536228256525e+00,1.053252444087124e-20,
38,3.587469844042950e-01,-5.869148183384367e-02,9.971799264193191e-01,0.000000000000000e+00,0.000000000000000e+00,2.506176376701351e+00,1.000000000000000e-10,1.002470550680540e+00,1.005305586405273e+00,1.568603606692083e-01,0.000000000000000e+00,2.970093224434730e-08,3.111538221486986e-03,-3.809206409172261e-07,2.032364270256252e+00,1.054408395123557e-20,
39,2.895540445181870e-01,-5.947265120547269e-02,9.976923416139871e-01,0.000000000000000e+00,0.000000000000000e+00,2.508037255187001e+00,1.000000000000000e-10,1.003214902074800e+00,1.005535334121017e+00,2.041207666539696e-01,0.000000000000000e+00,2.970614468734460e-08,3.085573371995038e-03,-4.250903929790545e-07,2.030495240579756e+00,1.056020938768462e-20,
40,2.283665749856950e-01,-5.828472232042683e-02,9.983937226024260e-01,0.000000000000000e+00,0.000000000000000e+00,2.510544105542902e+00,1.000000000000000e-10,1.004217642217160e+00,1.005833289495806e+00,2.677868074387607e-01,0.000000000000000e+00,2.971290373934110e-08,2.998804543143791e-03,-4.809120273720445e-07,2.011787449232754e+00,1.058270453038846e-20,
41,1.761797307773510e-01,-5.540399685008031e-02,9.993447582178129e-01,0.000000000000000e+00,0.000000000000000e+00,2.513785213039695e+00,1.000000000000000e-10,1.005514085215878e+00,1.006173372049369e+00,3.501006486271562e-01,0.000000000000000e+00,2.972061724427263e-08,2.849641375340750e-03,-5.618401059056978e-07,1.975299494964034e+00,1.061480696504990e-20,
42,1.330574640378200e-01,-5.125402533974487e-02,1.000466858312303e+00,0.000000000000000e+00,0.000000000000000e+00,2.517603208340685e+00,1.000000000000000e-10,1.007041283336274e+00,1.006571357131271e+00,4.470656086522942e-01,0.000000000000000e+00,2.972964243809782e-08,2.609989827538575e-03,-6.087517848549640e-07,1.909298103210346e+00,1.065284691062671e-20,
43,9.838551560343448e-02,-4.628967359474944e-02,1.001723871589226e+00,0.000000000000000e+00,0.000000000000000e+00,2.521886833335087e+00,1.000000000000000e-10,1.008754733334035e+00,1.007018762299888e+00,5.558560847006059e-01,0.000000000000000e+00,2.973978626450677e-08,2.276549575035475e-03,-5.916221254465406e-07,1.807309453782725e+00,1.069553093094530e-20,
44,7.115831019240228e-02,-4.091264364521334e-02,1.003186877589248e+00,0.000000000000000e+00,0.000000000000000e+00,2.526529611352684e+00,1.000000000000000e-10,1.010611844541073e+00,1.007401379660855e+00,6.737679073697430e-01,0.000000000000000e+00,2.974845944116039e-08,1.953423484311198e-03,-5.480620989601157e-07,1.704730961999992e+00,1.074874397480671e-20,
45,5.022241269090757e-02,-3.543266689255811e-02,1.004873775350053e+00,0.000000000000000e+00,0.000000000000000e+00,2.531726501841792e+00,1.000000000000000e-10,1.012690600736716e+00,1.007778912713630e+00,8.057524277280299e-01,0.000000000000000e+00,2.975701579191902e-08,1.613052503827865e-03,-6.475561577054418e-07,1.586813326588311e+00,1.081187793410822e-20,
46,3.444508613221498e-02,-3.006547322461565e-02,1.006674143369109e+00,0.000000000000000e+00,0.000000000000000e+00,2.536119320562403e+00,1.000000000000000e-10,1.014447728224961e+00,1.007722046808351e+00,9.173160777753084e-01,0.000000000000000e+00,2.975572709186118e-08,2.434816781634470e-03,-1.086612966597229e-06,2.012745046819708e+00,1.089095513630517e-20,
47,2.280943840223927e-02,-2.495170224279449e-02,1.007855064494209e+00,0.000000000000000e+00,0.000000000000000e+00,2.539123892817989e+00,1.000000000000000e-10,1.015649557127196e+00,1.007733743578397e+00,9.936226747425729e-01,0.000000000000000e+00,2.975599216797224e-08,1.415385111800091e-03,-1.078433921023345e-06,1.598785701779989e+00,1.094184335902322e-20,
48,1.445220176924677e-02,-2.018402699144572e-02,1.007522221801504e+00,0.000000000000000e+00,0.000000000000000e+00,2.539609311492606e+00,1.000000000000000e-10,1.015843724597042e+00,1.008259373952725e+00,1.005950768066172e+00,0.000000000000000e+00,2.976790263030965e-08,2.242730262961196e-03,-1.203195424726916e-06,2.119014688737239e+00,1.091428509797346e-20,
49,8.660977828664375e-03,-1.583432528077909e-02,1.004549788624766e+00,0.000000000000000e+00,0.000000000000000e+00,2.534239987913100e+00,1.000000000000000e-10,1.013695995165240e+00,1.009104781708227e+00,8.695869946183995e-01,0.000000000000000e+00,2.978705269945006e-08,4.925358483095535e-03,-1.929919215841188e-06,3.348561257798406e+00,1.076527869152531e-20,
50,4.844550253733529e-03,-1.197282395717829e-02,9.993570747749790e-01,0.000000000000000e+00,0.000000000000000e+00,2.520227563993844e+00,1.000000000000000e-10,1.008091025597537e+00,1.008739569712382e+00,5.137159109547619e-01,0.000000000000000e+00,2.977878092450385e-08,8.976387954058458e-03,-4.923482774031688e-06,4.901119433409361e+00,1.055319936702389e-20,
51,2.493434235242850e-03,-8.666019672232862e-03,9.887106984127340e-01,0.000000000000000e+00,0.000000000000000e+00,2.498627233501004e+00,1.000000000000000e-10,9.994508934004013e-01,1.010862828737375e+00,-3.486391108563339e-02,0.000000000000000e+00,2.982685070266531e-08,1.032095501911636e-02,-7.170942615386449e-06,5.781046941391114e+00,1.006181230534681e-20,
52,1.159193085740397e-03,-5.950300022223502e-03,9.801551858245883e-01,0.000000000000000e+00,0.000000000000000e+00,2.472489796891642e+00,1.000000000000000e-10,9.889959187566564e-01,1.009019727753244e+00,-6.986718249741987e-01,0.000000000000000e+00,2.978512642233390e-08,1.750850156986390e-02,-2.228200695801604e-05,8.493159875199369e+00,9.758934120952652e-21,
53,4.691284473891598e-04,-3.805771251873249e-03,9.703825216840256e-01,0.000000000000000e+00,0.000000000000000e+00,2.447204608734154e+00,1.000000000000000e-10,9.788818434936613e-01,1.008758733406375e+00,-1.340835333735795e+00,0.000000000000000e+00,2.977921500397548e-08,2.119185157368724e-02,-3.650371729655927e-05,1.075633863755868e+01,9.381084680520629e-21,
54,1.500786146402364e-04,-2.161299885350869e-03,9.635622583215856e-01,0.000000000000000e+00,0.000000000000000e+00,2.429233098082107e+00,1.000000000000000e-10,9.716932392328426e-01,1.008438459311825e+00,-1.797254651883013e+00,0.000000000000000e+00,2.977195990296779e-08,1.688331792430177e-02,-3.036755311914955e-05,1.131974107281346e+01,9.126776386488931e-21,
55,2.721275945542452e-05,-9.231024271926752e-04,9.574591134571344e-01,0.000000000000000e+00,0.000000000000000e+00,2.410484522758241e+00,1.000000000000000e-10,9.641938091032960e-01,1.007033925053828e+00,-2.273408945822478e+00,0.000000000000000e+00,2.974013000464470e-08,1.287861041266749e-02,-2.097692100620765e-05,1.192525745688094e+01,8.926324810828878e-21,
56,0.000000000000000e+00,0.000000000000000e+00,9.532015262102378e-01,0.000000000000000e+00,0.000000000000000e+00,2.399526773904528e+00,1.000000000000000e-10,9.598107095618108e-01,1.006933668452935e+00,-2.551700980202491e+00,0.000000000000000e+00,2.973785713732149e-08,1.022351385024314e-02,-1.597995374865652e-05,1.297705760029579e+01,8.770611972137041e-21,
57,2.721275945665566e-05,9.231024272135111e-04,9.481899555354225e-01,0.000000000000000e+00,0.000000000000000e+00,2.387339817662093e+00,1.000000000000000e-10,9.549359270648368e-01,1.007114578139151e+00,-2.861210980010366e+00,0.000000000000000e+00,2.974195837035988e-08,1.240598234173679e-02,-1.794241509230307e-05,1.164688260913381e+01,8.584051126387070e-21,
58,1.500786146456709e-04,2.161299885389794e-03,9.429197409629489e-01,0.000000000000000e+00,0.000000000000000e+00,2.373638312152214e+00,1.000000000000000e-10,9.494553248608856e-01,1.006931219714694e+00,-3.209185723118379e+00,0.000000000000000e+00,2.973780162181919e-08,1.692932560525000e-02,-2.731701844239117e-05,1.122595925818344e+01,8.398309185154751e-21,
59,4.691284474090552e-04,3.805771251953191e-03,9.379742605781255e-01,0.000000000000000e+00,0.000000000000000e+00,2.359109240693184e+00,1.000000000000000e-10,9.436436962772732e-01,1.006044340380570e+00,-3.578178014141388e+00,0.000000000000000e+00,2.971769079155692e-08,2.305130907612376e-02,-4.245097990287841e-05,1.105223154996518e+01,8.240204250860713e-21,
60,1.159193085789885e-03,5.950300022348630e-03,9.324730331367869e-01,0.000000000000000e+00,0.000000000000000e+00,2.343007213658457e+00,1.000000000000000e-10,9.372028854633827e-01,1.005072374383509e+00,-3.987118383277291e+00,0.000000000000000e+00,2.969564061036715e-08,2.514484940538979e-02,-4.338061368575145e-05,9.957419355668263e+00,8.066525190873522e-21,
61,2.493434235350970e-03,8.666019672416576e-03,9.287034151382796e-01,0.000000000000000e+00,0.000000000000000e+00,2.334664550571667e+00,1.000000000000000e-10,9.338658202286667e-01,1.005558723060816e+00,-4.198995541037037e+00,0.000000000000000e+00,2.970667529559922e-08,2.301253130643172e-02,-3.274689169035433e-05,8.400129956309982e+00,7.928042762358850e-21,
62,4.844550253940727e-03,1.197282395742617e-02,9.287176826697146e-01,0.000000000000000e+00,0.000000000000000e+00,2.335486820035682e+00,1.000000000000000e-10,9.341947280142724e-01,1.005897427654025e+00,-4.178112507030328e+00,0.000000000000000e+00,2.971435857163914e-08,2.138109012958811e-02,-2.562397293774171e-05,7.307712740988174e+00,7.922388475121136e-21,
63,8.660977829023099e-03,1.583432528109248e-02,9.321116024290625e-01,0.000000000000000e+00,0.000000000000000e+00,2.345822076368561e+00,1.000000000000000e-10,9.383288305474244e-01,1.006670046915155e+00,-3.915629806512737e+00,0.000000000000000e+00,2.973188017842442e-08,1.858201759122073e-02,-1.779718928562420e-05,6.276812310017033e+00,8.024637623059634e-21,
64,1.445220176983436e-02,2.018402699183120e-02,9.375396138822920e-01,0.000000000000000e+00,0.000000000000000e+00,2.359356025568312e+00,1.000000000000000e-10,9.437424102273247e-01,1.006616036542016e+00,-3.571910461757161e+00,0.000000000000000e+00,2.973065553411702e-08,1.497542561964047e-02,-1.083016348143144e-05,5.288667707927902e+00,8.214229423411657e-21,
65,2.280943840314228e-02,2.495170224324787e-02,9.436146991328638e-01,0.000000000000000e+00,0.000000000000000e+00,2.373907954260773e+00,1.000000000000000e-10,9.495631817043088e-01,1.006303931654426e+00,-3.202337669567700e+00,0.000000000000000e+00,2.972357816451193e-08,1.079801054376295e-02,-4.778246969280143e-06,4.277563563347044e+00,8.435296601133707e-21,
66,3.444508613354828e-02,3.006547322513315e-02,9.509534582391856e-01,0.000000000000000e+00,0.000000000000000e+00,2.390990170684629e+00,1.000000000000000e-10,9.563960682738513e-01,1.005723319041022e+00,-2.768503601660239e+00,0.000000000000000e+00,2.971040919748017e-08,7.691507891779701e-03,-1.035548744715441e-06,3.482238205203291e+00,8.712457371127270e-21,
67,5.022241269281980e-02,3.543266689313175e-02,9.580735840870928e-01,0.000000000000000e+00,0.000000000000000e+00,2.406878816352917e+00,1.000000000000000e-10,9.627515265411667e-01,1.004882654664288e+00,-2.364982441830688e+00,0.000000000000000e+00,2.969133538516267e-08,6.283458529708168e-03,6.419719591828426e-07,3.064815147951559e+00,8.993712515723237e-21,
68,7.115831019507564e-02,4.091264364582575e-02,9.643893208137762e-01,0.000000000000000e+00,0.000000000000000e+00,2.420086136027146e+00,1.000000000000000e-10,9.680344544108582e-01,1.003779732436280e+00,-2.029558450104241e+00,0.000000000000000e+00,2.966629941240242e-08,5.199968581640084e-03,1.567247560662980e-06,2.734603631124382e+00,9.256645397454054e-21,
69,9.838551560707631e-02,4.628967359536866e-02,9.699191696983374e-01,0.000000000000000e+00,0.000000000000000e+00,2.431355594051781e+00,1.000000000000000e-10,9.725422376207120e-01,1.002704419094212e+00,-1.743349992335747e+00,0.000000000000000e+00,2.964187724457284e-08,4.283552100726141e-03,1.931201156722567e-06,2.447495429252705e+00,9.494220309099689e-21,
70,1.330574640426540e-01,5.125402534032247e-02,9.746510585094615e-01,0.000000000000000e+00,0.000000000000000e+00,2.441078367363291e+00,1.000000000000000e-10,9.764313469453161e-01,1.001826590573428e+00,-1.496422416170408e+00,0.000000000000000e+00,2.962193082820385e-08,3.500598016037489e-03,1.901304574545650e-06,2.190407931862004e+00,9.700404083413962e-21,
71,1.761797307835840e-01,5.540399685055070e-02,9.786112032158054e-01,0.000000000000000e+00,0.000000000000000e+00,2.449621616207300e+00,1.000000000000000e-10,9.798486464829199e-01,1.001264489168986e+00,-1.279451016957466e+00,0.000000000000000e+00,2.960915403587941e-08,2.891060856305143e-03,1.664413984226518e-06,1.976267429359771e+00,9.871760655339972e-21,
72,2.283665749934740e-01,5.828472232071416e-02,9.819403094410623e-01,0.000000000000000e+00,0.000000000000000e+00,2.457413253863432e+00,1.000000000000000e-10,9.829653015453724e-01,1.001043843596658e+00,-1.081568155849370e+00,0.000000000000000e+00,2.960413771826617e-08,2.480732928334933e-03,1.344824794036050e-06,1.821303505716270e+00,1.001183127687616e-20,
73,2.895540445275380e-01,5.947265120550563e-02,9.846602548039392e-01,0.000000000000000e+00,0.000000000000000e+00,2.464223160002686e+00,1.000000000000000e-10,9.856892640010740e-01,1.001045039842032e+00,-9.086181586619664e-01,0.000000000000000e+00,2.960416491603356e-08,2.173750459696130e-03,1.003416259870535e-06,1.698936873332109e+00,1.012316062836158e-20,
74,3.587469844150750e-01,5.869148183357661e-02,9.869796364974476e-01,0.000000000000000e+00,0.000000000000000e+00,2.470466387694751e+00,1.000000000000000e-10,9.881865550779001e-01,1.001222840407058e+00,-7.500599950539626e-01,0.000000000000000e+00,2.960820720371353e-08,1.913408140561874e-03,6.765325949781269e-07,1.590534493473974e+00,1.021466145969444e-20,
