"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
27	8.170099854470000e-01	-2.376642068849115e-02	-1.716187579544433e-03	9.915313488184088e-01	1.146974250357645e-01	-1.716187579544433e-03	0.000000000000000e+00	-3.432375159088868e-03	9.976339141323050e-02	
28	8.046399950980000e-01	-2.518763605296113e-02	-5.431254195453327e-03	9.954471850247132e-01	1.133939130580374e-01	-5.431254195453327e-03	0.000000000000000e+00	-1.086250839090666e-02	1.001373633686119e-01	
29	7.919700145720000e-01	-2.662062628442961e-02	-9.064424217453270e-03	9.992663422901675e-01	1.120290254862409e-01	-9.064424217453270e-03	0.000000000000000e+00	-1.812884843490655e-02	1.005013504027453e-01	
30	7.790099978450000e-01	-2.806276676215449e-02	-1.262588799542270e-02	1.002998580977648e+00	1.106055789888207e-01	-1.262588799542270e-02	0.000000000000000e+00	-2.525177599084541e-02	1.008563763149248e-01	
31	7.657799720760000e-01	-2.951033727360171e-02	-1.611989005301753e-02	1.006650193510777e+00	1.091203923519952e-01	-1.611989005301753e-02	0.000000000000000e+00	-3.223978010603507e-02	1.012030550244100e-01	
32	7.522799968720000e-01	-3.096181144522562e-02	-1.955671462113709e-02	1.010233673266071e+00	1.075742823375924e-01	-1.955671462113709e-02	0.000000000000000e+00	-3.911342924227420e-02	1.015426625198782e-01	
33	7.385200262070000e-01	-3.241453277608040e-02	-2.294667742593793e-02	1.013757885407268e+00	1.059644639301872e-01	-2.294667742593793e-02	0.000000000000000e+00	-4.589335485187588e-02	1.018760777279688e-01	
34	7.245299816130000e-01	-3.386376679305321e-02	-2.629125104954097e-02	1.017225613519598e+00	1.042860243939446e-01	-2.629125104954097e-02	0.000000000000000e+00	-5.258250209908195e-02	1.022035567644032e-01	
35	7.103199958800001e-01	-3.530689307158652e-02	-2.959458001858040e-02	1.020643048516829e+00	1.025365537844949e-01	-2.959458001858040e-02	0.000000000000000e+00	-5.918916003716082e-02	1.025257245223513e-01	
36	6.958900094030001e-01	-3.674225211597043e-02	-3.286833738936423e-02	1.024019805881298e+00	1.007126785858425e-01	-3.286833738936423e-02	0.000000000000000e+00	-6.573667477872848e-02	1.028435404831485e-01	
37	6.812700033190000e-01	-3.816515293304169e-02	-3.611238384477584e-02	1.027357560271386e+00	9.880665283105343e-02	-3.611238384477584e-02	0.000000000000000e+00	-7.222476768955172e-02	1.031571368799827e-01	
38	6.664699912070000e-01	-3.957289370556494e-02	-3.933126605293410e-02	1.030661358652246e+00	9.681429866975511e-02	-3.933126605293410e-02	0.000000000000000e+00	-7.866253210586824e-02	1.034670229012491e-01	
39	6.514999866490000e-01	-4.096270419333766e-02	-4.253051218891405e-02	1.033936427647700e+00	9.472900340086957e-02	-4.253051218891405e-02	0.000000000000000e+00	-8.506102437782814e-02	1.037737089728700e-01	
40	6.363800168040000e-01	-4.233084266562091e-02	-4.571234649525711e-02	1.037185118852421e+00	9.254318687784487e-02	-4.571234649525711e-02	0.000000000000000e+00	-9.142469299051426e-02	1.040774188717172e-01	
41	6.211299896240000e-01	-4.367359094194759e-02	-4.887728300012331e-02	1.040408331440728e+00	9.024900246853376e-02	-4.887728300012331e-02	0.000000000000000e+00	-9.775456600024666e-02	1.043782388165136e-01	
42	6.057599782940000e-01	-4.498807223669178e-02	-5.202698421858817e-02	1.043608649002572e+00	8.783854767607820e-02	-5.202698421858817e-02	0.000000000000000e+00	-1.040539684371764e-01	1.046764324592624e-01	
43	5.902799963950000e-01	-4.627132533375768e-02	-5.516452037895424e-02	1.046787703957986e+00	8.530230003754516e-02	-5.516452037895424e-02	0.000000000000000e+00	-1.103290407579085e-01	1.049721665907629e-01	
44	5.747100114820000e-01	-4.751950934859488e-02	-5.828652803964721e-02	1.049944064834863e+00	8.263026774294427e-02	-5.828652803964721e-02	0.000000000000000e+00	-1.165730560792945e-01	1.052653125374214e-01	
45	5.590599775310000e-01	-4.872955796694115e-02	-6.139628087763980e-02	1.053077623952421e+00	7.981329684075275e-02	-6.139628087763980e-02	0.000000000000000e+00	-1.227925617552797e-01	1.055558946569827e-01	
46	5.433599948880000e-01	-4.989683951066199e-02	-6.448416693146995e-02	1.056182620693841e+00	7.684002180536889e-02	-6.448416693146995e-02	0.000000000000000e+00	-1.289683338629400e-01	1.058433727571719e-01	
47	5.276100039480000e-01	-5.101897737545535e-02	-6.755479248011093e-02	1.059258347696834e+00	7.370097866020570e-02	-6.755479248011093e-02	0.000000000000000e+00	-1.351095849602219e-01	1.061277420649597e-01	
48	5.118399858470000e-01	-5.209138375948307e-02	-7.059660780637554e-02	1.062297758734831e+00	7.038313144655890e-02	-7.059660780637554e-02	0.000000000000000e+00	-1.411932156127511e-01	1.064083598357998e-01	
49	4.960500001910000e-01	-5.311153541819326e-02	-7.361204585867004e-02	1.065298161545147e+00	6.687625989371251e-02	-7.361204585867004e-02	0.000000000000000e+00	-1.472240917173401e-01	1.066850587506598e-01	
50	4.802699983120000e-01	-5.407492053959814e-02	-7.658964789563426e-02	1.068252126121660e+00	6.316784466491968e-02	-7.658964789563426e-02	0.000000000000000e+00	-1.531792957912686e-01	1.069572069720705e-01	
51	4.645099937920000e-01	-5.497835513414191e-02	-7.952225846515242e-02	1.071149837520709e+00	5.924654087104391e-02	-7.952225846515242e-02	0.000000000000000e+00	-1.590445169303049e-01	1.072239675861600e-01	
52	4.487800002100000e-01	-5.581859897363720e-02	-8.240633537985127e-02	1.073984816975359e+00	5.509941267082675e-02	-8.240633537985127e-02	0.000000000000000e+00	-1.648126707597026e-01	1.074848550704809e-01	
53	4.331099987030000e-01	-5.659141825851464e-02	-8.522444584430380e-02	1.076743016277961e+00	5.071436587590779e-02	-8.522444584430380e-02	0.000000000000000e+00	-1.704488916886077e-01	1.077386637003929e-01	
54	4.174999892710000e-01	-5.729416860686566e-02	-8.797091773578609e-02	1.079414421094025e+00	4.607878471032780e-02	-8.797091773578609e-02	0.000000000000000e+00	-1.759418354715723e-01	1.079846203630523e-01	
55	4.019699990750000e-01	-5.792324246601335e-02	-9.063238713663345e-02	1.081986158271566e+00	4.117951684111024e-02	-9.063238713663345e-02	0.000000000000000e+00	-1.812647742732670e-01	1.082217002661635e-01	
56	3.865399956700000e-01	-5.847520956655861e-02	-9.319614408090846e-02	1.084441511819487e+00	3.600531769099569e-02	-9.319614408090846e-02	0.000000000000000e+00	-1.863922881618170e-01	1.084485406673881e-01	
57	3.712300062180000e-01	-5.894684318665333e-02	-9.564250151946491e-02	1.086761780019915e+00	3.054347398619120e-02	-9.564250151946491e-02	0.000000000000000e+00	-1.912850030389299e-01	1.086636150274994e-01	
58	3.560400009160000e-01	-5.933561549045978e-02	-9.795988454212616e-02	1.088931098112879e+00	2.477979060316969e-02	-9.795988454212616e-02	0.000000000000000e+00	-1.959197690842524e-01	1.088657217448300e-01	
59	3.409900069240000e-01	-5.963847719943702e-02	-1.001340575066303e-01	1.090930766300035e+00	1.870142889346366e-02	-1.001340575066303e-01	0.000000000000000e+00	-2.002681150132608e-01	1.090534302635492e-01	
60	3.261100053790000e-01	-5.985254444802346e-02	-1.021384574961581e-01	1.092736753052142e+00	1.229922873614592e-02	-1.021384574961581e-01	0.000000000000000e+00	-2.042769149923163e-01	1.092248344603586e-01	
61	3.113999962810000e-01	-5.997565198183213e-02	-1.039559895747802e-01	1.094324612546557e+00	5.557648108973027e-03	-1.039559895747802e-01	0.000000000000000e+00	-2.079119791495606e-01	1.093780320055733e-01	
62	2.968699932100000e-01	-6.000550062925582e-02	-1.055703990475806e-01	1.095673340766757e+00	-1.538205152763058e-03	-1.055703990475806e-01	0.000000000000000e+00	-2.111407980951613e-01	1.095115333976562e-01	
63	2.825500071050000e-01	-5.994005483718394e-02	-1.069548585260072e-01	1.096753501326528e+00	-8.997236872893286e-03	-1.069548585260072e-01	0.000000000000000e+00	-2.139097170520144e-01	1.096230749226595e-01	
64	2.684499919410000e-01	-5.977765596976551e-02	-1.080807534197021e-01	1.097533677284326e+00	-1.683348412853712e-02	-1.080807534197021e-01	0.000000000000000e+00	-2.161615068394042e-01	1.097102660834833e-01	
65	2.545700073240000e-01	-5.951657836311273e-02	-1.089315563909402e-01	1.097982881290183e+00	-2.506645400819524e-02	-1.089315563909402e-01	0.000000000000000e+00	-2.178631127818805e-01	1.097708561499161e-01	
66	2.409400045870000e-01	-5.915585896897953e-02	-1.094725018688503e-01	1.098068184330449e+00	-3.370446787091871e-02	-1.094725018688503e-01	0.000000000000000e+00	-2.189450037377007e-01	1.098024758725868e-01	
67	2.275699973110000e-01	-5.869456802648413e-02	-1.096742424434986e-01	1.097747128141791e+00	-4.276384082527460e-02	-1.096742424434986e-01	0.000000000000000e+00	-2.193484848869973e-01	1.098019197500875e-01	
68	2.144699990750000e-01	-5.813197420944613e-02	-1.095089639963917e-01	1.096982261869579e+00	-5.226169606375154e-02	-1.095089639963917e-01	0.000000000000000e+00	-2.190179279927834e-01	1.097666075934553e-01	
69	2.016600072380000e-01	-5.746811193675738e-02	-1.089343702640370e-01	1.095723955341375e+00	-6.221333537885125e-02	-1.089343702640370e-01	0.000000000000000e+00	-2.178687405280740e-01	1.096928705366399e-01	
70	1.891400069000000e-01	-5.670228146432130e-02	-1.079193234209153e-01	1.093920289736082e+00	-7.264526689236711e-02	-1.079193234209153e-01	0.000000000000000e+00	-2.158386468418307e-01	1.095770335628857e-01	
71	1.769299954180000e-01	-5.583513598033686e-02	-1.064175132333456e-01	1.091514768650148e+00	-8.357453223214384e-02	-1.064175132333456e-01	0.000000000000000e+00	-2.128350264666913e-01	1.094151044268592e-01	
72	1.650400012730000e-01	-5.486709202536137e-02	-1.043874638375450e-01	1.088443195232139e+00	-9.502599138394560e-02	-1.043874638375450e-01	0.000000000000000e+00	-2.087749276750901e-01	1.092025910082211e-01	
73	1.534900069240000e-01	-5.379977779145956e-02	-1.017776833662217e-01	1.084636017253914e+00	-1.070177974811519e-01	-1.017776833662217e-01	0.000000000000000e+00	-2.035553667324434e-01	1.089346651872795e-01	
74	1.422899961470000e-01	-5.263443049277360e-02	-9.852646067093916e-02	1.080005891588524e+00	-1.195805457051002e-01	-9.852646067093916e-02	0.000000000000000e+00	-1.970529213418784e-01	1.086051372251179e-01	
75	1.314399987460000e-01	-5.137133628795417e-02	-9.456373458079526e-02	1.074443915694620e+00	-1.327584166228172e-01	-9.456373458079526e-02	0.000000000000000e+00	-1.891274691615906e-01	1.082062248107830e-01	
76	1.209499984980000e-01	-5.001187382363489e-02	-8.982433550130242e-02	1.067835812577565e+00	-1.465901511820563e-01	-8.982433550130242e-02	0.000000000000000e+00	-1.796486710026049e-01	1.077300645069457e-01	
77	1.108499988910000e-01	-4.856066993422563e-02	-8.420358002656612e-02	1.060056442069657e+00	-1.610885099479157e-01	-8.420358002656612e-02	0.000000000000000e+00	-1.684071600531323e-01	1.071679145651155e-01	
78	1.011300012470000e-01	-4.701715290498424e-02	-7.760499491012279e-02	1.050918015270192e+00	-1.763231344873530e-01	-7.760499491012279e-02	0.000000000000000e+00	-1.552099898202456e-01	1.065063370377218e-01	
79	9.181000292300000e-02	-4.538527151431038e-02	-6.990327826214490e-02	1.040241224633453e+00	-1.923236027593632e-01	-6.990327826214490e-02	0.000000000000000e+00	-1.398065565242899e-01	1.057330788051504e-01	
80	8.290000259900000e-02	-4.366791468532204e-02	-6.094345501802623e-02	1.027774942005845e+00	-2.091323374801216e-01	-6.094345501802623e-02	0.000000000000000e+00	-1.218869100360525e-01	1.048301152397468e-01	
81	7.440000027400000e-02	-4.186607976498817e-02	-5.055192119817229e-02	1.013211573461293e+00	-2.268082986609748e-01	-5.055192119817229e-02	0.000000000000000e+00	-1.011038423963446e-01	1.037757101355820e-01	
82	6.633000075800000e-02	-3.998513962421356e-02	-3.850697678050079e-02	9.962121995299141e-01	-2.453582347296309e-01	-3.850697678050079e-02	0.000000000000000e+00	-7.701395356100160e-02	1.025458643516724e-01	
83	5.869000032500000e-02	-3.802635805630503e-02	-2.452949913567991e-02	9.762954820929159e-01	-2.648155688298633e-01	-2.452949913567991e-02	0.000000000000000e+00	-4.905899827135984e-02	1.011056936105484e-01	
84	5.149000138000000e-02	-3.599337852580232e-02	-8.299131487086372e-03	9.529202106225568e-01	-2.851423403247029e-01	-8.299131487086372e-03	0.000000000000000e+00	-1.659826297417275e-02	9.941597763697442e-02	
85	4.473999887700000e-02	-3.389028465845557e-02	1.059239769029195e-02	9.253809350176754e-01	-3.062336755904562e-01	1.059239769029195e-02	0.000000000000000e+00	2.118479538058390e-02	9.742379420970032e-02	
86	3.844000026600000e-02	-3.171811260404538e-02	3.264923300357021e-02	8.927557731409578e-01	-3.279223546351249e-01	3.264923300357021e-02	0.000000000000000e+00	6.529846600714045e-02	9.505908987228603e-02	
87	3.260000050100000e-02	-2.948109446637338e-02	5.848977242891656e-02	8.539546756074904e-01	-3.497997429949778e-01	5.848977242891656e-02	0.000000000000000e+00	1.169795448578332e-01	9.223500337253887e-02	
88	2.723000012300000e-02	-2.718419978786347e-02	8.883951794092186e-02	8.076451019314504e-01	-3.711199441966896e-01	8.883951794092186e-02	0.000000000000000e+00	1.776790358818438e-01	8.883775021969603e-02	
89	2.232000045500000e-02	-2.482329437156798e-02	1.245811771500917e-01	7.519792929061363e-01	-3.907554950133074e-01	1.245811771500917e-01	0.000000000000000e+00	2.491623543001835e-01	8.470123914865081e-02	
90	1.789999939500000e-02	-2.241364555514381e-02	1.665207802324422e-01	6.853896501380207e-01	-4.065212208338924e-01	1.665207802324422e-01	0.000000000000000e+00	3.330415604648846e-01	7.964738431807751e-02	
91	1.394999958600000e-02	-1.994492353858276e-02	2.155985147087373e-01	6.055010698693842e-01	-4.151788056486695e-01	2.155985147087373e-01	0.000000000000000e+00	4.311970294174748e-01	7.337949670547296e-02	
92	1.049000024800000e-02	-1.742916196961543e-02	2.719815637158306e-01	5.110639298262855e-01	-4.113676905835330e-01	2.719815637158306e-01	0.000000000000000e+00	5.439631274316614e-01	6.557214206671444e-02	
93	7.519999985000000e-03	-1.486756313872443e-02	3.347000054229133e-01	4.020205719804583e-01	-3.872314631540784e-01	3.347000054229133e-01	0.000000000000000e+00	6.694000108458270e-01	5.578986117227859e-02	
94	5.040000193000000e-03	-1.226032473458219e-02	3.999298581508618e-01	2.815574262570453e-01	-3.322104757301922e-01	3.999298581508618e-01	0.000000000000000e+00	7.998597163017239e-01	4.352526868544388e-02	
95	3.049999941000000e-03	-9.605565346412577e-03	4.592425503854722e-01	1.588345482166241e-01	-2.348504088106490e-01	4.592425503854722e-01	0.000000000000000e+00	9.184851007709449e-01	2.833745144435139e-02	
96	1.560000004000000e-03	-6.917517506923035e-03	4.984650211206798e-01	5.197494361291508e-02	-8.766308018666445e-02	4.984650211206798e-01	0.000000000000000e+00	9.969300422413599e-01	1.018607560071006e-02	
97	5.600000150000000e-04	-4.173159738460802e-03	4.985567286791157e-01	-1.530252630047486e-02	1.059213207533561e-01	4.985567286791157e-01	0.000000000000000e+00	9.971134573582319e-01	1.069663863249127e-02	
98	5.999999800000000e-05	-1.375329724321098e-03	4.520835365458600e-01	-1.016921337074840e-02	3.391298046845729e-01	4.520835365458600e-01	0.000000000000000e+00	9.041670730917205e-01	3.391091139095991e-02	
99	0.000000000000000e+00	0.000000000000000e+00	3.940830799292770e-01	9.964894849196715e-03	4.629654740296249e-01	3.940830799292770e-01	0.000000000000000e+00	7.881661598585544e-01	4.628364133591864e-02	
100	5.999999800000000e-05	1.375329724321098e-03	3.299503814073487e-01	3.924016062231423e-02	5.664768594444429e-01	3.299503814073487e-01	0.000000000000000e+00	6.599007628146978e-01	5.675445794915740e-02	
101	5.600000150000000e-04	4.173159738460802e-03	2.115529842825448e-01	1.906855317527701e-01	7.268695888836031e-01	2.115529842825448e-01	0.000000000000000e+00	4.231059685650899e-01	7.510820343616381e-02	
102	1.560000004000000e-03	6.917517506923035e-03	6.091589253229832e-02	3.676564252967736e-01	8.365088051401642e-01	6.091589253229832e-02	0.000000000000000e+00	1.218317850645967e-01	9.132723487823401e-02	
103	3.049999941000000e-03	9.605565346412577e-03	-7.524618438446801e-02	5.470149698962196e-01	8.803062119857554e-01	-7.524618438446801e-02	0.000000000000000e+00	-1.504923687689361e-01	1.035890178777423e-01	
104	5.040000193000000e-03	1.226032473458219e-02	-1.830787268339992e-01	7.100211435134595e-01	8.723910655392324e-01	-1.830787268339992e-01	0.000000000000000e+00	-3.661574536679986e-01	1.124235450916487e-01	
105	7.519999985000000e-03	1.486756313872443e-02	-2.608395796748879e-01	8.456281459254426e-01	8.321868719727937e-01	-2.608395796748879e-01	0.000000000000000e+00	-5.216791593497760e-01	1.185827049550103e-01	
106	1.049000024800000e-02	1.742916196961543e-02	-3.135443995818153e-01	9.527589331197405e-01	7.758131298381388e-01	-3.135443995818153e-01	0.000000000000000e+00	-6.270887991636310e-01	1.228045339395409e-01	
107	1.394999958600000e-02	1.994492353858276e-02	-3.475629224054000e-01	1.035037433667864e+00	7.139340363163919e-01	-3.475629224054000e-01	0.000000000000000e+00	-6.951258448108003e-01	1.256738334038077e-01	
108	1.789999939500000e-02	2.241364555514381e-02	-3.685303612780170e-01	1.097202007953571e+00	6.525924500407094e-01	-3.685303612780170e-01	0.000000000000000e+00	-7.370607225560343e-01	1.275957045655088e-01	
109	2.232000045500000e-02	2.482329437156798e-02	-3.805957466884349e-01	1.143715827205735e+00	5.947265375711608e-01	-3.805957466884349e-01	0.000000000000000e+00	-7.611914933768702e-01	1.288444826853262e-01	
110	2.723000012300000e-02	2.718419978786347e-02	-3.865021682040553e-01	1.178529228366499e+00	5.413654586137311e-01	-3.865021682040553e-01	0.000000000000000e+00	-7.730043364081108e-01	1.296260619518880e-01	
111	3.260000050100000e-02	2.948109446637338e-02	-3.884479805188277e-01	1.204448229345987e+00	4.928342646453997e-01	-3.884479805188277e-01	0.000000000000000e+00	-7.768959610376557e-01	1.300712586746409e-01	
112	3.844000026600000e-02	3.171811260404538e-02	-3.875487864257395e-01	1.223713859335100e+00	4.488301953994435e-01	-3.875487864257395e-01	0.000000000000000e+00	-7.750975728514794e-01	1.302762751325739e-01	
113	4.473999887700000e-02	3.389028465845557e-02	-3.848059039463303e-01	1.237960302503657e+00	4.089928839481703e-01	-3.848059039463303e-01	0.000000000000000e+00	-7.696118078926609e-01	1.303106521812355e-01	
114	5.149000138000000e-02	3.599337852580232e-02	-3.808132475142934e-01	1.248374136534307e+00	3.728775233725740e-01	-3.808132475142934e-01	0.000000000000000e+00	-7.616264950285870e-01	1.302207257890781e-01	
115	5.869000032500000e-02	3.802635805630503e-02	-3.759419680110591e-01	1.255831073447816e+00	3.400056155372718e-01	-3.759419680110591e-01	0.000000000000000e+00	-7.518839360221184e-01	1.300380125412191e-01	
116	6.633000075800000e-02	3.998513962421356e-02	-3.704913506160168e-01	1.260992438168836e+00	3.099975845669957e-01	-3.704913506160168e-01	0.000000000000000e+00	-7.409827012320340e-01	1.297875204187960e-01	
117	7.440000027400000e-02	4.186607976498817e-02	-3.646428724163861e-01	1.264336568109387e+00	2.824969223049948e-01	-3.646428724163861e-01	0.000000000000000e+00	-7.292857448327725e-01	1.294850991716926e-01	
118	8.290000259900000e-02	4.366791468532204e-02	-3.585054563472437e-01	1.266238686505488e+00	2.571865828996474e-01	-3.585054563472437e-01	0.000000000000000e+00	-7.170109126944878e-01	1.291434085530078e-01	
119	9.181000292300000e-02	4.538527151431038e-02	-3.521997161908205e-01	1.266974664246910e+00	2.338181595670849e-01	-3.521997161908205e-01	0.000000000000000e+00	-7.043994323816414e-01	1.287711995622231e-01	
120	1.011300012470000e-01	4.701715290498424e-02	-3.457418200413636e-01	1.266747684705256e+00	2.121535859366804e-01	-3.457418200413636e-01	0.000000000000000e+00	-6.914836400827276e-01	1.283735072841997e-01	
121	1.108499988910000e-01	4.856066993422563e-02	-3.391893818374521e-01	1.265734289458874e+00	1.920077814674312e-01	-3.391893818374521e-01	0.000000000000000e+00	-6.783787636749045e-01	1.279561683480594e-01	
122	1.209499984980000e-01	5.001187382363489e-02	-3.325779841187396e-01	1.264052890555565e+00	1.732199234216369e-01	-3.325779841187396e-01	0.000000000000000e+00	-6.651559682374795e-01	1.275215281803818e-01	
123	1.314399987460000e-01	5.137133628795417e-02	-3.258819706203245e-01	1.261800700435462e+00	1.556404824111630e-01	-3.258819706203245e-01	0.000000000000000e+00	-6.517639412406494e-01	1.270714693690063e-01	
124	1.422899961470000e-01	5.263443049277360e-02	-3.191654524102288e-01	1.259076292685541e+00	1.391692330476075e-01	-3.191654524102288e-01	0.000000000000000e+00	-6.383309048204580e-01	1.266097947660580e-01	
125	1.534900069240000e-01	5.379977779145956e-02	-3.124095676281739e-01	1.255931191061072e+00	1.237034739643465e-01	-3.124095676281739e-01	0.000000000000000e+00	-6.248191352563480e-01	1.261364638500107e-01	
126	1.650400012730000e-01	5.486709202536137e-02	-3.056116710599710e-01	1.252418206295560e+00	1.091482643394389e-01	-3.056116710599710e-01	0.000000000000000e+00	-6.112233421199422e-01	1.256523855935350e-01	
127	1.769299954180000e-01	5.583513598033686e-02	-2.987845329711435e-01	1.248589784312537e+00	9.543029679567609e-02	-2.987845329711435e-01	0.000000000000000e+00	-5.975690659422872e-01	1.251592392447591e-01	
128	1.891400069000000e-01	5.670228146432130e-02	-2.919388841096048e-01	1.244483259253052e+00	8.249120567400332e-02	-2.919388841096048e-01	0.000000000000000e+00	-5.838777682192099e-01	1.246577836162961e-01	
129	2.016600072380000e-01	5.746811193675738e-02	-2.850696818035766e-01	1.240133463553330e+00	7.027714020190305e-02	-2.850696818035766e-01	0.000000000000000e+00	-5.701393636071533e-01	1.241489321071228e-01	
130	2.144699990750000e-01	5.813197420944613e-02	-2.781917081433466e-01	1.235567282546972e+00	5.874108992831899e-02	-2.781917081433466e-01	0.000000000000000e+00	-5.563834162866935e-01	1.236331641606492e-01	
