"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Grid_Velocity_x","Grid_Velocity_y"
5595, 2.049750216674750e-01, -7.074412790784000e-03, 1.507546410252001e+00, 0.000000000000000e+00, -2.261319612166453e+02, 3.237609758308487e+05, 1.000000000000000e-10, 2.344426992886412e+11, 0.000000000000000e+00, -1.500000000000000e+02
5596, 2.053378981174200e-01, -7.097778653348000e-03, 1.505190354809125e+00, 9.956069242668553e-01, -2.258577529003670e+02, 3.232300452674101e+05, 1.220708230214178e-05, 2.638505596611256e+10, 0.000000000000000e+00, -1.500000000000000e+02
5597, 2.053378822549090e-01, -7.097978023307000e-03, 1.505189022624819e+00, 0.000000000000000e+00, -2.257783530662348e+02, 3.232177640819772e+05, 1.000000000000000e-10, 2.347877868062704e+11, 0.000000000000000e+00, -1.500000000000000e+02
5598, 2.056993036464440e-01, -7.131829305456000e-03, 1.503272022880606e+00, 9.346426452593602e-01, -2.255879242972805e+02, 3.228127526575708e+05, 1.323500930186498e-05, 2.641812944639912e+10, 0.000000000000000e+00, -1.500000000000000e+02
5599, 2.056992829697380e-01, -7.132028233769000e-03, 1.503270911164900e+00, 0.000000000000000e+00, -2.254906362973036e+02, 3.227978392625167e+05, 1.000000000000000e-10, 2.350825460253095e+11, 0.000000000000000e+00, -1.500000000000000e+02
5600, 2.060583019047970e-01, -7.172641344434000e-03, 1.501897864690437e+00, 8.983134440516914e-01, -2.253919573081174e+02, 3.224975789137002e+05, 1.426643357328467e-05, 2.644086440400529e+10, 0.000000000000000e+00, -1.500000000000000e+02
5601, 2.060582781848100e-01, -7.172839932858000e-03, 1.501896863137475e+00, 0.000000000000000e+00, -2.252845290688516e+02, 3.224811729458358e+05, 1.000000000000000e-10, 2.352846307780379e+11, 0.000000000000000e+00, -1.500000000000000e+02
5602, 2.064139622949500e-01, -7.217173789960000e-03, 1.500606110086711e+00, 8.768271157884412e-01, -2.252046001488935e+02, 3.222310006350950e+05, 1.503556684998075e-05, 2.646426956131733e+10, 0.000000000000000e+00, -1.500000000000000e+02
5603, 2.064139365780310e-01, -7.217372129669000e-03, 1.500605175244272e+00, 0.000000000000000e+00, -2.250907758105836e+02, 3.222136500016580e+05, 1.000000000000000e-10, 2.354930690772230e+11, 0.000000000000000e+00, -1.500000000000000e+02
5604, 2.067668193134380e-01, -7.264497706953000e-03, 1.499443016770094e+00, 8.558876076934523e-01, -2.250344000474912e+02, 3.219637237475154e+05, 1.564213100019685e-05, 2.648356819253534e+10, 0.000000000000000e+00, -1.500000000000000e+02
5605, 2.067667920084070e-01, -7.264695834274000e-03, 1.499442105245853e+00, 0.000000000000000e+00, -2.249163152639746e+02, 3.219457450995324e+05, 1.000000000000000e-10, 2.356647837396262e+11, 0.000000000000000e+00, -1.500000000000000e+02
5606, 2.071179719287500e-01, -7.314192279432000e-03, 1.498532020210714e+00, 8.329048275863434e-01, -2.249000876158154e+02, 3.217685459095872e+05, 1.617022009352875e-05, 2.649968047942931e+10, 0.000000000000000e+00, -1.500000000000000e+02
5607, 2.071179433422110e-01, -7.314390225914000e-03, 1.498531147129669e+00, 0.000000000000000e+00, -2.247796714479651e+02, 3.217502293848339e+05, 1.000000000000000e-10, 2.358080912140904e+11, 0.000000000000000e+00, -1.500000000000000e+02
5608, 2.074677136882680e-01, -7.365714457116000e-03, 1.497884872573131e+00, 8.108320079294202e-01, -2.248039564163612e+02, 3.216287562678210e+05, 1.661527464875801e-05, 2.651106784215904e+10, 0.000000000000000e+00, -1.500000000000000e+02
5609, 2.074676841143900e-01, -7.365912258496000e-03, 1.497884044937789e+00, 0.000000000000000e+00, -2.246826060298042e+02, 3.216103123400956e+05, 1.000000000000000e-10, 2.359093710842262e+11, 0.000000000000000e+00, -1.500000000000000e+02
5610, 2.078154984740420e-01, -7.418477754852000e-03, 1.497484532147386e+00, 7.946624289645786e-01, -2.247444389168106e+02, 3.215648105187663e+05, 1.653261344369913e-05, 2.651965059165065e+10, 0.000000000000000e+00, -1.500000000000000e+02
5611, 2.078154681847490e-01, -7.418675447944000e-03, 1.497483731019022e+00, 0.000000000000000e+00, -2.246225587836309e+02, 3.215462953838772e+05, 1.000000000000000e-10, 2.359856922042216e+11, 0.000000000000000e+00, -1.500000000000000e+02
5612, 2.081624947165750e-01, -7.472163488208000e-03, 1.497258008276958e+00, 7.765945950216582e-01, -2.247093235862226e+02, 3.215222183566716e+05, 1.589742455635118e-05, 2.652409460639558e+10, 0.000000000000000e+00, -1.500000000000000e+02
5613, 2.081624640191520e-01, -7.472361118338000e-03, 1.497257172227047e+00, 0.000000000000000e+00, -2.245885747509084e+02, 3.215038732983524e+05, 1.000000000000000e-10, 2.360251628425186e+11, 0.000000000000000e+00, -1.500000000000000e+02
5614, 2.085083999161620e-01, -7.526103876719000e-03, 1.497359162459393e+00, 7.199179500059707e-01, -2.247157162626792e+02, 3.215295175651315e+05, 1.565602721782242e-05, 2.652142782255011e+10, 0.000000000000000e+00, -1.500000000000000e+02
5615, 2.085083692141050e-01, -7.526301506129000e-03, 1.497358397911700e+00, 0.000000000000000e+00, -2.246037583555918e+02, 3.215125191924048e+05, 1.000000000000000e-10, 2.360013734441260e+11, 0.000000000000000e+00, -1.500000000000000e+02
5616, 2.088536251228340e-01, -7.579532179536000e-03, 1.497520336583676e+00, 7.034678472091391e-01, -2.247358998462381e+02, 3.215511461304944e+05, 1.546171124413947e-05, 2.651776341589790e+10, 0.000000000000000e+00, -1.500000000000000e+02
5617, 2.088535948169920e-01, -7.579729870092000e-03, 1.497519634881319e+00, 0.000000000000000e+00, -2.246279435232269e+02, 3.215347625814623e+05, 1.000000000000000e-10, 2.359688889530703e+11, 0.000000000000000e+00, -1.500000000000000e+02
5618, 2.091976922836570e-01, -7.631773893469000e-03, 1.497683457592407e+00, 6.935611679315762e-01, -2.247564686433010e+02, 3.215827135821797e+05, 1.523489209795486e-05, 2.651470900111361e+10, 0.000000000000000e+00, -1.500000000000000e+02
5619, 2.091976626429030e-01, -7.631971684838000e-03, 1.497682758783301e+00, 0.000000000000000e+00, -2.246524117699692e+02, 3.215669193583625e+05, 1.000000000000000e-10, 2.359418545158756e+11, 0.000000000000000e+00, -1.500000000000000e+02
5620, 2.095393715918420e-01, -7.682302355660000e-03, 1.497831778195865e+00, 6.859597060207305e-01, -2.247747187115908e+02, 3.216111933859690e+05, 1.512871944404440e-05, 2.651191017798301e+10, 0.000000000000000e+00, -1.500000000000000e+02
5621, 2.095393427567120e-01, -7.682500266082000e-03, 1.497831064442979e+00, 0.000000000000000e+00, -2.246746572498176e+02, 3.215960000917239e+05, 1.000000000000000e-10, 2.359170228336862e+11, 0.000000000000000e+00, -1.500000000000000e+02
5622, 2.098818079103530e-01, -7.731446905067000e-03, 1.497950762410167e+00, 6.778819105220417e-01, -2.247884348760598e+02, 3.216329500677365e+05, 1.500102155573548e-05, 2.650958978192086e+10, 0.000000000000000e+00, -1.500000000000000e+02
5623, 2.098817799199380e-01, -7.731644936723000e-03, 1.497950023329571e+00, 0.000000000000000e+00, -2.246925006376896e+02, 3.216183763210578e+05, 1.000000000000000e-10, 2.358963638897793e+11, 0.000000000000000e+00, -1.500000000000000e+02
5624, 2.102262419986680e-01, -7.779382883167000e-03, 1.498095601839123e+00, 6.681122190776060e-01, -2.248058310858761e+02, 3.216629538632464e+05, 1.483551609865730e-05, 2.650700357026473e+10, 0.000000000000000e+00, -1.500000000000000e+02
5625, 2.102262148682760e-01, -7.779581034477000e-03, 1.498094837650283e+00, 0.000000000000000e+00, -2.247142223099416e+02, 3.216490297868724e+05, 1.000000000000000e-10, 2.358733848172344e+11, 0.000000000000000e+00, -1.500000000000000e+02
5626, 2.105696488977830e-01, -7.825627193636000e-03, 1.498299323733198e+00, 6.573331526329316e-01, -2.248318324830091e+02, 3.217077409477113e+05, 1.461418982239420e-05, 2.650353099925711e+10, 0.000000000000000e+00, -1.500000000000000e+02
5627, 2.105696226808950e-01, -7.825825467877001e-03, 1.498298544516577e+00, 0.000000000000000e+00, -2.247447779454642e+02, 3.216945020825667e+05, 1.000000000000000e-10, 2.358425607887122e+11, 0.000000000000000e+00, -1.500000000000000e+02
5628, 2.109112502230840e-01, -7.869963289610000e-03, 1.498566832906611e+00, 6.462458561493790e-01, -2.248672102177677e+02, 3.217675480942102e+05, 1.434176500588678e-05, 2.649902626241153e+10, 0.000000000000000e+00, -1.500000000000000e+02
5629, 2.109112249970630e-01, -7.870161692351999e-03, 1.498566037915223e+00, 0.000000000000000e+00, -2.247849015369647e+02, 3.217550233142569e+05, 1.000000000000000e-10, 2.358025669048456e+11, 0.000000000000000e+00, -1.500000000000000e+02
5630, 2.112516990481920e-01, -7.912350462161001e-03, 1.498883479030173e+00, 6.353021520523829e-01, -2.249097959986149e+02, 3.218387116050582e+05, 1.402841075974876e-05, 2.649371616359111e+10, 0.000000000000000e+00, -1.500000000000000e+02
5631, 2.112516749040490e-01, -7.912548999463000e-03, 1.498882664797173e+00, 0.000000000000000e+00, -2.248323951142784e+02, 3.218269248342944e+05, 1.000000000000000e-10, 2.357554421229703e+11, 0.000000000000000e+00, -1.500000000000000e+02
5632, 2.115927883483790e-01, -7.952844047532000e-03, 1.499238654378406e+00, 6.241341051641518e-01, -2.249579404211922e+02, 3.219187444965271e+05, 1.368041720208957e-05, 2.648777285185254e+10, 0.000000000000000e+00, -1.500000000000000e+02
5633, 2.115927653883870e-01, -7.953042725258000e-03, 1.499237817833284e+00, 0.000000000000000e+00, -2.248856675795244e+02, 3.219077284974405e+05, 1.000000000000000e-10, 2.357027028837578e+11, 0.000000000000000e+00, -1.500000000000000e+02
5634, 2.119349715835720e-01, -7.991309492327001e-03, 1.499636561707375e+00, 6.128541731467938e-01, -2.250123089623664e+02, 3.220087614065773e+05, 1.331153156853862e-05, 2.648113547461156e+10, 0.000000000000000e+00, -1.500000000000000e+02
5635, 2.119349499105470e-01, -7.991508314559000e-03, 1.499635701292050e+00, 0.000000000000000e+00, -2.249453495834905e+02, 3.219985438748609e+05, 1.000000000000000e-10, 2.356437954249991e+11, 0.000000000000000e+00, -1.500000000000000e+02
5636, 2.122773660730610e-01, -8.027467982752000e-03, 1.500065675759268e+00, 6.018480141913632e-01, -2.250712359563157e+02, 3.221059219022901e+05, 1.293608044493442e-05, 2.647398294871520e+10, 0.000000000000000e+00, -1.500000000000000e+02
5637, 2.122773457866560e-01, -8.027666951246000e-03, 1.500064789011815e+00, 0.000000000000000e+00, -2.250097121991620e+02, 3.220965208388583e+05, 1.000000000000000e-10, 2.355803122216872e+11, 0.000000000000000e+00, -1.500000000000000e+02
5638, 2.126198192917350e-01, -8.061135814098000e-03, 1.500521267363465e+00, 5.911408967844841e-01, -2.251340372706122e+02, 3.222092656065442e+05, 1.256042142017042e-05, 2.646640242494242e+10, 0.000000000000000e+00, -1.500000000000000e+02
5639, 2.126198004885910e-01, -8.061334928241000e-03, 1.500520351499486e+00, 0.000000000000000e+00, -2.250780460071325e+02, 3.222006951489816e+05, 1.000000000000000e-10, 2.355130263922903e+11, 0.000000000000000e+00, -1.500000000000000e+02
5640, 2.129623608351630e-01, -8.092155398564000e-03, 1.500995576464049e+00, 5.806342912505186e-01, -2.251995600645701e+02, 3.223170301542866e+05, 1.218789166524039e-05, 2.645852534234760e+10, 0.000000000000000e+00, -1.500000000000000e+02
5641, 2.129623436086860e-01, -8.092354655304000e-03, 1.500994628512006e+00, 0.000000000000000e+00, -2.251491869708915e+02, 3.223093027403019e+05, 1.000000000000000e-10, 2.354431064546525e+11, 0.000000000000000e+00, -1.500000000000000e+02
5642, 2.133048553238350e-01, -8.120360876580000e-03, 1.501491965324529e+00, 5.700467524046958e-01, -2.252682964929660e+02, 3.224301592757332e+05, 1.182490204863302e-05, 2.645031001682616e+10, 0.000000000000000e+00, -1.500000000000000e+02
5643, 2.133048397678880e-01, -8.120560270694001e-03, 1.501490985033270e+00, 0.000000000000000e+00, -2.252236398456526e+02, 3.224232896262927e+05, 1.000000000000000e-10, 2.353701925782300e+11, 0.000000000000000e+00, -1.500000000000000e+02
5644, 2.136468542703200e-01, -8.145560040783000e-03, 1.502014489023898e+00, 5.603765937284558e-01, -2.253408992550428e+02, 3.225499621911753e+05, 1.146890241348570e-05, 2.644172262651902e+10, 0.000000000000000e+00, -1.500000000000000e+02
5645, 2.136468404940150e-01, -8.145759565752000e-03, 1.502013472653239e+00, 0.000000000000000e+00, -2.253020123735990e+02, 3.225439576556283e+05, 1.000000000000000e-10, 2.352940451415546e+11, 0.000000000000000e+00, -1.500000000000000e+02
5646, 2.139877989595980e-01, -8.167520969606001e-03, 1.502533937890855e+00, 5.500691975408646e-01, -2.254128310732266e+02, 3.226689234966963e+05, 1.113107519704080e-05, 2.643319039070988e+10, 0.000000000000000e+00, -1.500000000000000e+02
5647, 2.139877870887500e-01, -8.167720617003001e-03, 1.502532887643155e+00, 0.000000000000000e+00, -2.253799239914260e+02, 3.226638159284839e+05, 1.000000000000000e-10, 2.352184176915269e+11, 0.000000000000000e+00, -1.500000000000000e+02
5648, 2.143276801073750e-01, -8.186047566923000e-03, 1.503111676635054e+00, 5.420942591699998e-01, -2.254934503407479e+02, 3.228028962994587e+05, 1.082343385282893e-05, 2.642382103650451e+10, 0.000000000000000e+00, -1.500000000000000e+02
5649, 2.143276702833990e-01, -8.186247325501000e-03, 1.503110594943428e+00, 0.000000000000000e+00, -2.254665794813559e+02, 3.227986940495840e+05, 1.000000000000000e-10, 2.351354219197079e+11, 0.000000000000000e+00, -1.500000000000000e+02
5650, 2.146668658594700e-01, -8.200921620163001e-03, 1.503621191327021e+00, 5.365362234946968e-01, -2.255636007277895e+02, 3.229197609724397e+05, 1.053349009290208e-05, 2.641552267110362e+10, 0.000000000000000e+00, -1.500000000000000e+02
5651, 2.146668582659690e-01, -8.201121475957999e-03, 1.503620071731041e+00, 0.000000000000000e+00, -2.255430003583972e+02, 3.229164978149234e+05, 1.000000000000000e-10, 2.350621754175134e+11, 0.000000000000000e+00, -1.500000000000000e+02
5652, 2.150056707601120e-01, -8.211810867353000e-03, 1.504128492224082e+00, 5.324237645806261e-01, -2.256330137984326e+02, 3.230373704890229e+05, 1.029151322833460e-05, 2.640736609683825e+10, 0.000000000000000e+00, -1.500000000000000e+02
5653, 2.150056656155850e-01, -8.212010801177000e-03, 1.504127340252921e+00, 0.000000000000000e+00, -2.256190900478705e+02, 3.230351076395971e+05, 1.000000000000000e-10, 2.349902922056484e+11, 0.000000000000000e+00, -1.500000000000000e+02
5654, 2.153443561461480e-01, -8.218355707631001e-03, 1.504543681983689e+00, 5.330294405740832e-01, -2.256882817900970e+02, 3.231331058084191e+05, 1.008462240891374e-05, 2.640066413745128e+10, 0.000000000000000e+00, -1.500000000000000e+02
5655, 2.153443536368320e-01, -8.218555691889000e-03, 1.504542489728025e+00, 0.000000000000000e+00, -2.256813618595860e+02, 3.231318903062185e+05, 1.000000000000000e-10, 2.349311639172906e+11, 0.000000000000000e+00, -1.500000000000000e+02
5656, 2.156830005106260e-01, -8.220310376269999e-03, 1.504856018035565e+00, 5.355034138206932e-01, -2.257278937029038e+02, 3.232056923132431e+05, 9.901233508487427e-06, 2.639563659166051e+10, 0.000000000000000e+00, -1.500000000000000e+02
5657, 2.156830007154470e-01, -8.220510376165001e-03, 1.504854746227872e+00, 0.000000000000000e+00, -2.257281996389065e+02, 3.232055522758953e+05, 1.000000000000000e-10, 2.348864323885099e+11, 0.000000000000000e+00, -1.500000000000000e+02
5658, 2.160215760039620e-01, -8.217662598521001e-03, 1.505072900872298e+00, 5.381810277233346e-01, -2.257531214902113e+02, 3.232558994731363e+05, 9.742780146521543e-06, 2.639214786730874e+10, 0.000000000000000e+00, -1.500000000000000e+02
5659, 2.160215789240430e-01, -8.217862577203000e-03, 1.505071615766620e+00, 0.000000000000000e+00, -2.257607295983980e+02, 3.232568536629826e+05, 1.000000000000000e-10, 2.348553623688017e+11, 0.000000000000000e+00, -1.500000000000000e+02
5660, 2.163600564288770e-01, -8.210424221582999e-03, 1.505228312508835e+00, 5.401364732513166e-01, -2.257690803567557e+02, 3.232916307476906e+05, 9.607907446420865e-06, 2.638965659913231e+10, 0.000000000000000e+00, -1.500000000000000e+02
5661, 2.163600620606280e-01, -8.210624142276000e-03, 1.505226948871225e+00, 0.000000000000000e+00, -2.257840285882218e+02, 3.232936782581745e+05, 1.000000000000000e-10, 2.348331973993217e+11, 0.000000000000000e+00, -1.500000000000000e+02
5662, 2.166982437080230e-01, -8.198602031436001e-03, 1.505320588151695e+00, 5.418973171932474e-01, -2.257755000280922e+02, 3.233151175566703e+05, 9.497343276084993e-06, 2.638836561164805e+10, 0.000000000000000e+00, -1.500000000000000e+02
5663, 2.166982520560810e-01, -8.198801857135000e-03, 1.505319233600090e+00, 0.000000000000000e+00, -2.257978714212409e+02, 3.233182787397422e+05, 1.000000000000000e-10, 2.348217494029264e+11, 0.000000000000000e+00, -1.500000000000000e+02
5664, 2.170357037046860e-01, -8.182201560118001e-03, 1.505386755060908e+00, 5.435590088160899e-01, -2.257779290626309e+02, 3.233287716083954e+05, 9.408678122936310e-06, 2.638725195008163e+10, 0.000000000000000e+00, -1.500000000000000e+02
5665, 2.170357147784450e-01, -8.182401253312000e-03, 1.505385264226868e+00, 0.000000000000000e+00, -2.258077742876460e+02, 3.233330410682964e+05, 1.000000000000000e-10, 2.348118822460511e+11, 0.000000000000000e+00, -1.500000000000000e+02
5666, 2.173720511214670e-01, -8.161242686378000e-03, 1.505376007101169e+00, 5.453871383147550e-01, -2.257687080048861e+02, 3.233326764963483e+05, 9.340087673011892e-06, 2.638794173372511e+10, 0.000000000000000e+00, -1.500000000000000e+02
5667, 2.173720649319190e-01, -8.161442208986999e-03, 1.505374599566892e+00, 0.000000000000000e+00, -2.258061756455878e+02, 3.233380959303361e+05, 1.000000000000000e-10, 2.348180617943623e+11, 0.000000000000000e+00, -1.500000000000000e+02
5668, 2.177069824697540e-01, -8.135744913272999e-03, 1.505374629707169e+00, 5.471779933464409e-01, -2.257607604384539e+02, 3.233287427507218e+05, 9.290069512951299e-06, 2.638782452854435e+10, 0.000000000000000e+00, -1.500000000000000e+02
5669, 2.177069990426210e-01, -8.135944225440001e-03, 1.505373009368234e+00, 0.000000000000000e+00, -2.258059344227471e+02, 3.233352985220206e+05, 1.000000000000000e-10, 2.348171785795809e+11, 0.000000000000000e+00, -1.500000000000000e+02
5670, 2.180408003264880e-01, -8.105641084161000e-03, 1.505274962493729e+00, 5.499006237870961e-01, -2.257377665445459e+02, 3.233149442427757e+05, 9.264596868326236e-06, 2.639018812627292e+10, 0.000000000000000e+00, -1.500000000000000e+02
5671, 2.180408197043990e-01, -8.105840143189000e-03, 1.505273501322208e+00, 0.000000000000000e+00, -2.257910101463753e+02, 3.233227234807888e+05, 1.000000000000000e-10, 2.348383811347111e+11, 0.000000000000000e+00, -1.500000000000000e+02
5672, 2.183739641627510e-01, -8.070817254676999e-03, 1.505191488906706e+00, 5.531803196280843e-01, -2.257169195361814e+02, 3.232905156282994e+05, 9.263472169706494e-06, 2.639133145381183e+10, 0.000000000000000e+00, -1.500000000000000e+02
5673, 2.183739863930890e-01, -8.071016015367000e-03, 1.505189761049397e+00, 0.000000000000000e+00, -2.257784457484746e+02, 3.232995125493557e+05, 1.000000000000000e-10, 2.348487639218324e+11, 0.000000000000000e+00, -1.500000000000000e+02
5674, 2.187063634225720e-01, -8.031203006334000e-03, 1.504989244221189e+00, 5.576615401165984e-01, -2.256778280577754e+02, 3.232546379935499e+05, 9.315000044468486e-06, 2.639549578014714e+10, 0.000000000000000e+00, -1.500000000000000e+02
5675, 2.187063885484050e-01, -8.031401421787999e-03, 1.504987691667978e+00, 0.000000000000000e+00, -2.257481374776056e+02, 3.232649662068899e+05, 1.000000000000000e-10, 2.348859681669328e+11, 0.000000000000000e+00, -1.500000000000000e+02
5676, 2.190378512064070e-01, -7.986749813916000e-03, 1.504786864207279e+00, 5.640185374127226e-01, -2.256381868182743e+02, 3.232053954618541e+05, 9.425606462276520e-06, 2.639877772701268e+10, 0.000000000000000e+00, -1.500000000000000e+02
5677, 2.190378792636790e-01, -7.986947836110000e-03, 1.504785057196184e+00, 0.000000000000000e+00, -2.257177390714753e+02, 3.232170855597363e+05, 1.000000000000000e-10, 2.349153365270065e+11, 0.000000000000000e+00, -1.500000000000000e+02
5678, 2.193683634472530e-01, -7.937407977584000e-03, 1.504448217227722e+00, 5.726946300068262e-01, -2.255773794591666e+02, 3.231411782480985e+05, 9.583437374456136e-06, 2.640541139380158e+10, 0.000000000000000e+00, -1.500000000000000e+02
5679, 2.193683944689340e-01, -7.937605557074999e-03, 1.504446564693936e+00, 0.000000000000000e+00, -2.256669670755968e+02, 3.231543844050894e+05, 1.000000000000000e-10, 2.349745274906748e+11, 0.000000000000000e+00, -1.500000000000000e+02
5680, 2.196979200237150e-01, -7.883114670048000e-03, 1.504061528257827e+00, 5.849013197356270e-01, -2.255084757200104e+02, 3.230541165309930e+05, 9.733336662072462e-06, 2.641201735859655e+10, 0.000000000000000e+00, -1.500000000000000e+02
5681, 2.196979539997660e-01, -7.883311762990000e-03, 1.504059655812980e+00, 0.000000000000000e+00, -2.256089280089321e+02, 3.230689287107764e+05, 1.000000000000000e-10, 2.350331652548647e+11, 0.000000000000000e+00, -1.500000000000000e+02
5682, 2.200266576655710e-01, -7.823927127917000e-03, 1.503463709392587e+00, 5.970250125507210e-01, -2.254078283562785e+02, 3.229313148103927e+05, 9.833327675898749e-06, 2.642291063972243e+10, 0.000000000000000e+00, -1.500000000000000e+02
5683, 2.200266944765970e-01, -7.824123711101000e-03, 1.503461949591418e+00, 0.000000000000000e+00, -2.255192736305102e+02, 3.229477804643033e+05, 1.000000000000000e-10, 2.351294033269195e+11, 0.000000000000000e+00, -1.500000000000000e+02
5684, 2.203545567139760e-01, -7.760156555721000e-03, 1.502855805188666e+00, 6.054078708988371e-01, -2.253066228751362e+02, 3.227882771242854e+05, 9.901347824082911e-06, 2.643276511355753e+10, 0.000000000000000e+00, -1.500000000000000e+02
5685, 2.203545961682500e-01, -7.760352625505000e-03, 1.502853866384782e+00, 0.000000000000000e+00, -2.254280591934645e+02, 3.228062217638032e+05, 1.000000000000000e-10, 2.352164423412741e+11, 0.000000000000000e+00, -1.500000000000000e+02
5686, 2.206814978822940e-01, -7.692157158222000e-03, 1.502148830563783e+00, 6.091106726053387e-01, -2.251918321555698e+02, 3.226369753144262e+05, 9.969215121746033e-06, 2.644525900178562e+10, 0.000000000000000e+00, -1.500000000000000e+02
5687, 2.206815398009130e-01, -7.692352715961000e-03, 1.502146949562816e+00, 0.000000000000000e+00, -2.253220225543225e+02, 3.226562353894581e+05, 1.000000000000000e-10, 2.353270852115475e+11, 0.000000000000000e+00, -1.500000000000000e+02
5688, 2.210070365648700e-01, -7.620298278523000e-03, 1.501546106479041e+00, 6.101179219667049e-01, -2.250933035718799e+02, 3.224950560115352e+05, 1.007611974094903e-05, 2.645514721760688e+10, 0.000000000000000e+00, -1.500000000000000e+02
5689, 2.210070808984780e-01, -7.620493302960000e-03, 1.501544100410281e+00, 0.000000000000000e+00, -2.252315936715389e+02, 3.225155191649619e+05, 1.000000000000000e-10, 2.354153280859890e+11, 0.000000000000000e+00, -1.500000000000000e+02
5690, 2.213308383933730e-01, -7.544552249333000e-03, 1.500889286597509e+00, 6.122767650670939e-01, -2.249859343872595e+02, 3.223572580154191e+05, 1.027640257941078e-05, 2.646710984324802e+10, 0.000000000000000e+00, -1.500000000000000e+02
5691, 2.213308852449880e-01, -7.544746684222000e-03, 1.500887334409215e+00, 0.000000000000000e+00, -2.251330792398478e+02, 3.223790528713160e+05, 1.000000000000000e-10, 2.355222967916217e+11, 0.000000000000000e+00, -1.500000000000000e+02
5692, 2.216531840980380e-01, -7.464603581229000e-03, 1.500270575650176e+00, 6.206645031235333e-01, -2.248820780916050e+02, 3.222174325944515e+05, 1.056572719221079e-05, 2.647774762737012e+10, 0.000000000000000e+00, -1.500000000000000e+02
5693, 2.216532336112990e-01, -7.464797355420000e-03, 1.500268534448203e+00, 0.000000000000000e+00, -2.250402579698247e+02, 3.222408722009154e+05, 1.000000000000000e-10, 2.356175331523127e+11, 0.000000000000000e+00, -1.500000000000000e+02
5694, 2.219742648659970e-01, -7.380144445039000e-03, 1.499436380226930e+00, 6.352222533084744e-01, -2.247435833408717e+02, 3.220456938874151e+05, 1.084397867626388e-05, 2.649313563191795e+10, 0.000000000000000e+00, -1.500000000000000e+02
5695, 2.219743171256360e-01, -7.380337496665000e-03, 1.499434369054691e+00, 0.000000000000000e+00, -2.249151333775190e+02, 3.220711348653455e+05, 1.000000000000000e-10, 2.357546158106954e+11, 0.000000000000000e+00, -1.500000000000000e+02
5696, 2.222940407850110e-01, -7.291122301837000e-03, 1.498497108463047e+00, 6.510602195981502e-01, -2.245886276021833e+02, 3.218322785878484e+05, 1.108341544178060e-05, 2.650902496497408e+10, 0.000000000000000e+00, -1.500000000000000e+02
5697, 2.222940957313320e-01, -7.291314606028000e-03, 1.498495018690400e+00, 0.000000000000000e+00, -2.247742300276943e+02, 3.218598135307012e+05, 1.000000000000000e-10, 2.358954822458486e+11, 0.000000000000000e+00, -1.500000000000000e+02
5698, 2.226125314817040e-01, -7.197775366818000e-03, 1.497340447805789e+00, 6.659941228780636e-01, -2.244013103067195e+02, 3.215810151543494e+05, 1.131391225798211e-05, 2.652937315970157e+10, 0.000000000000000e+00, -1.500000000000000e+02
5699, 2.226125889629300e-01, -7.197966928580000e-03, 1.497338349942641e+00, 0.000000000000000e+00, -2.246007297618185e+02, 3.216106141602094e+05, 1.000000000000000e-10, 2.360760469393027e+11, 0.000000000000000e+00, -1.500000000000000e+02
5700, 2.229297735022460e-01, -7.100360527850000e-03, 1.496115366897449e+00, 6.801302258162923e-01, -2.242041177970995e+02, 3.212994065748979e+05, 1.155135289289202e-05, 2.654988463340246e+10, 0.000000000000000e+00, -1.500000000000000e+02
5701, 2.229298333451790e-01, -7.100551365015000e-03, 1.496113201315912e+00, 0.000000000000000e+00, -2.244169568752472e+02, 3.213310052895836e+05, 1.000000000000000e-10, 2.362580301088597e+11, 0.000000000000000e+00, -1.500000000000000e+02
5702, 2.232458148451870e-01, -6.999189791713000e-03, 1.494725048277641e+00, 6.913842920465535e-01, -2.239838162648145e+02, 3.209902236618433e+05, 1.179951595678125e-05, 2.657380308342565e+10, 0.000000000000000e+00, -1.500000000000000e+02
5703, 2.232458767441980e-01, -6.999379971923000e-03, 1.494722859225094e+00, 0.000000000000000e+00, -2.242084055596289e+02, 3.210235759602648e+05, 1.000000000000000e-10, 2.364696640418343e+11, 0.000000000000000e+00, -1.500000000000000e+02
5704, 2.235608355662370e-01, -6.894965374038000e-03, 1.493342888932641e+00, 6.974751372478997e-01, -2.237680588003667e+02, 3.206703262926868e+05, 1.200117884745371e-05, 2.659673683474678e+10, 0.000000000000000e+00, -1.500000000000000e+02
5705, 2.235608990496880e-01, -6.895155031232000e-03, 1.493340607085664e+00, 0.000000000000000e+00, -2.240010670960185e+02, 3.207049284708525e+05, 1.000000000000000e-10, 2.366726243744314e+11, 0.000000000000000e+00, -1.500000000000000e+02
5706, 2.238751192619500e-01, -6.788544391991000e-03, 1.492002410957754e+00, 6.909946457556441e-01, -2.235648130211791e+02, 3.203656014660993e+05, 1.218674203606255e-05, 2.661938155575390e+10, 0.000000000000000e+00, -1.500000000000000e+02
5707, 2.238751838127600e-01, -6.788733688565000e-03, 1.492000087802446e+00, 0.000000000000000e+00, -2.237999890900044e+02, 3.204005257982357e+05, 1.000000000000000e-10, 2.368734118646690e+11, 0.000000000000000e+00, -1.500000000000000e+02
