"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
31,-1.364100348632486e-01,1.468887199378467e-02,1.133048193945052e+00,3.077481541792653e+02,6.652756972064850e+00,2.565087283517033e+05,8.587813295214494e+04,2.632920847940150e+02,8.340025981547134e-01,-4.444569238308177e-01,
32,-1.296364040383640e-01,1.482286741533893e-02,1.138367399083602e+00,3.071639319203867e+02,5.566165855437632e+00,2.575543522366431e+05,8.643998295761514e+04,2.637763260525598e+02,8.277113938518151e-01,-4.282906601922445e-01,
33,-1.227290881205212e-01,1.493679576701612e-02,1.143523519648563e+00,3.065784111229286e+02,4.540343412341036e+00,2.585676353818206e+05,8.698472738469574e+04,2.642417868257450e+02,8.216391383091636e-01,-4.126165800319025e-01,
34,-1.156952170825545e-01,1.502934707422975e-02,1.148525295946444e+00,3.059856761221306e+02,3.578762206202896e+00,2.595499051186302e+05,8.751382723939254e+04,2.646913229512756e+02,8.157520238598400e-01,-3.973926454250122e-01,
35,-1.085417400330495e-01,1.510273557128919e-02,1.153372401202789e+00,3.054367143685346e+02,2.705922202600817e+00,2.605048996129095e+05,8.802350639822576e+04,2.651140240585549e+02,8.101961102748151e-01,-3.827275078036494e-01,
36,-1.012761518239259e-01,1.515711638083539e-02,1.157829924747890e+00,3.048669999561969e+02,1.837565037978352e+00,2.613791448822831e+05,8.849623179387709e+04,2.655116617921510e+02,8.049511288539897e-01,-3.691256509017302e-01,
37,-9.390615852734123e-02,1.519096104090098e-02,1.162145970247912e+00,3.042739879606916e+02,9.972034857138161e-01,2.622234840908525e+05,8.895617069627524e+04,2.659004002763011e+02,7.998061900617324e-01,-3.558917032619471e-01,
38,-8.643913321250840e-02,1.520574595714187e-02,1.166472183814597e+00,3.036990891480911e+02,2.310765722248828e-01,2.630721706923809e+05,8.941482805798350e+04,2.662801243361146e+02,7.947629826332638e-01,-3.426946297424001e-01,
39,-7.888270189178322e-02,1.520240918436949e-02,1.170627825504281e+00,3.031333028780149e+02,-4.921311764555187e-01,2.638871554790319e+05,8.985558706678904e+04,2.666427840589020e+02,7.899293338280250e-01,-3.300125504186426e-01,
40,-7.124470892502498e-02,1.518109579020086e-02,1.174572963004696e+00,3.025528936326076e+02,-1.198303322368571e+00,2.646583888847902e+05,9.027646699790044e+04,2.669919374691180e+02,7.852599033461974e-01,-3.179024572259991e-01,
41,-6.353315664792411e-02,1.514162380375595e-02,1.178449393360634e+00,3.019692345183825e+02,-1.865554460045901e+00,2.654158814405357e+05,9.069027029337409e+04,2.673334796731013e+02,7.806765806342237e-01,-3.059959820030629e-01,
42,-5.575582647652440e-02,1.508541649626441e-02,1.182265718837703e+00,3.013910307618235e+02,-2.488740219503364e+00,2.661620297563747e+05,9.109724337643830e+04,2.676663215658978e+02,7.761951877151093e-01,-2.942860343469926e-01,
43,-4.792072944820051e-02,1.501271902388656e-02,1.185954755959168e+00,3.008082469630532e+02,-3.081385865334742e+00,2.668821810577420e+05,9.149173435267413e+04,2.679892241974005e+02,7.718333054525168e-01,-2.829352377593350e-01,
44,-4.003598560051691e-02,1.492439690393619e-02,1.189553641048563e+00,3.002355877088636e+02,-3.634761502586391e+00,2.675850160725045e+05,9.187628398470777e+04,2.683014273023972e+02,7.676022671535494e-01,-2.718704861832102e-01,
45,-3.210972710992586e-02,1.482131914007888e-02,1.193030960615638e+00,2.996612891866718e+02,-4.167180949889796e+00,2.682631447602118e+05,9.224877461085306e+04,2.686040049513870e+02,7.634884204712681e-01,-2.611527116766098e-01,
46,-2.415008092433897e-02,1.470349555503891e-02,1.196420477985116e+00,2.990718215730176e+02,-4.680850114396017e+00,2.689225524503615e+05,9.261343196056088e+04,2.689018143028615e+02,7.594265152617139e-01,-2.506603261720720e-01,
47,-1.616523749002454e-02,1.457177375569133e-02,1.199796538030618e+00,2.984944743673609e+02,-5.145649722251557e+00,2.695804894992984e+05,9.297543865567818e+04,2.691932859368749e+02,7.554380896313206e-01,-2.402442086759134e-01,
48,-8.163437247384907e-03,1.442791849704189e-02,1.203067565958934e+00,2.979379723340022e+02,-5.576426070972778e+00,2.702186179264682e+05,9.332549457560678e+04,2.694721415020745e+02,7.516103249767654e-01,-2.301719540978024e-01,
49,-1.528930761004081e-04,1.427209315057859e-02,1.206164485686724e+00,2.973627539831872e+02,-6.013951457001886e+00,2.708198146574527e+05,9.365981448707235e+04,2.697431026043548e+02,7.478791696433373e-01,-2.205524759884202e-01,
50,7.858061951900986e-03,1.410390206334568e-02,1.209250039673416e+00,2.967735213135589e+02,-6.427415438107433e+00,2.714180926149833e+05,9.399360351593180e+04,2.700136886357790e+02,7.441418963126334e-01,-2.109482731092384e-01,
51,1.586124784644679e-02,1.392526710260338e-02,1.212364683073321e+00,2.962171536658703e+02,-6.780848213931559e+00,2.720250348050479e+05,9.432747690092039e+04,2.702766538653136e+02,7.404985271046300e-01,-2.013416430281168e-01,
52,2.384850226916103e-02,1.373787514838671e-02,1.215299177574300e+00,2.956715108540507e+02,-7.128155744478684e+00,2.725957803234551e+05,9.464309907416922e+04,2.705262054819068e+02,7.370306631307468e-01,-1.922601600464624e-01,
53,3.181145781794112e-02,1.354074992031561e-02,1.218093484397863e+00,2.950954307117173e+02,-7.492803898092780e+00,2.731357446246603e+05,9.494711101185820e+04,2.707726073284931e+02,7.335964672160381e-01,-1.835127415431192e-01,
54,3.974189011844972e-02,1.333432383001685e-02,1.220969452091124e+00,2.945237710964843e+02,-7.812253392586018e+00,2.736932723447787e+05,9.525823361292361e+04,2.710199856617619e+02,7.301387529624401e-01,-1.745607259806512e-01,
55,4.763179750292019e-02,1.312112243955362e-02,1.223813290187441e+00,2.939862419862122e+02,-8.088259149309424e+00,2.742467784885967e+05,9.556365809821636e+04,2.712571489955298e+02,7.268140710166171e-01,-1.657726638593632e-01,
56,5.547301298411919e-02,1.290154361764851e-02,1.226450199982110e+00,2.934383456888854e+02,-8.383315253266806e+00,2.747570075385886e+05,9.584983246734101e+04,2.714844954470507e+02,7.236180198363706e-01,-1.575384905874420e-01,
57,6.325732410493309e-02,1.267472103863760e-02,1.229054322590368e+00,2.928686285864005e+02,-8.679608139883817e+00,2.752592861524548e+05,9.613405215563999e+04,2.717125900603288e+02,7.204026702548662e-01,-1.493605598807062e-01,
58,7.097679292630335e-02,1.244206533661507e-02,1.231742970335155e+00,2.923176398670104e+02,-8.927463764552277e+00,2.757806516950239e+05,9.642473637358195e+04,2.719392904086029e+02,7.171981658664497e-01,-1.409966234972056e-01,
59,7.862357195194246e-02,1.220544488787568e-02,1.234329287854003e+00,2.917839720871029e+02,-9.160892868396948e+00,2.762822322134742e+05,9.670429105382499e+04,2.721562446485045e+02,7.141229084773388e-01,-1.329529203411939e-01,
60,8.618969901364208e-02,1.196445456766708e-02,1.236774562692197e+00,2.912316840197620e+02,-9.414401262500341e+00,2.767536003201308e+05,9.697144805200271e+04,2.723685311613359e+02,7.111057448068995e-01,-1.252659390768321e-01,
61,9.366730241685395e-02,1.171914217818950e-02,1.239258129633776e+00,2.906716258981277e+02,-9.651722356154959e+00,2.772326908975515e+05,9.724246591328603e+04,2.725823798491400e+02,7.080583345765651e-01,-1.174678681440008e-01,
62,1.010487572071340e-01,1.147106613349782e-02,1.241766251575029e+00,2.901275400763053e+02,-9.858264963620737e+00,2.777182085493053e+05,9.751449147245609e+04,2.727927977823525e+02,7.050517585859638e-01,-1.096408024446896e-01,
63,1.083265704484112e-01,1.122104782617129e-02,1.244170282160272e+00,2.895829926664613e+02,-1.006748878177955e+01,2.781823548029633e+05,9.777645109900383e+04,2.729971030704660e+02,7.021247482497277e-01,-1.021033665735470e-01,
64,1.154931647219541e-01,1.096890915208400e-02,1.246526000882406e+00,2.890254871221815e+02,-1.028238059435010e+01,2.786358976159227e+05,9.803442885675534e+04,2.732001122602301e+02,6.992086641273848e-01,-9.468050210065478e-02,
65,1.225410318862506e-01,1.071535807261441e-02,1.248918420491903e+00,2.884665407830016e+02,-1.048055350213728e+01,2.790972495507961e+05,9.829570849798938e+04,2.734035053408759e+02,6.962794254428452e-01,-8.716263163263478e-02,
66,1.294630285763265e-01,1.046136560099186e-02,1.251294827523873e+00,2.879090463386914e+02,-1.066779487692183e+01,2.795556346309450e+05,9.855512943287629e+04,2.736044618994164e+02,6.933775387111881e-01,-7.969824222992032e-02,
67,1.362521078894904e-01,1.020733685027642e-02,1.253624185896313e+00,2.873437988633419e+02,-1.085609655167975e+01,2.800040121118381e+05,9.881036068914506e+04,2.738033229368097e+02,6.904983122470685e-01,-7.235440359421161e-02,
68,1.429012079048556e-01,9.953666550285848e-03,1.255955290301766e+00,2.867728147954869e+02,-1.103925422149848e+01,2.804526566235208e+05,9.906586450892275e+04,2.740018192911235e+02,6.876166679359093e-01,-6.500272241422864e-02,
69,1.494033453112080e-01,9.701091078807719e-03,1.258290777659683e+00,2.861939817144208e+02,-1.121786245767286e+01,2.809019899632116e+05,9.932202353870471e+04,2.742004339199473e+02,6.847255882977558e-01,-5.763218869786654e-02,
70,1.557521064969572e-01,9.449962182989741e-03,1.260626631482313e+00,2.856042235745371e+02,-1.139230049882661e+01,2.813509750758479e+05,9.957865259057033e+04,2.743995280536772e+02,6.818195842432613e-01,-5.024813090773687e-02,
71,1.619406621059115e-01,9.201004326747225e-03,1.262976309087431e+00,2.850090465087917e+02,-1.155748303640565e+01,2.818027722568949e+05,9.983666579475108e+04,2.745986872350319e+02,6.789046387956509e-01,-4.282424652505660e-02,
72,1.679627921307202e-01,8.954812206107166e-03,1.265321353796510e+00,2.844048041459207e+02,-1.172152662724581e+01,2.822533163546880e+05,1.000945424684622e+05,2.747977380738721e+02,6.759830846327064e-01,-3.540429057086365e-02,
73,1.738122802473649e-01,8.711733548155087e-03,1.267674230617639e+00,2.837823895524276e+02,-1.188755916352460e+01,2.827046440685198e+05,1.003540200277359e+05,2.749987403358037e+02,6.730245554041567e-01,-2.793827189920319e-02,
74,1.794831009978204e-01,8.472236264103495e-03,1.270070467007764e+00,2.831448853724462e+02,-1.204354859692435e+01,2.831643418403019e+05,1.006182379930622e+05,2.752025682417280e+02,6.700156592208947e-01,-2.033585622967283e-02,
75,1.849694495872196e-01,8.237171143733747e-03,1.272495240414925e+00,2.825002309542297e+02,-1.218844647268081e+01,2.836298377919227e+05,1.008852965664293e+05,2.754072068067264e+02,6.669858318849030e-01,-1.265170696926736e-02,
76,1.902656082569313e-01,8.007036512929680e-03,1.274912634464713e+00,2.818363980020575e+02,-1.233914947277362e+01,2.840929210275436e+05,1.011525466891690e+05,2.756131841586345e+02,6.639269038777564e-01,-4.962046206451677e-03,
77,1.953661315752982e-01,7.781998715729649e-03,1.277374365341925e+00,2.811462195579394e+02,-1.248836271325510e+01,2.845639413165901e+05,1.014252719450141e+05,2.758236978945162e+02,6.607909254200136e-01,2.885152056365255e-03,
78,2.002657191421101e-01,7.562842204447163e-03,1.279908683770784e+00,2.804394841815528e+02,-1.262104166348058e+01,2.850493942897941e+05,1.017055049914944e+05,2.760381239298214e+02,6.575863433066902e-01,1.094837402937061e-02,
79,2.049594650939431e-01,7.350264302237518e-03,1.282464390281178e+00,2.797162139938141e+02,-1.274847343720221e+01,2.855386411823086e+05,1.019884216265489e+05,2.762543643344613e+02,6.543439991502593e-01,1.908881162926111e-02,
80,2.094423373009859e-01,7.144613936967091e-03,1.285041673770966e+00,2.789628565641939e+02,-1.288090379783560e+01,2.860309202654419e+05,1.022748328624748e+05,2.764745492149776e+02,6.510312673238681e-01,2.732980033434080e-02,
81,2.137098994516206e-01,6.946225218489317e-03,1.287700537343305e+00,2.781785695688061e+02,-1.300379941710961e+01,2.865387203522069e+05,1.025703871072794e+05,2.767009880015259e+02,6.476124819052453e-01,3.583386333067483e-02,
82,2.177576612032230e-01,6.755910115575425e-03,1.290434517703918e+00,2.773712263338897e+02,-1.311105338899295e+01,2.870611901638131e+05,1.028739747636643e+05,2.769319991613289e+02,6.441118454342771e-01,4.456907387219302e-02,
83,2.215814034168884e-01,6.574156744952591e-03,1.293199502230858e+00,2.765334234731634e+02,-1.321700254431454e+01,2.875887241415540e+05,1.031818780024529e+05,2.771669811392918e+02,6.405375844624123e-01,5.342845784472060e-02,
84,2.251772917309910e-01,6.401293723626174e-03,1.296030840722215e+00,2.756578588133262e+02,-1.331972551827948e+01,2.881283012979627e+05,1.034977930844541e+05,2.774082324895148e+02,6.368535182337924e-01,6.251836876989457e-02,
85,2.285415131975085e-01,6.237851577222170e-03,1.298956569814263e+00,2.747458899872748e+02,-1.340992514504032e+01,2.886858974094703e+05,1.038242188566228e+05,2.776563649805161e+02,6.330488473169094e-01,7.191070665353901e-02,
86,2.316707631841742e-01,6.084364753446876e-03,1.301952141777150e+00,2.737952393421072e+02,-1.349046113081246e+01,2.892562916914910e+05,1.041589547872399e+05,2.779106468239715e+02,6.291331878754185e-01,8.154215499557715e-02,
87,2.345616221439305e-01,5.941235563362356e-03,1.305011627508936e+00,2.728037538939729e+02,-1.356217056459197e+01,2.898381680813174e+05,1.045015268678564e+05,2.781709969148121e+02,6.251062331239772e-01,9.139907502145968e-02,
88,2.372111635033079e-01,5.808933969446758e-03,1.308146166000907e+00,2.717858122532220e+02,-1.361631703076605e+01,2.904347422204003e+05,1.048520838130951e+05,2.784353585061545e+02,6.209983432116807e-01,1.014857457376377e-01,
89,2.396165807259486e-01,5.687992371951301e-03,1.311324294418819e+00,2.707378245500298e+02,-1.368068579175856e+01,2.910393294120615e+05,1.052078053779525e+05,2.787028733998346e+02,6.168216923811868e-01,1.117210194644712e-01,
90,2.417757727992918e-01,5.578291847477382e-03,1.314485030612893e+00,2.695742899487009e+02,-1.377357680382741e+01,2.916342169586207e+05,1.055679752656312e+05,2.789845414121045e+02,6.124021047961798e-01,1.220842859986003e-01,
91,2.436867269883407e-01,5.480023614855988e-03,1.317811274782991e+00,2.684171062594738e+02,-1.374633197425366e+01,2.922645745535330e+05,1.059426963351936e+05,2.792681417284781e+02,6.079289487745970e-01,1.328662376627342e-01,
92,2.453457005687252e-01,5.395452484254159e-03,1.320794018872036e+00,2.676103507980852e+02,-1.351945694388388e+01,2.928432278805425e+05,1.062653346556774e+05,2.794860352453195e+02,6.044759551380535e-01,1.421495981647672e-01,
93,2.467503654009539e-01,5.325268882952250e-03,1.323221671641921e+00,2.673352473552888e+02,-1.385725455447506e+01,2.933380764337591e+05,1.065040660727920e+05,2.796000054329104e+02,6.026643001173739e-01,1.490186824226817e-01,
94,2.479061652827996e-01,5.262812876102091e-03,1.323495732898635e+00,2.649323360675220e+02,-1.520684414140064e+01,2.932618150120535e+05,1.066631517175050e+05,2.799596610186635e+02,5.969208088328625e-01,1.535960971214505e-01,
95,2.488137185507518e-01,5.206242587324726e-03,1.326393782373371e+00,2.605313598346928e+02,-1.336311122070908e+01,2.936160019644336e+05,1.071847178522124e+05,2.807139426049744e+02,5.847414032518656e-01,1.686032619457613e-01,
96,2.494466439642557e-01,5.182546336878984e-03,1.314698442922545e+00,2.602073259309920e+02,-3.810379010355963e+00,2.911209710144363e+05,1.061460454128347e+05,2.804666727082903e+02,5.887583469968097e-01,1.387172562046948e-01,
97,2.497976948298329e-01,5.198806446953010e-03,1.316702110208770e+00,3.309733592803793e+02,-2.272105093903420e+01,2.961358912428880e+05,1.017368909662975e+05,2.684074229264177e+02,7.660673830311516e-01,1.185145125332839e-02,
98,2.499608938085878e-01,5.155539804682787e-03,1.058094435143010e+00,1.840260729111656e+02,-8.481784106493508e+01,2.339210544151469e+05,8.580736371485131e+04,2.817109454213393e+02,5.683543269286483e-01,-4.464931864212792e-01,
99,2.500072619063067e-01,5.038902526563521e-03,1.213440928682761e+00,3.203359197569587e+01,-6.685826998463868e+00,2.620336793784340e+05,1.046369734526585e+05,2.995505507055771e+02,7.761553606121456e-02,9.529631659400677e-02,
100,2.500356289556391e-01,4.967414186936913e-03,1.290644033186870e+00,-1.822823890926837e+01,5.044093224683211e+01,2.788910556785286e+05,1.111106670878447e+05,2.990562404185329e+02,1.196992165528801e-01,2.815656714090677e-01,
101,2.500370048541035e-01,4.889564066177138e-03,1.295372438130205e+00,-3.072268183560555e+01,2.781049521360939e+01,2.797842944277212e+05,1.116485728949667e+05,2.994071147544832e+02,9.209499224313966e-02,2.970429820898363e-01,
102,2.500378485607995e-01,4.841849571235235e-03,1.299196421160107e+00,-3.436851083461839e+01,-1.568604655221120e+00,2.805522866490551e+05,1.120387012485819e+05,2.995689812303692e+02,7.621266012728881e-02,3.082682517454760e-01,
103,2.500386930439275e-01,4.794135060670274e-03,1.294482636854969e+00,-3.178546996926523e+01,-3.137602624639591e+01,2.796268257116214e+05,1.115425343973668e+05,2.993283630864954e+02,9.933771129953170e-02,2.939919074411799e-01,
104,2.500400715747000e-01,4.716284935293991e-03,1.291692957087268e+00,-1.828116625913374e+01,-5.764448824280740e+01,2.792110611445190e+05,1.111181771860386e+05,2.988335878673530e+02,1.349060701500479e-01,2.817817615152755e-01,
105,2.500142508348410e-01,4.643837954963069e-03,1.204257738165460e+00,3.305961289620656e+01,5.783308370145773e+00,2.600699025993221e+05,1.038408939983715e+05,2.995384409458480e+02,8.021127391626810e-02,7.239050506075863e-02,
106,2.499720371236945e-01,4.525633556867422e-03,1.040554957005386e+00,1.882145217174149e+02,9.114364105669732e+01,2.306058991569554e+05,8.383687003516201e+04,2.798811345535523e+02,5.983908782597026e-01,-5.031907391735305e-01,
107,2.498104874962208e-01,4.476480531293189e-03,1.321283027929236e+00,3.487853103931141e+02,3.631591417586822e+01,2.984922542051603e+05,1.007831700637638e+05,2.649694171404983e+02,8.121639361224605e-01,-1.559022071938161e-02,
108,2.494590431705462e-01,4.480635416819469e-03,1.322140011514765e+00,2.738953488839971e+02,1.360090273820112e+01,2.935076127606503e+05,1.060269962681886e+05,2.785752968182507e+02,6.190254138457670e-01,1.352918226556040e-01,
109,2.488273716198642e-01,4.434444761766982e-03,1.337614407811484e+00,2.773417708799548e+02,2.408235810103021e+01,2.969989948826251e+05,1.072120406728719e+05,2.784301213188793e+02,6.212911253371027e-01,1.693894289259706e-01,
110,2.479224105937992e-01,4.345707127589566e-03,1.334501452982339e+00,2.814229742032437e+02,2.619602452718109e+01,2.966018896879005e+05,1.066684763498136e+05,2.776646758755275e+02,6.331277696069544e-01,1.537493042209282e-01,
111,2.467695789487077e-01,4.242244014021023e-03,1.334825845925116e+00,2.835727203090113e+02,2.479439165693339e+01,2.967921733036246e+05,1.065762219391042e+05,2.773571114578601e+02,6.378399935795045e-01,1.510948428685572e-01,
112,2.453682893149790e-01,4.122470718196583e-03,1.332993297648651e+00,2.835583430942933e+02,2.442657457417946e+01,2.964057201536673e+05,1.064088898970960e+05,2.773023429004880e+02,6.386764332200604e-01,1.462801523284707e-01,
113,2.437133956083215e-01,3.978996548666626e-03,1.330528342002748e+00,2.840843940198930e+02,2.469819047366594e+01,2.959232179037490e+05,1.061464819838320e+05,2.771309733262109e+02,6.412887579407683e-01,1.387298177812208e-01,
114,2.418071655086885e-01,3.812848378688379e-03,1.327680018341379e+00,2.849709924250355e+02,2.474705296397722e+01,2.953816593289462e+05,1.058272717660765e+05,2.768903199836025e+02,6.449448125201975e-01,1.295450950151461e-01,
115,2.396532555841140e-01,3.626398169366829e-03,1.325020006966455e+00,2.858712113406251e+02,2.466274341020967e+01,2.948800937129557e+05,1.055249646933737e+05,2.766536292468450e+02,6.485266057562515e-01,1.208467310576176e-01,
116,2.372536503941830e-01,3.420013959045917e-03,1.322372375680993e+00,2.866571007492740e+02,2.459956558666990e+01,2.943746108899360e+05,1.052303099858763e+05,2.764335007474195e+02,6.518454641537585e-01,1.123685506938685e-01,
117,2.346104475643353e-01,3.193653498261663e-03,1.319740764919491e+00,2.874163871314189e+02,2.455271615653810e+01,2.938713033217496e+05,1.049383151921307e+05,2.762161373829422e+02,6.551112141141049e-01,1.039669047548746e-01,
118,2.317264411389004e-01,2.947850395861138e-03,1.317172611656181e+00,2.881646218262993e+02,2.447984663635730e+01,2.933808073188578e+05,1.046526795514986e+05,2.760013797064576e+02,6.583268538625359e-01,9.574823246498633e-02,
119,2.286044992767065e-01,2.683443146113954e-03,1.314718927275615e+00,2.888828117193826e+02,2.437942483309467e+01,2.929125611538212e+05,1.043793813071770e+05,2.757943692975293e+02,6.614163323698632e-01,8.788454744826420e-02,
