"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
70, 5.899327756923080e-01, -4.561861289428874e-02, 9.973108053806056e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.503712635675167e+00, 1.000000000000000e-10, 1.771520957960975e+06
71, 5.512916003363530e-01, -4.863090808605761e-02, 9.974352066928742e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.504026035480647e+00, 1.000000000000000e-10, 1.772126512595276e+06
72, 5.121166001065770e-01, -5.139794887290158e-02, 9.975843999056310e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.504401154159641e+00, 1.000000000000000e-10, 1.772191609283633e+06
73, 4.728433082391680e-01, -5.384781416072871e-02, 9.977620188843650e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.504847469547638e+00, 1.000000000000000e-10, 1.771717258750689e+06
74, 4.339120676130220e-01, -5.591460064650605e-02, 9.979737328409726e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.505381319024035e+00, 1.000000000000000e-10, 1.770691480017215e+06
75, 3.957487779587870e-01, -5.754285488135374e-02, 9.982268596682320e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.506023721024180e+00, 1.000000000000000e-10, 1.769089316558013e+06
76, 3.587469844042950e-01, -5.869148183384367e-02, 9.985270012854908e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.506787782269383e+00, 1.000000000000000e-10, 1.766876357829011e+06
77, 3.232528390902350e-01, -5.933656107664884e-02, 9.988804851481521e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.507691607354166e+00, 1.000000000000000e-10, 1.764007790702226e+06
78, 2.895540445181870e-01, -5.947265120547269e-02, 9.992923480800050e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.508747868066913e+00, 1.000000000000000e-10, 1.760428426640195e+06
79, 2.578733448481230e-01, -5.911241796041434e-02, 9.997656806737431e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.509966486044203e+00, 1.000000000000000e-10, 1.756075556686662e+06
80, 2.283665749856950e-01, -5.828472232042683e-02, 1.000303948367550e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.511354806292427e+00, 1.000000000000000e-10, 1.750870920096005e+06
81, 2.011247989315330e-01, -5.703150512358030e-02, 1.000907694326073e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.512916753717389e+00, 1.000000000000000e-10, 1.744729472832122e+06
82, 1.761797307773510e-01, -5.540399685008031e-02, 1.001577271020423e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.514650555113339e+00, 1.000000000000000e-10, 1.737548536212851e+06
83, 1.535114573767690e-01, -5.345875993105773e-02, 1.002308660178111e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.516548862142715e+00, 1.000000000000000e-10, 1.729219423662313e+06
84, 1.330574640378200e-01, -5.125402533974487e-02, 1.003099924268244e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.518605611440667e+00, 1.000000000000000e-10, 1.719609931842852e+06
85, 1.147220644565820e-01, -4.884662296676224e-02, 1.003943681229008e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.520803462672134e+00, 1.000000000000000e-10, 1.708579331864498e+06
86, 9.838551560343448e-02, -4.628967359474944e-02, 1.004831324040053e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.523123495973015e+00, 1.000000000000000e-10, 1.695969201055186e+06
87, 8.391230598462590e-02, -4.363106518129783e-02, 1.005751773482491e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.525538841352800e+00, 1.000000000000000e-10, 1.681602730577121e+06
88, 7.115831019240228e-02, -4.091264364521334e-02, 1.006689122009073e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.528010078944972e+00, 1.000000000000000e-10, 1.665288411267970e+06
89, 5.997667081241873e-02, -3.816999333835450e-02, 1.007623046659030e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.530485817364722e+00, 1.000000000000000e-10, 1.646818570603803e+06
90, 5.022241269090757e-02, -3.543266689255811e-02, 1.008527903878846e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.532899423643887e+00, 1.000000000000000e-10, 1.625970604656714e+06
91, 4.175587666437301e-02, -3.272472343659386e-02, 1.009377786895728e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.535157073893870e+00, 1.000000000000000e-10, 1.602487793378130e+06
92, 3.444508613221498e-02, -3.006547322461565e-02, 1.010102914639611e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.537127556420259e+00, 1.000000000000000e-10, 1.576199019971547e+06
93, 2.816723852735188e-02, -2.747032780714164e-02, 1.010640929464849e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.538637284808180e+00, 1.000000000000000e-10, 1.546872406489535e+06
94, 2.280943840223927e-02, -2.495170224279449e-02, 1.010902154783742e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.539456978652003e+00, 1.000000000000000e-10, 1.514313456994718e+06
95, 1.826885694347390e-02, -2.251990184115951e-02, 1.010773971310284e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.539296279276507e+00, 1.000000000000000e-10, 1.478351038162854e+06
96, 1.445220176924677e-02, -2.018402699144572e-02, 1.010125885012071e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.537819124084487e+00, 1.000000000000000e-10, 1.438836971116274e+06
97, 1.127516040522520e-02, -1.795262732939143e-02, 1.008805722524432e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.534623087948702e+00, 1.000000000000000e-10, 1.395654781476834e+06
98, 8.660977828664375e-03, -1.583432528077909e-02, 1.006668092254667e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.529320233659691e+00, 1.000000000000000e-10, 1.348746459934289e+06
99, 6.539262456987240e-03, -1.383809857154541e-02, 1.003599531452573e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.521605321391102e+00, 1.000000000000000e-10, 1.297981730086488e+06
100, 4.844550253733529e-03, -1.197282395717829e-02, 9.995724284766007e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.511372905540997e+00, 1.000000000000000e-10, 1.243217923655443e+06
101, 3.515319859016383e-03, -1.024671366603845e-02, 9.946659478214093e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.498816460761418e+00, 1.000000000000000e-10, 1.184353074908442e+06
102, 2.493434235242850e-03, -8.666019672232862e-03, 9.890922349904436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.484463967386894e+00, 1.000000000000000e-10, 1.121250574246340e+06
103, 1.724623063799526e-03, -7.234076671312168e-03, 9.831452559043716e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.469106378652360e+00, 1.000000000000000e-10, 1.053922518921203e+06
104, 1.159193085740397e-03, -5.950300022223502e-03, 9.771274119300174e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.453635125376663e+00, 1.000000000000000e-10, 9.826661690406129e+05
105, 7.531893324873004e-04, -4.810177416320721e-03, 9.713144875274656e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.438847511005928e+00, 1.000000000000000e-10, 9.080519120178926e+05
106, 4.691284473891598e-04, -3.805771251873249e-03, 9.658926251722166e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425301390820028e+00, 1.000000000000000e-10, 8.309918075678525e+05
107, 2.762360161117116e-04, -2.926719015761365e-03, 9.609891136904875e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.413272340651075e+00, 1.000000000000000e-10, 7.525978128199548e+05
108, 1.500786146402364e-04, -2.161299885350869e-03, 9.566942309430440e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.402809112631914e+00, 1.000000000000000e-10, 6.741156323351478e+05
