"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Grid_Velocity_x","Grid_Velocity_y"
10, -5.000000000000000e+00, -1.000000000000000e+01, 1.099610781254917e+01, 1.258801271411136e+03, -2.320263127217511e-05, 2.388453177609333e+06, 4.667156079206730e-06, 0.000000000000000e+00, 0.000000000000000e+00
11, -4.749327731572184e+00, -9.507262034248562e+00, 1.099523534371944e+01, 1.258718760499035e+03, -5.771368343591456e+00, 2.388195222895697e+06, 4.664715148553893e-06, 0.000000000000000e+00, 0.000000000000000e+00
12, -4.000000000000000e+00, -1.000000000000000e+01, 1.098496015172948e+01, 1.270098998893761e+03, -3.021432112966747e-05, 2.386570531379782e+06, 4.664022455401436e-06, 0.000000000000000e+00, 0.000000000000000e+00
13, -3.799617652813417e+00, -9.508736348036173e+00, 1.098425209853982e+01, 1.269908834237547e+03, -6.081070496836308e+00, 2.386347324550373e+06, 4.662985879780125e-06, 0.000000000000000e+00, 0.000000000000000e+00
14, -3.000000000000000e+00, -1.000000000000000e+01, 1.097190485889051e+01, 1.281830243058041e+03, -3.833654644974713e-05, 2.384205122860292e+06, 4.659814490470048e-06, 0.000000000000000e+00, 0.000000000000000e+00
15, -2.849804037336564e+00, -9.509891643405899e+00, 1.097139033666633e+01, 1.281601743394035e+03, -6.031180463401744e+00, 2.384032733708593e+06, 4.660278526466021e-06, 0.000000000000000e+00, 0.000000000000000e+00
16, -2.000000000000000e+00, -1.000000000000000e+01, 1.095762129199042e+01, 1.293202807294146e+03, -4.732854184094371e-05, 2.381457845663689e+06, 4.654905277414412e-06, 0.000000000000000e+00, 0.000000000000000e+00
17, -1.899913071879199e+00, -9.510724717715608e+00, 1.095729041214154e+01, 1.293012999286362e+03, -5.571587457440017e+00, 2.381342419723537e+06, 4.656682844319558e-06, 0.000000000000000e+00, 0.000000000000000e+00
18, -1.000000000000000e+00, -1.000000000000000e+01, 1.094317684178460e+01, 1.303364766315145e+03, -5.676746153837559e-05, 2.378530605778452e+06, 4.649838260439775e-06, 0.000000000000000e+00, 0.000000000000000e+00
19, -9.499697352430007e-01, -9.511228129178972e+00, 1.094297991681291e+01, 1.303278553800366e+03, -4.721379976575726e+00, 2.378465772848397e+06, 4.652507262476039e-06, 0.000000000000000e+00, 0.000000000000000e+00
20, 0.000000000000000e+00, -1.000000000000000e+01, 1.092986595160451e+01, 1.311571400457377e+03, -6.612331538984390e-05, 2.375701085702303e+06, 4.645231219732937e-06, 0.000000000000000e+00, 0.000000000000000e+00
21, 8.395806066431023e-08, -9.511397017149257e+00, 1.092972262964945e+01, 1.311626174903997e+03, -3.579994207837416e+00, 2.375668545516835e+06, 4.648240286385429e-06, 0.000000000000000e+00, 0.000000000000000e+00
22, 1.000000000000000e+00, -1.000000000000000e+01, 1.091890136472266e+01, 1.317342541324654e+03, -7.488089607260621e-05, 2.373254785336942e+06, 4.641649834972164e-06, 0.000000000000000e+00, 0.000000000000000e+00
23, 9.499698999809956e-01, -9.511228135886434e+00, 1.091871820025305e+01, 1.317545361003972e+03, -2.304697435629874e+00, 2.373228782578659e+06, 4.644593544711081e-06, 0.000000000000000e+00, 0.000000000000000e+00
24, 2.000000000000000e+00, -1.000000000000000e+01, 1.091110134669822e+01, 1.320539361910619e+03, -8.264891698332391e-05, 2.371406237689123e+06, 4.639504704493306e-06, 0.000000000000000e+00, 0.000000000000000e+00
25, 1.899913227181433e+00, -9.510724731214381e+00, 1.091079073188114e+01, 1.320877340822441e+03, -1.062078473502733e+00, 2.371360133775110e+06, 4.642438844541318e-06, 0.000000000000000e+00, 0.000000000000000e+00
26, 3.000000000000000e+00, -1.000000000000000e+01, 1.090673557617309e+01, 1.321330156060488e+03, -8.921442793862946e-05, 2.370251609074286e+06, 4.639010706793605e-06, 0.000000000000000e+00, 0.000000000000000e+00
27, 2.849804180518698e+00, -9.509891663190658e+00, 1.090622716160179e+01, 1.321787657181118e+03, 2.139903230232343e-02, 2.370163248849684e+06, 4.641699097530757e-06, 0.000000000000000e+00, 0.000000000000000e+00
28, 3.999999999999998e+00, -1.000000000000000e+01, 1.090558513038984e+01, 1.320073810187051e+03, -9.453129357288923e-05, 2.369771769924957e+06, 4.640222675697218e-06, 0.000000000000000e+00, 0.000000000000000e+00
29, 3.799617784080854e+00, -9.508736372436386e+00, 1.090482439804382e+01, 1.320649533438357e+03, 8.856983362261436e-01, 2.369625186558589e+06, 4.642185293181454e-06, 0.000000000000000e+00, 0.000000000000000e+00
30, 5.000000000000000e+00, -1.000000000000000e+01, 1.090714213922902e+01, 1.317180508864894e+03, -9.867101900746730e-05, 2.369872051316672e+06, 4.643123041121919e-06, 0.000000000000000e+00, 0.000000000000000e+00
31, 4.749327847346822e+00, -9.507262061910016e+00, 1.090607524503553e+01, 1.317903979926618e+03, 1.534690895387703e+00, 2.369655105431244e+06, 4.643655700947609e-06, 0.000000000000000e+00, 0.000000000000000e+00
32, 6.000000000000001e+00, -1.000000000000000e+01, 1.091083184038184e+01, 1.312994801590786e+03, -1.017694274243595e-04, 2.370431145109932e+06, 4.647747494364206e-06, 0.000000000000000e+00, 0.000000000000000e+00
33, 5.698906466230715e+00, -9.505471066457144e+00, 1.090937481265104e+01, 1.313951419027562e+03, 2.017504134027974e+00, 2.370129587273716e+06, 4.645870237056717e-06, 0.000000000000000e+00, 0.000000000000000e+00
34, 7.000000000000000e+00, -1.000000000000000e+01, 1.091618678159286e+01, 1.307707711866255e+03, -1.039895416230606e-04, 2.371340289768044e+06, 4.654370409811772e-06, 0.000000000000000e+00, 0.000000000000000e+00
35, 6.648336592294657e+00, -9.503389164548260e+00, 1.091416703909370e+01, 1.309094072003933e+03, 2.411690467910282e+00, 2.370927277113405e+06, 4.648744277673351e-06, 0.000000000000000e+00, 0.000000000000000e+00
36, 8.000000000000000e+00, -1.000000000000000e+01, 1.092297184143263e+01, 1.301265960361078e+03, -1.054962782993642e-04, 2.372528887960352e+06, 4.663833296655016e-06, 0.000000000000000e+00, 0.000000000000000e+00
37, 7.597592447165607e+00, -9.501022666098800e+00, 1.092000606175540e+01, 1.303519980769197e+03, 2.823401274748820e+00, 2.371944554142931e+06, 4.651485100125676e-06, 0.000000000000000e+00, 0.000000000000000e+00
38, 8.999999999999998e+00, -1.000000000000000e+01, 1.093131977946523e+01, 1.293207352195364e+03, -1.064151231663806e-04, 2.373986138199715e+06, 4.672868649092145e-06, 0.000000000000000e+00, 0.000000000000000e+00
39, 8.546652434070594e+00, -9.498386249874999e+00, 1.092654146729513e+01, 1.297308984127276e+03, 3.418669061577122e+00, 2.373092436810798e+06, 4.647756023915099e-06, 0.000000000000000e+00, 0.000000000000000e+00
40, 1.000000000000000e+01, -1.000000000000000e+01, 1.094832870523616e+01, 1.285987161414922e+03, -1.066405833611185e-04, 2.378030303687189e+06, 4.661757299541003e-06, 0.000000000000000e+00, 0.000000000000000e+00
41, 9.495496067768824e+00, -9.495496074882077e+00, 1.093976484647247e+01, 1.292385457207736e+03, 6.395869508490634e+00, 2.376317524347726e+06, 4.646316102486846e-06, 0.000000000000000e+00, 0.000000000000000e+00
42, -9.012916862548519e+00, -9.012916896084667e+00, 1.101499919011350e+01, 1.226589202872610e+03, -3.776048385866620e+00, 2.390193398509687e+06, 4.660866209265135e-06, 0.000000000000000e+00, 0.000000000000000e+00
43, -8.113006391410545e+00, -9.018571630287012e+00, 1.101667638611587e+01, 1.229238772761449e+03, -5.300379372744705e+00, 2.390980518325791e+06, 4.662853795223838e-06, 0.000000000000000e+00, 0.000000000000000e+00
44, -7.212672626248097e+00, -9.023729880237596e+00, 1.101396986393925e+01, 1.234144631844967e+03, -7.101585287316432e+00, 2.390759001621870e+06, 4.661899770046341e-06, 0.000000000000000e+00, 0.000000000000000e+00
45, -6.311955642733766e+00, -9.028360028382362e+00, 1.100925494397557e+01, 1.240831212801018e+03, -8.736453847846645e+00, 2.390165913905090e+06, 4.660399504133377e-06, 0.000000000000000e+00, 0.000000000000000e+00
46, -5.410897686822918e+00, -9.032433358894338e+00, 1.100254463956448e+01, 1.249177318494422e+03, -1.016628418016072e+01, 2.389195829142028e+06, 4.658432855777185e-06, 0.000000000000000e+00, 0.000000000000000e+00
47, -4.509549198005108e+00, -9.035937522737790e+00, 1.099377583507450e+01, 1.259001962743781e+03, -1.127524831035213e+01, 2.387814297511414e+06, 4.655987644808848e-06, 0.000000000000000e+00, 0.000000000000000e+00
48, -3.607943538309966e+00, -9.038822078973354e+00, 1.098295948121931e+01, 1.269969543472480e+03, -1.189639093091959e+01, 2.385989317703879e+06, 4.653026945011999e-06, 0.000000000000000e+00, 0.000000000000000e+00
49, -2.706135304413186e+00, -9.041082462038807e+00, 1.097033134229309e+01, 1.281531475410925e+03, -1.185913404842067e+01, 2.383726688108979e+06, 4.649549592474886e-06, 0.000000000000000e+00, 0.000000000000000e+00
50, -1.804175731722148e+00, -9.042712405869015e+00, 1.095647943093678e+01, 1.292934266176479e+03, -1.105485389941333e+01, 2.381106426961502e+06, 4.645650689044075e-06, 0.000000000000000e+00, 0.000000000000000e+00
51, -9.021136922960556e-01, -9.043697350381601e+00, 1.094237002307478e+01, 1.303317024465136e+03, -9.498388612562440e+00, 2.378301271335175e+06, 4.641550559934750e-06, 0.000000000000000e+00, 0.000000000000000e+00
52, 1.617399318284834e-07, -9.044027785646851e+00, 1.092920820742041e+01, 1.311883077739980e+03, -7.352963856191572e+00, 2.375557651954104e+06, 4.637566246056429e-06, 0.000000000000000e+00, 0.000000000000000e+00
53, 9.021140099945106e-01, -9.043697361375095e+00, 1.091815399823666e+01, 1.318080895116270e+03, -4.896128778749741e+00, 2.373137450091438e+06, 4.634031782431969e-06, 0.000000000000000e+00, 0.000000000000000e+00
54, 1.804176032272666e+00, -9.042712428240506e+00, 1.091002243247775e+01, 1.321710800160905e+03, -2.436939085385587e+00, 2.371246637766071e+06, 4.631846750924745e-06, 0.000000000000000e+00, 0.000000000000000e+00
55, 2.706135583415757e+00, -9.041082495153491e+00, 1.090512020486737e+01, 1.322911718409352e+03, -2.259583030981309e-01, 2.369988038597248e+06, 4.630956617695878e-06, 0.000000000000000e+00, 0.000000000000000e+00
56, 3.607943796904707e+00, -9.038822119956901e+00, 1.090327878542726e+01, 1.322050625102934e+03, 1.598634970494557e+00, 2.369357602874475e+06, 4.631100278520392e-06, 0.000000000000000e+00, 0.000000000000000e+00
57, 4.509549429703888e+00, -9.035937569326054e+00, 1.090402352449424e+01, 1.319581034872796e+03, 3.014103426430475e+00, 2.369275136545683e+06, 4.631985400719208e-06, 0.000000000000000e+00, 0.000000000000000e+00
58, 5.410897886093934e+00, -9.032433411468578e+00, 1.090676992876209e+01, 1.315929744793604e+03, 4.082016230893271e+00, 2.369626090608914e+06, 4.633341532443432e-06, 0.000000000000000e+00, 0.000000000000000e+00
59, 6.311955809913534e+00, -9.028360083093586e+00, 1.091097174036338e+01, 1.311435701949028e+03, 4.910106840728517e+00, 2.370296131728635e+06, 4.634947677625497e-06, 0.000000000000000e+00, 0.000000000000000e+00
60, 7.212672764581488e+00, -9.023729929980821e+00, 1.091619839534341e+01, 1.306333649668316e+03, 5.628381067023957e+00, 2.371191249983405e+06, 4.636645778215457e-06, 0.000000000000000e+00, 0.000000000000000e+00
61, 8.113006495126768e+00, -9.018571672153954e+00, 1.092216171162471e+01, 1.300762322561688e+03, 6.389767908755468e+00, 2.372246557841075e+06, 4.633563855970314e-06, 0.000000000000000e+00, 0.000000000000000e+00
62, 9.012916922359210e+00, -9.012916926859162e+00, 1.093423908359206e+01, 1.296508381182867e+03, 9.020403344367233e+00, 2.375223930225712e+06, 4.638193799993880e-06, 0.000000000000000e+00, 0.000000000000000e+00
63, -8.551400463590300e+00, -8.551400529717277e+00, 1.101493536092840e+01, 1.227308940261985e+03, -6.586420396702048e+00, 2.390257953861253e+06, 4.659816659501665e-06, 0.000000000000000e+00, 0.000000000000000e+00
64, -7.698287429316306e+00, -8.559699171808473e+00, 1.101630415898410e+01, 1.230227839100712e+03, -8.561519243403513e+00, 2.390988467082791e+06, 4.661971368186624e-06, 0.000000000000000e+00, 0.000000000000000e+00
65, -6.844553186521040e+00, -8.567269192955715e+00, 1.101310163633426e+01, 1.235215823076134e+03, -1.099126651613891e+01, 2.390635712373300e+06, 4.660513755600113e-06, 0.000000000000000e+00, 0.000000000000000e+00
66, -5.990256549307927e+00, -8.574064194084219e+00, 1.100813302660222e+01, 1.241825066128192e+03, -1.325322638192337e+01, 2.389963501490068e+06, 4.658568243651581e-06, 0.000000000000000e+00, 0.000000000000000e+00
67, -5.135459516065495e+00, -8.580042033657991e+00, 1.100131798192389e+01, 1.250008234483761e+03, -1.526096463545580e+01, 2.388947306259846e+06, 4.656200002298934e-06, 0.000000000000000e+00, 0.000000000000000e+00
68, -4.280236109453194e+00, -8.585184589008609e+00, 1.099254100256348e+01, 1.259644771163875e+03, -1.683329261700036e+01, 2.387543988414412e+06, 4.653396560363103e-06, 0.000000000000000e+00, 0.000000000000000e+00
69, -3.424635289975976e+00, -8.589417835332066e+00, 1.098177673271385e+01, 1.270453308594429e+03, -1.772480777386702e+01, 2.385717028874955e+06, 4.650122246112944e-06, 0.000000000000000e+00, 0.000000000000000e+00
70, -2.568737181198528e+00, -8.592735072442972e+00, 1.096922974101071e+01, 1.281930086883076e+03, -1.768713202701034e+01, 2.383468470318723e+06, 4.646374672495650e-06, 0.000000000000000e+00, 0.000000000000000e+00
71, -1.712616973883272e+00, -8.595127104590858e+00, 1.095545661741396e+01, 1.293349026419258e+03, -1.655755773519330e+01, 2.380872881086800e+06, 4.642244617694065e-06, 0.000000000000000e+00, 0.000000000000000e+00
72, -8.563463904706964e-01, -8.596572564145720e+00, 1.094139071659627e+01, 1.303853116969397e+03, -1.434433779022620e+01, 2.378094583720389e+06, 4.637945493751137e-06, 0.000000000000000e+00, 0.000000000000000e+00
73, 2.342666738529617e-07, -8.597057494905281e+00, 1.092820655757184e+01, 1.312627043509627e+03, -1.126367746390527e+01, 2.375369535264387e+06, 4.633785371872825e-06, 0.000000000000000e+00, 0.000000000000000e+00
74, 8.563468510865506e-01, -8.596572577617071e+00, 1.091704347650398e+01, 1.319087196678363e+03, -7.696805444585773e+00, 2.372950069156010e+06, 4.630086769303496e-06, 0.000000000000000e+00, 0.000000000000000e+00
75, 1.712617411026387e+00, -8.595127132338151e+00, 1.090871194259923e+01, 1.323001458656443e+03, -4.079181559284236e+00, 2.371036834087885e+06, 4.627676847273712e-06, 0.000000000000000e+00, 0.000000000000000e+00
76, 2.568737589488366e+00, -8.592735113923787e+00, 1.090352978280313e+01, 1.324486809678657e+03, -7.763988741998907e-01, 2.369732885672586e+06, 4.626597855646053e-06, 0.000000000000000e+00, 0.000000000000000e+00
77, 3.424635672028242e+00, -8.589417886763579e+00, 1.090134799398677e+01, 1.323903276858947e+03, 1.994529236716436e+00, 2.369038602306147e+06, 4.626627439382955e-06, 0.000000000000000e+00, 0.000000000000000e+00
78, 4.280236456450823e+00, -8.585184647493131e+00, 1.090171062484516e+01, 1.321710628281761e+03, 4.175763716009866e+00, 2.368879667074301e+06, 4.627489556573388e-06, 0.000000000000000e+00, 0.000000000000000e+00
79, 5.135459820282631e+00, -8.580042100188001e+00, 1.090404493170132e+01, 1.318350052148635e+03, 5.829872013807975e+00, 2.369146496562870e+06, 4.628915201559554e-06, 0.000000000000000e+00, 0.000000000000000e+00
80, 5.990256811310079e+00, -8.574064263577418e+00, 1.090780837812301e+01, 1.314178176956209e+03, 7.086190614311289e+00, 2.369727860582397e+06, 4.630674406106982e-06, 0.000000000000000e+00, 0.000000000000000e+00
81, 6.844553410920481e+00, -8.567269255941818e+00, 1.091256776355845e+01, 1.309447555903354e+03, 8.100598819991236e+00, 2.370531016953432e+06, 4.632578370186803e-06, 0.000000000000000e+00, 0.000000000000000e+00
82, 7.698287607620989e+00, -8.559699225902417e+00, 1.091802754067755e+01, 1.304313323217436e+03, 9.041128798513125e+00, 2.371490713518357e+06, 4.630095458302259e-06, 0.000000000000000e+00, 0.000000000000000e+00
83, 8.551400583466371e+00, -8.551400574582596e+00, 1.092909613620688e+01, 1.300539102211913e+03, 1.149331809808098e+01, 2.374237937235032e+06, 4.634399801410592e-06, 0.000000000000000e+00, 0.000000000000000e+00
84, -8.110116878643144e+00, -8.110116988540272e+00, 1.101499054569039e+01, 1.227942738630441e+03, -9.862594937401227e+00, 2.390348890846324e+06, 4.658911252807247e-06, 0.000000000000000e+00, 0.000000000000000e+00
85, -7.301749688826455e+00, -8.120943630556154e+00, 1.101609802197925e+01, 1.231120922049045e+03, -1.220801200979666e+01, 2.391035575197791e+06, 4.661066748861480e-06, 0.000000000000000e+00, 0.000000000000000e+00
86, -6.492572052588798e+00, -8.130819691402559e+00, 1.101248039082558e+01, 1.236224207899934e+03, -1.517442030857552e+01, 2.390579173403947e+06, 4.659325119604297e-06, 0.000000000000000e+00, 0.000000000000000e+00
87, -5.682660700829905e+00, -8.139684638588278e+00, 1.100727325215475e+01, 1.242827741355151e+03, -1.798570012774291e+01, 2.389840940803285e+06, 4.657132267521630e-06, 0.000000000000000e+00, 0.000000000000000e+00
88, -4.872096518402718e+00, -8.147483493557178e+00, 1.100031947072485e+01, 1.250944505723362e+03, -2.050353416679107e+01, 2.388780578292889e+06, 4.654518926852943e-06, 0.000000000000000e+00, 0.000000000000000e+00
89, -4.060976077226052e+00, -8.154192613177109e+00, 1.099145708034735e+01, 1.260502871625219e+03, -2.248248696922287e+01, 2.387346682117672e+06, 4.651459743545596e-06, 0.000000000000000e+00, 0.000000000000000e+00
90, -3.249363252412739e+00, -8.159715422714678e+00, 1.098063064727012e+01, 1.271262733854508e+03, -2.360362776031499e+01, 2.385498471977918e+06, 4.647918017228913e-06, 0.000000000000000e+00, 0.000000000000000e+00
91, -2.437362575291575e+00, -8.164043180955952e+00, 1.096802519548154e+01, 1.282750981188554e+03, -2.354732695507638e+01, 2.383235826963559e+06, 4.643898357332657e-06, 0.000000000000000e+00, 0.000000000000000e+00
92, -1.625072141756284e+00, -8.167163890925712e+00, 1.095418448893584e+01, 1.294256323814054e+03, -2.210163473639017e+01, 2.380631596150429e+06, 4.639504532772236e-06, 0.000000000000000e+00, 0.000000000000000e+00
93, -8.125855228504454e-01, -8.169049675929699e+00, 1.094003185241467e+01, 1.304918058687799e+03, -1.926779159661231e+01, 2.377847278996032e+06, 4.634965675935328e-06, 0.000000000000000e+00, 0.000000000000000e+00
94, 3.022680187366832e-07, -8.169682328470483e+00, 1.092673250214175e+01, 1.313901801330456e+03, -1.530741016710875e+01, 2.375114413225988e+06, 4.630603810821924e-06, 0.000000000000000e+00, 0.000000000000000e+00
95, 8.125861177086250e-01, -8.169049690540426e+00, 1.091541831871086e+01, 1.320597935232527e+03, -1.069221536880177e+01, 2.372680375088808e+06, 4.626748814170802e-06, 0.000000000000000e+00, 0.000000000000000e+00
96, 1.625072707930411e+00, -8.167163921427626e+00, 1.090689697065226e+01, 1.324751435320460e+03, -5.970011900319785e+00, 2.370742222102634e+06, 4.624151498400092e-06, 0.000000000000000e+00, 0.000000000000000e+00
97, 2.437363106986755e+00, -8.164043227018121e+00, 1.090148913964419e+01, 1.326466661877701e+03, -1.611840476822418e+00, 2.369402032227588e+06, 4.622900844579371e-06, 0.000000000000000e+00, 0.000000000000000e+00
98, 3.249363754125519e+00, -8.159715479825557e+00, 1.089905195280133e+01, 1.326103240058610e+03, 2.088699420208171e+00, 2.368661556594987e+06, 4.622798390870793e-06, 0.000000000000000e+00, 0.000000000000000e+00
99, 4.060976538307945e+00, -8.154192677969363e+00, 1.089913491354758e+01, 1.324130057487120e+03, 5.034432892145978e+00, 2.368448883047539e+06, 4.623575257862148e-06, 0.000000000000000e+00, 0.000000000000000e+00
100, 4.872096929336506e+00, -8.147483567741052e+00, 1.090116706008840e+01, 1.321002143061357e+03, 7.281542125955864e+00, 2.368656462615497e+06, 4.624958733375929e-06, 0.000000000000000e+00, 0.000000000000000e+00
101, 5.682661062617959e+00, -8.139684716062611e+00, 1.090460333728191e+01, 1.317090594551821e+03, 8.974199671052784e+00, 2.369174019723273e+06, 4.626711032416385e-06, 0.000000000000000e+00, 0.000000000000000e+00
102, 6.492572371301527e+00, -8.130819760682725e+00, 1.090900371827511e+01, 1.312660869535124e+03, 1.029109282023580e+01, 2.369908363274528e+06, 4.628636645709974e-06, 0.000000000000000e+00, 0.000000000000000e+00
103, 7.301749953473077e+00, -8.120943690178526e+00, 1.091406055244938e+01, 1.307879257273457e+03, 1.141859682103356e+01, 2.370792038709878e+06, 4.626592500557781e-06, 0.000000000000000e+00, 0.000000000000000e+00
104, 8.110117073845471e+00, -8.110117041469708e+00, 1.092423895876086e+01, 1.304440368533513e+03, 1.377823696750810e+01, 2.373326739518107e+06, 4.630960263433960e-06, 0.000000000000000e+00, 0.000000000000000e+00
105, -7.688266991534200e+00, -7.688267155413177e+00, 1.101514936750788e+01, 1.228444375213120e+03, -1.352216536367512e+01, 2.390456864859054e+06, 4.658132101226920e-06, 0.000000000000000e+00, 0.000000000000000e+00
106, -6.922675083494944e+00, -7.701510466646392e+00, 1.101602859145499e+01, 1.231855193443541e+03, -1.620539478370606e+01, 2.391106572808551e+06, 4.660189496292238e-06, 0.000000000000000e+00, 0.000000000000000e+00
107, -6.156091825017447e+00, -7.713591011312439e+00, 1.101206924789985e+01, 1.237089581071189e+03, -1.964943388870801e+01, 2.390569949342714e+06, 4.658283681154707e-06, 0.000000000000000e+00, 0.000000000000000e+00
108, -5.388611074645798e+00, -7.724434745904002e+00, 1.100663354675001e+01, 1.243745542833367e+03, -2.295519939322806e+01, 2.389775723229221e+06, 4.655951452862535e-06, 0.000000000000000e+00, 0.000000000000000e+00
109, -4.620331771918134e+00, -7.733974420200616e+00, 1.099950344235084e+01, 1.251884494334122e+03, -2.593157351837116e+01, 2.388671144153861e+06, 4.653188393553829e-06, 0.000000000000000e+00, 0.000000000000000e+00
110, -3.851372044944085e+00, -7.742181113739474e+00, 1.099047832096813e+01, 1.261472648861682e+03, -2.827064331630898e+01, 2.387197574732118e+06, 4.649952434831257e-06, 0.000000000000000e+00, 0.000000000000000e+00
111, -3.081810026600310e+00, -7.748936694943765e+00, 1.097948029291665e+01, 1.272298172764672e+03, -2.958418112239568e+01, 2.385310653546061e+06, 4.646203179795728e-06, 0.000000000000000e+00, 0.000000000000000e+00
112, -2.311773581067062e+00, -7.754230471464638e+00, 1.096668633555730e+01, 1.283903928581751e+03, -2.948703713097746e+01, 2.383009614022767e+06, 4.641952593570120e-06, 0.000000000000000e+00, 0.000000000000000e+00
113, -1.541382700632670e+00, -7.758047768481600e+00, 1.095264405431714e+01, 1.295579508482221e+03, -2.772306777137488e+01, 2.380368624422086e+06, 4.637321611299075e-06, 0.000000000000000e+00, 0.000000000000000e+00
114, -7.707518427385585e-01, -7.760354486914446e+00, 1.093828645680800e+01, 1.306450704993568e+03, -2.428798817740038e+01, 2.377550757415506e+06, 4.632562338709361e-06, 0.000000000000000e+00, 0.000000000000000e+00
115, 3.663181477055324e-07, -7.761128355223344e+00, 1.092478746058436e+01, 1.315660664799196e+03, -1.948473186962290e+01, 2.374787852544373e+06, 4.628019346634637e-06, 0.000000000000000e+00, 0.000000000000000e+00
116, 7.707525642386243e-01, -7.760354501686773e+00, 1.091328268259160e+01, 1.322576772949323e+03, -1.386635874395627e+01, 2.372325931171224e+06, 4.624038052473756e-06, 0.000000000000000e+00, 0.000000000000000e+00
117, 1.541383389132629e+00, -7.758047799798566e+00, 1.090457867349463e+01, 1.326928328940247e+03, -8.082008751507480e+00, 2.370359883622358e+06, 4.621241939759901e-06, 0.000000000000000e+00, 0.000000000000000e+00
118, 2.311774230794934e+00, -7.754230519259431e+00, 1.089899220151657e+01, 1.328815530639604e+03, -2.699518645256036e+00, 2.368989956063553e+06, 4.619811299802692e-06, 0.000000000000000e+00, 0.000000000000000e+00
119, 3.081810644234499e+00, -7.748936754078921e+00, 1.089637510306233e+01, 1.328604945055514e+03, 1.914466820726580e+00, 2.368216920131110e+06, 4.619563224396597e-06, 0.000000000000000e+00, 0.000000000000000e+00
120, 3.851372618424151e+00, -7.742181180466245e+00, 1.089627046860917e+01, 1.326779739475789e+03, 5.621806525578313e+00, 2.367968496035963e+06, 4.620230768408407e-06, 0.000000000000000e+00, 0.000000000000000e+00
121, 4.620332290302834e+00, -7.733974496977676e+00, 1.089809962001491e+01, 1.323811687864689e+03, 8.467539544196274e+00, 2.368136792843357e+06, 4.621534521595877e-06, 0.000000000000000e+00, 0.000000000000000e+00
122, 5.388611539593070e+00, -7.724434825723787e+00, 1.090130893793257e+01, 1.320087406441504e+03, 1.060545213441082e+01, 2.368610885983997e+06, 4.623227798853625e-06, 0.000000000000000e+00, 0.000000000000000e+00
123, 6.156092244181897e+00, -7.713591080857050e+00, 1.090544877125263e+01, 1.315884942656139e+03, 1.223362814182874e+01, 2.369296315901952e+06, 4.625109825317644e-06, 0.000000000000000e+00, 0.000000000000000e+00
124, 6.922675443621344e+00, -7.701510525461836e+00, 1.091019945832893e+01, 1.311380439439468e+03, 1.355692870403652e+01, 2.370123341172465e+06, 4.623409637572538e-06, 0.000000000000000e+00, 0.000000000000000e+00
125, 7.688267274275141e+00, -7.688267209694104e+00, 1.091959253867184e+01, 1.308171788609322e+03, 1.586835618069665e+01, 2.372463851348937e+06, 4.628006083535232e-06, 0.000000000000000e+00, 0.000000000000000e+00
