"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
230, 7.121655200000000e-01, 1.541558400000000e-01, 6.543459933133428e+00, 4.341852307134074e+01, 5.026743231819383e-01
231, 7.054646400000000e-01, 1.647812100000000e-01, 6.564870173126407e+00, 4.358621635501397e+01, 5.110303611723584e-01
232, 6.986637500000000e-01, 1.751169100000000e-01, 6.598749079678758e+00, 4.385156905955559e+01, 5.149848642979611e-01
233, 6.916735800000000e-01, 1.852941800000000e-01, 6.651215638169182e+00, 4.426250744600888e+01, 5.119666080988767e-01
234, 6.844016300000000e-01, 1.954247700000000e-01, 6.694514020178425e+00, 4.460163712691151e+01, 5.054875250328476e-01
235, 6.768617200000000e-01, 2.054655600000000e-01, 6.748506433687361e+00, 4.502452660025347e+01, 5.003110696741162e-01
236, 6.690716000000000e-01, 2.153765400000000e-01, 6.788717584333104e+00, 4.533947589060588e+01, 4.941205985703121e-01
237, 6.610533200000001e-01, 2.251226700000000e-01, 6.818116305914282e+00, 4.556973805298048e+01, 4.882245260317120e-01
238, 6.528743100000000e-01, 2.346198800000000e-01, 6.889502433366009e+00, 4.612886182389669e+01, 4.804656716052939e-01
239, 6.446487900000000e-01, 2.437463700000000e-01, 6.915968200275398e+00, 4.633615195046328e+01, 4.701772348223576e-01
240, 6.361582200000000e-01, 2.527463600000000e-01, 6.951431728394169e+00, 4.661391602423474e+01, 4.554285109142120e-01
241, 6.272467400000000e-01, 2.617585200000000e-01, 6.972746004792311e+00, 4.678085768390297e+01, 4.368487954688410e-01
242, 6.180204700000000e-01, 2.706437300000000e-01, 7.006873528432533e+00, 4.704815765367170e+01, 4.163442467102170e-01
243, 6.087212800000000e-01, 2.791611100000000e-01, 7.039321347319904e+00, 4.730230152590487e+01, 3.943424883090769e-01
244, 5.994140800000000e-01, 2.872675200000000e-01, 7.069147476339322e+00, 4.753591130870823e+01, 3.736384537097826e-01
245, 5.899962800000000e-01, 2.950590700000000e-01, 7.101130463877005e+00, 4.778641444195814e+01, 3.533995459998818e-01
246, 5.802395800000000e-01, 3.027120400000000e-01, 7.119535124650206e+00, 4.793056686626361e+01, 3.319803227299582e-01
247, 5.702019600000000e-01, 3.101541500000000e-01, 7.120757714279048e+00, 4.794014266128098e+01, 3.104044855069741e-01
248, 5.601150499999999e-01, 3.172088100000000e-01, 7.144142820533764e+00, 4.812330386163121e+01, 2.889303455938777e-01
249, 5.499354300000000e-01, 3.239067100000000e-01, 7.136234151699374e+00, 4.806136010729880e+01, 2.669362306938721e-01
250, 5.397209400000000e-01, 3.302161500000000e-01, 7.162396271526085e+00, 4.826627195242676e+01, 2.436433226264532e-01
251, 5.292848700000000e-01, 3.362430300000000e-01, 7.176960014270541e+00, 4.838034082060343e+01, 2.192827954643993e-01
252, 5.186369000000000e-01, 3.419671800000000e-01, 7.145040991835974e+00, 4.813033868679049e+01, 1.937300098780325e-01
253, 5.078609800000000e-01, 3.473310800000000e-01, 7.180555402387362e+00, 4.840850129146163e+01, 1.634236581123994e-01
254, 4.969104700000000e-01, 3.523467600000000e-01, 7.156568866384323e+00, 4.822062946061737e+01, 1.303713788827117e-01
255, 4.858568800000000e-01, 3.569717200000000e-01, 7.157209845822753e+00, 4.822564985958687e+01, 9.559644320778894e-02
256, 4.749080600000000e-01, 3.611236500000000e-01, 7.129462566727812e+00, 4.800832243374046e+01, 5.764105386317247e-02
257, 4.638644400000000e-01, 3.648861000000000e-01, 7.106655544027901e+00, 4.782968900746350e+01, 2.261486102512073e-02
258, 4.526585400000000e-01, 3.682685800000000e-01, 7.054256587288946e+00, 4.741928010408417e+01, 2.824573068256280e-02
259, 4.412804100000000e-01, 3.712590800000000e-01, 6.975820925042177e+00, 4.680494164904780e+01, 7.760311569840975e-02
260, 4.297535600000000e-01, 3.738370500000000e-01, 6.929398569595552e+00, 4.644134379945606e+01, 1.166734314721190e-01
261, 4.181299500000000e-01, 3.759825200000000e-01, 6.840848399089555e+00, 4.574778460222876e+01, 1.631734735864590e-01
262, 4.063766300000000e-01, 3.776919600000000e-01, 6.763815809333080e+00, 4.514443555381305e+01, 1.993846684129143e-01
263, 3.946948600000000e-01, 3.789384800000000e-01, 6.711859879349480e+00, 4.473749660739754e+01, 2.195336131275814e-01
264, 3.832840300000000e-01, 3.797215300000000e-01, 6.696723938650980e+00, 4.461894606345003e+01, 2.245319521209925e-01
265, 3.719253100000000e-01, 3.800777900000000e-01, 6.727688133630412e+00, 4.486146961919258e+01, 2.111977956811060e-01
266, 3.605668400000000e-01, 3.800103800000000e-01, 6.806976395172938e+00, 4.548248596180097e+01, 1.874510898536777e-01
267, 3.492253300000000e-01, 3.795224000000000e-01, 6.910237981446970e+00, 4.629127065946326e+01, 1.562561492857049e-01
268, 3.379225400000000e-01, 3.786155700000000e-01, 7.017306027550305e+00, 4.712986902330375e+01, 1.199128932416038e-01
269, 3.266747400000000e-01, 3.772948600000000e-01, 7.115473782065658e+00, 4.789875685972711e+01, 7.698002557735605e-02
270, 3.154998100000000e-01, 3.755667900000000e-01, 7.241633136824549e+00, 4.888688573976543e+01, 2.598420781608124e-02
271, 3.044147500000000e-01, 3.734396800000000e-01, 7.294014457987976e+00, 4.929715651449366e+01, 4.667725310428920e-02
272, 2.934342100000000e-01, 3.709239500000000e-01, 7.391113112462416e+00, 5.005767074574050e+01, 1.373683143518475e-01
273, 2.825693400000000e-01, 3.680302400000000e-01, 7.439012753522712e+00, 5.043283926784972e+01, 2.317760600514452e-01
274, 2.718322000000000e-01, 3.647694300000000e-01, 7.439845137518045e+00, 5.043935882136712e+01, 3.141455843807814e-01
275, 2.612337100000000e-01, 3.611536200000000e-01, 7.418337450360969e+00, 5.027090229380043e+01, 3.759654215429332e-01
276, 2.507801300000000e-01, 3.571962900000000e-01, 7.388525293036594e+00, 5.003740194271858e+01, 4.217847244403452e-01
277, 2.404670800000000e-01, 3.529050700000000e-01, 7.366968843571237e+00, 4.986856348988633e+01, 4.528340418689946e-01
278, 2.302589200000000e-01, 3.482714800000000e-01, 7.344274289650798e+00, 4.969081096260661e+01, 4.843982656496739e-01
279, 2.200977300000000e-01, 3.432724800000000e-01, 7.329875812897431e+00, 4.957803652161685e+01, 5.088201016219802e-01
280, 2.100946500000000e-01, 3.379642800000000e-01, 7.318457129195153e+00, 4.948860097274450e+01, 5.271206846632548e-01
281, 2.003189600000000e-01, 3.323996500000000e-01, 7.312338128897625e+00, 4.944067459485119e+01, 5.403463151163443e-01
282, 1.906437000000000e-01, 3.265174100000000e-01, 7.309173498712852e+00, 4.941588798678561e+01, 5.500550204420395e-01
283, 1.810679600000000e-01, 3.203188200000000e-01, 7.312931987337184e+00, 4.944532592392548e+01, 5.567855597113069e-01
284, 1.716484500000000e-01, 3.138461100000000e-01, 7.318238183027543e+00, 4.948688610164515e+01, 5.610626307852775e-01
285, 1.624444800000000e-01, 3.071564100000000e-01, 7.335682389767525e+00, 4.962351587834365e+01, 5.620916825591118e-01
286, 1.534924900000000e-01, 3.002910400000000e-01, 7.348962010250345e+00, 4.972752700411471e+01, 5.600459960279428e-01
287, 1.447630000000000e-01, 2.932489500000000e-01, 7.348042718389687e+00, 4.972032675456971e+01, 5.571269953785319e-01
288, 1.362112400000000e-01, 2.860115500000000e-01, 7.361366054414346e+00, 4.982468027737887e+01, 5.539145194142511e-01
289, 1.279209900000000e-01, 2.786719400000000e-01, 7.364252975716902e+00, 4.984729176202782e+01, 5.503557478947847e-01
290, 1.198302000000000e-01, 2.711958300000000e-01, 7.380837752141228e+00, 4.997719014796342e+01, 5.445555660162590e-01
291, 1.118431900000000e-01, 2.635071300000000e-01, 7.413176627394607e+00, 5.023048073150271e+01, 5.340983488936893e-01
292, 1.039810400000000e-01, 2.556262900000000e-01, 7.417968184522327e+00, 5.026801006087588e+01, 5.230073540479462e-01
293, 9.629517000000000e-02, 2.476110500000000e-01, 7.455630077691451e+00, 5.056299258031292e+01, 5.120930835629991e-01
294, 8.881675999999999e-02, 2.395008800000000e-01, 7.446581771466422e+00, 5.049212274498863e+01, 5.025885022559157e-01
295, 8.149062999999999e-02, 2.312399200000000e-01, 7.488007211695672e+00, 5.081658282119188e+01, 4.914344680441329e-01
296, 7.437578000000000e-02, 2.228968200000000e-01, 7.461963762016811e+00, 5.061260044657774e+01, 4.823829386844631e-01
297, 6.747967000000001e-02, 2.144839700000000e-01, 7.509938596285545e+00, 5.098835791098920e+01, 4.715413198309021e-01
298, 6.076122000000000e-02, 2.059505600000000e-01, 7.477091024275532e+00, 5.073108301762705e+01, 4.628786651357512e-01
299, 5.422082000000000e-02, 1.972892800000000e-01, 7.529023497247425e+00, 5.113783823965088e+01, 4.519542775955004e-01
300, 4.787017000000000e-02, 1.885048300000000e-01, 7.497433255339734e+00, 5.089041124213617e+01, 4.427295338721635e-01
301, 4.172136000000000e-02, 1.796035700000000e-01, 7.545972875605778e+00, 5.127059232900552e+01, 4.313438377369980e-01
302, 3.578936000000000e-02, 1.705901900000000e-01, 7.521627722433653e+00, 5.107991166973687e+01, 4.212280312497647e-01
303, 3.008648000000000e-02, 1.614667300000000e-01, 7.569027179568897e+00, 5.145116255781397e+01, 4.091709378045080e-01
304, 2.462850000000000e-02, 1.522307800000000e-01, 7.550661253178190e+00, 5.130731351617929e+01, 3.980253012409377e-01
305, 1.942997000000000e-02, 1.428775200000000e-01, 7.599187815701549e+00, 5.168739232975563e+01, 3.849243142220221e-01
306, 1.450691000000000e-02, 1.333954500000000e-01, 7.586335899170816e+00, 5.158673114682449e+01, 3.726602868183704e-01
307, 9.873979999999999e-03, 1.237595500000000e-01, 7.615798858826339e+00, 5.181749644665236e+01, 3.616216689359678e-01
308, 5.538400000000000e-03, 1.139021700000000e-01, 7.636772755479664e+00, 5.198177212045949e+01, 3.496452871665379e-01
309, 1.501040000000000e-03, 1.036919500000000e-01, 7.669989446252550e+00, 5.224193809479186e+01, 3.359388688853620e-01
310, -2.211890000000000e-03, 9.296530000000000e-02, 7.687153371928632e+00, 5.237637260175158e+01, 3.167797807281272e-01
311, -5.466440000000000e-03, 8.175001000000000e-02, 7.737121389262629e+00, 5.276774144713241e+01, 2.998799312491506e-01
312, -8.016420000000000e-03, 7.054514000000001e-02, 7.758740621962064e+00, 5.293707164254603e+01, 2.768725048054748e-01
313, -9.715240000000000e-03, 5.992696000000000e-02, 7.802239153203844e+00, 5.327776896967962e+01, 2.546172433831164e-01
314, -1.058919000000000e-02, 5.010001000000000e-02, 7.842343984321930e+00, 5.359188552435427e+01, 2.286932943638206e-01
315, -1.071996000000000e-02, 4.094367000000000e-02, 7.867546246303010e+00, 5.378927939144712e+01, 2.006013730160053e-01
316, -1.014706000000000e-02, 3.223146000000000e-02, 7.900623861838561e+00, 5.404835607470971e+01, 1.760787434130040e-01
317, -8.841040000000000e-03, 2.375303000000000e-02, 7.937715098147876e+00, 5.433886898882223e+01, 1.449774664432004e-01
318, -6.706400000000000e-03, 1.540042000000000e-02, 7.947738390641284e+00, 5.441737529384206e+01, 1.104940724640357e-01
319, -3.685760000000000e-03, 7.283790000000000e-03, 7.967130815867279e+00, 5.456926427152755e+01, 7.669875864713005e-02
