"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Surface_Sensitivity"	"Solution_Sensor"
82	9.135402871372810e-01	2.810416889260652e-01	-4.633681923509458e-01	1.000000000000000e+00	0.000000000000000e+00	6.086479461565812e-02	0.000000000000000e+00	
83	9.221639627510075e-01	2.679133974894983e-01	-4.747023248763941e-01	1.000000000000000e+00	0.000000000000000e+00	3.523444914503165e-02	0.000000000000000e+00	
84	9.303710135019718e-01	2.545207078751855e-01	-4.925070482856228e-01	1.000000000000000e+00	0.000000000000000e+00	1.459329151367435e-02	0.000000000000000e+00	
85	9.381533400219318e-01	2.408768370508576e-01	-5.028592584435030e-01	1.000000000000000e+00	0.000000000000000e+00	-1.362254943544358e-03	0.000000000000000e+00	
86	9.455032620941840e-01	2.269952498697732e-01	-5.094201494219885e-01	1.000000000000000e+00	0.000000000000000e+00	-1.312194915689684e-02	0.000000000000000e+00	
87	9.524135262330098e-01	2.128896457825362e-01	-5.123970505869200e-01	1.000000000000000e+00	0.000000000000000e+00	-2.132960057942469e-02	0.000000000000000e+00	
88	9.588773128419905e-01	1.985739453173903e-01	-5.148289386267395e-01	1.000000000000000e+00	0.000000000000000e+00	-2.674371757800669e-02	0.000000000000000e+00	
89	9.648882429441257e-01	1.840622763423388e-01	-5.218661943913995e-01	1.000000000000000e+00	0.000000000000000e+00	-2.999724577842466e-02	0.000000000000000e+00	
90	9.704403844771128e-01	1.693689601226457e-01	-5.348346555996860e-01	1.000000000000000e+00	0.000000000000000e+00	-3.101996305784985e-02	0.000000000000000e+00	
91	9.755282581475768e-01	1.545084971874736e-01	-5.547003793973080e-01	1.000000000000000e+00	0.000000000000000e+00	-2.970136525059835e-02	0.000000000000000e+00	
92	9.801468428384715e-01	1.394955530196146e-01	-5.760062633400620e-01	1.000000000000000e+00	0.000000000000000e+00	-2.674860520486287e-02	0.000000000000000e+00	
93	9.842915805643155e-01	1.243449435824274e-01	-5.878781207667303e-01	1.000000000000000e+00	0.000000000000000e+00	-2.288775150105473e-02	0.000000000000000e+00	
94	9.879583809693737e-01	1.090716206982712e-01	-5.923772390562185e-01	1.000000000000000e+00	0.000000000000000e+00	-1.853244658007908e-02	0.000000000000000e+00	
95	9.911436253643444e-01	9.369065729286227e-02	-5.888264728969796e-01	1.000000000000000e+00	0.000000000000000e+00	-1.391749570870485e-02	0.000000000000000e+00	
96	9.938441702975689e-01	7.821723252011527e-02	-5.839564692533601e-01	1.000000000000000e+00	0.000000000000000e+00	-9.600494763680748e-03	0.000000000000000e+00	
97	9.960573506572390e-01	6.266661678215205e-02	-5.679770177700552e-01	1.000000000000000e+00	0.000000000000000e+00	-6.240404989135521e-03	0.000000000000000e+00	
98	9.977809823015400e-01	4.705415665925718e-02	-5.531808276481450e-01	1.000000000000000e+00	0.000000000000000e+00	-3.821424704209106e-03	0.000000000000000e+00	
99	9.990133642141358e-01	3.139525976465657e-02	-5.495903755917126e-01	1.000000000000000e+00	0.000000000000000e+00	-2.078272556166066e-03	0.000000000000000e+00	
100	9.997532801828658e-01	1.570537953906412e-02	-5.508233677743165e-01	1.000000000000000e+00	0.000000000000000e+00	-8.759435718847017e-04	0.000000000000000e+00	
101	2.467198171342000e-04	-1.570537953906415e-02	-4.804371855610238e-01	1.000000000000000e+00	0.000000000000000e+00	-3.579068433406585e-03	0.000000000000000e+00	
102	9.866357858642205e-04	-3.139525976465669e-02	-4.773101555291684e-01	1.000000000000000e+00	0.000000000000000e+00	-1.416203148498334e-02	0.000000000000000e+00	
103	2.219017698460002e-03	-4.705415665925716e-02	-4.726248623166426e-01	1.000000000000000e+00	0.000000000000000e+00	-3.077740286714913e-02	0.000000000000000e+00	
104	3.942649342761062e-03	-6.266661678215213e-02	-4.666342731450338e-01	1.000000000000000e+00	0.000000000000000e+00	-5.248414008519216e-02	0.000000000000000e+00	
105	6.155829702431115e-03	-7.821723252011543e-02	-4.600457305130813e-01	1.000000000000000e+00	0.000000000000000e+00	-7.826913396646439e-02	0.000000000000000e+00	
106	8.856374635655639e-03	-9.369065729286231e-02	-4.531748656281724e-01	1.000000000000000e+00	0.000000000000000e+00	-1.073856457939072e-01	0.000000000000000e+00	
107	1.204161903062628e-02	-1.090716206982713e-01	-4.461894535254164e-01	1.000000000000000e+00	0.000000000000000e+00	-1.393490867346333e-01	0.000000000000000e+00	
108	1.570841943568446e-02	-1.243449435824274e-01	-4.367982996933915e-01	1.000000000000000e+00	0.000000000000000e+00	-1.726838140330408e-01	0.000000000000000e+00	
109	1.985315716152847e-02	-1.394955530196146e-01	-4.275179712192880e-01	1.000000000000000e+00	0.000000000000000e+00	-2.056001145030367e-01	0.000000000000000e+00	
110	2.447174185242323e-02	-1.545084971874737e-01	-4.158090057962064e-01	1.000000000000000e+00	0.000000000000000e+00	-2.366109170469523e-01	0.000000000000000e+00	
111	2.955961552288727e-02	-1.693689601226457e-01	-4.017576521774333e-01	1.000000000000000e+00	0.000000000000000e+00	-2.627458611279298e-01	0.000000000000000e+00	
112	3.511175705587433e-02	-1.840622763423390e-01	-3.888482490378163e-01	1.000000000000000e+00	0.000000000000000e+00	-2.838885669772731e-01	0.000000000000000e+00	
113	4.112268715800943e-02	-1.985739453173903e-01	-3.728627466968705e-01	1.000000000000000e+00	0.000000000000000e+00	-3.002845564562507e-01	0.000000000000000e+00	
114	4.758647376699027e-02	-2.128896457825364e-01	-3.556048773825569e-01	1.000000000000000e+00	0.000000000000000e+00	-3.094870816726706e-01	0.000000000000000e+00	
115	5.449673790581611e-02	-2.269952498697734e-01	-3.335665277044501e-01	1.000000000000000e+00	0.000000000000000e+00	-3.067985292332127e-01	0.000000000000000e+00	
116	6.184665997806821e-02	-2.408768370508577e-01	-3.141819285819983e-01	1.000000000000000e+00	0.000000000000000e+00	-2.916129908760889e-01	0.000000000000000e+00	
117	6.962898649802818e-02	-2.545207078751857e-01	-2.925150461421153e-01	1.000000000000000e+00	0.000000000000000e+00	-2.626221561435261e-01	0.000000000000000e+00	
118	7.783603724899246e-02	-2.679133974894983e-01	-2.752761850857397e-01	1.000000000000000e+00	0.000000000000000e+00	-2.176404846178446e-01	0.000000000000000e+00	
119	8.645971286271908e-02	-2.810416889260653e-01	-2.614215232339470e-01	1.000000000000000e+00	0.000000000000000e+00	-1.632442213549661e-01	0.000000000000000e+00	
120	9.549150281252627e-02	-2.938926261462366e-01	-2.457302934949165e-01	1.000000000000000e+00	0.000000000000000e+00	-9.809610676646269e-02	0.000000000000000e+00	
121	1.049224938121548e-01	-3.064535268264882e-01	-2.318075914049947e-01	1.000000000000000e+00	0.000000000000000e+00	-2.115003466278466e-02	0.000000000000000e+00	
122	1.147433786121054e-01	-3.187119948743449e-01	-2.166970073398672e-01	1.000000000000000e+00	0.000000000000000e+00	6.643883961387125e-02	0.000000000000000e+00	
123	1.249444651847702e-01	-3.306559326618259e-01	-2.022621425651471e-01	1.000000000000000e+00	0.000000000000000e+00	1.646695289950750e-01	0.000000000000000e+00	
124	1.355156862892942e-01	-3.422735529643444e-01	-1.852514812364092e-01	1.000000000000000e+00	0.000000000000000e+00	2.757690738923638e-01	0.000000000000000e+00	
125	1.464466094067263e-01	-3.535533905932738e-01	-1.707264521312561e-01	1.000000000000000e+00	0.000000000000000e+00	3.991132346705979e-01	0.000000000000000e+00	
126	1.577264470356556e-01	-3.644843137107058e-01	-1.557256431172974e-01	1.000000000000000e+00	0.000000000000000e+00	5.309446422846696e-01	0.000000000000000e+00	
127	1.693440673381741e-01	-3.750555348152298e-01	-1.419128921263879e-01	1.000000000000000e+00	0.000000000000000e+00	6.701383747930325e-01	0.000000000000000e+00	
128	1.812880051256552e-01	-3.852566213878946e-01	-1.259175000186915e-01	1.000000000000000e+00	0.000000000000000e+00	8.183613526198510e-01	0.000000000000000e+00	
129	1.935464731735118e-01	-3.950775061878452e-01	-1.124033221220207e-01	1.000000000000000e+00	0.000000000000000e+00	9.746335223771675e-01	0.000000000000000e+00	
130	2.061073738537634e-01	-4.045084971874737e-01	-9.890935861271441e-02	1.000000000000000e+00	0.000000000000000e+00	1.134503025458788e+00	0.000000000000000e+00	
131	2.189583110739347e-01	-4.135402871372809e-01	-8.683474152152171e-02	1.000000000000000e+00	0.000000000000000e+00	1.296242528106170e+00	0.000000000000000e+00	
132	2.320866025105017e-01	-4.221639627510075e-01	-7.355298411880069e-02	1.000000000000000e+00	0.000000000000000e+00	1.459763574819753e+00	0.000000000000000e+00	
133	2.454792921248143e-01	-4.303710135019718e-01	-6.267894838233151e-02	1.000000000000000e+00	0.000000000000000e+00	1.622567283261523e+00	0.000000000000000e+00	
134	2.591231629491424e-01	-4.381533400219318e-01	-5.198982460236291e-02	1.000000000000000e+00	0.000000000000000e+00	1.781182100280328e+00	0.000000000000000e+00	
135	2.730047501302266e-01	-4.455032620941839e-01	-4.244054152035127e-02	1.000000000000000e+00	0.000000000000000e+00	1.935977642478114e+00	0.000000000000000e+00	
136	2.871103542174637e-01	-4.524135262330098e-01	-3.139444962472829e-02	1.000000000000000e+00	0.000000000000000e+00	2.088960790982906e+00	0.000000000000000e+00	
137	3.014260546826097e-01	-4.588773128419906e-01	-2.349061681122555e-02	1.000000000000000e+00	0.000000000000000e+00	2.238907010351717e+00	0.000000000000000e+00	
138	3.159377236576610e-01	-4.648882429441257e-01	-1.661589188846884e-02	1.000000000000000e+00	0.000000000000000e+00	2.381245615616113e+00	0.000000000000000e+00	
139	3.306310398773544e-01	-4.704403844771128e-01	-1.089644140498031e-02	1.000000000000000e+00	0.000000000000000e+00	2.513075990101506e+00	0.000000000000000e+00	
140	3.454915028125263e-01	-4.755282581475768e-01	-5.148918694749162e-03	1.000000000000000e+00	0.000000000000000e+00	2.635186644037708e+00	0.000000000000000e+00	
141	3.605044469803854e-01	-4.801468428384715e-01	-1.275238408565378e-03	1.000000000000000e+00	0.000000000000000e+00	2.744447474018108e+00	0.000000000000000e+00	
142	3.756550564175726e-01	-4.842915805643155e-01	7.581115198886648e-04	1.000000000000000e+00	0.000000000000000e+00	2.836485758892745e+00	0.000000000000000e+00	
143	3.909283793017287e-01	-4.879583809693737e-01	2.057837966731608e-03	1.000000000000000e+00	0.000000000000000e+00	2.911672436254630e+00	0.000000000000000e+00	
144	4.063093427071378e-01	-4.911436253643444e-01	1.797224600524095e-03	1.000000000000000e+00	0.000000000000000e+00	2.970157531907883e+00	0.000000000000000e+00	
145	4.217827674798846e-01	-4.938441702975689e-01	7.856412894369367e-04	1.000000000000000e+00	0.000000000000000e+00	3.014194106447310e+00	0.000000000000000e+00	
146	4.373333832178479e-01	-4.960573506572389e-01	-3.226693244886907e-03	1.000000000000000e+00	0.000000000000000e+00	3.042300066749054e+00	0.000000000000000e+00	
147	4.529458433407428e-01	-4.977809823015400e-01	-6.071321253242817e-03	1.000000000000000e+00	0.000000000000000e+00	3.055267908543687e+00	0.000000000000000e+00	
148	4.686047402353434e-01	-4.990133642141358e-01	-1.083108525321070e-02	1.000000000000000e+00	0.000000000000000e+00	3.054193017428373e+00	0.000000000000000e+00	
149	4.842946204609359e-01	-4.997532801828658e-01	-1.585347949434799e-02	1.000000000000000e+00	0.000000000000000e+00	3.039858013191381e+00	0.000000000000000e+00	
150	5.000000000000001e-01	-5.000000000000000e-01	-2.541690590703482e-02	1.000000000000000e+00	0.000000000000000e+00	3.008044876622574e+00	0.000000000000000e+00	
151	5.157053795390641e-01	-4.997532801828658e-01	-3.197429799392124e-02	1.000000000000000e+00	0.000000000000000e+00	2.960517026717312e+00	0.000000000000000e+00	
152	5.313952597646567e-01	-4.990133642141358e-01	-4.085397888010558e-02	1.000000000000000e+00	0.000000000000000e+00	2.901939213455729e+00	0.000000000000000e+00	
153	5.470541566592572e-01	-4.977809823015400e-01	-4.983437509846571e-02	1.000000000000000e+00	0.000000000000000e+00	2.832944124112446e+00	0.000000000000000e+00	
154	5.626666167821521e-01	-4.960573506572389e-01	-6.431329559865413e-02	1.000000000000000e+00	0.000000000000000e+00	2.751865181752599e+00	0.000000000000000e+00	
155	5.782172325201155e-01	-4.938441702975688e-01	-7.691027392333918e-02	1.000000000000000e+00	0.000000000000000e+00	2.657308762767260e+00	0.000000000000000e+00	
156	5.936906572928624e-01	-4.911436253643443e-01	-9.420940239270992e-02	1.000000000000000e+00	0.000000000000000e+00	2.552166962765201e+00	0.000000000000000e+00	
157	6.090716206982713e-01	-4.879583809693737e-01	-1.137921644549045e-01	1.000000000000000e+00	0.000000000000000e+00	2.437092435327910e+00	0.000000000000000e+00	
158	6.243449435824274e-01	-4.842915805643155e-01	-1.339651534408877e-01	1.000000000000000e+00	0.000000000000000e+00	2.313542772627186e+00	0.000000000000000e+00	
159	6.394955530196147e-01	-4.801468428384715e-01	-1.514934495450345e-01	1.000000000000000e+00	0.000000000000000e+00	2.184477498194139e+00	0.000000000000000e+00	
160	6.545084971874737e-01	-4.755282581475768e-01	-1.685107804911014e-01	1.000000000000000e+00	0.000000000000000e+00	2.053194927987855e+00	0.000000000000000e+00	
161	6.693689601226458e-01	-4.704403844771127e-01	-1.820446875641976e-01	1.000000000000000e+00	0.000000000000000e+00	1.922122048965493e+00	0.000000000000000e+00	
162	6.840622763423390e-01	-4.648882429441257e-01	-2.049647865185850e-01	1.000000000000000e+00	0.000000000000000e+00	1.787817736699284e+00	0.000000000000000e+00	
163	6.985739453173904e-01	-4.588773128419906e-01	-2.199968422786074e-01	1.000000000000000e+00	0.000000000000000e+00	1.651205377999143e+00	0.000000000000000e+00	
164	7.128896457825364e-01	-4.524135262330097e-01	-2.389879289255070e-01	1.000000000000000e+00	0.000000000000000e+00	1.516811948178754e+00	0.000000000000000e+00	
165	7.269952498697734e-01	-4.455032620941839e-01	-2.567714077419319e-01	1.000000000000000e+00	0.000000000000000e+00	1.385880090341852e+00	0.000000000000000e+00	
166	7.408768370508577e-01	-4.381533400219317e-01	-2.819070329207097e-01	1.000000000000000e+00	0.000000000000000e+00	1.256406565832871e+00	0.000000000000000e+00	
