"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
15, 3.465061723703627e-01, 3.603865817615615e-01, 9.421202136241805e+00, -5.117720451798910e+01, 4.909283489293397e+01, 2.103282232529688e+06, 3.640816010096184e-05
16, 3.536014397276488e-01, 3.536014397276488e-01, 9.415116464507104e+00, -5.734074783869928e+01, 5.736400487724602e+01, 2.101102239874513e+06, 5.098885961744938e-05
17, 3.465167592153787e-01, 3.603974344398473e-01, 9.421418462036652e+00, -5.785149407294122e+01, 5.549296567955607e+01, 2.103356259165115e+06, 4.919937820310763e-05
18, 3.536145010048471e-01, 3.536145010048471e-01, 9.415367072452380e+00, -6.389063009522271e+01, 6.392199540468101e+01, 2.101187444901236e+06, 6.706406425391049e-05
19, 3.465294915838860e-01, 3.604104865152310e-01, 9.421657058211382e+00, -6.442964532270695e+01, 6.180016971957021e+01, 2.103438114122342e+06, 6.460283559353484e-05
20, 3.536301527019979e-01, 3.536301527019979e-01, 9.415641593333209e+00, -7.037229411993049e+01, 7.041420620806716e+01, 2.101281001176483e+06, 8.648917379801839e-05
21, 3.465447491404682e-01, 3.604261271855879e-01, 9.421917532098327e+00, -7.093068857947800e+01, 6.803267040648399e+01, 2.103527703905471e+06, 8.315214054825242e-05
22, 3.536488484582004e-01, 3.536488484582004e-01, 9.415939829233775e+00, -7.679693921253008e+01, 7.685248059878955e+01, 2.101382880023928e+06, 1.098718401867158e-04
23, 3.465629741006981e-01, 3.604448097704229e-01, 9.422199433904090e+00, -7.736575906171288e+01, 7.420114530113925e+01, 2.103624923259040e+06, 1.054090692739384e-04
24, 3.536711161937679e-01, 3.536711161937679e-01, 9.416261617532079e+00, -8.317196620930601e+01, 8.324501655917139e+01, 2.101493067000650e+06, 1.378803955753592e-04
25, 3.465846810908159e-01, 3.604670618181237e-01, 9.422502303559785e+00, -8.374195607770271e+01, 8.031244178301930e+01, 2.103729669833833e+06, 1.319859851008464e-04
26, 3.536975697716340e-01, 3.536975697716340e-01, 9.416606844383985e+00, -8.950235305253604e+01, 8.959777737527949e+01, 2.101611565981823e+06, 1.712570733718378e-04
27, 3.466104685154768e-01, 3.604934967591510e-01, 9.422825680735189e+00, -9.006382730711853e+01, 8.637101976041900e+01, 2.103841847647328e+06, 1.635591970815461e-04
28, 3.537289224373059e-01, 3.537289224373059e-01, 9.416975442002871e+00, -9.579116482387147e+01, 9.591504564150877e+01, 2.101738398417884e+06, 2.108259622646656e-04
29, 3.466410316592614e-01, 3.605248273365223e-01, 9.423169097172929e+00, -9.633390920306563e+01, 9.237949579635884e+01, 2.103961365172948e+06, 2.008762178415309e-04
30, 3.537660023029607e-01, 3.537660023029607e-01, 9.417367377331146e+00, -1.020396796589817e+02, 1.021996040819705e+02, 2.101873600140153e+06, 2.574981080220302e-04
31, 3.466771777808503e-01, 3.605618810790009e-01, 9.423532059878928e+00, -1.025528561892700e+02, 9.833880163640295e+01, 2.104088130742114e+06, 2.447607333358234e-04
32, 3.538097701803152e-01, 3.538097701803152e-01, 9.417782634411093e+00, -1.082473076774675e+02, 1.084527230465343e+02, 2.102017216514541e+06, 3.122750669152694e-04
33, 3.467198434968287e-01, 3.606056181214006e-01, 9.423914027609648e+00, -1.087193477625641e+02, 1.042481412831177e+02, 2.104222046089830e+06, 2.961164785441723e-04
34, 3.538613401115885e-01, 3.538613401115885e-01, 9.418221190298565e+00, -1.144113660183902e+02, 1.146740213019092e+02, 2.102169296036146e+06, 3.762520024808478e-04
35, 3.467701147956381e-01, 3.606571517210856e-01, 9.424314380970422e+00, -1.148298436252405e+02, 1.101048175383314e+02, 2.104362998261970e+06, 3.559313462530015e-04
36, 3.539220029990554e-01, 3.539220029990554e-01, 9.418682983021936e+00, -1.205267263576525e+02, 1.208612209962789e+02, 2.102329882113353e+06, 4.506217445794709e-04
37, 3.468292500720906e-01, 3.607177718708759e-01, 9.424732385125699e+00, -1.208782068417241e+02, 1.159039520085515e+02, 2.104510849763114e+06, 4.252834537672451e-04
38, 3.539932537922610e-01, 3.539932537922610e-01, 9.419167869146204e+00, -1.265853295895199e+02, 1.270097971862191e+02, 2.102499002597914e+06, 5.366820018700705e-04
39, 3.468987066299568e-01, 3.607889724671080e-01, 9.425167143483002e+00, -1.268551915602223e+02, 1.216381015243359e+02, 2.104665426702041e+06, 5.053518702442954e-04
40, 3.540768227590186e-01, 3.540768227590186e-01, 9.419675567649877e+00, -1.325755501350523e+02, 1.331125115924418e+02, 2.102676656495431e+06, 6.358492568728264e-04
41, 3.469801711654975e-01, 3.608724825586021e-01, 9.425617540202907e+00, -1.327477785711454e+02, 1.272967630906176e+02, 2.104826504636951e+06, 5.974365410671124e-04
42, 3.541747114430364e-01, 3.541747114430364e-01, 9.420205585926132e+00, -1.384813834157559e+02, 1.391588131872290e+02, 2.102862797210940e+06, 7.496851795453745e-04
43, 3.470755948196076e-01, 3.609703022789570e-01, 9.426082169016421e+00, -1.385383320297594e+02, 1.328657523739637e+02, 2.104993791834209e+06, 7.029953759027901e-04
44, 3.542892339988170e-01, 3.542892339988170e-01, 9.420757122745817e+00, -1.442814216807699e+02, 1.451340821798995e+02, 2.103057311650252e+06, 8.799456056488850e-04
45, 3.471872334718203e-01, 3.610847441523275e-01, 9.426559245645121e+00, -1.442035410247289e+02, 1.383264346166360e+02, 2.105166909739783e+06, 8.237131893925302e-04
46, 3.544230646949096e-01, 3.544230646949096e-01, 9.421328942057290e+00, -1.499475742405664e+02, 1.510186877215511e+02, 2.103259994543904e+06, 1.028670321479167e-03
47, 3.473176940473343e-01, 3.612184805632113e-01, 9.427046501381350e+00, -1.497130987392761e+02, 1.436547804695167e+02, 2.105345370673139e+06, 9.616311188791134e-04
48, 3.545792924914922e-01, 3.545792924914922e-01, 9.421919210893074e+00, -1.554434775158923e+02, 1.567868226612690e+02, 2.103470517577176e+06, 1.198348839464461e-03
49, 3.474699877202246e-01, 3.613745982955794e-01, 9.427541056795611e+00, -1.550280586893470e+02, 1.488202119555699e+02, 2.105528553220506e+06, 1.119395895308522e-03
50, 3.547614837296670e-01, 3.547614837296670e-01, 9.422525295373795e+00, -1.607225278752317e+02, 1.624050709981314e+02, 2.103688393508941e+06, 1.392234653688422e-03
51, 3.476475910240992e-01, 3.615566611780075e-01, 9.428039278911307e+00, -1.600987909938063e+02, 1.537841954408443e+02, 2.105715676857256e+06, 1.300761471330937e-03
52, 3.549737541201314e-01, 3.549737541201314e-01, 9.423143513504014e+00, -1.657254562319695e+02, 1.678306561692962e+02, 2.103912936974846e+06, 1.614969134507930e-03
53, 3.478545160279516e-01, 3.617687820216289e-01, 9.428536637522283e+00, -1.648624404652099e+02, 1.584985294028835e+02, 2.105905779866390e+06, 1.511666465932773e-03
54, 3.552208513907157e-01, 3.552208513907157e-01, 9.423768859692013e+00, -1.703773487431208e+02, 1.730093135690313e+02, 2.104143227543144e+06, 1.873908934930552e-03
55, 3.480953909024723e-01, 3.620157052094470e-01, 9.429027609845154e+00, -1.692397605707080e+02, 1.629032664409679e+02, 2.106097710817799e+06, 1.762768730360775e-03
56, 3.555082501487339e-01, 3.555082501487339e-01, 9.424394765480340e+00, -1.745840056103604e+02, 1.778727353775072e+02, 2.104378090750569e+06, 2.182242295785538e-03
57, 3.483755523935780e-01, 3.623029014918546e-01, 9.429505721977078e+00, -1.731311902939777e+02, 1.669242086902458e+02, 2.106290143850490e+06, 2.076070537003840e-03
58, 3.558422607386668e-01, 3.558422607386668e-01, 9.425013043111315e+00, -1.782275581681307e+02, 1.823355636961963e+02, 2.104616120893205e+06, 2.567259763017381e-03
59, 3.487011519388442e-01, 3.626366767676244e-01, 9.429963518153613e+00, -1.764128116474132e+02, 1.704704099452310e+02, 2.106481511764314e+06, 2.499183087254163e-03
60, 3.562301541323869e-01, 3.562301541323869e-01, 9.425613632257104e+00, -1.811622020921642e+02, 1.862924320043752e+02, 2.104855573527665e+06, 3.089533368092648e-03
61, 3.490792774127469e-01, 3.630242968861491e-01, 9.430392999601317e+00, -1.789387248216350e+02, 1.734377229815935e+02, 2.106670039315086e+06, 3.074728143312254e-03
62, 3.566803051824955e-01, 3.566803051824955e-01, 9.426184649065714e+00, -1.832175096317270e+02, 1.896223723951283e+02, 2.105094322651804e+06, 3.803449655445232e-03
63, 3.495180927726004e-01, 3.634741307998532e-01, 9.430786905634195e+00, -1.805447061038759e+02, 1.757137276569538e+02, 2.106854084027851e+06, 3.830484520470484e-03
64, 3.572023569045775e-01, 3.572023569045775e-01, 9.426713770336486e+00, -1.842036729176722e+02, 1.921955567755417e+02, 2.105330349407315e+06, 4.741284344804130e-03
65, 3.500269982038605e-01, 3.639958147307103e-01, 9.431140396753603e+00, -1.810449698939013e+02, 1.771765970034237e+02, 2.107032579186221e+06, 4.808271365111849e-03
66, 3.578074088372190e-01, 3.578074088372190e-01, 9.427189987087900e+00, -1.839084008659997e+02, 1.938722099562117e+02, 2.105562319841141e+06, 5.954203195881483e-03
67, 3.506168137368648e-01, 3.646004403975584e-01, 9.431452951279880e+00, -1.802269374050451e+02, 1.776927331306481e+02, 2.107205406085163e+06, 6.067541363772694e-03
68, 3.585082329662452e-01, 3.585082329662452e-01, 9.427605344217717e+00, -1.820915964171957e+02, 1.944998261616751e+02, 2.105789974976342e+06, 7.515871250769017e-03
69, 3.512999897336743e-01, 3.653007707882174e-01, 9.431730955624827e+00, -1.778472092752847e+02, 1.771162017047235e+02, 2.107373838398590e+06, 7.683439019702970e-03
70, 3.593195211995423e-01, 3.593195211995423e-01, 9.427957539534358e+00, -1.784818445667817e+02, 1.939128903841905e+02, 2.106014647826485e+06, 9.514431356529717e-03
71, 3.520908481309910e-01, 3.661114874599613e-01, 9.431991567838626e+00, -1.736271123060073e+02, 1.752886291253141e+02, 2.107541233112427e+06, 9.736535026283789e-03
72, 3.602581689498306e-01, 3.602581689498307e-01, 9.428254032908699e+00, -1.727721911048122e+02, 1.919329020226585e+02, 2.106240071205447e+06, 1.204731144187952e-02
73, 3.530058588817583e-01, 3.670494739225050e-01, 9.432268327013388e+00, -1.672473826347927e+02, 1.720393383103843e+02, 2.107713964241502e+06, 1.233305515881632e-02
74, 3.613436000349075e-01, 3.613436000349075e-01, 9.428518380998673e+00, -1.646154261946846e+02, 1.883690337405805e+02, 2.106473455363575e+06, 1.524261639931275e-02
75, 3.540639566737759e-01, 3.681341403093508e-01, 9.432619157748784e+00, -1.583435205595175e+02, 1.671872218991275e+02, 2.107902625234544e+06, 1.560994853279870e-02
76, 3.625981388496127e-01, 3.625981388496128e-01, 9.428799965352535e+00, -1.536196564457084e+02, 1.830205779171522e+02, 2.106726964356963e+06, 1.925945937171818e-02
77, 3.552869037296420e-01, 3.693877952875549e-01, 9.433139425441226e+00, -1.464806496082415e+02, 1.605303237909192e+02, 2.108124909551025e+06, 1.950735844053165e-02
78, 3.640474366141815e-01, 3.640474366141816e-01, 9.429186170420262e+00, -1.393061181910717e+02, 1.756538804206186e+02, 2.107021006973641e+06, 2.385756538889190e-02
79, 3.566997053213319e-01, 3.708360720057838e-01, 9.433975492415458e+00, -1.310897093239865e+02, 1.518110424159661e+02, 2.108408777646881e+06, 2.368682464363253e-02
80, 3.657209594745852e-01, 3.657209594745852e-01, 9.429814294476490e+00, -1.210367628251304e+02, 1.659598110757394e+02, 2.107387022952036e+06, 2.869631135197081e-02
81, 3.583310855792126e-01, 3.725084158507820e-01, 9.435346862258015e+00, -1.114207248931706e+02, 1.407028263835386e+02, 2.108795102959164e+06, 2.800080124996126e-02
82, 3.676525473389505e-01, 3.676525473389506e-01, 9.430904334454697e+00, -9.798151755845605e+01, 1.535530832637666e+02, 2.107871733080098e+06, 3.360929146756318e-02
83, 3.602140322558580e-01, 3.744386428900859e-01, 9.437593163542218e+00, -8.652056118878039e+01, 1.268232280179553e+02, 2.109344042162326e+06, 3.231926068307945e-02
84, 3.698810535995152e-01, 3.698810535995153e-01, 9.432822519378929e+00, -6.909570391382442e+01, 1.379888913255408e+02, 2.108546229305288e+06, 3.841361471843426e-02
85, 3.623864203385470e-01, 3.766655791432881e-01, 9.441245367357892e+00, -5.519176384049596e+01, 1.097436991065322e+02, 2.110145240131001e+06, 3.646117936692712e-02
86, 3.724510773339040e-01, 3.724510773339041e-01, 9.436171640264178e+00, -3.307179362533753e+01, 1.187729701474138e+02, 2.109517772629183e+06, 4.284262250037944e-02
87, 3.648917258122679e-01, 3.792337922674682e-01, 9.447130746291208e+00, -1.593619539663342e+01, 8.900354849086617e+01, 2.111331721148501e+06, 4.016158759383615e-02
88, 3.754138012279672e-01, 3.754138012279673e-01, 9.441932671958195e+00, 1.172071369321390e+01, 9.538026445727718e+01, 2.110946574132343e+06, 4.650720082593167e-02
89, 3.677798424820096e-01, 3.821944288897074e-01, 9.456530809439005e+00, 3.310837854678860e+01, 6.413763421062113e+01, 2.113099096387085e+06, 4.304182034829875e-02
90, 3.788279503436629e-01, 3.788279503436630e-01, 9.451689579713099e+00, 6.730096345186436e+01, 6.729149007231840e+01, 2.113069118166329e+06, 4.885464278554839e-02
91, 3.711080165969799e-01, 3.856061726995066e-01, 9.471411263911484e+00, 9.422318212190746e+01, 3.472974513878647e+01, 2.115729543656618e+06, 4.455920852391344e-02
92, 3.827608890021983e-01, 3.827608890021984e-01, 9.467896566811463e+00, 1.360933395030929e+02, 3.407997750712626e+01, 2.116219763840285e+06, 4.945994761246723e-02
93, 3.749419161120676e-01, 3.895363405591620e-01, 9.494595594868136e+00, 1.700481501911727e+02, 5.300938619286748e-01, 2.119612213901195e+06, 4.456647129545882e-02
94, 3.872898755021077e-01, 3.872898755021078e-01, 9.494183358313963e+00, 2.208006113610500e+02, -4.408822280047179e+00, 2.120849667435485e+06, 4.812459509357039e-02
95, 3.793568538096487e-01, 3.940621363378803e-01, 9.530128798658959e+00, 2.633925138804270e+02, -3.836620241168121e+01, 2.125255673489318e+06, 4.266415796630157e-02
96, 3.925034971865988e-01, 3.925034971865989e-01, 9.535774935730458e+00, 3.241276907683275e+02, -4.783903335391309e+01, 2.127525540234674e+06, 4.447494918212762e-02
97, 3.844391862291085e-01, 3.992720849681037e-01, 9.583348485397375e+00, 3.768353508325252e+02, -8.129844079376305e+01, 2.133259433399839e+06, 3.858852868278218e-02
98, 3.985033115627187e-01, 3.985033115627188e-01, 9.599761396807498e+00, 4.482386451370716e+02, -9.508559261003990e+01, 2.136885129505128e+06, 3.845879497939750e-02
99, 3.902879134593951e-01, 4.052676724084901e-01, 9.659962348665074e+00, 5.118316697768940e+02, -1.266867973929492e+02, 2.144243729815244e+06, 3.244584736607301e-02
100, 4.054057228118072e-01, 4.054057228118073e-01, 9.689541193379636e+00, 5.935123900087768e+02, -1.441941022909725e+02, 2.149460779929501e+06, 3.064196889772590e-02
101, 3.970165083952417e-01, 4.121652208323431e-01, 9.759379939959485e+00, 6.670118559012284e+02, -1.723792410730548e+02, 2.158555182893049e+06, 2.496095924724712e-02
102, 4.133441271791262e-01, 4.133441271791263e-01, 9.805362487466427e+00, 7.595504697823704e+02, -1.954828361875066e+02, 2.165277375370231e+06, 2.214973595003842e-02
103, 4.047550081016595e-01, 4.200980325057913e-01, 9.877658174917251e+00, 8.390686681305667e+02, -2.174136329835289e+02, 2.175780296523473e+06, 1.732293763800669e-02
104, 4.224713654620448e-01, 4.224713654620449e-01, 9.934940173269803e+00, 9.331581936603396e+02, -2.412610804415179e+02, 2.183760941132807e+06, 1.443439563953749e-02
105, 4.136524045436378e-01, 4.292188405481678e-01, 1.000233490727299e+01, 1.013673819795649e+03, -2.561960632994275e+02, 2.194705520897637e+06, 1.078354452117363e-02
106, 4.329625262122562e-01, 4.329625262122563e-01, 1.005438412471964e+01, 1.096501898007070e+03, -2.743134032439798e+02, 2.202668889825640e+06, 8.484566208158630e-03
107, 4.238793771982081e-01, 4.397026101593405e-01, 1.010991905046331e+01, 1.170786038587566e+03, -2.822754227305658e+02, 2.213149722833630e+06, 6.027419219372956e-03
108, 4.450181494210835e-01, 4.450181494210836e-01, 1.015296322556260e+01, 1.237743662625480e+03, -2.940965460041349e+02, 2.220578549527233e+06, 4.503429663277264e-03
109, 4.356314160646410e-01, 4.517497400479853e-01, 1.019378667216810e+01, 1.300963075958546e+03, -2.963232894925723e+02, 2.229668237229357e+06, 3.024236604093893e-03
110, 4.588678874737938e-01, 4.588678874737938e-01, 1.022799838327006e+01, 1.350000404270922e+03, -3.022758911235433e+02, 2.236229139996383e+06, 2.154480314848415e-03
111, 4.491323904287191e-01, 4.655897208067184e-01, 1.025460646963766e+01, 1.399987994951002e+03, -3.004982061946614e+02, 2.243295932631193e+06, 1.357400628981486e-03
112, 4.747746881595257e-01, 4.747746881595258e-01, 1.028266986131643e+01, 1.431656816578747e+03, -3.017487730650199e+02, 2.248980192434677e+06, 9.255557498987354e-04
113, 4.646386265362347e-01, 4.814853149750468e-01, 1.029754974443519e+01, 1.468670503045697e+03, -2.976650444686854e+02, 2.253819749090244e+06, 5.423629863420352e-04
114, 4.930395736451940e-01, 4.930395736451940e-01, 1.032307054059109e+01, 1.485383029368627e+03, -2.955732725725194e+02, 2.258905933227849e+06, 3.560637893964871e-04
115, 4.824435662229151e-01, 4.997373326464312e-01, 1.032938866722264e+01, 1.511371124935391e+03, -2.905193474463212e+02, 2.261688870783345e+06, 1.926411373226248e-04
116, 5.140070997209168e-01, 5.140070997209168e-01, 1.035559223660235e+01, 1.516383922552251e+03, -2.861891510382965e+02, 2.266605537050203e+06, 1.233423973164878e-04
117, 5.028830886852971e-01, 5.206900868676171e-01, 1.035621696017685e+01, 1.534068743386158e+03, -2.810184400261172e+02, 2.267722571048249e+06, 6.189492608343723e-05
118, 5.380715914792091e-01, 5.380715914792091e-01, 1.038525138911795e+01, 1.530617233160834e+03, -2.750929353009119e+02, 2.272894544766344e+06, 3.991783362869158e-05
119, 5.263415891332313e-01, 5.447376249247204e-01, 1.038228376485265e+01, 1.542712305513556e+03, -2.702273175953280e+02, 2.272794008467593e+06, 1.965166060286706e-05
120, 5.656842651031191e-01, 5.656842651031191e-01, 1.041511206165074e+01, 1.533491063378866e+03, -2.629078984097881e+02, 2.278530333276367e+06, 1.379865454050504e-05
121, 5.532589212373653e-01, 5.723308451139870e-01, 1.040987478411876e+01, 1.542217846097651e+03, -2.584802768292797e+02, 2.277608132400840e+06, 7.952209746905223e-06
122, 5.973613608406328e-01, 5.973613608406328e-01, 1.044651231159282e+01, 1.529221512532795e+03, -2.496841185834985e+02, 2.284053706658990e+06, 6.679900891347840e-06
123, 5.841383252992305e-01, 6.039856239864254e-01, 1.043977932972270e+01, 1.536134918464055e+03, -2.456902160289431e+02, 2.282609148664464e+06, 5.204101620559130e-06
124, 6.336934297969474e-01, 6.336934297969474e-01, 1.047960295979736e+01, 1.520752957160862e+03, -2.352459727493803e+02, 2.289749819434150e+06, 5.002694295962554e-06
125, 6.195554811837878e-01, 6.402920965974339e-01, 1.047185330529199e+01, 1.526787719015221e+03, -2.316512830581405e+02, 2.287989561040272e+06, 4.675089388814252e-06
126, 6.753559371820056e-01, 6.753559371820056e-01, 1.051384672366995e+01, 1.510004721943096e+03, -2.194553761195699e+02, 2.295686504173973e+06, 4.675077170656298e-06
127, 6.601688445563042e-01, 6.819252522842270e-01, 1.050545019308266e+01, 1.515627442836615e+03, -2.162405438259219e+02, 2.293753530948298e+06, 4.609881860781667e-06
128, 7.231213674489343e-01, 7.231213674489343e-01, 1.054841997556165e+01, 1.498287204157831e+03, -2.023700290622543e+02, 2.301819260545799e+06, 4.637700566594288e-06
129, 7.067314471895555e-01, 7.296570312760720e-01, 1.053968791393583e+01, 1.503693829558260e+03, -1.995267836530007e+02, 2.299816014546098e+06, 4.624703332292985e-06
130, 7.778730427377835e-01, 7.778730427377835e-01, 1.058237884110860e+01, 1.486439044118553e+03, -1.842106240515888e+02, 2.307998151489728e+06, 4.652829963495413e-06
131, 7.601043674319301e-01, 7.843701334027797e-01, 1.057357382873765e+01, 1.491658467889737e+03, -1.817431874507393e+02, 2.305992399129983e+06, 4.648567353830267e-06
132, 8.406208956401542e-01, 8.406208956401542e-01, 1.061481456923747e+01, 1.474992168428670e+03, -1.653611882560600e+02, 2.314033136776500e+06, 4.673646203882447e-06
133, 8.212721057827703e-01, 8.470737797472455e-01, 1.060619888307514e+01, 1.479962962089941e+03, -1.632709632648516e+02, 2.312081959574282e+06, 4.670333084202062e-06
134, 9.125194710268627e-01, 9.125194710268627e-01, 1.064496566474801e+01, 1.464327702439100e+03, -1.463070622305661e+02, 2.319753348961281e+06, 4.692029467043435e-06
135, 8.913601333985520e-01, 9.189217017906270e-01, 1.063676235765347e+01, 1.468974199503233e+03, -1.445802746683655e+02, 2.317903434284108e+06, 4.688571135359702e-06
136, 9.948884701054088e-01, 9.948884701054088e-01, 1.067228137439630e+01, 1.454706060129909e+03, -1.275556871054569e+02, 2.325025575462113e+06, 4.706875280786807e-06
137, 9.716549188105125e-01, 1.001232670996295e+00, 1.066466413676844e+01, 1.458964848222804e+03, -1.261624787174614e+02, 2.323312969355744e+06, 4.703277550924609e-06
138, 1.089236193648437e+00, 1.089236193648437e+00, 1.069644563790297e+01, 1.446273910278119e+03, -1.095768491506853e+02, 2.329762525103080e+06, 4.718292406638050e-06
139, 1.063626780806436e+00, 1.095513925522279e+00, 1.068953338900322e+01, 1.450103145121972e+03, -1.084759020906782e+02, 2.328211854092957e+06, 4.714697430046717e-06
140, 1.197286291200536e+00, 1.197286291200536e+00, 1.071736413260953e+01, 1.439073320798918e+03, -9.276111847710811e+01, 2.333922409818752e+06, 4.726650819606041e-06
141, 1.168955964039730e+00, 1.203487900582961e+00, 1.071122166950917e+01, 1.442454113305317e+03, -9.190582056318588e+01, 2.332546890507672e+06, 4.723187677472219e-06
142, 1.321008279873108e+00, 1.321008279873108e+00, 1.073512693274226e+01, 1.433059979255258e+03, -7.739651133948568e+01, 2.337502792691868e+06, 4.732423118690434e-06
143, 1.289562389300913e+00, 1.327122725743104e+00, 1.072977100680466e+01, 1.435994060068525e+03, -7.674046075049881e+01, 2.336305327392926e+06, 4.729189160517629e-06
144, 1.462652361036623e+00, 1.462652361036623e+00, 1.074995904886122e+01, 1.428128475401270e+03, -6.366153559366479e+01, 2.340531407257313e+06, 4.736120723630234e-06
145, 1.427639593456973e+00, 1.468667017081371e+00, 1.074536788478140e+01, 1.430634237313153e+03, -6.316243137313829e+01, 2.339506502878905e+06, 4.733181190110005e-06
146, 1.624789136910350e+00, 1.624789136910350e+00, 1.076216914314371e+01, 1.424139365422700e+03, -5.163117802514820e+01, 2.343056141352389e+06, 4.738243325451120e-06
147, 1.585693445899123e+00, 1.630689565799274e+00, 1.075829324596199e+01, 1.426247392445892e+03, -5.125296075301706e+01, 2.342192211369917e+06, 4.735634486570114e-06
148, 1.810354912976319e+00, 1.810354912976319e+00, 1.077210378662103e+01, 1.420943105214618e+03, -4.129164878278377e+01, 2.345135786299252e+06, 4.739243094576942e-06
149, 1.766586310152728e+00, 1.816124608719082e+00, 1.076887630784962e+01, 1.422691824907355e+03, -4.100519698771460e+01, 2.344417431541876e+06, 4.736977149500181e-06
150, 2.022703367723352e+00, 2.022703367723352e+00, 1.078011135459029e+01, 1.418397909383441e+03, -3.255973762286357e+01, 2.346832495811455e+06, 4.739503599301154e-06
151, 1.973587412475403e+00, 2.028323461625947e+00, 1.077745692383398e+01, 1.419829745601972e+03, -3.234258267330439e+01, 2.346242485363557e+06, 4.737574240346573e-06
152, 2.265664480070765e+00, 2.265664480070765e+00, 1.078651682270570e+01, 1.416380760593493e+03, -2.530328789854002e+01, 2.348206311426966e+06, 4.739332151252943e-06
153, 2.210430285372082e+00, 2.271113405176584e+00, 1.078435836361619e+01, 1.417538990446902e+03, -2.513878882431661e+01, 2.347727125873938e+06, 4.737720114193133e-06
154, 2.543611728763640e+00, 2.543611728763640e+00, 1.079160669698275e+01, 1.414792405894994e+03, -1.936028820485927e+01, 2.349311676568149e+06, 4.738960699784020e-06
155, 2.481378274777141e+00, 2.548864836951820e+00, 1.078987021647828e+01, 1.415718794378248e+03, -1.923659825538700e+01, 2.348926592849667e+06, 4.737638610421241e-06
156, 2.861538719159932e+00, 2.861538719159932e+00, 1.079562215163586e+01, 1.413557964307696e+03, -1.455514288092483e+01, 2.350195600111077e+06, 4.738554083690776e-06
157, 2.791299237228045e+00, 2.866567844259284e+00, 1.079423978271644e+01, 1.414291145122170e+03, -1.446417461973480e+01, 2.349889373847495e+06, 4.737490570588651e-06
158, 3.225146553518619e+00, 3.225146553518619e+00, 1.079875808554647e+01, 1.412624908067257e+03, -1.071161577222567e+01, 2.350897045142697e+06, 4.738221057051395e-06
159, 3.145750709997523e+00, 3.229919512868218e+00, 1.079766979764643e+01, 1.413199405850711e+03, -1.064811153117665e+01, 2.350656284360508e+06, 4.737383867837349e-06
160, 3.640943443849360e+00, 3.640943443849360e+00, 1.080116583935147e+01, 1.411959958870221e+03, -7.662675340295007e+00, 2.351447115525513e+06, 4.738027001503889e-06
