"PointID","x","y","Displacement_1","Displacement_2","Sxx","Syy","Sxy","Von_Mises_Stress"
0,-6.830000000000000e-02,1.000000000000000e-04,0.000000000000000e+00,0.000000000000000e+00,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
1,0.000000000000000e+00,1.000000000000000e-04,-3.624842364817318e-05,9.658169472378013e-03,6.931968926523226e-310,6.931968926523226e-310,0.000000000000000e+00,0.000000000000000e+00,
2,6.830000000000000e-02,1.000000000000000e-04,0.000000000000000e+00,0.000000000000000e+00,6.912296141725745e-310,6.912296141725745e-310,0.000000000000000e+00,0.000000000000000e+00,
3,6.830000000000000e-02,-1.000000000000000e-04,0.000000000000000e+00,0.000000000000000e+00,6.912296141725745e-310,6.912296141725745e-310,0.000000000000000e+00,0.000000000000000e+00,
4,0.000000000000000e+00,-1.000000000000000e-04,-3.871515813575493e-05,9.658184213380218e-03,6.931968926523226e-310,6.931968926523226e-310,0.000000000000000e+00,0.000000000000000e+00,
5,-6.830000000000000e-02,-1.000000000000000e-04,0.000000000000000e+00,0.000000000000000e+00,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
6,-6.743544303797798e-02,1.000000000000000e-04,-2.102035449763226e-06,5.376022687913602e-05,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
7,-6.657088607595596e-02,1.000000000000000e-04,-7.192678884201163e-06,1.824919758307598e-04,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
8,-6.570632911393393e-02,1.000000000000000e-04,-1.693080422363577e-05,3.543743084412277e-04,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
9,-6.484177215191191e-02,1.000000000000000e-04,-3.014052008947065e-05,5.502982119865355e-04,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
10,-6.397721518988989e-02,1.000000000000000e-04,-4.545068102188080e-05,7.592247543894324e-04,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
11,-6.311265822786787e-02,1.000000000000000e-04,-6.182372603997859e-05,9.747208030897865e-04,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
12,-6.224810126584584e-02,1.000000000000000e-04,-7.858983469182014e-05,1.193062329258497e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
13,-6.138354430382382e-02,1.000000000000000e-04,-9.534232652239960e-05,1.412097739988201e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
14,-6.051898734180180e-02,1.000000000000000e-04,-1.118438013909826e-04,1.630587314626709e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
15,-5.965443037977977e-02,1.000000000000000e-04,-1.279585782445842e-04,1.847815817903654e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
16,-5.878987341775775e-02,1.000000000000000e-04,-1.436105282198260e-04,2.063368724941962e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
17,-5.792531645573573e-02,1.000000000000000e-04,-1.587574954736865e-04,2.277003372654864e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
18,-5.706075949371370e-02,1.000000000000000e-04,-1.733758878031158e-04,2.488572323455317e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
19,-5.619620253169168e-02,1.000000000000000e-04,-1.874523041974942e-04,2.697980508086689e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
20,-5.533164556966966e-02,1.000000000000000e-04,-2.009786156068723e-04,2.905160561564163e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
21,-5.446708860764764e-02,1.000000000000000e-04,-2.139493370287377e-04,3.110059009324386e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
22,-5.360253164562562e-02,1.000000000000000e-04,-2.263602295937126e-04,3.312628511706065e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
23,-5.273797468360359e-02,1.000000000000000e-04,-2.382076317305453e-04,3.512824007886087e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
24,-5.187341772158157e-02,1.000000000000000e-04,-2.494880175044471e-04,3.710600306764374e-03,6.901727038129294e-310,6.901727038129294e-310,0.000000000000000e+00,0.000000000000000e+00,
25,-5.100886075955900e-02,1.000000000000000e-04,-2.601980159755518e-04,3.905911312129211e-03,6.947728935124893e-310,6.947728935124893e-310,0.000000000000000e+00,0.000000000000000e+00,
26,-5.014430379753478e-02,1.000000000000000e-04,-2.703344511992025e-04,4.098709986617535e-03,6.947728935124893e-310,6.947728935124893e-310,0.000000000000000e+00,0.000000000000000e+00,
27,-4.927974683551056e-02,1.000000000000000e-04,-2.798942797267592e-04,4.288948152263894e-03,6.947728935124893e-310,6.947728935124893e-310,0.000000000000000e+00,0.000000000000000e+00,
28,-4.841518987348634e-02,1.000000000000000e-04,-2.888746926804953e-04,4.476576481319572e-03,6.947728935124893e-310,6.947728935124893e-310,0.000000000000000e+00,0.000000000000000e+00,
