"PointID","x","y","Pressure","Velocity_x","Velocity_y","Temperature","Turb_Kin_Energy","Omega","Species_0","Species_1","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_Temperature","Residual_TKE","Residual_Omega","Residual_Species_0","Residual_Species_1","Eddy_Viscosity"
614, 3.934863965348324e-02, 9.642884911130209e-03, 2.584593184869074e+00, 1.086873496284317e+00, -7.596978156223035e-02, 1.000000000000000e+00, 3.308173065538126e-03, 5.484231827158155e+01, 5.003009689706743e-01, 4.989310227757920e-01, 5.169186369738148e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.252606517456513e-19, 8.660911885675221e-20, -1.896295010665565e-19, -1.324345343904822e-25, 1.161361580024451e-21, 6.207057437479513e-18, 1.101142831430590e-20, 5.251604272976662e-20, 6.032153945710152e-05
615, 4.013620832935613e-02, 9.642884911188825e-03, 2.583254005620066e+00, 1.088038186846713e+00, -8.505704414738594e-02, 1.000000000000000e+00, 3.294618321990427e-03, 5.761438384235458e+01, 5.004135952531964e-01, 4.983715314655952e-01, 5.166508011240133e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -3.512539753145177e-20, 7.623296525288703e-20, 5.849545909296333e-14, 7.800313176375051e-22, 1.185846126156020e-17, 3.143815723293539e-19, 9.952637130238029e-21, 5.718395480901462e-05
616, 4.084502015916106e-02, 9.642884911241580e-03, 2.581868882663937e+00, 1.089160858299831e+00, -9.431105541203755e-02, 1.000000000000000e+00, 3.283972590743866e-03, 6.058851112155573e+01, 5.005577947166586e-01, 4.976379019780421e-01, 5.163737765327874e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 3.082141136821585e-19, -3.409307612698559e-19, -2.750390932929055e-14, -5.327043144841498e-22, 2.154851817814940e-18, -3.017554874593445e-20, -1.146670852345509e-19, 5.420124261108505e-05
617, 4.148295081293942e-02, 9.642884911289061e-03, 2.580436925890081e+00, 1.090237331283060e+00, -1.036190576297529e-01, 1.000000000000000e+00, 3.275910980284812e-03, 6.375246942674662e+01, 5.007361791442004e-01, 4.967167840625866e-01, 5.160873851780162e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.084202172485504e-19, -7.171457387487737e-19, -2.498747194400186e-20, -5.786319673986459e-14, -2.895132143935597e-22, 2.276824562219559e-18, -2.448719310952979e-19, -1.865590066327596e-19, 5.138484845750055e-05
618, 4.205708839737766e-02, 9.642884911331792e-03, 2.578961219974249e+00, 1.091263402055722e+00, -1.128799921732130e-01, 1.000000000000000e+00, 3.270097434944733e-03, 6.708754104985053e+01, 5.009495550618673e-01, 4.956043313310958e-01, 5.157922439948497e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, 1.869825231063868e-19, 6.748735007248638e-19, 2.728862289032576e-14, -9.479489819857697e-22, -2.119615247209161e-17, -3.335192229813808e-21, 9.105604182983729e-21, 4.874373667257876e-05
619, 4.257381221017685e-02, 9.642884911370253e-03, 2.577447612189377e+00, 1.092235673653983e+00, -1.220058044285361e-01, 1.000000000000000e+00, 3.266205785955970e-03, 7.056945198478222e+01, 5.011968777007619e-01, 4.943064911467681e-01, 5.154895224378754e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 3.033701440150480e-19, 1.497130734271976e-19, 2.968069450708834e-14, -4.648755042548016e-22, 5.556536133988210e-18, 1.580775237813338e-19, -1.962998855261841e-19, 4.628356454660160e-05
620, 4.303886363123038e-02, 9.642884911404862e-03, 2.575903709593438e+00, 1.093152019855995e+00, -1.309217845737665e-01, 1.000000000000000e+00, 3.263932635993636e-03, 7.416955242559334e+01, 5.014754659014294e-01, 4.928379033707541e-01, 5.151807419186875e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -5.231487240479372e-19, -6.263808644945551e-19, 5.824229119972468e-14, 4.979627287569227e-22, -1.591066688122478e-17, 3.779884527122315e-20, 1.300195574035351e-19, 4.400636823672359e-05
621, 4.345740992933926e-02, 9.642884911436020e-03, 2.574338164917577e+00, 1.094011707119233e+00, -1.395661367316020e-01, 1.000000000000000e+00, 3.263003524238934e-03, 7.785614456346504e+01, 5.017813991501288e-01, 4.912198136872550e-01, 5.148676329835154e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 5.876555769372726e-19, 9.762054717105811e-20, -2.842170943032619e-14, -7.113753267956038e-23, -1.504330514323637e-17, -3.996936719856230e-19, -3.269547176401599e-19, 4.191067439229630e-05
622, 4.383410160749146e-02, 9.642884911464051e-03, 2.572760226093715e+00, 1.094815245550466e+00, -1.478891236572656e-01, 1.000000000000000e+00, 3.263176271517782e-03, 8.159585134026527e+01, 5.021099896565949e-01, 4.894775761452783e-01, 5.145520452187429e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -3.009878638508953e-19, -5.296073502707513e-19, 9.962783899430539e-26, 1.308599729058890e-21, 3.748629011368632e-17, 5.145725154569875e-20, 4.235164736271502e-21, 3.999193853508452e-05
623, 4.417312410724920e-02, 9.642884911489288e-03, 2.571179492050276e+00, 1.095564070521782e+00, -1.558529481583314e-01, 9.999999999999998e-01, 3.264244914389417e-03, 8.535458838879453e+01, 5.024562270635801e-01, 4.876382723720367e-01, 5.142358984100551e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, 2.403720685630094e-19, -3.030260368802259e-19, -2.842170943031344e-14, -1.397935235214617e-21, -3.987153489315443e-17, -6.479802046495398e-20, 1.215492279309921e-19, 3.824334433575632e-05
624, 4.447824434788679e-02, 9.642884911511995e-03, 2.569605873921921e+00, 1.096260196849180e+00, -1.634336104150191e-01, 1.000000000000000e+00, 3.266030525907391e-03, 8.909359322225241e+01, 5.028151308998509e-01, 4.857287981739478e-01, 5.139211747843841e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 1.009292696212702e-19, 6.776263578034403e-20, 2.415750481609948e-14, -2.564259898914386e-22, -1.425725856818438e-17, -1.114907116823473e-19, -8.555032767268433e-20, 3.665842186609275e-05
625, 4.475285257493544e-02, 9.642884911532435e-03, 2.568050277242835e+00, 1.096906073028277e+00, -1.706172939039315e-01, 1.000000000000000e+00, 3.268312040173400e-03, 9.271840204885567e+01, 5.031819846029519e-01, 4.837745759363528e-01, 5.136100554485671e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 2.886264767769028e-19, 2.752857078576476e-20, 1.854486093126520e-25, 4.632211430296955e-22, 1.558540622947913e-17, 4.467040005582366e-19, 2.032879073410321e-20, 3.524987454433527e-05
626, 4.722432624731339e-03, 1.025274064008346e-02, 2.648260495023741e+00, 1.029130463028340e+00, -2.690520670981767e-02, 1.000000000000000e+00, 3.814120429708330e-03, 2.792853136811169e+01, 5.001927290830804e-01, 5.001927286891983e-01, 5.296520990047481e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.252606517456513e-19, 1.032533162702992e-18, 1.544299881522200e-18, 1.136868377225348e-13, 1.191140082076360e-21, 1.727947212398773e-18, -1.272534654351578e-19, -4.400600858782107e-20, 1.365671677982762e-04
627, 8.972621985168537e-03, 1.025274064033955e-02, 2.631708450212694e+00, 1.045221539704432e+00, -2.640885732645846e-02, 1.000000000000000e+00, 3.793818081566520e-03, 3.065935448168123e+01, 4.999355802153599e-01, 4.999355783417118e-01, 5.263416900425389e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -1.000240031588922e-18, 2.603567521622906e-18, -2.869722318297396e-14, -9.479489819857697e-22, -7.901123331988114e-18, -4.727965858006093e-19, -1.390986918069171e-19, 1.237409640778087e-04
628, 1.279779239910810e-02, 1.025274064057003e-02, 2.620077872774179e+00, 1.055748510887156e+00, -2.357694289895956e-02, 1.000000000000000e+00, 3.752939159507969e-03, 3.366805135851631e+01, 4.998030459907138e-01, 4.998030377925593e-01, 5.240155745548359e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.252606517456513e-19, 2.331458187317462e-19, 5.431598774268201e-20, 2.811558303606429e-14, -2.930700910275377e-21, -1.015084283989554e-17, 4.950179657762339e-20, 7.755976295542209e-20, 1.114688557274838e-04
629, 1.624044579095834e-02, 1.025274064077747e-02, 2.613324607993802e+00, 1.062568017310618e+00, -2.117603695241966e-02, 9.999999999999999e-01, 3.702321514160368e-03, 3.665992296154386e+01, 4.998077534007345e-01, 4.998077205564659e-01, 5.226649215987604e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -4.145167485625732e-19, 7.972697616031102e-19, 2.910199030114278e-14, 3.771943593241806e-22, 1.382357769919018e-18, 5.336943462797992e-19, 2.034709210515594e-20, 1.009909791148250e-04
630, 1.933883384405891e-02, 1.025274064096416e-02, 2.608250454881873e+00, 1.067375782216256e+00, -1.972164194995846e-02, 1.000000000000000e+00, 3.647607935458633e-03, 3.951847727156937e+01, 4.998495762517389e-01, 4.998494558553760e-01, 5.216500909763747e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 9.593442221043002e-19, -1.379604912840442e-19, -5.759928649360313e-14, -5.475935655101043e-22, 1.192622389734055e-18, 6.024803078754479e-19, 3.582850105212184e-19, 9.230132806971331e-05
631, 2.212738308624258e-02, 1.025274064113218e-02, 2.604459695831200e+00, 1.070923461642720e+00, -1.932153752379068e-02, 1.000000000000000e+00, 3.591987668397844e-03, 4.222996516123168e+01, 4.998996360227552e-01, 4.998992317745771e-01, 5.208919391662399e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.168404344971009e-19, -7.138105465189599e-19, 5.796881732771618e-20, -2.800178296592553e-14, 1.224227306578481e-22, 1.409462824231156e-18, 9.685954100750933e-20, 6.549616090194873e-20, 8.505779378893241e-05
632, 2.463707741786408e-02, 1.025274064128339e-02, 2.601460897754383e+00, 1.073653505471716e+00, -1.993967492032533e-02, 1.000000000000000e+00, 3.537035113203468e-03, 4.482542804872414e+01, 4.999436460790928e-01, 4.999424003734247e-01, 5.202921795508765e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.168404344971009e-19, 2.445807635196792e-19, 1.611321363473696e-18, 8.526512829032922e-14, 1.753622898612419e-22, -1.368805242762949e-17, 3.476110718968341e-19, 3.060402830323692e-19, 7.890688984294354e-05
633, 2.689580232114407e-02, 1.025274064141949e-02, 2.599097201140999e+00, 1.075792319658246e+00, -2.155511423864401e-02, 1.000000000000000e+00, 3.483596311699262e-03, 4.735761345333231e+01, 4.999798326269290e-01, 4.999763006363256e-01, 5.198194402281999e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 3.856382190171219e-19, -1.786630713775735e-18, 5.710263272496751e-14, 6.154223757394526e-22, 1.328147661294743e-17, 3.892017130960004e-19, 4.090904437442254e-19, 7.355937214049242e-05
634, 2.892865472778413e-02, 1.025274064154198e-02, 2.597238744854210e+00, 1.077479577772160e+00, -2.416311395601652e-02, 9.999999999999999e-01, 3.432125971369854e-03, 4.988806782501697e+01, 5.000091380483817e-01, 4.999998964520432e-01, 5.194477489708420e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -2.129361420058506e-19, 5.754265387612886e-19, -8.555314369775600e-14, -9.396771758602394e-22, -3.252606517456513e-19, -2.781725681954577e-19, 5.241016361135983e-21, 6.879653033282587e-05
635, 3.075822192196914e-02, 1.025274064165222e-02, 2.595799029875406e+00, 1.078807637067080e+00, -2.776213882790397e-02, 1.000000000000000e+00, 3.382943325941824e-03, 5.248146691454458e+01, 5.000336966691957e-01, 5.000113079663611e-01, 5.191598059750811e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.084202172485504e-19, -1.912441576222600e-19, -1.037456541708908e-18, -5.817638243354251e-25, 1.786710123114540e-22, 1.626303258728257e-19, 5.067358063336601e-19, 1.600735105994243e-19, 6.445977075012520e-05
636, 3.240483236453257e-02, 1.025274064175143e-02, 2.594699551924467e+00, 1.079845727633331e+00, -3.233713100912221e-02, 1.000000000000000e+00, 3.336316967173937e-03, 5.520179265245081e+01, 5.000559827306688e-01, 5.000055848850700e-01, 5.189399103848934e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -1.019483561359356e-19, 4.067809554739773e-19, 1.147535614519443e-13, 9.082443125832244e-22, -1.111307226797642e-18, 1.581106110058359e-19, 2.813096506685650e-19, 6.043856198981275e-05
637, 3.388678174391892e-02, 1.025274064184073e-02, 2.593869074447020e+00, 1.080648444281144e+00, -3.784980603813176e-02, 1.000000000000000e+00, 3.292494014754618e-03, 5.810974556010034e+01, 5.000790157785125e-01, 4.999732042298696e-01, 5.187738148894040e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, 6.310130759248521e-19, -8.662235374655306e-19, 2.723646082466851e-14, -1.184522637175936e-21, -4.906014830496908e-18, -1.423693639489518e-19, -9.385191230026652e-20, 5.665992826193564e-05
638, 3.522053618845414e-02, 1.025274064192109e-02, 2.593240910159642e+00, 1.081259705420800e+00, -4.423502854425422e-02, 1.000000000000000e+00, 3.251692005741921e-03, 6.126057336020317e+01, 5.001066588789491e-01, 4.998986445636754e-01, 5.186481820319283e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 6.387885736828505e-19, -1.192834147970868e-18, -8.526512829159094e-14, -2.613890735667567e-22, -2.466559942404523e-18, -3.706629412074619e-19, -1.971866231428409e-19, 5.307968612409893e-05
639, 3.642091519731152e-02, 1.025274064199341e-02, 2.592754102649142e+00, 1.081713947386991e+00, -5.140207942150873e-02, 1.000000000000000e+00, 3.214077654464404e-03, 6.470201370928146e+01, 5.001438697722717e-01, 4.997594290432187e-01, 5.185508205298284e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.252606517456513e-19, -3.827927177099395e-19, -1.182775631722224e-18, -1.951026491473817e-15, 1.124965633072118e-22, -1.769960046582586e-17, 4.850256239765933e-20, 2.454675011363361e-19, 4.967507918541562e-05
640, 3.750125632411056e-02, 1.025274064205851e-02, 2.592355420964970e+00, 1.082036648718336e+00, -5.923966126205570e-02, 1.000000000000000e+00, 3.179749242189204e-03, 6.847232215233389e+01, 5.001967734263361e-01, 4.995261372113947e-01, 5.184710841929941e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.168404344971009e-19, 9.356703129730326e-19, -1.641126335305207e-21, 1.158546448964382e-13, 9.347140921849213e-22, 2.892109295105083e-17, 4.245090903622138e-20, -2.030232095450151e-19, 4.643846071285639e-05
641, 3.847356335274194e-02, 1.025274064211710e-02, 2.592000960076995e+00, 1.082245182722627e+00, -6.762292862222836e-02, 1.000000000000000e+00, 3.148730425278135e-03, 7.259848834790719e+01, 5.002724615018823e-01, 4.991638105006748e-01, 5.184001920153990e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.252606517456513e-19, 6.393179692748845e-19, -3.083199928005653e-19, -8.526512829137694e-14, 5.078888961075590e-22, -6.342582709040201e-18, 1.403229191134956e-19, -1.260490904632806e-19, 4.337184557051323e-05
642, 3.934863965338363e-02, 1.025274064216982e-02, 2.591656713198024e+00, 1.082350280240486e+00, -7.642091052186775e-02, 1.000000000000000e+00, 3.120975600232325e-03, 7.709480951962287e+01, 5.003784820123116e-01, 4.986348890345450e-01, 5.183313426396048e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, -9.029702089975863e-19, -4.361160887175579e-19, -2.975986202595789e-14, 3.991146455568359e-22, 3.733721231496956e-17, -4.003818862552671e-19, -5.976876234063157e-20, 4.048230509523402e-05
643, 4.013620832927391e-02, 1.025274064221728e-02, 2.591297798975360e+00, 1.082357767554276e+00, -8.550299838958739e-02, 1.000000000000001e+00, 3.096382586164532e-03, 8.196198016182242e+01, 5.005220494296283e-01, 4.979033803067081e-01, 5.182595597950719e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.084202172485504e-19, -5.475792966445378e-19, -3.724827385550786e-19, 8.675196449833781e-14, 1.221642367164253e-21, 1.385068275350232e-17, -2.856750963513136e-19, -5.759824041329242e-20, 3.777827939309372e-05
644, 4.084502015908997e-02, 1.025274064225999e-02, 2.590907560876438e+00, 1.082270274520263e+00, -9.474430185934477e-02, 1.000000000000000e+00, 3.074808656404361e-03, 8.718689027428357e+01, 5.007091438368897e-01, 4.969395854110024e-01, 5.181815121752876e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, -1.102350515124918e-19, -3.802119141987741e-19, -2.759568934046066e-14, -6.931773533194372e-22, -2.206351421008002e-17, 1.516718371177232e-20, -1.873001604616072e-19, 3.526686921314934e-05
645, 4.148295081288484e-02, 1.025274064229843e-02, 2.590476342913905e+00, 1.082088920022965e+00, -1.040297173414720e-01, 1.000000000000001e+00, 3.056085649286161e-03, 9.274324364813886e+01, 5.009436913922363e-01, 4.957243960481928e-01, 5.180952685827811e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.084202172485504e-19, 2.203476802943257e-19, 2.853442241062924e-19, -2.753400269980257e-15, -1.050519377942345e-22, -1.184490873440414e-17, 1.045556294267027e-20, 1.842296660278103e-19, 3.295211089317436e-05
646, 4.205708839733389e-02, 1.025274064233302e-02, 2.589999839751643e+00, 1.081814824044607e+00, -1.132565731272549e-01, 1.000000000000000e+00, 3.040031242356318e-03, 9.859296798732906e+01, 5.012270080764907e-01, 4.942521667037232e-01, 5.179999679503285e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.252606517456513e-19, 7.488697696014074e-19, -2.051937314723543e-19, 5.684341886079552e-14, -1.431849640329291e-21, -2.499086007579088e-17, 7.882700365385333e-20, -9.677351422380381e-20, 3.083415891026849e-05
647, 4.257381221014252e-02, 1.025274064236415e-02, 2.589477711088292e+00, 1.081450334328751e+00, -1.223361295895095e-01, 1.000000000000000e+00, 3.026455985426627e-03, 1.046883065536143e+02, 5.015576518605075e-01, 4.925315193595429e-01, 5.178955422176584e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, -5.947163906460252e-19, 2.640625213065281e-19, -2.313377791069153e-27, 1.305291006608678e-21, 1.366094737331736e-17, -2.693564772268675e-19, 3.811648262644352e-21, 2.890920758066403e-05
648, 4.303886363120391e-02, 1.025274064239217e-02, 2.588912169091046e+00, 1.080999891194972e+00, -1.311939590973838e-01, 1.000000000000000e+00, 3.015166439218799e-03, 1.109743658312353e+02, 5.019316915768197e-01, 4.905839734434534e-01, 5.177824338182092e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.336808689942018e-19, -7.331401030730991e-19, 5.175371307723775e-19, -1.421085471520031e-13, -1.083606602444466e-22, 6.776263578034403e-19, -1.049262063411265e-19, 1.397604362969596e-19, 2.716993619773531e-05
649, 4.345740992931835e-02, 1.025274064241740e-02, 2.588306843380725e+00, 1.080470364263530e+00, -1.397693529449550e-01, 1.000000000000000e+00, 3.005966175518835e-03, 1.173918487011378e+02, 5.023432965714877e-01, 4.884408883086754e-01, 5.176613686761451e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.168404344971009e-19, 7.845113278350923e-19, 1.560658205316048e-19, 2.842170943044403e-14, 1.222572945353375e-21, 3.209238430557093e-17, -6.363335016247931e-20, -4.023406499457927e-20, 2.560625979382588e-05
650, 4.383410160747719e-02, 1.025274064244009e-02, 2.587666224801122e+00, 1.079870910053423e+00, -1.480142291594522e-01, 1.000000000000000e+00, 2.998657755846326e-03, 1.238797526751976e+02, 5.027854889982513e-01, 4.861395865908213e-01, 5.175332449602243e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, -1.650734865300623e-18, 2.562274665444259e-19, 2.842170943047933e-14, -2.225115847767644e-22, -2.108773225484306e-17, 1.290666453378740e-19, 1.389134033497053e-19, 2.420619747044988e-05
651, 4.417312410723951e-02, 1.025274064246052e-02, 2.586995393312689e+00, 1.079212509662509e+00, -1.558926895958104e-01, 1.000000000000000e+00, 2.993048308682826e-03, 1.303775075844394e+02, 5.032508778365997e-01, 4.837195483340968e-01, 5.173990786625378e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, 7.888126670203680e-19, 8.957373417214226e-20, 8.871913392125626e-14, -1.139854884098072e-21, -5.708324438136181e-17, -2.887323558953096e-19, -1.846531825014375e-19, 2.295678421942810e-05
652, 4.447824434788096e-02, 1.025274064247890e-02, 2.586299382011179e+00, 1.078507179391622e+00, -1.633825086274041e-01, 1.000000000000000e+00, 2.988952098327544e-03, 1.368205966256942e+02, 5.037322417261957e-01, 4.812193214358521e-01, 5.172598764022358e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -0.000000000000000e+00, -3.639594695233322e-20, 1.444191175068582e-19, -8.910291243928727e-14, -5.459392042849983e-23, 2.455717920679668e-17, -7.792703114739563e-20, -4.404571325722362e-20, 2.184577594340234e-05
653, 4.475285257493282e-02, 1.025274064249545e-02, 2.585584346482826e+00, 1.077767468372560e+00, -1.704713125173712e-01, 1.000000000000000e+00, 2.986196870731787e-03, 1.430613417381281e+02, 5.042229398053979e-01, 4.786744888661704e-01, 5.171168692965653e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.168404344971009e-19, 2.758151034496815e-20, 1.501365899008247e-19, 4.264204446564378e-15, 9.644925942368303e-22, 1.967826943061191e-17, 2.534746094658494e-19, -7.707999820014133e-20, 2.087354161823801e-05
654, 4.722432623552804e-03, 1.080161078768965e-02, 2.648607318718988e+00, 1.033042457791064e+00, -2.951520901134871e-02, 1.000000000000000e+00, 3.816894645558285e-03, 3.024747193152298e+01, 5.001466313499027e-01, 5.001466309437849e-01, 5.297214637437976e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.252606517456513e-19, -1.340429639029930e-18, 2.540040050578833e-19, -1.134636715851902e-13, 1.879354351720479e-21, 1.588356182691264e-17, 5.708472668901950e-19, 4.711091373510012e-19, 1.261888813121084e-04
655, 8.972621984192318e-03, 1.080161078790791e-02, 2.631449383818604e+00, 1.049576965886714e+00, -2.819061137197651e-02, 1.000000000000000e+00, 3.773114811727496e-03, 3.536643460179272e+01, 4.998754743620628e-01, 4.998754724017331e-01, 5.262898767637209e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, 6.508389408465230e-19, -5.316190535204803e-19, 8.501716591561906e-14, -1.592322679164578e-22, 1.721170948820738e-18, 1.298077991667215e-19, -7.028388228740566e-20, 1.066863214856336e-04
656, 1.279779239826071e-02, 1.080161078810434e-02, 2.619534826507405e+00, 1.060037274512892e+00, -2.480582675656614e-02, 1.000000000000000e+00, 3.707814590462985e-03, 4.073138698482555e+01, 4.997651214893173e-01, 4.997651127784530e-01, 5.239069653014810e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.084202172485504e-19, -5.696825965877204e-19, 2.411926317306620e-18, -5.711893261050672e-14, 1.215955500452951e-21, 2.114194236346734e-17, 8.239314471069194e-19, 5.089708483487784e-19, 9.103089447566145e-05
