"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Pressure_Coefficient"	"Mach"	"Sharp_Edge_Dist"
28	8.693244740000001e+00	0.000000000000000e+00	2.745069348255630e-01	7.453111424995196e-01	-6.781718289118043e-04	1.477340846867780e+00	1.862185785900088e-01	-4.650179550914236e+02	2.786028867697079e+00	2.497231449999999e+00	
29	8.593355480000000e+00	0.000000000000000e+00	2.758691450033880e-01	7.485368406821459e-01	-5.238945999532232e-04	1.484303642237665e+00	1.875088111734292e-01	-4.642806793294691e+02	2.781549953321748e+00	2.597120710000000e+00	
30	8.493466220000000e+00	0.000000000000000e+00	2.784417251777193e-01	7.546153963992401e-01	-4.703663616844496e-04	1.497433793018684e+00	1.899510423152202e-01	-4.628851186770171e+02	2.773152354168487e+00	2.697009970000000e+00	
31	8.393576970000000e+00	0.000000000000000e+00	2.803396734246780e-01	7.590840163771502e-01	-4.803472374462471e-04	1.507118417545944e+00	1.917683587469702e-01	-4.618466521445885e+02	2.766910801185995e+00	2.796899220000000e+00	
32	8.293687710000000e+00	0.000000000000000e+00	2.835203774301799e-01	7.665588500851992e-01	-3.450333059249661e-04	1.523310870297737e+00	1.948126329344383e-01	-4.601070668946068e+02	2.756644934251248e+00	2.896788480000000e+00	
33	8.193798449999999e+00	0.000000000000000e+00	2.871393933942741e-01	7.750461910434964e-01	-2.787680755188318e-04	1.541743414376167e+00	1.982966239631153e-01	-4.581162148782199e+02	2.745108705619006e+00	2.996677740000001e+00	
34	8.093909190000000e+00	0.000000000000000e+00	2.905053345463472e-01	7.829124982180875e-01	-2.346085875484532e-04	1.558879611932650e+00	2.015616352889819e-01	-4.562504941205819e+02	2.734438973140844e+00	3.096567000000000e+00	
35	7.994019930000000e+00	0.000000000000000e+00	2.947839078460677e-01	7.928884051291549e-01	-2.386145783290632e-04	1.580641867517775e+00	2.057259471959776e-01	-4.538708873165843e+02	2.721144769397950e+00	3.196456260000000e+00	
36	7.894130680000000e+00	0.000000000000000e+00	2.987869467645526e-01	8.021824442398806e-01	-2.456732676451627e-04	1.600975063947538e+00	2.096505028721505e-01	-4.516282840730570e+02	2.708821522202057e+00	3.296345510000000e+00	
37	7.794241420000000e+00	0.000000000000000e+00	3.036089194354533e-01	8.133366434640296e-01	-2.515944111854394e-04	1.625420132136400e+00	2.143991959111334e-01	-4.489147451936382e+02	2.694247588910925e+00	3.396234770000000e+00	
38	7.694352160000000e+00	0.000000000000000e+00	3.085177946091507e-01	8.246526557137157e-01	-1.733725707100930e-04	1.650305132077713e+00	2.192709612463911e-01	-4.461308792877767e+02	2.679639582179085e+00	3.496124030000000e+00	
39	7.594462900000000e+00	0.000000000000000e+00	3.137685442728595e-01	8.367062740976146e-01	-9.149848756800623e-05	1.676876745232682e+00	2.245125966232938e-01	-4.431356590724037e+02	2.664305078145374e+00	3.596013290000000e+00	
40	7.494573640000000e+00	0.000000000000000e+00	3.193951460813166e-01	8.495629856765078e-01	-9.978529306474121e-05	1.705313196072902e+00	2.301727140624309e-01	-4.399013062500396e+02	2.648137262736832e+00	3.695902550000000e+00	
41	7.394684390000000e+00	0.000000000000000e+00	3.250497537503778e-01	8.624260861507494e-01	-4.736130507040691e-05	1.733854681520798e+00	2.359019281168808e-01	-4.366274696474968e+02	2.632189795883280e+00	3.795791800000000e+00	
42	7.294795130000000e+00	0.000000000000000e+00	3.311571861702587e-01	8.762516974941084e-01	-6.609329002450843e-05	1.764624527656544e+00	2.421322329485981e-01	-4.330672954579441e+02	2.615299677559185e+00	3.895681060000000e+00	
43	7.194905870000000e+00	0.000000000000000e+00	3.374148947078547e-01	8.903470274364286e-01	-3.349182621370986e-05	1.796120417178456e+00	2.485709665344211e-01	-4.293880191231880e+02	2.598292083085228e+00	3.995570320000000e+00	
44	7.095016610000000e+00	0.000000000000000e+00	3.439247836391253e-01	9.049378084082118e-01	-1.309751020198092e-05	1.828823438003082e+00	2.553133673909474e-01	-4.255352186337445e+02	2.580989290341777e+00	4.095459580000000e+00	
45	6.995127350000000e+00	0.000000000000000e+00	3.506771516229339e-01	9.199868061135636e-01	-3.762316321592364e-05	1.862692141951977e+00	2.623674923859271e-01	-4.215042900651846e+02	2.563355461342275e+00	4.195348840000000e+00	
