"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Pressure_Coefficient"	"Mach"	"Temperature"	"Laminar_Viscosity"	"Skin_Friction_Coefficient"	"Heat_Flux"	"Y_Plus"	"Sharp_Edge_Dist"
64	2.684499919410000e-01	-5.978000164000000e-02	4.679657953655201e-04	0.000000000000000e+00	0.000000000000000e+00	9.557843953021904e+01	3.823137581208761e+01	-3.629897586355619e-01	0.000000000000000e+00	2.837980509529838e+02	1.775026658485188e-05	2.208484178315934e-02	-2.661494148205946e-04	2.420419607897284e-02	7.339884623665426e-01	
65	2.545700073240000e-01	-5.951999872900000e-02	4.677151556201100e-04	0.000000000000000e+00	0.000000000000000e+00	9.552377737537935e+01	3.820951095015173e+01	-3.660502121181524e-01	0.000000000000000e+00	2.837877393926904e+02	1.774976360430806e-05	2.328536594851825e-02	-7.752408237189057e-05	2.484731697107144e-02	7.478024500024332e-01	
66	2.409400045870000e-01	-5.916000157600000e-02	4.673939498041743e-04	0.000000000000000e+00	0.000000000000000e+00	9.548012054110878e+01	3.819204821644350e+01	-3.684944939228876e-01	0.000000000000000e+00	2.838529785731686e+02	1.775294571428976e-05	2.462431745632781e-02	-5.305436541918453e-04	2.554027409997747e-02	7.613619260396830e-01	
67	2.275699973110000e-01	-5.869000032500000e-02	4.672091833043810e-04	0.000000000000000e+00	0.000000000000000e+00	9.544931490146172e+01	3.817972596058468e+01	-3.702192562821051e-01	0.000000000000000e+00	2.838736151303248e+02	1.775395221130621e-05	2.581942853783926e-02	-1.305871248386884e-03	2.614533876316247e-02	7.746564562386845e-01	
68	2.144699990750000e-01	-5.812999978700000e-02	4.671383925770411e-04	0.000000000000000e+00	0.000000000000000e+00	9.543329453052712e+01	3.817331781221084e+01	-3.711162132382101e-01	0.000000000000000e+00	2.838689806500410e+02	1.775372617904608e-05	2.735109727145562e-02	-6.845770617875011e-04	2.690759271498809e-02	7.876779032247047e-01	
69	2.016600072380000e-01	-5.747000128000000e-02	4.671082869541453e-04	0.000000000000000e+00	0.000000000000000e+00	9.543360378543640e+01	3.817344151417455e+01	-3.710988985116526e-01	0.000000000000000e+00	2.838881962525248e+02	1.775466334835266e-05	2.893246962355248e-02	-8.927642701913623e-04	2.767144780612530e-02	8.004058627286242e-01	
70	1.891400069000000e-01	-5.669999867700000e-02	4.672182958252236e-04	0.000000000000000e+00	0.000000000000000e+00	9.545664628713466e+01	3.818265851485386e+01	-3.698087828040509e-01	0.000000000000000e+00	2.838898822034866e+02	1.775474557287083e-05	3.039135028273163e-02	-7.883502712179179e-04	2.836500769332020e-02	8.128399708799413e-01	
71	1.769299954180000e-01	-5.584000051000000e-02	4.673555929172657e-04	0.000000000000000e+00	0.000000000000000e+00	9.549130982522959e+01	3.819652393009183e+01	-3.678680223969165e-01	0.000000000000000e+00	2.839095423705066e+02	1.775570439000747e-05	3.231030813503175e-02	-9.278975054882781e-04	2.924814733817377e-02	8.249620222165202e-01	
72	1.650400012730000e-01	-5.486999824600000e-02	4.676285819248347e-04	0.000000000000000e+00	0.000000000000000e+00	9.554941510551195e+01	3.821976604220477e+01	-3.646147933956350e-01	0.000000000000000e+00	2.839164581973410e+02	1.775604166408735e-05	3.410768224667329e-02	-7.400787966557900e-04	3.005899053675467e-02	8.367609671714545e-01	
73	1.534900069240000e-01	-5.380000174000000e-02	4.679697615320885e-04	0.000000000000000e+00	0.000000000000000e+00	9.562868908138697e+01	3.825147563255478e+01	-3.601763603287911e-01	0.000000000000000e+00	2.839448488355007e+02	1.775742618999347e-05	3.611465591576805e-02	-1.291785827758173e-03	3.094073205056486e-02	8.482179015823432e-01	
74	1.422899961470000e-01	-5.262999981600000e-02	4.684802626708632e-04	0.000000000000000e+00	0.000000000000000e+00	9.573454733299062e+01	3.829381893319624e+01	-3.542495128466271e-01	0.000000000000000e+00	2.839494116239883e+02	1.775764869726403e-05	3.813172212824550e-02	-9.429043439582736e-04	3.180973167750605e-02	8.593232032187572e-01	
75	1.314399987460000e-01	-5.136999860400000e-02	4.690640934659797e-04	0.000000000000000e+00	0.000000000000000e+00	9.586526340294620e+01	3.834610536117847e+01	-3.469309127530296e-01	0.000000000000000e+00	2.839832101460338e+02	1.775929685031184e-05	4.053488026902087e-02	-1.477729746364061e-03	3.281445025802992e-02	8.700777853358419e-01	
76	1.209499984980000e-01	-5.000999942400000e-02	4.698378079400352e-04	0.000000000000000e+00	0.000000000000000e+00	9.602783528380770e+01	3.841113411352307e+01	-3.378287527592847e-01	0.000000000000000e+00	2.839963515447180e+02	1.775993765287303e-05	4.290191259140223e-02	-1.245070638651842e-03	3.378392603813551e-02	8.804714107698527e-01	
77	1.108499988910000e-01	-4.856000095600000e-02	4.707201841428419e-04	0.000000000000000e+00	0.000000000000000e+00	9.622074006962251e+01	3.848829602784900e+01	-3.270282981250571e-01	0.000000000000000e+00	2.840334281013519e+02	1.776174550815515e-05	4.552123650985374e-02	-1.631317366885979e-03	3.482915980251934e-02	8.904750407310591e-01	
