"PointID", "Conservative_1", "Conservative_2", "Conservative_3", "Conservative_4", "Residual_1", "Residual_2", "Residual_3", "Residual_4", "Volume"
0  0 63	4.089925822817319e-05	8.292407755271671e-01	4.303334941600205e-06	8.433034077387036e+03	-2.601696136315972e-11	-4.716581930653066e-07	-9.661178521633892e-08	-4.956232075961964e-03	6.881138949798731e-05	
0  0 64	3.835066155650852e-05	5.957463074342092e-01	9.494920136146946e-02	6.652864111164711e+03	-8.035320811900537e-09	-6.865272923944898e-05	-1.118730975611937e-05	-5.672860779841358e-01	1.335101283387474e-04	
0  0 65	3.846006850521665e-05	5.975704865635063e-01	9.580236073151960e-02	6.673192557431327e+03	-1.226394398639024e-08	-1.039362176936121e-04	-1.982196711290685e-05	-8.575459532657987e-01	2.671014653822199e-04	
0  0 66	3.854117250463243e-05	5.991965979736453e-01	9.727976570141431e-02	6.690812850130431e+03	-1.212049372637985e-08	-1.024642898859174e-04	-1.955152309425501e-05	-8.415013285064106e-01	2.672097436551922e-04	
0  0 67	3.869729489524968e-05	6.023131786021853e-01	9.898111328599903e-02	6.723525688585894e+03	-1.202094303368343e-08	-1.010919911033498e-04	-1.988038993436247e-05	-8.337722177855085e-01	2.673180219281700e-04	
0  0 68	3.891390906632640e-05	6.066458230889273e-01	1.009114971659420e-01	6.768557949885051e+03	-1.187575104545313e-08	-9.902404267514431e-05	-2.008161618375498e-05	-8.196764315605378e-01	2.674263002011446e-04	
0  0 69	3.918217997004944e-05	6.120081963249953e-01	1.030463265840756e-01	6.824078481704127e+03	-1.169117365244776e-08	-9.632477303410381e-05	-2.017613187199271e-05	-7.998304835541603e-01	2.675345784741184e-04	
0  0 70	3.949282305733238e-05	6.182062795111350e-01	1.053593131646996e-01	6.888172177948943e+03	-1.147179918568624e-08	-9.304508160695724e-05	-2.016854588732936e-05	-7.746032708373605e-01	2.676428567470952e-04	
0  0 71	3.983764759610129e-05	6.250688476564169e-01	1.078254992377434e-01	6.959146540906409e+03	-1.122155902532285e-08	-8.922396355495743e-05	-2.006050384472172e-05	-7.442256600274959e-01	2.677511350200668e-04	
0  0 72	4.021029913127447e-05	6.324629759741252e-01	1.104246944612599e-01	7.035686847350931e+03	-1.094344704410747e-08	-8.488580125887157e-05	-1.985066135389013e-05	-7.087733900980311e-01	2.678594132930400e-04	
0  0 73	4.060664204622032e-05	6.403018297214351e-01	1.131435847221562e-01	7.116935810816463e+03	-1.063940805662941e-08	-8.004026819175003e-05	-1.953490720073975e-05	-6.681770390764541e-01	2.679676915660179e-04	
0  0 74	4.102477441312291e-05	6.485447901403603e-01	1.159765090991726e-01	7.202497130318870e+03	-1.031036131383452e-08	-7.468403780347410e-05	-1.910686076906157e-05	-6.222494412618289e-01	2.680759698389917e-04	
0  0 75	4.146476103205643e-05	6.571917644565428e-01	1.189250756225226e-01	7.292380676791005e+03	-9.956317428496761e-09	-6.880347549585719e-05	-1.855848550561673e-05	-5.707210258187843e-01	2.681842481119642e-04	
0  0 76	4.192820234558917e-05	6.662741584111624e-01	1.219969793218589e-01	7.386913679879844e+03	-9.576534364702407e-09	-6.237736296908769e-05	-1.788065290124485e-05	-5.132726322724466e-01	2.682925263849382e-04	
0  0 77	4.241775632359614e-05	6.758449443892993e-01	1.252044450579141e-01	7.486642141655829e+03	-9.169663597245913e-09	-5.537888224527165e-05	-1.706352466928837e-05	-4.495577176060124e-01	2.684008046579159e-04	
0  0 78	4.293670423821529e-05	6.859696950116703e-01	1.285626654308424e-01	7.592241288986466e+03	-8.733851328787372e-09	-4.777638517332317e-05	-1.609667537856921e-05	-3.792095244673419e-01	2.685090829308894e-04	
0  0 79	4.348861434078026e-05	6.967196789464352e-01	1.320884889436000e-01	7.704446243946310e+03	-8.266775413494229e-09	-3.953276832388553e-05	-1.496892853208170e-05	-3.018320554961065e-01	2.686173612038619e-04	
0  0 80	4.407712279030937e-05	7.081673979249867e-01	1.357994869877695e-01	7.824006922605209e+03	-7.765611308403885e-09	-3.060349036912435e-05	-1.366791332491762e-05	-2.169760502235931e-01	2.687256394768355e-04	
0  0 81	4.470582621229517e-05	7.203844309576826e-01	1.397134255889536e-01	7.951666004294550e+03	-7.226932578546777e-09	-2.093345363796129e-05	-1.217937323287274e-05	-1.241028803865447e-01	2.688339177498090e-04	
0  0 82	4.537826657980580e-05	7.334411727331982e-01	1.438481032637259e-01	8.088155973773660e+03	-6.646563257760275e-09	-1.045315838456295e-05	-1.048628452313474e-05	-2.254084677110768e-02	2.689421960227873e-04	
0  0 83	4.609798431919194e-05	7.474079565741877e-01	1.482214866241011e-01	8.234210232543719e+03	-6.019414137740199e-09	9.252045548718835e-07	-8.567883434080353e-06	8.855933627978629e-02	2.690504742957647e-04	
0  0 84	4.686861573916530e-05	7.623570564266990e-01	1.528520684406579e-01	8.390583292572099e+03	-5.339351728110258e-09	1.331075117282088e-05	-6.398756186621474e-06	2.102603079936216e-01	2.691587525687345e-04	
0  0 85	4.769401260005660e-05	7.783650956256225e-01	1.577593757688910e-01	8.558075387871853e+03	-4.599162811038341e-09	2.683474362594196e-05	-3.948203235817210e-06	3.438528548097111e-01	2.692670308417116e-04	
0  0 86	4.857836294890858e-05	7.955154131830533e-01	1.629645599495526e-01	8.737557066785728e+03	-3.790681595677024e-09	4.164793090864760e-05	-1.180110587809674e-06	4.908366358115472e-01	2.693753091146863e-04	
0  0 87	4.952629310044352e-05	8.138999487361772e-01	1.684910039497430e-01	8.929989432284721e+03	-2.905133136763943e-09	5.791330552711027e-05	1.946486100710965e-06	6.528561497320879e-01	2.694835873876611e-04	
0  0 88	5.054293210461117e-05	8.336202319708318e-01	1.743648896941830e-01	9.136435946588772e+03	-1.933708077274626e-09	7.579393777533416e-05	5.476114298987728e-06	8.315886607992979e-01	2.695918656606399e-04	
0  0 89	5.163392406948595e-05	8.547871411932954e-01	1.806156857092944e-01	9.358062509112979e+03	-8.683226790886890e-10	9.543675907700000e-05	9.455078738864614e-06	1.028592760850643e+00	2.697001439336090e-04	
0  0 90	5.280538172435373e-05	8.775192607358373e-01	1.872765486778982e-01	9.596124170747144e+03	2.975561015446898e-10	1.169546567806601e-04	1.392971438528637e-05	1.245141103296646e+00	2.698084222065800e-04	
0  0 91	5.406378655674592e-05	9.019399212862481e-01	1.943846793453872e-01	9.851939384355772e+03	1.568204800808219e-09	1.404105882634871e-04	1.894546643533071e-05	1.482074061778349e+00	2.699167004795559e-04	
0  0 92	5.541585452174806e-05	9.281733112079457e-01	2.019817205812213e-01	1.012685568910478e+04	2.945266588467765e-09	1.658080516924454e-04	2.454762222044507e-05	1.739716953568404e+00	2.700249787525297e-04	
0  0 93	5.686839739989517e-05	9.563403175164831e-01	2.101143095345015e-01	1.042221332109732e+04	4.427873639692948e-09	1.930916677398142e-04	3.078420237936919e-05	2.017896792800002e+00	2.701332570255090e-04	
0  0 94	5.842821315286719e-05	9.865548866773949e-01	2.188348693232426e-01	1.073931434815872e+04	6.013325183898877e-09	2.221595850803171e-04	3.771080329861148e-05	2.316072874435804e+00	2.702415352984871e-04	
0  0 95	6.010203019347632e-05	1.018921600109673e+00	2.282026315484063e-01	1.107940366859091e+04	7.698210622019506e-09	2.528862544433075e-04	4.539622807937793e-05	2.633562730632093e+00	2.703498135714561e-04	
0  0 96	6.189651040721223e-05	1.053534817922422e+00	2.382847292010737e-01	1.144366446397333e+04	9.479702526385165e-09	2.851507922378704e-04	5.392691128623672e-05	2.969811354334524e+00	2.704580918444317e-04	
0  0 97	6.381828976648235e-05	1.090479242711836e+00	2.491570371805428e-01	1.183322544662953e+04	1.135665463091514e-08	3.188639909905144e-04	6.340791560027759e-05	3.324631583865539e+00	2.705663701174019e-04	
0  0 98	6.587401410040929e-05	1.129831278603380e+00	2.609043403370367e-01	1.224917251639737e+04	1.333018952246736e-08	3.539873358375245e-04	7.395901236639107e-05	3.698349935482838e+00	2.706746483903760e-04	
0  0 99	6.807032261751245e-05	1.171660330858635e+00	2.736194509522988e-01	1.269255557854233e+04	1.540365406750324e-08	3.905403902179638e-04	8.570600320261662e-05	4.091827398036003e+00	2.707829266633523e-04	
0  0 100	7.041374975674717e-05	1.216029360897634e+00	2.874011101853812e-01	1.316438378645581e+04	1.758209622431710e-08	4.285977709789779e-04	9.876945668985115e-05	4.506377734848229e+00	2.708912049363238e-04	
0  0 101	7.291055373479396e-05	1.262994568168068e+00	3.023508504474250e-01	1.366560904480093e+04	1.987165151768386e-08	4.682815016991415e-04	1.132545369895155e-04	4.943653522262139e+00	2.709994832093006e-04	
0  0 102	7.556652451995971e-05	1.312604811974926e+00	3.185693605324977e-01	1.419710590989141e+04	2.227931024708660e-08	5.097567261193037e-04	1.292458602919766e-04	5.405590224994739e+00	2.711077614822841e-04	
0  0 103	7.838685664318764e-05	1.364901996063921e+00	3.361531511913964e-01	1.475966258206041e+04	2.481341553679720e-08	5.532374012759966e-04	1.468101044545811e-04	5.894479450711287e+00	2.712160397552474e-04	
0  0 104	8.137617810636986e-05	1.419923824758047e+00	3.551923672710229e-01	1.535399942372886e+04	2.748496713346311e-08	5.990042344998225e-04	1.660068788960911e-04	6.413192022541580e+00	2.713243180282166e-04	
0  0 105	8.453880029336409e-05	1.477709966500936e+00	3.757704073761833e-01	1.598082704176645e+04	3.030948721774226e-08	6.474316006576386e-04	1.869059611394330e-04	6.965510162218379e+00	2.714325963012020e-04	
0  0 106	8.787920143277343e-05	1.538311803155083e+00	3.979656416063746e-01	1.664094637689738e+04	3.330895915832418e-08	6.990156166020722e-04	2.096071843289415e-04	7.556478724025965e+00	2.715408745741806e-04	
0  0 107	9.140269198969413e-05	1.601804839481764e+00	4.218550537197972e-01	1.733538105837796e+04	3.651323406468444e-08	7.543931755677746e-04	2.342582925985159e-04	8.192660339571830e+00	2.716491528471493e-04	
0  0 108	9.511614895405944e-05	1.668301771313274e+00	4.475191573216143e-01	1.806552038612253e+04	3.996025103148036e-08	8.143407859839136e-04	2.610653453930245e-04	8.882168048170115e+00	2.717574311201211e-04	
0  0 109	9.902865056615214e-05	1.737963266936306e+00	4.750470325338317e-01	1.883324055302012e+04	4.369417049452656e-08	8.797384099434313e-04	2.902874523898757e-04	9.634302544378897e+00	2.718657093930988e-04	
0  0 110	1.031517620327072e-04	1.811002241611568e+00	5.045394943709505e-01	1.964095642907578e+04	4.775927721866174e-08	9.514642861238598e-04	3.221956750639743e-04	1.045838829310833e+01	2.719739876660720e-04	
0  0 111	1.074989883094482e-04	1.887673772566727e+00	5.361060703178065e-01	2.049151242008116e+04	5.218296717416252e-08	1.030115229415762e-03	3.569336584934302e-04	1.136054676019103e+01	2.720822659390481e-04	
0  0 112	1.120831226002208e-04	1.968230430417981e+00	5.698439332372560e-01	2.138767314923793e+04	5.692661807574087e-08	1.115217051374739e-03	3.940822435899438e-04	1.233439886977521e+01	2.721905442120313e-04	
0  0 113	1.169077222775316e-04	2.052783267574266e+00	6.057632704522854e-01	2.233050415706885e+04	6.174014308996952e-08	1.202908279487186e-03	4.313249060826085e-04	1.333353285168323e+01	2.722988224849897e-04	
0  0 114	1.219415654932325e-04	2.140891620150058e+00	6.435533140608304e-01	2.331453870288925e+04	6.573654013209569e-08	1.279187525185382e-03	4.604707245273731e-04	1.419086824935175e+01	2.724071007579644e-04	
0  0 115	1.270446925478673e-04	2.230383349296069e+00	6.818892521940337e-01	2.431379429016247e+04	6.619986351087895e-08	1.301011720584055e-03	4.561788743943085e-04	1.439239263695708e+01	2.725153790309471e-04	
0  0 116	1.317654177193128e-04	2.314123200281271e+00	7.165103626116901e-01	2.524337764834831e+04	5.552478028267717e-08	1.147688297338023e-03	3.468789639984315e-04	1.249545070423846e+01	2.726236573039223e-04	
0  0 117	1.348433248797123e-04	2.372078491657068e+00	7.355384056722600e-01	2.586545064431588e+04	1.485920063647736e-08	5.188950079393351e-04	-4.441547697275894e-05	4.919159264682094e+00	2.727319355769006e-04	
0  0 118	1.333136740312202e-04	2.356792390968490e+00	7.114836713090863e-01	2.562010782303281e+04	-9.140776613392448e-08	-1.162170616453295e-03	-1.036739371736317e-03	-1.510644536851032e+01	2.728402138498721e-04	
0  0 119	1.222872302081431e-04	2.188389021977073e+00	6.022150064435717e-01	2.358629785692840e+04	-2.874712999876086e-07	-4.343766910464453e-03	-2.741038286714570e-03	-5.219464675267227e+01	2.729484921228441e-04	
0  0 120	9.929927248001518e-05	1.820758638085061e+00	3.986681051567497e-01	1.930793365670814e+04	-4.779425999644742e-07	-7.644498252053822e-03	-3.998502681059612e-03	-8.830689020601858e+01	2.730567703958120e-04	
0  0 121	7.193041475939481e-05	1.367891016042115e+00	1.859938555366174e-01	1.421636028660814e+04	-4.565248904276416e-07	-7.635602389962415e-03	-3.199957485407801e-03	-8.461069314052293e+01	2.731650486687943e-04	
0  0 122	5.240772846417942e-05	1.033948794626545e+00	5.781658206851430e-02	1.058970304743983e+04	-2.491337958191678e-07	-4.301285265526644e-03	-1.464218663492112e-03	-4.621428765065502e+01	2.732733269417789e-04	
0  0 123	4.371016005116398e-05	8.805888837928999e-01	1.105597345832070e-02	8.967554747569973e+03	-8.327907699253248e-08	-1.479433688466258e-03	-3.968639180365052e-04	-1.565782244656293e+01	2.733816052147501e-04	
0  0 124	4.127031489141411e-05	8.361124735893575e-01	1.221820915658590e-03	8.504267779820799e+03	-1.589574677310704e-08	-2.917887931022101e-04	-5.508646743057621e-05	-3.049905251187738e+00	2.734898834877089e-04	
0  0 125	4.092418988544510e-05	8.296940589967828e-01	9.488147418614459e-05	8.437751391156795e+03	-1.203695539990751e-09	-2.170680041940765e-05	-4.494739503452250e-06	-2.267462255013015e-01	2.735981617606837e-04	
0  0 126	4.090026581501172e-05	8.292594635578574e-01	6.840662835472151e-06	8.433227711571262e+03	-1.098138408687996e-10	-2.016257147047229e-06	-3.233126796200331e-07	-2.093257470284016e-02	2.737064400336671e-04	
