"PointID","x","y","Temperature"
106, 1.288925529394466e-02, 1.700000000000000e-03, 4.094874377649282e+02
107, 1.283947196266260e-02, 1.700000000000000e-03, 4.099613301108511e+02
108, 1.278968863138054e-02, 1.700000000000000e-03, 4.104299164733499e+02
109, 1.273990530009849e-02, 1.700000000000000e-03, 4.108931733120791e+02
110, 1.269012196881643e-02, 1.700000000000000e-03, 4.113510776086119e+02
111, 1.264033863753437e-02, 1.700000000000000e-03, 4.118036068619554e+02
112, 1.259055530625230e-02, 1.700000000000000e-03, 4.122507390839019e+02
113, 1.254077197497025e-02, 1.700000000000000e-03, 4.126924527942196e+02
114, 1.249098864368819e-02, 1.700000000000000e-03, 4.131287270156905e+02
115, 1.244120531240613e-02, 1.700000000000000e-03, 4.135595412689963e+02
116, 1.239142198112408e-02, 1.700000000000000e-03, 4.139848755674641e+02
117, 1.234163864984202e-02, 1.700000000000000e-03, 4.144047104116724e+02
118, 1.229185531855996e-02, 1.700000000000000e-03, 4.148190267839259e+02
119, 1.224207198727789e-02, 1.700000000000000e-03, 4.152278061426039e+02
120, 1.219228865599584e-02, 1.700000000000000e-03, 4.156310304163877e+02
121, 1.214250532471378e-02, 1.700000000000000e-03, 4.160286819983747e+02
122, 1.209272199343172e-02, 1.700000000000000e-03, 4.164207437400814e+02
123, 1.204293866214966e-02, 1.700000000000000e-03, 4.168071989453449e+02
124, 1.199315533086760e-02, 1.700000000000000e-03, 4.171880313641254e+02
125, 1.194337199958554e-02, 1.700000000000000e-03, 4.175632251862178e+02
126, 1.189358866830349e-02, 1.700000000000000e-03, 4.179327650348756e+02
127, 1.184380533702143e-02, 1.700000000000000e-03, 4.182966359603539e+02
128, 1.179402200573937e-02, 1.700000000000000e-03, 4.186548234333749e+02
129, 1.174423867445731e-02, 1.700000000000000e-03, 4.190073133385226e+02
130, 1.169445534317526e-02, 1.700000000000000e-03, 4.193540919675679e+02
131, 1.164467201189319e-02, 1.700000000000000e-03, 4.196951460127299e+02
132, 1.159488868061113e-02, 1.700000000000000e-03, 4.200304625598739e+02
133, 1.154510534932907e-02, 1.700000000000000e-03, 4.203600290816489e+02
134, 1.149532201804702e-02, 1.700000000000000e-03, 4.206838334305622e+02
135, 1.144553868676496e-02, 1.700000000000000e-03, 4.210018638319908e+02
136, 1.139575535548290e-02, 1.700000000000000e-03, 4.213141088771207e+02
137, 1.134597202420084e-02, 1.700000000000000e-03, 4.216205575158089e+02
138, 1.129618869291878e-02, 1.700000000000000e-03, 4.219211990493487e+02
139, 1.124640536163672e-02, 1.700000000000000e-03, 4.222160231231200e+02
140, 1.119662203035466e-02, 1.700000000000000e-03, 4.225050197190916e+02
141, 1.114683869907260e-02, 1.700000000000000e-03, 4.227881791481314e+02
142, 1.109705536779055e-02, 1.700000000000000e-03, 4.230654920420630e+02
143, 1.104727203650849e-02, 1.700000000000000e-03, 4.233369493453852e+02
144, 1.099748870522643e-02, 1.700000000000000e-03, 4.236025423065356e+02
145, 1.094770537394437e-02, 1.700000000000000e-03, 4.238622624685412e+02
146, 1.089792204266231e-02, 1.700000000000000e-03, 4.241161016588381e+02
147, 1.084813871138025e-02, 1.700000000000000e-03, 4.243640519779645e+02
148, 1.079835538009820e-02, 1.700000000000000e-03, 4.246061057867252e+02
149, 1.074857204881614e-02, 1.700000000000000e-03, 4.248422556912814e+02
150, 1.069878871753407e-02, 1.700000000000000e-03, 4.250724945254212e+02
151, 1.064900538625202e-02, 1.700000000000000e-03, 4.252968153290002e+02
152, 1.059922205496996e-02, 1.700000000000000e-03, 4.255152113211768e+02
153, 1.054943872368790e-02, 1.700000000000000e-03, 4.257276758665637e+02
154, 1.049965539240584e-02, 1.700000000000000e-03, 4.259342024317338e+02
155, 1.044987206112379e-02, 1.700000000000000e-03, 4.261347845285688e+02
156, 1.040008872984173e-02, 1.700000000000000e-03, 4.263294156396232e+02
157, 1.035030539855967e-02, 1.700000000000000e-03, 4.265180891188326e+02
158, 1.030052206727761e-02, 1.700000000000000e-03, 4.267007980583021e+02
159, 1.025073873599555e-02, 1.700000000000000e-03, 4.268775351082076e+02
160, 1.020095540471349e-02, 1.700000000000000e-03, 4.270482922315234e+02
161, 1.015117207343143e-02, 1.700000000000000e-03, 4.272130603674953e+02
162, 1.010138874214937e-02, 1.700000000000000e-03, 4.273718289661244e+02
163, 1.005160541086732e-02, 1.700000000000000e-03, 4.275245853378971e+02
164, 1.000182207958526e-02, 1.700000000000000e-03, 4.276713137340107e+02
165, 9.952038748303192e-03, 1.700000000000000e-03, 4.278119940237275e+02
166, 9.902255417021133e-03, 1.700000000000000e-03, 4.279465997503702e+02
167, 9.852472085739075e-03, 1.700000000000000e-03, 4.280750951904439e+02
168, 9.802688754457018e-03, 1.700000000000000e-03, 4.281974307303975e+02
169, 9.752905423174961e-03, 1.700000000000000e-03, 4.283135352183845e+02
170, 9.703122091892901e-03, 1.700000000000000e-03, 4.284233024484213e+02
171, 9.653338760610846e-03, 1.700000000000000e-03, 4.285265652415724e+02
172, 9.603555429328784e-03, 1.700000000000000e-03, 4.286230400881624e+02
173, 9.553772098046729e-03, 1.700000000000000e-03, 4.287121774647009e+02
174, 9.503989057175503e-03, 1.699955982134311e-03, 4.287924804716356e+02
175, 9.454275842183182e-03, 1.697704654976501e-03, 4.288620353478347e+02
176, 9.405008701162915e-03, 1.690730360103608e-03, 4.289215864375742e+02
177, 9.356696153012300e-03, 1.678816441340789e-03, 4.289735456192282e+02
178, 9.309776247039193e-03, 1.662250180011833e-03, 4.290192991022853e+02
179, 9.264774877383078e-03, 1.641014982593511e-03, 4.290595673819936e+02
180, 9.222049989124148e-03, 1.615509404937148e-03, 4.290950822905784e+02
181, 9.182137851242509e-03, 1.585792511771305e-03, 4.291261655329547e+02
182, 9.145296108395384e-03, 1.552346721462857e-03, 4.291532810965930e+02
183, 9.112178310468667e-03, 1.515205939522626e-03, 4.291764915537784e+02
184, 9.082681181085536e-03, 1.475129938975062e-03, 4.291964024752836e+02
185, 9.057448935201343e-03, 1.432244804039600e-03, 4.292128189143518e+02
186, 9.036542415582337e-03, 1.387088084835689e-03, 4.292260654651981e+02
187, 9.020248664704125e-03, 1.340069839782873e-03, 4.292361836197291e+02
188, 9.008674149188659e-03, 1.291676299431707e-03, 4.292432649301434e+02
189, 9.002094049030214e-03, 1.242350963581405e-03, 4.292472529329534e+02
190, 9.000152396372736e-03, 1.192627640605074e-03, 4.292484619352646e+02
191, 9.003510091621352e-03, 1.142979742007475e-03, 4.292464511629741e+02
192, 9.011584288462582e-03, 1.093878114340080e-03, 4.292415837508074e+02
193, 9.024662971860345e-03, 1.045866853129453e-03, 4.292335902741925e+02
194, 9.042273456412547e-03, 9.993264411832458e-04, 4.292226696883451e+02
195, 9.064560261261467e-03, 9.548361961428300e-04, 4.292085260593030e+02
196, 9.091013637581653e-03, 9.126895814843071e-04, 4.291912621138725e+02
197, 9.121633282984577e-03, 8.734661651234564e-04, 4.291705247199646e+02
198, 9.155904517245956e-03, 8.373899026191695e-04, 4.291462967384707e+02
199, 9.193712560460129e-03, 8.050397151840168e-04, 4.291181012486246e+02
200, 9.234477201294857e-03, 7.765035272665616e-04, 4.290858279705811e+02
201, 9.277933306597066e-03, 7.522647900687473e-04, 4.290489696504690e+02
202, 9.323540403657560e-03, 7.323638488030061e-04, 4.290071743321060e+02
203, 9.370929858916752e-03, 7.171929049722545e-04, 4.289596568103338e+02
204, 9.419574111005288e-03, 7.067153823160402e-04, 4.289055985588118e+02
205, 9.469027061077970e-03, 7.012111024328067e-04, 4.288433314667016e+02
206, 9.518785589168292e-03, 7.000103488644843e-04, 4.287704095367517e+02
207, 9.568568903398555e-03, 6.999999999999997e-04, 4.286872334800171e+02
208, 9.618352234089177e-03, 6.999999999999997e-04, 4.285957926339271e+02
209, 9.668135564779799e-03, 6.999999999999997e-04, 4.284972064567997e+02
210, 9.717918895470419e-03, 6.999999999999997e-04, 4.283919262632848e+02
211, 9.767702226161041e-03, 6.999999999999997e-04, 4.282801977840635e+02
212, 9.817485556851663e-03, 6.999999999999997e-04, 4.281621697654616e+02
213, 9.867268887542285e-03, 6.999999999999997e-04, 4.280379382608618e+02
214, 9.917052218232907e-03, 6.999999999999997e-04, 4.279075681907601e+02
215, 9.966835548923528e-03, 6.999999999999997e-04, 4.277711049564367e+02
216, 1.001661887961415e-02, 6.999999999999997e-04, 4.276285812143686e+02
217, 1.006640221030477e-02, 6.999999999999997e-04, 4.274800210753912e+02
218, 1.011618554099539e-02, 6.999999999999997e-04, 4.273254428237307e+02
219, 1.016596887168602e-02, 6.999999999999997e-04, 4.271648607331473e+02
220, 1.021575220237664e-02, 6.999999999999997e-04, 4.269982863072518e+02
221, 1.026553553306726e-02, 6.999999999999997e-04, 4.268257291404426e+02
222, 1.031531886375788e-02, 6.999999999999997e-04, 4.266471975231054e+02
223, 1.036510219444850e-02, 6.999999999999997e-04, 4.264626988715497e+02
224, 1.041488552513912e-02, 6.999999999999997e-04, 4.262722400362487e+02
225, 1.046466885582975e-02, 6.999999999999997e-04, 4.260758275246247e+02
226, 1.051445218652037e-02, 6.999999999999997e-04, 4.258734676632468e+02
227, 1.056423551721099e-02, 6.999999999999997e-04, 4.256651667167359e+02
228, 1.061401884790161e-02, 6.999999999999997e-04, 4.254509309755517e+02
229, 1.066380217859223e-02, 6.999999999999997e-04, 4.252307668213207e+02
230, 1.071358550928285e-02, 6.999999999999997e-04, 4.250046807759152e+02
231, 1.076336883997348e-02, 6.999999999999997e-04, 4.247726795387604e+02
232, 1.081315217066410e-02, 6.999999999999997e-04, 4.245347700156100e+02
233, 1.086293550135472e-02, 6.999999999999997e-04, 4.242909593411417e+02
234, 1.091271883204534e-02, 6.999999999999997e-04, 4.240412548970806e+02
235, 1.096250216273596e-02, 6.999999999999997e-04, 4.237856643270912e+02
236, 1.101228549342658e-02, 6.999999999999997e-04, 4.235241955493404e+02
237, 1.106206882411720e-02, 6.999999999999997e-04, 4.232568567673849e+02
238, 1.111185215480783e-02, 6.999999999999997e-04, 4.229836564798591e+02
239, 1.116163548549845e-02, 6.999999999999997e-04, 4.227046034893061e+02
240, 1.121141881618907e-02, 6.999999999999997e-04, 4.224197069103997e+02
241, 1.126120214687969e-02, 6.999999999999997e-04, 4.221289761777356e+02
242, 1.131098547757031e-02, 6.999999999999997e-04, 4.218324210533198e+02
243, 1.136076880826094e-02, 6.999999999999997e-04, 4.215300516338442e+02
244, 1.141055213895156e-02, 6.999999999999997e-04, 4.212218783578127e+02
245, 1.146033546964218e-02, 6.999999999999997e-04, 4.209079120125621e+02
246, 1.151011880033280e-02, 6.999999999999997e-04, 4.205881637412076e+02
247, 1.155990213102342e-02, 6.999999999999997e-04, 4.202626450495320e+02
248, 1.160968546171404e-02, 6.999999999999997e-04, 4.199313678128312e+02
249, 1.165946879240467e-02, 6.999999999999997e-04, 4.195943442827216e+02
250, 1.170925212309529e-02, 6.999999999999997e-04, 4.192515870939128e+02
251, 1.175903545378591e-02, 6.999999999999997e-04, 4.189031092709454e+02
252, 1.180881878447653e-02, 6.999999999999997e-04, 4.185489242348914e+02
253, 1.185860211516715e-02, 6.999999999999997e-04, 4.181890458100136e+02
254, 1.190838544585777e-02, 6.999999999999997e-04, 4.178234882303808e+02
255, 1.195816877654840e-02, 6.999999999999997e-04, 4.174522661464311e+02
256, 1.200795210723902e-02, 6.999999999999997e-04, 4.170753946314801e+02
257, 1.205773543792964e-02, 6.999999999999997e-04, 4.166928891881659e+02
258, 1.210751876862026e-02, 6.999999999999997e-04, 4.163047657548262e+02
259, 1.215730209931088e-02, 6.999999999999997e-04, 4.159110407118006e+02
260, 1.220708543000150e-02, 6.999999999999997e-04, 4.155117308876509e+02
261, 1.225686876069213e-02, 6.999999999999997e-04, 4.151068535652942e+02
262, 1.230665209138275e-02, 6.999999999999997e-04, 4.146964264880418e+02
263, 1.235643542207337e-02, 6.999999999999997e-04, 4.142804678655370e+02
264, 1.240621875276399e-02, 6.999999999999997e-04, 4.138589963795866e+02
265, 1.245600208345461e-02, 6.999999999999997e-04, 4.134320311898785e+02
266, 1.250578541414523e-02, 6.999999999999997e-04, 4.129995919395803e+02
267, 1.255556874483586e-02, 6.999999999999997e-04, 4.125616987608121e+02
268, 1.260535207552648e-02, 6.999999999999997e-04, 4.121183722799877e+02
269, 1.265513540621710e-02, 6.999999999999997e-04, 4.116696336230174e+02
270, 1.270491873690772e-02, 6.999999999999997e-04, 4.112155044203691e+02
271, 1.275470206759834e-02, 6.999999999999997e-04, 4.107560068119777e+02
272, 1.280448539828897e-02, 6.999999999999997e-04, 4.102911634520015e+02
273, 1.285426872897959e-02, 6.999999999999997e-04, 4.098209975134170e+02
274, 1.290405205967021e-02, 6.999999999999997e-04, 4.093455326924480e+02
275, 1.295383539036083e-02, 6.999999999999997e-04, 4.088647932128231e+02
276, 1.300361872105145e-02, 6.999999999999997e-04, 4.083788038298568e+02
277, 1.305340205174207e-02, 6.999999999999997e-04, 4.078875898343488e+02
278, 1.310318538243269e-02, 6.999999999999997e-04, 4.073911770562968e+02
279, 1.315296871312332e-02, 6.999999999999997e-04, 4.068895918684171e+02
280, 1.320275204381394e-02, 6.999999999999997e-04, 4.063828611894693e+02
281, 1.325253537450456e-02, 6.999999999999997e-04, 4.058710124873803e+02
282, 1.330231870519518e-02, 6.999999999999997e-04, 4.053540737821617e+02
283, 1.335210203588580e-02, 6.999999999999997e-04, 4.048320736486191e+02
284, 1.340188536657643e-02, 6.999999999999997e-04, 4.043050412188463e+02
285, 1.345166869726705e-02, 6.999999999999997e-04, 4.037730061845015e+02
286, 1.350145202795767e-02, 6.999999999999997e-04, 4.032359987988622e+02
287, 1.355123535864829e-02, 6.999999999999997e-04, 4.026940498786540e+02
288, 1.360101868933891e-02, 6.999999999999997e-04, 4.021471908056504e+02
289, 1.365080202002953e-02, 6.999999999999997e-04, 4.015954535280400e+02
290, 1.370058535072016e-02, 6.999999999999997e-04, 4.010388705615574e+02
291, 1.375036868141078e-02, 6.999999999999997e-04, 4.004774749903763e+02
292, 1.380015201210140e-02, 6.999999999999997e-04, 3.999113004677592e+02
293, 1.384993534279202e-02, 6.999999999999997e-04, 3.993403812164641e+02
294, 1.389971867348264e-02, 6.999999999999997e-04, 3.987647520289032e+02
295, 1.394950200417326e-02, 6.999999999999997e-04, 3.981844482670533e+02
296, 1.399928533486389e-02, 6.999999999999997e-04, 3.975995058621143e+02
297, 1.404906866555451e-02, 6.999999999999997e-04, 3.970099613139154e+02
298, 1.409885199624513e-02, 6.999999999999997e-04, 3.964158516900662e+02
299, 1.414863532693575e-02, 6.999999999999997e-04, 3.958172146248534e+02
300, 1.419841865762637e-02, 6.999999999999997e-04, 3.952140883178805e+02
301, 1.424820198831699e-02, 6.999999999999997e-04, 3.946065115324521e+02
302, 1.429798531900762e-02, 6.999999999999997e-04, 3.939945235937025e+02
303, 1.434776864969824e-02, 6.999999999999997e-04, 3.933781643864693e+02
304, 1.439755198038886e-02, 6.999999999999997e-04, 3.927574743529157e+02
305, 1.444733531107948e-02, 6.999999999999997e-04, 3.921324944899034e+02
306, 1.449711864177010e-02, 6.999999999999997e-04, 3.915032663461236e+02
307, 1.454690197246072e-02, 6.999999999999997e-04, 3.908698320189908e+02
308, 1.459668530315135e-02, 6.999999999999997e-04, 3.902322341513124e+02
309, 1.464646863384197e-02, 6.999999999999997e-04, 3.895905159277473e+02
310, 1.469625196453259e-02, 6.999999999999997e-04, 3.889447210710732e+02
311, 1.474603529522321e-02, 6.999999999999997e-04, 3.882948938382895e+02
312, 1.479581862591383e-02, 6.999999999999997e-04, 3.876410790165949e+02
313, 1.484560195660446e-02, 6.999999999999997e-04, 3.869833219192850e+02
314, 1.489538528729508e-02, 6.999999999999997e-04, 3.863216683816429e+02
315, 1.494516861798570e-02, 6.999999999999997e-04, 3.856561647569102e+02
316, 1.499495194867632e-02, 6.999999999999997e-04, 3.849868579124681e+02
317, 1.504473527936694e-02, 6.999999999999997e-04, 3.843137952263941e+02
318, 1.509451861005756e-02, 6.999999999999997e-04, 3.836370245846298e+02
319, 1.514430194074818e-02, 6.999999999999997e-04, 3.829565943790716e+02
320, 1.519408527143881e-02, 6.999999999999997e-04, 3.822725535070113e+02
321, 1.524386860212943e-02, 6.999999999999997e-04, 3.815849513725132e+02
322, 1.529365193282005e-02, 6.999999999999997e-04, 3.808938378905132e+02
323, 1.534343526351067e-02, 6.999999999999997e-04, 3.801992634947250e+02
324, 1.539321859420129e-02, 6.999999999999997e-04, 3.795012791508166e+02
325, 1.544300192489191e-02, 6.999999999999997e-04, 3.787999363768614e+02
326, 1.549278525558254e-02, 6.999999999999997e-04, 3.780952872737827e+02
327, 1.554256858627316e-02, 6.999999999999997e-04, 3.773873845695072e+02
328, 1.559235191696378e-02, 6.999999999999997e-04, 3.766762816818742e+02
329, 1.564213524765440e-02, 6.999999999999997e-04, 3.759620328071877e+02
330, 1.569191857834502e-02, 6.999999999999997e-04, 3.752446930437850e+02
331, 1.574170190903564e-02, 6.999999999999997e-04, 3.745243185633901e+02
332, 1.579148523972627e-02, 6.999999999999997e-04, 3.738009668476416e+02
333, 1.584126857041689e-02, 6.999999999999997e-04, 3.730746970134768e+02
334, 1.589105190110751e-02, 6.999999999999997e-04, 3.723455702596071e+02
335, 1.594083523179813e-02, 6.999999999999997e-04, 3.716136504779692e+02
336, 1.599061856248876e-02, 6.999999999999997e-04, 3.708790050898503e+02
337, 1.604040189317937e-02, 6.999999999999997e-04, 3.701417061878870e+02
338, 1.609018522387000e-02, 6.999999999999997e-04, 3.694018320942873e+02
339, 1.613996855456062e-02, 6.999999999999997e-04, 3.686594694851509e+02
340, 1.618975188525124e-02, 6.999999999999997e-04, 3.679147162842004e+02
341, 1.623953521594186e-02, 6.999999999999997e-04, 3.671676856013786e+02
342, 1.628931854663249e-02, 6.999999999999997e-04, 3.664185110888056e+02
343, 1.633910187732310e-02, 6.999999999999997e-04, 3.656673542165855e+02
344, 1.638888520801373e-02, 6.999999999999997e-04, 3.649144141439596e+02
345, 1.643866853870435e-02, 6.999999999999997e-04, 3.641599410893567e+02
346, 1.648845186939497e-02, 6.999999999999997e-04, 3.634042543987825e+02
347, 1.653823520008559e-02, 6.999999999999997e-04, 3.626477668860862e+02
348, 1.658801853077621e-02, 6.999999999999997e-04, 3.618910174710024e+02
349, 1.663780186146684e-02, 6.999999999999997e-04, 3.611347146468365e+02
350, 1.668758519215745e-02, 6.999999999999997e-04, 3.603797937984948e+02
351, 1.673736852284808e-02, 6.999999999999997e-04, 3.596274917247023e+02
352, 1.678715185353870e-02, 6.999999999999997e-04, 3.588794416615816e+02
353, 1.683693518422932e-02, 6.999999999999997e-04, 3.581377911629779e+02
354, 1.688671851491994e-02, 6.999999999999997e-04, 3.574053418693677e+02
355, 1.693650184561057e-02, 6.999999999999997e-04, 3.566857010382474e+02
356, 1.698628517630119e-02, 6.999999999999997e-04, 3.559834195438647e+02
357, 1.703606850699181e-02, 6.999999999999997e-04, 3.553041091060730e+02
358, 1.708585183768243e-02, 6.999999999999997e-04, 3.546544860124976e+02
359, 1.713563516837305e-02, 6.999999999999997e-04, 3.540421691372671e+02
360, 1.718541849906367e-02, 6.999999999999997e-04, 3.534754353300285e+02
361, 1.723520182975430e-02, 6.999999999999997e-04, 3.529625850703134e+02
362, 1.728498516044492e-02, 6.999999999999997e-04, 3.525108998935359e+02
363, 1.733476849113554e-02, 6.999999999999997e-04, 3.521254428969829e+02
364, 1.738455155969614e-02, 7.000418193344659e-04, 3.518104029300035e+02
365, 1.743426543371506e-02, 7.022735298467815e-04, 3.515594105938585e+02
366, 1.748353389522377e-02, 7.092382003717660e-04, 3.513548892966176e+02
