"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Grid_Velx","Grid_Vely","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity","Skin_Friction_Coefficient","Heat_Flux","Y_Plus"
0,-1.000000000000000e-01,0.000000000000000e+00,1.028705663638560e+00,3.821822004926887e-02,-1.588810531567974e-06,4.591996535495485e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836770216719734e+01,6.220052396111060e-02,1.021118614231294e+00,7.430763845948531e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
1,-1.000000000000000e-01,1.600000000000000e-02,1.028705235157392e+00,3.991836410530063e-02,-8.864774349037784e-06,4.591996112802639e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836767464898209e+01,6.220045668123820e-02,1.021063577800800e+00,7.761330261671390e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
2,-1.000000000000000e-01,2.000000000000000e-02,1.028704909967948e+00,3.969791862597601e-02,-6.111306952610079e-07,4.591993720716205e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836766849281489e+01,6.220045549645340e-02,1.021051265466418e+00,7.718471356085990e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
3,-5.000000000000000e-04,2.000000000000000e-02,1.014413567063917e+00,2.835136509433849e-01,9.434554820587143e-03,4.571231697835554e+01,0.000000000000000e+00,-3.469446951953614e-16,1.826906166419711e+01,6.273812541308853e-02,8.238376082624144e-01,5.569095200330625e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
4,5.000000000000000e-04,2.000000000000000e-02,1.009715259093522e+00,2.997837026384975e-01,2.096365532056946e-03,4.551130021869225e+01,0.000000000000000e+00,-3.469446951953614e-16,1.818671810571884e+01,6.274595895961763e-02,6.591504913322072e-01,5.912593104094215e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
5,1.000000000000000e-01,2.000000000000000e-02,9.930285966311827e-01,4.316401763923054e-02,3.165466482638132e-07,4.464377039181396e+01,2.775557561562891e-15,-3.469446951953614e-16,1.785713291427533e+01,6.264412121767990e-02,-1.989144934492575e-05,8.663055571669329e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
6,1.000000000000000e-01,1.600000000000000e-02,9.930288837901292e-01,4.293200316712116e-02,-1.936935490956905e-06,4.464375599489482e+01,2.775557561562891e-15,0.000000000000000e+00,1.785713117876586e+01,6.264409701428586e-02,-2.336246827975631e-05,8.616489248404810e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
7,1.000000000000000e-01,0.000000000000000e+00,9.930109730822908e-01,4.467121151997449e-02,-9.672372774922117e-07,4.464381640949228e+01,2.775557561562891e-15,0.000000000000000e+00,1.785712465139238e+01,6.264520401237847e-02,-3.641721524289180e-05,8.965632317827698e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
8,5.000000000000000e-04,0.000000000000000e+00,9.904437618760393e-01,0.000000000000000e+00,0.000000000000000e+00,4.472372464566054e+01,0.000000000000000e+00,0.000000000000000e+00,1.788948985826421e+01,6.292141499036190e-02,6.469399651806797e-02,0.000000000000000e+00,1.600000000000000e-03,1.697474823044744e-04,4.116162038713516e-04,9.148677774054377e-03,
9,-5.000000000000000e-04,0.000000000000000e+00,1.023110952046829e+00,0.000000000000000e+00,0.000000000000000e+00,4.604527510978260e+01,0.000000000000000e+00,0.000000000000000e+00,1.841811004391304e+01,6.271229221558502e-02,1.121934367646569e+00,0.000000000000000e+00,1.600000000000000e-03,9.575199455251466e-05,-7.475152727957518e-04,6.983562780774197e-03,
10,6.728578415649848e-04,1.600100124473648e-02,1.015389151498566e+00,9.774595147170468e-05,-4.212479501639724e-06,4.573866541524838e+01,9.889815546231147e-05,-4.196817846718881e-06,1.829546616421396e+01,6.276843577698353e-02,8.766466082876553e-01,1.918446493593138e-05,1.600000000000000e-03,2.405219278720585e-01,2.928579070937962e-02,3.998746633787068e-02,
11,1.667631676931780e-03,1.589893383956062e-02,9.898025746942040e-01,9.446038258816238e-05,-1.216959017279583e-05,4.461847115479593e+01,9.804400227125289e-05,-1.258684702368229e-05,1.784738846008550e+01,6.281399890002813e-02,-1.950879982586927e-02,1.915131737748107e-05,1.600000000000000e-03,2.261724761253781e-01,-6.896899430467684e-02,6.258038216518702e-02,
12,-1.000000000000000e-01,1.006407844091905e-03,1.028704952189640e+00,3.822339025436268e-02,-2.729833168159245e-06,4.591993352532116e+01,-2.775557561562891e-15,2.168404344971009e-17,1.836768935830838e+01,6.220052360263855e-02,1.021092996453383e+00,7.431774262025078e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
13,-1.000000000000000e-01,1.964891508928506e-03,1.028704982514978e+00,3.823621625308360e-02,-5.419173959426873e-06,4.591993460993775e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768960149789e+01,6.220052259255995e-02,1.021093482832406e+00,7.434267918036413e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
14,-1.000000000000000e-01,2.877733094607172e-03,1.028704994061924e+00,3.825692501048737e-02,-7.597650684350055e-06,4.591993473236244e+01,-2.775557561562891e-15,4.336808689942018e-17,1.836768934249029e+01,6.220052101726940e-02,1.021092964817200e+00,7.438294404625896e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
15,-1.000000000000000e-01,3.747106030483989e-03,1.028705008807756e+00,3.828569321281716e-02,-9.420987684952237e-06,4.591993494799082e+01,-2.775557561562891e-15,4.336808689942018e-17,1.836768900062988e+01,6.220051896798511e-02,1.021092281096380e+00,7.443887901055902e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
16,-1.000000000000000e-01,4.575080255248663e-03,1.028705024631159e+00,3.832269801465209e-02,-1.090116128882679e-05,4.591993522781303e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768856140254e+01,6.220051652382142e-02,1.021091402641709e+00,7.451082852881249e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
17,-1.000000000000000e-01,5.363627136157465e-03,1.028705040814703e+00,3.836805939600924e-02,-1.205576572474272e-05,4.591993559830905e+01,-2.775557561562891e-15,1.734723475976807e-16,1.836768803325506e+01,6.220051375676185e-02,1.021090346346754e+00,7.459902582079837e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
18,-1.000000000000000e-01,6.114624164579013e-03,1.028705056797294e+00,3.842178113082587e-02,-1.291146584682149e-05,4.591993608414483e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768742555542e+01,6.220051073245680e-02,1.021089130947460e+00,7.470347818664760e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
19,-1.000000000000000e-01,6.829859429751239e-03,1.028705072149959e+00,3.848370193637942e-02,-1.350198896407082e-05,4.591993670579093e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768674838134e+01,6.220050751097135e-02,1.021087776599310e+00,7.482387202498727e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
20,-1.000000000000000e-01,7.511035871475964e-03,1.028705086573963e+00,3.855346196004123e-02,-1.386494517019794e-05,4.591993747855665e+01,-2.775557561562891e-15,8.673617379884035e-17,1.836768601265882e+01,6.220050414736835e-02,1.021086305154264e+00,7.495950766727918e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
21,-1.000000000000000e-01,8.159775341860062e-03,1.028705099893214e+00,3.863048563451300e-02,-1.403895915109274e-05,4.591993841182297e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768523014783e+01,6.220050069211925e-02,1.021084740132296e+00,7.510926603721446e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
22,-1.000000000000000e-01,8.777622455299949e-03,1.028705112038447e+00,3.871398014446700e-02,-1.406139057585777e-05,4.591993950842762e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768441326540e+01,6.220049719146136e-02,1.021083106367437e+00,7.527160566450348e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
23,-1.000000000000000e-01,9.366048275369538e-03,1.028705123026090e+00,3.880294764890201e-02,-1.396667613460845e-05,4.591994076421564e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768357477482e+01,6.220049368762288e-02,1.021081429386259e+00,7.544458644552816e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
24,-1.000000000000000e-01,9.926453823835571e-03,1.028705132937020e+00,3.889620920993954e-02,-1.378524181190237e-05,4.591994216797234e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768272745297e+01,6.220049021898155e-02,1.021079734742559e+00,7.562591616624315e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
25,-1.000000000000000e-01,1.046017339761237e-02,1.028705141895751e+00,3.899243798572853e-02,-1.354290549957587e-05,4.591994370168825e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768188374639e+01,6.220048682015759e-02,1.021078047329413e+00,7.581301503858200e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
26,-1.000000000000000e-01,1.096847775295908e-02,1.028705150051419e+00,3.909019921552818e-02,-1.326068570568584e-05,4.591994534115337e+01,-2.775557561562891e-15,-1.734723475976807e-16,1.836768105544635e+01,6.220048352206361e-02,1.021076390729323e+00,7.600309344386122e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
27,-1.000000000000000e-01,1.145257713930474e-02,1.028705157561354e+00,3.918799450818275e-02,-1.295492747935030e-05,4.591994705684614e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836768025340202e+01,6.220048035192647e-02,1.021074786640671e+00,7.619323804388519e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
28,-1.000000000000000e-01,1.191362417171623e-02,1.028705164577710e+00,3.928430805687417e-02,-1.263766049885959e-05,4.591994881506535e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836767948728377e+01,6.220047733329384e-02,1.021073254404175e+00,7.638050163761787e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
29,-1.000000000000000e-01,1.235271658100143e-02,1.028705171237278e+00,3.937765261085915e-02,-1.231711184997609e-05,4.591995057924074e+01,-2.775557561562891e-15,3.469446951953614e-16,1.836767876540251e+01,6.220047448603898e-02,1.021071810641647e+00,7.656199254542036e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
30,-1.000000000000000e-01,1.277089982958619e-02,1.028705177654388e+00,3.946661328978433e-02,-1.199830609645215e-05,4.591995231135366e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836767809458739e+01,6.220047182637514e-02,1.021070469011402e+00,7.673495979850261e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
