"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Grid_Velx","Grid_Vely","Pressure","Temperature","Pressure_Coefficient","Mach","Laminar_Viscosity","Skin_Friction_Coefficient","Heat_Flux","Y_Plus"
20,-1.000000000000000e-01,7.511035871475964e-03,1.028705950817452e+00,3.584763412989777e-02,-5.594773377140259e-06,4.591994980466220e+01,-2.775557561562891e-15,8.673617379884035e-17,1.836773008314216e+01,6.220060113162743e-02,1.021174446120932e+00,6.969844925300277e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
21,-1.000000000000000e-01,8.159775341860062e-03,1.028705952088095e+00,3.593032409009391e-02,-5.534124292707971e-06,4.591995064509381e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772926537684e+01,6.220059828551234e-02,1.021172810590295e+00,6.985922458840826e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
22,-1.000000000000000e-01,8.777622455299949e-03,1.028705952543408e+00,3.601642096005564e-02,-5.421002644823408e-06,4.591995158404090e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772843664890e+01,6.220059545157219e-02,1.021171153134420e+00,7.002662400901570e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
23,-1.000000000000000e-01,9.366048275369538e-03,1.028705952309208e+00,3.610465953163047e-02,-5.274926236043681e-06,4.591995260795392e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772760895873e+01,6.220059266283765e-02,1.021169497754082e+00,7.019818755441909e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
24,-1.000000000000000e-01,9.926453823835571e-03,1.028705951541773e+00,3.619376814497696e-02,-5.111714608541270e-06,4.591995369976652e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772679315638e+01,6.220058994660210e-02,1.021167866149379e+00,7.037144271946899e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
25,-1.000000000000000e-01,1.046017339761237e-02,1.028705950411300e+00,3.628250770052729e-02,-4.943437780299840e-06,4.591995483989619e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772599879995e+01,6.220058732494228e-02,1.021166277436524e+00,7.054398030587682e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
26,-1.000000000000000e-01,1.096847775295908e-02,1.028705949087670e+00,3.636970773918616e-02,-4.778646063031406e-06,4.591995600728292e+01,-2.775557561562891e-15,-1.734723475976807e-16,1.836772523405650e+01,6.220058481524314e-02,1.021164747949608e+00,7.071352457371857e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
27,-1.000000000000000e-01,1.145257713930474e-02,1.028705947728930e+00,3.645429736123890e-02,-4.622784177889179e-06,4.591995718039846e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772450565136e+01,6.220058243072329e-02,1.021163291139334e+00,7.087799335781087e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
28,-1.000000000000000e-01,1.191362417171623e-02,1.028705946472685e+00,3.653532952860992e-02,-4.478706968396057e-06,4.591995833817017e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836772381886721e+01,6.220058018095163e-02,1.021161917571032e+00,7.103554531920040e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
29,-1.000000000000000e-01,1.235271658100143e-02,1.028705945430362e+00,3.661199803953235e-02,-4.347230253233779e-06,4.591995946077591e+01,-2.775557561562891e-15,3.469446951953614e-16,1.836772317758882e+01,6.220057807234624e-02,1.021160635014258e+00,7.118461294943784e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
30,-1.000000000000000e-01,1.277089982958619e-02,1.028705944684096e+00,3.668364710457752e-02,-4.227667147773310e-06,4.591996053028145e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836772258438704e+01,6.220057610864672e-02,1.021159448610693e+00,7.132392118948033e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
31,-1.000000000000000e-01,1.316916958938912e-02,1.028705944285901e+00,3.674977398445674e-02,-4.118315871155482e-06,4.591996153110720e+01,-2.775557561562891e-15,-1.734723475976807e-16,1.836772204063363e+01,6.220057429135342e-02,1.021158361103876e+00,7.145249255841767e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
32,-1.000000000000000e-01,1.354847412286125e-02,1.028705944258734e+00,3.681002555250915e-02,-4.016878688064120e-06,4.591996245032642e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836772154663825e+01,6.220057262012689e-02,1.021157373113116e+00,7.156964046981371e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
33,-1.000000000000000e-01,1.390971653547481e-02,1.028705944599011e+00,3.686418988768188e-02,-3.920802794750190e-06,4.591996327780621e+01,-2.775557561562891e-15,3.469446951953614e-16,1.836772110179841e+01,6.220057109314350e-02,1.021156483433434e+00,7.167495288571782e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
34,-1.000000000000000e-01,1.425375692572729e-02,1.028705945280177e+00,3.691218413839360e-02,-3.827542424725861e-06,4.591996400621274e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836772070475435e+01,6.220056970740429e-02,1.021155689345318e+00,7.176826872007279e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
35,-1.000000000000000e-01,1.458141443892261e-02,1.028705946256967e+00,3.695403990407414e-02,-3.734747389999466e-06,4.591996463090795e+01,-2.775557561562891e-15,1.734723475976807e-16,1.836772035354223e+01,6.220056845899576e-02,1.021154986921066e+00,7.184964941568842e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
36,-1.000000000000000e-01,1.489346921440715e-02,1.028705947470336e+00,3.698988729692540e-02,-3.640386582260485e-06,4.591996514977907e+01,-2.775557561562891e-15,-1.734723475976807e-16,1.836772004574521e+01,6.220056734330379e-02,1.021154371327040e+00,7.191934795512348e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
37,-1.000000000000000e-01,1.519066423919462e-02,1.028705948853681e+00,3.701993870094344e-02,-3.542814926697245e-06,4.591996556306935e+01,-2.775557561562891e-15,-1.734723475976807e-16,1.836771977865464e+01,6.220056635518275e-02,1.021153837145893e+00,7.197777728286447e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
38,-1.000000000000000e-01,1.547370711896134e-02,1.028705950340268e+00,3.704447305277928e-02,-3.440788887191109e-06,4.591996587324086e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836771954944063e+01,6.220056548908461e-02,1.021153378717867e+00,7.202547974203435e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
39,-1.000000000000000e-01,1.574327176642322e-02,1.028705951858293e+00,3.706382125167069e-02,-3.333442432756138e-06,4.591996608429390e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836771935509234e+01,6.220056473915512e-02,1.021152990021290e+00,7.206309870722282e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
40,-1.000000000000000e-01,1.623829606176514e-02,1.028705953816414e+00,3.708818151656912e-02,-3.105238949148954e-06,4.591996619189906e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836771904694399e+01,6.220056357724208e-02,1.021152373724595e+00,7.211046280915865e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
41,-1.000000000000000e-01,1.651233653082230e-02,1.028705953642329e+00,3.709551766128603e-02,-2.960612023113512e-06,4.591996606572479e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836771889066723e+01,6.220056305855145e-02,1.021152061171077e+00,7.212472674766242e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
42,-1.000000000000000e-01,1.682748306906032e-02,1.028705952954620e+00,3.710003617610865e-02,-2.776794910236538e-06,4.591996582335263e+01,-2.775557561562891e-15,3.469446951953614e-16,1.836771872853869e+01,6.220056255110051e-02,1.021151736914005e+00,7.213351240005862e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
43,-1.000000000000000e-01,1.718990158921573e-02,1.028705951919981e+00,3.710152926805500e-02,-2.540565463614897e-06,4.591996547282200e+01,-2.775557561562891e-15,3.469446951953614e-16,1.836771856678678e+01,6.220056206590212e-02,1.021151413410178e+00,7.213641573616558e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
44,-1.000000000000000e-01,1.760668289060384e-02,1.028705950595101e+00,3.710003498934603e-02,-2.235106319266531e-06,4.591996502944565e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836771841099294e+01,6.220056161842952e-02,1.021151101822495e+00,7.213351072775610e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
45,-1.000000000000000e-01,1.808598138378238e-02,1.028705948919501e+00,3.709603579950431e-02,-1.840938551655586e-06,4.591996452397470e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836771826649326e+01,6.220056123040974e-02,1.021150812823128e+00,7.212573541273051e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
46,-1.000000000000000e-01,1.863717464982626e-02,1.028705946713314e+00,3.709071841907980e-02,-1.340248122420077e-06,4.591996401378359e+01,-2.775557561562891e-15,0.000000000000000e+00,1.836771813911081e+01,6.220056093243779e-02,1.021150558058229e+00,7.211539712811398e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
47,-1.000000000000000e-01,1.927104690715432e-02,1.028705946308241e+00,3.708622662876720e-02,-7.289025238309180e-07,4.591996371229042e+01,-2.775557561562891e-15,-3.469446951953614e-16,1.836771808329162e+01,6.220056076790401e-02,1.021150446419858e+00,7.210666384132286e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
48,-9.374140121956472e-02,2.000000000000000e-02,1.028464666565700e+00,3.710273464165197e-02,2.318660239930633e-07,4.592848804393717e+01,-1.387778780781446e-15,-3.469446951953614e-16,1.837112751505426e+01,6.222670156698153e-02,1.027969309944049e+00,7.214052668490484e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
49,-8.778083092886399e-02,2.000000000000000e-02,1.028190746344042e+00,3.715779276455786e-02,6.307670571326533e-07,4.593639855967115e+01,2.775557561562891e-15,-3.469446951953614e-16,1.837429085472048e+01,6.225399709984340e-02,1.034295989275469e+00,7.225098157964036e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
50,-8.210409731792535e-02,2.000000000000000e-02,1.027891362091387e+00,3.724385864917647e-02,1.011769679612132e-06,4.594378282581854e+01,-1.387778780781446e-15,-3.469446951953614e-16,1.837724323701782e+01,6.228213512619534e-02,1.040200753869198e+00,7.242305857180280e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
51,-7.669768437294525e-02,2.000000000000000e-02,1.027573126653327e+00,3.735701720316395e-02,1.375892206990019e-06,4.595062595423234e+01,0.000000000000000e+00,-3.469446951953614e-16,1.837997876175660e+01,6.231069747475289e-02,1.045671803345887e+00,7.264894355460442e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
52,-7.154871966268248e-02,2.000000000000000e-02,1.027242380607324e+00,3.749185665938676e-02,1.693650068004654e-06,4.595693035611917e+01,0.000000000000000e+00,-3.469446951953614e-16,1.838249847007098e+01,6.233930485598722e-02,1.050711219973856e+00,7.291790743508392e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
53,-6.664494374702909e-02,2.000000000000000e-02,1.026904642104832e+00,3.764382808206026e-02,1.998950263843507e-06,4.596270462372235e+01,0.000000000000000e+00,-3.469446951953614e-16,1.838480586324083e+01,6.236763509748440e-02,1.055326006312812e+00,7.322092001502474e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
54,-6.197468097653100e-02,2.000000000000000e-02,1.026564733319628e+00,3.780995806299474e-02,2.392670290755516e-06,4.596796659369501e+01,0.000000000000000e+00,-3.469446951953614e-16,1.838690811769487e+01,6.239541976080622e-02,1.059530515220221e+00,7.355202865072127e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
55,-5.752681167123936e-02,2.000000000000000e-02,1.026226845513332e+00,3.798993615195621e-02,3.073863678907943e-06,4.597274168816456e+01,-6.938893903907228e-16,-3.469446951953614e-16,1.838881540504480e+01,6.242243806519720e-02,1.063345089919463e+00,7.391047357001372e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
56,-5.329074567426089e-02,2.000000000000000e-02,1.025894611757749e+00,3.818740372037980e-02,4.386446990901385e-06,4.597706245109866e+01,6.938893903907228e-16,-3.469446951953614e-16,1.839054068655480e+01,6.244851195226946e-02,1.066795652938914e+00,7.430319598343878e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
57,-4.925639709280676e-02,2.000000000000000e-02,1.025571174543425e+00,3.841167450245114e-02,6.885393471677575e-06,4.598096848859231e+01,6.938893903907228e-16,-3.469446951953614e-16,1.839209966176770e+01,6.247350197269466e-02,1.069913603364211e+00,7.474818821978748e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
58,-4.541416035610240e-02,2.000000000000000e-02,1.025259258613422e+00,3.867991444697024e-02,1.141764365924548e-05,4.598450690449494e+01,6.938893903907228e-16,-3.469446951953614e-16,1.839351090665998e+01,6.249730348077968e-02,1.072736093148323e+00,7.527873957276709e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
59,-4.175488728753553e-02,2.000000000000000e-02,1.024961248227939e+00,3.901971995293406e-02,1.921241679575387e-05,4.598773314566041e+01,-1.387778780781446e-15,-3.469446951953614e-16,1.839479616626835e+01,6.251984306184817e-02,1.075306612364658e+00,7.594845964318195e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
60,-3.826986528301905e-02,2.000000000000000e-02,1.024679261696830e+00,3.947196558753149e-02,3.197540257545926e-05,4.599071205939302e+01,0.000000000000000e+00,-3.469446951953614e-16,1.839598072136185e+01,6.254107535395503e-02,1.077675722551269e+00,7.683682871826880e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
61,-3.495079668360153e-02,2.000000000000000e-02,1.024415212378083e+00,4.009378598452706e-02,5.198502267625033e-05,4.599351875560045e+01,0.000000000000000e+00,-3.469446951953614e-16,1.839709366184468e+01,6.256098035534630e-02,1.079901603516573e+00,7.805501217985808e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
62,-3.178977897378142e-02,2.000000000000000e-02,1.024170846217403e+00,4.096164007385097e-02,8.219850969866746e-05,4.599623878688076e+01,0.000000000000000e+00,-3.469446951953614e-16,1.839816786185721e+01,6.257956112982471e-02,1.082050003541300e+00,7.975183797553041e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
63,-2.877928591494083e-02,2.000000000000000e-02,1.023947749745231e+00,4.217457110467315e-02,1.263908017857952e-04,4.599896729856580e+01,3.469446951953614e-16,-3.469446951953614e-16,1.839923949731949e+01,6.259684174434431e-02,1.084193274465506e+00,8.212015735339060e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
64,-2.591214968213799e-02,2.000000000000000e-02,1.023747344506073e+00,4.385806146923634e-02,1.893778596987245e-04,4.600180786496104e+01,3.469446951953614e-16,-3.469446951953614e-16,1.840034735689346e+01,6.261286531996264e-02,1.086408993613093e+00,8.540436300063112e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
65,-2.318154376189691e-02,2.000000000000000e-02,1.023570908365700e+00,4.616939361928862e-02,2.774201814462906e-04,4.600487313300042e+01,-3.469446951953614e-16,-3.469446951953614e-16,1.840153273298613e+01,6.262769240028186e-02,1.088779745798063e+00,8.991083407499600e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
66,-2.058096668476471e-02,2.000000000000000e-02,1.023419700267779e+00,4.930638189996946e-02,3.989895217605099e-04,4.600829119350902e+01,0.000000000000000e+00,-3.469446951953614e-16,1.840284134906905e+01,6.264139990550889e-02,1.091396977963476e+00,9.602493206503278e-03,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
67,-1.810422661598163e-02,2.000000000000000e-02,1.023295310599419e+00,5.352325335481104e-02,5.662852148076281e-04,4.601222370926856e+01,-3.469446951953614e-16,-3.469446951953614e-16,1.840432951645282e+01,6.265408065109103e-02,1.094373312730531e+00,1.042418954925061e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
68,-1.574542654844714e-02,2.000000000000000e-02,1.023200408190180e+00,5.916152392228038e-02,7.984445434422280e-04,4.601690417998908e+01,0.000000000000000e+00,-3.469446951953614e-16,1.840607740263872e+01,6.266584275395301e-02,1.097869085101779e+00,1.152269080057492e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
69,-1.349895029501263e-02,2.000000000000000e-02,1.023139935891425e+00,6.671189998118075e-02,1.128528474540762e-03,4.602270018186854e+01,-1.734723475976807e-16,-3.469446951953614e-16,1.840820985919803e+01,6.267680724486605e-02,1.102133998219721e+00,1.299355911052398e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
70,-1.135944911813427e-02,2.000000000000000e-02,1.023121819028150e+00,7.693384756128317e-02,1.616405056130455e-03,4.603016100754294e+01,3.469446951953614e-16,-3.469446951953614e-16,1.841090688109637e+01,6.268710015141529e-02,1.107528042015536e+00,1.498469838375732e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
71,-9.321828957955067e-03,2.000000000000000e-02,1.023153593762754e+00,9.105492196804539e-02,2.362206840935410e-03,4.603989520921505e+01,0.000000000000000e+00,-3.469446951953614e-16,1.841433631763127e+01,6.269682984983507e-02,1.114386915084241e+00,1.773523926550108e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
72,-7.381238322906505e-03,2.000000000000000e-02,1.023224340040789e+00,1.110063803470809e-01,3.507430687810479e-03,4.605180642628162e+01,0.000000000000000e+00,-3.469446951953614e-16,1.841831161954811e+01,6.270602906434686e-02,1.122337518916646e+00,2.162172128740619e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
73,-5.533056762504762e-03,2.000000000000000e-02,1.023261837652910e+00,1.395897853883540e-01,5.263196859185955e-03,4.606322743722983e+01,0.000000000000000e+00,-3.469446951953614e-16,1.842147709095569e+01,6.271450779570723e-02,1.128668461730794e+00,2.719208414046179e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
74,-3.772883853954911e-03,2.000000000000000e-02,1.022862875210959e+00,1.797727932015577e-01,8.179057650536330e-03,4.605677192689831e+01,4.336808689942018e-17,-3.469446951953614e-16,1.841637651353415e+01,6.272159797115941e-02,1.118467306889353e+00,3.504274882446776e-02,1.600000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
