"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y","Pressure","Temperature","Mach","Pressure_Coefficient"
0, -2.500000000000000e-01, 0.000000000000000e+00, 1.562860719055784e+00, 5.786240161907028e-01, 2.809524523435973e+02, 3.541163190982674e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.315452288708124e+05, 2.923872410692150e+02, 5.236873002872642e-01, 6.657376562073160e-01
1, -2.496342000000000e-01, 1.191865000000000e-03, 1.168095625711845e+00, 1.680119066990520e+02, 2.707121095220463e+02, 2.716888079630387e+05, 0.000000000000000e+00, 0.000000000000000e+00, 9.129457511897053e+04, 2.715002078406125e+02, 8.245846185517400e-01, -2.209656180833744e-01
2, -2.485345000000000e-01, 2.355228000000000e-03, 9.195008009995226e-01, 2.339805488821465e+02, 1.841915376726254e+02, 2.178690999554270e+05, 0.000000000000000e+00, 0.000000000000000e+00, 6.786034415621689e+04, 2.563701976202054e+02, 1.007508285230971e+00, -7.372108809123555e-01
3, -2.467063000000000e-01, 3.487728000000000e-03, 8.108523855143942e-01, 2.542508429332527e+02, 1.297819716777213e+02, 1.943307007309858e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.763322089254257e+04, 2.469077288737993e+02, 1.116021099734176e+00, -9.625096733340694e-01
4, -2.441551000000000e-01, 4.587006000000000e-03, 7.628751613314855e-01, 2.634006075333834e+02, 9.793728359947059e+01, 1.841106654987332e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.294059263120839e+04, 2.410676398550525e+02, 1.181817157743184e+00, -1.065886102199244e+00
5, -2.408875000000000e-01, 5.650509000000000e-03, 7.406265236743610e-01, 2.684956558096563e+02, 7.740755055371838e+01, 1.794417758171162e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.069136067341844e+04, 2.377597195978428e+02, 1.218833587237866e+00, -1.115435641292639e+00
6, -2.369133000000000e-01, 6.674912000000000e-03, 7.298528714203534e-01, 2.715750360951840e+02, 6.302615155328213e+01, 1.771994879819720e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.958090083933971e+04, 2.359840685601407e+02, 1.238632033085401e+00, -1.139898557520450e+00
7, -2.322441000000000e-01, 7.656630000000000e-03, 7.245597511043785e-01, 2.735956857229381e+02, 5.233912562786919e+01, 1.761061409001632e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.902421357210322e+04, 2.350390495550745e+02, 1.249129845637371e+00, -1.152162120384741e+00
8, -2.268939000000000e-01, 8.591804999999999e-03, 7.220059046638574e-01, 2.750296107831489e+02, 4.403215448285253e+01, 1.755867492082541e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.874453819437282e+04, 2.345248155875286e+02, 1.254809632038431e+00, -1.158323239523351e+00
9, -2.208779000000000e-01, 9.476504000000000e-03, 7.207304533825130e-01, 2.761706546841625e+02, 3.734966966619304e+01, 1.753436601465026e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.858565423334492e+04, 2.341740539714907e+02, 1.258661157034187e+00, -1.161823379653852e+00
