"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y","Pressure","Temperature","Mach","Pressure_Coefficient"
42, 1.612582296864454e-01, 1.930430544288873e-02, 1.224803663546585e+00, 2.701677313826440e+02, -5.019593630561444e+00, 2.795035744011335e+05, 3.563174102073391e-01, -2.818614544620611e+00, 9.987857198760295e+04, 2.832757772816769e+02, 6.529425992986385e-01, -3.186413971126002e-02
43, 1.713505178101862e-01, 1.924063282022195e-02, 1.228977373363382e+00, 2.685414146444394e+02, -5.487921738371361e+00, 2.802647132822443e+05, 3.671125316148044e-01, -2.982197476213469e+00, 1.003652934634639e+05, 2.836895012745418e+02, 6.463595950254810e-01, -2.114189085104675e-02
44, 1.809393294905659e-01, 1.917052908564868e-02, 1.233599994444540e+00, 2.667476489123683e+02, -5.960588358606275e+00, 2.811145336780725e+05, 3.771025175190842e-01, -3.142246487168918e+00, 1.009040110823741e+05, 2.841434595648071e+02, 6.391511670975185e-01, -9.274191023093608e-03
45, 1.899959484005142e-01, 1.909467921689823e-02, 1.238690784368204e+00, 2.648458646524492e+02, -6.444287220991867e+00, 2.820673267267754e+05, 3.862649073971010e-01, -3.297572462856456e+00, 1.014948271912742e+05, 2.846325699924953e+02, 6.314722878462568e-01, 3.741214428337078e-03
46, 1.984941432259965e-01, 1.901385341328872e-02, 1.244191742854516e+00, 2.628013444766268e+02, -6.937609334875882e+00, 2.831070683519822e+05, 3.945898864326498e-01, -3.447032268470393e+00, 1.021331768421579e+05, 2.851563966834512e+02, 6.232865599465571e-01, 1.780376181130952e-02
47, 2.064083672280652e-01, 1.892895242444493e-02, 1.250105598285923e+00, 2.605952087699013e+02, -7.437576195237784e+00, 2.842330996829434e+05, 4.020777493774912e-01, -3.589510208416369e+00, 1.028197295926573e+05, 2.857152027140564e+02, 6.145647412749679e-01, 3.292820117058945e-02
48, 2.137152549384926e-01, 1.884120472288193e-02, 1.256478624854860e+00, 2.582050970333918e+02, -7.941199014292522e+00, 2.854539298245474e+05, 4.087418649361816e-01, -3.723952804816054e+00, 1.035593562461233e+05, 2.863108652796440e+02, 6.052487080004382e-01, 4.922183404980740e-02
49, 2.203926390055553e-01, 1.875193549787390e-02, 1.263322447401583e+00, 2.555823014390324e+02, -8.456500360157451e+00, 2.867693661980914e+05, 4.146010549071464e-01, -3.849355460063419e+00, 1.043550728064594e+05, 2.869478298784810e+02, 5.952377467686532e-01, 6.675110161915744e-02
50, 2.264225826151376e-01, 1.866218214052499e-02, 1.270696987338008e+00, 2.526523689368975e+02, -8.983796104812521e+00, 2.881884599827417e+05, 4.196727575140416e-01, -3.964818902365848e+00, 1.052157192958862e+05, 2.876353243507692e+02, 5.843491581661208e-01, 8.571074547703295e-02
51, 2.317870375490433e-01, 1.857362040032211e-02, 1.278633032386737e+00, 2.493873030116862e+02, -9.465443499092684e+00, 2.897166058311874e+05, 4.239837841711271e-01, -4.069461070709458e+00, 1.061444223293179e+05, 2.883731690876826e+02, 5.725341046734324e-01, 1.061696435030022e-01
52, 2.364652742631640e-01, 1.849017972673150e-02, 1.287208574917113e+00, 2.459746537104966e+02, -9.862441174570421e+00, 2.913813201902843e+05, 4.275983902833674e-01, -4.162349423026109e+00, 1.071366806066664e+05, 2.891297991899889e+02, 5.602496557315169e-01, 1.280286341393151e-01
53, 2.404416710331264e-01, 1.841479598254108e-02, 1.295919203055012e+00, 2.422721960505277e+02, -1.039445949667405e+01, 2.930673492631754e+05, 4.305632082577702e-01, -4.242637964673768e+00, 1.081517038990951e+05, 2.899072210019661e+02, 5.474358825049183e-01, 1.503891275222743e-01
54, 2.437242425994732e-01, 1.834317587634839e-02, 1.304860107750185e+00, 2.373800963211991e+02, -1.121797268393222e+01, 2.947505249720424e+05, 4.327997323254402e-01, -4.309950123730352e+00, 1.092440862089318e+05, 2.908289092192688e+02, 5.319658401239431e-01, 1.744538042572482e-01
55, 2.463080914712887e-01, 1.827624372413248e-02, 1.312870023689068e+00, 2.312252757118708e+02, -1.100466932899092e+01, 2.961707306491522e+05, 4.343198302163996e-01, -4.363651559447124e+00, 1.103050727621972e+05, 2.918618596308870e+02, 5.141075463447603e-01, 1.978268470048018e-01
56, 2.481138185190406e-01, 1.824259109024962e-02, 1.321285215697970e+00, 2.332085262475054e+02, -7.885912200654056e+00, 2.980740097475028e+05, 4.356382932113467e-01, -4.401551101165795e+00, 1.109878702174496e+05, 2.917981501127973e+02, 5.149825506706490e-01, 2.128685589477286e-01
57, 2.491162377766604e-01, 1.825150578809098e-02, 1.315917651789355e+00, 2.546874531938272e+02, -1.243766749699994e+01, 2.980702439634019e+05, 4.369373662954615e-01, -4.422677192144658e+00, 1.093459603104772e+05, 2.886540282860061e+02, 5.681265089293890e-01, 1.766980435673136e-01
58, 2.495825566413712e-01, 1.820691208609551e-02, 1.272504144995896e+00, 2.629963142487106e+02, -7.344193700820870e+01, 2.899751487529743e+05, 4.365041535607130e-01, -4.432570644316873e+00, 1.042713111241202e+05, 2.846487106760483e+02, 6.335475003104891e-01, 6.490587052184069e-02
59, 2.497143303356675e-01, 1.809411871229306e-02, 1.269722830570049e+00, 1.325743011614512e+02, -1.105035035627256e+02, 2.844285426040083e+05, 4.342662335818074e-01, -4.435475327600452e+00, 1.090795317086899e+05, 2.984268730772158e+02, 3.919431211970083e-01, 1.708287447721686e-01
60, 2.497951610314781e-01, 1.802499010239099e-02, 1.413107701579763e+00, 4.656490442093330e+01, -7.549407570138990e+01, 3.134290897076948e+05, 4.328944101100473e-01, -4.437257069117116e+00, 1.242581120121171e+05, 3.054591081944629e+02, 1.788991902411567e-01, 5.052058442625635e-01
61, 2.497986500924471e-01, 1.794844650096915e-02, 1.379073500755105e+00, 4.289401585569794e+00, -3.727577016160451e+01, 3.052332658008761e+05, 4.312820807275301e-01, -4.437413903258911e+00, 1.218891283695259e+05, 3.070302386271438e+02, 7.734690121387433e-02, 4.530182309736586e-01
62, 2.498007882348898e-01, 1.790153241784068e-02, 1.439243363079552e+00, -3.493943969929456e-01, -1.807094666672406e+01, 3.191087381190512e+05, 4.302937930578818e-01, -4.437510088530064e+00, 1.275980990070323e+05, 3.079736505613772e+02, 3.564583781189046e-02, 5.787842120261952e-01
63, 2.498029281778056e-01, 1.785461824948550e-02, 1.377528890370879e+00, 3.995595987380574e+00, 1.007846243757192e+01, 3.062656427058744e+05, 4.293058589145952e-01, -4.437606360429594e+00, 1.224891917135983e+05, 3.088877214779854e+02, 2.230642325182755e-02, 4.662373487363471e-01
64, 2.498064205743546e-01, 1.777807384577283e-02, 1.357761935877995e+00, 5.151956090647070e+01, 8.103697555014092e+01, 3.028971867169122e+05, 4.276942224927823e-01, -4.437763511022375e+00, 1.198005722747376e+05, 3.065059118394947e+02, 2.012286316252505e-01, 4.070083067819594e-01
65, 2.497322200005983e-01, 1.770187687787883e-02, 1.073367606029382e+00, 1.602832446568988e+02, 1.389710588681687e+02, 2.444849640328432e+05, 4.260062988778293e-01, -4.436279962724698e+00, 8.940847565962531e+04, 2.893568703737937e+02, 5.787571620854753e-01, -2.625155162924880e-01
66, 2.496112636652991e-01, 1.757755994964481e-02, 1.127171368909637e+00, 3.339987285981425e+02, 1.120479317374918e+02, 2.663449474492783e+05, 4.232520063767909e-01, -4.433861817922559e+00, 8.451650236398031e+04, 2.604684701805002e+02, 9.646581651777795e-01, -3.702834240073421e-01
67, 2.491509545926965e-01, 1.749072453509845e-02, 1.269875707640834e+00, 3.534139335033693e+02, 3.538698752623219e+01, 2.968185523895916e+05, 4.209218269010054e-01, -4.424236986439844e+00, 9.885876034260652e+04, 2.704316619260145e+02, 8.472229271229581e-01, -5.433011828525346e-02
68, 2.481520831829707e-01, 1.740822021628036e-02, 1.323278553642508e+00, 3.328866762514515e+02, 2.783962813639412e+01, 3.065806940067796e+05, 4.181257505309561e-01, -4.403258818343317e+00, 1.057668060338802e+05, 2.776525764979050e+02, 7.546499262226191e-01, 9.785093127401727e-02
69, 2.463576681828917e-01, 1.720861657388766e-02, 1.333985549660755e+00, 3.263829811699987e+02, 3.210797059121973e+01, 3.084245213201891e+05, 4.120864232868323e-01, -4.365833374331941e+00, 1.072441807504351e+05, 2.792712333561102e+02, 7.328117627542093e-01, 1.303968125558481e-01
70, 2.437924112888623e-01, 1.690058833378755e-02, 1.335489568502345e+00, 3.267459321508947e+02, 3.297807674019619e+01, 3.087800235133880e+05, 4.031110032220127e-01, -4.312890562296021e+00, 1.073605604885979e+05, 2.792594396310001e+02, 7.330006223172643e-01, 1.329606043274359e-01
71, 2.405330951251711e-01, 1.651689590919710e-02, 1.335204929999827e+00, 3.274663791144079e+02, 3.263588728202035e+01, 3.087729039692970e+05, 3.920636293204233e-01, -4.246492482320098e+00, 1.072870329607671e+05, 2.791276761714677e+02, 7.348543801515099e-01, 1.313408269176077e-01
72, 2.365847524410562e-01, 1.605614347345541e-02, 1.333572457698909e+00, 3.277211525264609e+02, 3.274238646022766e+01, 3.084462894031229e+05, 3.790156146878693e-01, -4.167269583386397e+00, 1.071104506766486e+05, 2.790093911719067e+02, 7.365004416828357e-01, 1.274508009201429e-01
73, 2.319399332247153e-01, 1.551109591496084e-02, 1.330751587299822e+00, 3.281181228024351e+02, 3.306367784676456e+01, 3.078742466201281e+05, 3.639075014406196e-01, -4.075615188031572e+00, 1.068048435538231e+05, 2.788030673813693e+02, 7.392920696502234e-01, 1.207184174382083e-01
74, 2.266138541441568e-01, 1.488487955515703e-02, 1.327527283174142e+00, 3.288033262312713e+02, 3.326612338575911e+01, 3.072392892544486e+05, 3.469106732126968e-01, -3.972354026835972e+00, 1.064413250929896e+05, 2.785289931607751e+02, 7.430306854250543e-01, 1.127102739811245e-01
75, 2.206265652163921e-01, 1.418303861538066e-02, 1.324264317348538e+00, 3.294657894174256e+02, 3.337010537388340e+01, 3.065800145699948e+05, 3.282481803991447e-01, -3.858388098768187e+00, 1.060701655831928e+05, 2.782416640406268e+02, 7.467558895176279e-01, 1.045338017516310e-01
76, 2.139955618864955e-01, 1.340941968813427e-02, 1.320973735175568e+00, 3.305022920079271e+02, 3.346160459502088e+01, 3.059632782923569e+05, 3.081117931629398e-01, -3.734574296230087e+00, 1.056777203836680e+05, 2.779027509817399e+02, 7.514259393394584e-01, 9.588841562837142e-02
77, 2.067382143540161e-01, 1.256790791764448e-02, 1.317404511241190e+00, 3.313884528802841e+02, 3.347036784910875e+01, 3.052523787731502e+05, 2.867014864432651e-01, -3.601785511184891e+00, 1.052589608708915e+05, 2.775514651318275e+02, 7.559414441412429e-01, 8.666333736234851e-02
78, 1.988760203462311e-01, 1.166366769989290e-02, 1.313622076879586e+00, 3.320292682783075e+02, 3.340146160210776e+01, 3.044937603358770e+05, 2.642526496428723e-01, -3.460994926369558e+00, 1.048429942200365e+05, 2.772506474878104e+02, 7.599655345324331e-01, 7.749978455192998e-02
79, 1.904316526975024e-01, 1.070231946882725e-02, 1.309928128078663e+00, 3.326762684942320e+02, 3.326540758893704e+01, 3.037409770613163e+05, 2.410161419756306e-01, -3.313222673235415e+00, 1.044297923501113e+05, 2.769367165763184e+02, 7.639804804682218e-01, 6.839713858586347e-02
80, 1.814299802064470e-01, 9.689694404475140e-03, 1.306173920479294e+00, 3.332993500650259e+02, 3.307421800628964e+01, 3.029735106985154e+05, 2.172519952537053e-01, -3.159550902148018e+00, 1.040121572234656e+05, 2.766219813793426e+02, 7.679902623189215e-01, 5.919683002594208e-02
81, 1.718965744217815e-01, 8.631773944430245e-03, 1.302400083800256e+00, 3.339001487318612e+02, 3.282874928735374e+01, 3.021966280239351e+05, 1.932234220482451e-01, -3.001089571133131e+00, 1.035925595541630e+05, 2.763043615333355e+02, 7.719783275871045e-01, 4.995328755954685e-02
82, 1.618595098489151e-01, 7.534830690651553e-03, 1.298593096717347e+00, 3.344774855239400e+02, 3.253115575066539e+01, 3.014083103238646e+05, 1.691966818473206e-01, -2.838995536813567e+00, 1.031701214854888e+05, 2.759843428061408e+02, 7.759500970552454e-01, 4.064717240952080e-02
83, 1.513475760553362e-01, 6.405230196299795e-03, 1.294751856928471e+00, 3.350321962497603e+02, 3.218315863118679e+01, 3.006079642875195e+05, 1.454322224972684e-01, -2.674429365438448e+00, 1.027444924144773e+05, 2.756611734844314e+02, 7.799100531983123e-01, 3.127076095478900e-02
84, 1.403916797232094e-01, 5.249471200026885e-03, 1.290871310094574e+00, 3.355656004434777e+02, 3.178610814541473e+01, 2.997948098280987e+05, 1.221826387549119e-01, -2.508564085256799e+00, 1.023151423086934e+05, 2.753344514362228e+02, 7.838657313916497e-01, 2.181237682610342e-02
85, 1.290233492342764e-01, 4.074067827247696e-03, 1.286947734435386e+00, 3.360783830796413e+02, 3.133985191379948e+01, 2.989681748071384e+05, 9.968662796762484e-02, -2.342547848578359e+00, 1.018816766275085e+05, 2.750038449205600e+02, 7.878221457196349e-01, 1.226332847600721e-02
86, 1.172760341309911e-01, 2.885645916379310e-03, 1.282979791110553e+00, 3.365713078065875e+02, 3.084342420618909e+01, 2.981279967152665e+05, 7.816952220110995e-02, -2.177511642406118e+00, 1.014439716593238e+05, 2.746692367028868e+02, 7.917827030627284e-01, 2.620890595234268e-03
87, 1.051837126887783e-01, 1.690814529959504e-03, 1.278969799910536e+00, 3.370449451516758e+02, 3.029479299349257e+01, 2.972750175760919e+05, 5.783880571493999e-02, -2.014540652568956e+00, 1.010023020099077e+05, 2.743308029877804e+02, 7.957475574486043e-01, -7.108887378228041e-03
88, 9.278192987313383e-02, 4.962636095838576e-04, 1.274923493973172e+00, 3.374993995210564e+02, 2.969121523240050e+01, 2.964107195318026e+05, 3.888198024293127e-02, -1.854681592652750e+00, 1.005573386143300e+05, 2.739890702081861e+02, 7.997130235355020e-01, -1.691122505529379e-02
89, 8.010665162429471e-02, -6.913579787977565e-04, 1.270851687150394e+00, 3.379345824255359e+02, 2.902897113872439e+01, 2.955376829516102e+05, 2.146026439147319e-02, -1.698913957637636e+00, 1.001102912729375e+05, 2.736449559925489e+02, 8.036709506110651e-01, -2.675947109421760e-02
90, 6.719509029788610e-02, -1.865336413268161e-03, 1.266769767155479e+00, 3.383497625251830e+02, 2.830369414941462e+01, 2.946594392309695e+05, 5.718093950064340e-03, -1.548145880322420e+00, 9.966288964468628e+04, 2.732998399271413e+02, 8.076078136785576e-01, -3.661552190867703e-02
91, 5.408489779073574e-02, -3.019007079896446e-03, 1.262698412989676e+00, 3.387432531007357e+02, 2.751013854529094e+01, 2.937805860168819e+05, -8.196973585340606e-03, -1.403218363934471e+00, 9.921747802536578e+04, 2.729556832423032e+02, 8.115031460197675e-01, -4.642773374736127e-02
92, 4.081451220024902e-02, -4.145678093737914e-03, 1.258664720241054e+00, 3.391129773969272e+02, 2.664222102450318e+01, 2.929070549599067e+05, -2.013977637355419e-02, -1.264971263547580e+00, 9.877708072667732e+04, 2.726149821196409e+02, 8.153300759843409e-01, -5.612948242313191e-02
93, 2.742270994337108e-02, -5.238717970876295e-03, 1.254701636686156e+00, 3.394559829982752e+02, 2.569347729551893e+01, 2.920459520966443e+05, -3.006370389933441e-02, -1.134260719494778e+00, 9.834538044073936e+04, 2.722808466721397e+02, 8.190543510789797e-01, -6.563963993295613e-02
