"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y","Pressure","Temperature","Mach","Pressure_Coefficient"
0, -2.500000000000000e-01, 0.000000000000000e+00, 1.593892305009235e+00, 6.337657002430872e-01, 2.588650365482765e+02, 3.592284044863906e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.352828252083011e+05, 2.948405974910343e+02, 4.711507222783620e-01, 7.480751737756225e-01
1, -2.496342000000000e-01, 1.191865000000000e-03, 1.216270652239987e+00, 1.652420714578999e+02, 2.659691470749009e+02, 2.810555022566735e+05, 0.000000000000000e+00, 0.000000000000000e+00, 9.630004434238721e+04, 2.750425283551002e+02, 7.732488947047289e-01, -1.106974476052305e-01
2, -2.485345000000000e-01, 2.355228000000000e-03, 9.679839828863379e-01, 2.379881544377604e+02, 1.872000752597078e+02, 2.280489215132484e+05, 0.000000000000000e+00, 0.000000000000000e+00, 7.227664569524184e+04, 2.593781630085388e+02, 9.674877742537719e-01, -6.399218018566087e-01
3, -2.467063000000000e-01, 3.487728000000000e-03, 8.546985715059499e-01, 2.607382564725959e+02, 1.330716910428535e+02, 2.037374027737641e+05, 0.000000000000000e+00, 0.000000000000000e+00, 6.144285942074615e+04, 2.497250062886847e+02, 1.079605837587288e+00, -8.785850996451887e-01
4, -2.441551000000000e-01, 4.587006000000000e-03, 8.020826824798600e-01, 2.707937636681590e+02, 1.006817395739113e+02, 1.926219567019926e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.623644576133200e+04, 2.435579540496695e+02, 1.149668086185859e+00, -9.932799830519717e-01
5, -2.408875000000000e-01, 5.650509000000000e-03, 7.757698122679213e-01, 2.760552582725713e+02, 7.958700332172160e+01, 1.871265617798695e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.357096277811597e+04, 2.398833847040394e+02, 1.191073660135428e+00, -1.051999339595979e+00
6, -2.369133000000000e-01, 6.674912000000000e-03, 7.614592502163899e-01, 2.790114860963465e+02, 6.475230725136380e+01, 1.841491663220904e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.211149552828616e+04, 2.377335427473451e+02, 1.215232630890907e+00, -1.084150727673369e+00
7, -2.322441000000000e-01, 7.656630000000000e-03, 7.530911273298295e-01, 2.807933079125655e+02, 5.371632732719051e+01, 1.824092314417315e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.125839752699868e+04, 2.364400737553197e+02, 1.229762707030660e+00, -1.102944081830948e+00
8, -2.268939000000000e-01, 8.591804999999999e-03, 7.478362833514579e-01, 2.819561968966298e+02, 4.514119283666913e+01, 1.813190816243502e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.072151650524999e+04, 2.356075969470029e+02, 1.239121891888418e+00, -1.114771322273404e+00
9, -2.208779000000000e-01, 9.476504000000000e-03, 7.440656627693278e-01, 2.828571737744439e+02, 3.825382371133165e+01, 1.805522106414578e+05, 0.000000000000000e+00, 0.000000000000000e+00, 5.032186650565617e+04, 2.349357296056137e+02, 1.246679825385674e+00, -1.123575426807828e+00
10, -2.142143000000000e-01, 1.030675000000000e-02, 7.412519332059480e-01, 2.838145128762376e+02, 3.257853175183879e+01, 1.800174650528995e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.998693189534973e+04, 2.342578939681892e+02, 1.254301479988842e+00, -1.130953881266308e+00
11, -2.069222000000000e-01, 1.107863000000000e-02, 7.399369993704503e-01, 2.843008200241709e+02, 2.773291832540106e+01, 1.797532230356020e+05, 0.000000000000000e+00, 0.000000000000000e+00, 4.984641938216522e+04, 2.340145254546496e+02, 1.257060703365426e+00, -1.134049306903061e+00
