"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y","Pressure","Temperature","Mach","Pressure_Coefficient"
16, -1.623302435642448e-01, 1.471037160453715e-02, 7.872334524299093e-01, 2.929505264129326e+02, 2.156012042466370e+01, 1.900913945173910e+05, 4.090053703783214e-02, -5.680589957301797e-02, 5.411552550020934e+04, 2.387931869685003e+02, 1.202792040076559e+00, -1.040002874849993e+00
17, -1.518856748144026e-01, 1.546791298956092e-02, 7.953685606290429e-01, 2.940449651057776e+02, 2.090416495704686e+01, 1.918441877141719e+05, 5.000476328230170e-02, -8.596685035554393e-02, 5.488631461754007e+04, 2.397172256415463e+02, 1.192417084047819e+00, -1.023022747313717e+00
18, -1.409929535128441e-01, 1.623244348720078e-02, 8.037411451908880e-01, 2.951937097843074e+02, 2.029260759432318e+01, 1.936523531216923e+05, 5.859847648660370e-02, -1.210495990410710e-01, 5.567504245699422e+04, 2.406289897615947e+02, 1.182165951563822e+00, -1.005647438031039e+00
19, -1.296840601551420e-01, 1.700171361361325e-02, 8.110348123363795e-01, 2.964934384574215e+02, 1.973854369063640e+01, 1.952600035887414e+05, 6.660668378379331e-02, -1.618644335268779e-01, 5.632985122338207e+04, 2.412696534485024e+02, 1.174957856446702e+00, -9.912223039507313e-01
20, -1.179929273860518e-01, 1.777416333363400e-02, 8.160673340838189e-01, 2.991637859598586e+02, 1.932448846366955e+01, 1.965540747752962e+05, 7.393874895482325e-02, -2.081924185466676e-01, 5.659589675536196e+04, 2.409142803191789e+02, 1.178945416079183e+00, -9.853614440061601e-01
21, -1.059540395983319e-01, 1.854860148973222e-02, 8.162416871376875e-01, 3.009104845389975e+02, 1.892090938788928e+01, 1.967650487784962e+05, 8.048188343408050e-02, -2.598087154271512e-01, 5.643194996801711e+04, 2.401650893602447e+02, 1.187293913127883e+00, -9.889731158573650e-01
22, -9.360351542949942e-02, 1.932456398600479e-02, 8.396096833928821e-01, 3.026373983639479e+02, 1.857311971205375e+01, 2.016686533629445e+05, 8.608611800742173e-02, -3.164854597792035e-01, 5.876815325410665e+04, 2.431465977252576e+02, 1.153626329010537e+00, -9.375076386515575e-01
23, -8.097795610393267e-02, 2.010203206570306e-02, 9.239118994512516e-01, 2.942121092538034e+02, 1.763115189548002e+01, 2.181504346944726e+05, 9.054473899109612e-02, -3.779133933663518e-01, 6.845499931507801e+04, 2.573820182421072e+02, 9.905059386004899e-01, -7.241109029669818e-01
24, -6.811526030957481e-02, 2.088188399959842e-02, 1.109219144165599e+00, 2.858569744236173e+02, 1.673606596782044e+01, 2.564687346268286e+05, 9.364932078713235e-02, -4.434883527796827e-01, 8.780334481003246e+04, 2.749775866619582e+02, 7.754675339482620e-01, -2.978758060600511e-01
25, -5.505359110439359e-02, 2.166592504854975e-02, 1.235215151856130e+00, 2.840902379275255e+02, 1.636008104821273e+01, 2.834270170811777e+05, 9.525097976443292e-02, -5.125777289801574e-01, 1.002597442915132e+05, 2.819600471376289e+02, 6.834026091085430e-01, -2.346709026133140e-02
26, -4.183157937656881e-02, 2.245589671105779e-02, 1.251910180396892e+00, 2.834677158897736e+02, 1.619042850220189e+01, 2.871968369489488e+05, 9.520517951474348e-02, -5.847322364154565e-01, 1.019998434359062e+05, 2.830283413594332e+02, 6.715223494629922e-01, 1.486648857782076e-02
27, -2.848806435502029e-02, 2.325299099810971e-02, 1.242127149369497e+00, 2.821252945679064e+02, 1.606533175111532e+01, 2.852597096507052e+05, 9.327188752032384e-02, -6.595337649149104e-01, 1.012464599226708e+05, 2.831505339550331e+02, 6.734541642535793e-01, -1.730201555489088e-03
28, -1.506241813055265e-02, 2.405826030927552e-02, 1.245189535006162e+00, 2.801347453343352e+02, 1.594671719943161e+01, 2.860632825522268e+05, 8.915134548787514e-02, -7.362081915552865e-01, 1.017798849764634e+05, 2.839422934393635e+02, 6.661265960158942e-01, 1.002090551230585e-02
29, -1.594139055909787e-03, 2.487249471655430e-02, 1.256762192526747e+00, 2.777249571336737e+02, 1.585613390595326e+01, 2.887158983951480e+05, 8.264663697795929e-02, -8.136487978185366e-01, 1.031717672645836e+05, 2.851749373053154e+02, 6.529058575432707e-01, 4.068342816131883e-02
30, 1.187708277621327e-02, 2.569617536966023e-02, 1.266739690782333e+00, 2.754631586141887e+02, 1.582834221944264e+01, 2.910450395636670e+05, 7.379370960419589e-02, -8.906285217871415e-01, 1.043981053852873e+05, 2.862917484235095e+02, 6.412469192349350e-01, 6.769908941540911e-02
31, 2.531156902951377e-02, 2.652928019739527e-02, 1.273671097725857e+00, 2.739322501668692e+02, 1.589061297407145e+01, 2.926240121278813e+05, 6.289246446396526e-02, -9.662318410269658e-01, 1.052268682912025e+05, 2.869940835027459e+02, 6.334563119220699e-01, 8.595635268413282e-02
