"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Grid_Velocity_x","Grid_Velocity_y","Pressure","Temperature","Mach","Pressure_Coefficient"
40, 1.391010443458681e-01, 2.765238275963691e-02, 1.254455142660385e+00, 2.738105532503051e+02, 8.171822554788463e+00, 2.889453838533096e+05, -7.410889190219550e-02, 2.885845425594872e+00, 1.036145535363103e+05, 2.869255454865112e+02, 6.421574811372104e-01, 5.043780480751212e-02
41, 1.501139135393945e-01, 2.782609509085531e-02, 1.255945759707676e+00, 2.730410856406061e+02, 7.928980607819928e+00, 2.895045598606849e+05, -5.743044632874073e-02, 3.069425635309219e+00, 1.039200523622517e+05, 2.874299802755273e+02, 6.390162546643442e-01, 5.716780255920892e-02
42, 1.606838820170890e-01, 2.797480093583984e-02, 1.258571329775234e+00, 2.716698338222206e+02, 7.691732116573196e+00, 2.899626620641145e+05, -3.974747148118296e-02, 3.250294090269620e+00, 1.042473651650096e+05, 2.877337759063172e+02, 6.341323909985599e-01, 6.437835212474004e-02
43, 1.707794241171410e-01, 2.809963901271878e-02, 1.261420512060158e+00, 2.703308633461580e+02, 7.441428262952713e+00, 2.904924698370377e+05, -2.129477993847351e-02, 3.427199968663620e+00, 1.046014652946086e+05, 2.880590152675109e+02, 6.292123876964429e-01, 7.217901410349946e-02
44, 1.803711101505444e-01, 2.820194091592037e-02, 1.264434584837506e+00, 2.689700658505902e+02, 7.197340402682446e+00, 2.910488104651641e+05, -2.319271378987242e-03, 3.598924033979896e+00, 1.049682875779106e+05, 2.883801333710743e+02, 6.241918909184103e-01, 8.025993924056653e-02
45, 1.894302106864765e-01, 2.828314609621981e-02, 1.267604501699652e+00, 2.675614234697188e+02, 6.949242788997932e+00, 2.916382977692026e+05, 1.692238320652439e-02, 3.764264851731215e+00, 1.053525180828458e+05, 2.887119364963627e+02, 6.190013059926891e-01, 8.872435944374968e-02
46, 1.979304976018834e-01, 2.834487082381107e-02, 1.270997198940626e+00, 2.660851419303501e+02, 6.698522162690800e+00, 2.922727824318350e+05, 3.617084496717138e-02, 3.922080244062514e+00, 1.057609888046699e+05, 2.890576724444049e+02, 6.135629567981098e-01, 9.772278040670720e-02
47, 2.058464430084736e-01, 2.838888593092274e-02, 1.274643397504172e+00, 2.645161330792573e+02, 6.447380895273310e+00, 2.929575007247453e+05, 5.516389250534104e-02, 4.071262889158926e+00, 1.061979116734746e+05, 2.894215520468313e+02, 6.078057136908389e-01, 1.073479890000933e-01
48, 2.131547124955581e-01, 2.841729765478851e-02, 1.278584601506712e+00, 2.628402051065366e+02, 6.198353591747632e+00, 2.937007310305563e+05, 7.363948601932879e-02, 4.210776492155620e+00, 1.066678060227824e+05, 2.898060749250384e+02, 6.016820979672806e-01, 1.176995440498759e-01
49, 2.198331845181785e-01, 2.843225226347497e-02, 1.282841894808813e+00, 2.610181790405277e+02, 5.941546553710732e+00, 2.945050548403818e+05, 9.134057315638278e-02, 4.339646132544697e+00, 1.071747120484846e+05, 2.902169562280943e+02, 5.950952639485623e-01, 1.288664492017511e-01
50, 2.258639848088121e-01, 2.843554689723846e-02, 1.287487376557197e+00, 2.589845252756382e+02, 5.674249046157524e+00, 2.953831363326130e+05, 1.080326665835447e-01, 4.457027661250507e+00, 1.077290464737897e+05, 2.906654607808846e+02, 5.878629800526805e-01, 1.410781800471816e-01
51, 2.312291262239894e-01, 2.842943529296911e-02, 1.292576721629272e+00, 2.567247593509857e+02, 5.452529794258098e+00, 2.963474137558163e+05, 1.234781070518258e-01, 4.562138643998419e+00, 1.083365023074353e+05, 2.911535380553433e+02, 5.799440507440619e-01, 1.544601509339493e-01
52, 2.359079097541918e-01, 2.841815068798172e-02, 1.298181104049174e+00, 2.544387737564329e+02, 5.315587126986235e+00, 2.974253605694190e+05, 1.373986103100340e-01, 4.654222080056013e+00, 1.089919763349882e+05, 2.916505746517989e+02, 5.718065476277282e-01, 1.688999404098418e-01
53, 2.398847545948891e-01, 2.840472756602198e-02, 1.303837469846102e+00, 2.520241830171727e+02, 5.020718413300550e+00, 2.985094802879934e+05, 1.495601498069263e-01, 4.732701192232693e+00, 1.096569643228715e+05, 2.921570384331561e+02, 5.634229346121046e-01, 1.835493180287863e-01
54, 2.431678123530053e-01, 2.838503389606889e-02, 1.309652882991379e+00, 2.486175114872104e+02, 4.375602498193080e+00, 2.995775517804552e+05, 1.599503808922884e-01, 4.797537714921614e+00, 1.103888526815066e+05, 2.928010356138914e+02, 5.527060735145638e-01, 1.996724798541345e-01
55, 2.457522212320050e-01, 2.835968211838614e-02, 1.314633697745750e+00, 2.440870609838208e+02, 4.746712164683220e+00, 3.004108366646940e+05, 1.684383674809886e-01, 4.848540964319935e+00, 1.110970142832807e+05, 2.935629338924048e+02, 5.398949574219324e-01, 2.152729522064936e-01
56, 2.475581492022033e-01, 2.835554316232856e-02, 1.319063688729658e+00, 2.470926212243769e+02, 8.295283976522381e+00, 3.015327928393496e+05, 1.741584667754645e-01, 4.884195185514191e+00, 1.113453955356326e+05, 2.932311403779920e+02, 5.452194530408607e-01, 2.207446762458280e-01
57, 2.485602464737890e-01, 2.838099357710688e-02, 1.306489573739599e+00, 2.686740664990698e+02, 3.893060906859070e+00, 2.999563162989281e+05, 1.768004677988335e-01, 4.904052520790210e+00, 1.089298688660228e+05, 2.896307205840482e+02, 6.019783234483990e-01, 1.675317416116537e-01
58, 2.490272342160914e-01, 2.834411629484242e-02, 1.253882245427985e+00, 2.829447860183768e+02, -6.190010149529067e+01, 2.896096086933907e+05, 1.789942361902619e-01, 4.913150027096915e+00, 1.024631014170875e+05, 2.838666264284425e+02, 6.829317992347825e-01, 2.507184750906544e-02
59, 2.491608529583589e-01, 2.823351685207799e-02, 1.249594779423462e+00, 1.464409057150274e+02, -1.053862337038768e+02, 2.826411017248132e+05, 1.815951323890472e-01, 4.915438448147190e+00, 1.078465602299662e+05, 2.998062538882925e+02, 4.153667368772135e-01, 1.436669537107918e-01
60, 2.492428144356566e-01, 2.816573414033779e-02, 1.413183895608820e+00, 5.213391551070011e+01, -6.709857126076955e+01, 3.163335894245924e+05, 1.831890463271988e-01, 4.916842369580043e+00, 1.255116064899890e+05, 3.085238917319361e+02, 1.705172074479387e-01, 5.328197474972020e-01
61, 2.492475681566333e-01, 2.808925866418559e-02, 1.388214887955609e+00, 5.030770767702075e+00, -2.469785911520251e+01, 3.099776896701097e+05, 1.847123697328328e-01, 4.916695820278332e+00, 1.238995492744446e+05, 3.100392095621958e+02, 5.136411039491932e-02, 4.973068730932250e-01
62, 2.492504815561294e-01, 2.804238643176872e-02, 1.458995681662304e+00, -1.349483597095868e-01, -7.470872329653073e-01, 3.241527712965447e+05, 1.856460436767948e-01, 4.916605974007028e+00, 1.296610295121615e+05, 3.087159380355795e+02, 1.475188584865754e-03, 6.242296163371368e-01
63, 2.492533968608206e-01, 2.799551421561054e-02, 1.408059368373822e+00, 2.748467011475535e+00, 2.808008266924978e+01, 3.111079816398414e+05, 1.865801532403606e-01, 4.916516146642453e+00, 1.243301228335264e+05, 3.067319308386629e+02, 5.699098432555209e-02, 5.067922093318519e-01
64, 2.492581540159292e-01, 2.791903836499112e-02, 1.403666324763167e+00, 4.943956679824577e+01, 9.551568282894831e+01, 3.109688539057354e+05, 1.881043236369186e-01, 4.916369604035532e+00, 1.227393554902331e+05, 3.037550799528595e+02, 2.189939842764891e-01, 4.717483409606890e-01
65, 2.491852228127256e-01, 2.784162513489673e-02, 1.146217296860629e+00, 1.551232514998031e+02, 1.531976286394286e+02, 2.591642855668811e+05, 1.894035016447204e-01, 4.914687364923289e+00, 9.537187034447936e+04, 2.890393248095251e+02, 5.572996401091150e-01, -1.311446912234464e-01
66, 2.490663375227028e-01, 2.771532564342628e-02, 1.184567946174865e+00, 3.239113886334351e+02, 1.263914122652810e+02, 2.761975175602267e+05, 1.915228627386452e-01, 4.911944729464061e+00, 9.006761953530474e+04, 2.641266968450000e+02, 8.996485943559561e-01, -2.479948817607606e-01
67, 2.486075248650199e-01, 2.762089004817305e-02, 1.296737562133056e+00, 3.336307563990923e+02, 5.078066482677362e+01, 2.986294504390436e+05, 1.919459128942675e-01, 4.902596670421191e+00, 1.018864437711810e+05, 2.729404511554055e+02, 7.846771719459349e-01, 1.236834644489504e-02
68, 2.476101189650591e-01, 2.752191352680372e-02, 1.335921640811383e+00, 3.134022894205782e+02, 4.341037588138023e+01, 3.053981207186760e+05, 1.907751918982246e-01, 4.882609513218876e+00, 1.071725226158325e+05, 2.786801658347065e+02, 7.066960055868224e-01, 1.288182170136871e-01
69, 2.458191135438156e-01, 2.729299917357178e-02, 1.339652110283075e+00, 3.083671795047811e+02, 4.742399383035882e+01, 3.059089029834638e+05, 1.897154784715920e-01, 4.846542481480853e+00, 1.078315268182838e+05, 2.796129710863511e+02, 6.937632893248430e-01, 1.433357746088398e-01
70, 2.432589891301119e-01, 2.694371609070641e-02, 1.336610280948323e+00, 3.104125246392185e+02, 4.826400762703689e+01, 3.054069729169314e+05, 1.887113690343998e-01, 4.794899288762140e+00, 1.073962784954497e+05, 2.791181174608046e+02, 7.007535554048989e-01, 1.337474554882117e-01
71, 2.400059540562319e-01, 2.650849317003849e-02, 1.331956577267316e+00, 3.122386915655267e+02, 4.782435217760320e+01, 3.045316252085047e+05, 1.873758955619564e-01, 4.729328161979892e+00, 1.068301542761479e+05, 2.786168520325828e+02, 7.077276104055019e-01, 1.212760009373107e-01
72, 2.360650846710044e-01, 2.598625260148278e-02, 1.326543724960060e+00, 3.134450189300551e+02, 4.775665884777212e+01, 3.034618324270931e+05, 1.857950734156826e-01, 4.650034692176778e+00, 1.062282814397138e+05, 2.781776142516129e+02, 7.138380178870753e-01, 1.080170208953210e-01
73, 2.314291229924733e-01, 2.536961752858493e-02, 1.320503203483027e+00, 3.147057326023560e+02, 4.787564991345357e+01, 3.022669136803917e+05, 1.841313502118620e-01, 4.557052091242485e+00, 1.055593167541008e+05, 2.776902961223079e+02, 7.205942536143616e-01, 9.328003846579253e-02
74, 2.261133677521024e-01, 2.466162298251739e-02, 1.314495134871001e+00, 3.161399014398561e+02, 4.786926716803816e+01, 3.010974270177031e+05, 1.823968965079181e-01, 4.450982246424939e+00, 1.048838118248245e+05, 2.771743717427661e+02, 7.277864743069650e-01, 7.839897749516549e-02
75, 2.201379568215533e-01, 2.386751576955768e-02, 1.308649238624930e+00, 3.175402837305380e+02, 4.778536931523885e+01, 2.999502463897350e+05, 1.805651203446836e-01, 4.332612155170982e+00, 1.042210593467911e+05, 2.766532768163054e+02, 7.348659262089670e-01, 6.379884712362839e-02
76, 2.135205294175483e-01, 2.299057544350202e-02, 1.302360462034613e+00, 3.183668561362912e+02, 4.757370106511409e+01, 2.986596480328009e+05, 1.786356502341120e-01, 4.202747869566537e+00, 1.035511046202395e+05, 2.762021946735424e+02, 7.408261414896561e-01, 4.904005455040908e-02
77, 2.062786165356926e-01, 2.203393930860113e-02, 1.296177112727232e+00, 3.187670790452238e+02, 4.724617085162619e+01, 2.973180424188636e+05, 1.766090537311118e-01, 4.062256890818197e+00, 1.029039975597177e+05, 2.757855389983586e+02, 7.457267997660246e-01, 3.478458548600991e-02
78, 1.984338617354838e-01, 2.100196006512301e-02, 1.290811705646834e+00, 3.200011313742766e+02, 4.700598454647113e+01, 2.962842275524595e+05, 1.744750436396292e-01, 3.912140266205756e+00, 1.023052407557177e+05, 2.753205185285712e+02, 7.522163862272366e-01, 2.159425019645230e-02
79, 1.900090703050502e-01, 1.989938743837689e-02, 1.285691383364157e+00, 3.210799107463250e+02, 4.668768630230593e+01, 2.952814722842466e+05, 1.722213157850887e-01, 3.753460528426770e+00, 1.017366451220129e+05, 2.748807145511784e+02, 7.582029114065013e-01, 9.068351530014484e-03
80, 1.810292246462823e-01, 1.873118724084251e-02, 1.280769750535272e+00, 3.220952740441937e+02, 4.632242087779067e+01, 2.943246113428383e+05, 1.698395065351324e-01, 3.587350007216073e+00, 1.011942990664012e+05, 2.744660151155418e+02, 7.639276405018395e-01, -2.879281079243619e-03
81, 1.715199854892210e-01, 1.750249638147978e-02, 1.276128246663321e+00, 3.230679697021080e+02, 4.591210947891657e+01, 2.934270585812602e+05, 1.673215626319151e-01, 3.414974077687124e+00, 1.006827146749931e+05, 2.740716959695898e+02, 7.693909731383461e-01, -1.414924846248939e-02
82, 1.615094828573820e-01, 1.621883076164426e-02, 1.271754254899384e+00, 3.240018584347162e+02, 4.545935824538866e+01, 2.925880550367517e+05, 1.646599187778017e-01, 3.237554762171556e+00, 1.002011902654298e+05, 2.736990394932475e+02, 7.746020019358958e-01, -2.475700835734955e-02
83, 1.510265268707393e-01, 1.488588718895216e-02, 1.267643812940433e+00, 3.248913631661762e+02, 4.496461676815286e+01, 2.918052932271346e+05, 1.618460733841773e-01, 3.056328060733582e+00, 9.974949240633695e+04, 2.733487205791953e+02, 7.795431211449880e-01, -3.470770314896914e-02
84, 1.401020061102484e-01, 1.350963810004675e-02, 1.263792487231246e+00, 3.257421542328530e+02, 4.442971362126997e+01, 2.910783051362395e+05, 1.588710577317161e-01, 2.872557659363538e+00, 9.932693955677784e+04, 2.730202607892871e+02, 7.842258563872759e-01, -4.401634686876913e-02
85, 1.287673952234709e-01, 1.209620414346489e-02, 1.260191072693270e+00, 3.265578084384036e+02, 4.385497353658143e+01, 2.904051935265944e+05, 1.557228638981601e-01, 2.687499747918906e+00, 9.893242655714185e+04, 2.727130087505614e+02, 7.886601410465232e-01, -5.270728567150763e-02
86, 1.170560504798902e-01, 1.065198966151524e-02, 1.256827595364769e+00, 3.273421515958452e+02, 4.324017779250637e+01, 2.897835271807441e+05, 1.523884149174637e-01, 2.502415531492435e+00, 9.856455609078192e+04, 2.724260634133882e+02, 7.928590815953666e-01, -6.081130179624623e-02
87, 1.050018194248639e-01, 9.183538293362404e-03, 1.253686544785969e+00, 3.280988511388506e+02, 4.258411398285706e+01, 2.892100676401339e+05, 1.488571045251987e-01, 2.318533144994679e+00, 9.822156591094709e+04, 2.721582357808272e+02, 7.968384534569898e-01, -6.836721672334674e-02
88, 9.264007498712942e-02, 7.697661660787770e-03, 1.250748067446418e+00, 3.288312496592383e+02, 4.188488959755958e+01, 2.886806176651075e+05, 1.451201223250042e-01, 2.137041092126612e+00, 9.790126893078977e+04, 2.719080545276075e+02, 8.006169733473818e-01, -7.542321096388549e-02
89, 8.000656770769310e-02, 6.201301661641566e-03, 1.247993736340350e+00, 3.295426246207624e+02, 4.113930985270147e+01, 2.881912434281951e+05, 1.411561204586246e-01, 1.959058245751082e+00, 9.760160349232046e+04, 2.716740388766477e+02, 8.042126783480686e-01, -8.202470188924302e-02
90, 6.713825096106479e-02, 4.701679958892105e-03, 1.245412403304457e+00, 3.302359700130345e+02, 4.034336107261166e+01, 2.877395044285491e+05, 1.369197622151759e-01, 1.785671349644966e+00, 9.732122647741927e+04, 2.714550834775117e+02, 8.076381287055971e-01, -8.820127777000999e-02
91, 5.407251555878305e-02, 3.206168918258005e-03, 1.242994382357858e+00, 3.309140419210466e+02, 3.949347972103754e+01, 2.873232363417582e+05, 1.323826603969439e-01, 1.617958111039078e+00, 9.705892606885527e+04, 2.712501006326855e+02, 8.109050352519911e-01, -9.397963437895925e-02
92, 4.084757598416531e-02, 1.722282085236558e-03, 1.240703331847160e+00, 3.315794899663885e+02, 3.858813673335844e+01, 2.869346424135974e+05, 1.276228320923393e-01, 1.456913854915554e+00, 9.681081945235038e+04, 2.710563212994204e+02, 8.140459587895724e-01, -9.944530831768403e-02
93, 2.750191955122094e-02, 2.574189580846712e-04, 1.238457193385792e+00, 3.322365779798033e+02, 3.762474157383670e+01, 2.865563854943668e+05, 1.228093239553679e-01, 1.303215391652958e+00, 9.656835490473938e+04, 2.708678279426390e+02, 8.171328758451224e-01, -1.047866900898061e-01
