"PointID","x","y","Adjoint_Temperature","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
566, 1.489538528729508e-02, 8.958623592161825e-04, 2.776379795726546e-17, -6.911818035802705e-17, -2.287071831930678e-18, 0.000000000000000e+00
567, 1.489538528729508e-02, 7.869913306906206e-04, 2.773555390516344e-17, -7.928392298055805e-17, -3.066925428095910e-18, 0.000000000000000e+00
568, 1.494516861798570e-02, 7.869913306906197e-04, 2.725603804655196e-17, -7.884226160520223e-17, -2.999229421186317e-18, 0.000000000000000e+00
569, 1.489538528729508e-02, 7.372079999999996e-04, 3.133379511352697e-17, -8.377970468635350e-17, -3.734538690825113e-18, 0.000000000000000e+00
570, 1.494516861798570e-02, 7.372079999999995e-04, 3.079229241748054e-17, -8.322341077397426e-17, -3.651733877131101e-18, 0.000000000000000e+00
571, 1.499495194867632e-02, 9.502978734789652e-04, 2.677814183032022e-17, -6.804665790224984e-17, -1.792808028905464e-18, 0.000000000000000e+00
572, 1.504473527936694e-02, 9.502978734789620e-04, 2.628861185439071e-17, -6.751157629027421e-17, -1.750623065491750e-18, 0.000000000000000e+00
573, 1.504473527936694e-02, 1.004733387741743e-03, 2.627256042967823e-17, -6.740344688899758e-17, -1.368461184319593e-18, 0.000000000000000e+00
574, 1.499495194867632e-02, 1.004733387741746e-03, 2.676189621608085e-17, -6.793858015320248e-17, -1.401465809853914e-18, 0.000000000000000e+00
575, 1.483080521394494e-02, 1.449702125929598e-03, 2.835891512939317e-17, -6.949861634426582e-17, 1.928331325016450e-18, 0.000000000000000e+00
576, 1.478102188266289e-02, 1.449702125929601e-03, 2.882800896707296e-17, -6.984513491757057e-17, 1.968192714956945e-18, 0.000000000000000e+00
577, 1.478102188266289e-02, 1.395266611666820e-03, 2.881102349699384e-17, -6.973846066432788e-17, 1.538708496490138e-18, 0.000000000000000e+00
578, 1.483080521394494e-02, 1.395266611666817e-03, 2.834208777831158e-17, -6.939144959917727e-17, 1.507514051704737e-18, 0.000000000000000e+00
579, 1.488058854522701e-02, 1.662792000000000e-03, 3.149375888648003e-17, -8.393492707629045e-17, 3.758964740966552e-18, 0.000000000000000e+00
580, 1.488058854522701e-02, 1.613008668717937e-03, 2.787720837157793e-17, -7.940619871891153e-17, 3.086890241010008e-18, 0.000000000000000e+00
581, 1.493037187650907e-02, 1.613008668717938e-03, 2.739911495598371e-17, -7.897872985013949e-17, 3.019463206187292e-18, 0.000000000000000e+00
582, 1.493037187650907e-02, 1.662792000000000e-03, 3.095386653863297e-17, -8.339451338431895e-17, 3.676493794948636e-18, 0.000000000000000e+00
583, 1.468145522009878e-02, 1.504137640192379e-03, 2.977298506507449e-17, -7.054047853110044e-17, 2.494433273905836e-18, 0.000000000000000e+00
584, 1.468145522009878e-02, 1.449702125929598e-03, 2.975149801326692e-17, -7.040930791209070e-17, 2.045960723988970e-18, 0.000000000000000e+00
585, 1.473123855138084e-02, 1.449702125929600e-03, 2.929221790257063e-17, -7.014857189277079e-17, 2.007414341243438e-18, 0.000000000000000e+00
586, 1.473123855138084e-02, 1.504137640192381e-03, 2.931352938167555e-17, -7.028059538301950e-17, 2.447488972334657e-18, 0.000000000000000e+00
587, 1.458188855753467e-02, 1.449702125929597e-03, 3.065510801799753e-17, -7.080438161596923e-17, 2.120891074748791e-18, 0.000000000000000e+00
588, 1.458188855753467e-02, 1.395266611666816e-03, 3.063757432112620e-17, -7.070062223236595e-17, 1.658224764687005e-18, 0.000000000000000e+00
589, 1.463167188881672e-02, 1.395266611666817e-03, 3.018839849015090e-17, -7.052313512782758e-17, 1.629188872384373e-18, 0.000000000000000e+00
590, 1.463167188881672e-02, 1.449702125929598e-03, 3.020580776635238e-17, -7.062776023786418e-17, 2.083797426032391e-18, 0.000000000000000e+00
591, 1.458188855753466e-02, 1.504137640192378e-03, 3.067691475540944e-17, -7.093350547389232e-17, 2.585678617589005e-18, 0.000000000000000e+00
592, 1.458188855753466e-02, 1.558573154455159e-03, 3.070300355950493e-17, -7.217821499830962e-17, 3.053052467116099e-18, 0.000000000000000e+00
593, 1.453210522625259e-02, 1.558573154455158e-03, 3.114757394033074e-17, -7.230736194736172e-17, 3.105195150653739e-18, 0.000000000000000e+00
594, 1.453210522625259e-02, 1.504137640192377e-03, 3.112131289111767e-17, -7.106759559395648e-17, 2.629899752004046e-18, 0.000000000000000e+00
595, 1.453210522625260e-02, 1.662792000000000e-03, 3.511755204897338e-17, -8.625196984029418e-17, 4.299810487985930e-18, 0.000000000000000e+00
596, 1.453210522625260e-02, 1.613008668717939e-03, 3.108653650791528e-17, -8.109097266613270e-17, 3.529253201415888e-18, 0.000000000000000e+00
597, 1.458188855753466e-02, 1.613008668717940e-03, 3.064307280353564e-17, -8.098728926770743e-17, 3.469632042933501e-18, 0.000000000000000e+00
598, 1.458188855753466e-02, 1.662792000000000e-03, 3.461685962760167e-17, -8.607471082658318e-17, 4.226934437697081e-18, 0.000000000000000e+00
599, 1.459668530315134e-02, 7.869913306906217e-04, 3.051023962395095e-17, -8.094775037739054e-17, -3.451649267250954e-18, 0.000000000000000e+00
600, 1.459668530315134e-02, 7.372079999999997e-04, 3.446688147821274e-17, -8.601224133609173e-17, -4.204949952947844e-18, 0.000000000000000e+00
601, 1.464646863384197e-02, 7.372079999999996e-04, 3.395875286507709e-17, -8.576954090172865e-17, -4.130044237907040e-18, 0.000000000000000e+00
602, 1.464646863384197e-02, 7.869913306906258e-04, 3.006020621384831e-17, -8.078578838841106e-17, -3.390374031817771e-18, 0.000000000000000e+00
603, 1.453210522625260e-02, 1.340831097404034e-03, 3.109938254035260e-17, -7.042701909430279e-17, 1.990963793346213e-18, 0.000000000000000e+00
604, 1.458188855753467e-02, 1.340831097404035e-03, 3.065568732292060e-17, -7.029135511665511e-17, 1.972797871378556e-18, 0.000000000000000e+00
605, 1.453210522625260e-02, 1.395266611666815e-03, 3.108171229776571e-17, -7.083685305051590e-17, 1.686655696171371e-18, 0.000000000000000e+00
606, 1.444733531107948e-02, 1.004733387741747e-03, 3.182624809132322e-17, -7.097530299546685e-17, -1.733598465738384e-18, 0.000000000000000e+00
607, 1.444733531107948e-02, 1.059168902004528e-03, 3.176710821597198e-17, -7.035896173535990e-17, -9.812293304922150e-20, 0.000000000000000e+00
608, 1.439755198038884e-02, 1.059168902004525e-03, 3.219793493839689e-17, -7.039254298358740e-17, -1.219114860389576e-19, 0.000000000000000e+00
609, 1.439755198038884e-02, 1.004733387741744e-03, 3.225660543350019e-17, -7.100272236427537e-17, -1.760275574570985e-18, 0.000000000000000e+00
610, 1.444733531107948e-02, 8.958623592161851e-04, 3.186624805346295e-17, -7.120196744521969e-17, -2.702902518394703e-18, 0.000000000000000e+00
611, 1.444733531107948e-02, 9.502978734789661e-04, 3.184407588822917e-17, -7.107629385556645e-17, -2.217171015258592e-18, 0.000000000000000e+00
612, 1.439755198038884e-02, 9.502978734789627e-04, 3.227452668702569e-17, -7.110253765736801e-17, -2.251241948502865e-18, 0.000000000000000e+00
613, 1.439755198038885e-02, 8.958623592161817e-04, 3.229681491163322e-17, -7.122674653509329e-17, -2.744377873534486e-18, 0.000000000000000e+00
614, 1.433297190112437e-02, 1.449702125929596e-03, 3.282526344999225e-17, -7.107823657036241e-17, 2.294123787555036e-18, 0.000000000000000e+00
615, 1.433297190112437e-02, 1.395266611666815e-03, 3.280723317590481e-17, -7.098006149349626e-17, 1.793855565858675e-18, 0.000000000000000e+00
616, 1.438275523240643e-02, 1.395266611666820e-03, 3.238356695530122e-17, -7.100335282503247e-17, 1.768079296063462e-18, 0.000000000000000e+00
617, 1.438275523240643e-02, 1.449702125929601e-03, 3.240151454347239e-17, -7.110280321073666e-17, 2.261206634266513e-18, 0.000000000000000e+00
618, 1.449711864177011e-02, 9.502978734789643e-04, 3.140849136798903e-17, -7.101018877158429e-17, -2.182243167345125e-18, 0.000000000000000e+00
619, 1.449711864177011e-02, 1.004733387741745e-03, 3.139076536094672e-17, -7.090810241417050e-17, -1.706252481819977e-18, 0.000000000000000e+00
620, 1.429798531900763e-02, 1.004733387741746e-03, 3.310183423591266e-17, -7.094066130532913e-17, -1.811536556542121e-18, 0.000000000000000e+00
621, 1.434776864969825e-02, 1.004733387741742e-03, 3.268180937267813e-17, -7.099096412454802e-17, -1.786261915168361e-18, 0.000000000000000e+00
622, 1.434776864969825e-02, 1.059168902004523e-03, 3.262361738610367e-17, -7.038710213909069e-17, -1.455435728857642e-19, 0.000000000000000e+00
623, 1.429798531900764e-02, 1.059168902004527e-03, 3.304412960520229e-17, -7.034326536870775e-17, -1.689984687306026e-19, 0.000000000000000e+00
624, 1.429798531900763e-02, 8.958623592161842e-04, 3.314240702080204e-17, -7.115889082583618e-17, -2.824053686465043e-18, 0.000000000000000e+00
625, 1.434776864969824e-02, 8.958623592161801e-04, 3.272220975651020e-17, -7.121217451286237e-17, -2.784772441566604e-18, 0.000000000000000e+00
626, 1.434776864969824e-02, 9.502978734789610e-04, 3.269981579029442e-17, -7.108952654964084e-17, -2.284428007776848e-18, 0.000000000000000e+00
627, 1.429798531900763e-02, 9.502978734789651e-04, 3.311991757213003e-17, -7.103789640815800e-17, -2.316702464912067e-18, 0.000000000000000e+00
628, 1.433297190112437e-02, 1.558573154455158e-03, 3.287451261696513e-17, -7.241590948263010e-17, 3.301679532543823e-18, 0.000000000000000e+00
629, 1.428318856984230e-02, 1.558573154455161e-03, 3.329326981072562e-17, -7.234409794277721e-17, 3.347576683616909e-18, 0.000000000000000e+00
630, 1.428318856984230e-02, 1.504137640192380e-03, 3.326633384334440e-17, -7.113573068557908e-17, 2.835516168881908e-18, 0.000000000000000e+00
631, 1.433297190112437e-02, 1.504137640192377e-03, 3.284768698718368e-17, -7.120040208904723e-17, 2.796572538610986e-18, 0.000000000000000e+00
632, 1.433297190112437e-02, 1.613008668717940e-03, 3.280905481018873e-17, -8.106933177065113e-17, 3.753923686420962e-18, 0.000000000000000e+00
633, 1.428318856984230e-02, 1.613008668717942e-03, 3.322670925174856e-17, -8.095811349358242e-17, 3.806406619797002e-18, 0.000000000000000e+00
634, 1.433297190112437e-02, 1.662792000000000e-03, 3.706221805869030e-17, -8.647054318910314e-17, 4.574380560504994e-18, 0.000000000000000e+00
635, 1.438275523240642e-02, 1.613008668717944e-03, 3.238618448971288e-17, -8.113891631409218e-17, 3.699922645675842e-18, 0.000000000000000e+00
636, 1.438275523240642e-02, 1.662792000000000e-03, 3.658483329151728e-17, -8.648806757049848e-17, 4.508393025636995e-18, 0.000000000000000e+00
637, 1.423340523856025e-02, 1.662792000000000e-03, 3.799925382623135e-17, -8.629574809506393e-17, 4.700726560714093e-18, 0.000000000000000e+00
638, 1.423340523856025e-02, 1.613008668717942e-03, 3.363912552540911e-17, -8.080599683876388e-17, 3.857330306048267e-18, 0.000000000000000e+00
639, 1.428318856984230e-02, 1.662792000000000e-03, 3.753369991735275e-17, -8.640616717214089e-17, 4.638508417921197e-18, 0.000000000000000e+00
640, 1.418362190727819e-02, 1.613008668717939e-03, 3.404628367832151e-17, -8.061374617653071e-17, 3.906655740867356e-18, 0.000000000000000e+00
641, 1.413383857599613e-02, 1.613008668717940e-03, 3.444816607615890e-17, -8.038215327694116e-17, 3.954346081787444e-18, 0.000000000000000e+00
642, 1.413383857599613e-02, 1.558573154455159e-03, 3.451802670357971e-17, -7.190203909018293e-17, 3.476947673043706e-18, 0.000000000000000e+00
643, 1.418362190727819e-02, 1.558573154455158e-03, 3.411504581461281e-17, -7.208643663370713e-17, 3.435243948137041e-18, 0.000000000000000e+00
644, 1.414863532693575e-02, 8.414268449533998e-04, 3.439876618658897e-17, -7.196062893355036e-17, -3.464698558345063e-18, 0.000000000000000e+00
645, 1.409885199624514e-02, 8.414268449533999e-04, 3.479802983229638e-17, -7.175083474420503e-17, -3.505379189710453e-18, 0.000000000000000e+00
646, 1.409885199624513e-02, 7.869913306906191e-04, 3.472739829584181e-17, -8.019630125224794e-17, -3.986859798485546e-18, 0.000000000000000e+00
647, 1.414863532693575e-02, 7.869913306906189e-04, 3.432923191643884e-17, -8.045504558099984e-17, -3.940338748570544e-18, 0.000000000000000e+00
648, 1.418362190727819e-02, 1.504137640192377e-03, 3.408792559985561e-17, -7.089357115059623e-17, 2.909914821897983e-18, 0.000000000000000e+00
649, 1.413383857599613e-02, 1.504137640192378e-03, 3.449083238805092e-17, -7.071751456236615e-17, 2.945313514370437e-18, 0.000000000000000e+00
650, 1.413383857599613e-02, 1.449702125929597e-03, 3.446809984546769e-17, -7.060258361867096e-17, 2.416355287515753e-18, 0.000000000000000e+00
651, 1.418362190727819e-02, 1.449702125929596e-03, 3.406525521148217e-17, -7.077670705426769e-17, 2.387260574394204e-18, 0.000000000000000e+00
652, 1.399928533486389e-02, 8.958623592161839e-04, 3.555330281192119e-17, -7.006547944524678e-17, -3.034736449361034e-18, 0.000000000000000e+00
653, 1.394950200417327e-02, 8.958623592161853e-04, 3.593659582441669e-17, -6.976135165710678e-17, -3.065445998047392e-18, 0.000000000000000e+00
654, 1.394950200417327e-02, 8.414268449534045e-04, 3.596396206645411e-17, -7.091178055680502e-17, -3.618428300350008e-18, 0.000000000000000e+00
655, 1.399928533486389e-02, 8.414268449534030e-04, 3.558063830008062e-17, -7.122559728955580e-17, -3.582270031305636e-18, 0.000000000000000e+00
656, 1.394950200417327e-02, 7.869913306906234e-04, 3.589005073674862e-17, -7.919592114038761e-17, -4.116145509148341e-18, 0.000000000000000e+00
657, 1.399928533486389e-02, 7.869913306906221e-04, 3.550781805496996e-17, -7.956586825351119e-17, -4.074792847807205e-18, 0.000000000000000e+00
658, 1.393470525086790e-02, 1.504137640192383e-03, 3.604952748066035e-17, -6.966460284697489e-17, 3.074323111912383e-18, 0.000000000000000e+00
659, 1.393470525086790e-02, 1.449702125929602e-03, 3.602664450957116e-17, -6.955813279097661e-17, 2.522424977246734e-18, 0.000000000000000e+00
660, 1.398448858214995e-02, 1.449702125929602e-03, 3.564495585681588e-17, -6.986985175219075e-17, 2.497490768812794e-18, 0.000000000000000e+00
661, 1.398448858214995e-02, 1.504137640192383e-03, 3.566781573996657e-17, -6.997853846731252e-17, 3.044003282621252e-18, 0.000000000000000e+00
662, 1.393470525086790e-02, 1.558573154455164e-03, 3.607690067819638e-17, -7.081208381954803e-17, 3.628878877725284e-18, 0.000000000000000e+00
663, 1.388492191958584e-02, 1.558573154455161e-03, 3.645330740323141e-17, -7.045559851721710e-17, 3.663013904283635e-18, 0.000000000000000e+00
664, 1.388492191958585e-02, 1.504137640192380e-03, 3.642591821866512e-17, -6.931824203974086e-17, 3.103321473823391e-18, 0.000000000000000e+00
665, 1.398448858214995e-02, 1.662792000000000e-03, 4.023741190572034e-17, -8.508352251640512e-17, 4.981604205268284e-18, 0.000000000000000e+00
666, 1.393470525086789e-02, 1.662792000000000e-03, 4.066701906057854e-17, -8.471556016250210e-17, 5.031461604097906e-18, 0.000000000000000e+00
667, 1.393470525086789e-02, 1.613008668717945e-03, 3.600266545328624e-17, -7.907908477580476e-17, 4.128097472772049e-18, 0.000000000000000e+00
668, 1.398448858214995e-02, 1.613008668717945e-03, 3.562201675753127e-17, -7.945962456055316e-17, 4.087271377225447e-18, 0.000000000000000e+00
669, 1.403427191343200e-02, 1.662792000000000e-03, 3.980178140557906e-17, -8.541093079854290e-17, 4.929592883332160e-18, 0.000000000000000e+00
670, 1.403427191343200e-02, 1.613008668717941e-03, 3.523604454462067e-17, -7.980423783585167e-17, 4.044685167459696e-18, 0.000000000000000e+00
671, 1.388492191958584e-02, 1.613008668717942e-03, 3.637798426863068e-17, -7.866352763330779e-17, 4.167137924635394e-18, 0.000000000000000e+00
672, 1.383513858830378e-02, 1.613008668717940e-03, 3.674796901918256e-17, -7.821388149238578e-17, 4.204369531066813e-18, 0.000000000000000e+00
673, 1.383513858830378e-02, 1.558573154455158e-03, 3.682437739897540e-17, -7.006722147743908e-17, 3.695566144035717e-18, 0.000000000000000e+00
674, 1.383513858830378e-02, 1.395266611666815e-03, 3.675566703155526e-17, -6.875658432183421e-17, 2.009243078600232e-18, 0.000000000000000e+00
675, 1.383513858830378e-02, 1.340831097404034e-03, 3.676761747256624e-17, -6.835945401006741e-17, 2.167742221322861e-18, 0.000000000000000e+00
676, 1.388492191958586e-02, 1.340831097404036e-03, 3.639693566176939e-17, -6.873107695415247e-17, 2.160173882780464e-18, 0.000000000000000e+00
677, 1.388492191958585e-02, 1.395266611666817e-03, 3.638460962796249e-17, -6.913030489800773e-17, 1.991403646696892e-18, 0.000000000000000e+00
678, 1.363600526317554e-02, 1.504137640192374e-03, 3.822797296557031e-17, -6.713056168234905e-17, 3.227947586430934e-18, 0.000000000000000e+00
679, 1.358622193189347e-02, 1.504137640192380e-03, 3.857241662597583e-17, -6.660815340406107e-17, 3.248715368852070e-18, 0.000000000000000e+00
680, 1.358622193189346e-02, 1.449702125929599e-03, 3.854963032707746e-17, -6.651868684228484e-17, 2.665952385302031e-18, 0.000000000000000e+00
681, 1.363600526317554e-02, 1.449702125929593e-03, 3.820514615803967e-17, -6.703853469038538e-17, 2.648845733588937e-18, 0.000000000000000e+00
682, 1.358622193189346e-02, 1.395266611666819e-03, 3.853130591092608e-17, -6.644676781496959e-17, 2.085273871352310e-18, 0.000000000000000e+00
683, 1.363600526317553e-02, 1.395266611666812e-03, 3.818678935255907e-17, -6.696455931811867e-17, 2.071847388155020e-18, 0.000000000000000e+00
684, 1.350145202795767e-02, 8.414268449534025e-04, 3.917384024226727e-17, -6.670852897339941e-17, -3.871751951217751e-18, 0.000000000000000e+00
685, 1.355123535864828e-02, 8.414268449534005e-04, 3.883849556318891e-17, -6.728716186596140e-17, -3.850178348085250e-18, 0.000000000000000e+00
686, 1.355123535864828e-02, 8.958623592161814e-04, 3.881128041655928e-17, -6.622539549151596e-17, -3.262471123583538e-18, 0.000000000000000e+00
687, 1.350145202795767e-02, 8.958623592161835e-04, 3.914669104798124e-17, -6.565905827064230e-17, -3.280842589618319e-18, 0.000000000000000e+00
688, 1.350145202795767e-02, 7.869913306906216e-04, 3.909024090883974e-17, -7.439255933765774e-17, -4.405922430816850e-18, 0.000000000000000e+00
689, 1.355123535864829e-02, 7.869913306906195e-04, 3.875595864900564e-17, -7.504554176034974e-17, -4.381236936039058e-18, 0.000000000000000e+00
690, 1.348665526932937e-02, 1.662792000000000e-03, 4.426207896425291e-17, -7.975162338390419e-17, 5.379082685762414e-18, 0.000000000000000e+00
691, 1.348665526932937e-02, 1.613008668717941e-03, 3.918860067612675e-17, -7.419323455501928e-17, 4.412888904763544e-18, 0.000000000000000e+00
692, 1.353643860061142e-02, 1.613008668717945e-03, 3.885589487263710e-17, -7.485419146529657e-17, 4.388770835539662e-18, 0.000000000000000e+00
693, 1.353643860061142e-02, 1.662792000000000e-03, 4.388670730324836e-17, -8.043695662813460e-17, 5.349661161849369e-18, 0.000000000000000e+00
694, 1.343687193804731e-02, 1.613008668717940e-03, 3.951601365911332e-17, -7.350613748467893e-17, 4.435097467327180e-18, 0.000000000000000e+00
695, 1.338708860676525e-02, 1.613008668717942e-03, 3.983814779852418e-17, -7.279393768943768e-17, 4.455394544085845e-18, 0.000000000000000e+00
696, 1.338708860676525e-02, 1.558573154455161e-03, 3.992417173211084e-17, -6.528703925365836e-17, 3.914979073611046e-18, 0.000000000000000e+00
697, 1.343687193804731e-02, 1.558573154455159e-03, 3.960098503770268e-17, -6.592109091213215e-17, 3.897245840680811e-18, 0.000000000000000e+00
698, 1.343687193804731e-02, 1.662792000000000e-03, 4.463146428270358e-17, -7.903660414746596e-17, 5.406169687972895e-18, 0.000000000000000e+00
699, 1.338708860676525e-02, 1.662792000000000e-03, 4.499487931493296e-17, -7.829305410897472e-17, 5.430919941676522e-18, 0.000000000000000e+00
700, 1.325253537450456e-02, 7.869913306906224e-04, 4.068249877472899e-17, -7.075171966382404e-17, -4.500704144133516e-18, 0.000000000000000e+00
701, 1.330231870519518e-02, 7.869913306906208e-04, 4.037454713895102e-17, -7.152653592744801e-17, -4.485564563385417e-18, 0.000000000000000e+00
702, 1.330231870519518e-02, 8.414268449534018e-04, 4.046235249333431e-17, -6.415620060243573e-17, -3.941331748253795e-18, 0.000000000000000e+00
703, 1.325253537450456e-02, 8.414268449534034e-04, 4.077134371064390e-17, -6.346354249156671e-17, -3.954551434956095e-18, 0.000000000000000e+00
704, 1.325253537450456e-02, 7.372079999999997e-04, 4.594735975677419e-17, -7.614989150520322e-17, -5.486142526641727e-18, 0.000000000000000e+00
705, 1.330231870519518e-02, 7.372079999999998e-04, 4.559998363872298e-17, -7.696472594257818e-17, -5.467696281809129e-18, 0.000000000000000e+00
706, 1.328752194420113e-02, 1.662792000000000e-03, 4.570387308538929e-17, -7.672501106720774e-17, 5.473415424273302e-18, 0.000000000000000e+00
707, 1.328752194420113e-02, 1.613008668717942e-03, 4.046664458441282e-17, -7.129840346908179e-17, 4.490257916608245e-18, 0.000000000000000e+00
708, 1.333730527548319e-02, 1.613008668717943e-03, 4.015501890546255e-17, -7.205767763699108e-17, 4.473780477796446e-18, 0.000000000000000e+00
709, 1.333730527548319e-02, 1.662792000000000e-03, 4.535234219441279e-17, -7.752213447610780e-17, 5.453334047303887e-18, 0.000000000000000e+00
710, 1.323773861291907e-02, 1.613008668717940e-03, 4.077304419146124e-17, -7.051716364743559e-17, 4.504831790838789e-18, 0.000000000000000e+00
711, 1.318795528163701e-02, 1.613008668717941e-03, 4.107423879160814e-17, -6.971500753406419e-17, 4.517509283136040e-18, 0.000000000000000e+00
712, 1.318795528163701e-02, 1.558573154455161e-03, 4.116442464727601e-17, -6.253543621926071e-17, 3.969219838095850e-18, 0.000000000000000e+00
713, 1.323773861291907e-02, 1.558573154455159e-03, 4.086219721712309e-17, -6.325368695801481e-17, 3.958154907682474e-18, 0.000000000000000e+00
714, 1.318795528163701e-02, 1.340831097404036e-03, 4.110549201725174e-17, -6.108890525582638e-17, 2.193400204325941e-18, 0.000000000000000e+00
715, 1.323773861291907e-02, 1.340831097404035e-03, 4.080325432467716e-17, -6.178481678216213e-17, 2.196135362499949e-18, 0.000000000000000e+00
716, 1.323773861291907e-02, 1.395266611666816e-03, 4.079536774761880e-17, -6.214508644010006e-17, 2.153939663868810e-18, 0.000000000000000e+00
717, 1.318795528163701e-02, 1.395266611666817e-03, 4.109790618460898e-17, -6.144526637798164e-17, 2.160131903382915e-18, 0.000000000000000e+00
718, 1.308838861907290e-02, 1.662792000000000e-03, 4.705114843817887e-17, -7.329786786447971e-17, 5.530578769788978e-18, 0.000000000000000e+00
719, 1.308838861907290e-02, 1.613008668717941e-03, 4.166110551365721e-17, -6.805214086873820e-17, 4.537214985356749e-18, 0.000000000000000e+00
720, 1.313817195035496e-02, 1.613008668717941e-03, 4.137025111522568e-17, -6.889298416038978e-17, 4.528299810403994e-18, 0.000000000000000e+00
721, 1.313817195035496e-02, 1.662792000000000e-03, 4.672310492679076e-17, -7.418811160193491e-17, 5.519738935232022e-18, 0.000000000000000e+00
722, 1.308838861907290e-02, 1.504137640192379e-03, 4.172709751952002e-17, -6.010433221224700e-17, 3.378814865656134e-18, 0.000000000000000e+00
723, 1.308838861907290e-02, 1.449702125929598e-03, 4.170515491896487e-17, -6.004165829155576e-17, 2.773422007798490e-18, 0.000000000000000e+00
724, 1.313817195035496e-02, 1.449702125929599e-03, 4.141302031334905e-17, -6.077958734898155e-17, 2.767856956159524e-18, 0.000000000000000e+00
725, 1.313817195035496e-02, 1.504137640192379e-03, 4.143508044569933e-17, -6.084498116995100e-17, 3.372124947533162e-18, 0.000000000000000e+00
726, 1.295383539036084e-02, 8.414268449534015e-04, 4.251656931035459e-17, -5.892455954458755e-17, -3.999307437566779e-18, 0.000000000000000e+00
727, 1.300361872105145e-02, 8.414268449533992e-04, 4.223851531981335e-17, -5.972177444832333e-17, -3.995905407032519e-18, 0.000000000000000e+00
728, 1.300361872105145e-02, 8.958623592161801e-04, 4.221253043710355e-17, -5.880580576868956e-17, -3.387044674142052e-18, 0.000000000000000e+00
729, 1.295383539036084e-02, 8.958623592161824e-04, 4.249074632728084e-17, -5.802272801118005e-17, -3.390034525065933e-18, 0.000000000000000e+00
730, 1.295383539036084e-02, 7.372079999999995e-04, 4.790881387034735e-17, -7.079330711052901e-17, -5.548562758120248e-18, 0.000000000000000e+00
731, 1.300361872105145e-02, 7.372079999999998e-04, 4.759637911169594e-17, -7.173590701544712e-17, -5.543823387617011e-18, 0.000000000000000e+00
732, 1.300361872105145e-02, 7.869913306906182e-04, 4.214455417204788e-17, -6.658016912764168e-17, -4.548128728028041e-18, 0.000000000000000e+00
733, 1.295383539036084e-02, 7.869913306906205e-04, 4.242160268127133e-17, -6.569367569125773e-17, -4.552050744321494e-18, 0.000000000000000e+00
734, 1.293903862522672e-02, 1.662792000000000e-03, 4.800059150375525e-17, -7.050961560808900e-17, 5.549531922473893e-18, 0.000000000000000e+00
735, 1.288925529394466e-02, 1.662792000000000e-03, 4.830561996897444e-17, -6.954487518470454e-17, 5.551401278513975e-18, 0.000000000000000e+00
736, 1.288925529394466e-02, 1.613008668717942e-03, 4.277348506827430e-17, -6.452138471109494e-17, 4.554429395065600e-18, 0.000000000000000e+00
737, 1.293903862522672e-02, 1.613008668717943e-03, 4.250298803277038e-17, -6.542711258334087e-17, 4.552856767744128e-18, 0.000000000000000e+00
738, 1.285426872897959e-02, 7.869913306906216e-04, 4.296056781867438e-17, -6.387677788928348e-17, -4.554474826026024e-18, 0.000000000000000e+00
739, 1.285426872897959e-02, 7.372079999999997e-04, 4.851657729702339e-17, -6.885754355803960e-17, -5.551420588166848e-18, 0.000000000000000e+00
740, 1.290405205967021e-02, 7.372079999999998e-04, 4.821553468877805e-17, -6.983347172332678e-17, -5.551086367699293e-18, 0.000000000000000e+00
741, 1.290405205967021e-02, 7.869913306906243e-04, 4.269359677778014e-17, -6.479220442082696e-17, -4.554158957057337e-18, 0.000000000000000e+00
742, 1.283947196266260e-02, 1.504137640192378e-03, 4.311079690620778e-17, -5.617247421870323e-17, 3.391830185078313e-18, 0.000000000000000e+00
743, 1.283947196266260e-02, 1.449702125929597e-03, 4.308953777029587e-17, -5.612326951747069e-17, 2.784488466109913e-18, 0.000000000000000e+00
744, 1.288925529394467e-02, 1.449702125929599e-03, 4.282273661608481e-17, -5.693428396454190e-17, 2.784471658575716e-18, 0.000000000000000e+00
745, 1.288925529394466e-02, 1.504137640192380e-03, 4.284414452820265e-17, -5.698615417490126e-17, 3.391905092303721e-18, 0.000000000000000e+00
746, 1.278968863138054e-02, 1.449702125929599e-03, 4.335136405724130e-17, -5.530046004709966e-17, 2.783434134105438e-18, 0.000000000000000e+00
747, 1.278968863138054e-02, 1.395266611666818e-03, 4.333438867651415e-17, -5.526300726163717e-17, 2.177985785878948e-18, 0.000000000000000e+00
748, 1.283947196266260e-02, 1.395266611666816e-03, 4.307243843764287e-17, -5.608369166220576e-17, 2.178756330134064e-18, 0.000000000000000e+00
749, 1.270491873690773e-02, 8.958623592161824e-04, 4.380666133076542e-17, -5.391711663224534e-17, -3.385157438919956e-18, 0.000000000000000e+00
750, 1.270491873690773e-02, 8.414268449534015e-04, 4.383157034146315e-17, -5.474705598148660e-17, -3.992905317509253e-18, 0.000000000000000e+00
751, 1.275470206759834e-02, 8.414268449534017e-04, 4.357849550695111e-17, -5.560493786651038e-17, -3.997236335728345e-18, 0.000000000000000e+00
752, 1.275470206759834e-02, 8.958623592161826e-04, 4.355339062396725e-17, -5.476049661932998e-17, -3.388716477316015e-18, 0.000000000000000e+00
753, 1.270491873690772e-02, 7.869913306906206e-04, 4.373167620452334e-17, -6.105685596777569e-17, -4.544912310976699e-18, 0.000000000000000e+00
