"PointID","x","y","Adjoint_Temperature","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
44, 1.597582183343230e-02, 1.700000000000000e-03, 1.345733415486337e-17, -1.733255706637819e-17, -2.842665617973207e-15, -2.842665617973206e-15
45, 1.592603850215024e-02, 1.700000000000000e-03, 1.393593368556573e-17, -1.554134619289333e-17, -2.820420681809642e-15, -2.820420681809642e-15
46, 1.587625517086818e-02, 1.700000000000000e-03, 1.441356127853842e-17, -1.320156562204174e-17, -2.798413709273132e-15, -2.798413709273132e-15
47, 1.582647183958612e-02, 1.700000000000000e-03, 1.489023690997652e-17, -1.021448370797793e-17, -2.776788497609692e-15, -2.776788497609692e-15
48, 1.577668850830406e-02, 1.700000000000000e-03, 1.536599854597820e-17, -6.464647076065194e-18, -2.755702704542773e-15, -2.755702704542773e-15
49, 1.572690517702201e-02, 1.700000000000000e-03, 1.584090516989697e-17, -1.817395764038019e-18, -2.735333743750828e-15, -2.735333743750828e-15
50, 1.567712184573995e-02, 1.700000000000000e-03, 1.631504066641705e-17, 3.883898715412136e-18, -2.715884811836377e-15, -2.715884811836377e-15
51, 1.562733851445789e-02, 1.700000000000000e-03, 1.678851867617840e-17, 1.082088193236604e-17, -2.697591288207955e-15, -2.697591288207955e-15
52, 1.557755518317583e-02, 1.700000000000000e-03, 1.726148857052427e-17, 1.920355438959020e-17, -2.680727725051419e-15, -2.680727725051419e-15
53, 1.552777185189377e-02, 1.700000000000000e-03, 1.773414273411595e-17, 2.927389214977248e-17, -2.665615631809454e-15, -2.665615631809453e-15
54, 1.547798852061171e-02, 1.700000000000000e-03, 1.820672538538257e-17, 4.130973172318827e-17, -2.652632254975304e-15, -2.652632254975304e-15
55, 1.542820518932965e-02, 1.700000000000000e-03, 1.867954321202792e-17, 5.562888518161891e-17, -2.642220557883084e-15, -2.642220557883084e-15
56, 1.537842185804760e-02, 1.700000000000000e-03, 1.915297815268143e-17, 7.259343180915203e-17, -2.634900615515686e-15, -2.634900615515686e-15
57, 1.532863852676554e-02, 1.700000000000000e-03, 1.962750271781223e-17, 9.261410825489735e-17, -2.631282656023966e-15, -2.631282656023966e-15
58, 1.527885519548348e-02, 1.700000000000000e-03, 2.010369831475798e-17, 1.161546893402598e-16, -2.632082003984281e-15, -2.632082003984281e-15
59, 1.522907186420142e-02, 1.700000000000000e-03, 2.058227712550927e-17, 1.437362155702932e-16, -2.638136211485056e-15, -2.638136211485056e-15
60, 1.517928853291936e-02, 1.700000000000000e-03, 2.106410818397065e-17, 1.759408803963652e-16, -2.650424704191548e-15, -2.650424704191548e-15
61, 1.512950520163730e-02, 1.700000000000000e-03, 2.155024841564150e-17, 2.134153393897787e-16, -2.670091323884100e-15, -2.670091323884100e-15
62, 1.507972187035524e-02, 1.700000000000000e-03, 2.204197954099940e-17, 2.568731440950928e-16, -2.698470221891857e-15, -2.698470221891857e-15
63, 1.502993853907318e-02, 1.700000000000000e-03, 2.254085191062240e-17, 3.070959342330591e-16, -2.737115657236621e-15, -2.737115657236621e-15
64, 1.498015520779113e-02, 1.700000000000000e-03, 2.304873654385741e-17, 3.649329420576473e-16, -2.787836390550185e-15, -2.787836390550185e-15
65, 1.493037187650907e-02, 1.700000000000000e-03, 2.356788689515381e-17, 4.312982700923208e-16, -2.852735556758845e-15, -2.852735556758845e-15
66, 1.488058854522701e-02, 1.700000000000000e-03, 2.410101219064166e-17, 5.071652951539940e-16, -2.934257169971097e-15, -2.934257169971097e-15
67, 1.483080521394495e-02, 1.700000000000000e-03, 2.465136458650717e-17, 5.935574223592948e-16, -3.035240797691000e-15, -3.035240797691000e-15
68, 1.478102188266289e-02, 1.700000000000000e-03, 2.522284293656539e-17, 6.915342531229487e-16, -3.158986486903252e-15, -3.158986486903253e-15
69, 1.473123855138083e-02, 1.700000000000000e-03, 2.582011667178739e-17, 8.021720243562683e-16, -3.309332801883225e-15, -3.309332801883225e-15
70, 1.468145522009878e-02, 1.700000000000000e-03, 2.644877426764683e-17, 9.265368921287449e-16, -3.490751938923698e-15, -3.490751938923698e-15
71, 1.463167188881672e-02, 1.700000000000000e-03, 2.711550212060745e-17, 1.065649218746774e-15, -3.708467454317637e-15, -3.708467454317637e-15
72, 1.458188855753466e-02, 1.700000000000000e-03, 2.782830154416778e-17, 1.220436383631716e-15, -3.968602363355807e-15, -3.968602363355807e-15
73, 1.453210522625259e-02, 1.700000000000000e-03, 2.859675428139342e-17, 1.391670610478820e-15, -4.278368492896606e-15, -4.278368492896606e-15
74, 1.448232189497054e-02, 1.700000000000000e-03, 2.943235079473492e-17, 1.579886592480744e-15, -4.646312320105339e-15, -4.646312320105339e-15
75, 1.443253856368848e-02, 1.700000000000000e-03, 3.034890120340472e-17, 1.785270782724150e-15, -5.082638489161080e-15, -5.082638489161081e-15
76, 1.438275523240642e-02, 1.700000000000000e-03, 3.136305694536067e-17, 2.007509161780137e-15, -5.599640122511192e-15, -5.599640122511192e-15
77, 1.433297190112437e-02, 1.700000000000000e-03, 3.249498331426973e-17, 2.245571396089585e-15, -6.212275003757306e-15, -6.212275003757306e-15
78, 1.428318856984230e-02, 1.700000000000000e-03, 3.376924082593259e-17, 2.497393432950368e-15, -6.938937728031606e-15, -6.938937728031606e-15
79, 1.423340523856025e-02, 1.700000000000000e-03, 3.521595954208321e-17, 2.759391942709174e-15, -7.802486035730850e-15, -7.802486035730850e-15
80, 1.418362190727819e-02, 1.700000000000000e-03, 3.687242842487233e-17, 3.025691836486790e-15, -8.831572949281606e-15, -8.831572949281606e-15
81, 1.413383857599613e-02, 1.700000000000000e-03, 3.878527486242715e-17, 3.286852459879818e-15, -1.006228355419269e-14, -1.006228355419269e-14
82, 1.408405524471407e-02, 1.700000000000000e-03, 4.101347744399023e-17, 3.527703243864514e-15, -1.153989744987551e-14, -1.153989744987551e-14
83, 1.403427191343201e-02, 1.700000000000000e-03, 4.363252233171836e-17, 3.723585447555622e-15, -1.332010609505332e-14, -1.332010609505332e-14
84, 1.398448858214995e-02, 1.700000000000000e-03, 4.674001481560861e-17, 3.833757010945017e-15, -1.546777615100320e-14, -1.546777615100320e-14
85, 1.393470525086789e-02, 1.700000000000000e-03, 5.046278247360538e-17, 3.789883960853569e-15, -1.804843560544054e-14, -1.804843560544054e-14
86, 1.388492191958583e-02, 1.700000000000000e-03, 5.496435280612970e-17, 3.476585238411442e-15, -2.110126460298692e-14, -2.110126460298692e-14
87, 1.383513858830377e-02, 1.700000000000000e-03, 6.044807185305961e-17, 2.701126600055250e-15, -2.456968446932968e-14, -2.456968446932968e-14
88, 1.378535525702172e-02, 1.700000000000000e-03, 6.714124180286734e-17, 1.155219241385977e-15, -2.814488508697600e-14, -2.814488508697600e-14
89, 1.373557192573966e-02, 1.700000000000000e-03, 7.522154730227163e-17, -1.602399677473585e-15, -3.095966989379839e-14, -3.095966989379839e-14
90, 1.368578859445760e-02, 1.700000000000000e-03, 8.459695265204710e-17, -6.033793162555662e-15, -3.112225145116194e-14, -3.112225145116194e-14
91, 1.363600526317554e-02, 1.700000000000000e-03, 9.438006313047762e-17, -1.208437832777340e-14, -2.545487265088831e-14, -2.545487265088831e-14
92, 1.358622193189348e-02, 1.700000000000000e-03, 1.019684410782240e-16, -1.773925726385511e-14, -1.112190237086116e-14, -1.112190237086116e-14
93, 1.353643860061142e-02, 1.700000000000000e-03, 1.028042958178873e-16, -1.755572073968038e-14, 7.503078477293823e-15, 7.503078477293823e-15
94, 1.348665526932936e-02, 1.700000000000000e-03, 9.684555623444230e-17, -1.175382889575009e-14, 2.061621449242149e-14, 2.061621449242148e-14
95, 1.343687193804731e-02, 1.700000000000000e-03, 8.857537829112340e-17, -5.862146994082014e-15, 2.510530251487378e-14, 2.510530251487378e-14
96, 1.338708860676525e-02, 1.700000000000000e-03, 8.054621602256518e-17, -1.709917854169026e-15, 2.432887146915541e-14, 2.432887146915541e-14
97, 1.333730527548319e-02, 1.700000000000000e-03, 7.362571611385213e-17, 7.935140374082915e-16, 2.142929029588640e-14, 2.142929029588640e-14
98, 1.328752194420113e-02, 1.700000000000000e-03, 6.791236697265040e-17, 2.166904743636954e-15, 1.809984246477964e-14, 1.809984246477964e-14
99, 1.323773861291907e-02, 1.700000000000000e-03, 6.325209351864319e-17, 2.853622934675870e-15, 1.502848905788578e-14, 1.502848905788578e-14
100, 1.318795528163701e-02, 1.700000000000000e-03, 5.944908080005990e-17, 3.142698500132816e-15, 1.240779208292268e-14, 1.240779208292268e-14
101, 1.313817195035496e-02, 1.700000000000000e-03, 5.633240226534873e-17, 3.204405473850983e-15, 1.023285072484853e-14, 1.023285072484853e-14
102, 1.308838861907290e-02, 1.700000000000000e-03, 5.376778203648946e-17, 3.135621818770777e-15, 8.438877346822629e-15, 8.438877346822629e-15
103, 1.303860528779083e-02, 1.700000000000000e-03, 5.165266810999489e-17, 2.991678532867603e-15, 6.954753716822673e-15, 6.954753716822673e-15
104, 1.298882195650878e-02, 1.700000000000000e-03, 4.990842082337310e-17, 2.805126890454632e-15, 5.719652937706024e-15, 5.719652937706024e-15
105, 1.293903862522672e-02, 1.700000000000000e-03, 4.847365831204528e-17, 2.595981926598945e-15, 4.685604562290102e-15, 4.685604562290102e-15
106, 1.288925529394466e-02, 1.700000000000000e-03, 4.729941288684094e-17, 2.377137271690787e-15, 3.815678288255959e-15, 3.815678288255959e-15
107, 1.283947196266260e-02, 1.700000000000000e-03, 4.634579854805674e-17, 2.157219016024729e-15, 3.081394222061333e-15, 3.081394222061333e-15
108, 1.278968863138054e-02, 1.700000000000000e-03, 4.557975114535705e-17, 1.942123057582905e-15, 2.460480880678812e-15, 2.460480880678812e-15
109, 1.273990530009849e-02, 1.700000000000000e-03, 4.497348391886860e-17, 1.735881975335117e-15, 1.935191726385140e-15, 1.935191726385140e-15
110, 1.269012196881643e-02, 1.700000000000000e-03, 4.450340954375677e-17, 1.541187480259123e-15, 1.491110069491789e-15, 1.491110069491789e-15
111, 1.264033863753437e-02, 1.700000000000000e-03, 4.414936576979622e-17, 1.359731050799517e-15, 1.116317698426565e-15, 1.116317698426565e-15
112, 1.259055530625230e-02, 1.700000000000000e-03, 4.389404062523233e-17, 1.192443818969678e-15, 8.008173210631322e-16, 8.008173210631322e-16
113, 1.254077197497025e-02, 1.700000000000000e-03, 4.372253117674594e-17, 1.039676521038847e-15, 5.361271700890837e-16, 5.361271700890837e-16
114, 1.249098864368819e-02, 1.700000000000000e-03, 4.362199383060472e-17, 9.013405108810907e-16, 3.149911564825574e-16, 3.149911564825574e-16
115, 1.244120531240613e-02, 1.700000000000000e-03, 4.358135921444789e-17, 7.770210642472580e-16, 1.311665016189645e-16, 1.311665016189645e-16
116, 1.239142198112408e-02, 1.700000000000000e-03, 4.359109414847850e-17, 6.660693694365992e-16, -2.073639960912650e-17, -2.073639960912650e-17
117, 1.234163864984202e-02, 1.700000000000000e-03, 4.364299920412511e-17, 5.676771983254499e-16, -1.453785296347312e-16, -1.453785296347312e-16
118, 1.229185531855996e-02, 1.700000000000000e-03, 4.373003415761492e-17, 4.809370461959954e-16, -2.467921548141931e-16, -2.467921548141931e-16
119, 1.224207198727789e-02, 1.700000000000000e-03, 4.384616607732816e-17, 4.048899068006529e-16, -3.284632689478902e-16, -3.284632689478902e-16
120, 1.219228865599584e-02, 1.700000000000000e-03, 4.398623633909624e-17, 3.385625047459816e-16, -3.934012840467222e-16, -3.934012840467222e-16
121, 1.214250532471378e-02, 1.700000000000000e-03, 4.414584385926127e-17, 2.809955893667304e-16, -4.441990618892878e-16, -4.441990618892878e-16
122, 1.209272199343172e-02, 1.700000000000000e-03, 4.432124247458201e-17, 2.312647288796950e-16, -4.830853306558402e-16, -4.830853306558402e-16
123, 1.204293866214966e-02, 1.700000000000000e-03, 4.450925081168718e-17, 1.884948975817015e-16, -5.119708564659755e-16, -5.119708564659755e-16
124, 1.199315533086760e-02, 1.700000000000000e-03, 4.470717326086628e-17, 1.518700086148114e-16, -5.324893123071652e-16, -5.324893123071652e-16
125, 1.194337199958554e-02, 1.700000000000000e-03, 4.491273085480864e-17, 1.206384071320995e-16, -5.460335201892484e-16, -5.460335201892484e-16
126, 1.189358866830349e-02, 1.700000000000000e-03, 4.512400098649715e-17, 9.411520401636920e-17, -5.537875787673687e-16, -5.537875787673687e-16
127, 1.184380533702143e-02, 1.700000000000000e-03, 4.533936500328120e-17, 7.168220162270085e-17, -5.567552893645543e-16, -5.567552893645542e-16
128, 1.179402200573937e-02, 1.700000000000000e-03, 4.555746279992054e-17, 5.278604248026491e-17, -5.557852333864528e-16, -5.557852333864528e-16
129, 1.174423867445731e-02, 1.700000000000000e-03, 4.577715360892951e-17, 3.693510154583426e-17, -5.515928165086198e-16, -5.515928165086198e-16
130, 1.169445534317526e-02, 1.700000000000000e-03, 4.599748225638500e-17, 2.369554391330013e-17, -5.447795700693140e-16, -5.447795700693140e-16
131, 1.164467201189319e-02, 1.700000000000000e-03, 4.621765021747281e-17, 1.268688329203199e-17, -5.358499810320518e-16, -5.358499810320518e-16
132, 1.159488868061113e-02, 1.700000000000000e-03, 4.643699086910001e-17, 3.577301933210209e-18, -5.252261054804017e-16, -5.252261054804017e-16
133, 1.154510534932907e-02, 1.700000000000000e-03, 4.665494839692121e-17, -3.921070428430042e-18, -5.132602046686303e-16, -5.132602046686303e-16
134, 1.149532201804702e-02, 1.700000000000000e-03, 4.687105987103751e-17, -1.005677337640489e-17, -5.002456265918869e-16, -5.002456265918869e-16
135, 1.144553868676496e-02, 1.700000000000000e-03, 4.708494005834666e-17, -1.504342603811285e-17, -4.864261395120370e-16, -4.864261395120370e-16
136, 1.139575535548290e-02, 1.700000000000000e-03, 4.729626858921950e-17, -1.906386269901653e-17, -4.720039069437236e-16, -4.720039069437236e-16
137, 1.134597202420084e-02, 1.700000000000000e-03, 4.750477914218890e-17, -2.227395280137944e-17, -4.571462766982937e-16, -4.571462766982937e-16
138, 1.129618869291878e-02, 1.700000000000000e-03, 4.771025035237950e-17, -2.480608515442479e-17, -4.419915398278097e-16, -4.419915398278097e-16
139, 1.124640536163672e-02, 1.700000000000000e-03, 4.791249818727867e-17, -2.677231175230941e-17, -4.266537991312995e-16, -4.266537991312995e-16
140, 1.119662203035466e-02, 1.700000000000000e-03, 4.811136956787371e-17, -2.826715807744726e-17, -4.112270714161699e-16, -4.112270714161699e-16
141, 1.114683869907260e-02, 1.700000000000000e-03, 4.830673704331391e-17, -2.937011459933906e-17, -3.957887332550355e-16, -3.957887332550355e-16
142, 1.109705536779055e-02, 1.700000000000000e-03, 4.849849435448595e-17, -3.014782952537897e-17, -3.804024065106810e-16, -3.804024065106810e-16
143, 1.104727203650849e-02, 1.700000000000000e-03, 4.868655274529081e-17, -3.065602585505838e-17, -3.651203676424901e-16, -3.651203676424901e-16
144, 1.099748870522643e-02, 1.700000000000000e-03, 4.887083790147187e-17, -3.094116743629968e-17, -3.499855536589221e-16, -3.499855536589221e-16
145, 1.094770537394437e-02, 1.700000000000000e-03, 4.905128741457300e-17, -3.104189894827741e-17, -3.350332275872724e-16, -3.350332275872724e-16
146, 1.089792204266231e-02, 1.700000000000000e-03, 4.922784868424678e-17, -3.099028417750560e-17, -3.202923574478200e-16, -3.202923574478200e-16
147, 1.084813871138025e-02, 1.700000000000000e-03, 4.940047718567239e-17, -3.081286591581760e-17, -3.057867548337126e-16, -3.057867548337126e-16
148, 1.079835538009820e-02, 1.700000000000000e-03, 4.956913504005686e-17, -3.053156914643317e-17, -2.915360123209486e-16, -2.915360123209486e-16
149, 1.074857204881614e-02, 1.700000000000000e-03, 4.973378983617372e-17, -3.016446756358341e-17, -2.775562728868592e-16, -2.775562728868592e-16
150, 1.069878871753407e-02, 1.700000000000000e-03, 4.989441365897498e-17, -2.972643153527915e-17, -2.638608592712610e-16, -2.638608592712610e-16
151, 1.064900538625202e-02, 1.700000000000000e-03, 5.005098228841365e-17, -2.922967377755855e-17, -2.504607866768078e-16, -2.504607866768078e-16
152, 1.059922205496996e-02, 1.700000000000000e-03, 5.020347453713807e-17, -2.868420719078081e-17, -2.373651782625142e-16, -2.373651782625142e-16
153, 1.054943872368790e-02, 1.700000000000000e-03, 5.035187170062343e-17, -2.809822758620172e-17, -2.245815994715196e-16, -2.245815994715196e-16
154, 1.049965539240584e-02, 1.700000000000000e-03, 5.049615709704659e-17, -2.747843230565825e-17, -2.121163242899128e-16, -2.121163242899128e-16
155, 1.044987206112379e-02, 1.700000000000000e-03, 5.063631567699731e-17, -2.683028438836843e-17, -1.999745438925975e-16, -1.999745438925976e-16
156, 1.040008872984173e-02, 1.700000000000000e-03, 5.077233368519481e-17, -2.615823037562085e-17, -1.881605258469890e-16, -1.881605258469890e-16
157, 1.035030539855967e-02, 1.700000000000000e-03, 5.090419835758993e-17, -2.546587870842409e-17, -1.766777298978238e-16, -1.766777298978238e-16
158, 1.030052206727761e-02, 1.700000000000000e-03, 5.103189763740608e-17, -2.475614435208870e-17, -1.655288843726578e-16, -1.655288843726578e-16
159, 1.025073873599555e-02, 1.700000000000000e-03, 5.115541989260698e-17, -2.403136429782535e-17, -1.547160252600685e-16, -1.547160252600685e-16
160, 1.020095540471349e-02, 1.700000000000000e-03, 5.127475361534265e-17, -2.329338732834070e-17, -1.442404979679330e-16, -1.442404979679330e-16
161, 1.015117207343143e-02, 1.700000000000000e-03, 5.138988707949584e-17, -2.254364040078208e-17, -1.341029194083680e-16, -1.341029194083680e-16
162, 1.010138874214937e-02, 1.700000000000000e-03, 5.150080792661706e-17, -2.178317263584617e-17, -1.243030951034356e-16, -1.243030951034356e-16
163, 1.005160541086732e-02, 1.700000000000000e-03, 5.160750264051933e-17, -2.101267618667109e-17, -1.148398817590826e-16, -1.148398817590826e-16
164, 1.000182207958526e-02, 1.700000000000000e-03, 5.170995585688197e-17, -2.023248085863252e-17, -1.057109782962441e-16, -1.057109782962441e-16
165, 9.952038748303192e-03, 1.700000000000000e-03, 5.180814943110545e-17, -1.944251523467919e-17, -9.691261351044686e-17, -9.691261351044685e-17
166, 9.902255417021133e-03, 1.700000000000000e-03, 5.190206114733937e-17, -1.864221993252227e-17, -8.843907474450741e-17, -8.843907474450742e-17
167, 9.852472085739075e-03, 1.700000000000000e-03, 5.199166288801015e-17, -1.783038612190097e-17, -8.028200677071641e-17, -8.028200677071641e-17
168, 9.802688754457018e-03, 1.700000000000000e-03, 5.207691800184149e-17, -1.700486608770717e-17, -7.242937072980545e-17, -7.242937072980545e-17
169, 9.752905423174961e-03, 1.700000000000000e-03, 5.215777625488992e-17, -1.616202976249010e-17, -6.486366013217669e-17, -6.486366013217669e-17
170, 9.703122091892901e-03, 1.700000000000000e-03, 5.223413915232921e-17, -1.529558373079813e-17, -5.755743135307927e-17, -5.755743135307927e-17
171, 9.653338760610846e-03, 1.700000000000000e-03, 5.230550077344864e-17, -1.439324651771947e-17, -5.045779919228059e-17, -5.045779919228059e-17
172, 9.603555429328784e-03, 1.700000000000000e-03, 5.236876525049706e-17, -1.342045992941915e-17, -4.013756688692552e-17, -4.013756688692552e-17
173, 9.553772098046729e-03, 1.700000000000000e-03, 5.241520239355220e-17, -1.410799265119170e-17, 1.354999586753314e-16, 1.355061825160695e-16
174, 9.503989057175503e-03, 1.699955982134311e-03, 5.239772513960636e-17, -4.220554793820867e-17, 6.588388241551907e-16, 6.596369827676968e-16
175, 9.454275842183182e-03, 1.697704654976501e-03, 5.229366585559001e-17, -1.412122802653126e-16, 1.221290438670723e-15, 1.229124907512468e-15
176, 9.405008701162915e-03, 1.690730360103608e-03, 5.229378397031636e-17, -2.853915806033717e-16, 1.426053450611955e-15, 1.454301361484591e-15
177, 9.356696153012300e-03, 1.678816441340789e-03, 5.233545180198778e-17, -4.278932907444501e-16, 1.404854553447397e-15, 1.468554983106239e-15
178, 9.309776247039193e-03, 1.662250180011833e-03, 5.235666006548382e-17, -5.657114901013954e-16, 1.359094265436516e-15, 1.472116553483221e-15
179, 9.264774877383078e-03, 1.641014982593511e-03, 5.239547320666687e-17, -6.986336973849768e-16, 1.298970627013150e-15, 1.474917092802840e-15
180, 9.222049989124148e-03, 1.615509404937148e-03, 5.240812098195734e-17, -8.251384756791138e-16, 1.225972154622400e-15, 1.477781221770980e-15
181, 9.182137851242509e-03, 1.585792511771305e-03, 5.244083837526000e-17, -9.528223562589920e-16, 1.148889760789090e-15, 1.492576872189754e-15
182, 9.145296108395384e-03, 1.552346721462857e-03, 5.243811163261382e-17, -1.063583834532806e-15, 1.050671707583316e-15, 1.495030286148852e-15
183, 9.112178310468667e-03, 1.515205939522626e-03, 5.248766970061577e-17, -1.145655086569336e-15, 9.262147987647738e-16, 1.473225956700155e-15
184, 9.082681181085536e-03, 1.475129938975062e-03, 5.247570653673755e-17, -1.238405754292656e-15, 8.117361914266375e-16, 1.480724597606845e-15
185, 9.057448935201343e-03, 1.432244804039600e-03, 5.249852305147928e-17, -1.318930436496214e-15, 6.898350697199405e-16, 1.488438267200422e-15
186, 9.036542415582337e-03, 1.387088084835689e-03, 5.250561040001152e-17, -1.374408998755473e-15, 5.525828460333331e-16, 1.481331861897471e-15
