"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Grid_Velx","Grid_Vely","Pressure","Temperature","C<sub>p</sub>","Mach","<greek>m</greek>","C<sub>f</sub>_x","C<sub>f</sub>_y","h","y<sup>+</sup>"
26,4.499518921039396e-02,-1.339260843840500e-03,1.175245763966045e+00,4.259343662485778e-02,-2.901343705071038e-02,7.184162206526294e+00,-1.068135003888526e-03,-3.677683264428213e-02,2.873212895382918e+00,8.516662901346235e-03,-3.102592326131564e-01,2.370282784022182e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
27,5.999897149961471e-03,-1.299804398626597e-03,1.173488364285370e+00,-6.245318179273965e-04,-6.614417819855632e-04,7.175452027957642e+00,-6.701841034567960e-05,-3.574330755429667e-05,2.870180670142847e+00,8.520415874757412e-03,-3.769377101797072e-01,4.189265050408577e-04,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
28,6.000511512407914e-03,-4.997516856094030e-03,1.173413868118658e+00,-1.140098529964050e-03,-1.309071105427272e-02,7.175178267480910e+00,-1.986012982526340e-04,-1.027016057109868e-04,2.870041877215666e+00,8.520544761067030e-03,-3.799897595325044e-01,6.051601905208268e-03,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
29,6.002529887016190e-03,-5.997559730197455e-03,1.173339637656615e+00,1.981066155218947e-02,-8.165472893151685e-03,7.175193104453022e+00,-3.231876580362791e-04,6.461879484605942e-05,2.869998980168974e+00,8.520956446735110e-03,-3.809330633899075e-01,9.868576414674344e-03,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
30,5.002000903732074e-03,-5.999692138608292e-03,1.172821784168415e+00,1.678951181132604e-02,-2.439977076868962e-03,7.172015444909127e+00,-1.275779100690013e-04,1.104696567143411e-04,2.868757092723440e+00,8.521030070332251e-03,-4.082421046454552e-01,7.817169994223588e-03,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
31,-4.999725581415364e-03,-5.999853626401402e-03,1.171682014692861e+00,2.720036538275479e-01,-1.815134228313409e-01,7.171601806897339e+00,-1.400431473711286e-05,5.340369936936498e-06,2.850387799350955e+00,8.474703879630294e-03,-8.121819241102202e-01,1.512290502964857e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
32,4.598304636634103e-02,5.920689603620975e-03,1.177381875715548e+00,2.217434695914949e-02,-2.226626377135772e-02,7.198881576680353e+00,3.857178913646217e-03,-3.627908284256618e-02,2.879384887616847e+00,8.519472788842457e-03,-1.745374398279587e-01,1.442425522927893e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
33,4.995861087928125e-02,5.923765841719412e-03,1.177695049034529e+00,3.587747262315999e-02,8.058338060482119e-03,7.203074748179717e+00,2.768335141687880e-03,-3.785045388864958e-02,2.881000276186482e+00,8.521985597902184e-03,-1.390151280028631e-01,1.687163255773245e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
34,4.995976204158067e-02,4.927117214051714e-03,1.177439960761948e+00,1.388653250446568e-02,1.447695989301833e-02,7.201179824066256e+00,2.564745576211225e-03,-3.784615316848104e-02,2.880403574862581e+00,8.522066434276131e-03,-1.521365595224871e-01,9.206164007185415e-03,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
35,4.996486569097466e-02,1.243499131173751e-03,1.176384238740757e+00,-2.488821445443826e-03,3.455767106077796e-02,7.191327395804358e+00,6.760083397800570e-04,-3.866581330919298e-02,2.876326870775888e+00,8.517642080005414e-03,-2.417830733756953e-01,1.591879231529917e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
36,4.996341586271829e-02,-1.343471761440925e-03,1.175807596094939e+00,3.731775423505497e-02,3.553435417919305e-02,7.186330115518910e+00,-7.911146292262361e-04,-3.869552038197908e-02,2.874080389811245e+00,8.515163577046866e-03,-2.911830746108113e-01,2.369057551303998e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
37,4.995218179685856e-02,-5.024679934284183e-03,1.176241271718361e+00,1.255654510824694e-01,3.258637739137452e-02,7.190275817631123e+00,-2.642383478868027e-03,-3.784092579034895e-02,2.873248915044272e+00,8.509561530688253e-03,-3.094671621067144e-01,5.963820401290634e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
38,4.597166419941181e-02,-6.013472662950463e-03,1.175838267622698e+00,1.431699247282476e-01,1.229014882151209e-02,7.189133567926505e+00,-3.935566802941090e-03,-3.625318462768322e-02,2.872141264711984e+00,8.509196479734114e-03,-3.338243361243377e-01,6.608537887871541e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
39,4.995031188104185e-02,-6.021336177211032e-03,1.176751253011068e+00,1.530792967394712e-01,3.266869059883869e-02,7.193970060396013e+00,-2.861421821639953e-03,-3.783443475251749e-02,2.873423930111680e+00,8.506391759851229e-03,-3.056185897474536e-01,7.194181610199055e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
40,-1.498721067014419e-02,-1.249907764141184e-02,1.188681799062145e+00,2.824830993896424e-01,-4.960783532252849e-02,7.281694902424502e+00,-3.989900203214304e-04,4.159992822438952e-04,2.898837816562597e+00,8.495494257126064e-03,2.532314703347606e-01,1.305808033110098e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
41,-1.499349247735158e-02,-6.000450795637220e-03,1.191058953115752e+00,2.461728110628550e-01,-3.932105197122040e-02,7.293474885786893e+00,-1.060809752167005e-04,2.477732367096950e-04,2.906954333496469e+00,8.502277913047012e-03,4.317132615756659e-01,1.132298742268589e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
42,-1.499386380923528e-02,5.998919302516280e-03,1.190799001704633e+00,2.486037873476750e-01,4.536329259323801e-02,7.291944473686310e+00,1.502175484892690e-04,1.813614337269672e-04,2.906051937117057e+00,8.501494049590084e-03,4.118696114583842e-01,1.148114510220133e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
43,-1.498753425412345e-02,1.249548444772573e-02,1.187974717349077e+00,2.863462915390342e-01,5.414952279866622e-02,7.276761672463876e+00,4.647228757316026e-04,2.337119487594123e-04,2.896406996104600e+00,8.493422632442280e-03,1.997778530918951e-01,1.327773108777167e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
44,-5.988925166584138e-03,1.249738201406921e-02,1.183367903042281e+00,3.346908195141775e-01,9.346514821456745e-02,7.252745735240232e+00,4.726788759550765e-04,2.366112981321521e-04,2.880689817866950e+00,8.480218791682049e-03,-1.458420905321390e-01,1.590662437173485e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
45,6.020069998045062e-03,1.248663523907144e-02,1.179365613149228e+00,3.889253581031157e-01,4.381721431120610e-02,7.232039392100381e+00,1.944790962233808e-03,1.726349790944111e-04,2.866838590686122e+00,8.468083394360497e-03,-4.504298660842203e-01,1.798934080365266e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
46,4.994379223192805e-02,1.241286554200519e-02,1.181322118445242e+00,2.536104844570929e-01,-7.214883979702497e-03,7.231289257511271e+00,5.264302853094649e-03,-3.534629843632529e-02,2.881617687743079e+00,8.497640833917757e-03,-1.254382795280826e-01,1.162188328351920e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
47,5.992843231622430e-02,1.241472933900358e-02,1.181169244588368e+00,2.733085109648939e-01,-2.903931688838330e-03,7.232577588879106e+00,3.481834849490203e-03,-3.643101975349940e-02,2.880381540091550e+00,8.495094884381778e-03,-1.526211030077311e-01,1.252369771879371e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
48,5.991573866102301e-02,5.926238234584977e-03,1.177867404965707e+00,9.802420957239365e-02,3.154008387270711e-02,7.205075931313879e+00,1.806444067530000e-03,-3.703430811995991e-02,2.880229911368670e+00,8.518460183771850e-03,-1.559554108498513e-01,4.724972491069224e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
49,5.991075224864325e-02,-6.021371954741162e-03,1.179738149002703e+00,1.350565264887550e-01,5.917115225138467e-02,7.211060431117404e+00,-2.094353504074331e-03,-3.718864886175206e-02,2.880738356128425e+00,8.506453593983582e-03,-1.447747366508574e-01,6.759832285008102e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
50,5.991648089795146e-02,-1.250965784847737e-02,1.183190537116107e+00,2.857461532658068e-01,3.539998962082783e-02,7.240453085735382e+00,-3.487673859783880e-03,-3.614919828390230e-02,2.882167595616238e+00,8.485840973974859e-03,-1.133458335911537e-01,1.317761535347915e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
51,4.992860158813294e-02,-1.250311267523795e-02,1.181300119860743e+00,3.110587122341239e-01,3.159099925374290e-02,7.231437091637531e+00,-5.346002697295682e-03,-3.530197092348691e-02,2.876024340799288e+00,8.481304477392862e-03,-2.484356920503653e-01,1.433607322519744e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
52,6.015725325456947e-03,-1.248603743215107e-02,1.181036571784564e+00,3.702233552873136e-01,-5.529557883086061e-02,7.241374631638816e+00,-1.922905232571966e-03,1.840881966891361e-04,2.872821047437122e+00,8.473748560404349e-03,-3.188759488511185e-01,1.717531192161956e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
53,-5.991397388597687e-03,-1.249526259412063e-02,1.184638984137327e+00,3.234744006186224e-01,-9.226120659145719e-02,7.260421625921298e+00,-4.506403768868641e-04,1.261669820952840e-04,2.885066152542198e+00,8.483989076284211e-03,-4.960671539871318e-02,1.537758640514088e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
54,-5.000000000000000e-02,-6.000000000000000e-02,1.186453391544144e+00,3.125702660836531e-01,6.209955723535031e-06,7.269229045431306e+00,-6.938893903907228e-16,0.000000000000000e+00,2.891222337208856e+00,8.489090308428491e-03,8.576746979266751e-02,1.426321925871311e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
55,-5.000000000000000e-02,-1.250000000000000e-02,1.187764115011710e+00,2.953223344999720e-01,-2.386576834045989e-04,7.275960559397987e+00,-6.938893903907228e-16,-1.734723475976807e-16,2.895698590962291e+00,8.492850905100463e-03,1.842000603325500e-01,1.345831346049202e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
56,-5.000000000000000e-02,-6.000000000000000e-03,1.188095145653718e+00,2.930822045798886e-01,-1.612042977809995e-04,7.278208788748565e+00,-6.938893903907228e-16,-8.673617379884035e-17,2.896823864697474e+00,8.493784019190827e-03,2.089447720762853e-01,1.335176998408872e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
57,-5.000000000000000e-02,6.000000000000000e-03,1.188066756833530e+00,2.937791427284573e-01,2.676147761364615e-04,7.278137955564922e+00,-6.938893903907228e-16,8.673617379884035e-17,2.896726325859351e+00,8.493700977221103e-03,2.067998980267847e-01,1.338390873008927e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
58,-5.000000000000000e-02,1.250000000000000e-02,1.187603019330559e+00,2.968027293693979e-01,2.269237582151297e-04,7.274961719828322e+00,-6.938893903907228e-16,1.734723475976807e-16,2.895149442445816e+00,8.492392114367529e-03,1.721243126101938e-01,1.352797711317276e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
59,-5.000000000000000e-02,6.000000000000000e-02,1.186176153603284e+00,3.148112870090060e-01,2.508037482951146e-04,7.267473625646663e+00,-6.938893903907228e-16,0.000000000000000e+00,2.890279249327761e+00,8.488304709567599e-03,6.502901563961945e-02,1.436950864226648e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
60,-1.500000000000000e-02,6.000000000000000e-02,1.185336135326832e+00,3.291099483133926e-01,4.396977989929664e-04,7.264185324410321e+00,0.000000000000000e+00,0.000000000000000e+00,2.887398545618010e+00,8.485853981926599e-03,1.682488756276959e-03,1.503499372857858e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
61,-6.000000000000000e-03,6.000000000000000e-02,1.184655016878909e+00,3.352832941124156e-01,-8.530686526561705e-05,7.260144699027865e+00,-8.673617379884035e-17,0.000000000000000e+00,2.885079376504933e+00,8.483913143301446e-03,-4.931592113617326e-02,1.532756190457397e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
62,6.000000000000000e-03,6.000000000000000e-02,1.184019735776132e+00,3.428021325729376e-01,-7.519420189464424e-07,7.256896028089558e+00,8.673617379884035e-17,0.000000000000000e+00,2.882908522159423e+00,8.482078077241807e-03,-9.705289689392550e-02,1.568139142593215e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
63,5.000000000000000e-02,6.000000000000000e-02,1.183520093250797e+00,3.486672510406069e-01,-2.541611387740580e-05,7.254401519260879e+00,6.938893903907228e-16,0.000000000000000e+00,2.881217001678994e+00,8.480680042817698e-03,-1.342493455340834e-01,1.595773830950559e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
64,6.000000000000000e-02,6.000000000000000e-02,1.183801946230595e+00,3.451636252725272e-01,-5.982780341611530e-05,7.255750448277176e+00,0.000000000000000e+00,0.000000000000000e+00,2.882172161753542e+00,8.481471650321891e-03,-1.132454244659492e-01,1.579288693150047e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
65,1.450000000000000e-01,6.000000000000000e-02,1.184897530080336e+00,3.261987799240906e-01,-3.192523457875361e-03,7.259984423780103e+00,-1.387778780781446e-15,0.000000000000000e+00,2.886031737601521e+00,8.484976695136049e-03,-2.837354944987706e-02,1.490898798586755e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
66,1.450000000000000e-01,1.250000000000000e-02,1.186297032807129e+00,2.822060087310407e-01,-3.852699188654865e-03,7.269594510949821e+00,-1.387778780781446e-15,1.734723475976807e-16,2.894408608748130e+00,8.499565839738689e-03,1.558334175807152e-01,1.287259376589872e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
67,1.450000000000000e-01,6.000000000000000e-03,1.183746309912328e+00,2.200168748427234e-01,-3.479735167487842e-04,7.235044745787681e+00,-1.387778780781446e-15,8.673617379884035e-17,2.885839195514349e+00,8.492661900503644e-03,-3.260754007514493e-02,1.006067532881194e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
68,1.450000000000000e-01,-6.000000000000000e-03,1.182857160068149e+00,2.005763145806314e-01,5.280710274032148e-03,7.237476868235811e+00,-1.387778780781446e-15,-8.673617379884035e-17,2.888183713405392e+00,8.505950614362200e-03,1.894828814515218e-02,9.174608337877421e-02,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
69,1.450000000000000e-01,-1.250000000000000e-02,1.185174326118235e+00,2.537849279368022e-01,-4.066500835597712e-05,7.262427759286745e+00,-1.387778780781446e-15,-1.734723475976807e-16,2.894102358099446e+00,8.506717243043308e-03,1.490989815176632e-01,1.158120509807258e-01,1.820000000000000e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
