"PointID","x","y","Temperature","Heat_Flux"
0,0.000000000000000e+00,1.000000000000000e-10,3.307497251489256e+02,-5.859932785233499e+00,
1,6.168376072474002e-05,7.853658754898123e-03,3.307503341215968e+02,-5.859826114135015e+00,
2,2.467198202125154e-04,1.570537963701579e-02,3.307521231764430e+02,-5.859396333541544e+00,
3,5.550625235843376e-04,2.355322545171365e-02,3.307550904680605e+02,-5.858637517359229e+00,
4,9.866357918920654e-04,3.139525986046725e-02,3.307592350542683e+02,-5.857544960754564e+00,
5,1.541333140889611e-03,3.922954795862962e-02,3.307645573229108e+02,-5.856116998092933e+00,
6,2.219017707306148e-03,4.705415675283998e-02,3.307710590838846e+02,-5.854356264941013e+00,
7,3.019522282615483e-03,5.486715563796100e-02,3.307787431183199e+02,-5.852268292610769e+00,
8,3.942649354291727e-03,6.266661687342666e-02,3.307876123710554e+02,-5.849858424081530e+00,
9,4.988171154543197e-03,7.045061605888349e-02,3.307976692188960e+02,-5.847130285461428e+00,
10,6.155829716510242e-03,7.821723260900737e-02,3.308089149535759e+02,-5.844085101515681e+00,
11,7.445336937914715e-03,8.596455022737950e-02,3.308213495075819e+02,-5.840720957208465e+00,
12,8.856374652145227e-03,9.369065737930359e-02,3.308349715207222e+02,-5.837033135612934e+00,
13,1.038859470675962e-02,1.013936477634486e-01,3.308497787007688e+02,-5.833014994487985e+00,
14,1.204161904938661e-02,1.090716207822001e-01,3.308657683877115e+02,-5.828659589164350e+00,
15,1.381503982100457e-02,1.167226820106041e-01,3.308829381128838e+02,-5.823960194582359e+00,
16,1.570841945657442e-02,1.243449436637884e-01,3.309012861546456e+02,-5.818910176679233e+00,
17,1.772129079300239e-02,1.319365250627447e-01,3.309208122396465e+02,-5.813507102452978e+00,
18,1.985315718440578e-02,1.394955530983587e-01,3.309415177169612e+02,-5.807753779824889e+00,
19,2.210349262465222e-02,1.470201626935712e-01,3.309634050201390e+02,-5.801654998524922e+00,
20,2.447174187714457e-02,1.545084972635583e-01,3.309864769019920e+02,-5.795214386084673e+00,
21,2.695732061181683e-02,1.619587091738155e-01,3.310107358350861e+02,-5.788432202684016e+00,
22,2.955961554930886e-02,1.693689601960345e-01,3.310361838443869e+02,-5.781304937949870e+00,
23,3.227798461228393e-02,1.767374219616578e-01,3.310628228135457e+02,-5.773827598775558e+00,
24,3.511175708385172e-02,1.840622764130020e-01,3.310906548916054e+02,0.000000000000000e+00,
25,3.806023377305784e-02,1.913417162518359e-01,3.311196829995902e+02,0.000000000000000e+00,
26,4.112268718739837e-02,1.985739453853042e-01,3.311499111281366e+02,-5.749244500991560e+00,
27,4.429836171231788e-02,2.057571793690869e-01,3.311813444189037e+02,-5.740325540807071e+00,
28,4.758647379764636e-02,2.128896458476839e-01,3.312139889306118e+02,-5.731046359285480e+00,
29,5.098621215092786e-02,2.199695849917176e-01,3.312478511116208e+02,-5.721409418597426e+00,
30,5.449673793759541e-02,2.269952499321439e-01,3.312829373137586e+02,-5.711416109194440e+00,
31,5.811718498794044e-02,2.339649071912665e-01,3.313192534737972e+02,-5.701066866554886e+00,
32,6.184666001082745e-02,2.408768371104465e-01,3.313568048975446e+02,-5.690361814615530e+00,
33,6.568424281410007e-02,2.477293342744021e-01,3.313955960015367e+02,-5.679300537017510e+00,
34,6.962898653162497e-02,2.545207079319946e-01,3.314356300187628e+02,-5.667880946611057e+00,
35,7.367991785691630e-02,2.612492824133960e-01,3.314769088289833e+02,-5.656098362250379e+00,
36,7.783603728328542e-02,2.679133975435353e-01,3.315194330517101e+02,-5.643945414664499e+00,
37,8.209631935045336e-02,2.745114090517217e-01,3.315632024403835e+02,-5.631413436172783e+00,
38,8.645971289756821e-02,2.810416889773443e-01,3.316082163929417e+02,-5.618493626371648e+00,
39,9.092514132256357e-02,2.875026260715464e-01,3.316544744734326e+02,-5.605178489252220e+00,
40,9.549150284779340e-02,2.938926261947776e-01,3.317019767832475e+02,-5.591463028444546e+00,
41,1.001576707918795e-01,3.002101127101234e-01,3.317507240222362e+02,-5.577344371900442e+00,
42,1.049224938477034e-01,3.064535268723173e-01,3.318007173064405e+02,-5.562819988529342e+00,
43,1.097847963664739e-01,3.126213282123371e-01,3.318519580284860e+02,-5.547886833574476e+00,
44,1.147433786478012e-01,3.187119949174936e-01,3.319044478798581e+02,-5.532542126732270e+00,
45,1.197970172357042e-01,3.247240242069142e-01,3.319581888825236e+02,-5.516784363568821e+00,
46,1.249444652204811e-01,3.306559327023320e-01,3.320131832380367e+02,-5.500612262699794e+00,
47,1.301844525463648e-01,3.365062567940871e-01,3.320694331855711e+02,-5.484026072881157e+00,
48,1.355156863248907e-01,3.422735530022507e-01,3.321269405633449e+02,-5.467025018202442e+00,
49,1.409368511538971e-01,3.479563983327816e-01,3.321857064909249e+02,-5.449606811362559e+00,
50,1.464466094420815e-01,3.535533906286291e-01,3.322457311944207e+02,-5.431767793228299e+00,
51,1.520436017390310e-01,3.590631489156941e-01,3.323070139150134e+02,-5.413501929302859e+00,
52,1.577264470706461e-01,3.644843137435640e-01,3.323695531084192e+02,-5.394802227875382e+00,
53,1.634937432798760e-01,3.698155475209365e-01,3.324333467236228e+02,-5.375662013377254e+00,
54,1.693440673726792e-01,3.750555348456501e-01,3.324983923986978e+02,-5.356075382308117e+00,
55,1.752759758691264e-01,3.802029828292406e-01,3.325646875330782e+02,-5.336035672276741e+00,
56,1.812880051595577e-01,3.852566214159412e-01,3.326322295625533e+02,-5.315536664046331e+00,
57,1.873786718657059e-01,3.902152036960503e-01,3.327010162529624e+02,-5.294573680888187e+00,
58,1.935464732066983e-01,3.950775062135873e-01,3.327710458621671e+02,-5.273143658564094e+00,
59,1.997898873698451e-01,3.998423292681625e-01,3.328423171923808e+02,-5.251245589172861e+00,
60,2.061073738861241e-01,4.045084972109851e-01,3.329148294483482e+02,-5.228879614701591e+00,
61,2.124973740102686e-01,4.090748587349369e-01,3.329885820560497e+02,-5.206047031393262e+00,
62,2.189583111053637e-01,4.135402871586401e-01,3.330635744151247e+02,-5.182751201508899e+00,
63,2.254885910318591e-01,4.179036807044491e-01,3.331398053624820e+02,-5.158996477938840e+00,
64,2.320866025408975e-01,4.221639627702973e-01,3.332172724447292e+02,-5.134785340508775e+00,
65,2.387507176718680e-01,4.263200821953336e-01,3.332959713945139e+02,-5.110116239264217e+00,
66,2.454792921540795e-01,4.303710135192792e-01,3.333758961151027e+02,-5.084984109107517e+00,
67,2.522706658124610e-01,4.343157572354457e-01,3.334570390777718e+02,-5.059382257839455e+00,
68,2.591231629771842e-01,4.381533400373479e-01,3.335393918751130e+02,-5.033304412809269e+00,
