"PointID"	"x"	"y"	"Temperature"	"Heat_Flux"
0	5.000000000000000e+00	1.000000000000000e-10	3.414561969004318e+02	-2.352767630628152e+00	
1	5.000061683760725e+00	7.853658754898123e-03	3.414560602189204e+02	-2.352922457004174e+00	
2	5.000246719820213e+00	1.570537963701579e-02	3.414549517842462e+02	-2.353711133290061e+00	
3	5.000555062523584e+00	2.355322545171365e-02	3.414528734427529e+02	-2.355128556424123e+00	
4	5.000986635791892e+00	3.139525986046725e-02	3.414498297707888e+02	-2.357168679210853e+00	
5	5.001541333140890e+00	3.922954795862962e-02	3.414458283275729e+02	-2.359825622598610e+00	
6	5.002219017707306e+00	4.705415675283998e-02	3.414408797085344e+02	-2.363094401933819e+00	
7	5.003019522282615e+00	5.486715563796100e-02	3.414349972813125e+02	-2.366970124564082e+00	
8	5.003942649354292e+00	6.266661687342666e-02	3.414281967122673e+02	-2.371446282740971e+00	
9	5.004988171154543e+00	7.045061605888349e-02	3.414204955213589e+02	-2.376513792849587e+00	
10	5.006155829716510e+00	7.821723260900737e-02	3.414119127645491e+02	-2.382160672350943e+00	
11	5.007445336937915e+00	8.596455022737950e-02	3.414024688537229e+02	-2.388371776588557e+00	
12	5.008856374652146e+00	9.369065737930359e-02	3.413921855510532e+02	-2.395129052592715e+00	
13	5.010388594706759e+00	1.013936477634486e-01	3.413810861134887e+02	-2.402412171479589e+00	
14	5.012041619049387e+00	1.090716207822001e-01	3.413691955252735e+02	-2.410199543165950e+00	
15	5.013815039821004e+00	1.167226820106041e-01	3.413565406976174e+02	-2.418468738229536e+00	
16	5.015708419456574e+00	1.243449436637884e-01	3.413431506243114e+02	-2.427196268532202e+00	
17	5.017721290793002e+00	1.319365250627447e-01	3.413290566137959e+02	-2.436359706271170e+00	
18	5.019853157184405e+00	1.394955530983587e-01	3.413142922673517e+02	-2.445938326552182e+00	
19	5.022103492624653e+00	1.470201626935712e-01	3.412988931126960e+02	-2.455911686503153e+00	
20	5.024471741877145e+00	1.545084972635583e-01	3.412828961255427e+02	-2.466258355290866e+00	
21	5.026957320611817e+00	1.619587091738155e-01	3.412663393068939e+02	-2.476954941422286e+00	
22	5.029559615549309e+00	1.693689601960345e-01	3.412492614458986e+02	-2.487975839179045e+00	
23	5.032277984612284e+00	1.767374219616578e-01	3.412317021105549e+02	-2.499294370372350e+00	
24	5.035111757083852e+00	1.840622764130020e-01	3.412137016826253e+02	0.000000000000000e+00	
25	5.038060233773058e+00	1.913417162518359e-01	3.411953015012356e+02	0.000000000000000e+00	
26	5.041122687187398e+00	1.985739453853042e-01	3.411765439613744e+02	-2.534759295805350e+00	
27	5.044298361712318e+00	2.057571793690869e-01	3.411574725314862e+02	-2.546994637334675e+00	
28	5.047586473797646e+00	2.128896458476839e-01	3.411381316120089e+02	-2.559395071548499e+00	
29	5.050986212150928e+00	2.199695849917176e-01	3.411185662183431e+02	-2.571936500371728e+00	
30	5.054496737937596e+00	2.269952499321439e-01	3.410988216602888e+02	-2.584594395303603e+00	
31	5.058117184987941e+00	2.339649071912665e-01	3.410789433175003e+02	-2.597343812642374e+00	
32	5.061846660010827e+00	2.408768371104465e-01	3.410589764943045e+02	-2.610159852109358e+00	
33	5.065684242814100e+00	2.477293342744021e-01	3.410389662699998e+02	-2.623017798768783e+00	
34	5.069628986531625e+00	2.545207079319946e-01	3.410189573182220e+02	-2.635892767523562e+00	
35	5.073679917856916e+00	2.612492824133960e-01	3.409989937520781e+02	-2.648759279205043e+00	
36	5.077836037283285e+00	2.679133975435353e-01	3.409791190648019e+02	-2.661591105788821e+00	
37	5.082096319350454e+00	2.745114090517217e-01	3.409593762055570e+02	-2.674361897542114e+00	
38	5.086459712897568e+00	2.810416889773443e-01	3.409398077064674e+02	-2.687045698962696e+00	
39	5.090925141322564e+00	2.875026260715464e-01	3.409204558160612e+02	-2.699617571395120e+00	
40	5.095491502847794e+00	2.938926261947776e-01	3.409013625748643e+02	-2.712054306928821e+00	
41	5.100157670791879e+00	3.002101127101234e-01	3.408825697328952e+02	-2.724334425700824e+00	
42	5.104922493847703e+00	3.064535268723173e-01	3.408641185059949e+02	-2.736437040753865e+00	
43	5.109784796366474e+00	3.126213282123371e-01	3.408460493502751e+02	-2.748340956807495e+00	
44	5.114743378647801e+00	3.187119949174936e-01	3.408284018921323e+02	-2.760024945439532e+00	
45	5.119797017235705e+00	3.247240242069142e-01	3.408112149593010e+02	-2.771468494000248e+00	
46	5.124944465220481e+00	3.306559327023320e-01	3.407945265905696e+02	-2.782651666454215e+00	
47	5.130184452546365e+00	3.365062567940871e-01	3.407783740803940e+02	-2.793556247759972e+00	
48	5.135515686324891e+00	3.422735530022507e-01	3.407627938479606e+02	-2.804164761942398e+00	
49	5.140936851153898e+00	3.479563983327816e-01	3.407478213080146e+02	-2.814460187899081e+00	
50	5.146446609442082e+00	3.535533906286291e-01	3.407334907700233e+02	-2.824425946147249e+00	
51	5.152043601739031e+00	3.590631489156941e-01	3.407198353436366e+02	-2.834045185169940e+00	
52	5.157726447070647e+00	3.644843137435640e-01	3.407068869767598e+02	-2.843301223638913e+00	
53	5.163493743279876e+00	3.698155475209365e-01	3.406946765508434e+02	-2.852178106665759e+00	
54	5.169344067372679e+00	3.750555348456501e-01	3.406832339515879e+02	-2.860660927786065e+00	
55	5.175275975869126e+00	3.802029828292406e-01	3.406725880647849e+02	-2.868734921539432e+00	
56	5.181288005159558e+00	3.852566214159412e-01	3.406627668764984e+02	-2.876385866233630e+00	
57	5.187378671865706e+00	3.902152036960503e-01	3.406537976152836e+02	-2.883600650527420e+00	
58	5.193546473206698e+00	3.950775062135873e-01	3.406457068584746e+02	-2.890367467766585e+00	
59	5.199789887369845e+00	3.998423292681625e-01	3.406385205946135e+02	-2.896676235541416e+00	
60	5.206107373886124e+00	4.045084972109851e-01	3.406322641757524e+02	-2.902518289557526e+00	
61	5.212497374010269e+00	4.090748587349369e-01	3.406269622185887e+02	-2.907886353962648e+00	
62	5.218958311105363e+00	4.135402871586401e-01	3.406226384497193e+02	-2.912774933948581e+00	
