"PointID","x","y","Pressure","Velocity_x","Velocity_y","ProgressVariable","EnthalpyTot","Y-CO","Y-NOx_tot","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Temperature","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_ProgressVariable","Residual_EnthalpyTot","Residual_Y-CO","Residual_Y-NOx_tot"
455, 1.879999999999897e-03, 7.999999999999980e-04, 6.233542601695259e-01, 3.313716400568529e-01, 0.000000000000000e+00, 1.047782600233074e-05, -1.562409798054894e+05, 1.157881562628775e-06, -6.100316884456156e-09, 2.648964219656322e+01, 1.017710469651954e+00, 1.892812509704198e-05, 1.068709274686043e+03, 2.985786333938206e-02, 3.346777023776850e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.200584499438245e-17, 4.810305401413092e-17, -0.000000000000000e+00, -1.928839785631610e-21, -9.424960811799110e-13, -2.114706307493060e-22, -1.847677407779640e-26
456, 1.839999999999897e-03, 7.999999999999980e-04, 6.278840240414302e-01, 3.116036059480025e-01, 0.000000000000000e+00, 8.487600132312558e-06, -1.599697758128498e+05, 9.296597335711452e-07, -6.103565995085053e-09, 2.668213598680223e+01, 1.029091743872167e+00, 1.881182922205531e-05, 1.067934079023925e+03, 2.961854923914056e-02, 3.311640634319343e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.105801512640489e-17, 4.443370728662529e-17, -0.000000000000000e+00, -1.300747975588172e-21, -7.988262828995119e-13, -1.448530217766160e-22, -5.384419412392592e-27
457, 1.799999999999897e-03, 7.999999999999981e-04, 6.367000637541399e-01, 2.914430964383604e-01, -7.899580957859340e-16, 6.905742983417777e-06, -1.634990146137128e+05, 7.483797149585957e-07, -6.093841670636030e-09, 2.705677646413988e+01, 1.039855825486768e+00, 1.870184101583313e-05, 1.067201012312354e+03, 2.939221506230196e-02, 3.278410604718975e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.457122856094263e-18, 3.629159965629593e-17, -0.000000000000000e+00, -1.126989963750885e-21, -6.932995844088907e-13, -1.254386512114389e-22, -4.377734289717429e-27
458, 1.759999999999897e-03, 7.999999999999981e-04, 6.454626675163735e-01, 2.719499053197986e-01, -7.371216953873881e-16, 5.647279164520494e-06, -1.668297127482435e+05, 6.042853437610508e-07, -6.071975768800883e-09, 2.742914616336789e+01, 1.050008080422955e+00, 1.859810534476801e-05, 1.066509683606042e+03, 2.917874736079071e-02, 3.247070101724827e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.983631438579109e-18, 4.004804565090438e-17, -0.000000000000000e+00, -1.122194901137492e-21, -7.235843868524938e-13, -1.253881102737479e-22, -1.640017170051195e-27
459, 1.719999999999898e-03, 7.999999999999982e-04, 6.509415050268931e-01, 2.550678870394704e-01, 0.000000000000000e+00, 4.663673419721426e-06, -1.698210920004498e+05, 4.917883592922362e-07, -6.039888387018367e-09, 2.766197114681680e+01, 1.059122131274435e+00, 1.850497856396112e-05, 1.065889096810920e+03, 2.898711066783945e-02, 3.218935050316654e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.561809030846468e-18, 3.575532534641295e-17, -0.000000000000000e+00, -7.535227639445948e-22, -6.027088550464299e-13, -8.537132470139308e-23, 7.348042116907420e-27
460, 1.679999999999899e-03, 7.999999999999982e-04, 6.552701423802793e-01, 2.393722621064685e-01, 0.000000000000000e+00, 3.869364972921459e-06, -1.725575949249678e+05, 4.010732670672240e-07, -5.997763243848325e-09, 2.784591800018184e+01, 1.067456804423363e+00, 1.841981579401687e-05, 1.065321610662487e+03, 2.881186234333653e-02, 3.193206270683344e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.854536519889127e-18, 3.131239931004773e-17, -0.000000000000000e+00, -5.359936498887552e-22, -5.001311864649693e-13, -6.134041271782644e-23, 1.198092360565727e-26
461, 1.639999999999899e-03, 7.999999999999982e-04, 6.584092592480330e-01, 2.252660229752174e-01, 0.000000000000000e+00, 3.219616989230225e-06, -1.750553642580638e+05, 3.270023045409150e-07, -5.946236346038580e-09, 2.797931579330413e+01, 1.075062339978686e+00, 1.834210354272015e-05, 1.064803792337963e+03, 2.865194572361916e-02, 3.169728546592818e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.814803577134473e-18, 2.630325821822261e-17, -0.000000000000000e+00, -4.041770878408884e-22, -4.026674826906884e-13, -4.639618005893030e-23, 1.239556861896406e-26
462, 1.599999999999900e-03, 7.999999999999983e-04, 6.632898352181469e-01, 2.107135545931375e-01, -5.711402341550736e-16, 2.671750171121764e-06, -1.773941539561702e+05, 2.646938781562303e-07, -5.883504522018894e-09, 2.818671745785087e+01, 1.082182171140758e+00, 1.826935436613170e-05, 1.064319061203370e+03, 2.850224213696010e-02, 3.147750348157246e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.944053707357053e-18, 2.424278961888774e-17, -0.000000000000000e+00, -4.132332615199236e-22, -3.964294170710758e-13, -4.732345094870732e-23, 1.105746330848292e-26
463, 1.559999999999901e-03, 7.999999999999983e-04, 6.649522147712313e-01, 2.006540301416294e-01, -5.438738384938323e-16, 2.226035926938858e-06, -1.794701462982047e+05, 2.141501778719076e-07, -5.812838528362889e-09, 2.825736081808733e+01, 1.088500896713575e+00, 1.820479089123110e-05, 1.063888883077551e+03, 2.836938312155858e-02, 3.128245210566066e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.897389289491768e-18, 2.757988956920164e-17, -0.000000000000000e+00, -3.999999873062090e-22, -4.056113084294211e-13, -4.611015447748481e-23, 1.623751844261670e-26
464, 1.519999999999902e-03, 7.999999999999984e-04, 6.681915844724693e-01, 1.906125546711844e-01, 0.000000000000000e+00, 1.858571993089751e-06, -1.813007049298236e+05, 1.726268886587950e-07, -5.734482167368009e-09, 2.839501888800226e+01, 1.094071907418388e+00, 1.814786750955155e-05, 1.063509617024786e+03, 2.825224592325940e-02, 3.111048259057438e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.026561813948048e-18, 2.692558920643811e-17, -0.000000000000000e+00, -3.194189439322627e-22, -3.522165198388549e-13, -3.705032482258441e-23, 1.935130034694376e-26
465, 1.479999999999902e-03, 7.999999999999984e-04, 6.712679644655088e-01, 1.812579525021645e-01, 0.000000000000000e+00, 1.554054146628044e-06, -1.829129913034150e+05, 1.383676405133878e-07, -5.648532477002244e-09, 2.852575065721182e+01, 1.099330212642058e+00, 1.809743174188229e-05, 1.063187726075049e+03, 2.814886573942382e-02, 3.095875218707030e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.213833701057547e-18, 2.142816009030048e-17, -0.000000000000000e+00, -1.868252844729936e-22, -2.422662764844929e-13, -2.187663816433890e-23, 2.032741710954161e-26
466, 1.439999999999902e-03, 7.999999999999984e-04, 6.726550284836780e-01, 1.723924387125246e-01, 0.000000000000000e+00, 1.300021563099035e-06, -1.843354626505692e+05, 1.099456739389911e-07, -5.554692802444566e-09, 2.858469439417295e+01, 1.104596641872902e+00, 1.805237918625623e-05, 1.062925320527478e+03, 2.805724008374734e-02, 3.082437879879399e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.549759870410176e-18, 1.829065740944195e-17, -0.000000000000000e+00, -1.617327929029401e-22, -2.108643121223608e-13, -1.892228583781791e-23, 1.831725161161874e-26
467, 1.399999999999903e-03, 7.999999999999985e-04, 6.746674506157259e-01, 1.660624239312325e-01, -4.501131019861363e-16, 1.086701276345650e-06, -1.855906832097723e+05, 8.623965657854423e-08, -5.453179709948740e-09, 2.867021292774629e+01, 1.109243518490424e+00, 1.801262689026414e-05, 1.062693789499230e+03, 2.797639385244298e-02, 3.070581410603544e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.556112617514583e-18, 1.771128012296978e-17, -0.000000000000000e+00, -1.631662225874864e-22, -2.071363913724866e-13, -1.908324107261468e-23, 1.834318541387788e-26
468, 1.359999999999904e-03, 7.999999999999985e-04, 6.746635435368623e-01, 1.611715759960488e-01, -4.368564320945776e-16, 9.099295183361216e-07, -1.866743070866066e+05, 6.675796255340351e-08, -5.345997425492577e-09, 2.867004689515817e+01, 1.113254906818782e+00, 1.797831109064294e-05, 1.062493924889562e+03, 2.790660410842268e-02, 3.060346436357625e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.438346764494127e-18, 1.323219420670893e-17, -0.000000000000000e+00, -9.882910005126357e-23, -1.355695070093255e-13, -1.161504479021988e-23, 1.632153212902273e-26
469, 1.319999999999904e-03, 7.999999999999986e-04, 6.758249919846177e-01, 1.550172607719364e-01, 0.000000000000000e+00, 7.566524111039081e-07, -1.876479542918912e+05, 5.004013485617937e-08, -5.228255550132163e-09, 2.871940302501349e+01, 1.116859007173390e+00, 1.794747957299099e-05, 1.062314355493625e+03, 2.784390053117751e-02, 3.051150687775036e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.346973085309069e-18, 1.367178674806425e-17, -0.000000000000000e+00, -8.414381690096302e-23, -1.211756389674079e-13, -9.906775571864189e-24, 1.654670261365676e-26
470, 1.279999999999904e-03, 7.999999999999986e-04, 6.767376028381020e-01, 1.513188576208247e-01, 0.000000000000000e+00, 6.322391722151475e-07, -1.884642146018896e+05, 3.664174271713172e-08, -5.108308409706798e-09, 2.875818472030009e+01, 1.119880388903579e+00, 1.792163303336567e-05, 1.062163821008832e+03, 2.779133515660115e-02, 3.043441755993683e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.609475693191604e-18, 1.574155807679444e-17, -0.000000000000000e+00, -7.375215850737387e-23, -1.084826672936856e-13, -8.705530528690746e-24, 2.066376767800522e-26
471, 1.239999999999905e-03, 7.999999999999986e-04, 6.771727457554776e-01, 1.476910931172278e-01, 0.000000000000000e+00, 5.273139621213533e-07, -1.891710257378981e+05, 2.551506099370102e-08, -4.982484478482024e-09, 2.877667626021917e+01, 1.122496557723317e+00, 1.789925295478386e-05, 1.062033476671926e+03, 2.774581969866146e-02, 3.036766727983036e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.061021859844445e-18, 1.350468964688364e-17, -0.000000000000000e+00, -5.768837563507943e-23, -8.967479536714507e-14, -6.810543456095579e-24, 1.854681013503806e-26
472, 1.199999999999905e-03, 7.999999999999987e-04, 6.774417545342946e-01, 1.441302314110641e-01, -3.906657750417866e-16, 4.384437376641194e-07, -1.897848396589784e+05, 1.627406333674230e-08, -4.849777147423539e-09, 2.878810787584117e+01, 1.124768439325000e+00, 1.787981812936538e-05, 1.061920286582489e+03, 2.770629414972982e-02, 3.030970147862267e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.633616132188352e-18, 1.444371698918174e-17, -0.000000000000000e+00, -4.848861664951957e-23, -7.603466467553943e-14, -5.724010424239623e-24, 2.018537284279525e-26
473, 1.159999999999905e-03, 7.999999999999987e-04, 6.784280722862451e-01, 1.415020823610911e-01, -3.835421627677974e-16, 3.654845850542164e-07, -1.902987458077261e+05, 8.859709585235952e-09, -4.716237080851185e-09, 2.883002176977073e+01, 1.126670491693741e+00, 1.786354703611644e-05, 1.061825522809643e+03, 2.767320283918235e-02, 3.026117176665248e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.127513946203907e-18, 1.177784381492631e-17, -0.000000000000000e+00, -3.329250504232134e-23, -5.564038813021810e-14, -3.919026661688610e-24, 1.825226919455116e-26
474, 1.119999999999906e-03, 7.999999999999988e-04, 6.786084962989127e-01, 1.388276669805407e-01, 0.000000000000000e+00, 3.033184364777469e-07, -1.907456770782452e+05, 2.735434580314216e-09, -4.574835686775970e-09, 2.883768894691962e+01, 1.128324618776355e+00, 1.784939684074602e-05, 1.061743111683534e+03, 2.764442490363216e-02, 3.021896780774133e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.696374176051468e-18, 1.071611821817957e-17, -0.000000000000000e+00, -2.951889739433162e-23, -5.024713284340621e-14, -3.468996109186769e-24, 1.685248482204305e-26
475, 1.079999999999907e-03, 7.999999999999988e-04, 6.792576288509681e-01, 1.367972622946152e-01, 0.000000000000000e+00, 2.515067926009693e-07, -1.911242392236633e+05, -2.183922695285938e-09, -4.430557505534455e-09, 2.886527404602107e+01, 1.129725680095513e+00, 1.783741150612966e-05, 1.061673309039941e+03, 2.762004975139868e-02, 3.018322071354266e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.127937462677534e-18, 1.123979633781954e-17, -0.000000000000000e+00, -3.033749520023585e-23, -5.168955541368092e-14, -3.564881757785930e-24, 1.801876636660574e-26
476, 1.039999999999907e-03, 7.999999999999988e-04, 6.795255181098229e-01, 1.351269112016047e-01, 0.000000000000000e+00, 2.085747868943035e-07, -1.914426408638899e+05, -6.069770703975421e-09, -4.283773352513101e-09, 2.887665808727786e+01, 1.130904066781579e+00, 1.782733104606689e-05, 1.061614600604017e+03, 2.759954863541188e-02, 3.015315505116485e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.988099420614276e-18, 1.241810188551153e-17, -0.000000000000000e+00, -2.740237727473641e-23, -4.666232678030013e-14, -3.208059065540478e-24, 2.023556411788994e-26
477, 9.999999999999081e-04, 7.999999999999990e-04, 6.796270965445722e-01, 1.336741578450775e-01, -3.623245308520150e-16, 1.727031054733903e-07, -1.917119467955923e+05, -9.124703529615558e-09, -4.133678888947411e-09, 2.888097469592776e+01, 1.131900739246335e+00, 1.781880506059959e-05, 1.061564945545854e+03, 2.758220892986938e-02, 3.012772572318334e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.512836331438315e-18, 1.257760325098122e-17, -0.000000000000000e+00, -1.829238434930346e-23, -3.342204984990715e-14, -2.108813737412112e-24, 2.095747045378032e-26
478, 9.599999999999088e-04, 7.999999999999990e-04, 6.798754581244286e-01, 1.324359322919273e-01, -3.589683137651338e-16, 1.428567528352328e-07, -1.919384665232762e+05, -1.147666922056001e-08, -3.981634101924876e-09, 2.889152890210897e+01, 1.132739054363773e+00, 1.781163374104565e-05, 1.061523180123141e+03, 2.756762427393232e-02, 3.010633678339509e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.652674373501573e-18, 1.062251501794061e-17, -0.000000000000000e+00, -1.665397704714459e-23, -3.016185391724324e-14, -1.923982049597019e-24, 1.800358079418024e-26
479, 9.199999999999096e-04, 7.999999999999991e-04, 6.801554472389539e-01, 1.314659072060348e-01, 0.000000000000000e+00, 1.180635415311802e-07, -1.921286197473753e+05, -1.323434733695342e-08, -3.827272492315927e-09, 2.890342713067116e+01, 1.133442774412935e+00, 1.780561381208133e-05, 1.061488120429101e+03, 2.755538125662169e-02, 3.008838194741924e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.320559852411589e-18, 1.145916463626861e-17, -0.000000000000000e+00, -1.640580771724931e-23, -3.041512354473586e-14, -1.886612130794889e-24, 1.969159521993347e-26
480, 8.799999999999095e-04, 7.999999999999991e-04, 6.801751622124907e-01, 1.306958021794454e-01, 0.000000000000000e+00, 9.755926303692846e-08, -1.922872476399769e+05, -1.449098911983490e-08, -3.671424157441492e-09, 2.890426492488911e+01, 1.134029819779415e+00, 1.780059197253197e-05, 1.061458873604019e+03, 2.754516810177820e-02, 3.007340398211387e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.690713250361718e-18, 1.145261998326209e-17, -0.000000000000000e+00, -1.199414412556787e-23, -2.096586793065569e-14, -1.353938143279380e-24, 1.922577285540047e-26
481, 8.399999999999103e-04, 7.999999999999991e-04, 6.803065988639768e-01, 1.300442967200633e-01, 0.000000000000000e+00, 8.050751545579368e-08, -1.924201748351316e+05, -1.534127957867835e-08, -3.513944731967785e-09, 2.890985036817851e+01, 1.134521748701157e+00, 1.779638380243847e-05, 1.061434365572482e+03, 2.753660974558076e-02, 3.006085284145703e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.600504241479135e-18, 1.068172073958717e-17, -0.000000000000000e+00, -8.608176415516516e-24, -1.713451429352641e-14, -9.495439830054797e-25, 1.773571321305113e-26
482, 7.999999999999110e-04, 7.999999999999992e-04, 6.804020136353143e-01, 1.294164090997912e-01, -3.507838797531729e-16, 6.623511156579373e-08, -1.925322102706569e+05, -1.585283735608113e-08, -3.353489132988873e-09, 2.891390504994535e+01, 1.134936359561451e+00, 1.779283704582885e-05, 1.061413709590141e+03, 2.752939653770022e-02, 3.005027441116648e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.036380298607771e-18, 9.121245320158357e-18, -0.000000000000000e+00, -5.738161602803156e-24, -1.351403797894557e-14, -6.117044395832661e-25, 1.534304878370922e-26
483, 7.599999999999118e-04, 7.999999999999992e-04, 6.805422956501587e-01, 1.287323591227930e-01, -3.489297585752938e-16, 5.425455168836358e-08, -1.926268548684295e+05, -1.607583043942494e-08, -3.189255320889021e-09, 2.891986637982995e+01, 1.135286609558783e+00, 1.778984086061145e-05, 1.061396260109440e+03, 2.752330305322189e-02, 3.004133809685184e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.801752172218330e-18, 8.681079161526222e-18, -0.000000000000000e+00, -5.934884579903551e-24, -1.185694337851873e-14, -6.385694921410203e-25, 1.488896072514138e-26
484, 7.199999999999117e-04, 7.999999999999993e-04, 6.805708045643737e-01, 1.282864505144735e-01, 0.000000000000000e+00, 4.451365013609618e-08, -1.927042476407127e+05, -1.605458235316070e-08, -3.026732191334251e-09, 2.892107787541958e+01, 1.135573014213471e+00, 1.778739083619519e-05, 1.061381991432315e+03, 2.751832032205649e-02, 3.003403074305570e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.364923203024033e-18, 8.724747067907163e-18, -0.000000000000000e+00, -4.891530835770999e-24, -8.556469335146977e-15, -5.058243177454071e-25, 1.554780749242065e-26
485, 6.799999999999124e-04, 7.999999999999993e-04, 6.805585583014856e-01, 1.278852845306361e-01, 0.000000000000000e+00, 3.643970100140554e-08, -1.927687254295883e+05, -1.582914243288270e-08, -2.862274975220365e-09, 2.892055746649181e+01, 1.135811623559548e+00, 1.778534967344331e-05, 1.061370103934733e+03, 2.751416911237350e-02, 3.002794284590598e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.772451929771758e-18, 8.978796567898737e-18, -0.000000000000000e+00, -4.078562341286433e-24, -8.378389128316233e-15, -4.052058981453723e-25, 1.564178054775510e-26
486, 6.399999999999132e-04, 7.999999999999994e-04, 6.806744472136185e-01, 1.275157191858502e-01, -3.456320494183787e-16, 2.971407939111716e-08, -1.928226628977201e+05, -1.544088319565075e-08, -2.696588399437999e-09, 2.892548220353639e+01, 1.136011226042049e+00, 1.778364219199485e-05, 1.061360159767999e+03, 2.751069652626319e-02, 3.002285017485481e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.643780527555403e-18, 7.188485977643017e-18, -0.000000000000000e+00, -2.809695352456540e-24, -4.308456803131522e-15, -2.677244028748122e-25, 1.248372382512251e-26
487, 5.999999999999131e-04, 7.999999999999994e-04, 6.807668051310996e-01, 1.271906567906016e-01, 0.000000000000000e+00, 2.423293840949485e-08, -1.928667996970932e+05, -1.492054487620851e-08, -2.532372063759098e-09, 2.892940698330356e+01, 1.136174559200088e+00, 1.778224497361182e-05, 1.061352022543339e+03, 2.750785493692260e-02, 3.001868288333407e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.871632390366810e-18, 6.912725631638807e-18, -0.000000000000000e+00, -2.116217197007612e-24, -4.360119036650456e-15, -1.868192228657978e-25, 1.176250774252420e-26
488, 5.599999999999130e-04, 7.999999999999994e-04, 6.807635640890511e-01, 1.269703595824508e-01, -3.441538492514000e-16, 1.972770123337478e-08, -1.929032126697693e+05, -1.428540535735049e-08, -2.367701664381982e-09, 2.892926925416671e+01, 1.136309308952591e+00, 1.778109226962279e-05, 1.061345309345275e+03, 2.750551062813943e-02, 3.001524487162361e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.819116347637043e-18, 6.211390654143840e-18, -0.000000000000000e+00, -1.396460507083960e-24, -5.127734174770193e-15, -1.041706602562451e-25, 1.057497625732712e-26
489, 5.199999999999138e-04, 7.999999999999995e-04, 6.807831379478830e-01, 1.267001564270954e-01, 0.000000000000000e+00, 1.595524887480559e-08, -1.929338057365516e+05, -1.353943187805404e-08, -2.199164585219705e-09, 2.893010105166934e+01, 1.136422521179718e+00, 1.778012380657941e-05, 1.061339669146632e+03, 2.750354101892943e-02, 3.001235637026743e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.945324256777934e-18, 6.276634493933492e-18, -0.000000000000000e+00, -1.569448237268066e-24, -4.662774073099785e-15, -1.225676854269043e-25, 1.107136698193744e-26
490, 4.799999999999145e-04, 7.999999999999995e-04, 6.807360023667091e-01, 1.265079587062475e-01, 0.000000000000000e+00, 1.289497617131372e-08, -1.929587010098271e+05, -1.272342273451001e-08, -2.032263053469996e-09, 2.892809800980405e+01, 1.136514647941802e+00, 1.777933571727684e-05, 1.061335079423531e+03, 2.750193824436505e-02, 3.001000584499199e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.015811476284746e-18, 4.968719050036337e-18, -0.000000000000000e+00, -1.088946749010706e-24, -2.500691982047082e-15, -7.821792533537898e-26, 8.737275474808198e-27
491, 4.399999999999153e-04, 7.999999999999996e-04, 6.807553572795242e-01, 1.262582962402728e-01, -3.422237976950621e-16, 1.030078118332160e-08, -1.929798542727710e+05, -1.182216847817065e-08, -1.860790800293106e-09, 2.892892050312442e+01, 1.136592926933594e+00, 1.777866608746792e-05, 1.061331179594112e+03, 2.750057638649767e-02, 3.000800863261460e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.683167559602728e-18, 5.138719587755749e-18, -0.000000000000000e+00, -7.586948642053603e-25, -1.043842746614732e-15, -3.920086496314774e-26, 8.346542807690915e-27
492, 3.999999999999160e-04, 7.999999999999996e-04, 6.807834519123928e-01, 1.261106937209562e-01, 0.000000000000000e+00, 8.232829876450024e-09, -1.929967591171570e+05, -1.089513754535583e-08, -1.694244832046026e-09, 2.893011439369338e+01, 1.136655484219836e+00, 1.777813094751009e-05, 1.061328063016285e+03, 2.749948804702127e-02, 3.000641254463616e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.876636982284037e-18, 5.896297675462222e-18, -0.000000000000000e+00, -8.137163346227154e-25, -2.461166036596407e-15, -3.761959327863222e-26, 9.635590830628625e-27
493, 3.599999999999168e-04, 7.999999999999996e-04, 6.807711644225666e-01, 1.259657283677175e-01, -3.414307908875023e-16, 6.517959306974429e-09, -1.930108093174627e+05, -9.912078757351772e-09, -1.525460148592922e-09, 2.892959223281346e+01, 1.136707477621117e+00, 1.777768617530314e-05, 1.061325472728447e+03, 2.749858349272639e-02, 3.000508598412226e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.539094352803199e-18, 5.055180689917423e-18, -0.000000000000000e+00, -4.969413495221659e-25, -6.275091123802978e-16, -1.037904292999285e-26, 7.716292248225903e-27
494, 3.199999999999176e-04, 7.999999999999997e-04, 6.807895655804767e-01, 1.258154349664745e-01, 0.000000000000000e+00, 5.103128200769060e-09, -1.930224223325668e+05, -8.895834835145466e-09, -1.356837896599302e-09, 2.893037419600869e+01, 1.136750452028087e+00, 1.777731855520168e-05, 1.061323331763944e+03, 2.749783584632569e-02, 3.000398953456074e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.222805152770016e-18, 3.755228341013641e-18, -0.000000000000000e+00, -3.467927202660194e-25, -1.393050713845156e-15, -4.126531395211113e-27, 5.835302723532977e-27
495, 2.799999999999175e-04, 7.999999999999997e-04, 6.807467945964819e-01, 1.256644475296370e-01, 0.000000000000000e+00, 3.945651945807774e-09, -1.930319409410103e+05, -7.843903350751800e-09, -1.187321078028922e-09, 2.892855662912127e+01, 1.136785675934675e+00, 1.777701723598968e-05, 1.061321576926618e+03, 2.749722303918590e-02, 3.000309083151682e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.586104681375812e-18, 4.417594043696090e-18, -0.000000000000000e+00, -3.638084499916367e-25, -8.855356769046918e-16, -2.102314312413996e-28, 6.711529974007216e-27
496, 2.399999999999182e-04, 7.999999999999998e-04, 6.806855012952364e-01, 1.255016716287306e-01, -3.401729625760867e-16, 2.998780928533290e-09, -1.930397393905588e+05, -6.770069045641116e-09, -1.018117352709034e-09, 2.892595195033300e+01, 1.136814534295099e+00, 1.777677037019971e-05, 1.061320139218217e+03, 2.749672097654969e-02, 3.000235453917055e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.329799609065088e-18, 4.586095077259763e-18, -0.000000000000000e+00, -3.139540185034792e-25, -1.487118804835430e-15, 4.497690451117599e-27, 6.493853667972793e-27
497, 1.999999999999190e-04, 7.999999999999998e-04, 6.806484052873955e-01, 1.253021901706253e-01, 0.000000000000000e+00, 2.217436654840909e-09, -1.930461827882264e+05, -5.674568936608648e-09, -8.485226165417536e-10, 2.892437554340452e+01, 1.136838378220471e+00, 1.777656639988144e-05, 1.061318951326771e+03, 2.749630615246540e-02, 3.000174618521418e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.806756764135558e-18, 3.487164747084194e-18, -0.000000000000000e+00, -1.465632564419170e-25, 5.941563430492125e-16, 1.010688591769160e-26, 4.180223240572718e-27
