"PointID","x","y","Adjoint_Pressure","Adjoint_Velocity_x","Adjoint_Velocity_y","Adjoint_Enthalpy","Adjoint_ProgressVariable","Adjoint_EnthalpyTot","Adjoint_Y-CO","Adjoint_Y-NOx_tot","Residual_Adjoint_Pressure","Residual_Adjoint_Velocity_x","Residual_Adjoint_Velocity_y","Residual_Adjoint_Heat","Residual_Adjoint_ProgressVariable","Residual_Adjoint_EnthalpyTot","Residual_Adjoint_Y-CO","Residual_Adjoint_Y-NOx_tot","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
2535, 7.095839854795036e-03, 2.086565091552039e-04, 1.304815375305668e-08, 1.660394480467619e-09, 2.183834218839418e-09, 1.000000000000000e-16, 1.954449870268865e-04, -1.009323359428325e-13, 4.051669815483280e-30, 1.205820318981303e-01, -4.205745594564910e-16, -2.373993770490292e-15, 1.016543470294766e-15, 0.000000000000000e+00, -3.122967073203135e-11, 2.160039781551017e-19, -1.761436972314681e-32, -7.525873686742290e-08, -5.703915982095800e-08, -2.562685940365039e-07, 0.000000000000000e+00
2536, 7.114692765778495e-03, 1.015185911902653e-04, 1.783830354371694e-08, 1.596656846002834e-09, 1.093878222860236e-09, 1.000000000000000e-16, 2.163630058103686e-04, -6.497518137577623e-14, 4.861429027693782e-30, 1.344376288594582e-01, -1.767045925680509e-15, -2.276806699667822e-15, 1.164353552477445e-15, 0.000000000000000e+00, 2.965507814355409e-11, 1.502838921432300e-19, -2.114010407276590e-32, -3.451925666697608e-07, -1.653135910369548e-07, 1.552358280392189e-07, 0.000000000000000e+00
2537, 7.155121532349030e-03, 1.015185911902657e-04, 1.749759379399385e-08, 1.246299601824657e-09, 8.446264776343388e-10, 1.000000000000000e-16, 2.145878311441439e-04, -8.238843532732813e-14, 4.745394359977412e-30, 1.364657518978139e-01, -4.141593933030605e-15, 3.281883129739707e-15, 7.430878119646451e-16, 0.000000000000000e+00, 2.068805040472688e-10, -1.988375726518170e-19, -2.063332024715280e-32, -3.546636773155143e-08, 3.568201870499029e-07, -5.609189692106394e-06, 0.000000000000000e+00
2538, 7.144084363900589e-03, 1.294382817991206e-04, 1.482987209551816e-08, 1.520272007308519e-09, 9.117215873075997e-10, 1.000000000000000e-16, 1.970783189683750e-04, -7.556454743187465e-14, 4.247815713617293e-30, 1.244329656184871e-01, -1.314365409538956e-15, -3.070044746569401e-15, -1.277591497501763e-15, 0.000000000000000e+00, 3.054411383106997e-10, -5.971338593329396e-20, -1.846010061776573e-32, -2.591257935308233e-07, -3.262828988362457e-08, 7.388760120195488e-08, 0.000000000000000e+00
2539, 1.857807641721960e-03, 5.676879551119753e-04, 2.698772898991534e-07, -5.492836262516174e-09, 4.098870255899177e-10, 1.000000000000000e-16, -3.655133430150913e-06, 1.474897918327064e-14, 3.622527719579376e-32, 6.751196702055065e-02, 3.264306774668746e-13, -4.099849184038407e-13, -1.229010122423082e-13, 0.000000000000000e+00, 2.146735274099191e-12, -1.695965036432698e-20, -1.574101985238683e-34, 1.138506223880009e-07, 1.677128270073232e-08, 6.947169889316790e-08, 0.000000000000000e+00
2540, 1.846100314121687e-03, 5.987221153220810e-04, 2.565574331190154e-07, -7.766949536823346e-09, 2.296970351099465e-09, 1.000000000000000e-16, -3.556838939986789e-06, 1.562403779634697e-14, 3.450723605279435e-32, 6.573372561331911e-02, 4.720977481496199e-14, -2.107397341577277e-13, 4.934019727779019e-14, 0.000000000000000e+00, 1.981344305644454e-13, -2.600517962951688e-19, -1.499020756234794e-34, -9.714715684672193e-08, -6.629686480806146e-08, 2.300320968203605e-07, 0.000000000000000e+00
2541, 7.054485292834230e-03, 4.236362464350746e-04, 3.585498716559158e-09, 3.960238466809822e-10, 2.363315009097577e-09, 1.000000000000000e-16, 2.286654566934040e-04, -1.858091961595570e-13, 4.081369117051762e-30, 1.419169725428883e-01, 9.239708052195224e-16, -2.066726603040422e-16, 5.384249483624175e-16, 0.000000000000000e+00, 6.093208123930834e-11, 1.123914692631779e-19, -1.775063669275127e-32, -1.417955690641293e-07, 3.584119651809175e-07, -1.191448798595962e-06, 0.000000000000000e+00
2542, 7.088712156310142e-03, 4.297316054908407e-04, 1.859283901807915e-09, -7.464302049694033e-11, 2.939343532488916e-09, 1.000000000000000e-16, 1.869593925078985e-04, -1.547821019834070e-13, 3.258746494647347e-30, 1.165383671347260e-01, -8.961778005083561e-16, 6.877204271019932e-16, -9.831097332166020e-17, 0.000000000000000e+00, 2.346951369412795e-10, -2.915326809181202e-19, -1.415353516970282e-32, -8.405444396064610e-11, -1.279243297911687e-07, -7.622919794349638e-08, 0.000000000000000e+00
2543, 7.062289122048629e-03, 4.534720859159809e-04, 1.548527606370758e-09, -2.778992310335834e-10, 2.466214956864642e-09, 1.000000000000000e-16, 2.266866561904185e-04, -1.890614436406194e-13, 3.947512611838545e-30, 1.410723072252677e-01, 8.592646181393789e-16, 4.750482748255553e-16, -1.329221931509614e-15, 0.000000000000000e+00, 1.005971898121981e-11, 4.723643277384104e-19, -1.716440458297313e-32, 1.283962267062400e-07, -8.778872934559803e-08, 1.603928958098829e-07, 0.000000000000000e+00
2544, 7.080923518775376e-03, 3.146110014061177e-04, 9.051398095097129e-09, 1.269817239796563e-09, 3.073459541019334e-09, 1.000000000000000e-16, 2.032401291575573e-04, -1.425964341682633e-13, 3.848830383267602e-30, 1.259130224110598e-01, -1.510705309100092e-15, 1.912363150194748e-15, 3.539178443027957e-17, 0.000000000000000e+00, 2.484433859540388e-10, -1.201978943318982e-19, -1.671869098109936e-32, 1.510913540947456e-07, -1.625121167922461e-09, 6.588685069719494e-07, 0.000000000000000e+00
2545, 7.115459776112994e-03, 3.399828276245018e-04, 6.749462996719532e-09, 7.879719233147552e-10, 2.591234604457212e-09, 1.000000000000000e-16, 2.047249062559090e-04, -1.523184539133723e-13, 3.758183389339060e-30, 1.285920760363864e-01, 2.193465791677191e-15, -1.727207927584519e-15, -2.932757318501311e-15, 0.000000000000000e+00, -3.221244079852983e-10, -3.713787959262911e-19, -1.634656410239687e-32, 6.225744628718388e-07, -2.399079574553183e-07, 1.479489844753843e-07, 0.000000000000000e+00
2546, 7.080110422987539e-03, 3.546412981091323e-04, 6.080944860361965e-09, 5.830929965968064e-10, 2.361176447803334e-09, 1.000000000000000e-16, 2.049873967952177e-04, -1.528679393132347e-13, 3.778887012285534e-30, 1.273115140724543e-01, -4.916628748896045e-16, 5.929868976398567e-17, -3.653952255654633e-15, 0.000000000000000e+00, -2.420203993539882e-10, 3.418986169863910e-19, -1.642700456544525e-32, -2.862312480367279e-07, -1.752071835886720e-07, 4.486014614964620e-07, 0.000000000000000e+00
2547, 1.847444532403659e-03, 4.504913900799702e-04, 2.586565928843823e-07, -2.572441480791831e-09, 8.553128196282036e-10, 1.000000000000000e-16, -3.279033019973167e-06, 9.029462025468420e-15, 3.635795065331446e-32, 6.084913506176226e-02, 3.385241861890727e-13, -2.076813201864067e-13, 1.178858723158091e-13, 0.000000000000000e+00, -1.103305315862293e-12, 1.563511560995720e-19, -1.580332638110855e-34, 1.289394507553165e-07, -2.067555788308559e-09, -1.110207136123385e-07, 0.000000000000000e+00
2548, 1.849533442444364e-03, 4.117083791320924e-04, 3.151328477570403e-07, -2.188581012076731e-09, 2.797578176322582e-09, 1.000000000000000e-16, -3.890120362815750e-06, 8.452063069151208e-15, 4.638037095173550e-32, 7.259513577593232e-02, -4.465936879635048e-13, 1.645216462722269e-13, 1.334430884704118e-13, 0.000000000000000e+00, -1.429712903581602e-12, 1.613509646216197e-19, -2.016606296346789e-34, 3.792877005526218e-08, 2.179018739827646e-07, -3.114240495514251e-07, 0.000000000000000e+00
2549, 1.877289361954340e-03, 4.322914927140537e-04, 3.061681718656732e-07, -2.054854621870793e-09, 1.785947686967022e-09, 1.000000000000000e-16, -3.742849832531532e-06, 1.105403080174997e-14, 4.154327540769229e-32, 6.972353469235026e-02, 9.471320499424829e-14, -1.196670705950479e-13, -1.682674089398184e-13, 0.000000000000000e+00, -1.066569934008875e-12, 1.895465428223991e-20, -1.805984985680419e-34, -2.354200892146219e-07, 1.894755156908235e-07, -3.047753152083575e-07, 0.000000000000000e+00
2550, 1.810637011009746e-03, 5.343075334290515e-04, 2.616066202692014e-07, -2.300668611766217e-09, 3.285702465354967e-09, 1.000000000000000e-16, -3.495496586836428e-06, 1.339652606136198e-14, 3.649998114209353e-32, 6.513656985527300e-02, -3.580498320351715e-13, 5.350404100225843e-13, -5.278074145718896e-14, 0.000000000000000e+00, -5.091148054945158e-12, -1.424091554545851e-19, -1.585880251312580e-34, 8.439599755161176e-09, 5.899276333187438e-08, -1.083863850220294e-08, 0.000000000000000e+00
2551, 1.846701180273607e-03, 5.301322436117714e-04, 2.531304599987279e-07, -7.166417347396948e-09, 4.821908053778150e-09, 1.000000000000000e-16, -3.383160592346004e-06, 1.246828950907317e-14, 3.479320443847530e-32, 6.265859961308544e-02, -2.802967396328901e-13, -5.943598926905614e-13, -1.263124306739326e-14, 0.000000000000000e+00, 2.032600002312222e-12, 8.714781101015556e-19, -1.512184135676513e-34, 1.419371564725935e-08, -1.444563088848443e-09, -3.736563246241814e-08, 0.000000000000000e+00
2552, 1.834020682957269e-03, 5.612733425492940e-04, 2.755149671211622e-07, -5.413915254634605e-09, 3.706828123403130e-09, 1.000000000000000e-16, -3.733565576024715e-06, 1.528491630449899e-14, 3.757921825196327e-32, 6.926138140647960e-02, -5.303882108336442e-13, -1.733872522052829e-13, -3.292119417830522e-13, 0.000000000000000e+00, 2.990624929943592e-12, 1.028019417727074e-18, -1.634336674684678e-34, -9.426745760376942e-08, 2.585980050986816e-08, -1.004040746674241e-07, 0.000000000000000e+00
2553, 7.090066107663925e-03, 3.846687792908816e-04, 5.554792520379355e-09, 6.084608425118949e-10, 2.780091256466484e-09, 1.000000000000000e-16, 2.018806666553929e-04, -1.597096328646288e-13, 3.603319263299873e-30, 1.261538834735263e-01, 1.901239705288685e-15, -5.687460719005721e-16, -2.267005716176728e-15, 0.000000000000000e+00, 1.786076429170867e-10, 1.129248986228754e-20, -1.566091776711314e-32, 1.554479444609846e-07, 1.410101867100011e-08, -3.022193812827237e-07, 0.000000000000000e+00
2554, 7.122535935267356e-03, 4.090151466597356e-04, 3.647653631230502e-09, 4.114497694968818e-10, 2.548964454081670e-09, 1.000000000000000e-16, 1.820446839932499e-04, -1.506542363035195e-13, 3.150713804410975e-30, 1.159005820399036e-01, -1.882796400796184e-15, -3.299801314026569e-16, -7.734628831883746e-18, 0.000000000000000e+00, -3.746757735881637e-10, -2.753615965796525e-19, -1.369521907039751e-32, 2.371458228817014e-07, 1.668053941951129e-08, -1.261210993782693e-07, 0.000000000000000e+00
2555, 1.857423769641734e-03, 6.561821627297809e-04, 2.511412318564878e-07, -3.167545755002275e-09, -1.711300905506822e-09, 1.000000000000000e-16, -3.541727078999808e-06, 1.739995197165637e-14, 3.274364869193453e-32, 6.523495863427661e-02, -6.230703526872419e-15, 1.939216216638766e-13, 5.568306501010842e-14, 0.000000000000000e+00, 3.735543872757693e-12, -8.737151827803280e-20, -1.422466875873326e-34, -1.305594029415991e-07, -9.796753773036818e-09, -1.327012259521392e-07, 0.000000000000000e+00
2556, 1.885936085383405e-03, 6.526263793333257e-04, 2.734014583310320e-07, -8.067097710202809e-10, -2.535019165510786e-09, 1.000000000000000e-16, -3.828046729546625e-06, 1.870038019467927e-14, 3.515429845139181e-32, 7.033860551281763e-02, 7.110310184904568e-14, -1.448120811929191e-14, 2.005477848688725e-13, 0.000000000000000e+00, 1.815197869774611e-12, -1.628105349745757e-19, -1.527830893850033e-34, 1.224423035739441e-07, -6.278838549788740e-09, -3.027792287926722e-07, 0.000000000000000e+00
2557, 1.876243690903237e-03, 6.817982433840014e-04, 2.674104402148239e-07, -3.893262761252698e-09, -6.960082745581969e-09, 1.000000000000000e-16, -3.793154069662019e-06, 1.961838252098985e-14, 3.425643422365809e-32, 6.974368188080181e-02, 3.268718269959416e-14, 1.681448249536089e-13, 1.028617020568226e-13, 0.000000000000000e+00, -5.222006811088218e-12, 6.211374035228936e-21, -1.489064522436785e-34, 4.410155229894741e-08, 9.900197164556084e-09, -1.363439598529050e-07, 0.000000000000000e+00
2558, 1.859652886260439e-03, 3.494224951623176e-04, 2.772808785032048e-07, -2.079886733171844e-09, 2.108075973815255e-09, 1.000000000000000e-16, -3.278104718410260e-06, 6.499095300835305e-15, 4.150319185755402e-32, 6.176414437864697e-02, -1.941083940276863e-13, -3.866675988436664e-13, -1.326392670611629e-14, 0.000000000000000e+00, -6.484240827364277e-12, 1.902221726409357e-19, -1.804372805366819e-34, 1.186749913617557e-09, -1.851626244822210e-08, 3.952924239236077e-08, 0.000000000000000e+00
2559, 1.879814117671551e-03, 3.676548168576042e-04, 2.390179178466139e-07, -5.004228760009304e-11, 2.939136139872464e-10, 1.000000000000000e-16, -2.826552874495093e-06, 5.117581155483306e-15, 3.477806008377008e-32, 5.276155238381939e-02, 2.159482017541987e-13, 1.289955284186193e-13, 9.986965344050171e-14, 0.000000000000000e+00, 5.210174254211767e-12, -4.220723359762309e-20, -1.512191890422201e-34, 3.833391538921038e-08, -2.398783889831178e-08, -6.538107639952180e-08, 0.000000000000000e+00
2560, 1.860098946497992e-03, 3.832668422697304e-04, 2.875369874060956e-07, -2.937648182842035e-09, 4.319178695357048e-09, 1.000000000000000e-16, -3.486929534002720e-06, 7.032723391657832e-15, 4.166991096299086e-32, 6.493762359760825e-02, 3.132413188103750e-14, -1.264456259663049e-13, 2.038035636599605e-13, 0.000000000000000e+00, 6.765095668429905e-12, -1.094363389415217e-19, -1.809971187016957e-34, -9.621378889435039e-08, 9.927183893151127e-08, -9.783558189965268e-08, 0.000000000000000e+00
2561, 1.826238136819637e-03, 4.775762651825322e-04, 2.664405819354428e-07, -4.260835246902055e-09, 4.761149157354978e-09, 1.000000000000000e-16, -3.437630275752038e-06, 1.122231849280664e-14, 3.748591835514465e-32, 6.407413144737995e-02, -5.739555089767093e-13, -2.113094550990999e-13, -1.205181345290848e-13, 0.000000000000000e+00, 5.485008138178207e-12, 4.063919385193755e-19, -1.629032246668793e-34, -1.238839761885657e-07, 1.020534088507563e-08, -3.657938732230532e-08, 0.000000000000000e+00
2562, 1.811407484185119e-03, 4.439916315683419e-04, 2.548211761260970e-07, -6.423627205296700e-09, 4.705019216650893e-09, 1.000000000000000e-16, -3.275021244572547e-06, 9.708361254671662e-15, 3.743910658291444e-32, 6.142630830108510e-02, -1.609990208316043e-13, 2.905456862241290e-13, 4.005983306216248e-13, 0.000000000000000e+00, -8.481817001983335e-12, -2.143926354163121e-19, -1.627196121175987e-34, -1.490540531279283e-07, 3.031345891552238e-09, 4.626727638792074e-08, 0.000000000000000e+00
2563, 7.072610209730511e-03, 6.450397982411616e-04, -6.033559510236565e-09, -1.606240836049871e-09, 1.421732398478964e-09, 1.000000000000000e-16, 2.236377735012529e-04, -2.115143086956321e-13, 3.542184268868948e-30, 1.422875825207925e-01, -2.137578462691582e-15, 2.559120674158660e-15, -1.793956570628410e-15, 0.000000000000000e+00, 8.301091433161878e-11, -3.066394203907732e-19, -1.539050042684106e-32, -9.305074266663382e-08, -5.271682059848803e-08, 6.053036120736511e-08, 0.000000000000000e+00
2564, 7.042812134996662e-03, 6.489492824640025e-04, -6.097764215487371e-09, -1.724764137308429e-09, 1.168678117807742e-09, 1.000000000000000e-16, 2.255287546158472e-04, -2.089541814577928e-13, 3.620063694985582e-30, 1.417509035442732e-01, 4.084826463193724e-16, 1.968178918751590e-16, 4.175174498389811e-16, 0.000000000000000e+00, 6.273479809639285e-12, -2.222453406366684e-19, -1.572985475031783e-32, -7.739833932096651e-08, -9.279303276463222e-08, 1.400694010650763e-07, 0.000000000000000e+00
2565, 7.055487670369942e-03, 6.217779557413767e-04, -5.167031657418654e-09, -1.432078806426219e-09, 1.351789525703835e-09, 1.000000000000000e-16, 2.270232820226532e-04, -2.094853188240667e-13, 3.666651413072124e-30, 1.428939146338943e-01, -1.599175429652314e-15, -2.007007693634538e-15, -6.040571744780718e-16, 0.000000000000000e+00, 1.381813505849441e-10, -3.098104822963774e-20, -1.593268025379239e-32, 9.971661887875349e-08, -1.930409592370775e-08, 1.391477038696542e-07, 0.000000000000000e+00
2566, 7.125946912283738e-03, 3.111919208958405e-04, 8.646876383384080e-09, 7.314095272956923e-10, 1.740158717944006e-09, 1.000000000000000e-16, 2.106335387575290e-04, -1.486164132965177e-13, 3.935886576321538e-30, 1.337268229724919e-01, -1.199729247624425e-15, -1.413936234561431e-16, -2.252085296158112e-16, 0.000000000000000e+00, 2.178790673812263e-10, -1.014809675606504e-19, -1.710222274466254e-32, -4.025642352245562e-07, -3.608352582969632e-08, 4.788316543005774e-07, 0.000000000000000e+00
2567, 7.147751029343042e-03, 2.875458737716643e-04, 9.752020031332435e-09, 1.047892710960934e-09, 2.136133904472823e-09, 1.000000000000000e-16, 2.013066077444459e-04, -1.358453126431270e-13, 3.809153981686703e-30, 1.285845219146293e-01, 3.125184851461238e-15, 1.266211078805448e-15, -3.253189444041889e-15, 0.000000000000000e+00, -3.107805204047125e-10, 1.111369958178028e-19, -1.656045708541036e-32, 5.920166087913792e-08, -6.455390961824445e-08, 3.904881522031023e-07, 0.000000000000000e+00
2568, 7.158356387351988e-03, 3.209487113483166e-04, 7.384557128266706e-09, 8.632792462430362e-10, 2.125769935617557e-09, 1.000000000000000e-16, 1.987348597361357e-04, -1.460467261352077e-13, 3.625140748860995e-30, 1.280646106668012e-01, 1.019920767672120e-16, 2.585410963012058e-16, -8.766629037982168e-16, 0.000000000000000e+00, 5.734008471215777e-10, 1.570484862849092e-19, -1.575345096234473e-32, -5.424600299508420e-08, -3.343985535759361e-08, 2.303020108858864e-07, 0.000000000000000e+00
2569, 1.898552719525875e-03, 3.392480184740034e-04, 3.455062789946024e-07, -3.572897754602353e-09, 3.346714555659518e-09, 1.000000000000000e-16, -3.947990509710634e-06, 6.478386822320638e-15, 4.954391103365692e-32, 7.386955415153043e-02, 5.190653225224627e-13, 3.868087948424038e-13, -4.462363096496412e-14, 0.000000000000000e+00, 1.233207580971380e-11, -2.633231316996197e-19, -2.153306153520418e-34, -1.262664443973938e-07, 1.716611764388187e-07, -1.117937920951586e-07, 0.000000000000000e+00
2570, 1.822066086515379e-03, 6.510533586340213e-04, 2.579494122090170e-07, -3.318252825927913e-09, -3.500827460704089e-10, 1.000000000000000e-16, -3.655872515555466e-06, 1.776535733593540e-14, 3.456394924553140e-32, 6.764963134479543e-02, 4.284557926284628e-13, 9.108708351940263e-14, -1.925664531732989e-13, 0.000000000000000e+00, -5.199996225849430e-12, -9.518829582999861e-19, -1.501623421696098e-34, 4.710302599353344e-08, -1.924712176711707e-08, 2.337421029503195e-08, 0.000000000000000e+00
2571, 1.812590982099935e-03, 6.215571559660633e-04, 2.495951757715659e-07, -3.188800699286071e-09, 9.313962245908237e-10, 1.000000000000000e-16, -3.489268903568756e-06, 1.636690849942638e-14, 3.358629166150724e-32, 6.470908411579562e-02, -4.212574499917128e-14, 1.686202250424111e-13, -9.607837430300380e-14, 0.000000000000000e+00, -4.491489641251015e-12, -1.707421850161485e-20, -1.460243013142353e-34, -1.600729757078589e-08, -1.328227686991682e-08, -1.879005102147260e-07, 0.000000000000000e+00
2572, 1.848944758681010e-03, 6.285956812665788e-04, 2.448565957810083e-07, -3.333430676433565e-09, -2.236770897959399e-10, 1.000000000000000e-16, -3.419464792945865e-06, 1.592719184570369e-14, 3.253939908819128e-32, 6.320132261945881e-02, -5.859326928113764e-13, 9.277892823172086e-14, 1.257507521305345e-14, 0.000000000000000e+00, 1.270246288965452e-13, 7.347735917612496e-19, -1.415440574737876e-34, 2.344216926131182e-08, -1.343462668785239e-08, -1.309561019342085e-07, 0.000000000000000e+00
2573, 7.069231833153567e-03, 7.668829781258097e-04, -7.933605545458089e-09, -1.815669256183151e-09, 2.659024124862619e-10, 1.000000000000000e-16, 2.160717718592704e-04, -2.081914527811217e-13, 3.347326140605140e-30, 1.367815130858506e-01, 1.937933462904137e-15, 5.581110774564148e-16, 2.674859462039460e-16, 0.000000000000000e+00, -4.130999057638893e-10, -6.155194869150224e-20, -1.454623448923464e-32, 2.040449034457215e-07, 3.211554387349846e-08, -9.113692472753393e-09, 0.000000000000000e+00
2574, 7.151339001303145e-03, 4.246205252806177e-04, 3.014633699139433e-09, 9.577815612086370e-11, 2.246822136991012e-09, 1.000000000000000e-16, 2.100709087723510e-04, -1.776540116136636e-13, 3.587754720034653e-30, 1.360111463730663e-01, 4.866667407993215e-16, -1.461599488844781e-16, -5.111718142449722e-16, 0.000000000000000e+00, -1.869380099122579e-10, 3.358828385198111e-19, -1.559446568857505e-32, -7.796017095773600e-08, -3.144897490033696e-09, -1.812301072116759e-07, 0.000000000000000e+00
2575, 7.128804752870116e-03, 4.457970450742892e-04, 1.557750609747512e-09, -1.860866460177013e-10, 2.146739771525369e-09, 1.000000000000000e-16, 2.117860905825919e-04, -1.844339582952505e-13, 3.562559567848522e-30, 1.361316368305093e-01, 9.224392571543233e-17, 3.132872076485071e-16, -1.195961075147595e-15, 0.000000000000000e+00, -1.463144721212169e-10, 3.376103883159503e-19, -1.548381701809194e-32, -5.353688922460353e-07, -9.672882896074673e-08, 7.868203079056509e-08, 0.000000000000000e+00
2576, 7.196339759954501e-03, 1.687891878257936e-04, 1.487463082256270e-08, 1.242007468341386e-09, 1.390410464171388e-09, 1.000000000000000e-16, 2.105795262676900e-04, -9.322218743222803e-14, 4.355586470544333e-30, 1.362914160947609e-01, 1.731667561428487e-15, -3.235828047950034e-16, 3.636749067781096e-16, 0.000000000000000e+00, 1.314335554454538e-10, -6.665149318652014e-20, -1.892453169914185e-32, -2.666236367243613e-07, -1.497503646627282e-07, 8.556867877761256e-07, 0.000000000000000e+00
2577, 7.207887521154669e-03, 1.966669403805937e-04, 1.334857138013316e-08, 1.120756737933533e-09, 1.229546883007153e-09, 1.000000000000000e-16, 2.083258741919653e-04, -1.068595925689818e-13, 4.149319832240032e-30, 1.371553294734607e-01, 2.937863506904143e-15, -4.930849404308534e-16, -2.058477572919468e-15, 0.000000000000000e+00, 4.502556261046318e-10, 3.001606343668315e-20, -1.803970774603410e-32, -8.143214230704743e-08, -1.515899360574697e-07, 1.084678865393552e-06, 0.000000000000000e+00
2578, 7.171415535373475e-03, 1.898152411726325e-04, 1.223383624946989e-08, 1.283064864436723e-09, 1.460552769331228e-09, 1.000000000000000e-16, 1.806029099974101e-04, -8.388673813895834e-14, 3.714052995758462e-30, 1.157229272168447e-01, -1.543711689932225e-15, 1.440012455276155e-15, -1.431885719466069e-15, 0.000000000000000e+00, -2.643773485994528e-10, -1.360499563783186e-19, -1.614842419134972e-32, 2.574626169205008e-07, -7.506787209455625e-08, 8.465119981228388e-07, 0.000000000000000e+00
2579, 7.195236725586594e-03, 2.494526850018518e-04, 1.121645162805128e-08, 9.846519144402186e-10, 1.712843686061775e-09, 1.000000000000000e-16, 2.080168590768074e-04, -1.303035119116977e-13, 3.980164097475535e-30, 1.356306365233505e-01, 1.251423079442758e-15, -1.297595902948004e-15, -7.062868543267463e-16, 0.000000000000000e+00, 1.432386291825780e-10, 1.808493229338785e-19, -1.730547960675632e-32, 2.316305959537690e-07, -1.166279116850121e-07, -6.850096911194481e-08, 0.000000000000000e+00
2580, 7.171831143018870e-03, 2.252839248630247e-04, 1.066631067558771e-08, 1.278817943161897e-09, 1.753768742050690e-09, 1.000000000000000e-16, 1.780271303908978e-04, -1.047291957106749e-13, 3.480377668519591e-30, 1.144995874417152e-01, 2.161371810913038e-15, -1.802956160035367e-15, -2.056176299793473e-15, 0.000000000000000e+00, -8.332709432667344e-10, -1.261311481028078e-20, -1.511800298557729e-32, 1.077395181403595e-07, 2.094883270029697e-08, -8.422686016407699e-07, 0.000000000000000e+00
2581, 7.207944471157963e-03, 2.208333268721225e-04, 1.243850403086532e-08, 9.922180338915171e-10, 1.441149955625203e-09, 1.000000000000000e-16, 2.040851055405471e-04, -1.186872689458549e-13, 3.951655550739790e-30, 1.346175109050781e-01, -3.509702060422977e-16, 5.693430422549898e-16, -2.069378320745501e-16, 0.000000000000000e+00, -8.191224353535156e-11, -2.352667874714888e-19, -1.717833680962000e-32, 1.482320995394026e-07, -8.907882029863455e-09, -2.324616474275926e-07, 0.000000000000000e+00
2582, 1.791815691619519e-03, 4.205254141736551e-04, 2.590453697672207e-07, -4.946903997752820e-09, 2.394490705586215e-09, 1.000000000000000e-16, -3.274684871526736e-06, 1.005198336276746e-14, 3.831525445788326e-32, 6.182133599565583e-02, 5.756639382206628e-13, -9.330288640535133e-15, 1.357605316509975e-13, 0.000000000000000e+00, 5.801887188423090e-12, -3.239209123145382e-19, -1.665355288791352e-34, 3.289943325407441e-08, 1.712743874281795e-08, -5.814914516873745e-09, 0.000000000000000e+00
2583, 1.819580484251590e-03, 4.059525161832135e-04, 2.615893974861441e-07, -3.610575262363942e-09, 4.306956936865087e-09, 1.000000000000000e-16, -3.278638266941804e-06, 8.654580279175131e-15, 3.912210642312054e-32, 6.173510422328230e-02, 2.420849245070243e-13, 2.477373466231127e-13, 3.153194294373785e-13, 0.000000000000000e+00, -6.780090418679989e-12, -4.488490460128047e-19, -1.700404149953923e-34, 1.681089258354085e-07, -1.058495918578507e-07, 1.084005226829407e-07, 0.000000000000000e+00
2584, 1.790492331351191e-03, 3.738537204112808e-04, 2.705542842251113e-07, -3.816955284197739e-09, 4.221458718112745e-09, 1.000000000000000e-16, -3.401115974085239e-06, 8.813579986333941e-15, 4.212014804617390e-32, 6.453052235589891e-02, 1.491298774257880e-13, -4.585643999428495e-13, 1.596906606069015e-13, 0.000000000000000e+00, 2.869371120846581e-12, 4.144669985447145e-20, -1.831312675481439e-34, -7.403761792534880e-08, -7.283232847412003e-08, 5.649960649063302e-08, 0.000000000000000e+00
2585, 1.829568764418106e-03, 3.746288537534253e-04, 3.078654738633137e-07, -1.728665716518918e-09, 1.267726854945107e-09, 1.000000000000000e-16, -3.770063513670958e-06, 8.800709052075941e-15, 4.653303692566776e-32, 7.106024692987362e-02, 1.819193809642567e-13, 4.531491662363787e-15, -2.157863124843406e-13, 0.000000000000000e+00, 1.894420976951303e-12, 8.718132702662915e-20, -2.022892149935169e-34, 1.836649436703919e-08, -8.304530468913980e-08, 6.384048763541775e-08, 0.000000000000000e+00
2586, 1.816838806461842e-03, 5.886819614225986e-04, 2.446086250957023e-07, -4.656248071172619e-09, 3.682369719953687e-09, 1.000000000000000e-16, -3.360576718904768e-06, 1.459993540549945e-14, 3.338980143049896e-32, 6.249081963822779e-02, 1.759036333823924e-14, 4.399602554113269e-13, -2.283986823509305e-13, 0.000000000000000e+00, 3.176210823621932e-12, -2.775304222919623e-20, -1.451606710994809e-34, 4.628853545601830e-08, -8.171296443111698e-08, 1.401177834228211e-07, 0.000000000000000e+00
2587, 1.773785136359089e-03, 5.913086180149209e-04, 2.038658613293888e-07, -8.583608716848448e-09, 1.073125481837287e-08, 1.000000000000000e-16, -2.912183619649621e-06, 1.302367075805406e-14, 2.945959954239258e-32, 5.451009476779897e-02, 6.674563243733335e-15, -1.791610195347167e-13, 1.894648677112498e-13, 0.000000000000000e+00, 3.438346762560699e-12, 5.663518452882378e-19, -1.280527097670155e-34, -7.251748641162736e-08, -4.581988373455255e-08, 1.994100514570882e-07, 0.000000000000000e+00
