"Time_Iter",    "Cur_Time"    ,      "mic1"
       6053,             1.581,       946.1393344
       6054,            1.5825,       946.1270715
       6055,             1.584,       946.1159286
       6056,            1.5855,       946.0995971
       6057,             1.587,       946.0798027
       6058,            1.5885,        946.061444
       6059,              1.59,       946.0478195
       6060,            1.5915,       946.0392692
       6061,             1.593,       946.0369978
       6062,            1.5945,       946.0419051
       6063,             1.596,       946.0517683
       6064,            1.5975,       946.0651681
       6065,             1.599,       946.0799015
       6066,            1.6005,       946.0939741
       6067,             1.602,       946.1079835
       6068,            1.6035,       946.1236994
       6069,             1.605,       946.1451871
       6070,            1.6065,       946.1747538
       6071,             1.608,       946.2128298
       6072,            1.6095,       946.2592172
       6073,             1.611,       946.3112732
       6074,            1.6125,       946.3672913
       6075,             1.614,       946.4255144
       6076,            1.6155,       946.4879372
       6077,             1.617,        946.556623
       6078,            1.6185,       946.6300928
       6079,              1.62,       946.7000398
       6080,            1.6215,       946.7727578
       6081,             1.623,       946.8557717
       6082,            1.6245,       946.9483391
       6083,             1.626,       947.0510562
       6084,            1.6275,       947.1625949
       6085,             1.629,       947.2764742
       6086,            1.6305,       947.3895331
       6087,             1.632,       947.5020327
       6088,            1.6335,        947.618262
       6089,             1.635,       947.7403065
       6090,            1.6365,       947.8702996
       6091,             1.638,       948.0085338
       6092,            1.6395,        948.152149
       6093,             1.641,       948.2986994
       6094,            1.6425,       948.4449907
       6095,             1.644,       948.5872117
       6096,            1.6455,        948.728554
       6097,             1.647,       948.8746754
       6098,            1.6485,       949.0287628
       6099,              1.65,        949.186385
       6100,            1.6515,       949.3438345
       6101,             1.653,       949.5008247
       6102,            1.6545,       949.6600936
       6103,             1.656,       949.8238539
       6104,            1.6575,       949.9918859
       6105,             1.659,       950.1604653
       6106,            1.6605,       950.3254317
       6107,             1.662,       950.4818751
       6108,            1.6635,       950.6351218
       6109,             1.665,          950.8086
       6110,            1.6665,       951.0039636
       6111,             1.668,       951.1984815
       6112,            1.6695,       951.3655187
       6113,             1.671,       951.5158378
       6114,            1.6725,       951.6676618
       6115,             1.674,       951.8175983
       6116,            1.6755,       951.9639012
       6117,             1.677,       952.1045583
       6118,            1.6785,       952.2419618
       6119,              1.68,       952.3746586
       6120,            1.6815,       952.5059774
       6121,             1.683,       952.6324146
       6122,            1.6845,       952.7592837
       6123,             1.686,       952.8805665
       6124,            1.6875,        952.994873
       6125,             1.689,       953.1018751
       6126,            1.6905,       953.2057733
       6127,             1.692,       953.3053603
       6128,            1.6935,       953.3981262
       6129,             1.695,       953.4876142
       6130,            1.6965,        953.572056
       6131,             1.698,       953.6480598
       6132,            1.6995,       953.7166801
       6133,             1.701,       953.7752786
       6134,            1.7025,       953.8281484
       6135,             1.704,       953.8791561
       6136,            1.7055,       953.9285948
       6137,             1.707,       953.9801632
       6138,            1.7085,       954.0299339
       6139,              1.71,       954.0746504
       6140,            1.7115,       954.1097545
       6141,             1.713,       954.1369461
       6142,            1.7145,       954.1613928
       6143,             1.716,       954.1796533
       6144,            1.7175,       954.1960414
       6145,             1.719,       954.2103283
       6146,            1.7205,       954.2212382
       6147,             1.722,       954.2184903
       6148,            1.7235,       954.2325183
       6149,             1.725,       954.2432774
       6150,            1.7265,       954.2419174
       6151,             1.728,       954.2326693
       6152,            1.7295,        954.217752
       6153,             1.731,        954.201975
       6154,            1.7325,       954.1924029
       6155,             1.734,       954.1855774
       6156,            1.7355,       954.1754476
       6157,             1.737,       954.1616881
       6158,            1.7385,       954.1433441
       6159,              1.74,       954.1249559
       6160,            1.7415,       954.1063333
       6161,             1.743,       954.0875233
       6162,            1.7445,       954.0695664
       6163,             1.746,       954.0493039
       6164,            1.7475,       954.0277631
       6165,             1.749,       954.0105137
       6166,            1.7505,       953.9961866
       6167,             1.752,       953.9809967
       6168,            1.7535,        953.964211
       6169,             1.755,       953.9482499
       6170,            1.7565,       953.9322559
       6171,             1.758,       953.9168409
       6172,            1.7595,       953.9032981
       6173,             1.761,       953.8918006
       6174,            1.7625,       953.8827911
       6175,             1.764,       953.8749484
       6176,            1.7655,       953.8669675
       6177,             1.767,       953.8591045
       6178,            1.7685,       953.8514315
       6179,              1.77,       953.8435846
       6180,            1.7715,       953.8352464
       6181,             1.773,       953.8269178
       6182,            1.7745,       953.8199505
       6183,             1.776,       953.8151339
       6184,            1.7775,       953.8121387
       6185,             1.779,       953.8100362
       6186,            1.7805,       953.8073774
       6187,             1.782,       953.7993076
       6188,            1.7835,       953.7898126
       6189,             1.785,       953.7821238
       6190,            1.7865,       953.7759906
       6191,             1.788,       953.7715605
       6192,            1.7895,       953.7667896
       6193,             1.791,       953.7601496
       6194,            1.7925,       953.7524042
       6195,             1.794,       953.7443503
       6196,            1.7955,       953.7343809
       6197,             1.797,       953.7227142
       6198,            1.7985,       953.7109413
       6199,               1.8,       953.7003259
       6200,            1.8015,       953.6901734
       6201,             1.803,       953.6793084
       6202,            1.8045,       953.6683836
       6203,             1.806,       953.6576842
       6204,            1.8075,       953.6468311
       6205,             1.809,       953.6354793
       6206,            1.8105,       953.6238301
       6207,             1.812,       953.6120776
       6208,            1.8135,       953.6009276
       6209,             1.815,       953.5905203
       6210,            1.8165,       953.5822825
       6211,             1.818,       953.5758093
       6212,            1.8195,       953.5706471
       6213,             1.821,       953.5641433
       6214,            1.8225,       953.5555313
       6215,             1.824,       953.5464605
       6216,            1.8255,        953.537519
       6217,             1.827,       953.5281891
       6218,            1.8285,       953.5201419
       6219,              1.83,       953.5124537
       6220,            1.8315,       953.5035877
       6221,             1.833,       953.4916279
       6222,            1.8345,       953.4779462
       6223,             1.836,       953.4644575
       6224,            1.8375,        953.448922
       6225,             1.839,       953.4331571
       6226,            1.8405,       953.4187275
       6227,             1.842,       953.4008883
       6228,            1.8435,       953.3794986
       6229,             1.845,       953.3603735
       6230,            1.8465,       953.3429094
       6231,             1.848,       953.3255329
       6232,            1.8495,       953.3061484
       6233,             1.851,        953.284471
       6234,            1.8525,       953.2644893
       6235,             1.854,       953.2437131
       6236,            1.8555,       953.2207781
       6237,             1.857,       953.1961144
       6238,            1.8585,       953.1694946
       6239,              1.86,       953.1427613
       6240,            1.8615,       953.1130668
       6241,             1.863,       953.0774308
       6242,            1.8645,       953.0400201
       6243,             1.866,       952.9995565
       6244,            1.8675,       952.9563662
       6245,             1.869,       952.9118876
       6246,            1.8705,       952.8666997
       6247,             1.872,       952.8219078
       6248,            1.8735,       952.7760808
       6249,             1.875,       952.7307628
       6250,            1.8765,       952.6778484
       6251,             1.878,       952.6198277
       6252,            1.8795,       952.5595404
       6253,             1.881,       952.4965829
       6254,            1.8825,       952.4321137
       6255,             1.884,       952.3686682
       6256,            1.8855,       952.3050882
       6257,             1.887,       952.2375461
       6258,            1.8885,       952.1639709
       6259,              1.89,        952.085959
       6260,            1.8915,       952.0110994
       6261,             1.893,       951.9315914
       6262,            1.8945,       951.8525047
       6263,             1.896,       951.7868998
       6264,            1.8975,       951.7229739
       6265,             1.899,        951.663301
       6266,            1.9005,       951.5805957
       6267,             1.902,       951.4732525
       6268,            1.9035,       951.3594583
       6269,             1.905,       951.2342607
       6270,            1.9065,       951.1017441
       6271,             1.908,       950.9956455
       6272,            1.9095,       950.9057075
       6273,             1.911,       950.8179781
       6274,            1.9125,       950.7288249
       6275,             1.914,       950.6286147
       6276,            1.9155,       950.5200027
       6277,             1.917,       950.4055233
       6278,            1.9185,       950.2889837
       6279,              1.92,       950.1843073
       6280,            1.9215,       950.0887213
       6281,             1.923,       949.9948805
       6282,            1.9245,       949.9022735
       6283,             1.926,       949.8115554
       6284,            1.9275,        949.720209
       6285,             1.929,       949.6298859
       6286,            1.9305,       949.5409623
       6287,             1.932,       949.4485534
       6288,            1.9335,       949.3529944
       6289,             1.935,       949.2548364
       6290,            1.9365,       949.1542505
       6291,             1.938,       949.0622133
       6292,            1.9395,       948.9798639
       6293,             1.941,       948.9027116
       6294,            1.9425,       948.8340184
       6295,             1.944,       948.7676911
       6296,            1.9455,       948.6887576
       6297,             1.947,       948.6004046
       6298,            1.9485,       948.5180915
       6299,              1.95,       948.4352895
       6300,            1.9515,       948.3577355
       6301,             1.953,       948.2899155
       6302,            1.9545,       948.2336446
       6303,             1.956,       948.2103181
       6304,            1.9575,       948.2016927
       6305,             1.959,       948.1437641
       6306,            1.9605,       948.0792976
       6307,             1.962,       948.0174512
       6308,            1.9635,       947.9592588
       6309,             1.965,       947.9109932
       6310,            1.9665,       947.8662311
       6311,             1.968,       947.8348612
       6312,            1.9695,        947.819959
       6313,             1.971,       947.8052418
       6314,            1.9725,       947.7814731
       6315,             1.974,        947.755941
       6316,            1.9755,       947.7343097
       6317,             1.977,       947.7096283
       6318,            1.9785,       947.6967204
       6319,              1.98,       947.6892853
       6320,            1.9815,       947.6852602
       6321,             1.983,       947.6830565
       6322,            1.9845,       947.6839936
       6323,             1.986,       947.6863457
       6324,            1.9875,       947.6878439
       6325,             1.989,        947.696557
       6326,            1.9905,       947.7097259
       6327,             1.992,       947.7208109
       6328,            1.9935,       947.7276276
       6329,             1.995,       947.7345394
       6330,            1.9965,       947.7399573
       6331,             1.998,       947.7416746
       6332,            1.9995,       947.7474644
       6333,             2.001,       947.7594773
       6334,            2.0025,       947.7680931
       6335,             2.004,       947.7759384
       6336,            2.0055,       947.7857833
       6337,             2.007,       947.7960586
       6338,            2.0085,       947.8030431
       6339,              2.01,       947.8070119
       6340,            2.0115,       947.8156877
       6341,             2.013,       947.8279053
       6342,            2.0145,       947.8357298
       6343,             2.016,       947.8389432
       6344,            2.0175,        947.835721
       6345,             2.019,       947.8262397
       6346,            2.0205,       947.8155869
       6347,             2.022,       947.8078786
       6348,            2.0235,       947.8029609
       6349,             2.025,       947.7934492
       6350,            2.0265,       947.7775999
       6351,             2.028,       947.7567084
       6352,            2.0295,       947.7278335
       6353,             2.031,       947.6927601
       6354,            2.0325,       947.6538968
       6355,             2.034,       947.6109864
       6356,            2.0355,       947.5684847
       6357,             2.037,       947.5299272
       6358,            2.0385,       947.4937379
       6359,              2.04,       947.4580445
       6360,            2.0415,       947.4213533
       6361,             2.043,       947.3823918
       6362,            2.0445,       947.3362771
       6363,             2.046,       947.2800658
       6364,            2.0475,       947.2227378
       6365,             2.049,       947.1695415
       6366,            2.0505,       947.1200659
       6367,             2.052,       947.0734123
       6368,            2.0535,       947.0268467
       6369,             2.055,       946.9785241
       6370,            2.0565,       946.9297095
       6371,             2.058,       946.8782242
       6372,            2.0595,       946.8266362
       6373,             2.061,       946.7784642
       6374,            2.0625,       946.7382599
       6375,             2.064,       946.7017296
       6376,            2.0655,       946.6631487
       6377,             2.067,       946.6231427
       6378,            2.0685,       946.5825522
       6379,              2.07,        946.540764
       6380,            2.0715,       946.4973801
       6381,             2.073,       946.4542166
       6382,            2.0745,       946.4190693
       6383,             2.076,       946.3973007
       6384,            2.0775,       946.3834518
       6385,             2.079,       946.3688299
       6386,            2.0805,       946.3494289
       6387,             2.082,       946.3248484
       6388,            2.0835,       946.3002472
       6389,             2.085,       946.2771809
       6390,            2.0865,       946.2580364
       6391,             2.088,       946.2475288
       6392,            2.0895,        946.247455
       6393,             2.091,        946.252229
       6394,            2.0925,       946.2565498
       6395,             2.094,       946.2590166
       6396,            2.0955,       946.2630691
       6397,             2.097,       946.2678405
       6398,            2.0985,       946.2725036
       6399,               2.1,       946.2809802
       6400,            2.1015,        946.298282
       6401,             2.103,       946.3254586
       6402,            2.1045,       946.3590971
       6403,             2.106,        946.397502
       6404,            2.1075,       946.4394444
       6405,             2.109,       946.4846361
       6406,            2.1105,       946.5358032
       6407,             2.112,       946.5923123
       6408,            2.1135,       946.6542075
       6409,             2.115,       946.7233086
       6410,            2.1165,       946.8022756
       6411,             2.118,       946.8909005
       6412,            2.1195,       946.9805143
       6413,             2.121,       947.0758366
       6414,            2.1225,       947.1770115
       6415,             2.124,        947.281105
       6416,            2.1255,       947.3896798
       6417,             2.127,       947.5017194
       6418,            2.1285,       947.6181702
       6419,              2.13,       947.7411527
       6420,            2.1315,       947.8722878
       6421,             2.133,       948.0105034
       6422,            2.1345,       948.1553015
       6423,             2.136,       948.3037393
       6424,            2.1375,        948.452448
       6425,             2.139,       948.6002741
       6426,            2.1405,       948.7492677
       6427,             2.142,       948.9015483
       6428,            2.1435,       949.0573246
       6429,             2.145,       949.2175561
       6430,            2.1465,       949.3829094
       6431,             2.148,       949.5475884
       6432,            2.1495,       949.7075942
       6433,             2.151,       949.8658183
       6434,            2.1525,       950.0272163
       6435,             2.154,       950.1957793
       6436,            2.1555,       950.3659457
       6437,             2.157,       950.5346982
       6438,            2.1585,       950.6931075
       6439,              2.16,       950.8434374
       6440,            2.1615,       951.0087112
       6441,             2.163,       951.2009802
       6442,            2.1645,       951.3948889
       6443,             2.166,       951.5694535
       6444,            2.1675,       951.7209357
       6445,             2.169,        951.867499
       6446,            2.1705,       952.0083571
       6447,             2.172,       952.1522474
       6448,            2.1735,       952.2939799
       6449,             2.175,       952.4332422
       6450,            2.1765,       952.5658574
       6451,             2.178,       952.6939784
       6452,            2.1795,       952.8142722
       6453,             2.181,       952.9324901
       6454,            2.1825,       953.0485258
       6455,             2.184,       953.1610232
       6456,            2.1855,        953.267813
       6457,             2.187,       953.3714436
       6458,            2.1885,       953.4700494
       6459,              2.19,       953.5553647
       6460,            2.1915,       953.6356729
       6461,             2.193,        953.712957
       6462,            2.1945,       953.7842291
       6463,             2.196,       953.8489669
       6464,            2.1975,       953.9118704
       6465,             2.199,        953.967029
       6466,            2.2005,       954.0155113
       6467,             2.202,       954.0613168
       6468,            2.2035,       954.1077794
       6469,             2.205,       954.1536006
       6470,            2.2065,       954.1914459
       6471,             2.208,       954.2231714
       6472,            2.2095,       954.2509929
       6473,             2.211,       954.2760357
       6474,            2.2125,       954.2944659
       6475,             2.214,       954.3083093
       6476,            2.2155,        954.319806
       6477,             2.217,       954.3280226
       6478,            2.2185,       954.3189774
       6479,              2.22,       954.3166982
       6480,            2.2215,        954.319613
       6481,             2.223,       954.3179309
       6482,            2.2245,       954.3087758
       6483,             2.226,        954.293618
       6484,            2.2275,       954.2781262
       6485,             2.229,       954.2640601
       6486,            2.2305,       954.2525887
       6487,             2.232,       954.2403152
       6488,            2.2335,       954.2258767
       6489,             2.235,       954.2061078
       6490,            2.2365,       954.1841578
       6491,             2.238,       954.1663623
       6492,            2.2395,       954.1511922
       6493,             2.241,       954.1341169
       6494,            2.2425,       954.1154483
       6495,             2.244,       954.0986542
       6496,            2.2455,       954.0847071
       6497,             2.247,        954.073868
       6498,            2.2485,       954.0634236
       6499,              2.25,       954.0499556
       6500,            2.2515,       954.0346082
       6501,             2.253,       954.0187206
       6502,            2.2545,       954.0052104
       6503,             2.256,       953.9937777
       6504,            2.2575,       953.9830494
       6505,             2.259,       953.9738499
       6506,            2.2605,       953.9667721
       6507,             2.262,       953.9612034
       6508,            2.2635,       953.9546164
       6509,             2.265,       953.9460469
       6510,            2.2665,       953.9370975
       6511,             2.268,       953.9281077
       6512,            2.2695,       953.9186202
       6513,             2.271,       953.9093143
       6514,            2.2725,       953.9026061
       6515,             2.274,       953.8992794
       6516,            2.2755,       953.8964587
       6517,             2.277,       953.8929793
       6518,            2.2785,       953.8867068
       6519,              2.28,       953.8767173
       6520,            2.2815,       953.8642092
       6521,             2.283,       953.8537367
       6522,            2.2845,       953.8470193
       6523,             2.286,        953.839943
       6524,            2.2875,       953.8326674
       6525,             2.289,       953.8253599
       6526,            2.2905,       953.8164338
       6527,             2.292,       953.8053389
       6528,            2.2935,       953.7932862
       6529,             2.295,       953.7805154
       6530,            2.2965,       953.7680961
       6531,             2.298,       953.7564525
       6532,            2.2995,       953.7452281
       6533,             2.301,       953.7343793
       6534,            2.3025,       953.7238396
       6535,             2.304,       953.7139496
       6536,            2.3055,       953.7056885
       6537,             2.307,       953.6982226
       6538,            2.3085,        953.690693
       6539,              2.31,       953.6859219
       6540,            2.3115,       953.6802347
       6541,             2.313,        953.674544
       6542,            2.3145,       953.6706599
       6543,             2.316,       953.6673341
       6544,            2.3175,       953.6635303
       6545,             2.319,       953.6589329
       6546,            2.3205,        953.652795
       6547,             2.322,       953.6468534
       6548,            2.3235,       953.6413881
       6549,             2.325,       953.6350509
       6550,            2.3265,       953.6258478
       6551,             2.328,       953.6149434
       6552,            2.3295,       953.6039626
       6553,             2.331,        953.592475
       6554,            2.3325,       953.5821349
       6555,             2.334,         953.57149
       6556,            2.3355,       953.5589772
       6557,             2.337,       953.5464184
       6558,            2.3385,       953.5353316
       6559,              2.34,        953.522242
       6560,            2.3415,       953.5081298
       6561,             2.343,       953.4921788
       6562,            2.3445,        953.475406
       6563,             2.346,        953.456233
       6564,            2.3475,       953.4365332
       6565,             2.349,        953.418447
       6566,            2.3505,       953.3983062
       6567,             2.352,       953.3746519
       6568,            2.3535,       953.3536322
       6569,             2.355,        953.333367
       6570,            2.3565,         953.31044
       6571,             2.358,       953.2858987
       6572,            2.3595,       953.2581714
       6573,             2.361,       953.2294866
       6574,            2.3625,        953.198161
       6575,             2.364,       953.1676426
       6576,            2.3655,       953.1317412
       6577,             2.367,       953.0865392
       6578,            2.3685,       953.0354243
       6579,              2.37,       952.9880039
       6580,            2.3715,       952.9456216
       6581,             2.373,       952.9101843
       6582,            2.3745,       952.8665786
       6583,             2.376,       952.8093106
       6584,            2.3775,       952.7442273
       6585,             2.379,       952.6784075
       6586,            2.3805,       952.6046818
       6587,             2.382,       952.5348729
       6588,            2.3835,       952.4694902
       6589,             2.385,       952.4036714
       6590,            2.3865,        952.328549
       6591,             2.388,       952.2459568
       6592,            2.3895,       952.1605629
       6593,             2.391,       952.0742952
       6594,            2.3925,       951.9844937
       6595,             2.394,       951.8919569
       6596,            2.3955,       951.8211091
       6597,             2.397,       951.7572876
       6598,            2.3985,       951.6966348
       6599,               2.4,       951.6202383
       6600,            2.4015,       951.5081932
       6601,             2.403,       951.3836677
       6602,            2.4045,       951.2469847
       6603,             2.406,       951.1097516
       6604,            2.4075,       950.9789537
       6605,             2.409,        950.886013
       6606,            2.4105,       950.8011256
       6607,             2.412,       950.7140744
       6608,            2.4135,       950.6135505
       6609,             2.415,       950.5024681
       6610,            2.4165,       950.3877441
       6611,             2.418,       950.2681218
       6612,            2.4195,       950.1470466
       6613,             2.421,       950.0415988
       6614,            2.4225,       949.9397278
       6615,             2.424,       949.8309908
       6616,            2.4255,       949.7194361
       6617,             2.427,       949.6128592
       6618,            2.4285,       949.5101217
       6619,              2.43,       949.4145924
       6620,            2.4315,       949.3264842
       6621,             2.433,       949.2375565
       6622,            2.4345,       949.1359187
       6623,             2.436,       949.0210534
       6624,            2.4375,        948.908731
       6625,             2.439,       948.8110645
       6626,            2.4405,       948.7269404
       6627,             2.442,       948.6504979
       6628,            2.4435,       948.5784869
       6629,             2.445,       948.5109803
       6630,            2.4465,       948.4362303
       6631,             2.448,        948.337158
       6632,            2.4495,        948.246391
       6633,             2.451,        948.169985
       6634,            2.4525,       948.1036462
       6635,             2.454,       948.0489595
       6636,            2.4555,       948.0041928
       6637,             2.457,       947.9739701
       6638,            2.4585,       947.9695842
       6639,              2.46,       947.9255012
       6640,            2.4615,       947.8638997
       6641,             2.463,       947.8069203
       6642,            2.4645,       947.7593848
       6643,             2.466,       947.7259257
       6644,            2.4675,       947.6989254
       6645,             2.469,       947.6808895
       6646,            2.4705,       947.6747799
       6647,             2.472,       947.6675221
       6648,            2.4735,       947.6530788
       6649,             2.475,       947.6383705
       6650,            2.4765,       947.6260572
       6651,             2.478,       947.6143237
       6652,            2.4795,       947.6203211
       6653,             2.481,       947.6294929
       6654,            2.4825,       947.6404889
       6655,             2.484,       947.6535407
       6656,            2.4855,       947.6691317
       6657,             2.487,       947.6831364
       6658,            2.4885,       947.7019171
       6659,              2.49,       947.7270661
       6660,            2.4915,       947.7530445
       6661,             2.493,       947.7740986
       6662,            2.4945,       947.7944979
       6663,             2.496,       947.8147625
       6664,            2.4975,       947.8310675
       6665,             2.499,       947.8457453
       6666,            2.5005,       947.8660733
       6667,             2.502,       947.8874798
       6668,            2.5035,       947.9062294
       6669,             2.505,       947.9213417
       6670,            2.5065,       947.9365935
       6671,             2.508,       947.9514324
       6672,            2.5095,       947.9601047
       6673,             2.511,       947.9681622
       6674,            2.5125,        947.978824
       6675,             2.514,        947.991059
       6676,            2.5155,        948.003162
       6677,             2.517,       948.0100905
       6678,            2.5185,       948.0119402
       6679,              2.52,       948.0112056
       6680,            2.5215,       948.0094713
       6681,             2.523,       948.0070844
       6682,            2.5245,       948.0023363
       6683,             2.526,       947.9943986
       6684,            2.5275,       947.9821669
       6685,             2.529,       947.9657887
       6686,            2.5305,       947.9444081
       6687,             2.532,       947.9141672
       6688,            2.5335,       947.8777114
       6689,             2.535,       947.8412732
       6690,            2.5365,       947.8071428
       6691,             2.538,       947.7766391
       6692,            2.5395,       947.7452467
       6693,             2.541,       947.7073187
       6694,            2.5425,       947.6627359
       6695,             2.544,        947.610904
       6696,            2.5455,       947.5487736
       6697,             2.547,       947.4828975
       6698,            2.5485,       947.4336979
       6699,              2.55,        947.391954
       6700,            2.5515,       947.3490444
       6701,             2.553,       947.3041059
       6702,            2.5545,       947.2580903
       6703,             2.556,       947.2107874
       6704,            2.5575,        947.161842
       6705,             2.559,       947.1127148
       6706,            2.5605,       947.0661477
       6707,             2.562,       947.0243124
       6708,            2.5635,       946.9864314
       6709,             2.565,       946.9493151
       6710,            2.5665,       946.9096143
       6711,             2.568,       946.8708348
       6712,            2.5695,       946.8284169
       6713,             2.571,       946.7838673
       6714,            2.5725,       946.7426548
       6715,             2.574,       946.7098087
       6716,            2.5755,       946.6890063
       6717,             2.577,       946.6747429
       6718,            2.5785,       946.6601354
       6719,              2.58,        946.638288
       6720,            2.5815,       946.6103575
       6721,             2.583,       946.5787634
       6722,            2.5845,       946.5441518
       6723,             2.586,       946.5132168
       6724,            2.5875,        946.490453
       6725,             2.589,       946.4775887
       6726,            2.5905,       946.4716277
       6727,             2.592,       946.4673041
       6728,            2.5935,       946.4646935
       6729,             2.595,       946.4619766
       6730,            2.5965,       946.4560169
       6731,             2.598,       946.4486163
       6732,            2.5995,       946.4434932
       6733,             2.601,         946.44725
       6734,            2.6025,       946.4614542
       6735,             2.604,       946.4866322
       6736,            2.6055,       946.5196877
       6737,             2.607,       946.5557044
       6738,            2.6085,       946.5921638
       6739,              2.61,       946.6322928
       6740,            2.6115,       946.6784799
       6741,             2.613,       946.7281837
       6742,            2.6145,       946.7835235
       6743,             2.616,       946.8486724
       6744,            2.6175,       946.9289989
       6745,             2.619,       947.0244098
       6746,            2.6205,       947.1293011
       6747,             2.622,       947.2326264
       6748,            2.6235,       947.3285119
       6749,             2.625,       947.4239933
       6750,            2.6265,       947.5260831
       6751,             2.628,       947.6376688
       6752,            2.6295,       947.7629314
       6753,             2.631,       947.8984029
       6754,            2.6325,       948.0380642
       6755,             2.634,       948.1777332
       6756,            2.6355,       948.3183186
       6757,             2.637,       948.4631616
       6758,            2.6385,       948.6119258
       6759,              2.64,       948.7631634
       6760,            2.6415,       948.9171386
       6761,             2.643,       949.0752854
       6762,            2.6445,       949.2384738
       6763,             2.646,       949.4030465
       6764,            2.6475,       949.5675748
       6765,             2.649,       949.7308704
       6766,            2.6505,       949.8886587
       6767,             2.652,       950.0447259
       6768,            2.6535,       950.2024208
       6769,             2.655,       950.3654346
       6770,            2.6565,        950.530234
       6771,             2.658,       950.6954485
       6772,            2.6595,       950.8518755
       6773,             2.661,       951.0005801
       6774,            2.6625,       951.1517181
       6775,             2.664,       951.3396446
       6776,            2.6655,       951.5303383
       6777,             2.667,       951.7025223
       6778,            2.6685,       951.8446429
       6779,              2.67,       951.9811184
       6780,            2.6715,        952.123444
       6781,             2.673,       952.2712525
       6782,            2.6745,       952.4153075
       6783,             2.676,       952.5538359
       6784,            2.6775,       952.6819408
       6785,             2.679,        952.802261
       6786,            2.6805,       952.9185496
       6787,             2.682,       953.0342041
       6788,            2.6835,        953.150634
       6789,             2.685,       953.2658989
       6790,            2.6865,       953.3775215
       6791,             2.688,       953.4820384
       6792,            2.6895,       953.5740015
       6793,             2.691,       953.6563899
       6794,            2.6925,       953.7332461
       6795,             2.694,       953.8063366
       6796,            2.6955,       953.8728225
       6797,             2.697,       953.9394508
       6798,            2.6985,       954.0002929
       6799,               2.7,       954.0565182
       6800,            2.7015,       954.1084492
       6801,             2.703,       954.1601929
       6802,            2.7045,       954.2064368
       6803,             2.706,       954.2463942
       6804,            2.7075,       954.2788081
       6805,             2.709,       954.3079043
       6806,            2.7105,       954.3324839
       6807,             2.712,       954.3542564
       6808,            2.7135,       954.3721125
       6809,             2.715,       954.3824333
       6810,            2.7165,       954.3933725
       6811,             2.718,       954.4039593
       6812,            2.7195,       954.4061561
       6813,             2.721,       954.3878989
       6814,            2.7225,       954.3804419
       6815,             2.724,       954.3732392
       6816,            2.7255,       954.3627681
       6817,             2.727,       954.3529747
       6818,            2.7285,       954.3429317
       6819,              2.73,       954.3289849
       6820,            2.7315,        954.315152
       6821,             2.733,       954.3034163
       6822,            2.7345,       954.2896603
       6823,             2.736,       954.2721574
       6824,            2.7375,       954.2530879
       6825,             2.739,       954.2346262
       6826,            2.7405,       954.2177706
       6827,             2.742,       954.2017738
       6828,            2.7435,       954.1853593
       6829,             2.745,       954.1684312
       6830,            2.7465,       954.1552752
       6831,             2.748,       954.1458972
       6832,            2.7495,       954.1379365
       6833,             2.751,       954.1283826
       6834,            2.7525,       954.1146962
       6835,             2.754,       954.1000652
       6836,            2.7555,       954.0875972
       6837,             2.757,        954.076865
       6838,            2.7585,       954.0652243
       6839,              2.76,        954.053408
       6840,            2.7615,       954.0441482
       6841,             2.763,         954.03668
       6842,            2.7645,       954.0282546
       6843,             2.766,       954.0186072
       6844,            2.7675,       954.0098036
       6845,             2.769,       954.0012404
       6846,            2.7705,       953.9916125
       6847,             2.772,       953.9809312
       6848,            2.7735,       953.9703147
       6849,             2.775,        953.961477
       6850,            2.7765,       953.9551195
       6851,             2.778,       953.9494325
       6852,            2.7795,       953.9426021
       6853,             2.781,       953.9350948
       6854,            2.7825,       953.9273909
       6855,             2.784,       953.9195106
       6856,            2.7855,       953.9085733
       6857,             2.787,        953.895597
       6858,            2.7885,       953.8848549
       6859,              2.79,       953.8756346
       6860,            2.7915,       953.8649722
       6861,             2.793,       953.8520448
       6862,            2.7945,       953.8393569
       6863,             2.796,       953.8279213
       6864,            2.7975,       953.8183037
       6865,             2.799,       953.8094835
       6866,            2.8005,       953.7990528
       6867,             2.802,       953.7883633
       6868,            2.8035,       953.7781486
       6869,             2.805,       953.7697134
       6870,            2.8065,       953.7639263
       6871,             2.808,       953.7603195
       6872,            2.8095,       953.7581815
       6873,             2.811,       953.7562602
       6874,            2.8125,       953.7530274
       6875,             2.814,       953.7519115
       6876,            2.8155,       953.7503064
       6877,             2.817,        953.746948
       6878,            2.8185,       953.7430617
       6879,              2.82,       953.7395703
       6880,            2.8215,       953.7385825
       6881,             2.823,       953.7340376
       6882,            2.8245,       953.7255879
       6883,             2.826,       953.7172926
       6884,            2.8275,       953.7089198
       6885,             2.829,       953.6996329
       6886,            2.8305,       953.6920749
       6887,             2.832,       953.6855076
       6888,            2.8335,       953.6775736
       6889,             2.835,       953.6704203
       6890,            2.8365,       953.6634465
       6891,             2.838,       953.6578884
       6892,            2.8395,       953.6508014
       6893,             2.841,       953.6410043
       6894,            2.8425,       953.6301038
       6895,             2.844,       953.6199306
       6896,            2.8455,       953.6078991
       6897,             2.847,        953.593204
       6898,            2.8485,       953.5781996
       6899,              2.85,       953.5603408
       6900,            2.8515,       953.5393278
       6901,             2.853,       953.5144747
       6902,            2.8545,       953.4840223
       6903,             2.856,       953.4569665
