"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"
50	2.633310406022256e-01	-1.024709527976784e-01	9.922554144054762e-01	3.813289675106029e-01	-6.675349020362048e-03	2.546231820394524e+00	
51	2.578275507923287e-01	-1.112591331433282e-01	9.927094002453886e-01	3.798362235679456e-01	-7.417659545834734e-03	2.547215443058263e+00	
52	2.523240609824319e-01	-1.200473134889779e-01	9.931652170877970e-01	3.783314409802589e-01	-8.057936556612336e-03	2.548203540068882e+00	
53	2.468205711725350e-01	-1.288354938346277e-01	9.936204607087071e-01	3.768209597284403e-01	-8.595454865978479e-03	2.549190173602680e+00	
54	2.678920443156168e-01	-1.123997683408204e-01	9.926953305191737e-01	3.799118541420742e-01	-5.700202888602598e-03	2.547184966469814e+00	
55	2.623885545057199e-01	-1.211879486864702e-01	9.931249216426863e-01	3.784959227485982e-01	-6.376912287445400e-03	2.548116275247185e+00	
56	2.568850646958231e-01	-1.299761290321199e-01	9.935550387799661e-01	3.770706808613493e-01	-6.958388414166931e-03	2.549048422628180e+00	
57	2.724530480290079e-01	-1.223285838839625e-01	9.931038453256009e-01	3.785890127193026e-01	-4.759699184113897e-03	2.548070658885104e+00	
58	2.669495582191111e-01	-1.311167642296122e-01	9.935101273006329e-01	3.772445848590151e-01	-5.378566800488520e-03	2.548951086643317e+00	
59	2.770140517423992e-01	-1.322573994271045e-01	9.934837743714121e-01	3.773499771501678e-01	-3.855241189835967e-03	2.548893940282422e+00	
60	8.051365869779068e-01	-6.126254486406563e-02	9.998961115057995e-01	3.534425165561829e-01	3.667025765222631e-02	2.562776193760790e+00	
61	7.942844129620031e-01	-6.305603663643292e-02	9.996193524719401e-01	3.544732007055792e-01	3.632750794600871e-02	2.562177547937542e+00	
62	7.834322389460995e-01	-6.484952840880022e-02	9.993530755737223e-01	3.554639503020519e-01	3.596596651332563e-02	2.561601516862049e+00	
63	7.725800649301958e-01	-6.664302018116752e-02	9.990963076554235e-01	3.564184953068299e-01	3.558697381926458e-02	2.561046003912445e+00	
64	7.617278909142922e-01	-6.843651195353481e-02	9.988481891312274e-01	3.573401141801207e-01	3.519150688153422e-02	2.560509151031452e+00	
65	8.014508589227376e-01	-7.268996532413059e-02	9.998625542600069e-01	3.536792532572794e-01	3.551537478732585e-02	2.562702802803636e+00	
66	7.905986849068339e-01	-7.448345709649790e-02	9.995952833630253e-01	3.546709346893442e-01	3.520123428078725e-02	2.562124607895631e+00	
67	7.797465108909302e-01	-7.627694886886519e-02	9.993377185567622e-01	3.556260798062437e-01	3.486557872381560e-02	2.561567376645769e+00	
68	7.688943368750266e-01	-7.807044064123249e-02	9.990890275460332e-01	3.565478194130981e-01	3.450999599695050e-02	2.561029309495940e+00	
69	7.977651308675684e-01	-8.411738578419556e-02	9.998255514579060e-01	3.539210517273869e-01	3.441368786610591e-02	2.562622688082139e+00	
70	7.869129568516648e-01	-8.591087755656285e-02	9.995680779506052e-01	3.548737400964465e-01	3.412351169224945e-02	2.562065757177083e+00	
71	7.760607828357611e-01	-8.770436932893017e-02	9.993195442265251e-01	3.557930931410827e-01	3.380977335162109e-02	2.561528131163890e+00	
72	7.940794028123993e-01	-9.554480624426054e-02	9.997864839295046e-01	3.541631616144300e-01	3.336269319467026e-02	2.562538545753703e+00	
73	7.832272287964956e-01	-9.733829801662783e-02	9.995389417097881e-01	3.550768201293406e-01	3.309229531027156e-02	2.562003098100988e+00	
74	7.903936747572301e-01	-1.069722267043255e-01	9.997465081076724e-01	3.543997526069301e-01	3.235987903315163e-02	2.562452055451153e+00	
75	1.018391169250775e+00	-8.512333265025743e-03	1.010053511265135e+00	3.153513797125275e-01	6.588729175180304e-03	2.584606338051722e+00	
76	1.015488236484868e+00	-1.075399939966113e-02	1.010275919900983e+00	3.138738655744422e-01	9.020677371192477e-03	2.584913244093986e+00	
77	1.012585303718962e+00	-1.299566553429651e-02	1.010503337978475e+00	3.136883952435029e-01	1.203985906371628e-02	2.585585231286958e+00	
78	1.009682370953055e+00	-1.523733166893189e-02	1.010553950096251e+00	3.145289728082639e-01	1.492422961880382e-02	2.586010215803369e+00	
79	1.006779438187148e+00	-1.747899780356727e-02	1.010489481896649e+00	3.150863933473494e-01	1.686072968225128e-02	2.586055189647239e+00	
80	1.019478478611997e+00	-1.367022843822715e-02	1.009650539544385e+00	3.177455672801240e-01	9.462484914978968e-03	2.583876807856870e+00	
81	1.016575545846091e+00	-1.591189457286252e-02	1.009746494886489e+00	3.174717123003533e-01	1.147032715131823e-02	2.584122406395736e+00	
82	1.013672613080184e+00	-1.815356070749791e-02	1.009790689911984e+00	3.172112909339073e-01	1.360935981076030e-02	2.584239333392938e+00	
83	1.010769680314277e+00	-2.039522684213329e-02	1.009714156289330e+00	3.165059382422063e-01	1.600790466790299e-02	2.583823103199827e+00	
84	1.020565787973220e+00	-1.882812361142855e-02	1.009116895324027e+00	3.199655965241550e-01	1.114507163771510e-02	2.582745930520418e+00	
85	1.017662855207313e+00	-2.106978974606393e-02	1.009167390430562e+00	3.194500661086316e-01	1.299531769277845e-02	2.582801144872288e+00	
86	1.014759922441407e+00	-2.331145588069931e-02	1.009153697130467e+00	3.190565759603908e-01	1.506913709662214e-02	2.582640471795943e+00	
87	1.021653097334442e+00	-2.398601878462995e-02	1.008621314865598e+00	3.215139746366059e-01	1.263593464928202e-02	2.581557652937910e+00	
88	1.018750164568536e+00	-2.622768491926533e-02	1.008701751065986e+00	3.217068307211508e-01	1.408041695566257e-02	2.581876619991682e+00	
89	1.022740406695665e+00	-2.914391395783135e-02	1.008238132077796e+00	3.237985174187634e-01	1.332784529162737e-02	2.580944455175504e+00	
90	9.927042691428621e-01	1.955915288778650e-02	1.009435727028892e+00	3.163384455109307e-01	-2.718407133672052e-02	2.583225620312402e+00	
91	9.945282018571466e-01	1.466936466583988e-02	1.010350720350313e+00	3.136588327479474e-01	-2.712054077385145e-02	2.585335913328168e+00	
92	9.963521345714310e-01	9.779576443893250e-03	1.011757182822748e+00	3.073904520591625e-01	-2.809434645155271e-02	2.588385210260931e+00	
93	9.981760672857155e-01	4.889788221946625e-03	1.013908488267262e+00	2.994621476770357e-01	-2.822083371552086e-02	2.593291155273183e+00	
94	1.000000000000000e+00	0.000000000000000e+00	1.021024186859942e+00	2.577064568792222e-01	-1.776312008922170e-02	2.606652348240162e+00	
95	9.984132333659503e-01	1.781767194682949e-02	1.010302123940753e+00	3.154512222699432e-01	-2.351610120793707e-02	2.585625416757253e+00	
96	1.000237166080235e+00	1.292788372488286e-02	1.011102437585983e+00	3.102760436132831e-01	-2.140489381553238e-02	2.586822814095353e+00	
97	1.002061098794519e+00	8.038095502936236e-03	1.012760587311650e+00	3.041020816166141e-01	-1.815923996540708e-02	2.590598907612382e+00	
98	1.003885031508804e+00	3.148307280989613e-03	1.014411965912399e+00	2.981581491419042e-01	-7.920805750058622e-03	2.594428076672373e+00	
99	1.004122197589039e+00	1.607619100587248e-02	1.010812260259067e+00	3.150375348016005e-01	-1.838915792855428e-02	2.587095214710780e+00	
100	1.005946130303323e+00	1.118640278392585e-02	1.011247376697664e+00	3.092618340415609e-01	-1.440695963861914e-02	2.586925684482799e+00	
101	1.007770063017607e+00	6.296614561979225e-03	1.012196764864974e+00	3.088587021250371e-01	-8.920062855945243e-03	2.589858052596298e+00	
102	1.009831161812127e+00	1.433471006491546e-02	1.010734506160202e+00	3.159046116832013e-01	-1.309221739418209e-02	2.587050061536293e+00	
103	1.011655094526411e+00	9.444921842968837e-03	1.010779295938136e+00	3.107685035995434e-01	-8.817472975311927e-03	2.585698788907196e+00	
104	1.015540126035215e+00	1.259322912395845e-02	1.010187613308679e+00	3.170642211673810e-01	-8.438240731283292e-03	2.585536989772502e+00	
105	-2.925932647774816e+01	7.136342245362758e+01	9.999691514498110e-01	3.548005463475015e-01	1.237451952921646e-02	2.562912253036718e+00	
106	-3.431949485831112e+01	7.517320193483165e+01	9.999707344128904e-01	3.547876722306824e-01	1.237158536290803e-02	2.562913089484876e+00	
107	-3.937966323887409e+01	7.898298141603573e+01	9.999723013263397e-01	3.547753846514359e-01	1.236862579519276e-02	2.562914078728261e+00	
108	-4.443983161943704e+01	8.279276089723979e+01	9.999735428677646e-01	3.547650861558852e-01	1.236519089958146e-02	2.562914649662502e+00	
109	-4.950000000000001e+01	8.660254037844386e+01	9.999754223222033e-01	3.547573251517413e-01	1.236219723442640e-02	2.562918318897130e+00	
110	-3.364064809159822e+01	6.892608339439100e+01	9.999702376476391e-01	3.547998430822852e-01	1.237840477805477e-02	2.562915784786552e+00	
111	-3.870081647216118e+01	7.273586287559507e+01	9.999718479587727e-01	3.547876564806082e-01	1.237495261270659e-02	2.562916952753825e+00	
112	-4.376098485272414e+01	7.654564235679914e+01	9.999733924344284e-01	3.547753178573095e-01	1.237132025424955e-02	2.562917838451382e+00	
113	-4.882115323328711e+01	8.035542183800322e+01	9.999746141123178e-01	3.547641485722379e-01	1.236754828944093e-02	2.562918028005757e+00	
114	-3.802196970544829e+01	6.648874433515444e+01	9.999714780534704e-01	3.547977117339365e-01	1.238223437148401e-02	2.562919339173884e+00	
115	-4.308213808601124e+01	7.029852381635851e+01	9.999730725940013e-01	3.547868662074481e-01	1.237795417162614e-02	2.562920918516469e+00	
116	-4.814230646657420e+01	7.410830329756257e+01	9.999745493967627e-01	3.547751548155625e-01	1.237376062033524e-02	2.562921787224798e+00	
117	-4.240329131929834e+01	6.405140527591786e+01	9.999729102327350e-01	3.547939118418739e-01	1.238552335362533e-02	2.562922953998310e+00	
118	-4.746345969986130e+01	6.786118475712193e+01	9.999744297567265e-01	3.547850657970559e-01	1.238048872860706e-02	2.562924975608603e+00	
119	-4.678461293314840e+01	6.161406621668129e+01	9.999744259989277e-01	3.547883435954148e-01	1.238817798813263e-02	2.562926220869873e+00	
120	-4.950000000000001e+01	8.660254037844386e+01	9.999752845999851e-01	3.547573293449949e-01	1.236418350167742e-02	2.562917871598904e+00	
121	-5.467766952966370e+01	8.262957481349657e+01	9.999758124103336e-01	3.547579723016712e-01	1.236538188588291e-02	2.562919928577729e+00	
122	-5.985533905932741e+01	7.865660924854927e+01	9.999772365890193e-01	3.547565008280160e-01	1.236617769707592e-02	2.562924311226429e+00	
123	-6.503300858899109e+01	7.468364368360199e+01	9.999790379734240e-01	3.547558209331931e-01	1.236795538692272e-02	2.562930283300491e+00	
124	-7.021067811865480e+01	7.071067811865470e+01	9.999814390791941e-01	3.547573004582174e-01	1.237176581900765e-02	2.562939107848309e+00	
125	-4.882115323328711e+01	8.035542183800322e+01	9.999746457616029e-01	3.547641393124651e-01	1.236724184609615e-02	2.562918129709680e+00	
126	-5.399882276295082e+01	7.638245627305592e+01	9.999759774929691e-01	3.547652118238805e-01	1.237050051027131e-02	2.562923127622834e+00	
127	-5.917649229261450e+01	7.240949070810865e+01	9.999776255071458e-01	3.547666905218594e-01	1.237299877353732e-02	2.562929347295055e+00	
128	-6.435416182227820e+01	6.843652514316135e+01	9.999794261553117e-01	3.547672201256392e-01	1.237529876277250e-02	2.562935752391239e+00	
129	-4.814230646657420e+01	7.410830329756257e+01	9.999745639089658e-01	3.547751371213335e-01	1.237386336106420e-02	2.562921832096110e+00	
130	-5.331997599623790e+01	7.013533773261528e+01	9.999761082566304e-01	3.547762505845578e-01	1.237699823254729e-02	2.562927573779769e+00	
131	-5.849764552590160e+01	6.616237216766800e+01	9.999779254824174e-01	3.547736480236776e-01	1.237971467458801e-02	2.562932929787913e+00	
132	-4.746345969986130e+01	6.786118475712193e+01	9.999745397000104e-01	3.547849811527998e-01	1.238037341940898e-02	2.562925322019233e+00	
133	-5.264112922952500e+01	6.388821919217464e+01	9.999761974019148e-01	3.547800193210613e-01	1.238445341434521e-02	2.562929309575944e+00	
134	-4.678461293314840e+01	6.161406621668129e+01	9.999744070785223e-01	3.547883255889168e-01	1.238878699107204e-02	2.562926156988016e+00	
135	-7.021067811865480e+01	7.071067811865470e+01	9.999814380941212e-01	3.547586824573708e-01	1.237170416282023e-02	2.562939593959088e+00	
136	-6.784213857524945e+01	6.483828743373033e+01	9.999805736469570e-01	3.547643289954556e-01	1.237798383087123e-02	2.562938703826501e+00	
137	-6.547359903184412e+01	5.896589674880595e+01	9.999805978132861e-01	3.547699829452296e-01	1.238460681247108e-02	2.562940874755026e+00	
138	-6.310505948843877e+01	5.309350606388158e+01	9.999806768453248e-01	3.547772624940591e-01	1.239225914465324e-02	2.562943823840111e+00	
139	-6.073651994503342e+01	4.722111537895720e+01	9.999808679051519e-01	3.547823397626552e-01	1.240073021300628e-02	2.562946386854222e+00	
140	-6.435416182227820e+01	6.843652514316135e+01	9.999793754315719e-01	3.547664920041791e-01	1.237538596418639e-02	2.562935320830923e+00	
141	-6.198562227887286e+01	6.256413445823697e+01	9.999792338237700e-01	3.547712380023600e-01	1.238242646802018e-02	2.562936605042856e+00	
142	-5.961708273546750e+01	5.669174377331261e+01	9.999791039286448e-01	3.547782747383204e-01	1.238999572453033e-02	2.562938748867161e+00	
143	-5.724854319206217e+01	5.081935308838823e+01	9.999791062608825e-01	3.547859007928518e-01	1.239860037923781e-02	2.562941569181175e+00	
144	-5.849764552590160e+01	6.616237216766800e+01	9.999779159213027e-01	3.547733833617730e-01	1.237983612927343e-02	2.562932804531213e+00	
145	-5.612910598249626e+01	6.028998148274363e+01	9.999776111629289e-01	3.547793364315246e-01	1.238724919103787e-02	2.562933960940794e+00	
146	-5.376056643909091e+01	5.441759079781924e+01	9.999774377035742e-01	3.547876965482266e-01	1.239570533565062e-02	2.562936435659467e+00	
147	-5.264112922952500e+01	6.388821919217464e+01	9.999762265563622e-01	3.547809687098011e-01	1.238410825837706e-02	2.562929742324366e+00	
148	-5.027258968611966e+01	5.801582850725026e+01	9.999758680191384e-01	3.547887749916411e-01	1.239222550660333e-02	2.562931380226297e+00	
149	-4.678461293314840e+01	6.161406621668129e+01	9.999744292915042e-01	3.547898854365892e-01	1.238831138161388e-02	2.562926780878223e+00	
150	-7.126517664636846e+01	2.962325102039084e+01	9.999882552335144e-01	3.547691760040252e-01	1.240891123834367e-02	2.562967208088750e+00	
151	-7.747202814200305e+01	2.868791439285613e+01	9.999898156622541e-01	3.547645115587605e-01	1.240243768283335e-02	2.562970836127054e+00	
152	-8.367887963763766e+01	2.775257776532141e+01	9.999911781601121e-01	3.547607245815540e-01	1.239635441761571e-02	2.562974100085213e+00	
153	-8.988573113327226e+01	2.681724113778670e+01	9.999923305172106e-01	3.547575116984327e-01	1.239066313638811e-02	2.562976850374487e+00	
154	-9.609258262890685e+01	2.588190451025199e+01	9.999936865900192e-01	3.547541971065513e-01	1.238584382853611e-02	2.562980275598127e+00	
155	-7.276338033033667e+01	2.482269658378146e+01	9.999900800550467e-01	3.547662468587215e-01	1.241075609248314e-02	2.562972463678880e+00	
156	-7.897023182597128e+01	2.388735995624675e+01	9.999914576285315e-01	3.547617946900288e-01	1.240368772689811e-02	2.562975531188740e+00	
157	-8.517708332160588e+01	2.295202332871204e+01	9.999926591838477e-01	3.547580765861661e-01	1.239720604684378e-02	2.562978261493482e+00	
158	-9.138393481724047e+01	2.201668670117733e+01	9.999936277062129e-01	3.547549461897158e-01	1.239145129548663e-02	2.562980408428435e+00	
159	-7.426158401430490e+01	2.002214214717209e+01	9.999919323626904e-01	3.547621231340139e-01	1.241183480380314e-02	2.562977380448074e+00	
160	-8.046843550993950e+01	1.908680551963738e+01	9.999931185016241e-01	3.547584629113726e-01	1.240437223809397e-02	2.562980066079966e+00	
161	-8.667528700557409e+01	1.815146889210267e+01	9.999941343425010e-01	3.547555709348968e-01	1.239762828353322e-02	2.562982447923990e+00	
162	-7.575978769827313e+01	1.522158771056272e+01	9.999937888177129e-01	3.547586287268162e-01	1.241219779464301e-02	2.562982525874164e+00	
163	-8.196663919390772e+01	1.428625108302801e+01	9.999947715569585e-01	3.547559110644843e-01	1.240438663412906e-02	2.562984842497655e+00	
164	-7.725799138224134e+01	1.042103327395335e+01	9.999956338066400e-01	3.547554727957205e-01	1.241189546933809e-02	2.562987743734352e+00	
165	-9.609258262890685e+01	2.588190451025199e+01	9.999935900938071e-01	3.547537198858974e-01	1.238642474265489e-02	2.562979781837590e+00	
166	-9.694443697168015e+01	1.941142838268899e+01	9.999946592322732e-01	3.547529324766588e-01	1.238727756091945e-02	2.562983187684463e+00	
167	-9.779629131445343e+01	1.294095225512599e+01	9.999962954614319e-01	3.547515856306687e-01	1.238748997267167e-02	2.562988336223297e+00	
168	-9.864814565722671e+01	6.470476127562997e+00	9.999980052850314e-01	3.547501828748572e-01	1.238774795341682e-02	2.562993718442950e+00	
169	-9.950000000000000e+01	0.000000000000000e+00	9.999995380641248e-01	3.547489189192230e-01	1.238792955285089e-02	2.562998540463384e+00	
170	-9.138393481724047e+01	2.201668670117733e+01	9.999936547864053e-01	3.547550064078973e-01	1.239135696607019e-02	2.562980521697457e+00	
171	-9.223578916001375e+01	1.554621057361433e+01	9.999953072860145e-01	3.547531896294038e-01	1.239257324056424e-02	2.562985571878261e+00	
172	-9.308764350278705e+01	9.075734446051335e+00	9.999970533768406e-01	3.547516511924272e-01	1.239301098624614e-02	2.562991032838708e+00	
173	-9.393949784556034e+01	2.605258318488338e+00	9.999988072532731e-01	3.547499201785860e-01	1.239296084265195e-02	2.562996446203651e+00	
174	-8.667528700557409e+01	1.815146889210267e+01	9.999941242635509e-01	3.547556162490022e-01	1.239761362028536e-02	2.562982429176231e+00	
175	-8.752714134834739e+01	1.168099276453967e+01	9.999960060867802e-01	3.547534010742874e-01	1.239858119507410e-02	2.562988123134260e+00	
176	-8.837899569112068e+01	5.210516636976675e+00	9.999979465054788e-01	3.547512379828094e-01	1.239876690752217e-02	2.562994027280272e+00	
177	-8.196663919390772e+01	1.428625108302801e+01	9.999947615150611e-01	3.547558211614240e-01	1.240445174819464e-02	2.562984776897772e+00	
178	-8.281849353668100e+01	7.815774955465013e+00	9.999969060835298e-01	3.547530919829396e-01	1.240509517050798e-02	2.562991187550783e+00	
179	-7.725799138224134e+01	1.042103327395335e+01	9.999956289695355e-01	3.547556228642166e-01	1.241184974902351e-02	2.562987779779500e+00	
180	-9.609258262890683e+01	-2.588190451025208e+01	1.000005295686767e+00	3.547438457529848e-01	1.238629460869840e-02	2.563016509502514e+00	
181	-8.962210650134381e+01	-2.673375885302537e+01	1.000006534731655e+00	3.547407436893218e-01	1.239122593037845e-02	2.563019728777422e+00	
182	-8.315163037378079e+01	-2.758561319579866e+01	1.000007636838423e+00	3.547375809897365e-01	1.239702132109538e-02	2.563022466636090e+00	
183	-7.668115424621777e+01	-2.843746753857196e+01	1.000008961319748e+00	3.547337311497598e-01	1.240323657840955e-02	2.563025730306901e+00	
184	-7.021067811865476e+01	-2.928932188134525e+01	1.000010511665364e+00	3.547289053326660e-01	1.240985315589695e-02	2.563029429114304e+00	
185	-9.083179721399486e+01	-2.175984569691956e+01	1.000005238847773e+00	3.547429759146988e-01	1.239229701277979e-02	2.563016079944645e+00	
186	-8.436132108643184e+01	-2.261170003969285e+01	1.000006153810107e+00	3.547398125487918e-01	1.239827668172872e-02	2.563018176629839e+00	
187	-7.789084495886883e+01	-2.346355438246614e+01	1.000007311820662e+00	3.547359972840103e-01	1.240499176244250e-02	2.563020886595219e+00	
188	-7.142036883130581e+01	-2.431540872523944e+01	1.000008680194154e+00	3.547313412318913e-01	1.241230416023146e-02	2.563024028808869e+00	
189	-8.557101179908288e+01	-1.763778688358704e+01	1.000004652806511e+00	3.547423268784973e-01	1.239909096911411e-02	2.563013919689165e+00	
190	-7.910053567151985e+01	-1.848964122636033e+01	1.000005621715517e+00	3.547392974176138e-01	1.240617966538863e-02	2.563016263090173e+00	
191	-7.263005954395685e+01	-1.934149556913362e+01	1.000006783301705e+00	3.547353807639854e-01	1.241403296325963e-02	2.563018963562954e+00	
192	-8.031022638417090e+01	-1.351572807025452e+01	1.000003911651470e+00	3.547419782105035e-01	1.240663295138111e-02	2.563011342188131e+00	
193	-7.383975025660789e+01	-1.436758241302781e+01	1.000004848714571e+00	3.547391169671434e-01	1.241498817540254e-02	2.563013651582381e+00	
194	-7.504944096925894e+01	-9.393669256921996e+00	1.000002896363617e+00	3.547424650594062e-01	1.241511599165590e-02	2.563008130626109e+00	
195	-6.128743349043804e+01	-4.741116523516816e+01	1.000017413291174e+00	3.547164302188732e-01	1.239937533466061e-02	2.563048595083738e+00	
196	-6.749121021243950e+01	-4.805837392637612e+01	1.000015699888931e+00	3.547232928498119e-01	1.239457482585424e-02	2.563045080825261e+00	
