     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,"rms[MixtureFraction]","rms[EnthalpyTot]",  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,"Avg_Massflow(inlet_fuel)","Avg_Massflow(outlet)","Avg_Mach(inlet_fuel)","Avg_Mach(outlet)","Avg_Temp(inlet_fuel)","Avg_Temp(outlet)","Avg_Press(inlet_fuel)","Avg_Press(outlet)","Avg_Density(inlet_fuel)","Avg_Density(outlet)","Avg_Enthalpy(inlet_fuel)","Avg_Enthalpy(outlet)","Avg_NormalVel(inlet_fuel)","Avg_NormalVel(outlet)","Uniformity(inlet_fuel)","Uniformity(outlet)","Secondary_Strength(inlet_fuel)","Secondary_Strength(outlet)","Momentum_Distortion(inlet_fuel)","Momentum_Distortion(outlet)","Secondary_Over_Uniformity(inlet_fuel)","Secondary_Over_Uniformity(outlet)","Avg_TotalTemp(inlet_fuel)","Avg_TotalTemp(outlet)","Avg_TotalPress(inlet_fuel)","Avg_TotalPress(outlet)"
      -5.248545928,               -32,      -6.530869564,                   -32,      -19.04212512,   0.0001031860214,   7.618057145e-05,       600.0001724,   3.493038778e-05,       2.354072885,        864.734078,     0.01252370756,     0.01263308999,      0.009914958166,          280.2829023,            4.446496183e+20,       600.0001725,   0.0001867092649,  -3.493038778e-05,             5e-05,       1.288917752,    0.001503331295,                 0,                 0,                 0,     -0.3017057852,   -0.001503318406,       1.288917752,                 0,     0.00116635161,           0.0001031860214,       1.408459499e-26,       4.267934472e-05,   3.350122673e-05,           300.0000862,       300.0000862,        3.493038778e-05,   -3.185930635e-26,              1.177036443,          1.177036443,                432.367039,            432.367039,              0.01252370756,        1.329572256e-24,           0.01263308999,     2.229821338e-23,                 6.609698944e-08,              0.009914892069,                    0.01754434132,                   280.265358,                        5.232052452e-06,                    4.446496183e+20,                300.0000863,            300.0000863,             0.0001288549313,         5.785433362e-05
      -5.398774014,      -9.185916115,      -6.582133262,          -5.358641711,      0.4715963193,   0.0001058295831,   8.036786587e-05,       600.9998045,   7.302814129e-05,       2.200766575,      -675588.0925,     0.01476806503,     0.01490336332,      0.009896728477,           5634309.52,                1568.281015,       600.9998047,   0.0002442384659,   -7.30386859e-05,             5e-05,       1.158991639,    0.001592504309,                 0,                 0,                 0,     -0.2712852629,   -0.001592492719,       1.158991639,                 0,    0.001374042965,           0.0001058296112,      -2.815658799e-11,       4.693755462e-05,   3.343031125e-05,           300.9997183,       300.0000862,         7.30334136e-05,   -5.272308514e-09,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01476806769,       -2.657954897e-09,           0.01489705422,     6.309108491e-06,                 2.274369983e-06,              0.009894454107,                    0.01754458609,                  5634309.503,                        0.0001526724647,                        1568.280863,                300.9997184,            300.0000863,             0.0001866276502,         5.761081568e-05
      -5.377639533,      -9.091359809,      -6.600869561,          -5.234019305,      0.5962184024,    0.000114699112,   8.423354316e-05,       600.9998045,   0.0001054591168,       2.200766575,      -675588.0925,       0.016005773,     0.01615763944,      0.009875797245,          1589836.382,                818.8693264,       600.9998047,   0.0002962902628,  -0.0001054804787,             5e-05,        1.05299113,    0.001655316549,                 0,                 0,                 0,     -0.2464756006,   -0.001655306019,        1.05299113,                 0,    0.001572013762,           0.0001146992133,      -1.013236206e-10,        5.08714004e-05,   3.336214276e-05,           300.9997183,       300.0000862,        0.0001054697977,   -1.068095558e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01600578257,       -9.564852586e-09,           0.01614557924,     1.206020336e-05,                 6.669566066e-08,              0.009875730549,                    0.01754455569,                  1589836.364,                        4.130893026e-06,                        818.8693223,                300.9997184,            300.0000863,             0.0002389026444,         5.738761847e-05
      -5.372345925,      -8.942244335,      -6.619304501,           -5.25255152,      0.5776861393,   0.0001212389072,   8.706887725e-05,       600.9998045,   0.0001357911818,       2.200766575,      -675588.0925,     0.01691837837,     0.01708352087,      0.009862915727,          744148.0345,                568.0513948,       600.9998047,   0.0003420724097,  -0.0001358227556,             5e-05,      0.9652014906,    0.001655606729,                 0,                 0,                 0,      -0.225928729,   -0.001655597077,      0.9652014906,                 0,     0.00171529649,           0.0001212391203,      -2.131211594e-10,       5.377198203e-05,   3.329689522e-05,           300.9997183,       300.0000862,        0.0001358069687,    -1.57868686e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01691839849,       -2.011843301e-08,           0.01706616589,      1.73549796e-05,                 4.399833795e-06,              0.009858515893,                    0.01754453389,                   744148.017,                        0.0002578103262,                         568.051137,                300.9997184,            300.0000863,             0.0002848897359,         5.718267383e-05
      -5.370499321,      -8.858579898,      -6.629635487,          -5.317551794,      0.5126858603,    0.000126957725,   8.954286927e-05,       600.9998045,   0.0001669907747,       2.200766575,      -675588.0925,      0.0177164214,     0.01789346577,      0.009852612305,          432949.8083,                441.9399149,       600.9998047,   0.0003874837477,   -0.000167031777,             5e-05,      0.8920049122,     0.00164759262,                 0,                 0,                 0,     -0.2087988247,     -0.0016475837,      0.8920049122,                 0,    0.001847066757,           0.0001269580835,      -3.585575637e-10,       5.630846402e-05,   3.323440525e-05,           300.9997183,       300.0000862,        0.0001670112759,   -2.050117559e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01771645525,       -3.384749007e-08,           0.01787119446,     2.227130872e-05,                 1.004454262e-05,              0.009842567763,                    0.01754470305,                  432949.7907,                        0.0005620521138,                        441.9393528,                300.9997184,            300.0000863,             0.0003304905832,         5.699316443e-05
      -5.369800251,      -8.857541907,      -6.630769657,           -5.40408798,      0.4261496886,   0.0001327165821,      9.203716e-05,       600.9998045,   0.0002021734306,       2.200766575,      -675588.0925,     0.01852005308,     0.01870873547,      0.009843605598,          284495.6447,                365.7573304,       600.9998047,   0.0004376620663,  -0.0002022230858,             5e-05,      0.8304306592,    0.001663400003,                 0,                 0,                 0,     -0.1943901484,   -0.001663391698,      0.8304306593,                 0,    0.002003057069,           0.0001327171157,      -5.336452095e-10,       5.886272281e-05,   3.317443719e-05,           300.9997183,       300.0000862,        0.0002021982582,   -2.482763079e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01852010345,       -5.037559588e-08,           0.01868186602,      2.68694488e-05,                 1.593065044e-05,              0.009827674948,                    0.01754515241,                  284495.6271,                        0.0008527333628,                        365.7564777,                300.9997184,            300.0000863,             0.0003808454989,         5.681656732e-05
       -5.36918399,      -8.865470067,       -6.63001751,          -5.468937442,      0.3613002318,   0.0001385789729,   9.457965244e-05,       600.9998045,   0.0002420495619,       2.200766575,      -675588.0925,     0.01933813364,     0.01953831225,       0.00983549572,          202086.2686,                314.5806766,       600.9998047,   0.0004935081265,  -0.0002421071719,             5e-05,      0.7781177176,    0.001697809694,                 0,                 0,                 0,     -0.1821493603,   -0.001697801913,      0.7781177176,                 0,    0.002181944526,            0.000138579708,      -7.351288944e-10,       6.146291725e-05,    3.31167352e-05,           300.9997183,       300.0000862,        0.0002420783669,   -2.880500538e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.01933820303,       -6.939546247e-08,           0.01950711614,     3.119611642e-05,                 2.183522633e-05,              0.009813660494,                    0.01754566371,                   202086.251,                         0.001119346713,                        314.5795573,                300.9997185,            300.0000863,             0.0004368573858,         5.665074075e-05
      -5.368489678,        -8.8680213,       -6.62905007,          -5.516789511,      0.3134481602,    0.000144467265,   9.713568354e-05,       600.9998045,   0.0002866835982,       2.200766575,      -675588.0925,     0.02015982967,     0.02037130416,      0.009828127885,          151529.1298,                277.7282875,       600.9998047,   0.0005548940594,  -0.0002867485377,             5e-05,      0.7332629511,    0.001743645439,                 0,                 0,                 0,     -0.1716541327,   -0.001743638107,      0.7332629511,                 0,     0.00237792655,           0.0001444682253,      -9.603024476e-10,       6.407461398e-05,   3.306106956e-05,           300.9997183,       300.0000862,         0.000286716068,   -3.246974132e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02015992032,       -9.065162989e-08,           0.02033601632,     3.528784112e-05,                 2.774434303e-05,              0.009800383542,                    0.01754620929,                  151529.1122,                         0.001364295868,                        277.7269232,                300.9997185,            300.0000863,             0.0004984000821,          5.64939773e-05
      -5.367741306,      -8.866344972,      -6.627853605,          -5.556255022,      0.2739826448,   0.0001503307741,   9.968257233e-05,       600.9998045,   0.0003361438016,       2.200766575,      -675588.0925,     0.02097806831,     0.02120060464,       0.00982139385,          118226.3212,                249.8586794,       600.9998047,   0.0006217414935,  -0.0003362155064,             5e-05,      0.6944735429,    0.001796685944,                 0,                 0,                 0,     -0.1625783692,   -0.001796678999,       0.694473543,                 0,    0.002587119354,            0.000150331981,      -1.206879565e-09,       6.667533211e-05,   3.300724021e-05,           300.9997183,       300.0000862,         0.000336179654,   -3.585239935e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02097818224,       -1.139282732e-07,           0.02116143132,     3.917332246e-05,                 3.366154468e-05,              0.009787732305,                      0.017546748,                  118226.3037,                         0.001590702641,                        249.8570887,                300.9997185,            300.0000863,             0.0005653965716,         5.634492192e-05
      -5.366972923,       -8.86359811,      -6.626261495,          -5.591253838,      0.2389838251,    0.000156153567,   0.0001022130754,       600.9998045,   0.0003906094166,       2.200766575,      -675588.0925,     0.02179062607,     0.02202399346,      0.009815187831,           95088.2029,                228.0036008,       600.9998048,    0.000694169303,  -0.0003906873758,             5e-05,      0.6606689045,    0.001854927797,                 0,                 0,                 0,     -0.1546691959,    -0.00185492119,      0.6606689046,                 0,    0.002807651131,           0.0001561550399,      -1.472898294e-09,       6.925800363e-05,   3.295507177e-05,           300.9997183,       300.0000862,        0.0003906483962,   -3.897961349e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02179076511,       -1.390401861e-07,           0.02198111829,     4.287517482e-05,                 3.957077272e-05,              0.009775617058,                    0.01754730469,                  95088.18535,                         0.001800216541,                        228.0018006,                300.9997185,            300.0000863,             0.0006379668171,         5.620248592e-05
      -5.366196923,      -8.859883131,      -6.624322973,          -5.622940754,      0.2072969051,   0.0001619278185,   0.0001047235655,       600.9998045,   0.0004502784947,       2.200766575,      -675588.0925,     0.02259641087,     0.02284038673,       0.00980942264,          78331.43212,                210.3812332,       600.9998048,   0.0007723345457,  -0.0004503622457,             5e-05,      0.6309916004,    0.001916736541,                 0,                 0,                 0,     -0.1477259409,   -0.001916730231,      0.6309916004,                 0,    0.003037657775,           0.0001619295751,      -1.756648983e-09,       7.181915669e-05,   3.290440885e-05,           300.9997183,       300.0000862,        0.0004503203702,    -4.18755267e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02259657669,       -1.658259789e-07,           0.02279397547,     4.641125653e-05,                 4.545781762e-05,              0.009763964823,                    0.01754787892,                  78331.41457,                          0.00199429089,                        210.3792389,                300.9997185,            300.0000863,             0.0007162687636,          5.60657821e-05
      -5.365410578,      -8.855056189,      -6.622227593,          -5.649876092,      0.1803615628,   0.0001676376366,   0.0001072068553,       600.9998045,   0.0005152588314,       2.200766575,      -675588.0925,     0.02339320501,     0.02364756112,      0.009804042975,          65786.05237,                195.8567498,       600.9998048,    0.000856273204,  -0.0005153479558,             5e-05,      0.6047547898,    0.001980831366,                 0,                 0,                 0,      -0.141587825,   -0.001980825318,      0.6047547898,                 0,    0.003275428983,           0.0001676396932,      -2.056620233e-09,       7.435174201e-05,   3.285511334e-05,           300.9997183,       300.0000862,        0.0005153033936,   -4.456220477e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02339339915,       -1.941429772e-07,           0.02359776542,     4.979569994e-05,                 5.132733923e-05,              0.009752715636,                    0.01754844972,                  65786.03482,                         0.002175093206,                        195.8545747,                300.9997185,            300.0000863,             0.0008003391243,         5.593407976e-05
      -5.364633122,       -8.84997903,      -6.619882535,          -5.673478451,      0.1567592001,   0.0001732827285,   0.0001096626914,       600.9998045,   0.0005857408077,       2.200766575,      -675588.0925,     0.02418096755,     0.02444548668,      0.009798985367,          56134.31367,                183.6726379,       600.9998048,   0.0009461516604,  -0.0005858349271,             5e-05,      0.5813969406,    0.002046745374,                 0,                 0,                 0,     -0.1361233096,    -0.00204673956,      0.5813969406,                 0,    0.003520392406,              0.0001732851,      -2.371458795e-09,       7.685562871e-05,   3.280706266e-05,           300.9997183,       300.0000862,        0.0005857878674,   -4.705968227e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02418119141,       -2.238634354e-07,           0.02439244697,     5.303971395e-05,                 5.716549433e-05,              0.009741819872,                    0.01754904062,                  56134.29613,                         0.002343573583,                        183.6702943,                300.9997185,            300.0000863,             0.0008903448877,         5.580677273e-05
      -5.363867622,      -8.845241873,      -6.617354254,          -5.695691007,      0.1345466412,   0.0001788623424,   0.0001120906298,       600.9998045,   0.0006618908645,       2.200766575,      -675588.0925,     0.02495959353,     0.02523406629,       0.00979419727,          48538.00535,                173.3035908,       600.9998048,    0.001042110901,  -0.0006619896373,             5e-05,      0.5604595914,    0.002114487981,                 0,                 0,                 0,     -0.1312249577,   -0.002114482376,      0.5604595914,                 0,    0.003772775082,           0.0001788650423,      -2.699937872e-09,       7.933048251e-05,   3.276014728e-05,           300.9997183,       300.0000862,        0.0006619402509,   -4.938641371e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,               0.0249598484,       -2.548715452e-07,           0.02517791409,      5.61521914e-05,                 6.296128423e-05,              0.009731235986,                    0.01754964792,                   48537.9878,                         0.002500655296,                        173.3010902,                300.9997186,            300.0000863,             0.0009864275491,         5.568335204e-05
      -5.363358038,      -8.840633219,      -6.614731849,           -5.71548435,      0.1147532952,   0.0001843749119,   0.0001144898772,       600.9998045,   0.0007437815034,       2.200766575,      -675588.0925,     0.02572886432,     0.02601308612,      0.009789642933,          42443.03232,                164.3736015,       600.9998048,    0.001144194916,  -0.0007438846221,             5e-05,      0.5416069295,    0.002182913556,                 0,                 0,                 0,      -0.126814382,    -0.00218290814,      0.5416069295,                 0,     0.00403043875,           0.0001843779528,      -3.040933211e-09,       8.177560799e-05,   3.271426918e-05,           300.9997183,       300.0000862,        0.0007438330627,   -5.155936304e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02572915138,       -2.870611782e-07,           0.02595394593,     5.914018673e-05,                 6.871402441e-05,              0.009720928909,                    0.01755025308,                  42443.01477,                         0.002647536702,                        164.3709539,                300.9997186,            300.0000863,              0.001088631529,         5.556338689e-05
      -5.363417574,      -8.835903167,       -6.61196992,          -5.734322992,     0.09591465089,   0.0001898287919,   0.0001168640505,       600.9998045,   0.0008314364179,       2.200766575,      -675588.0925,     0.02648994577,     0.02678372787,      0.009785286424,          37471.03329,                156.6062398,       600.9998049,    0.001252436732,  -0.0008315436061,             5e-05,      0.5245509587,     0.00225171705,                 0,                 0,                 0,      -0.122824235,   -0.002251711805,      0.5245509587,                 0,    0.004292656439,           0.0001898321853,      -3.393404561e-09,          8.419471e-05,   3.266934052e-05,           300.9997183,       300.0000862,         0.000831490012,   -5.359409498e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,               0.0264902661,       -3.203341355e-07,           0.02672171858,     6.200928852e-05,                 7.441760558e-05,              0.009710868818,                    0.01755087022,                  37471.01574,                         0.002784910909,                        156.6034549,                300.9997186,            300.0000863,              0.001196990222,         5.544650986e-05
      -5.363415035,      -8.832173936,       -6.60906749,          -5.751864087,     0.07837355429,    0.000195226003,   0.0001192139661,       600.9998045,    0.000925006358,       2.200766575,      -675588.0925,     0.02724311979,     0.02754628029,        0.0097810926,          33356.38984,                149.7936073,       600.9998049,    0.001366975318,   -0.000925117368,             5e-05,      0.5090492057,    0.002320664496,                 0,                 0,                 0,      -0.119197768,   -0.002320659406,      0.5090492058,                 0,    0.004558821564,           0.0001952297594,      -3.756380015e-09,       8.658868399e-05,   3.262528212e-05,           300.9997183,       300.0000862,         0.000925061863,   -5.550500596e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02724347438,       -3.545986701e-07,           0.02748151639,     6.476390371e-05,                 8.006251714e-05,              0.009701030083,                    0.01755150275,                  33356.37228,                         0.002913322395,                         149.790694,                300.9997186,            300.0000863,              0.001311642914,         5.533240423e-05
      -5.363361573,      -8.829158436,      -6.606033261,          -5.769293224,     0.06094441535,   0.0002005699926,   0.0001215410809,       600.9998045,    0.001024654439,       2.200766575,      -675588.0925,     0.02798886739,     0.02830123201,      0.009777028786,          29908.09302,                143.7762362,       600.9998049,    0.001487968941,    -0.00102476905,             5e-05,      0.4949024052,    0.002389672926,                 0,                 0,                 0,     -0.1158883606,   -0.002389667977,      0.4949024052,                 0,    0.004828574081,           0.0002005741215,      -4.128944754e-09,       8.895905826e-05,   3.258202264e-05,           300.9997183,       300.0000862,         0.001024711745,   -5.730531808e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02798925716,       -3.897684241e-07,           0.02823382452,     6.740748868e-05,                 8.563822776e-05,              0.009691390558,                    0.01755215335,                  29908.07547,                         0.003033178438,                        143.7732031,                300.9997186,            300.0000863,              0.001432748146,         5.522079565e-05
      -5.363264671,      -8.826873914,       -6.60287568,          -5.785482858,     0.04475477988,   0.0002058644299,   0.0001238469572,       600.9998045,    0.001130546197,       2.200766575,      -675588.0925,     0.02872770059,     0.02904910216,      0.009773065316,          26985.87527,                138.4296987,       600.9998049,    0.001615580924,   -0.001130664211,             5e-05,      0.4819441943,    0.002458623001,                 0,                 0,                 0,     -0.1128570894,   -0.002458618182,      0.4819441943,                 0,    0.005101468241,           0.0002058689401,      -4.510231501e-09,       9.130745957e-05,   3.253949763e-05,           300.9997183,       300.0000862,         0.001130605204,   -5.900718416e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02872812635,       -4.257615273e-07,           0.02897915944,     6.994272921e-05,                 9.113433949e-05,              0.009681930976,                     0.0175528242,                  26985.85771,                         0.003144823427,                        138.4265539,                300.9997187,            300.0000863,               0.00156046948,          5.51114448e-05
      -5.363134905,      -8.825787984,      -6.599581818,           -5.80165305,     0.02858458682,   0.0002111152428,   0.0001261341651,       600.9998045,    0.001242875822,       2.200766575,      -675588.0925,     0.02946044656,     0.02979072717,      0.009769170303,          24484.80734,                133.6554433,       600.9998049,    0.001750014679,   -0.001242997066,             5e-05,      0.4700330566,    0.002527402086,                 0,                 0,                 0,     -0.1100708284,   -0.002527397386,      0.4700330566,                 0,    0.005377073061,           0.0002111201422,      -4.899412895e-09,       9.363651637e-05,   3.249764876e-05,           300.9997183,       300.0000862,         0.001242936444,    -6.06217712e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.02946090906,       -4.624998776e-07,           0.02971835549,     7.237168437e-05,                 9.653583601e-05,              0.009672634467,                    0.01755351733,                  24484.78979,                         0.003248357267,                        133.6521949,                300.9997187,            300.0000863,              0.001695010537,         5.500414162e-05
      -5.362976321,      -8.824926876,      -6.596168057,          -5.817250511,      0.0129871257,   0.0002163281248,   0.0001284051762,       600.9998045,    0.001361848345,       2.200766575,      -675588.0925,     0.03018789974,     0.03052690995,      0.009765314812,          22325.09587,                 129.374381,       600.9998049,    0.001891486102,   -0.001361972664,             5e-05,      0.4590491271,    0.002596085321,                 0,                 0,                 0,      -0.107501517,    -0.00259608073,      0.4590491271,                 0,    0.005655354008,           0.0002163334205,      -5.295695019e-09,       9.594875313e-05,   3.245642307e-05,           300.9997183,       300.0000862,         0.001361910504,   -6.215935914e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03018839965,       -4.999085299e-07,           0.03045221405,      7.46959008e-05,                  0.000101828658,              0.009663486154,                    0.01755423487,                  22325.07831,                         0.003343883563,                        129.3710371,                300.9997187,            300.0000863,              0.001836587401,         5.489870052e-05
      -5.362785727,      -8.824127174,      -6.592720218,          -5.831561208,   -0.001323572064,   0.0002215023962,   0.0001306596402,       600.9998045,    0.001487600881,       2.200766575,      -675588.0925,     0.03090996526,     0.03125755554,      0.009761479778,          20445.16216,                125.5223014,        600.999805,    0.002040117054,    -0.00148772814,             5e-05,      0.4488894648,    0.002664555876,                 0,                 0,                 0,     -0.1051250472,   -0.002664551387,      0.4488894649,                 0,    0.005935884187,           0.0002215080945,      -5.698312347e-09,       9.824386785e-05,   3.241577232e-05,           300.9997183,       300.0000862,         0.001487664511,   -6.362940659e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03091050317,       -5.379152195e-07,           0.03118063903,      7.69165057e-05,                 0.0001070069284,               0.00965447285,                    0.01755495584,                   20445.1446,                          0.00343183885,                        125.5188696,                300.9997187,            300.0000863,              0.001985322097,         5.479495661e-05
      -5.362567447,      -8.822877971,      -6.589256234,          -5.845197058,    -0.01495942309,   0.0002266365995,   0.0001328968665,       600.9998045,    0.001620248132,       2.200766575,      -675588.0925,     0.03162643971,     0.03198245942,      0.009757656089,          18796.84571,                122.0465309,        600.999805,    0.002196003235,   -0.001620378213,             5e-05,      0.4394592765,    0.002733326346,                 0,                 0,                 0,     -0.1029191609,   -0.002733321951,      0.4394592766,                 0,    0.006219748886,            0.000226642706,      -6.106524698e-09,       0.0001005212137,   3.237565276e-05,           300.9997183,       300.0000862,         0.001620313172,   -6.504055245e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03162701616,       -5.764500738e-07,           0.03190342513,     7.903428644e-05,                 0.0001120732413,              0.009645582848,                    0.01755567646,                  18796.82815,                          0.00351289057,                        122.0430181,                300.9997187,            300.0000863,              0.002141310472,         5.469276333e-05
      -5.362329351,      -8.821473873,       -6.58575421,          -5.858197991,    -0.02796035711,   0.0002317318935,   0.0001351173287,       600.9998045,    0.001759930411,       2.200766575,      -675588.0925,     0.03233748475,     0.03270178521,      0.009753826838,          17342.02718,                118.9034614,        600.999805,    0.002359277766,   -0.001760063212,             5e-05,      0.4306681785,    0.002803505395,                 0,                 0,                 0,     -0.1008625651,   -0.002803501088,      0.4306681785,                 0,    0.006509664597,           0.0002317384131,      -6.519614172e-09,       0.0001027813041,    3.23360246e-05,           300.9997183,       300.0000862,         0.001759996812,   -6.640067731e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03233810019,       -6.154453239e-07,           0.03262073546,     8.104975546e-05,                 0.0001170211199,              0.009636805718,                    0.01755640448,                  17342.00962,                         0.003587323165,                        118.8998741,                300.9997187,            300.0000863,              0.002304685776,          5.45919899e-05
      -5.362080293,      -8.820348118,      -6.582174907,          -5.870801635,     -0.0405640016,    0.000236793397,   0.0001373232603,       600.9998045,     0.00190684959,       2.200766575,      -675588.0925,     0.03304381467,     0.03341625393,      0.009749971473,          16050.20732,                 116.056697,        600.999805,    0.002530154933,   -0.001906985024,             5e-05,      0.4224793537,     0.00287371422,                 0,                 0,                 0,    -0.09894687937,   -0.002873709995,      0.4224793538,                 0,    0.006802022856,           0.0002368003339,      -6.936882161e-09,       0.0001050264088,   3.229685158e-05,           300.9997183,       300.0000862,         0.001906917307,   -6.771698668e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,               0.0330444695,       -6.548350218e-07,           0.03333329072,     8.296320341e-05,                 0.0001218393568,              0.009628132116,                    0.01755715424,                  16050.18976,                         0.003655185375,                        116.0530418,                300.9997188,            300.0000863,              0.002475662414,           5.4492519e-05
      -5.361820791,      -8.819575134,      -6.578537074,          -5.882835103,    -0.05259746943,   0.0002418248702,   0.0001395162952,       600.9998045,    0.002061199251,       2.200766575,      -675588.0925,     0.03374595414,     0.03412639477,      0.009746065102,          14896.74279,                 113.475646,        600.999805,    0.002708836248,   -0.002061337243,             5e-05,      0.4148408481,    0.002943845763,                 0,                 0,                 0,    -0.09715997635,   -0.002943841615,      0.4148408482,                 0,    0.007096325679,           0.0002418322279,      -7.357646492e-09,       0.0001072581948,   3.225810043e-05,           300.9997183,       300.0000862,         0.002061268247,   -6.899609679e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03374664869,       -6.945547711e-07,           0.03404162002,     8.477474245e-05,                 0.0001265114924,               0.00961955361,                    0.01755791926,                  14896.72524,                         0.003716376962,                        113.4719296,                300.9997188,            300.0000863,              0.002654442003,         5.439424472e-05
      -5.361547401,      -8.818900494,      -6.574887725,          -5.894299525,    -0.06406189222,     0.00024682613,   0.0001416963211,       600.9998045,    0.002223112172,       2.200766575,      -675588.0925,     0.03444387758,     0.03483218151,      0.009742094053,          13861.53817,                111.1344357,       600.9998051,    0.002895444273,    -0.00222325266,             5e-05,      0.4077048344,    0.003013890464,                 0,                 0,                 0,    -0.09549066843,   -0.003013886387,      0.4077048344,                 0,     0.00739233438,           0.0002468339112,      -7.781239985e-09,       0.0001094765805,   3.221974063e-05,           300.9997183,       300.0000862,         0.002223182416,   -7.024406374e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03444461212,       -7.345415904e-07,           0.03474569717,     8.648434356e-05,                 0.0001310314808,              0.009611062572,                    0.01755867995,                  13861.52061,                         0.003771157048,                        111.1306645,                300.9997188,            300.0000863,              0.002841147201,         5.429707116e-05
      -5.361262765,      -8.818065736,      -6.571237708,          -5.905205447,    -0.07496781492,   0.0002517967119,   0.0001438631038,       600.9998045,    0.002392709008,       2.200766575,      -675588.0925,     0.03513752016,     0.03553354859,      0.009738051603,          12928.06632,                109.0110662,       600.9998051,    0.003090088008,   -0.002392851941,             5e-05,      0.4010289566,    0.003083698928,                 0,                 0,                 0,    -0.09392904375,   -0.003083694918,      0.4010289566,                 0,    0.007689467002,           0.0002518049189,      -8.207009928e-09,       0.0001116813595,   3.218174425e-05,           300.9997183,       300.0000862,         0.002392780474,   -7.146638892e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,               0.0351382949,       -7.747338647e-07,           0.03544545672,     8.809186948e-05,                 0.0001353994978,              0.009602652106,                    0.01755943797,                  12928.04876,                         0.003819939431,                        109.0072462,                300.9997188,            300.0000863,              0.003035887096,         5.420091163e-05
      -5.360971699,      -8.817343424,      -6.567569769,          -5.915532418,    -0.08529478564,   0.0002567378284,   0.0001460171548,       600.9998045,    0.002570133453,       2.200766575,      -675588.0925,     0.03582705103,      0.0362306664,      0.009733925822,          12082.62994,                107.0867437,       600.9998051,    0.003292908106,    -0.00257027879,             5e-05,      0.3947754344,    0.003153290953,                 0,                 0,                 0,    -0.09246625682,   -0.003153287005,      0.3947754345,                 0,    0.007987556159,           0.0002567464627,      -8.634317142e-09,       0.0001138730691,   3.214408572e-05,           300.9997183,       300.0000862,         0.002570206122,    -7.26680561e-08,              1.023730132,          1.177036443,              -676020.4596,            432.367039,              0.03582786611,       -8.150712558e-07,           0.03614106929,     8.959710358e-05,                 0.0001396098639,              0.009594315959,                    0.01756019626,                  12082.61238,                         0.003862914591,                        107.0828808,                300.9997188,            300.0000863,              0.003238802418,         5.410568753e-05
