"PointID","x","y","Pressure","Velocity_x","Velocity_y","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Thermal_Conductivity","Vorticity_x","Vorticity_y","Vorticity_z"
0,-2.500000000000000e-04,0.000000000000000e+00,1.287398537541248e+00,0.000000000000000e+00,0.000000000000000e+00,2.574797075082497e+00,1.000000000000000e-03,3.232946129346926e-04,1.149574832130812e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-8.926046465725150e+00,
1,3.493974529265780e-03,9.299950313996396e-03,-1.261946090857027e+00,0.000000000000000e+00,0.000000000000000e+00,-2.523892181714053e+00,1.000000000000000e-03,1.297152485216392e+00,8.805877722716451e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.366319505448005e+03,
2,3.930148344126457e-03,9.055522308125979e-03,-1.771690044998835e+00,0.000000000000000e+00,0.000000000000000e+00,-3.543380089997671e+00,1.000000000000000e-03,2.881100649110757e-02,6.102430071788382e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.150782591085931e+01,
3,2.500000000000000e-04,0.000000000000000e+00,-8.215440989037157e-01,0.000000000000000e+00,0.000000000000000e+00,-1.643088197807431e+00,1.000000000000000e-03,-1.308551282369261e-05,-4.689623940569708e-04,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.404629431898433e-01,
4,-4.750000000000000e-03,0.000000000000000e+00,9.866632066220683e-01,3.776615821783140e-01,2.434144628074707e-02,1.973326413244137e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,4.489386785958244e+00,
5,-2.605040749202231e-03,1.576124668124318e-02,3.044654142150121e-01,1.249567107330806e+00,4.515575383422620e-01,6.089308284300241e-01,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.131328079802220e+00,
6,2.294729122729310e-03,1.545027283240632e-02,-1.608455908758565e-01,1.498647194636257e+00,5.143525861482843e-01,-3.216911817517130e-01,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.555382977466563e+01,
7,6.364688732180249e-03,1.530828171144408e-02,-5.188789890066380e-01,1.569695553345716e+00,3.082626446386428e-01,-1.037757978013276e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.419822394777889e+02,
8,4.250000000000000e-03,0.000000000000000e+00,-8.647037601407460e-01,-3.903149918195557e-02,6.515571477228564e-03,-1.729407520281492e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,5.133792186788773e+00,
9,-1.600000000000000e-01,0.000000000000000e+00,6.910519352414742e-01,1.000000004914430e+00,-8.599557781130053e-10,1.382103870482948e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.500567179868876e-06,
10,-1.600000000000000e-01,1.600000000000000e-02,6.910518535020602e-01,9.999999993529960e-01,7.615146624482384e-10,1.382103707004121e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,7.277401009068988e-06,
11,1.600000000000000e-01,1.600000000000000e-02,4.391686149849141e-06,1.021614834074633e+00,-1.776910230949240e-02,8.783372299698281e-06,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.033187950062739e+01,
12,1.600000000000000e-01,0.000000000000000e+00,5.496702872007092e-03,7.951510222504223e-01,-6.113832038283944e-04,1.099340574401418e-02,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.951528568555270e+00,
13,-1.600000000000000e-01,3.000000000000000e-02,6.910517867415343e-01,9.999999941297018e-01,-1.355717079710346e-09,1.382103573483069e+00,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.966277621031259e-06,
14,0.000000000000000e+00,3.000000000000000e-02,1.994290754975233e-01,1.443680208614822e+00,7.086103046447436e-03,3.988581509950466e-01,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.617612481991729e+00,
15,1.600000000000000e-01,3.000000000000000e-02,-7.425620030106381e-03,1.202932502142605e+00,-1.098499986306477e-03,-1.485124006021276e-02,1.000000000000000e-03,0.000000000000000e+00,0.000000000000000e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.996175356001052e+00,
16,-2.427367600131109e-04,2.582671518361315e-04,1.322424522292204e+00,0.000000000000000e+00,0.000000000000000e+00,2.644849044584408e+00,1.000000000000000e-03,1.281809476002958e-03,3.170734453175945e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.607408883450610e+01,
17,-2.290878452241141e-04,5.172913048268955e-04,1.343175280867446e+00,0.000000000000000e+00,0.000000000000000e+00,2.686350561734891e+00,1.000000000000000e-03,5.864426959984771e-03,8.239564681920683e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.389156910186908e+01,
18,-2.059512124675886e-04,7.751069051992348e-04,1.349305346093733e+00,0.000000000000000e+00,0.000000000000000e+00,2.698610692187465e+00,1.000000000000000e-03,1.490789348585232e-02,1.396020324617302e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-6.930165721217718e+01,
19,-1.741760191725655e-04,1.031502285087941e-03,1.343600152144098e+00,0.000000000000000e+00,0.000000000000000e+00,2.687200304288196e+00,1.000000000000000e-03,2.810288564397109e-02,2.005294110294186e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.026829396283670e+02,
20,-1.343162355432634e-04,1.286261521623270e-03,1.332068262305630e+00,0.000000000000000e+00,0.000000000000000e+00,2.664136524611260e+00,1.000000000000000e-03,4.391891772300278e-02,2.555859462394997e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.305870420904447e+02,
21,-8.692695379841267e-05,1.539247832754369e-03,1.316226991056371e+00,0.000000000000000e+00,0.000000000000000e+00,2.632453982112743e+00,1.000000000000000e-03,6.201382985314113e-02,3.071354610776709e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.571647890146941e+02,
22,-3.253476391392715e-05,1.790353903791824e-03,1.299844466621417e+00,0.000000000000000e+00,0.000000000000000e+00,2.599688933242835e+00,1.000000000000000e-03,8.062660899265774e-02,3.498773356787265e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.816694571654228e+02,
23,2.835515953002708e-05,2.039511941176357e-03,1.280251081990317e+00,0.000000000000000e+00,0.000000000000000e+00,2.560502163980633e+00,1.000000000000000e-03,9.933777027589823e-02,3.858031075904754e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.016880341949652e+02,
24,9.526211284617228e-05,2.286685078303858e-03,1.255764748464206e+00,0.000000000000000e+00,0.000000000000000e+00,2.511529496928412e+00,1.000000000000000e-03,1.199541542823203e-01,4.237470690939459e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.211043370455245e+02,
25,1.677298664493306e-04,2.531863572649908e-03,1.230295463940781e+00,0.000000000000000e+00,0.000000000000000e+00,2.460590927881563e+00,1.000000000000000e-03,1.411881925658960e-01,4.594883200815887e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.425368551466892e+02,
26,2.453265676766506e-04,2.775060649950121e-03,1.203663098101078e+00,0.000000000000000e+00,0.000000000000000e+00,2.407326196202155e+00,1.000000000000000e-03,1.619260794002655e-01,4.905390628856097e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.593572503979123e+02,
27,3.276444101241945e-04,3.016308886750330e-03,1.177543478481324e+00,0.000000000000000e+00,0.000000000000000e+00,2.355086956962648e+00,1.000000000000000e-03,1.829524475493155e-01,5.203582150342572e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.777003341120197e+02,
