"PointID","x","y","Pressure","Velocity_x","Velocity_y","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Thermal_Conductivity","Vorticity_x","Vorticity_y","Vorticity_z"
28,4.142991215242364e-04,3.255656879668668e-03,1.151085335657964e+00,0.000000000000000e+00,0.000000000000000e+00,2.302170671315928e+00,1.000000000000000e-03,2.013610398951607e-01,5.416172848476069e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-2.912571619897490e+02,
29,5.049292346001688e-04,3.493166402620495e-03,1.121156711407458e+00,0.000000000000000e+00,0.000000000000000e+00,2.242313422814915e+00,1.000000000000000e-03,2.211669536930637e-01,5.660898177102474e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.049358267802387e+02,
30,5.991953601782746e-04,3.728909670319839e-03,1.089622857814968e+00,0.000000000000000e+00,0.000000000000000e+00,2.179245715629937e+00,1.000000000000000e-03,2.433786254639351e-01,5.959832246792096e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.225315711785029e+02,
31,6.967793068024910e-04,3.962967004329934e-03,1.060051791208361e+00,0.000000000000000e+00,0.000000000000000e+00,2.120103582416723e+00,1.000000000000000e-03,2.627675178454904e-01,6.185302611812220e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.381863515680491e+02,
32,7.973830267570096e-04,4.195424976994930e-03,1.028748170568139e+00,0.000000000000000e+00,0.000000000000000e+00,2.057496341136278e+00,1.000000000000000e-03,2.818224407153841e-01,6.403512133654902e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.505576551347766e+02,
33,9.007277684558925e-04,4.426374547577282e-03,1.000294337094454e+00,0.000000000000000e+00,0.000000000000000e+00,2.000588674188908e+00,1.000000000000000e-03,3.014353260391163e-01,6.636050385203018e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.660498498613200e+02,
34,1.006553095691721e-03,4.655909530934750e-03,9.713887538354757e-01,0.000000000000000e+00,0.000000000000000e+00,1.942777507670951e+00,1.000000000000000e-03,3.170013809056569e-01,6.784274510739045e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.760787380055309e+02,
35,1.114615991190649e-03,4.884125366675356e-03,9.404321836584765e-01,0.000000000000000e+00,0.000000000000000e+00,1.880864367316953e+00,1.000000000000000e-03,3.342641168061197e-01,6.975425922846130e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-3.878727982925315e+02,
36,1.224690024241284e-03,5.111117825703178e-03,9.090206873901235e-01,0.000000000000000e+00,0.000000000000000e+00,1.818041374780247e+00,1.000000000000000e-03,3.524785184864926e-01,7.191861727942273e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.020838059309232e+02,
37,1.336564443652332e-03,5.336982064919126e-03,8.760888550542715e-01,0.000000000000000e+00,0.000000000000000e+00,1.752177710108543e+00,1.000000000000000e-03,3.718761633752939e-01,7.437311316302305e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.158544696811532e+02,
38,1.450043411922476e-03,5.561811757026307e-03,8.441645310114244e-01,0.000000000000000e+00,0.000000000000000e+00,1.688329062022849e+00,1.000000000000000e-03,3.900657482967831e-01,7.663907349705718e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.318076264216598e+02,
39,1.564945192407351e-03,5.785698443262749e-03,8.116482436645335e-01,0.000000000000000e+00,0.000000000000000e+00,1.623296487329067e+00,1.000000000000000e-03,4.076868481193856e-01,7.885597904808813e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.438923335910843e+02,
40,1.681101436239741e-03,6.008730925709764e-03,7.817426766897061e-01,0.000000000000000e+00,0.000000000000000e+00,1.563485353379412e+00,1.000000000000000e-03,4.245283206149645e-01,8.099046263176861e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.589850226745015e+02,
41,1.798356517845644e-03,6.230994794831765e-03,7.489541811087345e-01,0.000000000000000e+00,0.000000000000000e+00,1.497908362217469e+00,1.000000000000000e-03,4.407971276530543e-01,8.308813601896059e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.718004408076567e+02,
42,1.916566926126319e-03,6.452572035919573e-03,7.150072526875744e-01,0.000000000000000e+00,0.000000000000000e+00,1.430014505375149e+00,1.000000000000000e-03,4.616269812973416e-01,8.611004971589257e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.892023925858837e+02,
43,2.035600704203225e-03,6.673540605838309e-03,6.775035168675649e-01,0.000000000000000e+00,0.000000000000000e+00,1.355007033735130e+00,1.000000000000000e-03,4.855020660761441e-01,8.975230673166810e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-5.097585842347099e+02,
44,2.155336992120377e-03,6.893974157534744e-03,6.418279333739354e-01,0.000000000000000e+00,0.000000000000000e+00,1.283655866747871e+00,1.000000000000000e-03,5.071469631305420e-01,9.303669634085255e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-5.316366727290304e+02,
45,2.275665378733986e-03,7.113942024958157e-03,6.049045840476426e-01,0.000000000000000e+00,0.000000000000000e+00,1.209809168095285e+00,1.000000000000000e-03,5.314669758799823e-01,9.686902159190641e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-5.520344573345475e+02,
46,2.396485534978406e-03,7.333508963367425e-03,5.670849092996310e-01,0.000000000000000e+00,0.000000000000000e+00,1.134169818599262e+00,1.000000000000000e-03,5.592400411076354e-01,1.013837805486198e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-5.797001286862192e+02,
47,2.517706712904828e-03,7.552735095974462e-03,5.328436284860469e-01,0.000000000000000e+00,0.000000000000000e+00,1.065687256972094e+00,1.000000000000000e-03,5.856841321169878e-01,1.057114325623012e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-6.042591748062603e+02,
48,2.639247686352650e-03,7.771675773537569e-03,4.911810650547024e-01,0.000000000000000e+00,0.000000000000000e+00,9.823621301094049e-01,1.000000000000000e-03,6.119535979567012e-01,1.100646897892645e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-6.311555318302443e+02,
49,2.761035910411366e-03,7.990381883732104e-03,4.570422123201349e-01,0.000000000000000e+00,0.000000000000000e+00,9.140844246402700e-01,1.000000000000000e-03,6.527355854445528e-01,1.170788744595604e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-6.727241873305076e+02,
50,2.883007668071598e-03,8.208899435528076e-03,4.305407892631310e-01,0.000000000000000e+00,0.000000000000000e+00,8.610815785262620e-01,1.000000000000000e-03,6.960585944342075e-01,1.245942499546483e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-7.108209035072603e+02,
51,3.005107864520444e-03,8.427269845469395e-03,4.324648816291893e-01,0.000000000000000e+00,0.000000000000000e+00,8.649297632583788e-01,1.000000000000000e-03,7.526625238161774e-01,1.345311983626447e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-7.755227379508240e+02,
52,3.127289666775427e-03,8.645530049969279e-03,4.796761338496792e-01,0.000000000000000e+00,0.000000000000000e+00,9.593522676993584e-01,1.000000000000000e-03,8.325519760788035e-01,1.486709032386891e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-8.556627230482442e+02,
53,3.249514394321590e-03,8.863712741372841e-03,5.099112728459083e-01,0.000000000000000e+00,0.000000000000000e+00,1.019822545691817e+00,1.000000000000000e-03,9.509778025649410e-01,1.697311501727013e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.006724202223749e+03,
54,3.371751011570328e-03,9.081846282723844e-03,1.222227202611992e-01,0.000000000000000e+00,0.000000000000000e+00,2.444454405223983e-01,1.000000000000000e-03,1.135017891663425e+00,2.025432285948118e+00,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-1.238976148355046e+03,
55,3.603018191416953e-03,9.238844826088503e-03,-2.318879383090794e+00,0.000000000000000e+00,0.000000000000000e+00,-4.637758766181587e+00,1.000000000000000e-03,1.410229983251661e+00,-7.902678641966556e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-9.688587378384238e+02,
56,3.712059847655870e-03,9.177739170549232e-03,-2.495733188347010e+00,0.000000000000000e+00,0.000000000000000e+00,-4.991466376694020e+00,1.000000000000000e-03,9.780081296537202e-01,-5.480625588408332e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-6.014663484031229e+02,
57,3.821103724234777e-03,9.116632636293585e-03,-2.224286664556322e+00,0.000000000000000e+00,0.000000000000000e+00,-4.448573329112644e+00,1.000000000000000e-03,7.329269177509619e-01,-4.107324765990798e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,-4.048348013033322e+02,
58,3.807922253045958e-03,8.837437231584538e-03,-1.345227121590852e+00,0.000000000000000e+00,0.000000000000000e+00,-2.690454243181704e+00,1.000000000000000e-03,3.126515783829251e-01,5.578806846410147e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,3.197584510124011e+02,
59,3.685711278519281e-03,8.619360372792153e-03,-1.081530589645992e+00,0.000000000000000e+00,0.000000000000000e+00,-2.163061179291984e+00,1.000000000000000e-03,2.599454321632415e-01,4.639327426665814e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.806655096665182e+02,
60,3.563546252134562e-03,8.401291739812241e-03,-9.880878072341771e-01,0.000000000000000e+00,0.000000000000000e+00,-1.976175614468354e+00,1.000000000000000e-03,2.256438296619189e-01,4.029244173035870e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.361393244788385e+02,
61,3.441467194579082e-03,8.183222121863797e-03,-9.540392069186295e-01,0.000000000000000e+00,0.000000000000000e+00,-1.908078413837259e+00,1.000000000000000e-03,1.924450975976167e-01,3.439659381789409e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.969931986649374e+02,
62,3.319522196477439e-03,7.965136367239977e-03,-9.312733005087853e-01,0.000000000000000e+00,0.000000000000000e+00,-1.862546601017571e+00,1.000000000000000e-03,1.690147744277178e-01,3.025260198248717e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.743383813471504e+02,
63,3.197767319918296e-03,7.747014379891910e-03,-9.125681408858723e-01,0.000000000000000e+00,0.000000000000000e+00,-1.825136281771745e+00,1.000000000000000e-03,1.515805490257556e-01,2.718759095789629e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.561457640563835e+02,
64,3.076266705923106e-03,7.528831655457010e-03,-8.934298742263427e-01,0.000000000000000e+00,0.000000000000000e+00,-1.786859748452685e+00,1.000000000000000e-03,1.351537046872436e-01,2.430769141198866e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.382670758054789e+02,
65,2.955093042098499e-03,7.310559347266231e-03,-8.774429195530347e-01,0.000000000000000e+00,0.000000000000000e+00,-1.754885839106069e+00,1.000000000000000e-03,1.193232956670324e-01,2.153624300252307e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.231361635883892e+02,
66,2.834327664081441e-03,7.092164366996992e-03,-8.653619297817648e-01,0.000000000000000e+00,0.000000000000000e+00,-1.730723859563530e+00,1.000000000000000e-03,1.075418003051155e-01,1.949545895694787e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.124415138118046e+02,
67,2.714060639887946e-03,6.873609501600457e-03,-8.563796221574710e-01,0.000000000000000e+00,0.000000000000000e+00,-1.712759244314942e+00,1.000000000000000e-03,9.684283225741275e-02,1.765068747206665e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.000824153827543e+02,
68,2.594391249232767e-03,6.654853460970580e-03,-8.482221303936179e-01,0.000000000000000e+00,0.000000000000000e+00,-1.696444260787236e+00,1.000000000000000e-03,8.736583747276605e-02,1.602679870174284e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,9.178480064909746e+01,
69,2.475428218370542e-03,6.435851003083914e-03,-8.410590526123637e-01,0.000000000000000e+00,0.000000000000000e+00,-1.682118105224728e+00,1.000000000000000e-03,7.890724344440075e-02,1.458662851781686e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,8.251328879181175e+01,
70,2.357290033504221e-03,6.216553096645389e-03,-8.347185960228286e-01,0.000000000000000e+00,0.000000000000000e+00,-1.669437192045657e+00,1.000000000000000e-03,7.043558616551605e-02,1.313823174195676e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,7.439794627052284e+01,
71,2.240105316544049e-03,5.996907141507553e-03,-8.299432408559443e-01,0.000000000000000e+00,0.000000000000000e+00,-1.659886481711889e+00,1.000000000000000e-03,6.308193597512311e-02,1.189010678804128e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,6.759103163886536e+01,
72,2.124013178379260e-03,5.776857219253448e-03,-8.263282969448691e-01,0.000000000000000e+00,0.000000000000000e+00,-1.652656593889738e+00,1.000000000000000e-03,5.679636839926670e-02,1.083492769629969e-01,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,6.132060656764472e+01,
73,2.009163631124256e-03,5.556344384748737e-03,-8.227226553054470e-01,0.000000000000000e+00,0.000000000000000e+00,-1.645445310610894e+00,1.000000000000000e-03,5.075849366018983e-02,9.817300958526348e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,5.483658223811267e+01,
74,1.895718032895047e-03,5.335307049227684e-03,-8.197792354263309e-01,0.000000000000000e+00,0.000000000000000e+00,-1.639558470852662e+00,1.000000000000000e-03,4.541733381901839e-02,8.922904772248411e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,5.036711221230090e+01,
75,1.783849465372576e-03,5.113681490256994e-03,-8.175816668070113e-01,0.000000000000000e+00,0.000000000000000e+00,-1.635163333614023e+00,1.000000000000000e-03,4.048823780722141e-02,8.096826491738024e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,4.504900640608170e+01,
76,1.673743216773941e-03,4.891402431736791e-03,-8.153595637631703e-01,0.000000000000000e+00,0.000000000000000e+00,-1.630719127526341e+00,1.000000000000000e-03,3.548296511010127e-02,7.239231368747087e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,3.998319352511752e+01,
77,1.565597339616679e-03,4.668403698458443e-03,-8.138471562234640e-01,0.000000000000000e+00,0.000000000000000e+00,-1.627694312446928e+00,1.000000000000000e-03,3.119567036733821e-02,6.509295412810794e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,3.646958827793409e+01,
78,1.459623133227492e-03,4.444618996340586e-03,-8.130637792684763e-01,0.000000000000000e+00,0.000000000000000e+00,-1.626127558536953e+00,1.000000000000000e-03,2.757603080781323e-02,5.901012336844996e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,3.250802833300777e+01,
79,1.356045692605814e-03,4.219982798860398e-03,-8.117339931477128e-01,0.000000000000000e+00,0.000000000000000e+00,-1.623467986295426e+00,1.000000000000000e-03,2.410720498227698e-02,5.306493493494204e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.869523165438616e+01,
80,1.255104534038694e-03,3.994431338048113e-03,-8.109563493488027e-01,0.000000000000000e+00,0.000000000000000e+00,-1.621912698697605e+00,1.000000000000000e-03,2.069061792551541e-02,4.700596018617059e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.576834356659924e+01,
81,1.157054049349346e-03,3.767903827900000e-03,-8.106994766882929e-01,0.000000000000000e+00,0.000000000000000e+00,-1.621398953376586e+00,1.000000000000000e-03,1.762141165345332e-02,4.147218429036255e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.261607997285827e+01,
82,1.062164053756392e-03,3.540343815850246e-03,-8.105075718948180e-01,0.000000000000000e+00,0.000000000000000e+00,-1.621015143789636e+00,1.000000000000000e-03,1.496462935706428e-02,3.663809193409185e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.959159773402727e+01,
83,9.707203592548659e-04,3.311700690140160e-03,-8.104082606170018e-01,0.000000000000000e+00,0.000000000000000e+00,-1.620816521234004e+00,1.000000000000000e-03,1.247323477062687e-02,3.191874640110916e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.695115081834033e+01,
84,8.830252652025874e-04,3.081931409798169e-03,-8.107575046798304e-01,0.000000000000000e+00,0.000000000000000e+00,-1.621515009359661e+00,1.000000000000000e-03,1.026652138043688e-02,2.760742517237161e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.493268399150068e+01,
85,7.993980190187565e-04,2.851002415314518e-03,-8.114539781642811e-01,0.000000000000000e+00,0.000000000000000e+00,-1.622907956328562e+00,1.000000000000000e-03,8.431407744899653e-03,2.397343844007798e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.264728054325103e+01,
86,7.201751893581368e-04,2.618891738803275e-03,-8.119190002905111e-01,0.000000000000000e+00,0.000000000000000e+00,-1.623838000581022e+00,1.000000000000000e-03,6.728036274641884e-03,2.037452806916944e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,1.072943039189350e+01,
87,6.457109089591500e-04,2.385591378578067e-03,-8.121204080284571e-01,0.000000000000000e+00,0.000000000000000e+00,-1.624240816056914e+00,1.000000000000000e-03,5.307583589349549e-03,1.726579435059066e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,8.763749594163079e+00,
88,5.763769415197540e-04,2.151109944440788e-03,-8.127952114580999e-01,0.000000000000000e+00,0.000000000000000e+00,-1.625590422916200e+00,1.000000000000000e-03,4.042251018179080e-03,1.427225124160346e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,7.514579602190286e+00,
89,5.125625953049558e-04,1.915475550460579e-03,-8.136174951885724e-01,0.000000000000000e+00,0.000000000000000e+00,-1.627234990377145e+00,1.000000000000000e-03,2.910504524455939e-03,1.129671067055178e-02,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,5.717362869418758e+00,
90,4.546744514538378e-04,1.678738983801768e-03,-8.145333123407252e-01,0.000000000000000e+00,0.000000000000000e+00,-1.629066624681450e+00,1.000000000000000e-03,2.025258989722347e-03,8.781952553974638e-03,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,4.579761804681359e+00,
91,4.031356243741107e-04,1.440976994119216e-03,-8.153926522225527e-01,0.000000000000000e+00,0.000000000000000e+00,-1.630785304445106e+00,1.000000000000000e-03,1.315230106060192e-03,6.507825142109474e-03,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,3.217344297235199e+00,
92,3.583855128602233e-04,1.202296441466603e-03,-8.163643960487752e-01,0.000000000000000e+00,0.000000000000000e+00,-1.632728792097550e+00,1.000000000000000e-03,7.927210992471752e-04,4.607697490404847e-03,4.186262500000000e+02,0.000000000000000e+00,0.000000000000000e+00,2.387737640938045e+00,
