"PointID","x","y","Pressure","Velocity_x","Velocity_y","Turb_Kin_Energy","Omega","Species_0"
2083, -4.994116844557193e-02, 2.131105739793854e-02, -1.915109110807835e+00, 9.231273262382855e+00, -1.559747742920013e-02, 1.782576102415890e-03, 1.165336790358533e+02, 4.410853374791770e-47
2084, -4.994116844641525e-02, 2.428627777130479e-02, -1.862368045579348e+00, 9.220542679185860e+00, -1.488939076058397e-02, 1.782303686408524e-03, 1.165277912613129e+02, 2.653941249627845e-49
2085, -4.994116844740742e-02, 2.778653704598891e-02, -1.807451478741559e+00, 9.211017705652077e+00, -1.372309766902884e-02, 1.781835775259590e-03, 1.165079092364362e+02, 1.168944530342315e-51
2086, -4.994116844857466e-02, 3.190448926114321e-02, -1.761525478710243e+00, 9.204167727189802e+00, -1.215302740030539e-02, 1.781316789073865e-03, 1.164816030249084e+02, 3.766031863301092e-54
2087, -4.994116844994789e-02, 3.674913913157212e-02, -1.735948832170081e+00, 9.200915629311972e+00, -1.036787142246582e-02, 1.780892917276764e-03, 1.164571086099194e+02, 8.869195990687829e-57
2088, -4.994116845156343e-02, 4.244872751091793e-02, -1.724437348063733e+00, 9.199770397482421e+00, -8.580989574212607e-03, 1.780575863663635e-03, 1.164372107009323e+02, 1.526491767541626e-59
2089, -4.994116845346409e-02, 4.915412574489705e-02, -1.716722891315978e+00, 9.199219877196075e+00, -6.895869813710679e-03, 1.780331024845981e-03, 1.164214452831684e+02, 1.920459742029168e-62
2090, -4.994116845570017e-02, 5.704282981472399e-02, -1.709649845154678e+00, 9.198831549786327e+00, -5.326118386678561e-03, 1.780139288342990e-03, 1.164090282912663e+02, 1.767117058660023e-65
2091, -4.994116845833081e-02, 6.632365842453543e-02, -1.702837785419042e+00, 9.198519505595010e+00, -3.856678390590728e-03, 1.779989122549484e-03, 1.163992815070612e+02, 1.190340676117539e-68
2092, -4.994116846142572e-02, 7.724228074599471e-02, -1.696504643565558e+00, 9.198260210044971e+00, -2.463458465777823e-03, 1.779871601245070e-03, 1.163916405450730e+02, 5.876758062974788e-72
2093, -4.994116846506678e-02, 9.008771908163553e-02, -1.691126340349674e+00, 9.198047747081731e+00, -1.116380099720606e-03, 1.779779576665346e-03, 1.163856540815836e+02, 2.129260158462528e-75
2094, -5.635685073051235e-02, 4.508562439304396e-03, -1.986567484329003e+00, 1.761261713193490e-01, 1.426256940625854e-06, 1.430533987421238e-07, 1.884808187405859e+07, 1.762604068072421e-25
2095, -5.635685073051586e-02, 4.518635911478567e-03, -1.986197566269564e+00, 3.827046661078579e-01, 6.571781083198431e-06, 1.783272853586316e-06, 4.663101446344255e+06, 1.748174478491014e-25
2096, -5.635685073052002e-02, 4.530487080662617e-03, -1.985640173091792e+00, 6.246250165149485e-01, 1.743848904344238e-05, 9.991196551849838e-06, 1.706813851623554e+06, 1.723138760610500e-25
2097, -5.635685073052489e-02, 4.544429592446577e-03, -1.984820676749194e+00, 9.073036571035711e-01, 3.682933668321675e-05, 3.742767064209782e-05, 7.746992756791568e+05, 1.684793119092171e-25
