"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
20	8.940600156780000e-01	-1.440916392228702e-02	1.260076594393623e+00	3.232382526109712e+02	4.113322302796788e+01	3.059648443860054e+05	1.055338018667807e+05	2.917594855318065e+02	9.271795730633248e-02	7.551838061736273e-01	
21	8.841500282290000e-01	-1.566269158090452e-02	1.254537079342861e+00	3.243556740155451e+02	4.077885587208746e+01	3.048049358808405e+05	1.048846910209747e+05	2.912453140215088e+02	7.841834577946516e-02	7.616669402095888e-01	
22	8.738499879840000e-01	-1.694956337677533e-02	1.249080860522801e+00	3.254186742299780e+02	4.040193787963106e+01	3.036608644819562e+05	1.042469448189144e+05	2.907388895926046e+02	6.436909209479756e-02	7.680210321463335e-01	
23	8.631799817090000e-01	-1.826569132102762e-02	1.243716527072529e+00	3.264420573573885e+02	4.000452501086926e+01	3.025355698259072e+05	1.036204285430268e+05	2.902380342094992e+02	5.056722848654354e-02	7.742755060097137e-01	
24	8.521599769590000e-01	-1.960709133914372e-02	1.238416313210138e+00	3.274203725265625e+02	3.958757857398290e+01	3.014223685742680e+05	1.030027581664481e+05	2.897427216976402e+02	3.696023594621385e-02	7.804324808999108e-01	
25	8.407700061800000e-01	-2.097463226217677e-02	1.233176399574438e+00	3.283616649763329e+02	3.915322508389165e+01	3.003209592833333e+05	1.023929878529784e+05	2.892513247503170e+02	2.352727814005475e-02	7.865137502437175e-01	
26	8.290500044819999e-01	-2.236196298315981e-02	1.227980803605877e+00	3.292648928080299e+02	3.869928949578580e+01	2.992276148973914e+05	1.017896252982083e+05	2.887634907681127e+02	1.023548029255940e-02	7.925250085888490e-01	
27	8.170099854470000e-01	-2.376642068849115e-02	1.222829103027877e+00	3.301365802088530e+02	3.822806545809728e+01	2.981427053696678e+05	1.011921626415889e+05	2.882779709553660e+02	-2.926345529130209e-03	7.984827915810850e-01	
28	8.046399950980000e-01	-2.518763605296113e-02	1.217711725950137e+00	3.309746718616228e+02	3.773936228160841e+01	2.970638898333970e+05	1.005998148955534e+05	2.877948637312765e+02	-1.597549223781835e-02	8.043869036297310e-01	
29	7.919700145720000e-01	-2.662062628442961e-02	1.212627490229809e+00	3.317806108641257e+02	3.723197145209128e+01	2.959909597259918e+05	1.000124045823806e+05	2.873140108990621e+02	-2.891586958556791e-02	8.102402451258338e-01	
30	7.790099978450000e-01	-2.806276676215449e-02	1.207573566093877e+00	3.325617247992446e+02	3.670640887600036e+01	2.949238227616210e+05	9.942909986750856e+04	2.868337529990687e+02	-4.176580250280750e-02	8.160638176299532e-01	
31	7.657799720760000e-01	-2.951033727360171e-02	1.202532868755896e+00	3.333173146924281e+02	3.616359137827262e+01	2.938586043815687e+05	9.884819598667350e+04	2.863532636470913e+02	-5.456284615731077e-02	8.218682434037613e-01	
32	7.522799968720000e-01	-3.096181144522562e-02	1.197465843496379e+00	3.340458665370769e+02	3.560140523375867e+01	2.927863585893136e+05	9.826572171474647e+04	2.858704458719362e+02	-6.739448480079860e-02	8.276792425222375e-01	
33	7.385200262070000e-01	-3.241453277608040e-02	1.192372058497023e+00	3.347554256310885e+02	3.502069725697790e+01	2.917076316350958e+05	9.768098976292787e+04	2.853833333868836e+02	-8.027585908745130e-02	8.335205932994214e-01	
34	7.245299816130000e-01	-3.386376679305321e-02	1.187254815007530e+00	3.354465490326938e+02	3.441802576672278e+01	2.906231743678559e+05	9.709432738459636e+04	2.848920060331784e+02	-9.319975977678890e-02	8.393913323484993e-01	
35	7.103199958800001e-01	-3.530689307158652e-02	1.182105301566698e+00	3.361126621615826e+02	3.379544851706358e+01	2.895305203986536e+05	9.650532342515299e+04	2.843972880694704e+02	-1.061752444143449e-01	8.452816691675366e-01	
36	6.958900094030001e-01	-3.674225211597043e-02	1.176934215241509e+00	3.367668959852222e+02	3.314813375429794e+01	2.884330702535562e+05	9.591407065320155e+04	2.838967885449247e+02	-1.192002693507114e-01	8.512200385731312e-01	
37	6.812700033190000e-01	-3.816515293304169e-02	1.171703296928734e+00	3.373937335568194e+02	3.247599638134795e+01	2.873210948251279e+05	9.531780406301010e+04	2.833914359919124e+02	-1.323357463825275e-01	8.571953091952536e-01	
38	6.664699912070000e-01	-3.957289370556494e-02	1.166420987903229e+00	3.380056538937421e+02	3.177728200836712e+01	2.861974891257692e+05	9.471638525298212e+04	2.828786268200746e+02	-1.455847244329131e-01	8.632380621979869e-01	
39	6.514999866490000e-01	-4.096270419333766e-02	1.161063624052899e+00	3.386003523612021e+02	3.104811478217484e+01	2.850568277860883e+05	9.410751171464297e+04	2.823570376548124e+02	-1.589979266979713e-01	8.693634684538197e-01	
40	6.363800168040000e-01	-4.233084266562091e-02	1.155628198400056e+00	3.391759864641404e+02	3.029024055276640e+01	2.838983416371632e+05	9.349097061339824e+04	2.818265364953492e+02	-1.725800418253181e-01	8.755725890447082e-01	
41	6.211299896240000e-01	-4.367359094194759e-02	1.150100932868293e+00	3.397361518041503e+02	2.949597488089355e+01	2.827192727451705e+05	9.286502045336914e+04	2.812849838203656e+02	-1.863694341632049e-01	8.818898672139699e-01	
42	6.057599782940000e-01	-4.498807223669178e-02	1.144478618897741e+00	3.402758978410847e+02	2.866833497734675e+01	2.815185683777767e+05	9.222966613190369e+04	2.807328910808757e+02	-2.003659958253213e-01	8.883086693359551e-01	
43	5.902799963950000e-01	-4.627132533375768e-02	1.138752540715098e+00	3.407995683634799e+02	2.779809244180102e+01	2.802946629689821e+05	9.158362696464808e+04	2.801681904719922e+02	-2.145979396952857e-01	8.948523088385919e-01	
44	5.747100114820000e-01	-4.751950934859488e-02	1.132914506928178e+00	3.413025439684135e+02	2.688826463529172e+01	2.790454430727272e+05	9.092634133545110e+04	2.795908302821057e+02	-2.290776379169949e-01	9.015205665232939e-01	
45	5.590599775310000e-01	-4.872955796694115e-02	1.126945692809788e+00	3.417884621246593e+02	2.593303301261528e+01	2.777671088062744e+05	9.025546163385222e+04	2.789978452415984e+02	-2.438568072624287e-01	9.083467352093652e-01	
46	5.433599948880000e-01	-4.989683951066199e-02	1.120870842235012e+00	3.422484105630685e+02	2.493541934445002e+01	2.764644312451874e+05	8.957429727118337e+04	2.783929180707659e+02	-2.588625429315284e-01	9.152875441494251e-01	
47	5.276100039480000e-01	-5.101897737545535e-02	1.114789293011606e+00	3.426765322123023e+02	2.388158684204677e+01	2.751586977498688e+05	8.889400130556131e+04	2.777857808698511e+02	-2.738491482155787e-01	9.222312393450960e-01	
48	5.118399858470000e-01	-5.209138375948307e-02	1.108799970966429e+00	3.430661323052598e+02	2.275912928424204e+01	2.738709730164990e+05	8.822581485666824e+04	2.771869741518292e+02	-2.885689864503315e-01	9.290582922309496e-01	
49	4.960500001910000e-01	-5.311153541819326e-02	1.102783336974795e+00	3.434424200330376e+02	2.156206156820926e+01	2.725772088652258e+05	8.755474867773635e+04	2.765794162981694e+02	-3.033522638051102e-01	9.359641034268954e-01	
50	4.802699983120000e-01	-5.407492053959814e-02	1.096262846069855e+00	3.438274571543351e+02	2.033081261602446e+01	2.711752322165796e+05	8.682735225008838e+04	2.759130280602508e+02	-3.193764704696613e-01	9.435150521501183e-01	
51	4.645099937920000e-01	-5.497835513414191e-02	1.088872461089873e+00	3.442064398531698e+02	1.911870966887565e+01	2.695841989936327e+05	8.600493425902401e+04	2.751545504084029e+02	-3.374939582006272e-01	9.520805374665642e-01	
52	4.487800002100000e-01	-5.581859897363720e-02	1.081724150460978e+00	3.444805578113864e+02	1.789947377169128e+01	2.680387783321809e+05	8.521595704342787e+04	2.744319966138061e+02	-3.548747611243023e-01	9.602127369574021e-01	
53	4.331099987030000e-01	-5.659141825851464e-02	1.077793073402658e+00	3.445501499118162e+02	1.651736543567696e+01	2.671791736101089e+05	8.479180418947486e+04	2.740620066906750e+02	-3.642186522004234e-01	9.643668110027381e-01	
54	4.174999892710000e-01	-5.729416860686566e-02	1.079438716219482e+00	3.443968077148045e+02	1.476448136102900e+01	2.675177568019431e+05	8.499063262599010e+04	2.742858580830883e+02	-3.598385537611008e-01	9.618543163088403e-01	
55	4.019699990750000e-01	-5.792324246601335e-02	1.083538962086255e+00	3.442296234326903e+02	1.259337449115548e+01	2.683916679714644e+05	8.545572391263164e+04	2.747432115013388e+02	-3.495928079590154e-01	9.567133094291803e-01	
56	3.865399956700000e-01	-5.847520956655861e-02	1.078037562011280e+00	3.444681056154409e+02	1.044208609171793e+01	2.672034312810016e+05	8.484738832976141e+04	2.741794690100465e+02	-3.629941593140573e-01	9.630487270489914e-01	
57	3.712300062180000e-01	-5.894684318665333e-02	1.048502299565643e+00	3.452016724894933e+02	9.083470171696533e+00	2.608226417851091e+05	8.158295416962323e+04	2.710568489661819e+02	-4.349081330931402e-01	9.978718400685053e-01	
58	3.560400009160000e-01	-5.933561549045978e-02	9.978830112357905e-01	3.452141873563988e+02	8.669448563329778e+00	2.498394526798986e+05	7.603558572884944e+04	2.654407600438691e+02	-5.571140925405907e-01	1.059530008983959e+00	
59	3.409900069240000e-01	-5.963847719943702e-02	9.573710119311934e-01	3.434874940444718e+02	6.927850082667418e+00	2.409304533095654e+05	7.171472831955616e+04	2.609506778842934e+02	-6.523005815895598e-01	1.108130510508680e+00	
60	3.261100053790000e-01	-5.985254444802346e-02	9.431469949264739e-01	3.423406692945652e+02	4.368779667331525e+00	2.377546437498051e+05	7.024545214224595e+04	2.594592582670516e+02	-6.846680557998055e-01	1.124167536333730e+00	
61	3.113999962810000e-01	-5.997565198183213e-02	9.446975768271870e-01	3.422368027055871e+02	1.910287647015224e+00	2.380741067461021e+05	7.043235704890563e+04	2.597226147132109e+02	-6.805506272050327e-01	1.121339047521688e+00	
62	2.968699932100000e-01	-6.000550062925582e-02	9.500025201784376e-01	3.424698987492305e+02	-4.234838197632483e-01	2.392361172006827e+05	7.100276272225121e+04	2.603639402609043e+02	-6.679848542029888e-01	1.114445197728154e+00	
63	2.825500071050000e-01	-5.994005483718394e-02	9.544506984996574e-01	3.427485525142629e+02	-2.718900372406044e+00	2.402211690193106e+05	7.147033639266291e+04	2.608571057468428e+02	-6.576844226352855e-01	1.109138070115503e+00	
64	2.684499919410000e-01	-5.977765596976551e-02	9.580954728550006e-01	3.429866483852016e+02	-5.125419108958170e+00	2.410316202770109e+05	7.185014589149489e+04	2.612457365019279e+02	-6.493173951505303e-01	1.104952122952214e+00	
65	2.545700073240000e-01	-5.951657836311273e-02	9.619760205669547e-01	3.431760938108356e+02	-7.681558522881410e+00	2.418901950540616e+05	7.225882753191704e+04	2.616718527179322e+02	-6.403143277484704e-01	1.100358494859951e+00	
66	2.409400045870000e-01	-5.915585896897953e-02	9.665964808133968e-01	3.433709772238262e+02	-1.038833482192171e+01	2.429113316190261e+05	7.274657792865466e+04	2.621788801814488e+02	-6.295694122375256e-01	1.094887108004493e+00	
67	2.275699973110000e-01	-5.869456802648413e-02	9.718414666525789e-01	3.435491399106734e+02	-1.323206974650498e+01	2.440685191764988e+05	7.330222640203874e+04	2.627556632514948e+02	-6.173287335210529e-01	1.088655432651577e+00	
68	2.144699990750000e-01	-5.813197420944613e-02	9.774812796074991e-01	3.437050959870773e+02	-1.621427514936762e+01	2.453123199332211e+05	7.390019892811500e+04	2.633707279162157e+02	-6.041556755111954e-01	1.082000956459684e+00	
69	2.016600072380000e-01	-5.746811193675738e-02	9.833697722198442e-01	3.438139518335732e+02	-1.934321425218996e+01	2.466093007688719e+05	7.452620179864866e+04	2.640112777817304e+02	-5.903651219852873e-01	1.075060240718188e+00	
70	1.891400069000000e-01	-5.670228146432130e-02	9.896169620532562e-01	3.438754039113713e+02	-2.263404369604788e+01	2.479838244672953e+05	7.519180024848439e+04	2.646876619097406e+02	-5.757022961720509e-01	1.067719099989106e+00	
71	1.769299954180000e-01	-5.583513598033686e-02	9.965210094425627e-01	3.438819717136889e+02	-2.611161099960388e+01	2.495004461393550e+05	7.592980832371231e+04	2.654337786274673e+02	-5.594443198223471e-01	1.059606000813117e+00	
72	1.650400012730000e-01	-5.486709202536137e-02	1.004345817405303e+00	3.438261620519687e+02	-2.979059784811684e+01	2.512166304986603e+05	7.676894314597572e+04	2.662763724795135e+02	-5.409585680365576e-01	1.050423845460127e+00	
73	1.534900069240000e-01	-5.379977779145956e-02	1.013042865156979e+00	3.436821514155519e+02	-3.367668307445645e+01	2.531206955678345e+05	7.770504145283584e+04	2.672093924546683e+02	-5.203367555594658e-01	1.040230231605219e+00	
74	1.422899961470000e-01	-5.263443049277360e-02	1.022376503782318e+00	3.434317470017101e+02	-3.777606283930973e+01	2.551612384633282e+05	7.871255110048832e+04	2.682029025500099e+02	-4.981417842936380e-01	1.029343942454101e+00	
75	1.314399987460000e-01	-5.137133628795417e-02	1.032142441548960e+00	3.430285211940392e+02	-4.210847262317224e+01	2.572910259153445e+05	7.977199056299956e+04	2.692409646899827e+02	-4.748028232394090e-01	1.017932355343468e+00	
76	1.209499984980000e-01	-5.001187382363489e-02	1.042450735692666e+00	3.424754333953791e+02	-4.670874614685632e+01	2.595361161858228e+05	8.089324255449485e+04	2.703255213961625e+02	-4.501021607782849e-01	1.005966630410286e+00	
77	1.108499988910000e-01	-4.856066993422563e-02	1.053552446280457e+00	3.417475559408889e+02	-5.159854683596475e+01	2.619508490544441e+05	8.210395508128642e+04	2.714802645686833e+02	-4.234307241266078e-01	9.931751661481784e-01	
78	1.011300012470000e-01	-4.701715290498424e-02	1.065484808075467e+00	3.407589886046957e+02	-5.679680640743406e+01	2.645379029129471e+05	8.341360937796163e+04	2.727218896368128e+02	-3.945796460743005e-01	9.793582343165264e-01	
79	9.181000292300000e-02	-4.538527151431038e-02	1.078263481414490e+00	3.394628025293640e+02	-6.234490131395484e+01	2.672998081592216e+05	8.482478917555833e+04	2.740490099413083e+02	-3.634920082223414e-01	9.645126114487185e-01	
80	8.290000259900000e-02	-4.366791468532204e-02	1.091997790272452e+00	3.378345594256133e+02	-6.828012728983593e+01	2.702621532865988e+05	8.634760752104429e+04	2.754602229144689e+02	-3.299450248263127e-01	9.486322145898116e-01	
81	7.440000027400000e-02	-4.186607976498817e-02	1.106727240770913e+00	3.357777702827452e+02	-7.463817791789110e+01	2.734295906217949e+05	8.799031345606700e+04	2.769648211616279e+02	-2.937569733163486e-01	9.315858173649069e-01	
82	6.633000075800000e-02	-3.998513962421356e-02	1.122606767232103e+00	3.332127042464519e+02	-8.147168290632706e+01	2.768350254110428e+05	8.977059807365527e+04	2.785715803636529e+02	-2.545381271004002e-01	9.132399694581681e-01	
83	5.869000032500000e-02	-3.802635805630503e-02	1.139745466929912e+00	3.300080641000936e+02	-8.882643425665599e+01	2.804982526715650e+05	9.170429386171850e+04	2.802929296028632e+02	-2.119397037970441e-01	8.934087188550516e-01	
84	5.149000138000000e-02	-3.599337852580232e-02	1.158344769378133e+00	3.260049870459382e+02	-9.674702888781701e+01	2.844591025333690e+05	9.381735079743469e+04	2.821471505569548e+02	-1.653900374186078e-01	8.718225367827146e-01	
85	4.473999887700000e-02	-3.389028465845557e-02	1.178703988938099e+00	3.209784786469430e+02	-1.052816697463414e+02	2.887766237344685e+05	9.614846614495739e+04	2.841632769497143e+02	-1.140366451447475e-01	8.480607591669453e-01	
86	3.844000026600000e-02	-3.171811260404538e-02	1.201057329958103e+00	3.146438558197975e+02	-1.144702844084799e+02	2.934946606804301e+05	9.873027876705406e+04	2.863630441730797e+02	-5.716050793384846e-02	8.217503113955790e-01	
87	3.260000050100000e-02	-2.948109446637338e-02	1.225799120540856e+00	3.066777170875664e+02	-1.243238021101543e+02	2.986942268192323e+05	1.016105495144004e+05	2.887685152889178e+02	6.290523650919510e-03	7.924632281472155e-01	
88	2.723000012300000e-02	-2.718419978786347e-02	1.253474113941494e+00	2.965989071806294e+02	-1.347615235928656e+02	3.044832049628206e+05	1.048592936719451e+05	2.914217110162418e+02	7.785885393414733e-02	7.594464357132527e-01	
89	2.232000045500000e-02	-2.482329437156798e-02	1.284449715442925e+00	2.837468935960013e+02	-1.456209741892619e+02	3.109260216492765e+05	1.085320669128507e+05	2.943549288890826e+02	1.587683486846308e-01	7.219328471236408e-01	
90	1.789999939500000e-02	-2.241364555514381e-02	1.319408373010449e+00	2.673518925198097e+02	-1.565501955124436e+02	3.181600810156706e+05	1.127143296588311e+05	2.975981602109512e+02	2.509016614419457e-01	6.789823396681968e-01	
91	1.394999958600000e-02	-1.994492353858276e-02	1.359032738860213e+00	2.464611015499098e+02	-1.667269792048652e+02	3.263174234865199e+05	1.174969727447507e+05	3.011806759942131e+02	3.562610752341889e-01	6.293319747147055e-01	
92	1.049000024800000e-02	-1.742916196961543e-02	1.403464773725346e+00	2.198546909247239e+02	-1.748047204317699e+02	3.354049841218551e+05	1.229194207129892e+05	3.051050061930680e+02	4.757150944844472e-01	5.715359970373036e-01	
93	7.519999985000000e-03	-1.486756313872443e-02	1.452767104610454e+00	1.867048149267021e+02	-1.784329288687474e+02	3.454335369436069e+05	1.289913514157620e+05	3.093106977354083e+02	6.094769177981471e-01	5.042092753202050e-01	
94	5.040000193000000e-03	-1.226032473458219e-02	1.505724508935943e+00	1.465859844422266e+02	-1.738390268825569e+02	3.561336518964286e+05	1.355853440751402e+05	3.136877602368573e+02	7.547395244074104e-01	4.253372736407184e-01	
95	3.049999941000000e-03	-9.605565346412577e-03	1.559931626866293e+00	1.012187378422039e+02	-1.562719140645481e+02	3.670469930474169e+05	1.423742249801941e+05	3.179480421358368e+02	9.042954288753068e-01	3.339029703415450e-01	
96	1.560000004000000e-03	-6.917517506923035e-03	1.607248825565927e+00	5.604517112962945e+01	-1.216490314960047e+02	3.765041100221833e+05	1.483693141063084e+05	3.215816929606530e+02	1.036364467817234e+00	2.318078442770635e-01	
97	5.600000150000000e-04	-4.173159738460802e-03	1.646979280050699e+00	1.842399811452520e+01	-6.809756926892514e+01	3.846088572667160e+05	1.532391973988659e+05	3.241246631586156e+02	1.143645742987247e+00	1.186803174027314e-01	
98	5.999999800000000e-05	-1.375329724321098e-03	1.655601280307509e+00	9.808192917410807e-01	-3.622784604775747e+00	3.861895798059797e+05	1.544741302355252e+05	3.250351659218963e+02	1.170850741856235e+00	6.272388191779237e-03	
99	0.000000000000000e+00	0.000000000000000e+00	1.644488484656634e+00	2.330663557326183e+00	4.516614739691524e+01	3.837738602864809e+05	1.532607843473599e+05	3.246613217472283e+02	1.144121293472206e+00	7.613696017591065e-02	
100	5.999999800000000e-05	1.375329724321098e-03	1.637056332443390e+00	1.250269390522567e+01	9.364934952026088e+01	3.826415077264372e+05	1.519660458698429e+05	3.233800952021094e+02	1.115598804012964e+00	1.600928483015757e-01	
101	5.600000150000000e-04	4.173159738460802e-03	1.600408320789627e+00	4.134132636295544e+01	1.548174740163147e+02	3.756060148255110e+05	1.470335303960443e+05	3.200485984974642e+02	1.006937770876164e+00	2.791831658905133e-01	
102	1.560000004000000e-03	6.917517506923035e-03	1.523130308021400e+00	9.003184768814606e+01	1.984073456970037e+02	3.597403708508725e+05	1.376627737991597e+05	3.148544249872542e+02	8.005043398003185e-01	4.021372815495353e-01	
103	3.049999941000000e-03	9.605565346412577e-03	1.451507638902021e+00	1.408694458315430e+02	2.189803172139225e+02	3.452536633676592e+05	1.287599257948116e+05	3.090236638298772e+02	6.043787184715816e-01	5.090258689273821e-01	
104	5.040000193000000e-03	1.226032473458219e-02	1.380347190992501e+00	1.868964049803970e+02	2.224395017732942e+02	3.307179840769577e+05	1.200569955046065e+05	3.029908267829027e+02	4.126571918641946e-01	6.031759199556750e-01	
105	7.519999985000000e-03	1.486756313872443e-02	1.314890370348960e+00	2.245330062202285e+02	2.149755146949955e+02	3.172119404483151e+05	1.121870424397403e+05	2.972237432899976e+02	2.392857680320636e-01	6.840294854520563e-01	
106	1.049000024800000e-02	1.742916196961543e-02	1.257839974807566e+00	2.536594295522938e+02	2.018077479403126e+02	3.053389827989948e+05	1.054292591766637e+05	2.919887423052584e+02	9.041493022504662e-02	7.522825465791718e-01	
107	1.394999958600000e-02	1.994492353858276e-02	1.209150754099085e+00	2.757546735387482e+02	1.864838301461745e+02	2.951412004428113e+05	9.972677918512265e+04	2.873172409687341e+02	-3.520806490072059e-02	8.102010058312742e-01	
108	1.789999939500000e-02	2.241364555514381e-02	1.167461108583882e+00	2.921777188919222e+02	1.709442061545836e+02	2.863458080983545e+05	9.490773508661025e+04	2.831975766633872e+02	-1.413693761541220e-01	8.594820984546465e-01	
109	2.232000045500000e-02	2.482329437156798e-02	1.131886712833288e+00	3.044131117638786e+02	1.560413179584050e+02	2.787946124847005e+05	9.084152921117186e+04	2.795836819381470e+02	-2.309460097641108e-01	9.016029920735369e-01	
110	2.723000012300000e-02	2.718419978786347e-02	1.101238412710694e+00	3.134843499036270e+02	1.422543203204608e+02	2.722501771932109e+05	8.737726020949677e+04	2.764059683760482e+02	-3.072622526193831e-01	9.379318106430892e-01	
111	3.260000050100000e-02	2.948109446637338e-02	1.074329425125112e+00	3.201711082988924e+02	1.296209006328090e+02	2.664650993235387e+05	8.437476752930661e+04	2.735933037000520e+02	-3.734057768208159e-01	9.696196471754599e-01	
112	3.844000026600000e-02	3.171811260404538e-02	1.050641245252520e+00	3.251422171922078e+02	1.181275203953826e+02	2.613462690420837e+05	8.175783476276833e+04	2.710848709488806e+02	-4.310555945602833e-01	9.975612422068929e-01	
113	4.473999887700000e-02	3.389028465845557e-02	1.029511794864128e+00	3.288229925140790e+02	1.077034948752535e+02	2.567588969600328e+05	7.944503881143546e+04	2.688226142794185e+02	-4.820054190142343e-01	1.022536057263445e+00	
114	5.149000138000000e-02	3.599337852580232e-02	1.010540172483643e+00	3.315033043265807e+02	9.823788815313134e+01	2.526200640918030e+05	7.738837771705104e+04	2.667795312237343e+02	-5.273127111079305e-01	1.044930129438758e+00	
115	5.869000032500000e-02	3.802635805630503e-02	9.934792697284806e-01	3.334386654659847e+02	8.961952932102308e+01	2.488828692657658e+05	7.555405536570020e+04	2.649288876114926e+02	-5.677219835901933e-01	1.065097836883923e+00	
116	6.633000075800000e-02	3.998513962421356e-02	9.778705562122550e-01	3.347930533707295e+02	8.175198946799647e+01	2.454508261241057e+05	7.388881750598193e+04	2.632253379437159e+02	-6.044064029735043e-01	1.083574830368281e+00	
117	7.440000027400000e-02	4.186607976498817e-02	9.632844166434261e-01	3.356714232300495e+02	7.452624531995487e+01	2.422310408443537e+05	7.234526005201043e+04	2.616290069424446e+02	-6.384102593314822e-01	1.100820572263679e+00	
118	8.290000259900000e-02	4.366791468532204e-02	9.495638228302214e-01	3.361983807553802e+02	6.787274032285917e+01	2.391946275269635e+05	7.090098877716449e+04	2.601108551878848e+02	-6.702268871126220e-01	1.117166724325779e+00	
