"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
2120, 3.700244595757065e-01, 3.826130931266433e-01, 9.395830507772984e-01, 3.416997464552410e+02, 7.253388422881836e+00, 2.369290874224722e+05, 6.990713187380137e+04, 2.591890535404408e+02, 1.127068038961879e+00, -6.921210947401979e-01, 3.636716798717895e+02, 7.719794878037925e+00
2121, 9.977739784306336e-01, -1.591163884819550e-01, 1.281457584189237e+00, 3.222533825258974e+02, 2.071651218828809e+01, 3.105397462529201e+05, 1.079412409997097e+05, 2.934360827547189e+02, 7.338092969750492e-01, 1.457527272503113e-01, 2.514740920822466e+02, 1.616636589762367e+01
2122, -3.741193407339663e-02, 1.412366822753066e-01, 1.290039175062300e+00, 3.147608274969036e+02, 6.375670344683991e+01, 3.123382291139281e+05, 1.089451887471902e+05, 2.941951454244087e+02, 7.240067009323368e-01, 1.678692315037847e-01, 2.439932318192607e+02, 4.942230025205312e+01
2123, 1.818590975575151e-02, 2.214903938428319e-01, 1.198672140068455e+00, 3.322579011478173e+02, 5.873657244771839e+01, 2.931723186276176e+05, 9.827369197130068e+04, 2.856059204769904e+02, 8.308539505523339e-01, -6.721890373751635e-02, 2.771883069951409e+02, 4.900136616536696e+01
2124, 4.062530281589621e-01, 3.862874571133528e-01, 9.222686826008165e-01, 3.401757298234410e+02, 3.181851355073033e+00, 2.330561866284100e+05, 6.812574231679169e+04, 2.573262737699523e+02, 1.147027816228729e+00, -7.313642822602376e-01, 3.688466671817789e+02, 3.450026456607143e+00
2125, 1.110684443866255e-01, -2.964255957739214e-01, 1.180770581202411e+00, 3.384629051354419e+02, -2.474217736579070e+01, 2.893624939628302e+05, 9.623751402702321e+04, 2.839286496999097e+02, 8.508429626243210e-01, -1.120749615138873e-01, 2.866457807500386e+02, -2.095426305472064e+01
2126, 8.502257182885180e-02, -2.796170097971957e-01, 1.198374120006942e+00, 3.360850522715961e+02, -2.769715374896930e+01, 2.930913054756486e+05, 9.825742496383788e+04, 2.856296595390041e+02, 8.305696749002036e-01, -6.757725838360736e-02, 2.804508597612648e+02, -2.311227628047311e+01
2127, 1.002706734586177e+00, 4.637790469525834e-03, 1.372812490606976e+00, 2.661528747398441e+02, -9.058626676251457e+00, 3.276045709659032e+05, 1.207098403057187e+05, 3.063104396835544e+02, 5.528936408387740e-01, 4.270390606983949e-01, 1.938741645788545e+02, -6.598589929966524e+00
2128, 1.002426886252236e+00, -5.698274126858409e-04, 1.391580592993934e+00, 2.639891642301303e+02, 9.292014502325003e+00, 3.317656004210037e+05, 1.226778421416207e+05, 3.071058647419741e+02, 5.403233072511127e-01, 4.703932303589201e-01, 1.897045457224776e+02, 6.677309635609086e+00
2129, 1.006945893759108e+00, 1.565825168943654e-02, 1.344399119870144e+00, 2.805189108807548e+02, -1.143961607748048e+01, 3.219724996682099e+05, 1.170630588111282e+05, 3.033346297240533e+02, 5.981152887182454e-01, 3.467021520903426e-01, 2.086574639440780e+02, -8.509092209600256e+00
2130, 8.889980970278745e-01, -2.729476844459811e-01, 1.242527749695011e+00, 3.297443176959177e+02, 2.343407885454400e+01, 3.023984641192332e+05, 1.033693606150401e+05, 2.898118095393330e+02, 7.795757085170512e-01, 4.503631822636051e-02, 2.653818538675342e+02, 1.886000442267473e+01
2131, 1.002217851136059e+00, -1.588790086153858e-03, 1.399762676760079e+00, 2.899806259387645e+02, 8.788813919922804e+00, 3.351008499984543e+05, 1.220145861959199e+05, 3.036600696934967e+02, 5.932957849341230e-01, 4.557820088276749e-01, 2.071641362877027e+02, 6.278788587409392e+00
2132, 1.001924765287074e+00, -2.493040459015599e-03, 1.396858069129870e+00, 2.871999217246000e+02, 1.222418651395237e+01, 3.342844199308837e+05, 1.218824692025338e+05, 3.039620104703492e+02, 5.887983348256906e-01, 4.528715326066637e-01, 2.056042257059820e+02, 8.751201560203645e+00
2133, 1.011150876814116e+00, 2.354034807368569e-02, 1.333037477797790e+00, 2.860848772931181e+02, -1.157413239875025e+01, 3.197319530000794e+05, 1.155932744086649e+05, 3.020790117777068e+02, 6.164509831675411e-01, 3.143234819151798e-01, 2.146112784208718e+02, -8.682525879070555e+00
2134, 1.003837710126720e+00, -6.114174242095586e-03, 1.379966672045279e+00, 2.931941920978414e+02, 1.406664229958949e+01, 3.308129195503956e+05, 1.198378075887999e+05, 3.025210524658349e+02, 6.100414953055359e-01, 4.078285835183784e-01, 2.124646906604576e+02, 1.019346523691113e+01
2135, 1.005258871621120e+00, -9.064278030702018e-03, 1.370103753488216e+00, 2.964601620054798e+02, 1.490520585291287e+01, 3.287798180701888e+05, 1.186500118302807e+05, 3.016787188405123e+02, 6.222141963597094e-01, 3.816619926659413e-01, 2.163778920032202e+02, 1.087888841627137e+01
2136, 1.006322863909955e+00, 1.144987978479338e-02, 1.351797097204149e+00, 2.766058947655711e+02, -1.022416830659697e+01, 3.234191593580227e+05, 1.180323302386346e+05, 3.041724087625241e+02, 5.856493220541912e-01, 3.680547530628672e-01, 2.046208675382279e+02, -7.563389748167888e+00
2137, 1.005356840016883e+00, 6.777677193878803e-03, 1.360565160420667e+00, 2.721392910717454e+02, -7.683468667793750e+00, 3.251501035226221e+05, 1.191647411923529e+05, 3.051116380399869e+02, 5.714348170763962e-01, 3.930012422974360e-01, 2.000193000588108e+02, -5.647262543028909e+00
2138, 1.605798270912807e-01, 3.240962081717832e-01, 1.063021808421787e+00, 3.443544234766342e+02, 3.670008335559081e+01, 2.640789685183305e+05, 8.306819987640624e+04, 2.722218431347774e+02, 9.849308394943539e-01, -4.021888575392514e-01, 3.239391899098283e+02, 3.452429956265669e+01
2139, -5.873951806744349e-02, 5.892120953461102e-02, 1.385777319495346e+00, 2.887450263433994e+02, 5.384566756495720e+01, 3.321424979393492e+05, 1.204057857030031e+05, 3.026803672231482e+02, 6.077194636098371e-01, 4.203408785159816e-01, 2.083632213352652e+02, 3.885593075268832e+01
2140, 3.351579054090814e-01, 3.773845588251811e-01, 9.569884316734670e-01, 3.428994366659390e+02, 1.176835056636068e+01, 2.408015000138602e+05, 7.171873150959601e+04, 2.610695718572131e+02, 1.106849901893960e+00, -6.522123931656446e-01, 3.583109526896971e+02, 1.229727567947880e+01
2141, 9.843299168880640e-01, -1.798436979619877e-01, 1.274814334759619e+00, 3.234939231934642e+02, 2.145762228511795e+01, 3.091439826305144e+05, 1.071675450457956e+05, 2.928509850498631e+02, 7.413107588997150e-01, 1.287085634493759e-01, 2.537576762144448e+02, 1.683195874100682e+01
2142, 3.599880758280472e-01, -3.812465404800576e-01, 1.117158673217346e+00, 3.442605416180743e+02, 5.979805666021289e+00, 2.757501312093870e+05, 8.907637469596950e+04, 2.777653171973007e+02, 9.224653020953243e-01, -2.698315468266563e-01, 3.081572473734872e+02, 5.352691438898138e+00
2143, -2.916479515949790e-02, 1.579706098112242e-01, 1.272506725256461e+00, 3.185912997760415e+02, 6.334125089077251e+01, 3.086723729866613e+05, 1.068855350148879e+05, 2.926100204332342e+02, 7.443865036629035e-01, 1.224960129817403e-01, 2.503651206337102e+02, 4.977675137866693e+01
2144, -5.013018238055805e-02, 2.552247022482857e-02, 1.434523166062454e+00, 2.686585349193159e+02, 4.516856081301686e+01, 3.420102837381065e+05, 1.264567577986973e+05, 3.070893973137510e+02, 5.405858231562151e-01, 5.536409934153118e-01, 1.872807224554918e+02, 3.148681170273298e+01
2145, -4.242343486511053e-02, -1.389700570071914e-02, 1.473328602681159e+00, 2.527181560443349e+02, 3.476777397581939e+00, 3.498649432793088e+05, 1.312746524953485e+05, 3.103927741404595e+02, 4.857057814379515e-01, 6.597769838776498e-01, 1.715287109640302e+02, 2.359811240516821e+00
2146, 1.003837713395071e+00, 6.114168917801854e-03, 1.365813029373860e+00, 2.697750302583166e+02, -8.903456441152104e+00, 3.262124349583213e+05, 1.198161874187610e+05, 3.056008726202239e+02, 5.639242228599940e-01, 4.073523011781626e-01, 1.975197369306044e+02, -6.518795947666267e+00
2147, 1.001616644942643e+00, -4.270659528176618e-03, 1.391282902575337e+00, 2.884144855922072e+02, 1.611623328751757e+01, 3.331009235565432e+05, 1.212453038151353e+05, 3.035846601457678e+02, 5.944151024603703e-01, 4.388350740001971e-01, 2.073011068118044e+02, 1.158372122426401e+01
2148, 1.005258875871419e+00, 9.064272907817363e-03, 1.356583762760445e+00, 2.741453210901934e+02, -9.888964039624573e+00, 3.243637187991042e+05, 1.186509350487654e+05, 3.046876813039707e+02, 5.778835020603059e-01, 3.816823307418987e-01, 2.020850673697794e+02, -7.289608140010469e+00
2149, 1.002706731910383e+00, -4.637793743569378e-03, 1.387232004157889e+00, 2.901597863708267e+02, 1.424214231545893e+01, 3.322791523138743e+05, 1.207441878580970e+05, 3.032127647301513e+02, 5.999127108176002e-01, 4.277957213813628e-01, 2.091645705268792e+02, 1.026659006768269e+01
2150, 1.002178773548478e+00, -3.227849802992556e-03, 1.392999784078679e+00, 2.881443429928235e+02, 1.284521748145398e+01, 3.334651578740402e+05, 1.214417451444364e+05, 3.037017508878381e+02, 5.926764396898997e-01, 4.431625855723370e-01, 2.068516781453776e+02, 9.221263081494101e+00
2151, 1.012878904950202e+00, 4.005852506335700e-02, 1.320232471332419e+00, 2.929350547255565e+02, -1.341250596664460e+01, 3.172644019198895e+05, 1.138791395522868e+05, 3.004859098780457e+02, 6.391676533542866e-01, 2.765618843248117e-01, 2.218814194366221e+02, -1.015920018472829e+01
2152, 1.001616647410711e+00, 4.270658033893929e-03, 1.376451220618807e+00, 2.641161645588878e+02, -1.108617656954165e+01, 3.283259870863862e+05, 1.211767111230732e+05, 3.066822784448575e+02, 5.470452095301263e-01, 4.373240087385262e-01, 1.918819647238570e+02, -8.054173227117829e+00
2153, 9.113970985015454e-01, -2.558009516996439e-01, 1.249125755333672e+00, 3.285691476633856e+02, 2.329354705683690e+01, 3.037819311176795e+05, 1.041405785478675e+05, 2.904318012404923e+02, 7.718596271615074e-01, 6.202589236957340e-02, 2.630392866854441e+02, 1.864787989309741e+01
2154, 9.311268917137874e-01, -2.388388340216913e-01, 1.255270960587095e+00, 3.274149754602748e+02, 2.304552818446336e+01, 3.050671512289792e+05, 1.048621739964039e+05, 2.910125514052390e+02, 7.645915491162080e-01, 7.792230614897135e-02, 2.608321117435406e+02, 1.835900686628238e+01
2155, -5.925968077806440e-02, -4.925926528242859e-02, 1.415542177470192e+00, 2.815650705713564e+02, -1.378388599342239e+01, 3.382118170112020e+05, 1.240566778287934e+05, 3.053006141882275e+02, 5.685426639357127e-01, 5.007683424269801e-01, 1.989097005039862e+02, -9.737531111970455e+00
2156, -5.013022937246205e-02, -2.552250534658955e-02, 1.448956848041263e+00, 2.656327888934572e+02, -4.679840356032748e+00, 3.449451084978923e+05, 1.282354924686044e+05, 3.083068240708407e+02, 5.208986174447811e-01, 5.928256950011551e-01, 1.833269149820069e+02, -3.229799674406506e+00
2157, 1.011150868964233e+00, -2.354036295249132e-02, 1.344353099816060e+00, 3.049494561285483e+02, 1.628537680280355e+01, 3.234962666237170e+05, 1.155242671653115e+05, 2.993575491704950e+02, 6.549210757702895e-01, 3.128032842804168e-01, 2.268373213631692e+02, 1.211391323085563e+01
2158, 1.002178775603159e+00, 3.227846361124103e-03, 1.378256686376389e+00, 2.633678634734538e+02, -7.640527883613254e+00, 3.286900317282252e+05, 1.214022710054175e+05, 3.068506504103714e+02, 5.443810313394130e-01, 4.422929885582443e-01, 1.910876733461611e+02, -5.543617498204321e+00
2159, -3.910550440606601e-02, -2.745010733515841e-05, 1.481858272975787e+00, 2.471032047379092e+02, 2.293931523567494e+01, 3.515979442947122e+05, 1.323271539436338e+05, 3.110803995759720e+02, 4.736416514880007e-01, 6.829631036893706e-01, 1.667522523875984e+02, 1.548010066415424e+01
2160, -5.757234038957862e-02, -6.823577128138773e-02, 1.398071606483237e+00, 2.881222648992980e+02, -2.099963536470923e+01, 3.346441739657088e+05, 1.219190215472064e+05, 3.037892475734433e+02, 5.913748141105458e-01, 4.536767638435027e-01, 2.060854848658659e+02, -1.502042904478442e+01
2161, -5.639864239678696e-02, -7.840270555248395e-02, 1.388616483918120e+00, 2.917124078846370e+02, -2.364313048861126e+01, 3.327230209032947e+05, 1.207524505127476e+05, 3.029311837321997e+02, 6.040508892378155e-01, 4.279777438393875e-01, 2.100741358489000e+02, -1.702639336521471e+01
2162, -5.757234007338351e-02, 6.823560577408502e-02, 1.374493841895720e+00, 2.922357943713884e+02, 5.653481767031349e+01, 3.298251413274764e+05, 1.190383370601057e+05, 3.016993664059586e+02, 6.219177927943408e-01, 3.902166177634223e-01, 2.126133893538096e+02, 4.113137210737876e+01
2163, 1.964599076383607e-01, 3.397099873698721e-01, 1.037007957754251e+00, 3.448773767553863e+02, 3.117619770196468e+01, 2.584132304365593e+05, 8.023868848673854e+04, 2.695454949806454e+02, 1.014576976213469e+00, -4.645216839656134e-01, 3.325696530837181e+02, 3.006360507539400e+01
2164, 2.671373119939000e-01, 3.617906346038902e-01, 9.908212761125371e-01, 3.441153453581074e+02, 2.148611660312030e+01, 2.482603967262317e+05, 7.530850438156958e+04, 2.647762605088905e+02, 1.066756435033692e+00, -5.731313581304507e-01, 3.473031450315999e+02, 2.168515868716561e+01
2165, 2.329647637090887e-01, 3.523255436379170e-01, 1.012351079314975e+00, 3.446704698171894e+02, 2.591027063432588e+01, 2.530015088247526e+05, 7.759830244494797e+04, 2.670246876582555e+02, 1.042250343886790e+00, -5.226881665047944e-01, 3.404653552109774e+02, 2.559415519353080e+01
2166, -4.587531361553979e-03, -1.953816217555578e-01, 1.281858292982669e+00, 3.211400810062772e+02, -3.455530939489377e+01, 3.106350003715431e+05, 1.079768466430845e+05, 2.934411176247567e+02, 7.337445590715237e-01, 1.465371030956894e-01, 2.505269753796562e+02, -2.695719923493990e+01
2167, 1.010058912842757e+00, -1.791761889170655e-02, 1.351691076294667e+00, 3.027689006482314e+02, 1.500452630176626e+01, 3.250098460713796e+05, 1.164070234794372e+05, 3.000074801107853e+02, 6.458796222040700e-01, 3.322499973440570e-01, 2.239926755144370e+02, 1.110055882213674e+01
2168, 7.786884408652586e-01, -3.338156568931375e-01, 1.214548508340659e+00, 3.342367271809302e+02, 2.266395883080813e+01, 2.965080988238454e+05, 1.001226528661315e+05, 2.871757927288930e+02, 8.119189672316818e-01, -2.648715091705703e-02, 2.751942181688333e+02, 1.866039822631053e+01
2169, 8.089436111988758e-01, -3.202793814229815e-01, 1.221817701500207e+00, 3.331572456361524e+02, 2.304159585099470e+01, 2.980429694143406e+05, 1.009616549931642e+05, 2.878593852052816e+02, 8.036001512284912e-01, -8.004322345788349e-03, 2.726734481151206e+02, 1.885845639877629e+01
2170, 8.369581122841544e-01, -3.058670459947072e-01, 1.228761646802360e+00, 3.320745218484724e+02, 2.328830458160488e+01, 2.995066257945262e+05, 1.017656561652739e+05, 2.885120357555189e+02, 7.956140575330867e-01, 9.707451386844406e-03, 2.702513727643103e+02, 1.895266233464291e+01
2171, 8.637580366237604e-01, -2.900130981291241e-01, 1.235639954924252e+00, 3.309384746557055e+02, 2.342739166667844e+01, 3.009530219919364e+05, 1.025654824196687e+05, 2.891609410422292e+02, 7.876297971819830e-01, 2.732725361435843e-02, 2.678275927683100e+02, 1.895972331852493e+01
2172, -4.066960340352492e-02, -5.156527794169519e-03, 1.478716919765541e+00, 2.494094046077794e+02, 1.451569478039652e+01, 3.509579419128359e+05, 1.319412964204283e+05, 3.108322342662044e+02, 4.780245561278312e-01, 6.744628410266719e-01, 1.686660923899651e+02, 9.816412178943667e+00
2173, -5.928162200665740e-02, -3.955345376354599e-02, 1.423893006810378e+00, 2.778032689815055e+02, -9.147690372981245e+00, 3.398909281301223e+05, 1.251046659446347e+05, 3.060740398699081e+02, 5.565872150236783e-01, 5.238550356137148e-01, 1.951012243566001e+02, -6.424422571940797e+00
2174, -5.928160907971951e-02, 3.955342595751864e-02, 1.408862231930282e+00, 2.806161045475442e+02, 4.658305445913163e+01, 3.368383353035277e+05, 1.232487065065422e+05, 3.047503327074919e+02, 5.769339157754533e-01, 4.829691081241012e-01, 1.991792371089912e+02, 3.306430778210882e+01
2175, 1.007899361353259e+00, -1.397042569395827e-01, 1.287552086659083e+00, 3.211279943829702e+02, 1.989911157416794e+01, 3.118223148999983e+05, 1.086489297422960e+05, 2.939618628709624e+02, 7.270281540191234e-01, 1.613427827336011e-01, 2.494097114286283e+02, 1.545499539812932e+01
2176, 1.014761303133998e+00, -1.223429074268933e-01, 1.293249799674832e+00, 3.201210982814902e+02, 1.915179817813628e+01, 3.130262217889905e+05, 1.093057023449720e+05, 2.944358885209967e+02, 7.208808600560068e-01, 1.758111792184796e-01, 2.475323006908486e+02, 1.480904785985794e+01
2177, 1.017508334475438e+00, -1.069242425588629e-01, 1.298105869482550e+00, 3.190590884471384e+02, 1.867779332065282e+01, 3.140397796344742e+05, 1.098779717850392e+05, 2.948701875084316e+02, 7.152199348691982e-01, 1.884180101388564e-01, 2.457881871948714e+02, 1.438849770250106e+01
2178, 1.023233044573365e+00, -5.951950831790138e-02, 1.317172292645930e+00, 3.145907802965606e+02, 1.604657307893184e+01, 3.180075306349932e+05, 1.121366686770527e+05, 2.965755939436886e+02, 6.927094187818447e-01, 2.381760573528592e-01, 2.388379880544040e+02, 1.218259233702643e+01
2179, 1.022875003362129e+00, -6.904947818924163e-02, 1.312128024596813e+00, 3.155915450316163e+02, 1.703290243291449e+01, 3.169444837204355e+05, 1.115524280987831e+05, 2.961646101481681e+02, 6.981766698605193e-01, 2.253055077980843e-01, 2.405188663877447e+02, 1.298112845211755e+01
2180, 8.474254734757509e-03, -2.116344151376927e-01, 1.266301839589633e+00, 3.244614418759516e+02, -3.407488375104754e+01, 3.073872937187362e+05, 1.061443401607867e+05, 2.920047722089871e+02, 7.520797197898470e-01, 1.061678333682879e-01, 2.562275689191915e+02, -2.690897437382709e+01
2181, 2.435205891595076e-02, -2.296359295020698e-01, 1.250159972381371e+00, 3.277529344672115e+02, -3.299320980616832e+01, 3.040140777500309e+05, 1.042461666566763e+05, 2.904857615055196e+02, 7.711859321212081e-01, 6.435194954082235e-02, 2.621687957605060e+02, -2.639119035567992e+01
2182, 4.297104184777949e-02, -2.479264655216047e-01, 1.232716920448508e+00, 3.308606499953976e+02, -3.152135808739544e+01, 3.003469321447823e+05, 1.022169995945329e+05, 2.888618025038627e+02, 7.913159310665822e-01, 1.965033825325439e-02, 2.683995364280537e+02, -2.557063796603586e+01
2183, -5.114741885391062e-02, -1.030080683640393e-01, 1.365463319381675e+00, 2.993908121434732e+02, -2.866029808458582e+01, 3.279739983828010e+05, 1.179404304009749e+05, 3.008936451001010e+02, 6.334085907209943e-01, 3.660302421701507e-01, 2.192595054688447e+02, -2.098943097026152e+01
2184, -4.615050089588682e-02, -1.198509121930890e-01, 1.350668836899306e+00, 3.037792373455391e+02, -3.097434139566214e+01, 3.249212327048259e+05, 1.161618171122406e+05, 2.996021065068088e+02, 6.515291512427631e-01, 3.268482145553683e-01, 2.249102289521366e+02, -2.293259498514017e+01
2185, -3.878944096109815e-02, -1.370142443945940e-01, 1.334368946442058e+00, 3.085154069576449e+02, -3.280887713651619e+01, 3.215625545065415e+05, 1.141975009874984e+05, 2.981336650741331e+02, 6.717204016394981e-01, 2.835752394059610e-01, 2.312069744880273e+02, -2.458756045245005e+01
2186, 9.859221757045368e-01, 1.771517515752599e-01, 1.268751870125700e+00, 3.102865938714139e+02, -1.830311951311890e+01, 3.068294815608041e+05, 1.075022151482051e+05, 2.951692169414783e+02, 7.113055625893928e-01, 1.360811909212995e-01, 2.445605016847563e+02, -1.442608278583703e+01
2187, 9.690045466867288e-01, 1.996108516873598e-01, 1.262911071043960e+00, 3.130989171756809e+02, -1.938792368598919e+01, 3.057202942519532e+05, 1.067039921391783e+05, 2.943325160692799e+02, 7.222239224847314e-01, 1.184967074472682e-01, 2.479184198748563e+02, -1.535177268654598e+01
2188, 9.504869020384905e-01, 2.205927280881674e-01, 1.257401487636917e+00, 3.158512446828177e+02, -2.031702394138440e+01, 3.046847575422107e+05, 1.059402825759251e+05, 2.935063505696322e+02, 7.329049494568991e-01, 1.016725392109272e-01, 2.511936305057257e+02, -1.615794488963661e+01
2189, 9.305947895374194e-01, 2.401617256424906e-01, 1.251921293363336e+00, 3.183808093249915e+02, -2.112301525438208e+01, 3.036431393428749e+05, 1.051922521686987e+05, 2.927096716640414e+02, 7.431152759764645e-01, 8.519377552559683e-02, 2.543137583910317e+02, -1.687247861855138e+01
2190, 9.090176068869649e-01, 2.585502231578155e-01, 1.246488038740846e+00, 3.207359968061540e+02, -2.188253822693582e+01, 3.026026643648318e+05, 1.044584076033177e+05, 2.919346406429288e+02, 7.529677190005152e-01, 6.902751937096130e-02, 2.573117325138147e+02, -1.755535355882012e+01
2191, 8.855104307158742e-01, 2.759018382124926e-01, 1.240826114243206e+00, 3.228878862487137e+02, -2.260938454377585e+01, 3.014991814014135e+05, 1.037128952509969e+05, 2.911737223600338e+02, 7.625669755182924e-01, 5.260422726985609e-02, 2.602200925192863e+02, -1.822123525951545e+01
2192, 8.595028954502303e-01, 2.926246614532357e-01, 1.234830924607181e+00, 3.248671130930897e+02, -2.332568566426849e+01, 3.003114212555602e+05, 1.029428269913539e+05, 2.904149295295977e+02, 7.720697368617785e-01, 3.563997989482937e-02, 2.630863113477945e+02, -1.888978094040588e+01
2193, 8.303572854739008e-01, 3.090991998769815e-01, 1.228695630427375e+00, 3.267092256091293e+02, -2.403755883527038e+01, 2.990850461548683e+05, 1.021656203208148e+05, 2.896615216297722e+02, 7.814390988745035e-01, 1.851847663139217e-02, 2.658992329088781e+02, -1.956347710531814e+01
2194, 7.982939578550626e-01, 3.249581916711706e-01, 1.220919349770640e+00, 3.284215628163439e+02, -2.490654175413675e+01, 2.974868448373334e+05, 1.012243489628429e+05, 2.888207296524036e+02, 7.918208900593611e-01, -2.217295767622195e-03, 2.689952967639023e+02, -2.039982555671319e+01
2195, 7.640798475602848e-01, 3.395716094522063e-01, 1.210736377879909e+00, 3.300053840084619e+02, -2.600421992348686e+01, 2.953479428213406e+05, 1.000378340235600e+05, 2.878359490418654e+02, 8.038855912875291e-01, -2.835567076504072e-02, 2.725658450820866e+02, -2.147801982213686e+01
2196, 7.284721763401801e-01, 3.525401883229163e-01, 1.207846058094456e+00, 3.310018156165783e+02, -2.692468198662115e+01, 2.947883446095937e+05, 9.965355030850448e+04, 2.874163929500035e+02, 8.089957486071863e-01, -3.682126316254988e-02, 2.740430482828079e+02, -2.229148475187190e+01
2197, 6.923345610580469e-01, 3.636356434552181e-01, 1.213766150103885e+00, 3.314226231436983e+02, -2.794477915392122e+01, 2.961450489680824e+05, 1.002301482952310e+05, 2.876694192835623e+02, 8.059159936080501e-01, -2.411907636250382e-02, 2.730531108610436e+02, -2.302319862152150e+01
2198, 6.565173250133104e-01, 3.727540880645377e-01, 1.162923073904515e+00, 3.340430001569878e+02, -3.036125531928421e+01, 2.850860564760143e+05, 9.468550187448882e+04, 2.836369738509308e+02, 8.542945074075551e-01, -1.462650709684004e-01, 2.872442792242811e+02, -2.610770738028808e+01
2199, 6.208659142576126e-01, 3.799168365056497e-01, 9.757538528782473e-01, 3.354144220727248e+02, -2.955242149153980e+01, 2.442050507153077e+05, 7.444333569042091e+04, 2.657760823434641e+02, 1.055878246801158e+00, -5.921906239993987e-01, 3.437490111705224e+02, -3.028675869879173e+01
2200, 3.746510185038879e-02, 2.424983262792674e-01, 1.175947426301380e+00, 3.354981686729373e+02, 5.568769853036368e+01, 2.883541809387304e+05, 9.567070097598314e+04, 2.834140625217314e+02, 8.569281503774390e-01, -1.245615907091938e-01, 2.853003128959214e+02, 4.735560220197431e+01
2201, 9.982521279473537e-02, 2.885590936946824e-01, 1.110279509482269e+00, 3.417691303052273e+02, 4.651828579603811e+01, 2.742932869421982e+05, 8.828665910379206e+04, 2.770085048778141e+02, 9.310889492471727e-01, -2.872286158446994e-01, 3.078226044760536e+02, 4.189781527872195e+01
2202, 7.880949780701370e-02, 2.748197795129160e-01, 1.130140193241317e+00, 3.400802530942346e+02, 4.995436570304717e+01, 2.785533511644377e+05, 9.051242705768358e+04, 2.790013052252263e+02, 9.083068953120081e-01, -2.381959778981270e-01, 3.009186427737446e+02, 4.420191937406874e+01
2203, 4.739432323510822e-01, -3.889058882239279e-01, 1.147986905406068e+00, 3.420364466130533e+02, 1.322558155268319e+01, 2.823614469628761e+05, 9.253252595295414e+04, 2.807940033381670e+02, 8.875996398632456e-01, -1.936941341300507e-01, 2.979445540731735e+02, 1.152067283206947e+01
2204, 5.157640193405721e-01, -3.888351931257814e-01, 1.156763510708650e+00, 3.411793000837620e+02, 1.514390855971264e+01, 2.842324704927963e+05, 9.352764727956832e+04, 2.816603887108856e+02, 8.775134136831370e-01, -1.717720718434246e-01, 2.949429999522986e+02, 1.309162021408789e+01
2205, -4.331999875596292e-02, 1.267440363760347e-01, 1.310293667446804e+00, 3.115470195904145e+02, 6.337777213791826e+01, 3.166615686830832e+05, 1.112362864947114e+05, 2.957387174890057e+02, 7.038131187421516e-01, 2.183410545696175e-01, 2.377688508542401e+02, 4.836913564683110e+01
2206, -4.742197166153592e-02, 1.160808840207566e-01, 1.323583526900252e+00, 3.080701057751939e+02, 6.335457895917337e+01, 3.194180909817358e+05, 1.128197864226724e+05, 2.969369649252390e+02, 6.878787635492903e-01, 2.532248251443465e-01, 2.327545632852309e+02, 4.786594700792758e+01
2207, -5.137932582171353e-02, 1.023002329746698e-01, 1.334612144308882e+00, 3.035268978324980e+02, 6.147495105375727e+01, 3.215798796656897e+05, 1.142595744345469e+05, 2.982413627425358e+02, 6.702533449910990e-01, 2.849426887170647e-01, 2.274270462222394e+02, 4.606203481356120e+01
2208, -5.430581079377589e-02, 9.052389221565942e-02, 1.348391317886661e+00, 2.995882240678220e+02, 6.038283947664029e+01, 3.244233537112065e+05, 1.159159162859641e+05, 2.994728601283280e+02, 6.533231240376054e-01, 3.214311331545431e-01, 2.221819586745543e+02, 4.478139148157564e+01
2209, -5.639866352611728e-02, 7.840252474176161e-02, 1.362661910393704e+00, 2.961537988059401e+02, 5.843909710848756e+01, 3.274097950535887e+05, 1.175897714450896e+05, 3.006157807392426e+02, 6.373371742619485e-01, 3.583053876557395e-01, 2.173347596693112e+02, 4.288598416286779e+01
2210, 5.900868783913382e-02, 2.609118799187511e-01, 1.151757709879106e+00, 3.381364200919483e+02, 5.270217669952392e+01, 2.831870426997654e+05, 9.293829021892961e+04, 2.811019742126571e+02, 8.840198917862945e-01, -1.847553351369001e-01, 2.935829447388207e+02, 4.575804116393176e+01
2211, 4.244805898064504e-03, 2.053123736905644e-01, 1.216699626915895e+00, 3.290547057947099e+02, 6.079763892450801e+01, 2.969566161246516e+05, 1.003765666208942e+05, 2.873950653995752e+02, 8.092551403168718e-01, -2.089354841003550e-02, 2.704485959519868e+02, 4.996930843039594e+01
2212, -1.846508311094926e-02, 1.747022287494108e-01, 1.253351779890139e+00, 3.227174021262965e+02, 6.273110706198963e+01, 3.046781240750240e+05, 1.046244215387227e+05, 2.907973422917213e+02, 7.672891670742990e-01, 7.268472953726270e-02, 2.574834992890693e+02, 5.005067856327473e+01
2213, 5.153301695192941e-01, 3.892079322286604e-01, 8.700510811766499e-01, 3.352377571295658e+02, -6.793785595051368e+00, 2.214099951615517e+05, 6.271942140461050e+04, 2.511236629937565e+02, 1.213122545572715e+00, -8.504630299290982e-01, 3.853081323411414e+02, -7.808490492148471e+00
