"PointID","x","y","Density","X-Momentum","Y-Momentum","Energy","Pressure","Temperature","Mach","C<sub>p</sub>","<greek>m</greek>","C<sub>f</sub>_x","C<sub>f</sub>_y","h","y<sup>+</sup>"
0,2.500000000000000e+00,-2.000000000000000e+00,5.253597032584744e-05,1.779418657117499e-03,1.555879633531695e-05,1.089030954999571e+01,4.344068944781167e+00,2.880516031668064e+02,9.955291688019093e-02,-1.696319215050917e-01,1.788822833297945e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
1,2.500000000000000e+00,2.000000000000000e+00,5.253593091609427e-05,1.779384756924585e-03,-1.557425130415997e-05,1.089029978422428e+01,4.344065486880231e+00,2.880515899575924e+02,9.955110493955040e-02,-1.697455014882660e-01,1.788822769554494e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
2,-1.500000000000000e+00,2.000000000000000e+00,5.261701735539148e-05,1.781792617677292e-03,1.081683455626747e-05,1.091384679702228e+01,4.353470752603699e+00,2.882303773927886e+02,9.949934261885965e-02,1.391846680897758e-01,1.789685412004774e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
3,-1.500000000000000e+00,-2.000000000000000e+00,5.261743993894600e-05,1.781836729019565e-03,-1.090159732902355e-05,1.091396992353721e+01,4.353519495625997e+00,2.882312896489131e+02,9.950087806649256e-02,1.407857063365548e-01,1.789689812945489e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
4,1.464466094067263e-01,3.535533905932738e-01,5.359961987450133e-05,0.000000000000000e+00,0.000000000000000e+00,1.121391825492324e+01,4.485567301969296e+00,2.915318528743609e+02,0.000000000000000e+00,4.478095507616786e+00,1.805568865995304e-05,3.567005154792663e-01,3.567005154791850e-01,-1.166825945195189e-01,1.773575901725857e+00,
5,1.464466094067262e-01,-3.535533905932737e-01,5.359961933279862e-05,0.000000000000000e+00,0.000000000000000e+00,1.121391808594284e+01,4.485567234377134e+00,2.915318514276793e+02,0.000000000000000e+00,4.478093287450050e+00,1.805568859054342e-05,3.567004938452186e-01,-3.567004938453159e-01,-1.166824766150768e-01,1.773575845797443e+00,
6,8.535533905932737e-01,-3.535533905932738e-01,5.079450297269309e-05,0.000000000000000e+00,0.000000000000000e+00,1.042079534722630e+01,4.168318138890519e+00,2.858738881208291e+02,0.000000000000000e+00,-5.942432803865927e+00,1.778294723804670e-05,3.087692526414899e-01,3.087692526414634e-01,-8.182044966418080e-02,1.630995467875049e+00,
7,8.535533905932737e-01,3.535533905932737e-01,5.079450482207127e-05,0.000000000000000e+00,0.000000000000000e+00,1.042079591721066e+01,4.168318366884264e+00,2.858738933488327e+02,0.000000000000000e+00,-5.942425315066747e+00,1.778294749125436e-05,3.087693868359073e-01,-3.087693868359906e-01,-8.182065730313794e-02,1.630995828767461e+00,
8,2.400000000000000e+01,-1.000000000000000e+01,5.258046573201964e-05,1.789297625047054e-03,-2.634140626414718e-13,1.090352794833616e+01,4.349233326033138e+00,2.881499999925744e+02,9.999999995249891e-02,-1.286522026588033e-08,1.789297625999246e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
9,2.400000000000000e+01,1.000000000000000e+01,5.258046573811815e-05,1.789297627157699e-03,-4.586180189104511e-13,1.090352795017003e+01,4.349233326739371e+00,2.881500000059436e+02,1.000000000565400e-01,1.033207981184091e-08,1.789297626063750e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
10,-2.400000000000000e+01,1.000000000000000e+01,5.258046569893182e-05,1.789297635811629e-03,-1.975401058340854e-12,1.090352793914302e+01,4.349233322201693e+00,2.881499999200564e+02,1.000000006296192e-01,-1.387148354450366e-07,1.789297625649354e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
11,-2.400000000000000e+01,-1.000000000000000e+01,5.258046568884507e-05,1.789297638262519e-03,2.892762255291732e-12,1.090352793631209e+01,4.349233321033624e+00,2.881499998979453e+02,1.000000007896144e-01,-1.770818046842390e-07,1.789297625542671e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
