"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 2.500000000000000e+00, -2.000000000000000e+00, 5.247366208070005e-05, 1.766364853740039e-03, 3.963254612504921e-05, 1.087192291370790e+01, 4.336871327933954e+00, 2.879158065215653e+02, 9.898439504883839e-02, -4.060485266860888e-01, 3.366193217129614e+01, 7.552845475907077e-01, 1.788167447758878e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1, 2.500000000000000e+00, 2.000000000000000e+00, 5.247373219666117e-05, 1.766353363353905e-03, -3.968470912233887e-05, 1.087194141953561e+01, 4.336878885108272e+00, 2.879159235096997e+02, 9.898366469392335e-02, -4.058002998722953e-01, 3.366166821780394e+01, -7.562776166484296e-01, 1.788168012434196e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
2, -1.500000000000000e+00, 2.000000000000000e+00, 5.267996495570237e-05, 1.769332489652285e-03, 3.087079875571490e-05, 1.093165270727999e+01, 4.360772348863716e+00, 2.883688085970479e+02, 9.867498810245880e-02, 3.790166342583503e-01, 3.358644014171394e+01, 5.860064406207103e-01, 1.790353160506687e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
3, -1.500000000000000e+00, -2.000000000000000e+00, 5.268083569432808e-05, 1.769416340565400e-03, -3.098308974674308e-05, 1.093190391858460e+01, 4.360871877011001e+00, 2.883706237550622e+02, 9.867783083557097e-02, 3.822857867015091e-01, 3.358747668378210e+01, -5.881282887484431e-01, 1.790361915232994e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
4, 1.464466094067263e-01, 3.535533905932738e-01, 5.289696789081021e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.101455092556753e+01, 4.405820370227010e+00, 2.901525243510925e+02, 0.000000000000000e+00, 1.858686990003043e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.798943486243694e-05, 3.526021403307031e-01, 3.526021403306228e-01, -1.223894402284381e-01, 1.758212868994969e+00
5, 1.464466094067262e-01, -3.535533905932737e-01, 5.289696098147166e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.101454897276917e+01, 4.405819589107668e+00, 2.901525108085707e+02, 0.000000000000000e+00, 1.858661332957507e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.798943421119957e-05, 3.526028601201197e-01, -3.526028601202159e-01, -1.223893567598009e-01, 1.758214612391884e+00
6, 8.535533905932737e-01, -3.535533905932738e-01, 5.134625526660609e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.058318640227267e+01, 4.233274560909067e+00, 2.872089746420258e+02, 0.000000000000000e+00, -3.808840935291613e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.784753714786448e-05, 2.621488848368718e-01, 2.621488848368494e-01, -8.076522894991778e-02, 1.505501573798339e+00
7, 8.535533905932737e-01, 3.535533905932737e-01, 5.134626857967245e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.058319031829310e+01, 4.233276127317239e+00, 2.872090064482961e+02, 0.000000000000000e+00, -3.808789484247408e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.784753868489551e-05, 2.621499094603057e-01, -2.621499094603764e-01, -8.076579038902472e-02, 1.505504581483501e+00
8, 2.400000000000000e+01, -1.000000000000000e+01, 5.258046569796834e-05, 1.789297613809851e-03, -3.751833210443257e-12, 1.090352793811580e+01, 4.349233322090066e+00, 2.881499999179408e+02, 9.999999940218660e-02, -1.423814271592434e-07, 3.402970266729660e+01, -7.135412668260609e-08, 1.789297625639147e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
9, 2.400000000000000e+01, 1.000000000000000e+01, 5.258046573498337e-05, 1.789297626640122e-03, -4.802660523836612e-13, 1.090352794924694e+01, 4.349233326376452e+00, 2.881499999990782e+02, 1.000000000347669e-01, -1.588588012712293e-09, 3.402970288735287e+01, -9.133925416414212e-09, 1.789297626030626e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
