"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Pressure"	"Temperature"	"Mach"	"C<sub>p</sub>"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"
0	2.500000000000000e+00	-2.000000000000000e+00	5.247413136219576e-05	1.766412962897429e-03	3.986416323751858e-05	1.087202630430738e+01	4.336912072616841e+00	2.879159365912050e+02	9.898647396329398e-02	-4.047102059874397e-01	1.788168075575663e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
1	2.500000000000000e+00	2.000000000000000e+00	5.247416019862459e-05	1.766405065052443e-03	-3.989009495247467e-05	1.087203653927272e+01	4.336916271603335e+00	2.879160571303696e+02	9.898598927991042e-02	-4.045722839289175e-01	1.788168657390873e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
2	-1.500000000000000e+00	2.000000000000000e+00	5.267920370046992e-05	1.769179617851234e-03	3.091458722249046e-05	1.093141039174184e+01	4.360677294284289e+00	2.883666898968035e+02	9.866829600069595e-02	3.758944229136933e-01	1.790342941726032e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
3	-1.500000000000000e+00	-2.000000000000000e+00	5.268026862780796e-05	1.769319589666616e-03	-3.105993444739964e-05	1.093172523209503e+01	4.360801556156355e+00	2.883690777195322e+02	9.867383859506079e-02	3.799759919345018e-01	1.790354458518602e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
4	1.464466094067263e-01	3.535533905932738e-01	5.285374361908150e-05	0.000000000000000e+00	0.000000000000000e+00	1.100490987553351e+01	4.401963950213404e+00	2.901356351589191e+02	0.000000000000000e+00	1.732017045336360e+00	1.798862267787082e-05	3.524373034534458e-01	3.524373034533654e-01	-1.167120788103664e-01	1.757162849774232e+00	
5	1.464466094067262e-01	-3.535533905932737e-01	5.285374701230170e-05	0.000000000000000e+00	0.000000000000000e+00	1.100491084597785e+01	4.401964338391139e+00	2.901356421171445e+02	0.000000000000000e+00	1.732029795620811e+00	1.798862301248969e-05	3.524374844680621e-01	-3.524374844681583e-01	-1.167117378003904e-01	1.757163324739499e+00	
6	8.535533905932737e-01	-3.535533905932738e-01	5.133255624435260e-05	0.000000000000000e+00	0.000000000000000e+00	1.058052353675128e+01	4.232209414700510e+00	2.872133368088388e+02	0.000000000000000e+00	-3.843827272574308e+00	1.784774794785305e-05	2.623216300876838e-01	2.623216300876614e-01	-8.559990421174403e-02	1.505778827552976e+00	
7	8.535533905932737e-01	3.535533905932737e-01	5.133256434249587e-05	0.000000000000000e+00	0.000000000000000e+00	1.058052590307477e+01	4.232210361229906e+00	2.872133557334870e+02	0.000000000000000e+00	-3.843796182385526e+00	1.784774886237585e-05	2.623220338146782e-01	-2.623220338147491e-01	-8.560027091563559e-02	1.505780027908068e+00	
8	2.400000000000000e+01	-1.000000000000000e+01	5.258046569936221e-05	1.789297613975883e-03	-3.854540660301901e-12	1.090352793851713e+01	4.349233322248663e+00	2.881499999208096e+02	9.999999940831707e-02	-1.371720207522873e-07	1.789297625652989e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
9	2.400000000000000e+01	1.000000000000000e+01	5.258046573209760e-05	1.789297625444166e-03	-9.971704342418992e-14	1.090352794836619e+01	4.349233326039766e+00	2.881499999925862e+02	9.999999997454230e-02	-1.264752714060056e-08	1.789297625999303e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
