"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 2.500000000000000e+00, -2.000000000000000e+00, 5.243768531632972e-05, 1.773655334772683e-03, 1.052102629609634e-04, 1.086192496982489e+01, 4.332729325086217e+00, 2.878381739845477e+02, 9.962432752587587e-02, -5.420988712235398e-01, 3.382405848147432e+01, 2.006386481902925e+00, 1.787792708706999e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1, 2.500000000000000e+00, 2.000000000000000e+00, 5.243815300539259e-05, 1.773854469536544e-03, -1.056418286018608e-04, 1.086206713592916e+01, 4.332783257509201e+00, 2.878391896785121e+02, 9.963584469218519e-02, -5.403273792670186e-01, 3.382755432583839e+01, -2.014598580369467e+00, 1.787797611864252e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
2, -1.500000000000000e+00, 2.000000000000000e+00, 5.278784018525478e-05, 1.753251791728409e-03, 1.102566964264451e-04, 1.096242171519586e+01, 4.373276416140891e+00, 2.886046872437061e+02, 9.771628261627333e-02, 7.897316249804199e-01, 3.321317533688647e+01, 2.088676029167094e+00, 1.791490609755787e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
3, -1.500000000000000e+00, -2.000000000000000e+00, 5.278856109725919e-05, 1.754040634187594e-03, -1.095861549229808e-04, 1.096264835079593e+01, 4.373357306364307e+00, 2.886060839845158e+02, 9.775617063984433e-02, 7.923885866412270e-01, 3.322766519352361e+01, -2.075945103354418e+00, 1.791497343759258e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
4, 1.464466094067263e-01, 3.535533905932738e-01, 5.213106067635541e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.080477932529637e+01, 4.321911730118549e+00, 2.888083043240700e+02, 0.000000000000000e+00, -8.974191296878605e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.792472128393806e-05, 3.032374179710276e-01, 3.032374179709584e-01, -1.517838961322952e-01, 1.624494994748984e+00
5, 1.464466094067262e-01, -3.535533905932737e-01, 5.213118894160620e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.080481618131093e+01, 4.321926472524373e+00, 2.888085788779338e+02, 0.000000000000000e+00, -8.969348930841178e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.792473451632340e-05, 3.032354834503070e-01, -3.032354834503898e-01, -1.517848594522898e-01, 1.624490612206517e+00
6, 8.535533905932737e-01, -3.535533905932738e-01, 5.192558687954069e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.075443709078351e+01, 4.301774836313402e+00, 2.886001857767235e+02, 0.000000000000000e+00, -1.558845845413352e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.791468907058289e-05, 8.764347919457417e-02, 8.764347919456666e-02, -1.846797658616221e-02, 8.721121762450580e-01
7, 8.535533905932737e-01, 3.535533905932737e-01, 5.192557653499408e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.075443335479670e+01, 4.301773341918678e+00, 2.886001430143651e+02, 0.000000000000000e+00, -1.558894931066956e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.791468700889489e-05, 8.764222600134340e-02, -8.764222600136705e-02, -1.846990898421490e-02, 8.721059546560732e-01
8, 2.400000000000000e+01, -1.000000000000000e+01, 5.258046040445369e-05, 1.789295619122486e-03, -6.802009840578246e-10, 1.090352634078339e+01, 4.349232709082536e+00, 2.881499883136884e+02, 9.999990000442353e-02, -2.027754036740098e-05, 3.402966815731664e+01, -1.293638318922384e-05, 1.789297569649921e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
9, 2.400000000000000e+01, 1.000000000000000e+01, 5.258046152167451e-05, 1.789296044701734e-03, 4.970604614042714e-10, 1.090352667805528e+01, 4.349232838457119e+00, 2.881499907625880e+02, 9.999992123941670e-02, -1.602803662611333e-05, 3.402967552812668e+01, 9.453330134794938e-06, 1.789297581465589e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
10, -2.400000000000000e+01, 1.000000000000000e+01, 5.258046813443789e-05, 1.789296983778243e-03, 1.192489079449149e-10, 1.090352862062499e+01, 4.349233604233955e+00, 2.881500052585631e+02, 9.999995863057513e-02, 9.125061111696510e-06, 3.402968910819438e+01, 2.267931651730810e-06, 1.789297651407055e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
11, -2.400000000000000e+01, -1.000000000000000e+01, 5.258047759049008e-05, 1.789293778476762e-03, -3.671384819536276e-10, 1.090353124371485e+01, 4.349234699290073e+00, 2.881500259885789e+02, 9.999975791217434e-02, 4.509383457444261e-05, 3.402962202839294e+01, -6.982410559542536e-06, 1.789297751427069e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
12, 1.800000000000000e+01, 2.000000000000000e+00, 5.258046548545821e-05, 1.789297577497610e-03, 7.774365487883216e-11, 1.090352787543365e+01, 4.349233297462269e+00, 2.881499994508660e+02, 9.999999785798250e-02, -9.513186365633896e-07, 3.402970211422839e+01, 1.478565359987791e-06, 1.789297623385563e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
13, 1.800000000000000e+01, -2.000000000000000e+00, 5.258046540332052e-05, 1.789297569442342e-03, -1.002974207349808e-10, 1.090352785141209e+01, 4.349233287944267e+00, 2.881499992703979e+02, 9.999999759531913e-02, -1.263951783068173e-06, 3.402970201418844e+01, -1.907503479964383e-06, 1.789297622514824e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
