"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 2.500000000000000e+00, -2.000000000000000e+00, 5.257133832293818e-05, 1.787246559032439e-03, 2.974029695356623e-06, 1.090081880167676e+01, 4.348175427117352e+00, 2.881299272441984e+02, 9.990633047788490e-02, -3.474830186197744e-02, 3.399659616906916e+01, 5.657131414626702e-02, 1.789200775601791e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1, 2.500000000000000e+00, 2.000000000000000e+00, 5.257132075700907e-05, 1.787229083280173e-03, -2.986188880709645e-06, 1.090081307623622e+01, 4.348173370250343e+00, 2.881298872211203e+02, 9.990539504738596e-02, -3.481586276802962e-02, 3.399627510864639e+01, -5.680262237489080e-02, 1.789200582488423e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
2, -1.500000000000000e+00, 2.000000000000000e+00, 5.258704367049995e-05, 1.787963483323940e-03, 1.850180219378772e-06, 1.090538544132711e+01, 4.349995984635145e+00, 2.881644784097432e+02, 9.991048176575645e-02, 2.505066174356764e-02, 3.400007603635160e+01, 3.518319514159489e-02, 1.789367481906146e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
3, -1.500000000000000e+00, -2.000000000000000e+00, 5.258709948251595e-05, 1.787966524574660e-03, -1.863505828272882e-06, 1.090540150978271e+01, 4.350002383371877e+00, 2.881645964558945e+02, 9.991052598062128e-02, 2.526083792380199e-02, 3.400009778385134e+01, -3.543655852121026e-02, 1.789368051451867e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
4, 1.464466094067263e-01, 3.535533905932738e-01, 5.460041483115913e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.149766337876840e+01, 4.599065351507361e+00, 2.934296420427476e+02, 0.000000000000000e+00, 8.206110507031527e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.814659911154138e-05, 3.424034782027742e-01, 3.424034782026962e-01, -2.023263351976263e-01, 1.745030103149705e+00
5, 1.464466094067262e-01, -3.535533905932737e-01, 5.460041403268673e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.149766317557410e+01, 4.599065270229638e+00, 2.934296411481583e+02, 0.000000000000000e+00, 8.206107837341877e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.814659906875461e-05, 3.424034680397447e-01, -3.424034680398382e-01, -2.023265995573075e-01, 1.745030068607099e+00
6, 8.535533905932737e-01, -3.535533905932738e-01, 5.015534407314070e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.022635851200507e+01, 4.090543404802028e+00, 2.841149826076401e+02, 0.000000000000000e+00, -8.497061508389642e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.769763227313702e-05, 3.199028265608907e-01, 3.199028265608633e-01, -3.298693311906832e-02, 1.657614710090800e+00
7, 8.535533905932737e-01, 3.535533905932737e-01, 5.015534447755635e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.022635866689930e+01, 4.090543466759717e+00, 2.841149846201133e+02, 0.000000000000000e+00, -8.497059473295671e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.769763237089565e-05, 3.199029109088000e-01, -3.199029109088863e-01, -3.298723855556829e-02, 1.657614926147037e+00
8, 2.400000000000000e+01, -1.000000000000000e+01, 5.258046573549168e-05, 1.789297626096111e-03, 3.058587586067680e-14, 1.090352794937562e+01, 4.349233326435447e+00, 2.881500000002012e+02, 1.000000000032017e-01, 3.491783726177333e-10, 3.402970287667763e+01, 5.816965565603845e-10, 1.789297626036044e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
9, 2.400000000000000e+01, 1.000000000000000e+01, 5.258046573608516e-05, 1.789297626299527e-03, -1.042566442192272e-13, 1.090352794955401e+01, 4.349233326504172e+00, 2.881500000015020e+02, 1.000000000132158e-01, 2.606570311494412e-09, 3.402970288016220e+01, -1.982801840183729e-09, 1.789297626042321e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
10, -2.400000000000000e+01, 1.000000000000000e+01, 5.258046573157212e-05, 1.789297627079902e-03, -1.701599044940364e-13, 1.090352794827663e+01, 4.349233325981552e+00, 2.881499999916091e+02, 1.000000000671290e-01, -1.455967913783146e-08, 3.402970289792454e+01, -3.236181006131015e-09, 1.789297625994588e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
11, -2.400000000000000e+01, -1.000000000000000e+01, 5.258046572940834e-05, 1.789297627701956e-03, 2.863259496106566e-13, 1.090352794767261e+01, 4.349233325730978e+00, 2.881499999868657e+02, 1.000000001068325e-01, -2.279015383590879e-08, 3.402970291115544e+01, 5.445481428105989e-09, 1.789297625971702e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
12, 1.800000000000000e+01, 2.000000000000000e+00, 5.258046573541529e-05, 1.789297626036255e-03, -4.530744060836548e-15, 1.090352794935152e+01, 4.349233326426602e+00, 2.881500000000339e+02, 1.000000000000308e-01, 5.866803470083229e-11, 3.402970287558870e+01, -8.616781912193848e-11, 1.789297626035237e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
13, 1.800000000000000e+01, -2.000000000000000e+00, 5.258046573542014e-05, 1.789297626035021e-03, 5.466833232073750e-15, 1.090352794935287e+01, 4.349233326427165e+00, 2.881500000000445e+02, 9.999999999995077e-02, 7.716407348766853e-11, 3.402970287556209e+01, 1.039708027612827e-10, 1.789297626035288e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
14, 1.184579659002250e-01, 3.231496189306219e-01, 5.504893986717044e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.161799230031388e+01, 4.647196920125552e+00, 2.940847207491533e+02, 0.000000000000000e+00, 9.787064633417645e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.817791357036296e-05, 2.979984020571042e-01, 3.518460484516044e-01, -2.793731289290745e-01, 1.600916015969943e+00
15, 9.307564136505508e-02, 2.905384077011828e-01, 5.538325750799147e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.170899111198482e+01, 4.683596444793929e+00, 2.945990327964336e+02, 0.000000000000000e+00, 1.098266204225038e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.820247537826007e-05, 2.504480634919038e-01, 3.507743379409973e-01, -3.388037953727566e-01, 1.454545232124146e+00
16, 7.047302281520773e-02, 2.559425245450528e-01, 5.563474369599598e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.177796189566606e+01, 4.711184758266424e+00, 2.949948199651387e+02, 0.000000000000000e+00, 1.188884190042957e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.822136270913019e-05, 2.021461386715948e-01, 3.392449927869982e-01, -3.676227297767961e-01, 1.309437566866345e+00
17, 5.080450905418732e-02, 2.195982944240468e-01, 5.581473582963241e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.182808572816226e+01, 4.731234291264903e+00, 2.952948865639384e+02, 0.000000000000000e+00, 1.254739911840644e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.823567398870897e-05, 1.546662145015009e-01, 3.163747985290506e-01, -3.704520182026971e-01, 1.165535795836864e+00
18, 3.420445597454874e-02, 1.817539852823973e-01, 5.593515244637150e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.186260218899181e+01, 4.745040875596723e+00, 2.955190467560054e+02, 0.000000000000000e+00, 1.300089725065806e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.824636041642254e-05, 1.098400622860566e-01, 2.814959544839039e-01, -3.532280856513759e-01, 1.021810653869043e+00
19, 2.078625877105689e-02, 1.426681121251681e-01, 5.602063067669352e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.188726734529794e+01, 4.754906938119174e+00, 2.956816499514134e+02, 0.000000000000000e+00, 1.332496298763376e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.825410976924052e-05, 7.010825483236507e-02, 2.354894768620080e-01, -3.341183526819794e-01, 8.777017088171257e-01
20, 1.064157733648619e-02, 1.026076710985966e-01, 5.609053233919004e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.190676006883452e+01, 4.762704027533808e+00, 2.957974169189412e+02, 0.000000000000000e+00, 1.358107017544749e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.825962573984920e-05, 3.750133700311966e-02, 1.788520773070895e-01, -3.221803087097458e-01, 7.275923543157625e-01
21, 3.839710131585572e-03, 6.184631563554055e-02, 5.615054066909849e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.192251695492828e+01, 4.769006781971311e+00, 2.958723239571811e+02, 0.000000000000000e+00, 1.378809367211786e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.826319429217991e-05, 1.396840407892892e-02, 1.120611203040909e-01, -3.231284375902702e-01, 5.561852829753018e-01
22, 4.271208063898468e-04, 2.066248712538188e-02, 5.618028341734976e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.193050098714823e+01, 4.772200394859291e+00, 2.959137133295336e+02, 0.000000000000000e+00, 1.389299271485181e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.826516588357385e-05, 1.577190650040318e-03, 3.813295414533854e-02, -3.191683396456432e-01, 3.186539252932775e-01
23, 4.271208063113541e-04, -2.066248712348362e-02, 5.618028335588157e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.193050097399716e+01, 4.772200389598865e+00, 2.959137133271122e+02, 0.000000000000000e+00, 1.389299254206517e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.826516588345852e-05, 1.577193360560399e-03, -3.813301968294516e-02, -3.191683703704769e-01, 3.186541989496778e-01
24, 3.839710131382179e-03, -6.184631563390902e-02, 5.615054047440354e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.192251691573724e+01, 4.769006766294896e+00, 2.958723240105062e+02, 0.000000000000000e+00, 1.378809315720232e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.826319429472016e-05, 1.396841185255093e-02, -1.120611826707904e-01, -3.231285371218650e-01, 5.561854367031706e-01
25, 1.064157733619264e-02, -1.026076710971964e-01, 5.609053197917246e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.190675999969644e+01, 4.762703999878576e+00, 2.957974170999350e+02, 0.000000000000000e+00, 1.358106926706956e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.825962574847223e-05, 3.750134880373157e-02, -1.788521335893251e-01, -3.221805386320879e-01, 7.275924661174180e-01
26, 2.078625877071327e-02, -1.426681121240141e-01, 5.602063016390840e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.188726724802179e+01, 4.754906899208716e+00, 2.956816502383084e+02, 0.000000000000000e+00, 1.332496170956098e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.825410978291157e-05, 7.010826919086925e-02, -2.354895250934362e-01, -3.341187155926692e-01, 8.777017940236386e-01
27, 3.420445597419830e-02, -1.817539852814994e-01, 5.593515181645350e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.186260206767170e+01, 4.745040827068677e+00, 2.955190470617106e+02, 0.000000000000000e+00, 1.300089565668102e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.824636043099380e-05, 1.098400774084854e-01, -2.814959932409641e-01, -3.532285501462321e-01, 1.021810717640155e+00
28, 5.080450905387207e-02, -2.195982944234018e-01, 5.581473511345442e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.182808558378935e+01, 4.731234233515741e+00, 2.952948867486165e+02, 0.000000000000000e+00, 1.254739722154793e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.823567399751478e-05, 1.546662283762792e-01, -3.163748269115121e-01, -3.704524832633380e-01, 1.165535840075269e+00
29, 7.047302281496720e-02, -2.559425245446491e-01, 5.563474291556558e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.177796172751322e+01, 4.711184691005289e+00, 2.949948198916401e+02, 0.000000000000000e+00, 1.188883969113590e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.822136270562391e-05, 2.021461491678581e-01, -3.392450104027963e-01, -3.676231319015340e-01, 1.309437591929400e+00
30, 9.307564136487351e-02, -2.905384077009285e-01, 5.538325669460913e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.170899092375205e+01, 4.683596369500819e+00, 2.945990323870920e+02, 0.000000000000000e+00, 1.098265956913436e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.820247535871955e-05, 2.504480681316961e-01, -3.507743444398765e-01, -3.388041126949451e-01, 1.454545236477396e+00
31, 1.184579659001407e-01, -3.231496189305224e-01, 5.504893903892671e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.161799209750589e+01, 4.647196839002353e+00, 2.940847200401788e+02, 0.000000000000000e+00, 9.787061968803554e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.817791353649041e-05, 2.979983994024469e-01, -3.518460453174794e-01, -2.793733947606115e-01, 1.600915999778512e+00
32, 1.768503810693742e-01, -3.815420340997717e-01, 5.412708149427936e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.137133099040525e+01, 4.548532396162099e+00, 2.927433421906812e+02, 0.000000000000000e+00, 6.546279203686439e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.811375592637497e-05, 4.171572620612140e-01, -3.533141783113272e-01, -1.240414018319299e-01, 1.734644417656648e+00
33, 2.094615922987934e-01, -4.069243586349280e-01, 5.372736356910357e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.126348021895674e+01, 4.505392087582694e+00, 2.921241133761933e+02, 0.000000000000000e+00, 5.129270558005125e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.808409051703063e-05, 4.917601969688347e-01, -3.511100320399564e-01, -5.718139870002108e-02, 1.707388328423656e+00
34, 2.440574754548962e-01, -4.295269771847618e-01, 5.335377337634983e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.116248359396618e+01, 4.464993437586472e+00, 2.915318646943188e+02, 0.000000000000000e+00, 3.802315832747784e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.805568922705694e-05, 5.651325311202521e-01, -3.367458958352961e-01, -1.569502079777490e-02, 1.670242511100343e+00
35, 2.804017055758650e-01, -4.491954909457695e-01, 5.302023354627690e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.107135675825439e+01, 4.428542703301756e+00, 2.909708922001770e+02, 0.000000000000000e+00, 2.605036366658545e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.802876210263491e-05, 6.340014654867581e-01, -3.099444301859637e-01, 5.414133624835829e-03, 1.626567531461045e+00
36, 3.182460147174930e-01, -4.657955440254085e-01, 5.273346446094984e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.099126846998629e+01, 4.396507387994514e+00, 2.904369371811565e+02, 0.000000000000000e+00, 1.552788011180648e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.800310857435591e-05, 6.961526797364938e-01, -2.716396185625332e-01, 1.664325863117520e-03, 1.581306604735815e+00
37, 3.573318878747477e-01, -4.792137412289180e-01, 5.249445577402456e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.092231172354664e+01, 4.368924689418654e+00, 2.899288722073132e+02, 0.000000000000000e+00, 6.467925827688141e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.797867780495711e-05, 7.485982299765939e-01, -2.228673492066560e-01, -2.641258173834882e-02, 1.538052711178269e+00
38, 3.973923289013060e-01, -4.893584226634934e-01, 5.233542485051124e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.087195252576489e+01, 4.348781010305955e+00, 2.894690460430909e+02, 0.000000000000000e+00, -1.485700663979521e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.795654885898193e-05, 7.892133386974819e-01, -1.654806353244910e-01, -8.325298093319834e-02, 1.501275637900741e+00
39, 4.381536843643418e-01, -4.961602898683999e-01, 5.226592395930588e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.084207785030972e+01, 4.336831140123885e+00, 2.890574890046420e+02, 0.000000000000000e+00, -4.073685560552363e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.793672848833415e-05, 8.151602853278284e-01, -1.016096236024989e-01, -1.706025472579542e-01, 1.473599174092678e+00
40, 4.793375128745136e-01, -4.995728791936059e-01, 5.222443637015703e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.081898025444061e+01, 4.327592101776244e+00, 2.886708315322829e+02, 0.000000000000000e+00, -7.108387362068735e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.791809489132787e-05, 8.258186872864343e-01, -3.415611356150335e-02, -2.565556394649505e-01, 1.457431348255120e+00
