"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 2.500000000000000e+00, -2.000000000000000e+00, 5.227406181933330e-05, 1.736021711645567e-03, 1.536493211474130e-04, 1.081360278924826e+01, 4.313820134312046e+00, 2.874790038587943e+02, 9.808698165139167e-02, -1.163199825114952e+00, 3.321000226929961e+01, 2.939303275847344e+00, 1.786058330581318e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1, 2.500000000000000e+00, 2.000000000000000e+00, 5.227470378451418e-05, 1.736448828632535e-03, -1.538256637443245e-04, 1.081380022117720e+01, 4.313893367899444e+00, 2.874803537703453e+02, 9.811036669349676e-02, -1.160794357237798e+00, 3.321776505497749e+01, -2.942640562410871e+00, 1.786064851048159e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
2, -1.500000000000000e+00, 2.000000000000000e+00, 5.300924067493034e-05, 1.707750404878177e-03, 1.586936494325008e-04, 1.102517146716317e+01, 4.398970162959250e+00, 2.890878094744412e+02, 9.492402183568580e-02, 1.633681577599495e+00, 3.221608880139691e+01, 2.993697842337737e+00, 1.793818916949242e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
3, -1.500000000000000e+00, -2.000000000000000e+00, 5.301023749820748e-05, 1.708069326535806e-03, -1.581334592399048e-04, 1.102545676755598e+01, 4.399081051364714e+00, 2.890896604985384e+02, 9.493664473462833e-02, 1.637323874894594e+00, 3.222149922632519e+01, -2.983073962746385e+00, 1.793827833973413e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
4, 1.464466094067263e-01, 3.535533905932738e-01, 5.198505027092868e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.076466580183517e+01, 4.305866320734069e+00, 2.885442469454852e+02, 0.000000000000000e+00, -1.424454854976086e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.791199198386368e-05, 3.018421003116276e-01, 3.018421003115587e-01, -1.685159110441827e-01, 1.619632072955738e+00
5, 1.464466094067262e-01, -3.535533905932737e-01, 5.198504067341525e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.076466398509241e+01, 4.305865594036962e+00, 2.885442515193628e+02, 0.000000000000000e+00, -1.424478724441030e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.791199220440314e-05, 3.018490070401639e-01, -3.018490070402462e-01, -1.685174439361715e-01, 1.619650433547928e+00
6, 8.535533905932737e-01, -3.535533905932738e-01, 5.200556427160343e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.078004740529030e+01, 4.312018962116120e+00, 2.888425659175769e+02, 0.000000000000000e+00, -1.222362048521152e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792637250737437e-05, 7.616481561542254e-02, 7.616481561541602e-02, -3.371086673773385e-02, 8.130940828504901e-01
7, 8.535533905932737e-01, 3.535533905932737e-01, 5.200565311298961e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.078007267904736e+01, 4.312029071618944e+00, 2.888427496756273e+02, 0.000000000000000e+00, -1.222029986619484e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792638136326412e-05, 7.617240038285938e-02, -7.617240038287994e-02, -3.371652715080099e-02, 8.131348601058697e-01
8, 2.400000000000000e+01, -1.000000000000000e+01, 5.258046552730460e-05, 1.789297567748117e-03, -1.470788733966747e-11, 1.090352788723736e+01, 4.349233302326153e+00, 2.881499995437878e+02, 9.999999721739485e-02, -7.915570010455732e-07, 3.402970190172526e+01, -2.797215123937955e-07, 1.789297623833900e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
9, 2.400000000000000e+01, 1.000000000000000e+01, 5.258046588482578e-05, 1.789297690194768e-03, -2.242739836709754e-11, 1.090352799470071e+01, 4.349233343727566e+00, 2.881500003274804e+02, 1.000000032447376e-01, 5.683349896731176e-07, 3.402970399908804e+01, -4.265347974706682e-07, 1.789297627615130e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
