"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Pressure","Temperature","C<sub>p</sub>","Mach","<greek>m</greek>","C<sub>f</sub>_x","C<sub>f</sub>_y","h","y<sup>+</sup>"
0,2.500000000000000e+00,-2.000000000000000e+00,5.252895488208530e-05,1.777458044467262e-03,1.657184763158086e-05,1.088818945310777e+01,4.343245723789774e+00,2.880354791748036e+02,-1.966718593387023e-01,9.945981216044192e-02,1.788745023011248e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
1,2.500000000000000e+00,2.000000000000000e+00,5.252885008413322e-05,1.777383575200301e-03,-1.659320497851417e-05,1.088816173909907e+01,4.343235619416626e+00,2.880353837180558e+02,-1.970037527484007e-01,9.945587155328495e-02,1.788744562355013e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
2,-1.500000000000000e+00,2.000000000000000e+00,5.261631714914888e-05,1.781870383110615e-03,9.811289857632760e-06,1.091365808117042e+01,4.353394131110828e+00,2.882291401493871e+02,1.366679193362551e-01,9.950489777623794e-02,1.789679443237368e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
3,-1.500000000000000e+00,-2.000000000000000e+00,5.261682159513297e-05,1.781887073757565e-03,-9.953553734371989e-06,1.091380188473521e+01,4.353451531464463e+00,2.882301771711622e+02,1.385533207171244e-01,9.950474087858190e-02,1.789684446087087e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
4,1.464466094067263e-01,3.535533905932738e-01,5.287263075415732e-05,0.000000000000000e+00,0.000000000000000e+00,1.100897352277848e+01,4.403589409111392e+00,2.901390895848938e+02,1.785407699865613e+00,0.000000000000000e+00,1.798878879965614e-05,3.649520161287354e-01,3.649520161286520e-01,-1.000733037550247e-01,1.788391240216175e+00,
5,1.464466094067262e-01,-3.535533905932737e-01,5.287262736245962e-05,0.000000000000000e+00,0.000000000000000e+00,1.100897253221223e+01,4.403589012884892e+00,2.901390820907115e+02,1.785394685207302e+00,0.000000000000000e+00,1.798878843926533e-05,3.649519912580811e-01,-3.649519912581807e-01,-1.000734242977942e-01,1.788391157746460e+00,
6,8.535533905932737e-01,-3.535533905932738e-01,5.129023881692323e-05,0.000000000000000e+00,0.000000000000000e+00,1.057073251062738e+01,4.228293004250951e+00,2.871843031610884e+02,-3.972467693790747e+00,0.000000000000000e+00,1.784634487935007e-05,3.043055184690379e-01,3.043055184690118e-01,-1.128780184021944e-01,1.621265371047081e+00,
7,8.535533905932737e-01,3.535533905932737e-01,5.129024028559846e-05,0.000000000000000e+00,0.000000000000000e+00,1.057073294300333e+01,4.228293177201331e+00,2.871843066844164e+02,-3.972462012974078e+00,0.000000000000000e+00,1.784634504962114e-05,3.043055831042719e-01,-3.043055831043541e-01,-1.128779954644238e-01,1.621265550971502e+00,
8,2.400000000000000e+01,-1.000000000000000e+01,5.258046573715795e-05,1.789297626705234e-03,2.427685329072699e-13,1.090352794987777e+01,4.349233326628403e+00,2.881500000038537e+02,6.687164054761204e-09,1.000000000334416e-01,1.789297626053667e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
9,2.400000000000000e+01,1.000000000000000e+01,5.258046573778516e-05,1.789297626919380e-03,-3.547876421826126e-13,1.090352795006626e+01,4.349233326701031e+00,2.881500000052282e+02,9.072715454821749e-09,1.000000000439783e-01,1.789297626060299e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
10,-2.400000000000000e+01,1.000000000000000e+01,5.258046573120123e-05,1.789297627292909e-03,5.998886130460342e-14,1.090352794817672e+01,4.349233325938604e+00,2.881499999907962e+02,-1.597033759129942e-08,1.000000000798799e-01,1.789297625990667e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
11,-2.400000000000000e+01,-1.000000000000000e+01,5.258046572408536e-05,1.789297629526022e-03,1.520581304220786e-13,1.090352794619672e+01,4.349233325114558e+00,2.881499999751969e+02,-4.303736490069241e-08,1.000000002209239e-01,1.789297625915401e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
12,1.800000000000000e+01,2.000000000000000e+00,5.258046573540704e-05,1.789297626035644e-03,-2.517985765366057e-15,1.090352794934911e+01,4.349233326425649e+00,2.881500000000158e+02,2.739397542719121e-11,1.000000000000155e-01,1.789297626035149e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
13,1.800000000000000e+01,-2.000000000000000e+00,5.258046573541096e-05,1.789297626034602e-03,3.688403606830272e-15,1.090352794935021e+01,4.349233326426104e+00,2.881500000000246e+02,4.233083955788547e-11,9.999999999994830e-02,1.789297626035192e-05,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,
14,1.184579659002250e-01,3.231496189306219e-01,5.331487343830990e-05,0.000000000000000e+00,0.000000000000000e+00,1.111444128634436e+01,4.445776514537741e+00,2.904889320914718e+02,3.171106947133953e+00,0.000000000000000e+00,1.800560763521779e-05,3.172127201539550e-01,3.745323509599436e-01,-1.081050980275553e-01,1.641053887797334e+00,
15,9.307564136505508e-02,2.905384077011828e-01,5.359593229483810e-05,0.000000000000000e+00,0.000000000000000e+00,1.118351050242916e+01,4.473404200971663e+00,2.907613366942861e+02,4.078580069746928e+00,0.000000000000000e+00,1.801869684987672e-05,2.650374103653156e-01,3.712079896097714e-01,-1.088373503962552e-01,1.486982036907515e+00,
