"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 2.500000000000000e+00, -2.000000000000000e+00, 5.241756324788084e-05, 1.777089012884017e-03, 1.335082936328690e-04, 1.085636721607032e+01, 4.330429307405372e+00, 2.877958126063243e+02, 9.996856037343049e-02, -6.176464286309861e-01, 3.390254912232804e+01, 2.547014499730040e+00, 1.787588206142337e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1, 2.500000000000000e+00, 2.000000000000000e+00, 5.241825744215755e-05, 1.777540791873852e-03, -1.340130943186094e-04, 1.085658450112044e+01, 4.330509739362282e+00, 2.877973465735774e+02, 9.999436629005425e-02, -6.150045194262668e-01, 3.391071887186123e+01, -2.556611014139302e+00, 1.787595611730711e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
2, -1.500000000000000e+00, 2.000000000000000e+00, 5.290626728132554e-05, 1.732412831585249e-03, 1.581202814308488e-04, 1.099607318723129e+01, 4.386989207777785e+00, 2.888615848399146e+02, 9.650548273457879e-02, 1.240148994391201e+00, 3.274494536485177e+01, 2.988687154776102e+00, 1.792728907585747e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
3, -1.500000000000000e+00, -2.000000000000000e+00, 5.290568621428194e-05, 1.733296324800587e-03, -1.567914857333953e-04, 1.099592625553369e+01, 4.386920316283374e+00, 2.888602212132758e+02, 9.654891125682293e-02, 1.237886149121675e+00, 3.276200440497608e+01, -2.963603668202101e+00, 1.792722336031373e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
4, 1.464466094067263e-01, 3.535533905932738e-01, 5.206904911822013e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.078839020356895e+01, 4.315356081427578e+00, 2.887136624319158e+02, 0.000000000000000e+00, -1.112749320385425e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792015956703289e-05, 2.870438127876221e-01, 2.870438127875566e-01, -1.645716764922975e-01, 1.579985710909043e+00
5, 1.464466094067262e-01, -3.535533905932737e-01, 5.206907689130811e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.078839939954151e+01, 4.315359759816604e+00, 2.887137545331635e+02, 0.000000000000000e+00, -1.112628498137647e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792016400664099e-05, 2.870505012699899e-01, -2.870505012700683e-01, -1.645764620674136e-01, 1.580004148572935e+00
6, 8.535533905932737e-01, -3.535533905932738e-01, 5.198505317508731e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.077202456004842e+01, 4.308809824019367e+00, 2.887414805378189e+02, 0.000000000000000e+00, -1.327771040205001e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792150046782037e-05, 5.321259169984570e-02, 5.321259169984114e-02, -2.648525423519522e-02, 6.796779760603998e-01
7, 8.535533905932737e-01, 3.535533905932737e-01, 5.198510769489162e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.077203942015062e+01, 4.308815768060247e+00, 2.887415760388267e+02, 0.000000000000000e+00, -1.327575799197356e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.792150507109564e-05, 5.322009317547863e-02, -5.322009317549298e-02, -2.649097059606345e-02, 6.797260639326387e-01
8, 2.400000000000000e+01, -1.000000000000000e+01, 5.258046469185013e-05, 1.789297286663846e-03, -1.074065617220596e-10, 1.090352763628339e+01, 4.349233205577155e+00, 2.881499977123052e+02, 9.999998341490544e-02, -3.969424089824705e-06, 3.402969709663262e+01, -2.042708491671194e-06, 1.789297614997201e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
9, 2.400000000000000e+01, 1.000000000000000e+01, 5.258046559045258e-05, 1.789297596313367e-03, 1.507841065015318e-11, 1.090352790644973e+01, 4.349233309636899e+00, 2.881499996820853e+02, 9.999999866975003e-02, -5.514245048484672e-07, 3.402970240412368e+01, 2.867682984703558e-07, 1.789297624501170e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
10, -2.400000000000000e+01, 1.000000000000000e+01, 5.258046054175882e-05, 1.789298984182053e-03, -3.627918577257426e-10, 1.090352649496412e+01, 4.349232724981841e+00, 2.881499886146103e+02, 1.000000877570408e-01, -1.975530363283284e-05, 3.402973206674392e+01, -6.899746673721453e-06, 1.789297571101835e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
11, -2.400000000000000e+01, -1.000000000000000e+01, 5.258046093909135e-05, 1.789298746432151e-03, 4.340909160131011e-10, 1.090352660168343e+01, 4.349232770997816e+00, 2.881499894858588e+02, 1.000000735628627e-01, -1.824383937574449e-05, 3.402972728795314e+01, 8.255745732544025e-06, 1.789297575305513e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
12, 1.800000000000000e+01, 2.000000000000000e+00, 5.258046577299228e-05, 1.789297629704844e-03, -1.067123280885521e-11, 1.090352796033474e+01, 4.349233330778661e+00, 2.881500000824427e+02, 1.000000001192950e-01, 1.430086295849188e-07, 3.402970292104008e+01, -2.029505188281623e-07, 1.789297626432850e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
13, 1.800000000000000e+01, -2.000000000000000e+00, 5.258046578011497e-05, 1.789297628140756e-03, 1.142638236848592e-11, 1.090352796233537e+01, 4.349233331601851e+00, 2.881500000979479e+02, 1.000000000156448e-01, 1.700475335798157e-07, 3.402970288668378e+01, 2.173123078876792e-07, 1.789297626507661e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
14, 1.184579659002250e-01, 3.231496189306219e-01, 5.238372859566122e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.085440452144252e+01, 4.341761808577005e+00, 2.887353325908500e+02, 0.000000000000000e+00, -2.454132975711778e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.792120412707947e-05, 2.542807026239176e-01, 3.002286582683709e-01, -1.288371330428272e-01, 1.463251084667994e+00
