"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Pressure","Temperature","Pressure_Coefficient","Mach"
27,8.170099854470000e-01,-2.376642068849115e-02,9.987226029251761e-01,9.375587535155311e-01,1.085646733645553e-01,2.943859544508627e+00,9.991554040462647e-01,1.000433354687098e+00,-1.885258825302046e-03,7.985236539327067e-01,
28,8.046399950980000e-01,-2.518763605296113e-02,9.945773676814845e-01,9.399200180066132e-01,1.071746564548587e-01,2.933294572654997e+00,9.933547459844085e-01,9.987707123278646e-01,-1.483315628480237e-02,8.043786060048789e-01,
29,7.919700145720000e-01,-2.662062628442961e-02,9.904597283568034e-01,9.421909549846478e-01,1.057317417031984e-01,2.922789224927432e+00,9.876034141816730e-01,9.971161733351149e-01,-2.767095048733713e-02,8.101821937603791e-01,
30,7.790099978450000e-01,-2.806276676215449e-02,9.863672583501198e-01,9.443921532806625e-01,1.042373959116121e-01,2.912342223478797e+00,9.818931060050906e-01,9.954640096706852e-01,-4.041717409577989e-02,8.159553058348089e-01,
31,7.657799720760000e-01,-2.951033727360171e-02,9.822863871572451e-01,9.465220827847486e-01,1.026942178621723e-01,2.901916467588850e+00,9.762073449585352e-01,9.938113341707784e-01,-5.310860500326958e-02,8.217086293975944e-01,
32,7.522799968720000e-01,-3.096181144522562e-02,9.781846687434664e-01,9.485757225334338e-01,1.010962114422494e-01,2.891423049288353e+00,9.705069403879070e-01,9.921510440708280e-01,-6.583272234842194e-02,8.274672805110029e-01,
33,7.385200262070000e-01,-3.241453277608040e-02,9.740620820078770e-01,9.505767381415261e-01,9.944571718666805e-02,2.880868474668988e+00,9.647853026791592e-01,9.904761929449147e-01,-7.860423509116253e-02,8.332554700359842e-01,
34,7.245299816130000e-01,-3.386376679305321e-02,9.699206897672916e-01,9.525255459946573e-01,9.773309865405137e-02,2.870258136563849e+00,9.590451833795451e-01,9.887872209527198e-01,-9.141700138494388e-02,8.390716767788551e-01,
35,7.103199958800001e-01,-3.530689307158652e-02,9.657535019516125e-01,9.544047288488459e-01,9.596393233861457e-02,2.859568579507484e+00,9.532824405812002e-01,9.870867034442947e-01,-1.042802665598211e-01,8.449070933112934e-01,
36,6.958900094030001e-01,-3.674225211597043e-02,9.615689070056422e-01,9.562507510062372e-01,9.412481331628282e-02,2.848832222138472e+00,9.474977736275206e-01,9.853664846319342e-01,-1.171924695814272e-01,8.507896743376430e-01,
37,6.812700033190000e-01,-3.816515293304169e-02,9.573357643024643e-01,9.580202291094888e-01,9.221529097774749e-02,2.837953474986640e+00,9.416638272306583e-01,9.836296337646754e-01,-1.302146713601376e-01,8.567088104546988e-01,
38,6.664699912070000e-01,-3.957289370556494e-02,9.530605531468452e-01,9.597481691561995e-01,9.023048776542827e-02,2.826959690509181e+00,9.357788293464055e-01,9.818671292780106e-01,-1.433508273517733e-01,8.626950420935950e-01,
39,6.514999866490000e-01,-4.096270419333766e-02,9.487238992480441e-01,9.614281913345688e-01,8.815935634076917e-02,2.815797218419029e+00,9.298199396880868e-01,9.800743297655512e-01,-1.566519203390919e-01,8.687637097782669e-01,
40,6.363800168040000e-01,-4.233084266562091e-02,9.443230112741814e-01,9.630551363330547e-01,8.600657656600429e-02,2.804457584002381e+00,9.237846123682317e-01,9.782506635327707e-01,-1.701236331066256e-01,8.749162565244875e-01,
41,6.211299896240000e-01,-4.367359094194759e-02,9.398453833227000e-01,9.646397678299216e-01,8.375054872762225e-02,2.792910379992463e+00,9.176538808975878e-01,9.763881348795301e-01,-1.838083015678844e-01,8.811790451667395e-01,
42,6.057599782940000e-01,-4.498807223669178e-02,9.352851418093692e-01,9.661684581174704e-01,8.140055216752039e-02,2.781136697505664e+00,9.114234645994429e-01,9.744872700920233e-01,-1.977154808048150e-01,8.875495941989964e-01,
43,5.902799963950000e-01,-4.627132533375768e-02,9.306338317119295e-01,9.676533436171981e-01,7.893115001599235e-02,2.769117506157786e+00,9.050790132632204e-01,9.725404153836745e-01,-2.118772025374545e-01,8.940527544397322e-01,
44,5.747100114820000e-01,-4.751950934859488e-02,9.258913025946484e-01,9.690785130191488e-01,7.634885126314263e-02,2.756848507413678e+00,8.986242311658074e-01,9.705504616444397e-01,-2.262851982906086e-01,9.006780216761952e-01,
45,5.590599775310000e-01,-4.872955796694115e-02,9.210526932422815e-01,9.704537343809386e-01,7.363180320234290e-02,2.744319844690533e+00,8.920497828767623e-01,9.685111279970062e-01,-2.409603060786556e-01,9.074454394488007e-01,
46,5.433599948880000e-01,-4.989683951066199e-02,9.161239188144797e-01,9.717602386176922e-01,7.078895704536874e-02,2.731542560538089e+00,8.853679789056499e-01,9.664281880680183e-01,-2.558750470856029e-01,9.143350078507597e-01,
47,5.276100039480000e-01,-5.101897737545535e-02,9.111252800664310e-01,9.729948192528944e-01,6.779820757908532e-02,2.718569809024044e+00,8.786058140585473e-01,9.643084582116824e-01,-2.709691650478854e-01,9.213235817456951e-01,
48,5.118399858470000e-01,-5.209138375948307e-02,9.060929923405097e-01,9.741296565642052e-01,6.464393544474360e-02,2.705489468212229e+00,8.718183902087415e-01,9.621731958844159e-01,-2.861196647126306e-01,9.283409545306283e-01,
49,4.960500001910000e-01,-5.311153541819326e-02,9.010333203937487e-01,9.751988875577547e-01,6.128777871969696e-02,2.692328257782769e+00,8.650037216343125e-01,9.600130228883309e-01,-3.013309784948382e-01,9.354180315615354e-01,
50,4.802699983120000e-01,-5.407492053959814e-02,8.958124591118364e-01,9.762313653619047e-01,5.774549127249103e-02,2.678741511841702e+00,8.579782034795993e-01,9.577654281904628e-01,-3.170129386616087e-01,9.427586185266362e-01,
51,4.645099937920000e-01,-5.497835513414191e-02,8.901394871350186e-01,9.772691668657292e-01,5.410297611221773e-02,2.663975461959158e+00,8.503470301149552e-01,9.552963804042237e-01,-3.340468077791179e-01,9.507964663335604e-01,
52,4.487800002100000e-01,-5.581859897363720e-02,8.839736319251412e-01,9.782165071227321e-01,5.045797216180656e-02,2.647897677953103e+00,8.420816591157803e-01,9.526094769160395e-01,-3.524962966165620e-01,9.595137394535743e-01,
53,4.331099987030000e-01,-5.659141825851464e-02,8.782909293856079e-01,9.788701551948635e-01,4.666809350356405e-02,2.633023658529431e+00,8.345200384044391e-01,9.501635625318506e-01,-3.693749142758055e-01,9.674231841908237e-01,
54,4.174999892710000e-01,-5.729416860686566e-02,8.748998477557004e-01,9.790569592808965e-01,4.239896939636557e-02,2.624063753515345e+00,8.300917560098559e-01,9.487848902239652e-01,-3.792594731922860e-01,9.718708973449085e-01,
55,4.019699990750000e-01,-5.792324246601335e-02,8.746166236280372e-01,9.788778707006176e-01,3.725248687226172e-02,2.623191600080216e+00,8.298457242223622e-01,9.488108295724377e-01,-3.798086512893700e-01,9.717872837762742e-01,
56,3.865399956700000e-01,-5.847520956655861e-02,8.746715965067811e-01,9.788193260219070e-01,3.130616003111148e-02,2.623251472235427e+00,8.300028884817764e-01,9.489308807975473e-01,-3.794578382103206e-01,9.714002731596753e-01,
57,3.712300062180000e-01,-5.894684318665333e-02,8.678764411257925e-01,9.796163609977516e-01,2.555506156559085e-02,2.605518406136933e+00,8.209082856736558e-01,9.458815181211622e-01,-3.997582909070183e-01,9.812133893275675e-01,
58,3.560400009160000e-01,-5.933561549045978e-02,8.473378157581133e-01,9.809632715118156e-01,2.143584666400956e-02,2.551842686340008e+00,7.934963170310411e-01,9.364580481057605e-01,-4.609457209128548e-01,1.011327090366004e+00,
59,3.409900069240000e-01,-5.963847719943702e-02,8.167248211681368e-01,9.804379692396822e-01,1.848572663386340e-02,2.471395936085524e+00,7.530811834163910e-01,9.220745640364915e-01,-5.511580727312702e-01,1.056755481868533e+00,
60,3.261100053790000e-01,-5.985254444802346e-02,7.923353379897211e-01,9.770933764096593e-01,1.316976778214109e-02,2.406583228287116e+00,7.216027924279088e-01,9.107290282656436e-01,-6.214223383305607e-01,1.092214358542936e+00,
61,3.113999962810000e-01,-5.997565198183213e-02,7.824203369049070e-01,9.746360571057212e-01,6.273999936890374e-03,2.379904064877391e+00,7.091369543317039e-01,9.063375795380052e-01,-6.492478697953039e-01,1.105865553520879e+00,
62,2.968699932100000e-01,-6.000550062925582e-02,7.823471628976379e-01,9.741349049897304e-01,-7.583080521261346e-04,2.379528517508168e+00,7.092236063047141e-01,9.065331095186817e-01,-6.490544502126917e-01,1.105258520670870e+00,
63,2.825500071050000e-01,-5.994005483718394e-02,7.856225736387364e-01,9.744020598334329e-01,-7.658975832080604e-03,2.388148107691601e+00,7.135355284128445e-01,9.082421411441768e-01,-6.394296240784721e-01,1.099949667891351e+00,
64,2.684499919410000e-01,-5.977765596976551e-02,7.891998648753623e-01,9.749788545144807e-01,-1.463823238000967e-02,2.397685285369356e+00,7.181217047735367e-01,9.099364264170892e-01,-6.291926232733557e-01,1.094681035653148e+00,
65,2.545700073240000e-01,-5.951657836311273e-02,7.925519378279730e-01,9.754918523643293e-01,-2.187571956942531e-02,2.406638331479644e+00,7.224028379111821e-01,9.114895862736294e-01,-6.196365225196828e-01,1.089846203278483e+00,
66,2.409400045870000e-01,-5.915585896897953e-02,7.961031653382418e-01,9.759491456644824e-01,-2.953094257550870e-02,2.416118184822214e+00,7.269434374914104e-01,9.131271789160049e-01,-6.095012555995303e-01,1.084743137779064e+00,
67,2.275699973110000e-01,-5.869456802648413e-02,8.000899016746490e-01,9.763265244373435e-01,-3.759333470119557e-02,2.426736684485310e+00,7.320648050416867e-01,9.149781837133798e-01,-5.980696316033779e-01,1.078968141345045e+00,
68,2.144699990750000e-01,-5.813197420944613e-02,8.044891743655415e-01,9.766427526814446e-01,-4.606857987211496e-02,2.438446305177490e+00,7.377237689985177e-01,9.170089449374157e-01,-5.854380156283088e-01,1.072623600709901e+00,
69,2.016600072380000e-01,-5.746811193675738e-02,8.091788796108591e-01,9.768290149409697e-01,-5.496146926856768e-02,2.450910495374995e+00,7.437748081760435e-01,9.191722954184508e-01,-5.719312317499030e-01,1.065854404631645e+00,
70,1.891400069000000e-01,-5.670228146432130e-02,8.141861700755216e-01,9.768883267570794e-01,-6.430932014836493e-02,2.464207906759635e+00,7.502464709891595e-01,9.214679621978460e-01,-5.574855558277689e-01,1.058658958635705e+00,
71,1.769299954180000e-01,-5.583513598033686e-02,8.196998239155965e-01,9.767808911492095e-01,-7.417537327129670e-02,2.478827000185309e+00,7.573956039165141e-01,9.239914195644653e-01,-5.415276698292097e-01,1.050734388391801e+00,
72,1.650400012730000e-01,-5.486709202536137e-02,8.259371728176781e-01,9.764884153357032e-01,-8.460890976697960e-02,2.495341351653714e+00,7.655066689196893e-01,9.268340185103544e-01,-5.234226140185506e-01,1.041787724261126e+00,
73,1.534900069240000e-01,-5.379977779145956e-02,8.328972141155666e-01,9.759337218151072e-01,-9.562823715436686e-02,2.513735316794904e+00,7.745913519648414e-01,9.299963294838983e-01,-5.031443036499076e-01,1.031808825571979e+00,
74,1.422899961470000e-01,-5.263443049277360e-02,8.404232440289020e-01,9.750737241791957e-01,-1.072554395610063e-01,2.533597849419352e+00,7.844420234369079e-01,9.333892523918952e-01,-4.811561976854734e-01,1.021070115296726e+00,
75,1.314399987460000e-01,-5.137133628795417e-02,8.483437822831118e-01,9.737726439774463e-01,-1.195397568978877e-01,2.554449105071142e+00,7.948615138498930e-01,9.369568451491634e-01,-4.578984065850603e-01,1.009740662598574e+00,
76,1.209499984980000e-01,-5.001187382363489e-02,8.567241244108635e-01,9.720412784931887e-01,-1.325790598689636e-01,2.576482950518475e+00,8.059137468198345e-01,9.406922530330645e-01,-4.332282437057265e-01,9.978341481994767e-01,
77,1.108499988910000e-01,-4.856066993422563e-02,8.657494331379016e-01,9.697996540175946e-01,-1.464308274739936e-01,2.600181119917096e+00,8.178480215110745e-01,9.446705827421582e-01,-4.065892376984944e-01,9.851005864765622e-01,
78,1.011300012470000e-01,-4.701715290498424e-02,8.754540546191629e-01,9.668105312925367e-01,-1.611521753653023e-01,2.625583249436922e+00,8.307603024257429e-01,9.489479179888403e-01,-3.777671820853952e-01,9.713453464342580e-01,
79,9.181000292300000e-02,-4.538527151431038e-02,8.858542066055339e-01,9.629320296181925e-01,-1.768564683397993e-01,2.652720668545093e+00,8.446832886052964e-01,9.535240475314799e-01,-3.466890879346062e-01,9.565499590420554e-01,
80,8.290000259900000e-02,-4.366791468532204e-02,8.970418856035289e-01,9.580928816547865e-01,-1.936485956758675e-01,2.681852934331432e+00,8.597206305854739e-01,9.583951924463981e-01,-3.131235924431387e-01,9.407041368613073e-01,
81,7.440000027400000e-02,-4.186607976498817e-02,9.090506007164219e-01,9.520195194512866e-01,-2.116273990400980e-01,2.713029971460724e+00,8.759546995640404e-01,9.635928944700126e-01,-2.768868313302670e-01,9.236776987324209e-01,
82,6.633000075800000e-02,-3.998513962421356e-02,9.220049078606513e-01,9.444790848824788e-01,-2.309377293144635e-01,2.746569998483012e+00,8.935590309871829e-01,9.691478031939420e-01,-2.375914486893238e-01,9.053350480402504e-01,
83,5.869000032500000e-02,-3.802635805630503e-02,9.359940216161309e-01,9.350986111718694e-01,-2.517064807933402e-01,2.782669572853578e+00,9.126892917935668e-01,9.751016253476440e-01,-1.948899736750740e-01,8.854929500043781e-01,
84,5.149000138000000e-02,-3.599337852580232e-02,9.511788207864629e-01,9.234236183421426e-01,-2.740523323088871e-01,2.821712080700735e+00,9.335972547438447e-01,9.815160244757332e-01,-1.482204135182038e-01,8.638851513704657e-01,
85,4.473999887700000e-02,-3.389028465845557e-02,9.677993148530596e-01,9.088083088443677e-01,-2.981033591712542e-01,2.864267921140243e+00,9.566600920769119e-01,9.884901522400451e-01,-9.674086589975014e-02,8.400925595959226e-01,
86,3.844000026600000e-02,-3.171811260404538e-02,9.860437616409987e-01,8.904395879281398e-01,-3.239621956396630e-01,2.910761808290254e+00,9.821963425563859e-01,9.960981254237543e-01,-3.974030679378152e-02,8.137421169884094e-01,
87,3.260000050100000e-02,-2.948109446637338e-02,1.006232798375275e+00,8.673954606438563e-01,-3.516462357203585e-01,2.961990268126550e+00,1.010675374621678e+00,1.004415058079578e+00,2.382896120910293e-02,7.844050575568382e-01,
88,2.723000012300000e-02,-2.718419978786347e-02,1.028804126521220e+00,8.383085958011924e-01,-3.809023874791138e-01,3.019000422323221e+00,1.042778137460897e+00,1.013582771082897e+00,9.548691397521672e-02,7.513333333094877e-01,
89,2.232000045500000e-02,-2.482329437156798e-02,1.054046951886149e+00,8.012999288287784e-01,-4.112416980702034e-01,3.082399992155353e+00,1.079038711150707e+00,1.023710290343175e+00,1.764256945328285e-01,7.137593538771247e-01,
90,1.789999939500000e-02,-2.241364555514381e-02,1.082503530740317e+00,7.541902465389759e-01,-4.416220898445972e-01,3.153507394219570e+00,1.120279538406072e+00,1.034896890950481e+00,2.684811125135545e-01,6.707448203962981e-01,
91,1.394999958600000e-02,-1.994492353858276e-02,1.114711186334549e+00,6.942878444763481e-01,-4.696605828249673e-01,3.233576558090696e+00,1.167368073104798e+00,1.047238143310823e+00,3.735894488946393e-01,6.210264860968275e-01,
92,1.049000024800000e-02,-1.742916196961543e-02,1.150757430950427e+00,6.181762424767646e-01,-4.914664530998392e-01,3.322608710931722e+00,1.220648591667956e+00,1.060734920181923e+00,4.925191778302583e-01,5.631577525001050e-01,
93,7.519999985000000e-03,-1.486756313872443e-02,1.190646515821510e+00,5.235827168458299e-01,-5.003078322843222e-01,3.420597276749611e+00,1.280144454208222e+00,1.075167513781336e+00,6.253224424290672e-01,4.957534954547198e-01,
94,5.040000193000000e-03,-1.226032473458219e-02,1.233328761136357e+00,4.094581077212409e-01,-4.854498193725544e-01,3.524754853276213e+00,1.344498866020828e+00,1.090138257038652e+00,7.689706830822047e-01,4.168116498783305e-01,
95,3.049999941000000e-03,-9.605565346412577e-03,1.276835387767128e+00,2.809339642300535e-01,-4.334734690734471e-01,3.630582042443181e+00,1.410438370613252e+00,1.104636027577339e+00,9.161570772617231e-01,3.253143459196042e-01,
96,1.560000004000000e-03,-6.917517506923035e-03,1.314444709194917e+00,1.536783068789443e-01,-3.330968037383445e-01,3.721414175443603e+00,1.468090027234908e+00,1.116889905650043e+00,1.044843810792206e+00,2.231841834483785e-01,
97,5.600000150000000e-04,-4.173159738460802e-03,1.345298755934966e+00,4.871941050124547e-02,-1.796767679654180e-01,3.797478668127563e+00,1.513839106594599e+00,1.125280983064985e+00,1.146962291505802e+00,1.102514352838721e-01,
98,5.999999800000000e-05,-1.375329724321098e-03,1.351020016161458e+00,1.035294762654959e-03,3.648206527958255e-03,3.809934122845154e+00,1.523971520191644e+00,1.128015500852148e+00,1.169579286142062e+00,2.233648979720005e-03,
99,0.000000000000000e+00,0.000000000000000e+00,1.340960392477848e+00,6.442330451622924e-03,1.414755452405203e-01,3.783700768967742e+00,1.510488894323102e+00,1.126423198474935e+00,1.139484139114066e+00,8.410085742968339e-02,
100,5.999999800000000e-05,1.375329724321098e-03,1.334248969368660e+00,3.694103624589830e-02,2.777931475187548e-01,3.771046100609166e+00,1.496646473426340e+00,1.121714543376806e+00,1.108585878183795e+00,1.676045813612178e-01,
101,5.600000150000000e-04,4.173159738460802e-03,1.303447874961216e+00,1.200939332984861e-01,4.499602827323267e-01,3.699547856583209e+00,1.446540204055382e+00,1.109779862964158e+00,9.967415269093340e-01,2.866424208973661e-01,
102,1.560000004000000e-03,6.917517506923035e-03,1.239151766765419e+00,2.593461472383836e-01,5.717630324358181e-01,3.539902254815510e+00,1.352341029055181e+00,1.091344147928887e+00,7.864755112838860e-01,4.098965571822963e-01,
103,3.049999941000000e-03,9.605565346412577e-03,1.179909966810001e+00,4.039701367759820e-01,6.280866245313574e-01,3.394916606988559e+00,1.263436603214564e+00,1.070790686369389e+00,5.880281321753658e-01,5.169269525110947e-01,
104,5.040000193000000e-03,1.226032473458219e-02,1.121336955042736e+00,5.343791777869651e-01,6.360786901612547e-01,3.250142120848277e+00,1.176961430387402e+00,1.049605495560027e+00,3.950031928290220e-01,6.111682890497897e-01,
105,7.519999985000000e-03,1.486756313872443e-02,1.067590488898424e+00,6.407079426102021e-01,6.134550066459923e-01,3.115937880422894e+00,1.098971494852069e+00,1.029394235224056e+00,2.209185152947959e-01,6.921207982648894e-01,
106,1.049000024800000e-02,1.742916196961543e-02,1.020852342987834e+00,7.227707340834034e-01,5.750158521716537e-01,2.998219783674795e+00,1.032164671767896e+00,1.011081258575508e+00,7.179614233905321e-02,7.604399327249137e-01,
107,1.394999958600000e-02,1.994492353858276e-02,9.810489896944802e-01,7.848722374337807e-01,5.307541524935105e-01,2.897322617634513e+00,9.759158827952117e-01,9.947677364197004e-01,-5.375919018925963e-02,8.183817881663846e-01,
108,1.789999939500000e-02,2.241364555514381e-02,9.470267614487381e-01,8.309182807005364e-01,4.861078953213741e-01,2.810449654947616e+00,9.284671085868550e-01,9.804021875437915e-01,-1.596716326186272e-01,8.676554241911716e-01,
109,2.232000045500000e-02,2.482329437156798e-02,9.180392622158096e-01,8.651415296293852e-01,4.434304909434773e-01,2.735977046324037e+00,8.884953834462131e-01,9.678185019034065e-01,-2.488942333789885e-01,9.097388794403939e-01,
110,2.723000012300000e-02,2.718419978786347e-02,8.930929990026825e-01,8.904383255576185e-01,4.040350315027416e-01,2.671498933853804e+00,8.544841971202568e-01,9.567695615960041e-01,-3.248120599994268e-01,9.460038307857870e-01,
111,3.260000050100000e-02,2.948109446637338e-02,8.712047978570451e-01,9.090272726654117e-01,3.679877974342354e-01,2.614537452261779e+00,8.250297869122818e-01,9.469986723462238e-01,-3.905585113565139e-01,9.776223979877338e-01,
112,3.844000026600000e-02,3.171811260404538e-02,8.519514074499597e-01,9.228034682655120e-01,3.352352511154471e-01,2.564175519757260e+00,7.993782137342310e-01,9.382908540839328e-01,-4.478164872003772e-01,1.005493865292314e+00,
113,4.473999887700000e-02,3.389028465845557e-02,8.347862103726326e-01,9.329621713343158e-01,3.055584697530242e-01,2.519064441069430e+00,7.767200955233312e-01,9.304419333623377e-01,-4.983926439211357e-01,1.030400409275284e+00,
114,5.149000138000000e-02,3.599337852580232e-02,8.193860963422527e-01,9.403209205135741e-01,2.786307408097607e-01,2.478396082886589e+00,7.565879073736030e-01,9.233594647883566e-01,-5.433305638982076e-01,1.052720482097372e+00,
115,5.869000032500000e-02,3.802635805630503e-02,8.055589908236740e-01,9.456026651982700e-01,2.541299860491156e-01,2.441733113889287e+00,7.386606591999744e-01,9.169541493723549e-01,-5.833467428572001e-01,1.072794917776778e+00,
116,6.633000075800000e-02,3.998513962421356e-02,7.929299988577653e-01,9.492641709744783e-01,2.317777376155661e-01,2.408119997985631e+00,7.224137799503089e-01,9.110687967298040e-01,-6.196120983252035e-01,1.091156566889889e+00,
117,7.440000027400000e-02,4.186607976498817e-02,7.811348413287033e-01,9.515968883196723e-01,2.112596849712660e-01,2.376603211808710e+00,7.073625978484713e-01,9.055576072439095e-01,-6.532084869453765e-01,1.108286312198738e+00,
118,8.290000259900000e-02,4.366791468532204e-02,7.700261044018802e-01,9.529458662197616e-01,1.923727494697255e-01,2.346845335383326e+00,6.932625344870064e-01,9.003104317164675e-01,-6.846818426629322e-01,1.124543562747858e+00,
119,9.181000292300000e-02,4.538527151431038e-02,7.595312676660110e-01,9.534746139814426e-01,1.749020578775279e-01,2.318654950940279e+00,6.800186928220641e-01,8.953136253517467e-01,-7.142439892364641e-01,1.139983058768090e+00,
