"PointID","x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Surface_Sensitivity","Solution_Sensor"
0,9.997500181200000e-01,-3.632896519016437e-05,8.215080976461643e+00,-1.670880475065521e+01,-1.892712111285149e+00,4.097584886536586e+00,-3.347209683727991e+04,0.000000000000000e+00,
1,9.990000128750000e-01,-1.452537504052920e-04,3.059174189038820e+00,-7.210101776922984e+00,-6.216522091531125e-01,1.131085659289187e+00,1.162573000716962e+04,0.000000000000000e+00,
2,9.977599978450000e-01,-3.251111630156300e-04,2.595760088762487e+00,-5.755976217194068e+00,-1.023754359087301e+00,8.771487656776176e-01,6.510796958547970e+02,0.000000000000000e+00,
3,9.960200190539999e-01,-5.769983605901485e-04,2.332303981104916e+00,-5.001420410156374e+00,-8.624199528493637e-01,7.714783778592336e-01,3.460127664360315e+02,0.000000000000000e+00,
4,9.937800168990000e-01,-9.004365425509819e-04,1.971545726193301e+00,-4.224150588405591e+00,-7.665254951189520e-01,6.218363648116161e-01,2.713431952280981e+02,0.000000000000000e+00,
5,9.910500049590000e-01,-1.293363843462116e-03,1.756448874818933e+00,-3.738346602558831e+00,-7.013734256273083e-01,5.411078383655243e-01,1.323180511867119e+02,0.000000000000000e+00,
6,9.878399968150000e-01,-1.753609743384430e-03,1.594200140355980e+00,-3.373565365228682e+00,-6.401222719120403e-01,4.832365205339220e-01,8.483400707550588e+01,0.000000000000000e+00,
7,9.841300249100000e-01,-2.283176811071472e-03,1.464990678096435e+00,-3.086736288488579e+00,-5.915100004037854e-01,4.379208095110083e-01,5.798833800555209e+01,0.000000000000000e+00,
8,9.799500107769999e-01,-2.876826092032643e-03,1.363049957378534e+00,-2.857659558543455e+00,-5.512801878084376e-01,4.028464007132995e-01,4.060120917511899e+01,0.000000000000000e+00,
9,9.752799868580000e-01,-3.536324145770189e-03,1.280524821319055e+00,-2.671669427248276e+00,-5.180986024938956e-01,3.748411438779392e-01,2.983928714933825e+01,0.000000000000000e+00,
10,9.701499938960000e-01,-4.256268552403566e-03,1.213228821025805e+00,-2.518486038079438e+00,-4.899357569441099e-01,3.521270655522247e-01,2.249010176082539e+01,0.000000000000000e+00,
11,9.645400047300000e-01,-5.038225493362627e-03,1.157333543239169e+00,-2.389800297684733e+00,-4.661161401899427e-01,3.333441037499610e-01,1.745079211523041e+01,0.000000000000000e+00,
12,9.584699869160000e-01,-5.878077433056352e-03,1.110113752746626e+00,-2.280182209974094e+00,-4.453030807107449e-01,3.176241123528214e-01,1.383468427770938e+01,0.000000000000000e+00,
13,9.519400000570000e-01,-6.774428848839826e-03,1.070308662284344e+00,-2.186311665596223e+00,-4.270997759770607e-01,3.043403335813794e-01,1.114046534492361e+01,0.000000000000000e+00,
14,9.449599981310000e-01,-7.724467125531491e-03,1.036191282754984e+00,-2.104932135515420e+00,-4.108493101288611e-01,2.930479569330081e-01,9.129631023878238e+00,0.000000000000000e+00,
15,9.375399947170000e-01,-8.725349486403867e-03,1.006950349636198e+00,-2.034076509643428e+00,-3.961934369427323e-01,2.833665177478554e-01,7.580270458697776e+00,0.000000000000000e+00,
16,9.296900033950000e-01,-9.774221272349531e-03,9.819143545239825e-01,-1.971839120121759e+00,-3.831664529593665e-01,2.749917600310563e-01,6.358708438652890e+00,0.000000000000000e+00,
17,9.214000105860000e-01,-1.087086069705918e-02,9.597031309413256e-01,-1.916402989051896e+00,-3.707702723840043e-01,2.677459980235343e-01,5.425980994148430e+00,0.000000000000000e+00,
18,9.126999974250000e-01,-1.200973104171110e-02,9.411876028797506e-01,-1.868106742832477e+00,-3.597616594288896e-01,2.614427587855767e-01,4.619636145455225e+00,0.000000000000000e+00,
19,9.035800099370001e-01,-1.319055953446835e-02,9.246229582178226e-01,-1.824522949990048e+00,-3.492168713463238e-01,2.559964335046758e-01,4.018442395162679e+00,0.000000000000000e+00,
20,8.940600156780000e-01,-1.440916392228702e-02,9.106241843724865e-01,-1.786094228885580e+00,-3.395568639007918e-01,2.511946634616465e-01,3.493725832085810e+00,0.000000000000000e+00,
21,8.841500282290000e-01,-1.566269158090452e-02,8.984161455992563e-01,-1.751566418910651e+00,-3.304413177676654e-01,2.470629768331859e-01,3.064753406937128e+00,0.000000000000000e+00,
22,8.738499879840000e-01,-1.694956337677533e-02,8.878830446431141e-01,-1.720644355462492e+00,-3.217644456044196e-01,2.434280930983344e-01,2.714709442435360e+00,0.000000000000000e+00,
23,8.631799817090000e-01,-1.826569132102762e-02,8.790336691587414e-01,-1.693140338709766e+00,-3.136189655351494e-01,2.403105721879760e-01,2.403316778049403e+00,0.000000000000000e+00,
24,8.521599769590000e-01,-1.960709133914372e-02,8.715841054627571e-01,-1.668530168286567e+00,-3.058866941523600e-01,2.376246824692319e-01,2.144662268752253e+00,0.000000000000000e+00,
25,8.407700061800000e-01,-2.097463226217677e-02,8.652496645176901e-01,-1.646431108518732e+00,-2.983010483486352e-01,2.353417686689457e-01,1.937375846337002e+00,0.000000000000000e+00,
26,8.290500044819999e-01,-2.236196298315981e-02,8.604964663203400e-01,-1.627089865658428e+00,-2.914003519726595e-01,2.333987666856453e-01,1.735520456894551e+00,0.000000000000000e+00,
27,8.170099854470000e-01,-2.376642068849115e-02,8.561988722435782e-01,-1.609288421021535e+00,-2.843270234870781e-01,2.318050286051085e-01,1.589269962601632e+00,0.000000000000000e+00,
28,8.046399950980000e-01,-2.518763605296113e-02,8.534134143460942e-01,-1.594045802389130e+00,-2.777796449588529e-01,2.304857260289710e-01,1.427999876112354e+00,0.000000000000000e+00,
29,7.919700145720000e-01,-2.662062628442961e-02,8.513713305589000e-01,-1.580281031033291e+00,-2.713603607630252e-01,2.294639961897530e-01,1.299089467461175e+00,0.000000000000000e+00,
30,7.790099978450000e-01,-2.806276676215449e-02,8.500453352121852e-01,-1.568254090537752e+00,-2.648846009206740e-01,2.287155463450186e-01,1.190152447934304e+00,0.000000000000000e+00,
31,7.657799720760000e-01,-2.951033727360171e-02,8.502553157135410e-01,-1.558314968956305e+00,-2.590729932269824e-01,2.281927511963114e-01,1.076917947465037e+00,0.000000000000000e+00,
32,7.522799968720000e-01,-3.096181144522562e-02,8.502644617623790e-01,-1.548964013628214e+00,-2.527088186762103e-01,2.279416631675588e-01,1.035486312292360e+00,0.000000000000000e+00,
33,7.385200262070000e-01,-3.241453277608040e-02,8.520362370486413e-01,-1.542201651210276e+00,-2.470461403729978e-01,2.278871705782120e-01,9.384189899755072e-01,0.000000000000000e+00,
34,7.245299816130000e-01,-3.386376679305321e-02,8.538392146787120e-01,-1.536003097088447e+00,-2.409160704570120e-01,2.281492170677599e-01,8.831260964235075e-01,0.000000000000000e+00,
35,7.103199958800001e-01,-3.530689307158652e-02,8.572256322123935e-01,-1.531992484698709e+00,-2.353906259203890e-01,2.285521593174962e-01,7.984477989801576e-01,0.000000000000000e+00,
36,6.958900094030001e-01,-3.674225211597043e-02,8.605732278512637e-01,-1.528388263139306e+00,-2.293308266815125e-01,2.292495171191223e-01,7.634703231494365e-01,0.000000000000000e+00,
37,6.812700033190000e-01,-3.816515293304169e-02,8.654587892803854e-01,-1.526915598933763e+00,-2.237775009180795e-01,2.300840662314116e-01,6.971002250396828e-01,0.000000000000000e+00,
38,6.664699912070000e-01,-3.957289370556494e-02,8.703605386201915e-01,-1.525871466143953e+00,-2.176913971657471e-01,2.312111540465412e-01,6.714971801391271e-01,0.000000000000000e+00,
39,6.514999866490000e-01,-4.096270419333766e-02,8.767805054896910e-01,-1.526840786737715e+00,-2.120316994004912e-01,2.324790576041149e-01,6.163230621538452e-01,0.000000000000000e+00,
40,6.363800168040000e-01,-4.233084266562091e-02,8.832603867130498e-01,-1.528251043973639e+00,-2.058135988022921e-01,2.340387577475042e-01,5.987386220879386e-01,0.000000000000000e+00,
41,6.211299896240000e-01,-4.367359094194759e-02,8.912695422304722e-01,-1.531652131634298e+00,-1.999339184392422e-01,2.357522945584995e-01,5.504638052061012e-01,0.000000000000000e+00,
42,6.057599782940000e-01,-4.498807223669178e-02,8.994176873987584e-01,-1.535489632478499e+00,-1.934937073174276e-01,2.377537761370546e-01,5.381381151871517e-01,0.000000000000000e+00,
43,5.902799963950000e-01,-4.627132533375768e-02,9.089859205048425e-01,-1.541139600589263e+00,-1.872531629677907e-01,2.399072700026715e-01,5.004686385536440e-01,0.000000000000000e+00,
44,5.747100114820000e-01,-4.751950934859488e-02,9.188212468695987e-01,-1.547326814449360e+00,-1.804765329289137e-01,2.423452484072821e-01,4.873341313698494e-01,0.000000000000000e+00,
45,5.590599775310000e-01,-4.872955796694115e-02,9.299432807633736e-01,-1.555108684424868e+00,-1.737059544310968e-01,2.449424140297495e-01,4.539843408086461e-01,0.000000000000000e+00,
46,5.433599948880000e-01,-4.989683951066199e-02,9.415368940870922e-01,-1.563614457474866e+00,-1.664635516129590e-01,2.478185212083986e-01,4.309652666206567e-01,0.000000000000000e+00,
47,5.276100039480000e-01,-5.101897737545535e-02,9.542731507736804e-01,-1.573596885862299e+00,-1.590176675730333e-01,2.508909311965504e-01,3.755965799523351e-01,0.000000000000000e+00,
48,5.118399858470000e-01,-5.209138375948307e-02,9.677273529058352e-01,-1.584465711927417e+00,-1.511353848946417e-01,2.542226766361134e-01,3.286416736268674e-01,0.000000000000000e+00,
49,4.960500001910000e-01,-5.311153541819326e-02,9.820128271370649e-01,-1.596377785550142e+00,-1.428963876687055e-01,2.577137846084674e-01,3.234403508661485e-01,0.000000000000000e+00,
50,4.802699983120000e-01,-5.407492053959814e-02,9.969050439664646e-01,-1.609123018344146e+00,-1.341562320221918e-01,2.614253039174545e-01,4.244686723141030e-01,0.000000000000000e+00,
51,4.645099937920000e-01,-5.497835513414191e-02,1.012707482845749e+00,-1.622975012534119e+00,-1.249402675487828e-01,2.653563336644438e-01,6.068666478425263e-01,0.000000000000000e+00,
52,4.487800002100000e-01,-5.581859897363720e-02,1.029530668440241e+00,-1.637991891597252e+00,-1.153226074136356e-01,2.695385200209391e-01,5.942236757329834e-01,0.000000000000000e+00,
53,4.331099987030000e-01,-5.659141825851464e-02,1.046373358976719e+00,-1.653269175262596e+00,-1.049070207505971e-01,2.738195909358446e-01,-9.530114534975286e-03,0.000000000000000e+00,
54,4.174999892710000e-01,-5.729416860686566e-02,1.062010398266618e+00,-1.667345343522923e+00,-9.377925916985458e-02,2.777206887928084e-01,-1.181119882757378e+00,0.000000000000000e+00,
55,4.019699990750000e-01,-5.792324246601335e-02,1.074235364581888e+00,-1.677873773676547e+00,-8.158197986900707e-02,2.808413116332905e-01,-1.899372989920804e+00,0.000000000000000e+00,
56,3.865399956700000e-01,-5.847520956655861e-02,1.084970219177402e+00,-1.686648950223881e+00,-6.877112373030467e-02,2.834548281546651e-01,-4.535559259492324e-01,0.000000000000000e+00,
57,3.712300062180000e-01,-5.894684318665333e-02,1.099837293592335e+00,-1.699544527433656e+00,-5.563450943675263e-02,2.871395346648156e-01,4.149529610701480e+00,0.000000000000000e+00,
58,3.560400009160000e-01,-5.933561549045978e-02,1.126995289866282e+00,-1.725084596703771e+00,-4.284512905465709e-02,2.938614292079522e-01,9.566677246154992e+00,0.000000000000000e+00,
59,3.409900069240000e-01,-5.963847719943702e-02,1.168295166889578e+00,-1.764997620979254e+00,-2.994416832369426e-02,3.044802211021605e-01,9.890277662346181e+00,0.000000000000000e+00,
60,3.261100053790000e-01,-5.985254444802346e-02,1.214917910382514e+00,-1.809517123576436e+00,-1.416243862165785e-02,3.165861311990634e-01,4.023831245612616e+00,0.000000000000000e+00,
61,3.113999962810000e-01,-5.997565198183213e-02,1.253141564139937e+00,-1.845128127954704e+00,4.743298890383724e-03,3.264553135554038e-01,-1.682378609604724e+00,0.000000000000000e+00,
62,2.968699932100000e-01,-6.000550062925582e-02,1.279140451885158e+00,-1.868613777869186e+00,2.407805017312049e-02,3.329735648844507e-01,-4.293907263973543e+00,0.000000000000000e+00,
63,2.825500071050000e-01,-5.994005483718394e-02,1.300127282969034e+00,-1.887279690381531e+00,4.309020833833205e-02,3.382692798379456e-01,-5.282068251200760e+00,0.000000000000000e+00,
