"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	1.500000000000000e+00	1.000000000000000e+00	1.489406671875654e+01	-2.360201320246958e-02	2.088484402916869e-07	1.747423680431574e-05	0.000000000000000e+00	0.000000000000000e+00	
1	1.479591836734694e+00	1.000000000000000e+00	1.489077464148221e+01	-2.359517161393388e-02	2.056818653036863e-06	1.746817708696093e-05	0.000000000000000e+00	0.000000000000000e+00	
2	1.459183673469388e+00	1.000000000000000e+00	1.488639049335010e+01	-2.358606049234331e-02	1.825434864078540e-06	1.746010656031539e-05	0.000000000000000e+00	0.000000000000000e+00	
3	1.438775510204082e+00	1.000000000000000e+00	1.488704645408818e+01	-2.358742307537359e-02	-3.136520888169662e-06	1.746131430446583e-05	0.000000000000000e+00	0.000000000000000e+00	
4	1.418367346938776e+00	1.000000000000000e+00	1.489996408205657e+01	-2.361426664957641e-02	-1.089657036637893e-05	1.748509574641371e-05	0.000000000000000e+00	0.000000000000000e+00	
5	1.397959183673469e+00	1.000000000000000e+00	1.492260059432376e+01	-2.366130748737939e-02	-1.234744151026529e-05	1.752677087928443e-05	0.000000000000000e+00	0.000000000000000e+00	
6	1.377551020408163e+00	1.000000000000000e+00	1.493500031415648e+01	-2.368707581357617e-02	3.259353277051891e-06	1.754960175039171e-05	0.000000000000000e+00	0.000000000000000e+00	
7	1.357142857142857e+00	1.000000000000000e+00	1.490612749792176e+01	-2.362707542047224e-02	3.650952572801208e-05	1.749644954189874e-05	0.000000000000000e+00	0.000000000000000e+00	
8	1.336734693877551e+00	1.000000000000000e+00	1.481562828371185e+01	-2.343900747020204e-02	6.965545527003951e-05	1.732983881445167e-05	0.000000000000000e+00	0.000000000000000e+00	
9	1.316326530612245e+00	1.000000000000000e+00	1.467904675783906e+01	-2.315517336557415e-02	7.166419856247070e-05	1.707838384204194e-05	0.000000000000000e+00	0.000000000000000e+00	
10	1.295918367346939e+00	1.000000000000000e+00	1.455861157938909e+01	-2.290489203285554e-02	1.642798542116773e-05	1.685665136148128e-05	0.000000000000000e+00	0.000000000000000e+00	
11	1.275510204081633e+00	1.000000000000000e+00	1.454870596357771e+01	-2.288430555884420e-02	-9.698235206887277e-05	1.683841235388832e-05	0.000000000000000e+00	0.000000000000000e+00	
12	1.255102040816326e+00	1.000000000000000e+00	1.474032183416736e+01	-2.328250976837255e-02	-2.363250750112399e-04	1.719119786803542e-05	0.000000000000000e+00	0.000000000000000e+00	
13	1.234693877551021e+00	1.000000000000000e+00	1.518167315357952e+01	-2.419970156935842e-02	-3.473994778545372e-04	1.800377929229677e-05	0.000000000000000e+00	0.000000000000000e+00	
14	1.214285714285714e+00	1.000000000000000e+00	1.585455408453667e+01	-2.559804578872042e-02	-3.790692385415726e-04	1.924263519581333e-05	0.000000000000000e+00	0.000000000000000e+00	
15	1.193877551020408e+00	1.000000000000000e+00	1.667734937638467e+01	-2.730793013251403e-02	-3.081463469977778e-04	2.075749077765963e-05	0.000000000000000e+00	0.000000000000000e+00	
16	1.173469387755102e+00	1.000000000000000e+00	1.753197612682550e+01	-2.908395493756152e-02	-1.506943470437610e-04	2.233092333685257e-05	0.000000000000000e+00	0.000000000000000e+00	
17	1.153061224489796e+00	1.000000000000000e+00	1.830145890461536e+01	-3.068302229820737e-02	4.536572083081988e-05	2.374754993819645e-05	0.000000000000000e+00	0.000000000000000e+00	
18	1.132653061224490e+00	1.000000000000000e+00	1.890219652445222e+01	-3.193139410253552e-02	2.212249011261583e-04	2.485344300991827e-05	0.000000000000000e+00	0.000000000000000e+00	
19	1.112244897959184e+00	1.000000000000000e+00	1.930001471924463e+01	-3.275805367459689e-02	3.305041969718245e-04	2.558569057983760e-05	0.000000000000000e+00	0.000000000000000e+00	
20	1.091836734693878e+00	1.000000000000000e+00	1.950777411888690e+01	-3.318973458076790e-02	3.542942011185155e-04	2.596799162884596e-05	0.000000000000000e+00	0.000000000000000e+00	
21	1.071428571428571e+00	1.000000000000000e+00	1.956982282205434e+01	-3.331860862861172e-02	3.029799488505829e-04	2.608202512435376e-05	0.000000000000000e+00	0.000000000000000e+00	
22	1.051020408163265e+00	1.000000000000000e+00	1.954197731203998e+01	-3.326068018167257e-02	2.067542149555321e-04	2.603058351502491e-05	0.000000000000000e+00	0.000000000000000e+00	
23	1.030612244897959e+00	1.000000000000000e+00	1.947473590302344e+01	-3.312089853523617e-02	1.011296354836314e-04	2.590665883204606e-05	0.000000000000000e+00	0.000000000000000e+00	
24	1.010204081632653e+00	1.000000000000000e+00	1.940382951443691e+01	-3.297351969461311e-02	1.427288338888268e-05	2.577604162701712e-05	0.000000000000000e+00	0.000000000000000e+00	
25	9.897959183673468e-01	1.000000000000000e+00	1.934830540538882e+01	-3.285812436999254e-02	-3.958674846424556e-05	2.567379368292246e-05	0.000000000000000e+00	0.000000000000000e+00	
26	9.693877551020409e-01	1.000000000000000e+00	1.931376752529351e+01	-3.278635338447188e-02	-6.004998685833938e-05	2.561021816911985e-05	0.000000000000000e+00	0.000000000000000e+00	
27	9.489795918367347e-01	1.000000000000000e+00	1.929766126345788e+01	-3.275289208379430e-02	-5.590050540825076e-05	2.558059505567828e-05	0.000000000000000e+00	0.000000000000000e+00	
28	9.285714285714286e-01	1.000000000000000e+00	1.929415294720797e+01	-3.274561228106398e-02	-3.909357997228945e-05	2.557416956682043e-05	0.000000000000000e+00	0.000000000000000e+00	
29	9.081632653061225e-01	1.000000000000000e+00	1.929738956261799e+01	-3.275234734325993e-02	-1.996580286793510e-05	2.558015634379072e-05	0.000000000000000e+00	0.000000000000000e+00	
30	8.877551020408163e-01	1.000000000000000e+00	1.930302107426050e+01	-3.276405592491437e-02	-4.856877174921263e-06	2.559054259773077e-05	0.000000000000000e+00	0.000000000000000e+00	
